Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
16:42,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
16:42,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
16:20,"GOOD 3PTR by WILLIAMS,ZAVIEN",40 (+11),,29,,Rhodes 40-29 (+11),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
15:54,,40 (+8),,32,"GOOD 3PTR by MARR,RUSS",Sewan 40-32 (+8),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
15:54,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
15:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:54,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
15:54,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
15:54,,,,,"MISS FT by MARR,RUSS",,,"MISS FT by MARR,RUSS",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
15:29,"GOOD JUMPER by WILEY,KOKI(in the paint)",42 (+10),,32,,Rhodes 42-32 (+10),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
15:29,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
15:29,"GOOD FT by WILEY,KOKI",43 (+11),,32,,Rhodes 43-32 (+11),,"GOOD FT by WILEY,KOKI",2
15:23,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,"REBOUND DEF by WILLIAMS,JAYSON",,,,,,,"REBOUND DEF by WILLIAMS,JAYSON",2
15:08,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",2
15:00,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",,,,,,,"MISS LAYUP by WILLIAMS,JAYSON(in the paint)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
14:53,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",2
14:53,,,,,"MISS FT by MARR,RUSS(fastbreak)",,,"MISS FT by MARR,RUSS(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:53,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
14:53,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
14:53,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
14:53,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
14:53,,,,,"MISS FT by MARR,RUSS(fastbreak)",,,"MISS FT by MARR,RUSS(fastbreak)",2
--,,,,,"REBOUND OFF by HOLLAND,ELI",,,"REBOUND OFF by HOLLAND,ELI",2
14:36,,43 (+9),,34,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 43-34 (+9),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
14:18,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,"REBOUND OFF by AESCHLIMAN,SETH",,,,,,,"REBOUND OFF by AESCHLIMAN,SETH",2
14:12,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:11,"FOUL  by AESCHLIMAN,SETH",,,,,,,"FOUL  by AESCHLIMAN,SETH",2
14:11,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
14:11,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
14:11,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
14:11,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
13:52,,43 (+7),,36,"GOOD JUMPER by HOLLAND,ELI(in the paint)",Sewan 43-36 (+7),,"GOOD JUMPER by HOLLAND,ELI(in the paint)",2
13:30,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
13:30,,,,,"STEAL  by CRUMP,JOHN",,,"STEAL  by CRUMP,JOHN",2
13:25,,43 (+5),,38,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",Sewan 43-38 (+5),,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",2
13:09,"MISS LAYUP by AESCHLIMAN,SETH(in the paint)",,,,,,,"MISS LAYUP by AESCHLIMAN,SETH(in the paint)",2
--,"REBOUND OFF by AESCHLIMAN,SETH",,,,,,,"REBOUND OFF by AESCHLIMAN,SETH",2
13:05,"MISS LAYUP by AESCHLIMAN,SETH(in the paint)",,,,,,,"MISS LAYUP by AESCHLIMAN,SETH(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:50,"MISS LAYUP by AESCHLIMAN,SETH(in the paint)",,,,,,,"MISS LAYUP by AESCHLIMAN,SETH(in the paint)",2
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",2
12:45,"GOOD LAYUP by WILEY,KOKI(in the paint)",45 (+7),,38,,Rhodes 45-38 (+7),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
12:37,,,,,"MISS 3PTR by BOULDIN,BLAKE",,,"MISS 3PTR by BOULDIN,BLAKE",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
12:11,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",2
12:11,"GOOD FT by ESSICK,JALEN",46 (+8),,38,,Rhodes 46-38 (+8),,"GOOD FT by ESSICK,JALEN",2
12:11,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
12:11,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
12:11,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
12:11,"SUB OUT by AESCHLIMAN,SETH",,,,,,,"SUB OUT by AESCHLIMAN,SETH",2
12:11,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
12:11,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
12:11,"GOOD FT by ESSICK,JALEN",47 (+9),,38,,Rhodes 47-38 (+9),,"GOOD FT by ESSICK,JALEN",2
11:56,,47 (+6),,41,"GOOD 3PTR by CORRIGAN,TRE",Sewan 47-41 (+6),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
11:38,"GOOD LAYUP by ESSICK,JALEN(in the paint)",49 (+8),,41,,Rhodes 49-41 (+8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
11:22,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",2
11:22,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:22,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
11:22,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
11:22,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
11:22,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
11:15,"GOOD DUNK by ESSICK,JALEN(in the paint)",51 (+10),,41,,Rhodes 51-41 (+10),,"GOOD DUNK by ESSICK,JALEN(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
10:43,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
10:43,,51 (+9),,42,"GOOD FT by MARR,RUSS",Sewan 51-42 (+9),,"GOOD FT by MARR,RUSS",2
10:43,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
10:43,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
10:43,,51 (+8),,43,"GOOD FT by MARR,RUSS",Sewan 51-43 (+8),,"GOOD FT by MARR,RUSS",2
10:24,"GOOD LAYUP by ESSICK,JALEN(in the paint)",53 (+10),,43,,Rhodes 53-43 (+10),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
10:08,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by WHITE,ELIJAH",,,,,,,"REBOUND DEF by WHITE,ELIJAH",2
09:45,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
09:40,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
09:40,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
09:35,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
09:35,,,,,"BLOCK  by MARR,RUSS",,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
09:27,"FOUL  by WHITE,ELIJAH",,,,,,,"FOUL  by WHITE,ELIJAH",2
09:27,,53 (+9),,44,"GOOD FT by MARR,RUSS(fastbreak)",Sewan 53-44 (+9),,"GOOD FT by MARR,RUSS(fastbreak)",2
09:27,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
09:27,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
09:27,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
09:27,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
09:27,,53 (+8),,45,"GOOD FT by MARR,RUSS(fastbreak)",Sewan 53-45 (+8),,"GOOD FT by MARR,RUSS(fastbreak)",2
09:27,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
09:27,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
09:06,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
09:06,,,,,"STEAL  by BOULDIN,BLAKE",,,"STEAL  by BOULDIN,BLAKE",2
08:59,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
08:43,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
08:43,,,,,"STEAL  by CRUMP,JOHN",,,"STEAL  by CRUMP,JOHN",2
08:37,,53 (+6),,47,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",Sewan 53-47 (+6),,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",2
08:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:37,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
08:37,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
08:37,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",2
08:37,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
08:37,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
08:37,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
08:25,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND OFF by CLAYTON,TJ",,,,,,,"REBOUND OFF by CLAYTON,TJ",2
08:20,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:19,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
08:19,"MISS FT by CLAYTON,TJ",,,,,,,"MISS FT by CLAYTON,TJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:19,"MISS FT by CLAYTON,TJ",,,,,,,"MISS FT by CLAYTON,TJ",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
08:06,,,,,"MISS JUMPER by BOULDIN,BLAKE(in the paint)",,,"MISS JUMPER by BOULDIN,BLAKE(in the paint)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
07:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:20,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
07:06,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
06:45,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
06:45,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
06:45,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
06:41,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
06:41,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
06:31,"GOOD LAYUP by ESSICK,JALEN(in the paint)",55 (+8),,47,,Rhodes 55-47 (+8),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
06:10,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
06:10,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
06:10,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
06:05,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
06:05,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
05:53,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
05:53,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
05:49,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
05:28,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
05:28,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:28,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
05:28,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
05:28,,55 (+7),,48,"GOOD FT by KAHL,COLIN",Sewan 55-48 (+7),,"GOOD FT by KAHL,COLIN",2
05:01,"GOOD JUMPER by WILEY,KOKI(in the paint)",57 (+9),,48,,Rhodes 57-48 (+9),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
04:28,,57 (+7),,50,"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 57-50 (+7),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
04:28,"FOUL  by AESCHLIMAN,SETH",,,,,,,"FOUL  by AESCHLIMAN,SETH",2
04:28,,57 (+6),,51,"GOOD FT by MARR,RUSS",Sewan 57-51 (+6),,"GOOD FT by MARR,RUSS",2
04:28,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
04:28,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
04:28,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
04:28,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
04:28,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
04:28,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
04:22,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
04:22,"MISS FT by AESCHLIMAN,SETH(fastbreak)",,,,,,,"MISS FT by AESCHLIMAN,SETH(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:22,"MISS FT by AESCHLIMAN,SETH(fastbreak)",,,,,,,"MISS FT by AESCHLIMAN,SETH(fastbreak)",2
--,,,,,"REBOUND DEF by HOLLAND,ELI",,,"REBOUND DEF by HOLLAND,ELI",2
03:58,,,,,"MISS LAYUP by CRUMP,JOHN(in the paint)",,,"MISS LAYUP by CRUMP,JOHN(in the paint)",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
03:39,"GOOD JUMPER by AESCHLIMAN,SETH",59 (+8),,51,,Rhodes 59-51 (+8),,"GOOD JUMPER by AESCHLIMAN,SETH",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
03:05,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
02:37,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:37,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
02:37,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
02:37,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
02:37,"SUB OUT by AESCHLIMAN,SETH",,,,,,,"SUB OUT by AESCHLIMAN,SETH",2
02:37,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
02:37,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
02:18,,,,,"MISS JUMPER by MARR,RUSS(in the paint)",,,"MISS JUMPER by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
02:03,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
02:03,,,,,"BLOCK  by KAHL,COLIN",,,"BLOCK  by KAHL,COLIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
01:49,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
01:34,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
01:34,,59 (+7),,52,"GOOD FT by MARR,RUSS",Sewan 59-52 (+7),,"GOOD FT by MARR,RUSS",2
01:34,,59 (+6),,53,"GOOD FT by MARR,RUSS",Sewan 59-53 (+6),,"GOOD FT by MARR,RUSS",2
01:34,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:34,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
01:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:33,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
01:33,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
01:33,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
01:33,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
01:33,"MISS FT by WILEY,KOKI(fastbreak)",,,,,,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
01:16,,59 (+4),,55,"GOOD LAYUP by MARR,RUSS(in the paint)",Sewan 59-55 (+4),,"GOOD LAYUP by MARR,RUSS(in the paint)",2
01:16,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
01:16,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
01:16,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
01:16,,59 (+3),,56,"GOOD FT by MARR,RUSS",Sewan 59-56 (+3),,"GOOD FT by MARR,RUSS",2
01:16,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
01:16,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:50,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
00:50,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:50,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:50,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
00:50,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:50,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
00:50,"GOOD FT by JAMES,MAC",60 (+4),,56,,Rhodes 60-56 (+4),,"GOOD FT by JAMES,MAC",2
00:50,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
00:38,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,,,,,"REBOUND OFF by CRUMP,JOHN",,,"REBOUND OFF by CRUMP,JOHN",2
00:38,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
00:38,,60 (+3),,57,"GOOD FT by KAHL,COLIN",Sewan 60-57 (+3),,"GOOD FT by KAHL,COLIN",2
00:38,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
00:38,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:38,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
00:35,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
00:35,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
00:35,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
00:32,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
00:32,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",2
00:32,"GOOD FT by JAMES,MAC(fastbreak)",61 (+4),,57,,Rhodes 61-57 (+4),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:32,"GOOD FT by JAMES,MAC(fastbreak)",62 (+5),,57,,Rhodes 62-57 (+5),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:24,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
00:22,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
00:22,"GOOD FT by JAMES,MAC(fastbreak)",63 (+6),,57,,Rhodes 63-57 (+6),,"GOOD FT by JAMES,MAC(fastbreak)",2
00:22,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",2
00:22,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
00:22,"MISS FT by JAMES,MAC(fastbreak)",,,,,,,"MISS FT by JAMES,MAC(fastbreak)",2
--,"REBOUND OFF by WALKER,JEFFERSON",,,,,,,"REBOUND OFF by WALKER,JEFFERSON",2
00:20,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
00:20,"GOOD FT by WALKER,JEFFERSON(fastbreak)",64 (+7),,57,,Rhodes 64-57 (+7),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
00:20,"GOOD FT by WALKER,JEFFERSON(fastbreak)",65 (+8),,57,,Rhodes 65-57 (+8),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
00:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:13,,65 (+5),,60,"GOOD 3PTR by CORRIGAN,TRE",Sewan 65-60 (+5),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by MARR,RUSS",,,"ASSIST  by MARR,RUSS",2
00:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:12,"TURNOVER  by WILLIAMS,JAYSON",,,,,,,"TURNOVER  by WILLIAMS,JAYSON",2
00:03,,65 (+3),,62,"GOOD JUMPER by MARR,RUSS(in the paint)",Sewan 65-62 (+3),,"GOOD JUMPER by MARR,RUSS(in the paint)",2
