Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
01:23,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",42,,54 (+12),,Rhodes 42-54 (-12),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",1
01:11,,,,,"MISS JUMPER by RATLIFF,AROTHER",,,"MISS JUMPER by RATLIFF,AROTHER",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
00:45,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",1
--,,,,,"REBOUND DEF by COUCH,LUKE",,,"REBOUND DEF by COUCH,LUKE",1
00:33,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
00:33,,42,,55 (+13),"GOOD FT by RATLIFF,AROTHER",BU 42-55 (-13),,"GOOD FT by RATLIFF,AROTHER",1
00:33,,42,,56 (+14),"GOOD FT by RATLIFF,AROTHER",BU 42-56 (-14),,"GOOD FT by RATLIFF,AROTHER",1
00:33,,,,,"SUB OUT by MCMILLAN,MATTHEW",,,"SUB OUT by MCMILLAN,MATTHEW",1
00:33,,,,,"SUB IN by MCWILLAMS,MARTAVIAN",,,"SUB IN by MCWILLAMS,MARTAVIAN",1
00:33,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
00:33,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
00:33,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
00:33,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
00:33,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",44,,56 (+12),,Rhodes 44-56 (-12),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
00:33,,44,,58 (+14),"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",BU 44-58 (-14),,"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",1
20:00,,,,,"SUB OUT by MCWILLAMS,MARTAVIAN",,,"SUB OUT by MCWILLAMS,MARTAVIAN",2
20:00,,,,,"SUB OUT by BRANTLEY,JAY",,,"SUB OUT by BRANTLEY,JAY",2
20:00,,,,,"SUB IN by MCMILLAN,MATTHEW",,,"SUB IN by MCMILLAN,MATTHEW",2
20:00,,,,,"SUB IN by CARTER,LEVONDRE",,,"SUB IN by CARTER,LEVONDRE",2
20:00,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
20:00,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
20:00,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
20:00,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
20:00,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
20:00,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
19:55,,44,,60 (+16),"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",BU 44-60 (-16),,"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",2
--,,,,,"ASSIST  by MCMILLAN,MATTHEW",,,"ASSIST  by MCMILLAN,MATTHEW",2
19:34,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by MCMILLAN,MATTHEW",,,"REBOUND DEF by MCMILLAN,MATTHEW",2
19:23,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
19:14,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
19:14,,,,,"STEAL  by COUCH,LUKE",,,"STEAL  by COUCH,LUKE",2
19:07,,,,,"MISS DUNK by GIVENS,DONOVAN(in the paint)",,,"MISS DUNK by GIVENS,DONOVAN(in the paint)",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
18:45,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by RATLIFF,AROTHER",,,"REBOUND DEF by RATLIFF,AROTHER",2
18:18,,,,,"MISS JUMPER by MCMILLAN,MATTHEW",,,"MISS JUMPER by MCMILLAN,MATTHEW",2
--,"REBOUND DEF by COOK,JEREMIAH",,,,,,,"REBOUND DEF by COOK,JEREMIAH",2
18:12,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",46,,60 (+14),,Rhodes 46-60 (-14),,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",2
--,"ASSIST  by COOK,JEREMIAH",,,,,,,"ASSIST  by COOK,JEREMIAH",2
17:59,,46,,62 (+16),"GOOD JUMPER by COUCH,LUKE(in the paint)",BU 46-62 (-16),,"GOOD JUMPER by COUCH,LUKE(in the paint)",2
17:47,"MISS 3PTR by COOK,JEREMIAH",,,,,,,"MISS 3PTR by COOK,JEREMIAH",2
--,,,,,"REBOUND DEF by RATLIFF,AROTHER",,,"REBOUND DEF by RATLIFF,AROTHER",2
17:35,,,,,"MISS JUMPER by RATLIFF,AROTHER",,,"MISS JUMPER by RATLIFF,AROTHER",2
17:35,"BLOCK  by GEORGETOWN II,ARNESS",,,,,,,"BLOCK  by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
17:26,"MISS LAYUP by COOK,JEREMIAH(in the paint)",,,,,,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",2
--,,,,,"REBOUND DEF by COUCH,LUKE",,,"REBOUND DEF by COUCH,LUKE",2
17:19,,,,,"MISS 3PTR by GIVENS,DONOVAN",,,"MISS 3PTR by GIVENS,DONOVAN",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
16:54,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
16:54,,,,,"SUB OUT by CARTER,LEVONDRE",,,"SUB OUT by CARTER,LEVONDRE",2
16:54,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",2
16:54,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
16:54,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
16:54,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
16:54,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
16:54,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
16:54,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
16:50,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
16:34,,46,,63 (+17),"GOOD FT by COUCH,LUKE",BU 46-63 (-17),,"GOOD FT by COUCH,LUKE",2
16:34,,46,,64 (+18),"GOOD FT by COUCH,LUKE",BU 46-64 (-18),,"GOOD FT by COUCH,LUKE",2
16:14,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
16:14,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
16:14,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
16:14,,,,,"BLOCK  by MCMILLAN,MATTHEW",,,"BLOCK  by MCMILLAN,MATTHEW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:14,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
--,,,,,"REBOUND DEF by COUCH,LUKE",,,"REBOUND DEF by COUCH,LUKE",2
16:14,,46,,66 (+20),"GOOD LAYUP by GIVENS,DONOVAN(fastbreak)(in the paint)",BU 46-66 (-20),,"GOOD LAYUP by GIVENS,DONOVAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by COUCH,LUKE",,,"ASSIST  by COUCH,LUKE",2
16:14,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
15:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:36,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
15:16,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
15:16,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
15:11,"GOOD 3PTR by WILLIAMS,ZAVIEN",49,,66 (+17),,Rhodes 49-66 (-17),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
15:06,,,,,"MISS 3PTR by COUCH,LUKE",,,"MISS 3PTR by COUCH,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:59,,,,,"SUB OUT by GIVENS,DONOVAN",,,"SUB OUT by GIVENS,DONOVAN",2
14:59,,,,,"SUB IN by BRANTLEY,JAY",,,"SUB IN by BRANTLEY,JAY",2
14:58,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",2
--,,,,,"REBOUND OFF by BRANTLEY,JAY",,,"REBOUND OFF by BRANTLEY,JAY",2
14:42,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
14:27,,,,,"MISS FT by BRANTLEY,JAY",,,"MISS FT by BRANTLEY,JAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:27,,,,,"MISS FT by BRANTLEY,JAY",,,"MISS FT by BRANTLEY,JAY",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
14:27,,,,,"FOUL  by SHIELDS,RIAN",,,"FOUL  by SHIELDS,RIAN",2
14:27,,,,,"SUB OUT by RATLIFF,AROTHER",,,"SUB OUT by RATLIFF,AROTHER",2
14:27,,,,,"SUB IN by ANDERSON, JR.,TERRAN",,,"SUB IN by ANDERSON, JR.,TERRAN",2
14:27,"GOOD 3PTR by WILLIAMS,ZAVIEN",52,,66 (+14),,Rhodes 52-66 (-14),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,"ASSIST  by CLAYTON,TJ",,,,,,,"ASSIST  by CLAYTON,TJ",2
14:25,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
14:25,,52,,67 (+15),"GOOD FT by ANDERSON, JR.,TERRAN(fastbreak)",BU 52-67 (-15),,"GOOD FT by ANDERSON, JR.,TERRAN(fastbreak)",2
14:25,,,,,"SUB OUT by SHIELDS,RIAN",,,"SUB OUT by SHIELDS,RIAN",2
14:25,,,,,"SUB IN by RIOS, JR.,RAYMOND",,,"SUB IN by RIOS, JR.,RAYMOND",2
14:25,,52,,68 (+16),"GOOD FT by ANDERSON, JR.,TERRAN(fastbreak)",BU 52-68 (-16),,"GOOD FT by ANDERSON, JR.,TERRAN(fastbreak)",2
14:16,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",2
--,,,,,"REBOUND DEF by COUCH,LUKE",,,"REBOUND DEF by COUCH,LUKE",2
14:08,,52,,71 (+19),"GOOD 3PTR by MCMILLAN,MATTHEW",BU 52-71 (-19),,"GOOD 3PTR by MCMILLAN,MATTHEW",2
--,,,,,"ASSIST  by COUCH,LUKE",,,"ASSIST  by COUCH,LUKE",2
13:51,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",2
--,,,,,"REBOUND DEF by MCMILLAN,MATTHEW",,,"REBOUND DEF by MCMILLAN,MATTHEW",2
13:43,,,,,"MISS 3PTR by COUCH,LUKE",,,"MISS 3PTR by COUCH,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:54,,,,,"SUB OUT by COUCH,LUKE",,,"SUB OUT by COUCH,LUKE",2
12:54,,,,,"SUB IN by WOMACK,NEHEMIAH",,,"SUB IN by WOMACK,NEHEMIAH",2
12:54,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
12:54,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
12:54,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
12:54,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
12:54,,,,,"TURNOVER  by WOMACK,NEHEMIAH",,,"TURNOVER  by WOMACK,NEHEMIAH",2
12:54,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
12:54,"GOOD LAYUP by SHEN,KEVIN(in the paint)",54,,71 (+17),,Rhodes 54-71 (-17),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
12:54,,,,,"FOUL  by MCMILLAN,MATTHEW",,,"FOUL  by MCMILLAN,MATTHEW",2
12:54,"GOOD LAYUP by SHEN,KEVIN(in the paint)",56,,71 (+15),,Rhodes 56-71 (-15),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
12:53,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",2
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
12:41,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by ANDERSON, JR.,TERRAN",,,"REBOUND DEF by ANDERSON, JR.,TERRAN",2
12:24,,,,,"MISS JUMPER by MCMILLAN,MATTHEW(in the paint)",,,"MISS JUMPER by MCMILLAN,MATTHEW(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
12:24,,,,,"TURNOVER  by RIOS, JR.,RAYMOND",,,"TURNOVER  by RIOS, JR.,RAYMOND",2
12:24,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:24,,,,,"SUB OUT by MCMILLAN,MATTHEW",,,"SUB OUT by MCMILLAN,MATTHEW",2
12:24,,,,,"SUB OUT by ANDERSON, JR.,TERRAN",,,"SUB OUT by ANDERSON, JR.,TERRAN",2
12:24,,,,,"SUB IN by COUCH,LUKE",,,"SUB IN by COUCH,LUKE",2
12:24,,,,,"SUB IN by CARTER,LEVONDRE",,,"SUB IN by CARTER,LEVONDRE",2
12:24,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
12:24,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:24,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
12:24,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
12:24,,,,,"FOUL  by RIOS, JR.,RAYMOND",,,"FOUL  by RIOS, JR.,RAYMOND",2
12:24,"MISS FT by WILEY,KOKI(fastbreak)",,,,,,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:24,"GOOD FT by WILEY,KOKI(fastbreak)",57,,71 (+14),,Rhodes 57-71 (-14),,"GOOD FT by WILEY,KOKI(fastbreak)",2
12:20,,,,,"SUB OUT by RIOS, JR.,RAYMOND",,,"SUB OUT by RIOS, JR.,RAYMOND",2
12:20,,,,,"SUB OUT by BRANTLEY,JAY",,,"SUB OUT by BRANTLEY,JAY",2
12:20,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",2
12:20,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",2
11:53,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
11:38,,57,,72 (+15),"GOOD FT by COUCH,LUKE",BU 57-72 (-15),,"GOOD FT by COUCH,LUKE",2
11:35,,57,,73 (+16),"GOOD FT by COUCH,LUKE",BU 57-73 (-16),,"GOOD FT by COUCH,LUKE",2
11:28,"GOOD LAYUP by WILEY,KOKI(in the paint)",59,,73 (+14),,Rhodes 59-73 (-14),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
11:28,,,,,"FOUL  by WOMACK,NEHEMIAH",,,"FOUL  by WOMACK,NEHEMIAH",2
11:28,"GOOD FT by WILEY,KOKI",60,,73 (+13),,Rhodes 60-73 (-13),,"GOOD FT by WILEY,KOKI",2
11:16,,,,,"TURNOVER  by COUCH,LUKE",,,"TURNOVER  by COUCH,LUKE",2
11:16,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
11:08,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",62,,73 (+11),,Rhodes 62-73 (-11),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
11:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:41,,,,,"TURNOVER  by SHIELDS,RIAN",,,"TURNOVER  by SHIELDS,RIAN",2
10:41,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
10:32,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",64,,73 (+9),,Rhodes 64-73 (-9),,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
10:03,,,,,"FOUL  by COUCH,LUKE",,,"FOUL  by COUCH,LUKE",2
10:03,,,,,"TURNOVER  by COUCH,LUKE",,,"TURNOVER  by COUCH,LUKE",2
09:49,,,,,"SUB OUT by WOMACK,NEHEMIAH",,,"SUB OUT by WOMACK,NEHEMIAH",2
09:49,,,,,"SUB OUT by CARTER,LEVONDRE",,,"SUB OUT by CARTER,LEVONDRE",2
09:49,,,,,"SUB IN by RATLIFF,AROTHER",,,"SUB IN by RATLIFF,AROTHER",2
09:49,,,,,"SUB IN by MCMILLAN,MATTHEW",,,"SUB IN by MCMILLAN,MATTHEW",2
09:47,"MISS JUMPER by WALKER,JEFFERSON",,,,,,,"MISS JUMPER by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by RATLIFF,AROTHER",,,"REBOUND DEF by RATLIFF,AROTHER",2
09:31,,,,,"TURNOVER  by MCMILLAN,MATTHEW",,,"TURNOVER  by MCMILLAN,MATTHEW",2
09:31,"STEAL  by COOK,JEREMIAH",,,,,,,"STEAL  by COOK,JEREMIAH",2
09:26,"MISS LAYUP by COOK,JEREMIAH(in the paint)",,,,,,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",2
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",2
09:18,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:18,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
09:18,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
09:08,,,,,"FOUL  by SHIELDS,RIAN",,,"FOUL  by SHIELDS,RIAN",2
09:08,"GOOD FT by WILEY,KOKI",65,,73 (+8),,Rhodes 65-73 (-8),,"GOOD FT by WILEY,KOKI",2
09:08,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
09:08,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
09:08,"GOOD FT by WILEY,KOKI",66,,73 (+7),,Rhodes 66-73 (-7),,"GOOD FT by WILEY,KOKI",2
09:08,,,,,"SUB OUT by SHIELDS,RIAN",,,"SUB OUT by SHIELDS,RIAN",2
09:08,,,,,"SUB IN by BRANTLEY,JAY",,,"SUB IN by BRANTLEY,JAY",2
09:08,,,,,"TURNOVER  by BRANTLEY,JAY",,,"TURNOVER  by BRANTLEY,JAY",2
09:08,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",68,,73 (+5),,Rhodes 68-73 (-5),,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",2
09:08,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
09:08,,68,,74 (+6),"GOOD FT by BRANTLEY,JAY",BU 68-74 (-6),,"GOOD FT by BRANTLEY,JAY",2
09:08,,68,,75 (+7),"GOOD FT by BRANTLEY,JAY",BU 68-75 (-7),,"GOOD FT by BRANTLEY,JAY",2
08:55,,,,,"MISS JUMPER by GIVENS,DONOVAN",,,"MISS JUMPER by GIVENS,DONOVAN",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
08:55,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",70,,75 (+5),,Rhodes 70-75 (-5),,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",2
08:13,,,,,"MISS 3PTR by RATLIFF,AROTHER",,,"MISS 3PTR by RATLIFF,AROTHER",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
07:59,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND OFF by SHEN,KEVIN",,,,,,,"REBOUND OFF by SHEN,KEVIN",2
07:46,"MISS 3PTR by COOK,JEREMIAH",,,,,,,"MISS 3PTR by COOK,JEREMIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:35,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:35,,70,,77 (+7),"GOOD JUMPER by RATLIFF,AROTHER",BU 70-77 (-7),,"GOOD JUMPER by RATLIFF,AROTHER",2
--,,,,,"ASSIST  by COUCH,LUKE",,,"ASSIST  by COUCH,LUKE",2
07:35,"MISS JUMPER by WILEY,KOKI(in the paint)",,,,,,,"MISS JUMPER by WILEY,KOKI(in the paint)",2
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",2
07:35,"GOOD LAYUP by WILEY,KOKI(in the paint)",72,,77 (+5),,Rhodes 72-77 (-5),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
07:35,,,,,"SUB OUT by MCMILLAN,MATTHEW",,,"SUB OUT by MCMILLAN,MATTHEW",2
07:35,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",2
07:35,,,,,"TURNOVER  by COUCH,LUKE",,,"TURNOVER  by COUCH,LUKE",2
07:32,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
07:07,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
07:07,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
06:28,,,,,"MISS LAYUP by RATLIFF,AROTHER(in the paint)",,,"MISS LAYUP by RATLIFF,AROTHER(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
06:11,"TURNOVER  by COOK,JEREMIAH",,,,,,,"TURNOVER  by COOK,JEREMIAH",2
05:44,,72,,79 (+7),"GOOD LAYUP by COUCH,LUKE(in the paint)",BU 72-79 (-7),,"GOOD LAYUP by COUCH,LUKE(in the paint)",2
--,,,,,"ASSIST  by RATLIFF,AROTHER",,,"ASSIST  by RATLIFF,AROTHER",2
05:44,"FOUL  by COOK,JEREMIAH",,,,,,,"FOUL  by COOK,JEREMIAH",2
05:44,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
05:44,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
05:44,,72,,80 (+8),"GOOD FT by COUCH,LUKE",BU 72-80 (-8),,"GOOD FT by COUCH,LUKE",2
05:28,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",2
05:28,,,,,"STEAL  by SHIELDS,RIAN",,,"STEAL  by SHIELDS,RIAN",2
05:15,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
05:05,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",2
05:05,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
05:05,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
05:05,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
05:05,,,,,"MISS FT by RATLIFF,AROTHER",,,"MISS FT by RATLIFF,AROTHER",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
05:05,"MISS JUMPER by WALKER,JEFFERSON",,,,,,,"MISS JUMPER by WALKER,JEFFERSON",2
05:05,,,,,"BLOCK  by GIVENS,DONOVAN",,,"BLOCK  by GIVENS,DONOVAN",2
--,"REBOUND OFF by WALKER,JEFFERSON",,,,,,,"REBOUND OFF by WALKER,JEFFERSON",2
05:05,,,,,"FOUL  by RATLIFF,AROTHER",,,"FOUL  by RATLIFF,AROTHER",2
05:05,"MISS FT by CLAYTON,TJ(fastbreak)",,,,,,,"MISS FT by CLAYTON,TJ(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:05,,,,,"SUB OUT by BRANTLEY,JAY",,,"SUB OUT by BRANTLEY,JAY",2
05:05,,,,,"SUB IN by MCMILLAN,MATTHEW",,,"SUB IN by MCMILLAN,MATTHEW",2
05:05,"GOOD FT by CLAYTON,TJ(fastbreak)",73,,80 (+7),,Rhodes 73-80 (-7),,"GOOD FT by CLAYTON,TJ(fastbreak)",2
04:41,,,,,"MISS LAYUP by COUCH,LUKE(in the paint)",,,"MISS LAYUP by COUCH,LUKE(in the paint)",2
04:41,"BLOCK  by COOK,JEREMIAH",,,,,,,"BLOCK  by COOK,JEREMIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:38,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
04:38,,73,,81 (+8),"GOOD FT by GIVENS,DONOVAN",BU 73-81 (-8),,"GOOD FT by GIVENS,DONOVAN",2
04:38,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
