Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,SU,Game Score,Team Indicator,Play,Period
19:27,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
19:19,,33,,40 (+7),"GOOD JUMPER by JOHNSON,JACOBY",SU 33-40 (-7),,"GOOD JUMPER by JOHNSON,JACOBY",2
18:53,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",2
--,"REBOUND OFF by SHEN,KEVIN",,,,,,,"REBOUND OFF by SHEN,KEVIN",2
18:46,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:27,,,,,"TURNOVER  by MANN,TYLAN",,,"TURNOVER  by MANN,TYLAN",2
18:09,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
18:09,,,,,"BLOCK  by AMANOR,TROY",,,"BLOCK  by AMANOR,TROY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:07,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by AMANOR,TROY",,,"REBOUND DEF by AMANOR,TROY",2
17:57,,,,,"TURNOVER  by HENSON,JONATHAN",,,"TURNOVER  by HENSON,JONATHAN",2
17:44,"GOOD JUMPER by ESSICK,JALEN(in the paint)",35,,40 (+5),,Rhodes 35-40 (-5),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
17:31,,,,,"MISS LAYUP by AMANOR,TROY(in the paint)",,,"MISS LAYUP by AMANOR,TROY(in the paint)",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
17:26,,,,,"FOUL  by JOHNSON,JACOBY",,,"FOUL  by JOHNSON,JACOBY",2
17:26,"MISS FT by SHEN,KEVIN(fastbreak)",,,,,,,"MISS FT by SHEN,KEVIN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:26,,,,,"SUB OUT by HENSON,JONATHAN",,,"SUB OUT by HENSON,JONATHAN",2
17:26,,,,,"SUB IN by OBIDIKE,BRANDIN",,,"SUB IN by OBIDIKE,BRANDIN",2
17:26,"MISS FT by SHEN,KEVIN(fastbreak)",,,,,,,"MISS FT by SHEN,KEVIN(fastbreak)",2
--,"REBOUND OFF by SHEN,KEVIN",,,,,,,"REBOUND OFF by SHEN,KEVIN",2
17:23,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
17:23,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
17:23,,,,,"SUB IN by HENSON,JONATHAN",,,"SUB IN by HENSON,JONATHAN",2
17:23,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
17:23,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
17:03,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by MANN,TYLAN",,,"REBOUND DEF by MANN,TYLAN",2
16:55,,,,,"TURNOVER  by MANN,TYLAN",,,"TURNOVER  by MANN,TYLAN",2
16:41,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
16:41,,,,,"BLOCK  by AMANOR,TROY",,,"BLOCK  by AMANOR,TROY",2
--,,,,,"REBOUND DEF by AMANOR,TROY",,,"REBOUND DEF by AMANOR,TROY",2
16:20,,,,,"FOUL  by AMANOR,TROY",,,"FOUL  by AMANOR,TROY",2
16:20,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
16:20,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
16:20,,,,,"SUB OUT by AMANOR,TROY",,,"SUB OUT by AMANOR,TROY",2
16:20,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
16:20,,,,,"SUB IN by CAMPBELL,MAXTON",,,"SUB IN by CAMPBELL,MAXTON",2
16:20,,,,,"SUB IN by TOLIVER,TEFRELL",,,"SUB IN by TOLIVER,TEFRELL",2
16:20,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
16:20,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
16:00,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
16:00,,,,,"BLOCK  by CAMPBELL,MAXTON",,,"BLOCK  by CAMPBELL,MAXTON",2
--,,,,,"REBOUND DEF by MANN,TYLAN",,,"REBOUND DEF by MANN,TYLAN",2
15:46,,,,,"MISS LAYUP by HENSON,JONATHAN(in the paint)",,,"MISS LAYUP by HENSON,JONATHAN(in the paint)",2
--,,,,,"REBOUND OFF by HENSON,JONATHAN",,,"REBOUND OFF by HENSON,JONATHAN",2
15:34,,,,,"TURNOVER  by HENSON,JONATHAN",,,"TURNOVER  by HENSON,JONATHAN",2
15:06,"GOOD JUMPER by ESSICK,JALEN",37,,40 (+3),,Rhodes 37-40 (-3),,"GOOD JUMPER by ESSICK,JALEN",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
14:47,,37,,42 (+5),"GOOD LAYUP by MANN,TYLAN(in the paint)",SU 37-42 (-5),,"GOOD LAYUP by MANN,TYLAN(in the paint)",2
14:47,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
14:47,,,,,"SUB OUT by HENSON,JONATHAN",,,"SUB OUT by HENSON,JONATHAN",2
14:47,,,,,"SUB IN by CHATMAN,PARKER",,,"SUB IN by CHATMAN,PARKER",2
14:47,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
14:47,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
14:47,,37,,43 (+6),"GOOD FT by MANN,TYLAN",SU 37-43 (-6),,"GOOD FT by MANN,TYLAN",2
14:39,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:28,,37,,45 (+8),"GOOD JUMPER by CHATMAN,PARKER(in the paint)",SU 37-45 (-8),,"GOOD JUMPER by CHATMAN,PARKER(in the paint)",2
--,,,,,"ASSIST  by MANN,TYLAN",,,"ASSIST  by MANN,TYLAN",2
14:19,"GOOD 3PTR by LAMEY,HAYDEN",40,,45 (+5),,Rhodes 40-45 (-5),,"GOOD 3PTR by LAMEY,HAYDEN",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
14:03,,,,,"TURNOVER  by MANN,TYLAN",,,"TURNOVER  by MANN,TYLAN",2
14:03,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
13:57,"GOOD JUMPER by WALKER,JEFFERSON(fastbreak)(in the paint)",42,,45 (+3),,Rhodes 42-45 (-3),,"GOOD JUMPER by WALKER,JEFFERSON(fastbreak)(in the paint)",2
13:11,"GOOD JUMPER by GEORGETOWN II,ARNESS",44,,45 (+1),,Rhodes 44-45 (-1),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
13:11,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
12:47,,,,,"MISS 3PTR by CHATMAN,PARKER",,,"MISS 3PTR by CHATMAN,PARKER",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
12:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:37,,,,,"SUB OUT by MANN,TYLAN",,,"SUB OUT by MANN,TYLAN",2
12:37,,,,,"SUB OUT by CHATMAN,PARKER",,,"SUB OUT by CHATMAN,PARKER",2
12:37,,,,,"SUB OUT by CAMPBELL,MAXTON",,,"SUB OUT by CAMPBELL,MAXTON",2
12:37,,,,,"SUB OUT by TOLIVER,TEFRELL",,,"SUB OUT by TOLIVER,TEFRELL",2
12:37,,,,,"SUB IN by JOHNSON,JACOBY",,,"SUB IN by JOHNSON,JACOBY",2
12:37,,,,,"SUB IN by LOCKARD,ISIAH",,,"SUB IN by LOCKARD,ISIAH",2
12:37,,,,,"SUB IN by AMANOR,TROY",,,"SUB IN by AMANOR,TROY",2
12:37,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
12:37,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
12:37,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
12:27,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
12:21,,,,,"TURNOVER  by LOCKARD,ISIAH",,,"TURNOVER  by LOCKARD,ISIAH",2
12:21,,,,,"FOUL  by OBIDIKE,BRANDIN",,,"FOUL  by OBIDIKE,BRANDIN",2
12:11,"GOOD 3PTR by WALKER,JEFFERSON",47 (+2),,45,,Rhodes 47-45 (+2),,"GOOD 3PTR by WALKER,JEFFERSON",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
11:46,,,,,"MISS JUMPER by LOCKARD,ISIAH",,,"MISS JUMPER by LOCKARD,ISIAH",2
--,,,,,"REBOUND OFF by LOCKARD,ISIAH",,,"REBOUND OFF by LOCKARD,ISIAH",2
11:39,,,,,"MISS LAYUP by LOCKARD,ISIAH(in the paint)",,,"MISS LAYUP by LOCKARD,ISIAH(in the paint)",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
11:30,"GOOD JUMPER by GEORGETOWN II,ARNESS",49 (+4),,45,,Rhodes 49-45 (+4),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
11:05,,49 (+2),,47,"GOOD JUMPER by AMANOR,TROY",SU 49-47 (+2),,"GOOD JUMPER by AMANOR,TROY",2
--,,,,,"ASSIST  by OBIDIKE,BRANDIN",,,"ASSIST  by OBIDIKE,BRANDIN",2
10:53,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:51,,,,,"FOUL  by AMANOR,TROY",,,"FOUL  by AMANOR,TROY",2
10:51,,,,,"SUB OUT by AMANOR,TROY",,,"SUB OUT by AMANOR,TROY",2
10:51,,,,,"SUB IN by CAMPBELL,MAXTON",,,"SUB IN by CAMPBELL,MAXTON",2
10:51,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
10:51,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
10:45,"GOOD JUMPER by ESSICK,JALEN",51 (+4),,47,,Rhodes 51-47 (+4),,"GOOD JUMPER by ESSICK,JALEN",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
10:21,,51 (+2),,49,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",SU 51-49 (+2),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
10:04,"GOOD JUMPER by JAMES,MAC",53 (+4),,49,,Rhodes 53-49 (+4),,"GOOD JUMPER by JAMES,MAC",2
09:42,,,,,"TURNOVER  by CAMPBELL,MAXTON",,,"TURNOVER  by CAMPBELL,MAXTON",2
09:42,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
09:34,"MISS LAYUP by JAMES,MAC(in the paint)",,,,,,,"MISS LAYUP by JAMES,MAC(in the paint)",2
09:34,,,,,"BLOCK  by LOCKARD,ISIAH",,,"BLOCK  by LOCKARD,ISIAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:20,,,,,"SUB OUT by LOCKARD,ISIAH",,,"SUB OUT by LOCKARD,ISIAH",2
09:20,,,,,"SUB IN by MANN,TYLAN",,,"SUB IN by MANN,TYLAN",2
09:20,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
09:20,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
08:56,,,,,"TURNOVER  by MANN,TYLAN",,,"TURNOVER  by MANN,TYLAN",2
08:41,"GOOD LAYUP by SHEN,KEVIN(in the paint)",55 (+6),,49,,Rhodes 55-49 (+6),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",2
08:26,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
08:09,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
08:09,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
07:58,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
07:58,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
07:47,,,,,"FOUL  by CAMPBELL,MAXTON",,,"FOUL  by CAMPBELL,MAXTON",2
07:47,"GOOD FT by GEORGETOWN II,ARNESS",56 (+7),,49,,Rhodes 56-49 (+7),,"GOOD FT by GEORGETOWN II,ARNESS",2
07:47,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
07:47,,,,,"SUB IN by HENSON,JONATHAN",,,"SUB IN by HENSON,JONATHAN",2
07:47,"GOOD FT by GEORGETOWN II,ARNESS",57 (+8),,49,,Rhodes 57-49 (+8),,"GOOD FT by GEORGETOWN II,ARNESS",2
07:23,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",2
07:23,,57 (+7),,50,"GOOD FT by STEWART,CHRISTIAN",SU 57-50 (+7),,"GOOD FT by STEWART,CHRISTIAN",2
07:23,,,,,"SUB OUT by HENSON,JONATHAN",,,"SUB OUT by HENSON,JONATHAN",2
07:23,,,,,"SUB IN by JOHNSON,JACOBY",,,"SUB IN by JOHNSON,JACOBY",2
07:23,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",2
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",2
07:17,"GOOD JUMPER by SHEN,KEVIN",59 (+9),,50,,Rhodes 59-50 (+9),,"GOOD JUMPER by SHEN,KEVIN",2
06:57,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
06:35,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by CAMPBELL,MAXTON",,,"REBOUND DEF by CAMPBELL,MAXTON",2
06:26,,59 (+7),,52,"GOOD JUMPER by OBIDIKE,BRANDIN",SU 59-52 (+7),,"GOOD JUMPER by OBIDIKE,BRANDIN",2
--,,,,,"ASSIST  by MANN,TYLAN",,,"ASSIST  by MANN,TYLAN",2
06:02,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
06:02,,,,,"BLOCK  by CAMPBELL,MAXTON",,,"BLOCK  by CAMPBELL,MAXTON",2
--,,,,,"REBOUND DEF by CAMPBELL,MAXTON",,,"REBOUND DEF by CAMPBELL,MAXTON",2
05:56,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
05:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:56,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
05:56,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
05:56,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
05:56,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
05:47,,59 (+5),,54,"GOOD JUMPER by STEWART,CHRISTIAN",SU 59-54 (+5),,"GOOD JUMPER by STEWART,CHRISTIAN",2
--,,,,,"ASSIST  by JOHNSON,JACOBY",,,"ASSIST  by JOHNSON,JACOBY",2
05:43,"TURNOVER  by WILLIAMS,JAYSON",,,,,,,"TURNOVER  by WILLIAMS,JAYSON",2
05:43,,,,,"STEAL  by JOHNSON,JACOBY",,,"STEAL  by JOHNSON,JACOBY",2
05:43,,59 (+3),,56,"GOOD LAYUP by JOHNSON,JACOBY(fastbreak)(in the paint)",SU 59-56 (+3),,"GOOD LAYUP by JOHNSON,JACOBY(fastbreak)(in the paint)",2
05:43,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",2
05:43,,59 (+2),,57,"GOOD FT by JOHNSON,JACOBY(fastbreak)",SU 59-57 (+2),,"GOOD FT by JOHNSON,JACOBY(fastbreak)",2
05:42,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
05:42,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
05:29,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
05:22,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND DEF by MANN,TYLAN",,,"REBOUND DEF by MANN,TYLAN",2
05:06,,,,,"MISS JUMPER by STEWART,CHRISTIAN",,,"MISS JUMPER by STEWART,CHRISTIAN",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
04:38,"MISS JUMPER by GEORGETOWN II,ARNESS",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:36,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
04:36,,,,,"SUB IN by AMANOR,TROY",,,"SUB IN by AMANOR,TROY",2
04:36,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
04:36,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
04:26,,,,,"MISS LAYUP by AMANOR,TROY(in the paint)",,,"MISS LAYUP by AMANOR,TROY(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:09,,,,,"TURNOVER  by CAMPBELL,MAXTON",,,"TURNOVER  by CAMPBELL,MAXTON",2
04:09,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
04:09,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
04:08,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
04:08,,,,,"BLOCK  by AMANOR,TROY",,,"BLOCK  by AMANOR,TROY",2
--,,,,,"REBOUND DEF by MANN,TYLAN",,,"REBOUND DEF by MANN,TYLAN",2
04:03,,59,,59,"GOOD LAYUP by MANN,TYLAN(fastbreak)(in the paint)",SU 59-59 (0),,"GOOD LAYUP by MANN,TYLAN(fastbreak)(in the paint)",2
04:03,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
04:03,,,,,"MISS FT by MANN,TYLAN(fastbreak)",,,"MISS FT by MANN,TYLAN(fastbreak)",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
04:01,,,,,"FOUL  by MANN,TYLAN",,,"FOUL  by MANN,TYLAN",2
03:44,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
03:44,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
03:21,"GOOD FT by WILEY,KOKI(fastbreak)",60 (+1),,59,,Rhodes 60-59 (+1),,"GOOD FT by WILEY,KOKI(fastbreak)",2
03:20,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
03:20,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
03:01,"MISS FT by WILEY,KOKI(fastbreak)",,,,,,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,,,,,"REBOUND DEF by AMANOR,TROY",,,"REBOUND DEF by AMANOR,TROY",2
02:58,,,,,"MISS JUMPER by MANN,TYLAN",,,"MISS JUMPER by MANN,TYLAN",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
02:56,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by AMANOR,TROY",,,"REBOUND DEF by AMANOR,TROY",2
02:49,,,,,"MISS JUMPER by JOHNSON,JACOBY",,,"MISS JUMPER by JOHNSON,JACOBY",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
02:41,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",62 (+3),,59,,Rhodes 62-59 (+3),,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",2
02:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:40,,,,,"SUB OUT by CAMPBELL,MAXTON",,,"SUB OUT by CAMPBELL,MAXTON",2
02:40,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
02:40,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
02:40,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
02:33,,,,,"MISS 3PTR by MANN,TYLAN",,,"MISS 3PTR by MANN,TYLAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:32,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
02:32,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
02:32,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
02:32,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
02:12,,,,,"FOUL  by AMANOR,TROY",,,"FOUL  by AMANOR,TROY",2
02:12,,,,,"SUB OUT by AMANOR,TROY",,,"SUB OUT by AMANOR,TROY",2
02:12,,,,,"SUB IN by CAMPBELL,MAXTON",,,"SUB IN by CAMPBELL,MAXTON",2
02:12,"MISS FT by GEORGETOWN II,ARNESS",,,,,,,"MISS FT by GEORGETOWN II,ARNESS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:12,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
02:12,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
02:12,"GOOD FT by GEORGETOWN II,ARNESS",63 (+4),,59,,Rhodes 63-59 (+4),,"GOOD FT by GEORGETOWN II,ARNESS",2
02:12,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
02:12,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
01:55,,63 (+2),,61,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",SU 63-61 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
01:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:37,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
01:37,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
01:37,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
01:37,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
01:28,,,,,"FOUL  by JOHNSON,JACOBY",,,"FOUL  by JOHNSON,JACOBY",2
01:28,"GOOD FT by WILEY,KOKI",64 (+3),,61,,Rhodes 64-61 (+3),,"GOOD FT by WILEY,KOKI",2
01:28,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
01:28,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
01:28,"GOOD FT by WILEY,KOKI",65 (+4),,61,,Rhodes 65-61 (+4),,"GOOD FT by WILEY,KOKI",2
01:28,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
01:28,,,,,"SUB IN by HENSON,JONATHAN",,,"SUB IN by HENSON,JONATHAN",2
01:28,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
01:28,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
01:13,,,,,"MISS JUMPER by OBIDIKE,BRANDIN",,,"MISS JUMPER by OBIDIKE,BRANDIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:13,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
01:13,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
01:13,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
01:13,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
01:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:04,,,,,"SUB OUT by OBIDIKE,BRANDIN",,,"SUB OUT by OBIDIKE,BRANDIN",2
01:04,,,,,"SUB IN by JOHNSON,JACOBY",,,"SUB IN by JOHNSON,JACOBY",2
01:04,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
01:04,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:42,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",2
