Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
19:49,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
19:49,,23,,29 (+6),"GOOD FT by CRUMLY,WILL",CCM 23-29 (-6),,"GOOD FT by CRUMLY,WILL",2
19:40,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",2
19:40,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
19:40,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
19:40,"SUB OUT by II,ARNESS GEORGETOWN",,,,,,,"SUB OUT by II,ARNESS GEORGETOWN",2
19:40,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
19:40,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
19:33,"GOOD 3PTR by FITZGERALD,DAVID",26,,29 (+3),,RHODES 26-29 (-3),,"GOOD 3PTR by FITZGERALD,DAVID",2
19:16,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",2
19:13,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
18:54,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",2
18:54,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
18:38,,26,,31 (+5),"GOOD JUMPER by JONES,MYLES",CCM 26-31 (-5),,"GOOD JUMPER by JONES,MYLES",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
18:20,"GOOD LAYUP by JAMES,MAC(in the paint)",28,,31 (+3),,RHODES 28-31 (-3),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
18:20,,,,,"FOUL  by BARNETTE,CHRIS",,,"FOUL  by BARNETTE,CHRIS",2
18:20,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
18:13,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
18:02,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
17:56,,,,,"FOUL  by JONES,MYLES",,,"FOUL  by JONES,MYLES",2
17:56,,,,,"TURNOVER  by JONES,MYLES",,,"TURNOVER  by JONES,MYLES",2
17:56,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
17:56,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
17:56,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
17:56,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
17:36,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND DEF by CRUMLY,WILL",,,"REBOUND DEF by CRUMLY,WILL",2
17:15,,,,,"MISS JUMPER by CRUMLY,WILL",,,"MISS JUMPER by CRUMLY,WILL",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
17:15,"BLOCK  by ESSICK,JALEN",,,,,,,"BLOCK  by ESSICK,JALEN",2
16:57,"TURNOVER  by FITZGERALD,DAVID",,,,,,,"TURNOVER  by FITZGERALD,DAVID",2
16:57,,,,,"STEAL  by GERNATT,JONATHAN",,,"STEAL  by GERNATT,JONATHAN",2
16:45,,,,,"MISS JUMPER by CRUMLY,WILL",,,"MISS JUMPER by CRUMLY,WILL",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
16:27,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
16:23,"GOOD LAYUP by ESSICK,JALEN(in the paint)",30,,31 (+1),,RHODES 30-31 (-1),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
16:04,,30,,33 (+3),"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",CCM 30-33 (-3),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
15:49,"GOOD JUMPER by WILLIAMS,JAYSON(in the paint)",32,,33 (+1),,RHODES 32-33 (-1),,"GOOD JUMPER by WILLIAMS,JAYSON(in the paint)",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
15:26,,,,,"MISS JUMPER by JONES,MYLES",,,"MISS JUMPER by JONES,MYLES",2
--,,,,,"REBOUND OFF by CRUMLY,WILL",,,"REBOUND OFF by CRUMLY,WILL",2
15:23,,32,,35 (+3),"GOOD LAYUP by CRUMLY,WILL(in the paint)",CCM 32-35 (-3),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
15:12,,,,,"FOUL  by CRUMLY,WILL",,,"FOUL  by CRUMLY,WILL",2
15:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:12,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:12,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:12,"GOOD FT by WALKER,JEFFERSON",33,,35 (+2),,RHODES 33-35 (-2),,"GOOD FT by WALKER,JEFFERSON",2
15:12,"SUB IN by II,ARNESS GEORGETOWN",,,,,,,"SUB IN by II,ARNESS GEORGETOWN",2
15:12,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
15:12,"SUB OUT by FITZGERALD,DAVID",,,,,,,"SUB OUT by FITZGERALD,DAVID",2
15:12,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
15:12,,,,,"SUB IN by PEARLMAN,LOGAN",,,"SUB IN by PEARLMAN,LOGAN",2
15:12,,,,,"SUB IN by PLATT,DAEVON",,,"SUB IN by PLATT,DAEVON",2
15:12,,,,,"SUB IN by IGBANU,PROMISE",,,"SUB IN by IGBANU,PROMISE",2
15:12,,,,,"SUB OUT by JONES,MYLES",,,"SUB OUT by JONES,MYLES",2
15:12,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
15:12,,,,,"SUB OUT by GERNATT,JONATHAN",,,"SUB OUT by GERNATT,JONATHAN",2
15:08,,,,,"TURNOVER  by PALMER,BRADY",,,"TURNOVER  by PALMER,BRADY",2
15:08,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
15:00,"GOOD 3PTR by WILEY,KOKI(fastbreak)",36 (+1),,35,,RHODES 36-35 (+1),,"GOOD 3PTR by WILEY,KOKI(fastbreak)",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
14:52,,,,,"TURNOVER  by PLATT,DAEVON",,,"TURNOVER  by PLATT,DAEVON",2
14:52,"STEAL  by WILLIAMS,ZAVIEN",,,,,,,"STEAL  by WILLIAMS,ZAVIEN",2
14:46,"GOOD LAYUP by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",38 (+3),,35,,RHODES 38-35 (+3),,"GOOD LAYUP by WILLIAMS,ZAVIEN(fastbreak)(in the paint)",2
14:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:28,,,,,"MISS JUMPER by BARNETTE,CHRIS",,,"MISS JUMPER by BARNETTE,CHRIS",2
--,"REBOUND DEF by II,ARNESS GEORGETOWN",,,,,,,"REBOUND DEF by II,ARNESS GEORGETOWN",2
14:07,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by IGBANU,PROMISE",,,"REBOUND DEF by IGBANU,PROMISE",2
13:48,,,,,"MISS JUMPER by IGBANU,PROMISE",,,"MISS JUMPER by IGBANU,PROMISE",2
--,,,,,"REBOUND OFF by PLATT,DAEVON",,,"REBOUND OFF by PLATT,DAEVON",2
13:39,,,,,"MISS LAYUP by PLATT,DAEVON",,,"MISS LAYUP by PLATT,DAEVON",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
13:21,"GOOD JUMPER by II,ARNESS GEORGETOWN",40 (+5),,35,,RHODES 40-35 (+5),,"GOOD JUMPER by II,ARNESS GEORGETOWN",2
12:58,,,,,"MISS JUMPER by PLATT,DAEVON",,,"MISS JUMPER by PLATT,DAEVON",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
12:55,,,,,"FOUL  by PLATT,DAEVON",,,"FOUL  by PLATT,DAEVON",2
12:55,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
12:55,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
12:55,,,,,"SUB IN by JONES,MYLES",,,"SUB IN by JONES,MYLES",2
12:55,,,,,"SUB IN by FITZGERALD,JACKSON",,,"SUB IN by FITZGERALD,JACKSON",2
12:55,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",2
12:55,,,,,"SUB OUT by PLATT,DAEVON",,,"SUB OUT by PLATT,DAEVON",2
12:55,,,,,"SUB OUT by PALMER,BRADY",,,"SUB OUT by PALMER,BRADY",2
12:55,,,,,"SUB OUT by IGBANU,PROMISE",,,"SUB OUT by IGBANU,PROMISE",2
12:39,"GOOD 3PTR by WILEY,KOKI",43 (+8),,35,,RHODES 43-35 (+8),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
12:07,,,,,"MISS JUMPER by CRUMLY,WILL",,,"MISS JUMPER by CRUMLY,WILL",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
11:57,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,,,,,"REBOUND DEF by PEARLMAN,LOGAN",,,"REBOUND DEF by PEARLMAN,LOGAN",2
11:49,,,,,"MISS LAYUP by BARNETTE,CHRIS",,,"MISS LAYUP by BARNETTE,CHRIS",2
--,"REBOUND DEF by II,ARNESS GEORGETOWN",,,,,,,"REBOUND DEF by II,ARNESS GEORGETOWN",2
11:24,"MISS LAYUP by II,ARNESS GEORGETOWN",,,,,,,"MISS LAYUP by II,ARNESS GEORGETOWN",2
11:20,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
11:20,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
11:20,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
11:20,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
11:20,,,,,"SUB IN by PLATT,DAEVON",,,"SUB IN by PLATT,DAEVON",2
11:20,,,,,"SUB OUT by PEARLMAN,LOGAN",,,"SUB OUT by PEARLMAN,LOGAN",2
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",2
11:17,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND DEF by PLATT,DAEVON",,,"REBOUND DEF by PLATT,DAEVON",2
11:09,,,,,"MISS 3PTR by PLATT,DAEVON",,,"MISS 3PTR by PLATT,DAEVON",2
--,,,,,"REBOUND OFF by PLATT,DAEVON",,,"REBOUND OFF by PLATT,DAEVON",2
11:03,"FOUL  by II,ARNESS GEORGETOWN",,,,,,,"FOUL  by II,ARNESS GEORGETOWN",2
11:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:03,,43 (+7),,36,"GOOD FT by CRUMLY,WILL",CCM 43-36 (+7),,"GOOD FT by CRUMLY,WILL",2
11:03,,43 (+6),,37,"GOOD FT by CRUMLY,WILL",CCM 43-37 (+6),,"GOOD FT by CRUMLY,WILL",2
10:47,,,,,"FOUL  by FITZGERALD,JACKSON",,,"FOUL  by FITZGERALD,JACKSON",2
10:38,"GOOD 3PTR by JAMES,MAC",46 (+9),,37,,RHODES 46-37 (+9),,"GOOD 3PTR by JAMES,MAC",2
--,"ASSIST  by II,ARNESS GEORGETOWN",,,,,,,"ASSIST  by II,ARNESS GEORGETOWN",2
10:16,,,,,"MISS JUMPER by BARNETTE,CHRIS",,,"MISS JUMPER by BARNETTE,CHRIS",2
--,"REBOUND DEF by COOK,JEREMIAH",,,,,,,"REBOUND DEF by COOK,JEREMIAH",2
10:16,,,,,"SUB IN by PALMER,BRADY",,,"SUB IN by PALMER,BRADY",2
10:16,,,,,"SUB OUT by PLATT,DAEVON",,,"SUB OUT by PLATT,DAEVON",2
09:53,"TURNOVER  by CLAYTON,TJ",,,,,,,"TURNOVER  by CLAYTON,TJ",2
09:53,,,,,"STEAL  by BARNETTE,CHRIS",,,"STEAL  by BARNETTE,CHRIS",2
09:48,,46 (+7),,39,"GOOD LAYUP by JONES,MYLES(fastbreak)(in the paint)",CCM 46-39 (+7),,"GOOD LAYUP by JONES,MYLES(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
09:26,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
09:26,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
09:26,,,,,"SUB IN by IGBANU,PROMISE",,,"SUB IN by IGBANU,PROMISE",2
09:26,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
09:20,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
09:09,,,,,"MISS JUMPER by IGBANU,PROMISE",,,"MISS JUMPER by IGBANU,PROMISE",2
--,,,,,"REBOUND OFF by IGBANU,PROMISE",,,"REBOUND OFF by IGBANU,PROMISE",2
09:07,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
08:59,,,,,"MISS 3PTR by PALMER,BRADY",,,"MISS 3PTR by PALMER,BRADY",2
--,,,,,"REBOUND OFF by PALMER,BRADY",,,"REBOUND OFF by PALMER,BRADY",2
08:54,,46 (+4),,42,"GOOD 3PTR by JONES,MYLES",CCM 46-42 (+4),,"GOOD 3PTR by JONES,MYLES",2
--,,,,,"ASSIST  by PALMER,BRADY",,,"ASSIST  by PALMER,BRADY",2
08:34,"GOOD 3PTR by COOK,JEREMIAH",49 (+7),,42,,RHODES 49-42 (+7),,"GOOD 3PTR by COOK,JEREMIAH",2
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",2
08:34,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
08:34,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
08:29,,,,,"TURNOVER  by BARNETTE,CHRIS",,,"TURNOVER  by BARNETTE,CHRIS",2
08:29,"STEAL  by COOK,JEREMIAH",,,,,,,"STEAL  by COOK,JEREMIAH",2
08:06,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND OFF by II,ARNESS GEORGETOWN",,,,,,,"REBOUND OFF by II,ARNESS GEORGETOWN",2
08:02,"MISS JUMPER by II,ARNESS GEORGETOWN",,,,,,,"MISS JUMPER by II,ARNESS GEORGETOWN",2
--,,,,,"REBOUND DEF by IGBANU,PROMISE",,,"REBOUND DEF by IGBANU,PROMISE",2
07:52,,,,,"MISS 3PTR by BARNETTE,CHRIS",,,"MISS 3PTR by BARNETTE,CHRIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:48,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
07:48,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
07:48,"SUB OUT by II,ARNESS GEORGETOWN",,,,,,,"SUB OUT by II,ARNESS GEORGETOWN",2
07:48,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
07:48,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",2
07:48,,,,,"SUB IN by GERNATT,JONATHAN",,,"SUB IN by GERNATT,JONATHAN",2
07:48,,,,,"SUB OUT by FITZGERALD,JACKSON",,,"SUB OUT by FITZGERALD,JACKSON",2
07:48,,,,,"SUB OUT by IGBANU,PROMISE",,,"SUB OUT by IGBANU,PROMISE",2
07:27,,49 (+4),,45,"GOOD 3PTR by CRUMLY,WILL",CCM 49-45 (+4),,"GOOD 3PTR by CRUMLY,WILL",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
06:58,"GOOD JUMPER by COOK,JEREMIAH",51 (+6),,45,,RHODES 51-45 (+6),,"GOOD JUMPER by COOK,JEREMIAH",2
06:38,,,,,"MISS 3PTR by GERNATT,JONATHAN",,,"MISS 3PTR by GERNATT,JONATHAN",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
06:20,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
06:10,,51 (+3),,48,"GOOD 3PTR by GERNATT,JONATHAN(fastbreak)",CCM 51-48 (+3),,"GOOD 3PTR by GERNATT,JONATHAN(fastbreak)",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
05:47,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",2
05:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:47,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
05:47,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
05:47,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
05:47,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
05:22,,51 (+1),,50,"GOOD LAYUP by CRUMLY,WILL(in the paint)",CCM 51-50 (+1),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
05:04,"GOOD JUMPER by ESSICK,JALEN(in the paint)",53 (+3),,50,,RHODES 53-50 (+3),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",2
04:42,,,,,"MISS 3PTR by GERNATT,JONATHAN",,,"MISS 3PTR by GERNATT,JONATHAN",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
04:17,"GOOD JUMPER by ESSICK,JALEN",55 (+5),,50,,RHODES 55-50 (+5),,"GOOD JUMPER by ESSICK,JALEN",2
03:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:44,,55 (+2),,53,"GOOD 3PTR by JONES,MYLES",CCM 55-53 (+2),,"GOOD 3PTR by JONES,MYLES",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
03:22,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by CRUMLY,WILL",,,"REBOUND DEF by CRUMLY,WILL",2
03:12,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:45,"GOOD 3PTR by WILLIAMS,ZAVIEN",58 (+5),,53,,RHODES 58-53 (+5),,"GOOD 3PTR by WILLIAMS,ZAVIEN",2
--,"ASSIST  by ESSICK,JALEN",,,,,,,"ASSIST  by ESSICK,JALEN",2
02:38,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
02:26,,,,,"MISS 3PTR by PALMER,BRADY",,,"MISS 3PTR by PALMER,BRADY",2
--,,,,,"REBOUND OFF by GERNATT,JONATHAN",,,"REBOUND OFF by GERNATT,JONATHAN",2
02:22,,58 (+3),,55,"GOOD JUMPER by GERNATT,JONATHAN(in the paint)",CCM 58-55 (+3),,"GOOD JUMPER by GERNATT,JONATHAN(in the paint)",2
01:59,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",2
--,"REBOUND OFF by ESSICK,JALEN",,,,,,,"REBOUND OFF by ESSICK,JALEN",2
01:55,"GOOD LAYUP by ESSICK,JALEN(in the paint)",60 (+5),,55,,RHODES 60-55 (+5),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
01:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:38,"FOUL  by WILLIAMS,JAYSON",,,,,,,"FOUL  by WILLIAMS,JAYSON",2
01:38,,,,,"MISS FT by CRUMLY,WILL",,,"MISS FT by CRUMLY,WILL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:38,"SUB IN by II,ARNESS GEORGETOWN",,,,,,,"SUB IN by II,ARNESS GEORGETOWN",2
01:38,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
01:38,,,,,"SUB IN by FITZGERALD,JACKSON",,,"SUB IN by FITZGERALD,JACKSON",2
01:38,,,,,"SUB OUT by JONES,MYLES",,,"SUB OUT by JONES,MYLES",2
01:37,,,,,"MISS FT by CRUMLY,WILL",,,"MISS FT by CRUMLY,WILL",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
01:14,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",62 (+7),,55,,RHODES 62-55 (+7),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
00:47,"FOUL  by II,ARNESS GEORGETOWN",,,,,,,"FOUL  by II,ARNESS GEORGETOWN",2
00:47,,62 (+6),,56,"GOOD FT by CRUMLY,WILL",CCM 62-56 (+6),,"GOOD FT by CRUMLY,WILL",2
00:47,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:47,,62 (+5),,57,"GOOD FT by CRUMLY,WILL",CCM 62-57 (+5),,"GOOD FT by CRUMLY,WILL",2
00:47,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
00:47,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
00:38,,,,,"FOUL  by FITZGERALD,JACKSON",,,"FOUL  by FITZGERALD,JACKSON",2
00:36,,,,,"FOUL  by FITZGERALD,JACKSON",,,"FOUL  by FITZGERALD,JACKSON",2
00:36,"GOOD FT by JAMES,MAC",63 (+6),,57,,RHODES 63-57 (+6),,"GOOD FT by JAMES,MAC",2
00:36,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by CRUMLY,WILL",,,"REBOUND DEF by CRUMLY,WILL",2
00:36,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
00:36,"SUB OUT by II,ARNESS GEORGETOWN",,,,,,,"SUB OUT by II,ARNESS GEORGETOWN",2
00:36,,,,,"SUB IN by JONES,MYLES",,,"SUB IN by JONES,MYLES",2
00:36,,,,,"SUB OUT by FITZGERALD,JACKSON",,,"SUB OUT by FITZGERALD,JACKSON",2
00:29,,,,,"MISS 3PTR by JONES,MYLES",,,"MISS 3PTR by JONES,MYLES",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
00:28,,,,,"FOUL  by CRUMLY,WILL",,,"FOUL  by CRUMLY,WILL",2
00:28,"GOOD FT by WILEY,KOKI(fastbreak)",64 (+7),,57,,RHODES 64-57 (+7),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:28,"GOOD FT by WILEY,KOKI(fastbreak)",65 (+8),,57,,RHODES 65-57 (+8),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:28,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
00:28,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
00:19,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
00:15,,,,,"FOUL  by PALMER,BRADY",,,"FOUL  by PALMER,BRADY",2
00:15,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,,,,,"REBOUND DEF by JONES,MYLES",,,"REBOUND DEF by JONES,MYLES",2
00:12,,,,,"MISS 3PTR by BARNETTE,CHRIS",,,"MISS 3PTR by BARNETTE,CHRIS",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
