Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,MUW,Game Score,Team Indicator,Play,Period
15:18,"MISS JUMPER by ESSICK,JALEN",,,,,,,"MISS JUMPER by ESSICK,JALEN",1
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",1
15:15,"GOOD LAYUP by WILEY,KOKI(in the paint)",9 (+5),,4,,Rhodes 9-4 (+5),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
15:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
15:15,,,,,"SUB OUT by BAILEY,DDALLEN",,,"SUB OUT by BAILEY,DDALLEN",1
15:15,,,,,"SUB IN by CAUSEY,QUINTIYUS",,,"SUB IN by CAUSEY,QUINTIYUS",1
15:15,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
15:15,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
15:15,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
15:15,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",1
14:58,,9 (+3),,6,"GOOD LAYUP by ZERADJANIN,MILOS(in the paint)",MUW 9-6 (+3),,"GOOD LAYUP by ZERADJANIN,MILOS(in the paint)",1
14:41,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",1
--,,,,,"REBOUND DEF by HINES,JAQUAN",,,"REBOUND DEF by HINES,JAQUAN",1
14:23,,,,,"MISS 3PTR by ZERADJANIN,MILOS",,,"MISS 3PTR by ZERADJANIN,MILOS",1
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",1
14:07,"GOOD 3PTR by SHEN,KEVIN",12 (+6),,6,,Rhodes 12-6 (+6),,"GOOD 3PTR by SHEN,KEVIN",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
13:56,,,,,"TURNOVER  by CAUSEY,QUINTIYUS",,,"TURNOVER  by CAUSEY,QUINTIYUS",1
13:56,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",1
13:49,"GOOD JUMPER by LAMEY,HAYDEN",14 (+8),,6,,Rhodes 14-6 (+8),,"GOOD JUMPER by LAMEY,HAYDEN",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
13:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
13:24,,14 (+5),,9,"GOOD 3PTR by HINES,JAQUAN",MUW 14-9 (+5),,"GOOD 3PTR by HINES,JAQUAN",1
--,,,,,"ASSIST  by DAVISON,KENTERRIUS",,,"ASSIST  by DAVISON,KENTERRIUS",1
13:09,,,,,"SUB OUT by ZERADJANIN,MILOS",,,"SUB OUT by ZERADJANIN,MILOS",1
13:09,,,,,"SUB IN by DAVISON,KENTERRIUS",,,"SUB IN by DAVISON,KENTERRIUS",1
12:58,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",16 (+7),,9,,Rhodes 16-9 (+7),,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
12:41,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
12:41,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
12:36,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
12:36,,,,,"MISS FT by THOMAS,TERRYONTE",,,"MISS FT by THOMAS,TERRYONTE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
12:36,,,,,"SUB OUT by HINES,JAQUAN",,,"SUB OUT by HINES,JAQUAN",1
12:36,,,,,"SUB IN by COLEMAN JR.,TERRY",,,"SUB IN by COLEMAN JR.,TERRY",1
12:36,,,,,"MISS FT by THOMAS,TERRYONTE",,,"MISS FT by THOMAS,TERRYONTE",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
12:27,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
12:13,,16 (+5),,11,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",MUW 16-11 (+5),,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",1
--,,,,,"ASSIST  by CAUSEY,QUINTIYUS",,,"ASSIST  by CAUSEY,QUINTIYUS",1
11:56,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",1
--,"REBOUND OFF by WILLIAMS,JAYSON",,,,,,,"REBOUND OFF by WILLIAMS,JAYSON",1
11:44,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",1
11:44,,,,,"STEAL  by COLEMAN JR.,TERRY",,,"STEAL  by COLEMAN JR.,TERRY",1
11:34,,16 (+3),,13,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",MUW 16-13 (+3),,"GOOD LAYUP by COLEMAN JR.,TERRY(in the paint)",1
--,,,,,"ASSIST  by THOMAS,TERRYONTE",,,"ASSIST  by THOMAS,TERRYONTE",1
11:19,"GOOD 3PTR by LAMEY,HAYDEN",19 (+6),,13,,Rhodes 19-13 (+6),,"GOOD 3PTR by LAMEY,HAYDEN",1
--,"ASSIST  by WILLIAMS,JAYSON",,,,,,,"ASSIST  by WILLIAMS,JAYSON",1
10:56,,,,,"FOUL  by COLEMAN JR.,TERRY",,,"FOUL  by COLEMAN JR.,TERRY",1
10:56,,,,,"TURNOVER  by COLEMAN JR.,TERRY",,,"TURNOVER  by COLEMAN JR.,TERRY",1
10:56,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
10:56,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
10:56,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
10:56,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",1
10:52,"GOOD 3PTR by LAMEY,HAYDEN",22 (+9),,13,,Rhodes 22-13 (+9),,"GOOD 3PTR by LAMEY,HAYDEN",1
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",1
10:19,,,,,"FOUL  by COLEMAN JR.,TERRY",,,"FOUL  by COLEMAN JR.,TERRY",1
10:19,,,,,"TURNOVER  by COLEMAN JR.,TERRY",,,"TURNOVER  by COLEMAN JR.,TERRY",1
09:54,"MISS LAYUP by LAMEY,HAYDEN(in the paint)",,,,,,,"MISS LAYUP by LAMEY,HAYDEN(in the paint)",1
--,"REBOUND OFF by CLAYTON,TJ",,,,,,,"REBOUND OFF by CLAYTON,TJ",1
09:47,"GOOD LAYUP by CLAYTON,TJ(in the paint)",24 (+11),,13,,Rhodes 24-13 (+11),,"GOOD LAYUP by CLAYTON,TJ(in the paint)",1
09:41,,24 (+9),,15,"GOOD LAYUP by CAUSEY,QUINTIYUS(in the paint)",MUW 24-15 (+9),,"GOOD LAYUP by CAUSEY,QUINTIYUS(in the paint)",1
09:26,"GOOD JUMPER by FITZGERALD,DAVID",26 (+11),,15,,Rhodes 26-15 (+11),,"GOOD JUMPER by FITZGERALD,DAVID",1
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",1
09:11,,26 (+9),,17,"GOOD LAYUP by JACKSON,TREY(in the paint)",MUW 26-17 (+9),,"GOOD LAYUP by JACKSON,TREY(in the paint)",1
--,,,,,"ASSIST  by THOMAS,TERRYONTE",,,"ASSIST  by THOMAS,TERRYONTE",1
09:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:00,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
09:00,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",1
09:00,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",1
09:00,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
08:45,,,,,"FOUL  by JACKSON,TREY",,,"FOUL  by JACKSON,TREY",1
08:45,"GOOD FT by CLAYTON,TJ",27 (+10),,17,,Rhodes 27-17 (+10),,"GOOD FT by CLAYTON,TJ",1
08:45,,,,,"SUB OUT by JACKSON,TREY",,,"SUB OUT by JACKSON,TREY",1
08:45,,,,,"SUB IN by DOSS,DARIUN",,,"SUB IN by DOSS,DARIUN",1
08:45,"GOOD FT by CLAYTON,TJ",28 (+11),,17,,Rhodes 28-17 (+11),,"GOOD FT by CLAYTON,TJ",1
08:37,,28 (+8),,20,"GOOD 3PTR by THOMAS,TERRYONTE",MUW 28-20 (+8),,"GOOD 3PTR by THOMAS,TERRYONTE",1
--,,,,,"ASSIST  by CAUSEY,QUINTIYUS",,,"ASSIST  by CAUSEY,QUINTIYUS",1
08:15,"MISS JUMPER by COOK,JEREMIAH",,,,,,,"MISS JUMPER by COOK,JEREMIAH",1
--,,,,,"REBOUND DEF by CAUSEY,QUINTIYUS",,,"REBOUND DEF by CAUSEY,QUINTIYUS",1
08:05,,28 (+5),,23,"GOOD 3PTR by THOMAS,TERRYONTE",MUW 28-23 (+5),,"GOOD 3PTR by THOMAS,TERRYONTE",1
--,,,,,"ASSIST  by DAVISON,KENTERRIUS",,,"ASSIST  by DAVISON,KENTERRIUS",1
07:47,"FOUL  by GEORGETOWN II,ARNESS",,,,,,,"FOUL  by GEORGETOWN II,ARNESS",1
07:47,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",1
07:47,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",1
07:47,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
07:47,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
07:47,"SUB OUT by FITZGERALD,DAVID",,,,,,,"SUB OUT by FITZGERALD,DAVID",1
07:47,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
07:47,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
07:47,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
07:47,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
07:47,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
07:47,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",1
07:27,,,,,"MISS LAYUP by CAUSEY,QUINTIYUS(in the paint)",,,"MISS LAYUP by CAUSEY,QUINTIYUS(in the paint)",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
07:00,,,,,"FOUL  by DOSS,DARIUN",,,"FOUL  by DOSS,DARIUN",1
06:33,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,"REBOUND DEF by THOMAS,TERRYONTE",,,"REBOUND DEF by THOMAS,TERRYONTE",1
06:21,,28 (+2),,26,"GOOD 3PTR by THOMAS,TERRYONTE",MUW 28-26 (+2),,"GOOD 3PTR by THOMAS,TERRYONTE",1
06:21,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:21,,,,,"SUB OUT by DAVISON,KENTERRIUS",,,"SUB OUT by DAVISON,KENTERRIUS",1
06:21,,,,,"SUB OUT by CAUSEY,QUINTIYUS",,,"SUB OUT by CAUSEY,QUINTIYUS",1
06:21,,,,,"SUB OUT by THOMAS,TERRYONTE",,,"SUB OUT by THOMAS,TERRYONTE",1
06:21,,,,,"SUB OUT by DOSS,DARIUN",,,"SUB OUT by DOSS,DARIUN",1
06:21,,,,,"SUB IN by COLLINS,TANNER",,,"SUB IN by COLLINS,TANNER",1
06:21,,,,,"SUB OUT by COLEMAN JR.,TERRY",,,"SUB OUT by COLEMAN JR.,TERRY",1
06:21,,,,,"SUB IN by DAVISON,KENTERRIUS",,,"SUB IN by DAVISON,KENTERRIUS",1
06:21,,,,,"SUB IN by CAUSEY,QUINTIYUS",,,"SUB IN by CAUSEY,QUINTIYUS",1
06:21,,,,,"SUB IN by THOMAS,TERRYONTE",,,"SUB IN by THOMAS,TERRYONTE",1
06:21,,,,,"SUB IN by DOSS,DARIUN",,,"SUB IN by DOSS,DARIUN",1
06:21,,,,,"FOUL  by THOMAS,TERRYONTE",,,"FOUL  by THOMAS,TERRYONTE",1
06:21,"GOOD FT by WILLIAMS,JAYSON(fastbreak)",29 (+3),,26,,Rhodes 29-26 (+3),,"GOOD FT by WILLIAMS,JAYSON(fastbreak)",1
06:21,"GOOD FT by WILLIAMS,JAYSON(fastbreak)",30 (+4),,26,,Rhodes 30-26 (+4),,"GOOD FT by WILLIAMS,JAYSON(fastbreak)",1
06:17,,,,,"MISS LAYUP by COLLINS,TANNER(in the paint)",,,"MISS LAYUP by COLLINS,TANNER(in the paint)",1
--,,,,,"REBOUND OFF by DOSS,DARIUN",,,"REBOUND OFF by DOSS,DARIUN",1
06:09,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",1
06:09,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",1
05:57,,,,,"TURNOVER  by THOMAS,TERRYONTE",,,"TURNOVER  by THOMAS,TERRYONTE",1
05:48,,,,,"SUB OUT by DOSS,DARIUN",,,"SUB OUT by DOSS,DARIUN",1
05:48,,,,,"SUB IN by BAILEY,DDALLEN",,,"SUB IN by BAILEY,DDALLEN",1
05:41,"GOOD 3PTR by WILEY,KOKI",33 (+7),,26,,Rhodes 33-26 (+7),,"GOOD 3PTR by WILEY,KOKI",1
--,"ASSIST  by WILLIAMS,JAYSON",,,,,,,"ASSIST  by WILLIAMS,JAYSON",1
05:23,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS",,,"MISS JUMPER by CAUSEY,QUINTIYUS",1
--,,,,,"REBOUND OFF by THOMAS,TERRYONTE",,,"REBOUND OFF by THOMAS,TERRYONTE",1
05:13,,,,,"MISS JUMPER by THOMAS,TERRYONTE",,,"MISS JUMPER by THOMAS,TERRYONTE",1
05:13,"BLOCK  by WILLIAMS,JAYSON",,,,,,,"BLOCK  by WILLIAMS,JAYSON",1
--,,,,,"REBOUND OFF by THOMAS,TERRYONTE",,,"REBOUND OFF by THOMAS,TERRYONTE",1
04:59,,,,,"FOUL  by COLLINS,TANNER",,,"FOUL  by COLLINS,TANNER",1
04:59,"GOOD FT by WILEY,KOKI",34 (+8),,26,,Rhodes 34-26 (+8),,"GOOD FT by WILEY,KOKI",1
04:59,"GOOD FT by WILEY,KOKI",35 (+9),,26,,Rhodes 35-26 (+9),,"GOOD FT by WILEY,KOKI",1
04:27,,,,,"MISS JUMPER by THOMAS,TERRYONTE",,,"MISS JUMPER by THOMAS,TERRYONTE",1
--,,,,,"REBOUND OFF by COLLINS,TANNER",,,"REBOUND OFF by COLLINS,TANNER",1
04:22,,,,,"MISS LAYUP by COLLINS,TANNER(in the paint)",,,"MISS LAYUP by COLLINS,TANNER(in the paint)",1
--,"REBOUND DEF by CLAYTON,TJ",,,,,,,"REBOUND DEF by CLAYTON,TJ",1
04:12,,,,,"FOUL  by BAILEY,DDALLEN",,,"FOUL  by BAILEY,DDALLEN",1
04:12,"GOOD FT by WILEY,KOKI",36 (+10),,26,,Rhodes 36-26 (+10),,"GOOD FT by WILEY,KOKI",1
04:12,"GOOD FT by WILEY,KOKI",37 (+11),,26,,Rhodes 37-26 (+11),,"GOOD FT by WILEY,KOKI",1
04:12,"GOOD FT by WILEY,KOKI",38 (+12),,26,,Rhodes 38-26 (+12),,"GOOD FT by WILEY,KOKI",1
04:12,,,,,"SUB OUT by DAVISON,KENTERRIUS",,,"SUB OUT by DAVISON,KENTERRIUS",1
04:12,,,,,"SUB IN by JACKSON,TREY",,,"SUB IN by JACKSON,TREY",1
04:12,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
04:12,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
04:12,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",1
04:12,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
04:09,,38 (+10),,28,"GOOD JUMPER by COLLINS,TANNER",MUW 38-28 (+10),,"GOOD JUMPER by COLLINS,TANNER",1
--,,,,,"ASSIST  by JACKSON,TREY",,,"ASSIST  by JACKSON,TREY",1
03:54,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",1
--,,,,,"REBOUND DEF by THOMAS,TERRYONTE",,,"REBOUND DEF by THOMAS,TERRYONTE",1
03:38,"FOUL  by WHITE,ELIJAH",,,,,,,"FOUL  by WHITE,ELIJAH",1
03:38,,38 (+9),,29,"GOOD FT by THOMAS,TERRYONTE",MUW 38-29 (+9),,"GOOD FT by THOMAS,TERRYONTE",1
03:38,,38 (+8),,30,"GOOD FT by THOMAS,TERRYONTE",MUW 38-30 (+8),,"GOOD FT by THOMAS,TERRYONTE",1
03:37,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",1
03:37,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
03:37,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
03:37,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
03:37,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
03:37,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
03:37,"SUB IN by FITZGERALD,DAVID",,,,,,,"SUB IN by FITZGERALD,DAVID",1
03:37,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",1
03:16,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",1
--,"REBOUND OFF by JAMES,MAC",,,,,,,"REBOUND OFF by JAMES,MAC",1
03:02,"GOOD 3PTR by JAMES,MAC",41 (+11),,30,,Rhodes 41-30 (+11),,"GOOD 3PTR by JAMES,MAC",1
02:47,,41 (+8),,33,"GOOD 3PTR by CAUSEY,QUINTIYUS",MUW 41-33 (+8),,"GOOD 3PTR by CAUSEY,QUINTIYUS",1
--,,,,,"ASSIST  by JACKSON,TREY",,,"ASSIST  by JACKSON,TREY",1
02:35,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",1
--,,,,,"REBOUND DEF by THOMAS,TERRYONTE",,,"REBOUND DEF by THOMAS,TERRYONTE",1
02:20,"FOUL  by FITZGERALD,DAVID",,,,,,,"FOUL  by FITZGERALD,DAVID",1
02:20,,41 (+7),,34,"GOOD FT by COLLINS,TANNER",MUW 41-34 (+7),,"GOOD FT by COLLINS,TANNER",1
02:20,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",1
02:20,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",1
02:20,,,,,"MISS FT by COLLINS,TANNER",,,"MISS FT by COLLINS,TANNER",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
02:20,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
02:20,"SUB OUT by FITZGERALD,DAVID",,,,,,,"SUB OUT by FITZGERALD,DAVID",1
02:20,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
02:20,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
02:16,,,,,"MISS 3PTR by COLLINS,TANNER",,,"MISS 3PTR by COLLINS,TANNER",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
02:04,"MISS JUMPER by WHITE,ELIJAH",,,,,,,"MISS JUMPER by WHITE,ELIJAH",1
--,"REBOUND OFF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",1
01:41,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
01:40,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
01:40,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
01:32,,,,,"MISS LAYUP by JACKSON,TREY(in the paint)",,,"MISS LAYUP by JACKSON,TREY(in the paint)",1
--,,,,,"REBOUND OFF by COLLINS,TANNER",,,"REBOUND OFF by COLLINS,TANNER",1
01:25,,,,,"TURNOVER  by COLLINS,TANNER",,,"TURNOVER  by COLLINS,TANNER",1
01:25,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",1
01:16,"GOOD 3PTR by JAMES,MAC",44 (+10),,34,,Rhodes 44-34 (+10),,"GOOD 3PTR by JAMES,MAC",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
01:05,,,,,"MISS 3PTR by JACKSON,TREY",,,"MISS 3PTR by JACKSON,TREY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:55,,,,,"FOUL  by THOMAS,TERRYONTE",,,"FOUL  by THOMAS,TERRYONTE",1
00:55,"GOOD FT by WILEY,KOKI",45 (+11),,34,,Rhodes 45-34 (+11),,"GOOD FT by WILEY,KOKI",1
00:55,"GOOD FT by WILEY,KOKI",46 (+12),,34,,Rhodes 46-34 (+12),,"GOOD FT by WILEY,KOKI",1
00:55,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",1
00:55,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
00:50,,,,,"MISS JUMPER by THOMAS,TERRYONTE",,,"MISS JUMPER by THOMAS,TERRYONTE",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
00:08,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",1
--,,,,,"REBOUND DEF by COLLINS,TANNER",,,"REBOUND DEF by COLLINS,TANNER",1
00:01,,46 (+10),,36,"GOOD LAYUP by THOMAS,TERRYONTE(fastbreak)(in the paint)",MUW 46-36 (+10),,"GOOD LAYUP by THOMAS,TERRYONTE(fastbreak)(in the paint)",1
20:00,,,,,"SUB OUT by CAUSEY,QUINTIYUS",,,"SUB OUT by CAUSEY,QUINTIYUS",2
20:00,,,,,"SUB OUT by COLLINS,TANNER",,,"SUB OUT by COLLINS,TANNER",2
20:00,,,,,"SUB IN by ZERADJANIN,MILOS",,,"SUB IN by ZERADJANIN,MILOS",2
20:00,,,,,"SUB IN by HINES,JAQUAN",,,"SUB IN by HINES,JAQUAN",2
20:00,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
20:00,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
20:00,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
20:00,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
