Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
13:42,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
13:31,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
13:12,,,,,"MISS JUMPER by JR,DARVIS RASBERRY",,,"MISS JUMPER by JR,DARVIS RASBERRY",2
--,,,,,"REBOUND OFF by JR,DARVIS RASBERRY",,,"REBOUND OFF by JR,DARVIS RASBERRY",2
13:09,,46 (+4),,42,"GOOD TIPIN by JR,DARVIS RASBERRY(in the paint)",HENDRIX 46-42 (+4),,"GOOD TIPIN by JR,DARVIS RASBERRY(in the paint)",2
12:58,"MISS JUMPER by WILSON,DREW",,,,,,,"MISS JUMPER by WILSON,DREW",2
--,,,,,"REBOUND DEF by PARKS,JACKSON",,,"REBOUND DEF by PARKS,JACKSON",2
12:52,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
12:52,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",2
12:52,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
12:52,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
12:52,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
12:49,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
12:35,"MISS JUMPER by MOORE,CHEZ",,,,,,,"MISS JUMPER by MOORE,CHEZ",2
--,"REBOUND OFF by KNOCHELMANN,PETE",,,,,,,"REBOUND OFF by KNOCHELMANN,PETE",2
12:31,"GOOD JUMPER by KNOCHELMANN,PETE(in the paint)",48 (+6),,42,,CENTRE 48-42 (+6),,"GOOD JUMPER by KNOCHELMANN,PETE(in the paint)",2
12:27,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
12:27,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
12:12,,48 (+3),,45,"GOOD 3PTR by COMAN,SEAN",HENDRIX 48-45 (+3),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by JR,DARVIS RASBERRY",,,"ASSIST  by JR,DARVIS RASBERRY",2
11:53,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:49,"FOUL  by KNOCHELMANN,PETE",,,,,,,"FOUL  by KNOCHELMANN,PETE",2
11:49,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
11:49,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
11:49,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
11:49,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
11:49,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
11:49,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
11:45,,48 (+1),,47,"GOOD JUMPER by PARKS,JACKSON(in the paint)",HENDRIX 48-47 (+1),,"GOOD JUMPER by PARKS,JACKSON(in the paint)",2
11:04,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by RYAN,JONATHAN",,,"REBOUND DEF by RYAN,JONATHAN",2
10:52,,,,,"TURNOVER  by JR,DARVIS RASBERRY",,,"TURNOVER  by JR,DARVIS RASBERRY",2
10:51,"STEAL  by KNOCHELMANN,PETE",,,,,,,"STEAL  by KNOCHELMANN,PETE",2
10:45,"GOOD LAYUP by MOORE,CHEZ(fastbreak)(in the paint)",50 (+3),,47,,CENTRE 50-47 (+3),,"GOOD LAYUP by MOORE,CHEZ(fastbreak)(in the paint)",2
10:35,,,,,"MISS 3PTR by DEITHLOFF,TYLER",,,"MISS 3PTR by DEITHLOFF,TYLER",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
10:21,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
10:19,,,,,"STEAL  by RYAN,JONATHAN",,,"STEAL  by RYAN,JONATHAN",2
10:11,,50 (+1),,49,"GOOD JUMPER by JR,DARVIS RASBERRY(in the paint)",HENDRIX 50-49 (+1),,"GOOD JUMPER by JR,DARVIS RASBERRY(in the paint)",2
--,,,,,"ASSIST  by DEITHLOFF,TYLER",,,"ASSIST  by DEITHLOFF,TYLER",2
09:44,,,,,"FOUL  by RYAN,JONATHAN",,,"FOUL  by RYAN,JONATHAN",2
09:44,"GOOD FT by GERALD,DUSTIN",51 (+2),,49,,CENTRE 51-49 (+2),,"GOOD FT by GERALD,DUSTIN",2
09:44,"MISS FT by GERALD,DUSTIN",,,,,,,"MISS FT by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
09:44,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
09:44,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
09:44,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
09:44,,,,,"SUB OUT by JR,DARVIS RASBERRY",,,"SUB OUT by JR,DARVIS RASBERRY",2
09:32,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
09:32,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
09:32,"MISS FT by BAUGHMAN,CARTER",,,,,,,"MISS FT by BAUGHMAN,CARTER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:32,"MISS FT by BAUGHMAN,CARTER",,,,,,,"MISS FT by BAUGHMAN,CARTER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:32,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:32,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,"REBOUND OFF by WILLIAMS,JALEN",,,,,,,"REBOUND OFF by WILLIAMS,JALEN",2
09:32,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
09:32,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
09:32,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
09:32,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
09:29,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
09:07,,51,,51,"GOOD JUMPER by RYAN,JONATHAN(in the paint)",HENDRIX 51-51 (0),,"GOOD JUMPER by RYAN,JONATHAN(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
08:42,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",53 (+2),,51,,CENTRE 53-51 (+2),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
08:29,,,,,"MISS 3PTR by RYAN,JONATHAN",,,"MISS 3PTR by RYAN,JONATHAN",2
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",2
08:23,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
08:23,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
08:23,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
08:16,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
08:07,"GOOD LAYUP by BAUGHMAN,CARTER(fastbreak)(in the paint)",55 (+4),,51,,CENTRE 55-51 (+4),,"GOOD LAYUP by BAUGHMAN,CARTER(fastbreak)(in the paint)",2
07:52,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
07:51,"STEAL  by WILLIAMS,JALEN",,,,,,,"STEAL  by WILLIAMS,JALEN",2
07:46,,,,,"FOUL  by PARKS,JACKSON",,,"FOUL  by PARKS,JACKSON",2
07:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:46,"GOOD FT by BAUGHMAN,CARTER",56 (+5),,51,,CENTRE 56-51 (+5),,"GOOD FT by BAUGHMAN,CARTER",2
07:46,"GOOD FT by BAUGHMAN,CARTER",57 (+6),,51,,CENTRE 57-51 (+6),,"GOOD FT by BAUGHMAN,CARTER",2
07:46,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
07:46,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
07:46,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
07:46,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
07:46,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
07:46,,,,,"SUB OUT by RYAN,JONATHAN",,,"SUB OUT by RYAN,JONATHAN",2
07:22,,57 (+4),,53,"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 57-53 (+4),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
07:22,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
07:22,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
07:02,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",2
06:52,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
06:33,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
06:00,,57 (+2),,55,"GOOD JUMPER by CONRAD,ALEX",HENDRIX 57-55 (+2),,"GOOD JUMPER by CONRAD,ALEX",2
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",2
05:33,"GOOD LAYUP by SMITH,RJ(in the paint)",59 (+4),,55,,CENTRE 59-55 (+4),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
05:15,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",2
05:14,"STEAL  by RING,NOAH",,,,,,,"STEAL  by RING,NOAH",2
04:52,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
04:35,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
04:34,"STEAL  by SMITH,RJ",,,,,,,"STEAL  by SMITH,RJ",2
04:11,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by PARKS,JACKSON",,,"REBOUND DEF by PARKS,JACKSON",2
04:03,,,,,"TURNOVER  by PARKS,JACKSON",,,"TURNOVER  by PARKS,JACKSON",2
04:02,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",2
03:47,"GOOD 3PTR by RING,NOAH",62 (+7),,55,,CENTRE 62-55 (+7),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
03:35,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:35,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
03:35,,,,,"SUB IN by JR,DARVIS RASBERRY",,,"SUB IN by JR,DARVIS RASBERRY",2
03:35,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
03:35,,,,,"SUB OUT by PARKS,JACKSON",,,"SUB OUT by PARKS,JACKSON",2
03:22,,,,,"MISS JUMPER by FITCH,CARL",,,"MISS JUMPER by FITCH,CARL",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
03:16,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
03:16,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
02:49,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
02:49,"MISS FT by TAYLOR,MARSHALL",,,,,,,"MISS FT by TAYLOR,MARSHALL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:49,"GOOD FT by TAYLOR,MARSHALL",63 (+8),,55,,CENTRE 63-55 (+8),,"GOOD FT by TAYLOR,MARSHALL",2
02:31,,,,,"MISS LAYUP by JR,DARVIS RASBERRY",,,"MISS LAYUP by JR,DARVIS RASBERRY",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
02:03,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:42,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND OFF by JR,DARVIS RASBERRY",,,"REBOUND OFF by JR,DARVIS RASBERRY",2
01:40,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
01:40,,,,,"MISS FT by JR,DARVIS RASBERRY",,,"MISS FT by JR,DARVIS RASBERRY",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
01:13,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
01:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:13,,,,,"SUB IN by RYAN,JONATHAN",,,"SUB IN by RYAN,JONATHAN",2
01:13,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
01:02,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by JR,DARVIS RASBERRY",,,"REBOUND OFF by JR,DARVIS RASBERRY",2
00:58,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
00:58,,,,,"MISS FT by JR,DARVIS RASBERRY",,,"MISS FT by JR,DARVIS RASBERRY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:58,,63 (+7),,56,"GOOD FT by JR,DARVIS RASBERRY",HENDRIX 63-56 (+7),,"GOOD FT by JR,DARVIS RASBERRY",2
00:58,,,,,"SUB IN by DEITHLOFF,TYLER",,,"SUB IN by DEITHLOFF,TYLER",2
00:58,,,,,"SUB OUT by JR,DARVIS RASBERRY",,,"SUB OUT by JR,DARVIS RASBERRY",2
00:52,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
00:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:52,"MISS FT by RING,NOAH",,,,,,,"MISS FT by RING,NOAH",2
--,,,,,"REBOUND DEF by JR,DARVIS RASBERRY",,,"REBOUND DEF by JR,DARVIS RASBERRY",2
00:52,,,,,"SUB IN by JR,DARVIS RASBERRY",,,"SUB IN by JR,DARVIS RASBERRY",2
00:52,,,,,"SUB OUT by DEITHLOFF,TYLER",,,"SUB OUT by DEITHLOFF,TYLER",2
00:41,,,,,"TURNOVER  by RYAN,JONATHAN",,,"TURNOVER  by RYAN,JONATHAN",2
00:39,"STEAL  by SMITH,RJ",,,,,,,"STEAL  by SMITH,RJ",2
00:37,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
00:37,"GOOD FT by SMITH,RJ",64 (+8),,56,,CENTRE 64-56 (+8),,"GOOD FT by SMITH,RJ",2
00:37,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by RYAN,JONATHAN",,,"REBOUND DEF by RYAN,JONATHAN",2
00:37,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
00:37,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
00:30,,64 (+6),,58,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",HENDRIX 64-58 (+6),,"GOOD LAYUP by RYAN,JONATHAN(in the paint)",2
00:27,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:21,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
00:20,,,,,"STEAL  by DEITHLOFF,TYLER",,,"STEAL  by DEITHLOFF,TYLER",2
00:17,,,,,"MISS 3PTR by RYAN,JONATHAN",,,"MISS 3PTR by RYAN,JONATHAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
00:16,,,,,"FOUL  by DEITHLOFF,TYLER",,,"FOUL  by DEITHLOFF,TYLER",2
00:16,"GOOD FT by SMITH,RJ",65 (+7),,58,,CENTRE 65-58 (+7),,"GOOD FT by SMITH,RJ",2
00:16,"GOOD FT by SMITH,RJ",66 (+8),,58,,CENTRE 66-58 (+8),,"GOOD FT by SMITH,RJ",2
00:16,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
00:16,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
00:16,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
00:16,,,,,"SUB OUT by JR,DARVIS RASBERRY",,,"SUB OUT by JR,DARVIS RASBERRY",2
00:05,,66 (+6),,60,"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 66-60 (+6),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
00:05,,,,,"FOUL  by WEAKLEY,CARTER",,,"FOUL  by WEAKLEY,CARTER",2
00:05,"GOOD FT by WILLIAMS,JALEN",67 (+7),,60,,CENTRE 67-60 (+7),,"GOOD FT by WILLIAMS,JALEN",2
00:05,"GOOD FT by WILLIAMS,JALEN",68 (+8),,60,,CENTRE 68-60 (+8),,"GOOD FT by WILLIAMS,JALEN",2
00:00,,68 (+6),,62,"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 68-62 (+6),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
