Time Remaining,PIEDMONT,Away Team Score,Play Team Indicator,Home Team Score,CENTREM,Game Score,Team Indicator,Play,Period
--,"ASSIST  by RICHTER,WILL",,,,,,,"ASSIST  by RICHTER,WILL",1
00:32,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",,,"MISS 3PTR by WOOLDRIDGE,CARSON",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:31,"SUB IN by HELENBROOK,JOE",,,,,,,"SUB IN by HELENBROOK,JOE",1
00:31,"SUB OUT by REARDON,NOAH",,,,,,,"SUB OUT by REARDON,NOAH",1
00:31,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
00:31,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
00:31,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
00:31,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",1
00:26,,32,,35 (+3),"GOOD 3PTR by BAUGHMAN,CARTER",CENTREM 32-35 (+3),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,,,,,"ASSIST  by WILLIAMS,JALEN",,,"ASSIST  by WILLIAMS,JALEN",1
00:12,"GOOD LAYUP by QUICK,JUSTIN(in the paint)",34,,35 (+1),,PIEDMONT 34-35 (+1),,"GOOD LAYUP by QUICK,JUSTIN(in the paint)",1
00:03,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",1
--,"REBOUND DEF by HELENBROOK,JOE",,,,,,,"REBOUND DEF by HELENBROOK,JOE",1
19:43,"GOOD 3PTR by QUICK,JUSTIN",37 (+2),,35,,PIEDMONT 37-35 (-2),,"GOOD 3PTR by QUICK,JUSTIN",2
--,"ASSIST  by REARDON,NOAH",,,,,,,"ASSIST  by REARDON,NOAH",2
19:13,,37,,37,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",CENTREM 37-37 (0),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by WILLIAMS,JALEN",,,"ASSIST  by WILLIAMS,JALEN",2
18:46,"MISS LAYUP by QUICK,JUSTIN",,,,,,,"MISS LAYUP by QUICK,JUSTIN",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
18:27,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by PALMER,AARON",,,,,,,"REBOUND DEF by PALMER,AARON",2
18:17,"MISS 3PTR by PALMER,AARON",,,,,,,"MISS 3PTR by PALMER,AARON",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
17:54,,,,,"TURNOVER  by RING,NOAH",,,"TURNOVER  by RING,NOAH",2
17:24,"MISS 3PTR by RICHTER,WILL",,,,,,,"MISS 3PTR by RICHTER,WILL",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
17:13,,,,,"MISS JUMPER by GERALD,DUSTIN",,,"MISS JUMPER by GERALD,DUSTIN",2
--,"REBOUND DEF by QUICK,JUSTIN",,,,,,,"REBOUND DEF by QUICK,JUSTIN",2
17:05,"MISS 3PTR by REARDON,NOAH",,,,,,,"MISS 3PTR by REARDON,NOAH",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
16:44,,37,,39 (+2),"GOOD JUMPER by GERALD,DUSTIN(in the paint)",CENTREM 37-39 (+2),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
16:27,"GOOD JUMPER by PALMER,AARON(in the paint)",39,,39,,PIEDMONT 39-39 (0),,"GOOD JUMPER by PALMER,AARON(in the paint)",2
--,"ASSIST  by QUICK,JUSTIN",,,,,,,"ASSIST  by QUICK,JUSTIN",2
16:13,"FOUL  by PALMER,AARON",,,,,,,"FOUL  by PALMER,AARON",2
16:13,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by PALMER,AARON",,,,,,,"REBOUND DEF by PALMER,AARON",2
15:59,"GOOD 3PTR by STIMPSON,ANDREW",42 (+3),,39,,PIEDMONT 42-39 (-3),,"GOOD 3PTR by STIMPSON,ANDREW",2
--,"ASSIST  by QUICK,JUSTIN",,,,,,,"ASSIST  by QUICK,JUSTIN",2
15:38,,,,,"MISS JUMPER by GERALD,DUSTIN",,,"MISS JUMPER by GERALD,DUSTIN",2
--,"REBOUND DEF by STIMPSON,ANDREW",,,,,,,"REBOUND DEF by STIMPSON,ANDREW",2
15:17,"MISS JUMPER by QUICK,JUSTIN",,,,,,,"MISS JUMPER by QUICK,JUSTIN",2
--,"REBOUND OFF by QUICK,JUSTIN",,,,,,,"REBOUND OFF by QUICK,JUSTIN",2
15:12,"GOOD JUMPER by STIMPSON,ANDREW",44 (+5),,39,,PIEDMONT 44-39 (-5),,"GOOD JUMPER by STIMPSON,ANDREW",2
--,"ASSIST  by QUICK,JUSTIN",,,,,,,"ASSIST  by QUICK,JUSTIN",2
14:46,"FOUL  by STIMPSON,ANDREW",,,,,,,"FOUL  by STIMPSON,ANDREW",2
14:46,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:46,"SUB IN by BEAGLE,GARRETT",,,,,,,"SUB IN by BEAGLE,GARRETT",2
14:46,"SUB OUT by PALMER,AARON",,,,,,,"SUB OUT by PALMER,AARON",2
14:46,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",2
14:46,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
14:44,,44 (+3),,41,"GOOD LAYUP by SMITH,RJ(in the paint)",CENTREM 44-41 (-3),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
14:44,"FOUL  by BEAGLE,GARRETT",,,,,,,"FOUL  by BEAGLE,GARRETT",2
14:44,,44 (+2),,42,"GOOD FT by SMITH,RJ",CENTREM 44-42 (-2),,"GOOD FT by SMITH,RJ",2
14:44,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
14:44,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
14:19,"MISS LAYUP by RICHTER,WILL",,,,,,,"MISS LAYUP by RICHTER,WILL",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
14:06,,44,,45 (+1),"GOOD 3PTR by WOOLDRIDGE,CARSON",CENTREM 44-45 (+1),,"GOOD 3PTR by WOOLDRIDGE,CARSON",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
13:44,"MISS 3PTR by REARDON,NOAH",,,,,,,"MISS 3PTR by REARDON,NOAH",2
--,"REBOUND OFF by BEAGLE,GARRETT",,,,,,,"REBOUND OFF by BEAGLE,GARRETT",2
13:41,"SUB IN by CRANFORD,LOGAN",,,,,,,"SUB IN by CRANFORD,LOGAN",2
13:41,"SUB OUT by RICHTER,WILL",,,,,,,"SUB OUT by RICHTER,WILL",2
13:41,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
13:41,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
13:29,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",2
13:29,"GOOD FT by BEAGLE,GARRETT",45,,45,,PIEDMONT 45-45 (0),,"GOOD FT by BEAGLE,GARRETT",2
13:29,"MISS FT by BEAGLE,GARRETT",,,,,,,"MISS FT by BEAGLE,GARRETT",2
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",2
13:29,"SUB IN by HELENBROOK,JOE",,,,,,,"SUB IN by HELENBROOK,JOE",2
13:29,"SUB OUT by REARDON,NOAH",,,,,,,"SUB OUT by REARDON,NOAH",2
13:16,,,,,"MISS LAYUP by RING,NOAH",,,"MISS LAYUP by RING,NOAH",2
13:16,"BLOCK  by BEAGLE,GARRETT",,,,,,,"BLOCK  by BEAGLE,GARRETT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:13,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
13:13,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
13:10,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by CRANFORD,LOGAN",,,,,,,"REBOUND DEF by CRANFORD,LOGAN",2
12:46,"GOOD LAYUP by HELENBROOK,JOE(in the paint)",47 (+2),,45,,PIEDMONT 47-45 (-2),,"GOOD LAYUP by HELENBROOK,JOE(in the paint)",2
--,"ASSIST  by QUICK,JUSTIN",,,,,,,"ASSIST  by QUICK,JUSTIN",2
12:31,,,,,"TURNOVER  by WOOLDRIDGE,CARSON",,,"TURNOVER  by WOOLDRIDGE,CARSON",2
12:31,"SUB IN by PALMER,AARON",,,,,,,"SUB IN by PALMER,AARON",2
12:31,"SUB OUT by BEAGLE,GARRETT",,,,,,,"SUB OUT by BEAGLE,GARRETT",2
12:31,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
12:31,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
12:31,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
12:31,,,,,"SUB OUT by WOOLDRIDGE,CARSON",,,"SUB OUT by WOOLDRIDGE,CARSON",2
12:08,"TURNOVER  by PALMER,AARON",,,,,,,"TURNOVER  by PALMER,AARON",2
12:07,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",2
12:00,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND DEF by HELENBROOK,JOE",,,,,,,"REBOUND DEF by HELENBROOK,JOE",2
11:44,"MISS 3PTR by HELENBROOK,JOE",,,,,,,"MISS 3PTR by HELENBROOK,JOE",2
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",2
11:23,,47,,48 (+1),"GOOD 3PTR by TAYLOR,MARSHALL",CENTREM 47-48 (+1),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",2
11:07,"MISS 3PTR by CRANFORD,LOGAN",,,,,,,"MISS 3PTR by CRANFORD,LOGAN",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
10:56,,47,,50 (+3),"GOOD LAYUP by SMITH,RJ(in the paint)",CENTREM 47-50 (+3),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
10:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:48,"SUB IN by RICHTER,WILL",,,,,,,"SUB IN by RICHTER,WILL",2
10:48,"SUB OUT by QUICK,JUSTIN",,,,,,,"SUB OUT by QUICK,JUSTIN",2
10:25,"GOOD 3PTR by RICHTER,WILL",50,,50,,PIEDMONT 50-50 (0),,"GOOD 3PTR by RICHTER,WILL",2
--,"ASSIST  by CRANFORD,LOGAN",,,,,,,"ASSIST  by CRANFORD,LOGAN",2
09:57,,,,,"MISS JUMPER by TAYLOR,MARSHALL",,,"MISS JUMPER by TAYLOR,MARSHALL",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
09:54,,50,,52 (+2),"GOOD TIPIN by GERALD,DUSTIN(in the paint)",CENTREM 50-52 (+2),,"GOOD TIPIN by GERALD,DUSTIN(in the paint)",2
09:49,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
09:33,"MISS DUNK by PALMER,AARON",,,,,,,"MISS DUNK by PALMER,AARON",2
09:33,,,,,"BLOCK  by GERALD,DUSTIN",,,"BLOCK  by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
09:10,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,"REBOUND DEF by STIMPSON,ANDREW",,,,,,,"REBOUND DEF by STIMPSON,ANDREW",2
08:53,"GOOD JUMPER by HELENBROOK,JOE",52,,52,,PIEDMONT 52-52 (0),,"GOOD JUMPER by HELENBROOK,JOE",2
08:35,,,,,"MISS LAYUP by TAYLOR,MARSHALL",,,"MISS LAYUP by TAYLOR,MARSHALL",2
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",2
08:31,,52,,55 (+3),"GOOD 3PTR by BAUGHMAN,CARTER",CENTREM 52-55 (+3),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
08:10,"GOOD 3PTR by RICHTER,WILL",55,,55,,PIEDMONT 55-55 (0),,"GOOD 3PTR by RICHTER,WILL",2
--,"ASSIST  by STIMPSON,ANDREW",,,,,,,"ASSIST  by STIMPSON,ANDREW",2
08:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:08,"SUB IN by QUICK,JUSTIN",,,,,,,"SUB IN by QUICK,JUSTIN",2
08:08,"SUB IN by BEAGLE,GARRETT",,,,,,,"SUB IN by BEAGLE,GARRETT",2
08:08,"SUB OUT by STIMPSON,ANDREW",,,,,,,"SUB OUT by STIMPSON,ANDREW",2
08:08,"SUB OUT by PALMER,AARON",,,,,,,"SUB OUT by PALMER,AARON",2
08:08,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
08:08,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
07:48,,,,,"MISS JUMPER by TAYLOR,MARSHALL",,,"MISS JUMPER by TAYLOR,MARSHALL",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
07:41,,55,,58 (+3),"GOOD 3PTR by WILLIAMS,JALEN",CENTREM 55-58 (+3),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
07:22,"MISS LAYUP by CRANFORD,LOGAN",,,,,,,"MISS LAYUP by CRANFORD,LOGAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:20,"SUB IN by STIMPSON,ANDREW",,,,,,,"SUB IN by STIMPSON,ANDREW",2
07:20,"SUB IN by REARDON,NOAH",,,,,,,"SUB IN by REARDON,NOAH",2
07:20,"SUB OUT by CRANFORD,LOGAN",,,,,,,"SUB OUT by CRANFORD,LOGAN",2
07:20,"SUB OUT by HELENBROOK,JOE",,,,,,,"SUB OUT by HELENBROOK,JOE",2
07:07,,55,,61 (+6),"GOOD 3PTR by TAYLOR,MARSHALL",CENTREM 55-61 (+6),,"GOOD 3PTR by TAYLOR,MARSHALL",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
06:53,"MISS LAYUP by QUICK,JUSTIN",,,,,,,"MISS LAYUP by QUICK,JUSTIN",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
06:40,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND OFF by TAYLOR,MARSHALL",,,"REBOUND OFF by TAYLOR,MARSHALL",2
06:33,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
06:16,"GOOD LAYUP by BEAGLE,GARRETT(in the paint)",57,,61 (+4),,PIEDMONT 57-61 (+4),,"GOOD LAYUP by BEAGLE,GARRETT(in the paint)",2
05:54,,57,,64 (+7),"GOOD 3PTR by BAUGHMAN,CARTER",CENTREM 57-64 (+7),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
05:31,"GOOD JUMPER by STIMPSON,ANDREW",59,,64 (+5),,PIEDMONT 59-64 (+5),,"GOOD JUMPER by STIMPSON,ANDREW",2
05:13,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by STIMPSON,ANDREW",,,,,,,"REBOUND DEF by STIMPSON,ANDREW",2
05:01,"TURNOVER  by QUICK,JUSTIN",,,,,,,"TURNOVER  by QUICK,JUSTIN",2
05:00,,,,,"STEAL  by TAYLOR,MARSHALL",,,"STEAL  by TAYLOR,MARSHALL",2
04:46,,,,,"MISS JUMPER by GERALD,DUSTIN",,,"MISS JUMPER by GERALD,DUSTIN",2
--,"REBOUND DEF by STIMPSON,ANDREW",,,,,,,"REBOUND DEF by STIMPSON,ANDREW",2
04:37,"MISS LAYUP by STIMPSON,ANDREW",,,,,,,"MISS LAYUP by STIMPSON,ANDREW",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
04:21,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND OFF by GERALD,DUSTIN",,,"REBOUND OFF by GERALD,DUSTIN",2
04:06,,59,,66 (+7),"GOOD LAYUP by GERALD,DUSTIN(in the paint)",CENTREM 59-66 (+7),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
03:41,"GOOD JUMPER by REARDON,NOAH",61,,66 (+5),,PIEDMONT 61-66 (+5),,"GOOD JUMPER by REARDON,NOAH",2
03:25,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by STIMPSON,ANDREW",,,,,,,"REBOUND DEF by STIMPSON,ANDREW",2
03:15,"GOOD LAYUP by QUICK,JUSTIN(in the paint)",63,,66 (+3),,PIEDMONT 63-66 (+3),,"GOOD LAYUP by QUICK,JUSTIN(in the paint)",2
03:14,,,,,"FOUL  by TAYLOR,MARSHALL",,,"FOUL  by TAYLOR,MARSHALL",2
03:14,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:14,"MISS FT by QUICK,JUSTIN",,,,,,,"MISS FT by QUICK,JUSTIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:02,,,,,"MISS LAYUP by GERALD,DUSTIN",,,"MISS LAYUP by GERALD,DUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:41,"TURNOVER  by QUICK,JUSTIN",,,,,,,"TURNOVER  by QUICK,JUSTIN",2
02:21,"FOUL  by REARDON,NOAH",,,,,,,"FOUL  by REARDON,NOAH",2
02:13,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
02:12,"STEAL  by BEAGLE,GARRETT",,,,,,,"STEAL  by BEAGLE,GARRETT",2
02:02,"GOOD JUMPER by REARDON,NOAH(in the paint)",65,,66 (+1),,PIEDMONT 65-66 (+1),,"GOOD JUMPER by REARDON,NOAH(in the paint)",2
01:54,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:30,,65,,68 (+3),"GOOD JUMPER by GERALD,DUSTIN(in the paint)",CENTREM 65-68 (+3),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
01:28,"SUB IN by PALMER,AARON",,,,,,,"SUB IN by PALMER,AARON",2
01:28,"SUB OUT by BEAGLE,GARRETT",,,,,,,"SUB OUT by BEAGLE,GARRETT",2
01:17,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
01:17,"GOOD FT by QUICK,JUSTIN",66,,68 (+2),,PIEDMONT 66-68 (+2),,"GOOD FT by QUICK,JUSTIN",2
01:17,"GOOD FT by QUICK,JUSTIN",67,,68 (+1),,PIEDMONT 67-68 (+1),,"GOOD FT by QUICK,JUSTIN",2
01:05,"FOUL  by PALMER,AARON",,,,,,,"FOUL  by PALMER,AARON",2
01:05,,67,,69 (+2),"GOOD FT by SMITH,RJ",CENTREM 67-69 (+2),,"GOOD FT by SMITH,RJ",2
01:05,,67,,70 (+3),"GOOD FT by SMITH,RJ",CENTREM 67-70 (+3),,"GOOD FT by SMITH,RJ",2
00:52,"GOOD LAYUP by REARDON,NOAH(in the paint)",69,,70 (+1),,PIEDMONT 69-70 (+1),,"GOOD LAYUP by REARDON,NOAH(in the paint)",2
00:34,,,,,"TURNOVER  by WILLIAMS,JALEN",,,"TURNOVER  by WILLIAMS,JALEN",2
00:30,"TURNOVER  by QUICK,JUSTIN",,,,,,,"TURNOVER  by QUICK,JUSTIN",2
00:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:12,,69,,72 (+3),"GOOD JUMPER by GERALD,DUSTIN(in the paint)",CENTREM 69-72 (+3),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
00:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:07,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
00:05,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
00:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:05,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
00:05,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
00:03,"MISS 3PTR by STIMPSON,ANDREW",,,,,,,"MISS 3PTR by STIMPSON,ANDREW",2
--,,,,,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",2
