Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
17:30,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
17:30,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
17:30,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
17:30,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
17:26,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
17:08,,,,,"MISS LAYUP by BASS,DEVIN(in the paint)",,,"MISS LAYUP by BASS,DEVIN(in the paint)",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
16:39,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,"REBOUND OFF by WILSON,DREW",,,,,,,"REBOUND OFF by WILSON,DREW",2
16:30,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,"REBOUND OFF by WILSON,DREW",,,,,,,"REBOUND OFF by WILSON,DREW",2
16:24,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",40 (+9),,31,,Centre 40-31 (+9),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
16:14,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",2
16:14,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
16:14,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
16:07,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
15:55,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",42 (+11),,31,,Centre 42-31 (+11),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
15:44,,42 (+9),,33,"GOOD JUMPER by BROWN,BRYCE(in the paint)",Mill 42-33 (+9),,"GOOD JUMPER by BROWN,BRYCE(in the paint)",2
15:27,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",2
15:27,,,,,"STEAL  by BROWN,BRYCE",,,"STEAL  by BROWN,BRYCE",2
15:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:18,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
15:18,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
15:18,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
15:18,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
15:18,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
15:18,"SUB IN by BUSH,TYLER",,,,,,,"SUB IN by BUSH,TYLER",2
15:15,,,,,"FOUL  by BASS,DEVIN",,,"FOUL  by BASS,DEVIN",2
15:15,,,,,"TURNOVER  by BASS,DEVIN",,,"TURNOVER  by BASS,DEVIN",2
15:03,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",44 (+11),,33,,Centre 44-33 (+11),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
15:03,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
15:03,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
15:03,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
15:03,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
15:03,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
15:03,"GOOD FT by GERALD,DUSTIN",45 (+12),,33,,Centre 45-33 (+12),,"GOOD FT by GERALD,DUSTIN",2
14:40,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
14:40,,,,,"MISS 3PTR by BASS,DEVIN",,,"MISS 3PTR by BASS,DEVIN",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
14:00,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",47 (+14),,33,,Centre 47-33 (+14),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
13:48,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,,,,,"REBOUND OFF by BROWN,BROCK",,,"REBOUND OFF by BROWN,BROCK",2
13:36,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
13:26,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
13:26,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
13:26,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
13:26,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
13:26,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
13:26,"SUB OUT by BUSH,TYLER",,,,,,,"SUB OUT by BUSH,TYLER",2
13:26,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
13:23,,,,,"FOUL  by BASS,DEVIN",,,"FOUL  by BASS,DEVIN",2
13:23,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:23,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
13:00,,47 (+12),,35,"GOOD JUMPER by URSIN,AARON",Mill 47-35 (+12),,"GOOD JUMPER by URSIN,AARON",2
--,,,,,"ASSIST  by BROWN,BROCK",,,"ASSIST  by BROWN,BROCK",2
12:41,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
12:41,,,,,"STEAL  by RUCKER,CAM",,,"STEAL  by RUCKER,CAM",2
12:14,,,,,"TURNOVER  by URSIN,AARON",,,"TURNOVER  by URSIN,AARON",2
12:14,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",2
11:55,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
11:46,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
11:21,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
11:21,,,,,"STEAL  by BROWN,BROCK",,,"STEAL  by BROWN,BROCK",2
11:17,,47 (+10),,37,"GOOD LAYUP by BROWN,BROCK(fastbreak)(in the paint)",Mill 47-37 (+10),,"GOOD LAYUP by BROWN,BROCK(fastbreak)(in the paint)",2
10:51,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER(in the paint)",2
10:51,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:51,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
10:51,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",2
10:51,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
10:51,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
10:51,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
10:51,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
10:35,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
10:33,,47 (+8),,39,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",Mill 47-39 (+8),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,,,,,"REBOUND OFF by GILLIHAN,NEWLON",,,"REBOUND OFF by GILLIHAN,NEWLON",2
10:11,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
09:49,,,,,"MISS 3PTR by GILLIHAN,NEWLON",,,"MISS 3PTR by GILLIHAN,NEWLON",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
09:28,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
09:28,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
09:28,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
09:21,,47 (+6),,41,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",Mill 47-41 (+6),,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",2
09:08,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:54,"GOOD 3PTR by GERALD,DUSTIN",50 (+9),,41,,Centre 50-41 (+9),,"GOOD 3PTR by GERALD,DUSTIN",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
08:32,,50 (+7),,43,"GOOD JUMPER by URSIN,AARON",Mill 50-43 (+7),,"GOOD JUMPER by URSIN,AARON",2
08:07,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
08:07,,,,,"STEAL  by URSIN,AARON",,,"STEAL  by URSIN,AARON",2
07:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:59,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
07:59,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
07:48,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
07:48,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
07:48,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
07:47,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
07:24,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
07:24,,,,,"STEAL  by WILLIAMS,CAMERON",,,"STEAL  by WILLIAMS,CAMERON",2
06:57,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
06:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:49,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",2
06:49,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
06:49,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
06:49,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",2
06:49,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
06:49,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
06:49,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
06:49,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
06:31,"GOOD 3PTR by SMITH,RJ",53 (+10),,43,,Centre 53-43 (+10),,"GOOD 3PTR by SMITH,RJ",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
06:02,,53 (+8),,45,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",Mill 53-45 (+8),,"GOOD JUMPER by GILLIHAN,NEWLON(in the paint)",2
06:02,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
06:02,,53 (+7),,46,"GOOD FT by GILLIHAN,NEWLON",Mill 53-46 (+7),,"GOOD FT by GILLIHAN,NEWLON",2
05:47,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",2
05:43,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",55 (+9),,46,,Centre 55-46 (+9),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
05:30,,55 (+7),,48,"GOOD JUMPER by URSIN,AARON",Mill 55-48 (+7),,"GOOD JUMPER by URSIN,AARON",2
04:59,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
04:50,,,,,"MISS JUMPER by WATSON,DOUG(in the paint)",,,"MISS JUMPER by WATSON,DOUG(in the paint)",2
04:50,"BLOCK  by WILLIAMS,JALEN",,,,,,,"BLOCK  by WILLIAMS,JALEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:50,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
04:50,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
04:50,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
04:50,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
04:50,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
04:50,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
04:44,,55 (+5),,50,"GOOD JUMPER by URSIN,AARON(in the paint)",Mill 55-50 (+5),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
04:22,,,,,"FOUL  by BASS,DEVIN",,,"FOUL  by BASS,DEVIN",2
04:10,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND OFF by BAUGHMAN,CARTER",,,,,,,"REBOUND OFF by BAUGHMAN,CARTER",2
04:06,"TURNOVER  by BAUGHMAN,CARTER",,,,,,,"TURNOVER  by BAUGHMAN,CARTER",2
04:06,,,,,"STEAL  by BROWN,BRYCE",,,"STEAL  by BROWN,BRYCE",2
03:47,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:46,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
03:46,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
03:27,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",57 (+7),,50,,Centre 57-50 (+7),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
03:06,,,,,"MISS JUMPER by BROWN,BROCK(in the paint)",,,"MISS JUMPER by BROWN,BROCK(in the paint)",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
02:46,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",59 (+9),,50,,Centre 59-50 (+9),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
02:26,,,,,"MISS JUMPER by URSIN,AARON",,,"MISS JUMPER by URSIN,AARON",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
02:10,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by BROWN,BRYCE",,,"REBOUND DEF by BROWN,BRYCE",2
02:02,,59 (+7),,52,"GOOD JUMPER by BROWN,BRYCE(in the paint)",Mill 59-52 (+7),,"GOOD JUMPER by BROWN,BRYCE(in the paint)",2
02:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:01,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
02:01,,,,,"SUB OUT by BASS,DEVIN",,,"SUB OUT by BASS,DEVIN",2
02:01,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",2
02:01,,,,,"SUB IN by GILLIHAN,NEWLON",,,"SUB IN by GILLIHAN,NEWLON",2
02:01,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
02:01,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
01:42,"GOOD LAYUP by SMITH,RJ(in the paint)",61 (+9),,52,,Centre 61-52 (+9),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
01:27,,61 (+7),,54,"GOOD JUMPER by BROWN,BRYCE(in the paint)",Mill 61-54 (+7),,"GOOD JUMPER by BROWN,BRYCE(in the paint)",2
01:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:25,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
01:25,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
01:01,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
01:01,,,,,"BLOCK  by GILLIHAN,NEWLON",,,"BLOCK  by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by GILLIHAN,NEWLON",,,"REBOUND DEF by GILLIHAN,NEWLON",2
00:54,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:54,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:54,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
00:51,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
00:51,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
00:51,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
00:50,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
00:50,"GOOD FT by MOORE,CHEZ(fastbreak)",62 (+8),,54,,Centre 62-54 (+8),,"GOOD FT by MOORE,CHEZ(fastbreak)",2
00:50,"GOOD FT by MOORE,CHEZ(fastbreak)",63 (+9),,54,,Centre 63-54 (+9),,"GOOD FT by MOORE,CHEZ(fastbreak)",2
00:50,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:50,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
00:43,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
00:34,,,,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",,,"MISS JUMPER by GILLIHAN,NEWLON(in the paint)",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
00:31,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
00:31,,,,,"SUB IN by BASS,DEVIN",,,"SUB IN by BASS,DEVIN",2
00:31,,,,,"SUB OUT by GILLIHAN,NEWLON",,,"SUB OUT by GILLIHAN,NEWLON",2
00:31,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
00:31,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:31,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
00:30,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
00:30,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
00:25,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
00:21,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
00:21,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",64 (+10),,54,,Centre 64-54 (+10),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",2
00:21,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",65 (+11),,54,,Centre 65-54 (+11),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",2
00:21,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:21,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
00:13,,,,,"MISS 3PTR by BROWN,BRYCE",,,"MISS 3PTR by BROWN,BRYCE",2
--,,,,,"REBOUND OFF by BROWN,BROCK",,,"REBOUND OFF by BROWN,BROCK",2
00:09,,,,,"MISS 3PTR by BROWN,BROCK",,,"MISS 3PTR by BROWN,BROCK",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
00:08,,,,,"FOUL  by BROWN,BROCK",,,"FOUL  by BROWN,BROCK",2
00:08,"MISS FT by MOORE,CHEZ(fastbreak)",,,,,,,"MISS FT by MOORE,CHEZ(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:08,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
00:08,"SUB IN by BLAIR,ANDY",,,,,,,"SUB IN by BLAIR,ANDY",2
00:08,"GOOD FT by MOORE,CHEZ(fastbreak)",66 (+12),,54,,Centre 66-54 (+12),,"GOOD FT by MOORE,CHEZ(fastbreak)",2
00:01,,66 (+10),,56,"GOOD JUMPER by BROWN,BROCK",Mill 66-56 (+10),,"GOOD JUMPER by BROWN,BROCK",2
