Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
15:37,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
15:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:37,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
15:37,"SUB IN by EZIGBO,UBA",,,,,,,"SUB IN by EZIGBO,UBA",2
15:37,,,,,"MISS FT by MOORE,CHEZ",,,"MISS FT by MOORE,CHEZ",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
15:31,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
15:16,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by GERALD,DUSTIN",,,"REBOUND DEF by GERALD,DUSTIN",2
15:06,,,,,"MISS JUMPER by MOORE,CHEZ(in the paint)",,,"MISS JUMPER by MOORE,CHEZ(in the paint)",2
15:06,"BLOCK  by KOCH,WILL",,,,,,,"BLOCK  by KOCH,WILL",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
14:59,"TURNOVER  by MURRAH,JACK",,,,,,,"TURNOVER  by MURRAH,JACK",2
14:59,,,,,"STEAL  by GERALD,DUSTIN",,,"STEAL  by GERALD,DUSTIN",2
14:53,,46,,54 (+8),"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",Centre 46-54 (+8),,"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GERALD,DUSTIN",,,"ASSIST  by GERALD,DUSTIN",2
14:40,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",2
14:40,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
14:40,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
14:40,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
14:40,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",2
14:31,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
14:07,,46,,56 (+10),"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 46-56 (+10),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",2
13:41,"GOOD 3PTR by FOSTER,LANE",49,,56 (+7),,OU 49-56 (+7),,"GOOD 3PTR by FOSTER,LANE",2
13:26,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
13:26,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
13:26,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
13:17,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
13:10,"GOOD 3PTR by MURRAH,JACK",52,,56 (+4),,OU 52-56 (+4),,"GOOD 3PTR by MURRAH,JACK",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
12:44,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
12:36,"MISS LAYUP by FOSTER,LANE(in the paint)",,,,,,,"MISS LAYUP by FOSTER,LANE(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:35,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
12:35,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
12:35,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",2
12:35,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
12:34,"GOOD LAYUP by EZIGBO,UBA(in the paint)",54,,56 (+2),,OU 54-56 (+2),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
--,"ASSIST  by CHAMBERS,DIMETRI",,,,,,,"ASSIST  by CHAMBERS,DIMETRI",2
12:34,,,,,"FOUL  by MOORE,CHEZ",,,"FOUL  by MOORE,CHEZ",2
12:34,"GOOD FT by EZIGBO,UBA",55,,56 (+1),,OU 55-56 (+1),,"GOOD FT by EZIGBO,UBA",2
12:18,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND DEF by ETIWE,TOJU",,,,,,,"REBOUND DEF by ETIWE,TOJU",2
12:09,"GOOD 3PTR by EZIGBO,UBA",58 (+2),,56,,OU 58-56 (-2),,"GOOD 3PTR by EZIGBO,UBA",2
12:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:08,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:08,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
12:08,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
12:08,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
12:08,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",2
12:08,,,,,"SUB IN by GERALD,DUSTIN",,,"SUB IN by GERALD,DUSTIN",2
12:08,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",2
12:08,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",2
12:08,,,,,"SUB IN by KNOCHELMANN,PETE",,,"SUB IN by KNOCHELMANN,PETE",2
11:44,,,,,"TURNOVER  by GERALD,DUSTIN",,,"TURNOVER  by GERALD,DUSTIN",2
11:44,"STEAL  by ETIWE,TOJU",,,,,,,"STEAL  by ETIWE,TOJU",2
11:39,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
11:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:25,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
11:25,,,,,"TURNOVER  by KNOCHELMANN,PETE",,,"TURNOVER  by KNOCHELMANN,PETE",2
11:24,"MISS 3PTR by EZIGBO,UBA",,,,,,,"MISS 3PTR by EZIGBO,UBA",2
--,"REBOUND OFF by ETIWE,TOJU",,,,,,,"REBOUND OFF by ETIWE,TOJU",2
11:09,,,,,"FOUL  by KNOCHELMANN,PETE",,,"FOUL  by KNOCHELMANN,PETE",2
11:09,"GOOD FT by CHAMBERS,DIMETRI",59 (+3),,56,,OU 59-56 (-3),,"GOOD FT by CHAMBERS,DIMETRI",2
11:09,,,,,"SUB OUT by KNOCHELMANN,PETE",,,"SUB OUT by KNOCHELMANN,PETE",2
11:09,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",2
11:09,"GOOD FT by CHAMBERS,DIMETRI",60 (+4),,56,,OU 60-56 (-4),,"GOOD FT by CHAMBERS,DIMETRI",2
10:50,,,,,"MISS 3PTR by GERALD,DUSTIN",,,"MISS 3PTR by GERALD,DUSTIN",2
--,"REBOUND DEF by MURRAH,JACK",,,,,,,"REBOUND DEF by MURRAH,JACK",2
10:42,"GOOD 3PTR by MURRAH,JACK",63 (+7),,56,,OU 63-56 (-7),,"GOOD 3PTR by MURRAH,JACK",2
10:08,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
10:08,,,,,"SUB OUT by GERALD,DUSTIN",,,"SUB OUT by GERALD,DUSTIN",2
10:08,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",2
10:08,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",2
10:08,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",2
10:08,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
10:08,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
09:58,"GOOD LAYUP by FOSTER,LANE(in the paint)",65 (+9),,56,,OU 65-56 (-9),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
09:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:44,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
09:32,"GOOD JUMPER by FOSTER,LANE",67 (+11),,56,,OU 67-56 (-11),,"GOOD JUMPER by FOSTER,LANE",2
09:22,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",2
09:22,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
09:16,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",69 (+13),,56,,OU 69-56 (-13),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
08:54,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",,,"MISS JUMPER by SMITH,RJ(in the paint)",2
--,"REBOUND DEF by ETIWE,TOJU",,,,,,,"REBOUND DEF by ETIWE,TOJU",2
08:43,"GOOD 3PTR by CHAMBERS,DIMETRI",72 (+16),,56,,OU 72-56 (-16),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
08:28,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
08:20,"MISS 3PTR by CHAMBERS,DIMETRI",,,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
08:09,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
07:46,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",74 (+18),,56,,OU 74-56 (-18),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
07:43,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:43,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
07:43,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
07:24,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
07:24,,74 (+17),,57,"GOOD FT by SMITH,RJ",Centre 74-57 (-17),,"GOOD FT by SMITH,RJ",2
07:24,,,,,"MISS FT by SMITH,RJ",,,"MISS FT by SMITH,RJ",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
07:18,"GOOD LAYUP by EZIGBO,UBA(fastbreak)(in the paint)",76 (+19),,57,,OU 76-57 (-19),,"GOOD LAYUP by EZIGBO,UBA(fastbreak)(in the paint)",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
06:59,,76 (+17),,59,"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 76-59 (-17),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
06:46,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
06:37,,,,,"MISS LAYUP by WILSON,DREW(in the paint)",,,"MISS LAYUP by WILSON,DREW(in the paint)",2
--,"REBOUND DEF by CHAMBERS,DIMETRI",,,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",2
06:29,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",2
06:29,"SUB OUT by EZIGBO,UBA",,,,,,,"SUB OUT by EZIGBO,UBA",2
06:29,"SUB IN by MURRAH,JACK",,,,,,,"SUB IN by MURRAH,JACK",2
06:29,"MISS FT by CHAMBERS,DIMETRI",,,,,,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND DEF by TAYLOR,MARSHALL",,,"REBOUND DEF by TAYLOR,MARSHALL",2
06:22,,,,,"MISS 3PTR by TAYLOR,MARSHALL",,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
06:12,"MISS 3PTR by MURRAH,JACK",,,,,,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
05:52,,76 (+14),,62,"GOOD 3PTR by BAUGHMAN,CARTER",Centre 76-62 (-14),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
05:36,"GOOD 3PTR by KOCH,WILL",79 (+17),,62,,OU 79-62 (-17),,"GOOD 3PTR by KOCH,WILL",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
05:14,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
05:06,"GOOD DUNK by KOCH,WILL(in the paint)",81 (+19),,62,,OU 81-62 (-19),,"GOOD DUNK by KOCH,WILL(in the paint)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
04:43,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",,,"MISS JUMPER by SMITH,RJ(in the paint)",2
--,,,,,"REBOUND OFF by SMITH,RJ",,,"REBOUND OFF by SMITH,RJ",2
04:38,,81 (+16),,65,"GOOD 3PTR by WILLIAMS,JALEN",Centre 81-65 (-16),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",2
04:17,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND OFF by MURRAH,JACK",,,,,,,"REBOUND OFF by MURRAH,JACK",2
04:09,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
04:09,"GOOD FT by CHAMBERS,DIMETRI",82 (+17),,65,,OU 82-65 (-17),,"GOOD FT by CHAMBERS,DIMETRI",2
04:09,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",2
04:09,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
04:09,,,,,"SUB IN by BANKS,JAXSON",,,"SUB IN by BANKS,JAXSON",2
04:09,,,,,"SUB IN by BLAIR,ANDY",,,"SUB IN by BLAIR,ANDY",2
04:09,"SUB OUT by MURRAH,JACK",,,,,,,"SUB OUT by MURRAH,JACK",2
04:09,"SUB IN by ETIWE,TOJU",,,,,,,"SUB IN by ETIWE,TOJU",2
04:09,"GOOD FT by CHAMBERS,DIMETRI",83 (+18),,65,,OU 83-65 (-18),,"GOOD FT by CHAMBERS,DIMETRI",2
03:48,,,,,"MISS JUMPER by SMITH,RJ(in the paint)",,,"MISS JUMPER by SMITH,RJ(in the paint)",2
03:48,"BLOCK  by KOCH,WILL",,,,,,,"BLOCK  by KOCH,WILL",2
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",2
03:38,"GOOD JUMPER by ETIWE,TOJU(in the paint)",85 (+20),,65,,OU 85-65 (-20),,"GOOD JUMPER by ETIWE,TOJU(in the paint)",2
--,"ASSIST  by JENEI,RYAN",,,,,,,"ASSIST  by JENEI,RYAN",2
03:24,,,,,"MISS 3PTR by SMITH,RJ",,,"MISS 3PTR by SMITH,RJ",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
03:13,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND OFF by ETIWE,TOJU",,,,,,,"REBOUND OFF by ETIWE,TOJU",2
02:57,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",2
02:47,,85 (+18),,67,"GOOD LAYUP by SMITH,RJ(in the paint)",Centre 85-67 (-18),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
02:28,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",2
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",2
02:15,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:15,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",2
02:15,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",2
02:15,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
02:15,"SUB OUT by CHAMBERS,DIMETRI",,,,,,,"SUB OUT by CHAMBERS,DIMETRI",2
02:15,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",2
02:15,"SUB OUT by ETIWE,TOJU",,,,,,,"SUB OUT by ETIWE,TOJU",2
02:15,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
02:15,"SUB IN by REISMAN ,ROBERT",,,,,,,"SUB IN by REISMAN ,ROBERT",2
02:15,"SUB IN by BENNEFIELD ,DYLAN",,,,,,,"SUB IN by BENNEFIELD ,DYLAN",2
02:15,"SUB IN by EZE,STANLEY",,,,,,,"SUB IN by EZE,STANLEY",2
02:15,"SUB IN by JAMES,JORDAN",,,,,,,"SUB IN by JAMES,JORDAN",2
02:15,"SUB IN by FISCHER,DAVID",,,,,,,"SUB IN by FISCHER,DAVID",2
02:15,,85 (+15),,70,"GOOD 3PTR by WILLIAMS,JALEN",Centre 85-70 (-15),,"GOOD 3PTR by WILLIAMS,JALEN",2
01:48,,,,,"FOUL  by SMITH,RJ",,,"FOUL  by SMITH,RJ",2
01:48,"GOOD FT by REISMAN ,ROBERT",86 (+16),,70,,OU 86-70 (-16),,"GOOD FT by REISMAN ,ROBERT",2
01:48,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",2
01:48,,,,,"SUB IN by BUSH,TYLER",,,"SUB IN by BUSH,TYLER",2
01:48,"GOOD FT by REISMAN ,ROBERT",87 (+17),,70,,OU 87-70 (-17),,"GOOD FT by REISMAN ,ROBERT",2
01:37,,87 (+14),,73,"GOOD 3PTR by WOOLDRIDGE,CARSON",Centre 87-73 (-14),,"GOOD 3PTR by WOOLDRIDGE,CARSON",2
01:28,,,,,"FOUL  by BLAIR,ANDY",,,"FOUL  by BLAIR,ANDY",2
01:28,"GOOD FT by BENNEFIELD ,DYLAN",88 (+15),,73,,OU 88-73 (-15),,"GOOD FT by BENNEFIELD ,DYLAN",2
01:28,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",2
01:28,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",2
01:28,"GOOD FT by BENNEFIELD ,DYLAN",89 (+16),,73,,OU 89-73 (-16),,"GOOD FT by BENNEFIELD ,DYLAN",2
01:28,"SUB OUT by BENNEFIELD ,DYLAN",,,,,,,"SUB OUT by BENNEFIELD ,DYLAN",2
01:28,"SUB IN by CONROY,DREW",,,,,,,"SUB IN by CONROY,DREW",2
01:18,,,,,"MISS JUMPER by BLAIR,ANDY(in the paint)",,,"MISS JUMPER by BLAIR,ANDY(in the paint)",2
--,,,,,"REBOUND OFF by BLAIR,ANDY",,,"REBOUND OFF by BLAIR,ANDY",2
01:09,"FOUL  by FISCHER,DAVID",,,,,,,"FOUL  by FISCHER,DAVID",2
01:09,,,,,"MISS FT by BLAIR,ANDY",,,"MISS FT by BLAIR,ANDY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:09,"SUB OUT by REISMAN ,ROBERT",,,,,,,"SUB OUT by REISMAN ,ROBERT",2
01:09,"SUB IN by O'DONOGHUE,TYLER",,,,,,,"SUB IN by O'DONOGHUE,TYLER",2
01:09,,,,,"MISS FT by BLAIR,ANDY",,,"MISS FT by BLAIR,ANDY",2
--,"REBOUND DEF by CONROY,DREW",,,,,,,"REBOUND DEF by CONROY,DREW",2
00:57,"MISS 3PTR by CONROY,DREW",,,,,,,"MISS 3PTR by CONROY,DREW",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:50,,,,,"MISS JUMPER by STEWART,BLAKE(in the paint)",,,"MISS JUMPER by STEWART,BLAKE(in the paint)",2
--,,,,,"REBOUND OFF by WOOLDRIDGE,CARSON",,,"REBOUND OFF by WOOLDRIDGE,CARSON",2
00:49,,,,,"TURNOVER  by WOOLDRIDGE,CARSON",,,"TURNOVER  by WOOLDRIDGE,CARSON",2
00:49,"STEAL  by FISCHER,DAVID",,,,,,,"STEAL  by FISCHER,DAVID",2
00:49,"SUB OUT by FISCHER,DAVID",,,,,,,"SUB OUT by FISCHER,DAVID",2
00:49,"SUB IN by NORTHCUTT,TERRENCE",,,,,,,"SUB IN by NORTHCUTT,TERRENCE",2
00:36,"GOOD 3PTR by EZE,STANLEY",92 (+19),,73,,OU 92-73 (-19),,"GOOD 3PTR by EZE,STANLEY",2
--,"ASSIST  by NORTHCUTT,TERRENCE",,,,,,,"ASSIST  by NORTHCUTT,TERRENCE",2
00:19,,,,,"MISS JUMPER by WOOLDRIDGE,CARSON(in the paint)",,,"MISS JUMPER by WOOLDRIDGE,CARSON(in the paint)",2
--,"REBOUND DEF by EZE,STANLEY",,,,,,,"REBOUND DEF by EZE,STANLEY",2
