Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Centre,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
15:37,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:37,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
15:37,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
15:37,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",1
15:37,,,,,"SUB IN by WOOLDRIDGE,CARSON",,,"SUB IN by WOOLDRIDGE,CARSON",1
15:37,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",1
15:37,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
15:37,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
15:37,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
15:37,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",1
15:37,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
15:37,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
15:37,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
15:34,,8,,9 (+1),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 8-9 (+1),,"GOOD JUMPER by SMITH,RJ(in the paint)",1
15:14,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",1
--,,,,,"REBOUND DEF by WILLIAMS,JALEN",,,"REBOUND DEF by WILLIAMS,JALEN",1
15:03,,8,,12 (+4),"GOOD 3PTR by SMITH,RJ",Centre 8-12 (+4),,"GOOD 3PTR by SMITH,RJ",1
--,,,,,"ASSIST  by WOOLDRIDGE,CARSON",,,"ASSIST  by WOOLDRIDGE,CARSON",1
14:48,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
14:41,,,,,"TURNOVER  by SMITH,RJ",,,"TURNOVER  by SMITH,RJ",1
14:31,"GOOD 3PTR by TOULIATOS,LUKE",11,,12 (+1),,BSC 11-12 (+1),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",1
14:13,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",1
--,,,,,"REBOUND OFF by WOOLDRIDGE,CARSON",,,"REBOUND OFF by WOOLDRIDGE,CARSON",1
14:07,,,,,"TURNOVER  by WILSON,DREW",,,"TURNOVER  by WILSON,DREW",1
14:07,"STEAL  by GLOVER,CAMERON",,,,,,,"STEAL  by GLOVER,CAMERON",1
14:02,"GOOD 3PTR by KANE,DENMAN(fastbreak)",14 (+2),,12,,BSC 14-12 (-2),,"GOOD 3PTR by KANE,DENMAN(fastbreak)",1
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",1
13:45,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",,,"MISS 3PTR by WOOLDRIDGE,CARSON",1
--,"REBOUND DEF by KANE,DENMAN",,,,,,,"REBOUND DEF by KANE,DENMAN",1
13:35,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
13:35,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
13:35,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
13:35,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
13:29,"GOOD 3PTR by TOULIATOS,LUKE",17 (+5),,12,,BSC 17-12 (-5),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by STEPHENS,TROY",,,,,,,"ASSIST  by STEPHENS,TROY",1
13:07,"FOUL  by KANE,DENMAN",,,,,,,"FOUL  by KANE,DENMAN",1
13:07,,,,,"SUB OUT by WILLIAMS,JALEN",,,"SUB OUT by WILLIAMS,JALEN",1
13:07,,,,,"SUB IN by BANKS,JAXSON",,,"SUB IN by BANKS,JAXSON",1
13:06,,,,,"MISS 3PTR by WOOLDRIDGE,CARSON",,,"MISS 3PTR by WOOLDRIDGE,CARSON",1
--,,,,,"REBOUND OFF by BANKS,JAXSON",,,"REBOUND OFF by BANKS,JAXSON",1
12:59,,17 (+2),,15,"GOOD 3PTR by TAYLOR,MARSHALL",Centre 17-15 (-2),,"GOOD 3PTR by TAYLOR,MARSHALL",1
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",1
12:43,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",1
12:43,,,,,"BLOCK  by WOOLDRIDGE,CARSON",,,"BLOCK  by WOOLDRIDGE,CARSON",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
12:36,,17,,18 (+1),"GOOD 3PTR by TAYLOR,MARSHALL",Centre 17-18 (+1),,"GOOD 3PTR by TAYLOR,MARSHALL",1
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",1
12:11,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",1
12:11,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",1
12:11,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",1
12:11,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
12:11,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",1
11:55,,,,,"MISS JUMPER by SMITH,RJ",,,"MISS JUMPER by SMITH,RJ",1
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",1
11:37,"TURNOVER  by STEPHENS,TROY",,,,,,,"TURNOVER  by STEPHENS,TROY",1
11:37,,,,,"STEAL  by TAYLOR,MARSHALL",,,"STEAL  by TAYLOR,MARSHALL",1
11:26,,17,,21 (+4),"GOOD 3PTR by BANKS,JAXSON",Centre 17-21 (+4),,"GOOD 3PTR by BANKS,JAXSON",1
--,,,,,"ASSIST  by SMITH,RJ",,,"ASSIST  by SMITH,RJ",1
11:02,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",1
--,,,,,"REBOUND DEF by BANKS,JAXSON",,,"REBOUND DEF by BANKS,JAXSON",1
10:57,"FOUL  by STEPHENS,TROY",,,,,,,"FOUL  by STEPHENS,TROY",1
10:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
10:57,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
10:57,,,,,"SUB OUT by WOOLDRIDGE,CARSON",,,"SUB OUT by WOOLDRIDGE,CARSON",1
10:57,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
10:57,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
10:57,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
10:57,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
10:40,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,"MISS LAYUP by MOORE,CHEZ(in the paint)",1
10:40,"BLOCK  by STEWART,CHRISTIAN",,,,,,,"BLOCK  by STEWART,CHRISTIAN",1
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",1
10:12,"MISS JUMPER by STEWART,CHRISTIAN",,,,,,,"MISS JUMPER by STEWART,CHRISTIAN",1
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1
10:02,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
10:02,,17,,22 (+5),"GOOD FT by TAYLOR,MARSHALL",Centre 17-22 (+5),,"GOOD FT by TAYLOR,MARSHALL",1
10:02,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
10:02,,,,,"SUB OUT by BANKS,JAXSON",,,"SUB OUT by BANKS,JAXSON",1
10:02,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
10:02,,,,,"SUB IN by STEWART,BLAKE",,,"SUB IN by STEWART,BLAKE",1
10:02,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
10:02,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
10:02,,17,,23 (+6),"GOOD FT by TAYLOR,MARSHALL",Centre 17-23 (+6),,"GOOD FT by TAYLOR,MARSHALL",1
09:42,"GOOD 3PTR by GREEN,KALEB",20,,23 (+3),,BSC 20-23 (+3),,"GOOD 3PTR by GREEN,KALEB",1
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",1
09:15,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",1
09:15,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",1
09:14,,,,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",,,"MISS JUMPER by TAYLOR,MARSHALL(in the paint)",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
09:01,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",22,,23 (+1),,BSC 22-23 (+1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
08:41,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
08:41,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",1
08:41,,,,,"SUB IN by WILLIAMS,JALEN",,,"SUB IN by WILLIAMS,JALEN",1
08:41,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
08:31,,22,,26 (+4),"GOOD 3PTR by RING,NOAH",Centre 22-26 (+4),,"GOOD 3PTR by RING,NOAH",1
--,,,,,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",1
08:21,"TURNOVER  by GREEN,KALEB",,,,,,,"TURNOVER  by GREEN,KALEB",1
08:21,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",1
08:16,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",1
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",1
08:07,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",1
--,"REBOUND OFF by GLOVER,CAMERON",,,,,,,"REBOUND OFF by GLOVER,CAMERON",1
07:50,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",1
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",1
07:44,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",1
--,,,,,"REBOUND DEF by RING,NOAH",,,"REBOUND DEF by RING,NOAH",1
07:29,,22,,29 (+7),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 22-29 (+7),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,,,,,"ASSIST  by STEWART,BLAKE",,,"ASSIST  by STEWART,BLAKE",1
07:21,,,,,"FOUL  by STEWART,BLAKE",,,"FOUL  by STEWART,BLAKE",1
07:21,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:21,,,,,"SUB OUT by STEWART,BLAKE",,,"SUB OUT by STEWART,BLAKE",1
07:21,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
07:21,,,,,"SUB IN by WILSON,DREW",,,"SUB IN by WILSON,DREW",1
07:21,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
07:21,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
07:21,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
07:21,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
07:21,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",1
07:21,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
07:21,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",1
07:21,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",1
07:21,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
07:21,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
07:21,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
07:10,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",1
--,,,,,"REBOUND DEF by SMITH,RJ",,,"REBOUND DEF by SMITH,RJ",1
06:54,,,,,"MISS 3PTR by BAUGHMAN,CARTER",,,"MISS 3PTR by BAUGHMAN,CARTER",1
--,"REBOUND DEF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",1
06:39,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",1
06:39,,,,,"STEAL  by BAUGHMAN,CARTER",,,"STEAL  by BAUGHMAN,CARTER",1
06:31,,22,,31 (+9),"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",Centre 22-31 (+9),,"GOOD LAYUP by SMITH,RJ(fastbreak)(in the paint)",1
06:25,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",1
06:25,,,,,"STEAL  by MOORE,CHEZ",,,"STEAL  by MOORE,CHEZ",1
06:19,,22,,33 (+11),"GOOD LAYUP by MOORE,CHEZ(fastbreak)(in the paint)",Centre 22-33 (+11),,"GOOD LAYUP by MOORE,CHEZ(fastbreak)(in the paint)",1
06:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:03,,,,,"FOUL  by WILLIAMS,JALEN",,,"FOUL  by WILLIAMS,JALEN",1
06:03,"MISS FT by GARRIDO,BRANDAN",,,,,,,"MISS FT by GARRIDO,BRANDAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:03,"GOOD FT by GARRIDO,BRANDAN",23,,33 (+10),,BSC 23-33 (+10),,"GOOD FT by GARRIDO,BRANDAN",1
05:41,,,,,"TURNOVER  by BAUGHMAN,CARTER",,,"TURNOVER  by BAUGHMAN,CARTER",1
05:36,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",,,,,,,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",1
--,"REBOUND OFF by TOULIATOS,LUKE",,,,,,,"REBOUND OFF by TOULIATOS,LUKE",1
05:25,"GOOD JUMPER by TOULIATOS,LUKE",25,,33 (+8),,BSC 25-33 (+8),,"GOOD JUMPER by TOULIATOS,LUKE",1
--,"ASSIST  by WILLIAMS,JU'QUAN",,,,,,,"ASSIST  by WILLIAMS,JU'QUAN",1
05:06,,25,,36 (+11),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 25-36 (+11),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",1
04:46,,,,,"FOUL  by BAUGHMAN,CARTER",,,"FOUL  by BAUGHMAN,CARTER",1
04:46,"GOOD FT by FITZGERALD,PAUL",26,,36 (+10),,BSC 26-36 (+10),,"GOOD FT by FITZGERALD,PAUL",1
04:46,,,,,"SUB OUT by MOORE,CHEZ",,,"SUB OUT by MOORE,CHEZ",1
04:46,,,,,"SUB IN by RING,NOAH",,,"SUB IN by RING,NOAH",1
04:46,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",1
04:46,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
04:46,"GOOD FT by FITZGERALD,PAUL",27,,36 (+9),,BSC 27-36 (+9),,"GOOD FT by FITZGERALD,PAUL",1
04:34,,,,,"MISS 3PTR by WILLIAMS,JALEN",,,"MISS 3PTR by WILLIAMS,JALEN",1
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",1
04:23,"GOOD 3PTR by TOULIATOS,LUKE",30,,36 (+6),,BSC 30-36 (+6),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by FITZGERALD,PAUL",,,,,,,"ASSIST  by FITZGERALD,PAUL",1
04:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:07,,30,,39 (+9),"GOOD 3PTR by BAUGHMAN,CARTER",Centre 30-39 (+9),,"GOOD 3PTR by BAUGHMAN,CARTER",1
--,,,,,"ASSIST  by WILSON,DREW",,,"ASSIST  by WILSON,DREW",1
03:47,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
03:47,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
03:47,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",32,,39 (+7),,BSC 32-39 (+7),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
03:19,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",,,"MISS LAYUP by SMITH,RJ(in the paint)",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
03:10,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",1
03:10,,,,,"BLOCK  by SMITH,RJ",,,"BLOCK  by SMITH,RJ",1
--,"REBOUND OFF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND OFF by WILLIAMS,JU'QUAN",1
03:00,"GOOD 3PTR by TOULIATOS,LUKE",35,,39 (+4),,BSC 35-39 (+4),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by WILLIAMS,JU'QUAN",,,,,,,"ASSIST  by WILLIAMS,JU'QUAN",1
02:53,,,,,"MISS 3PTR by RING,NOAH",,,"MISS 3PTR by RING,NOAH",1
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",1
02:43,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",37,,39 (+2),,BSC 37-39 (+2),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by WILLIAMS,JU'QUAN",,,,,,,"ASSIST  by WILLIAMS,JU'QUAN",1
02:22,,37,,41 (+4),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 37-41 (+4),,"GOOD JUMPER by SMITH,RJ(in the paint)",1
02:11,"GOOD 3PTR by TOULIATOS,LUKE",40,,41 (+1),,BSC 40-41 (+1),,"GOOD 3PTR by TOULIATOS,LUKE",1
--,"ASSIST  by WILLIAMS,JU'QUAN",,,,,,,"ASSIST  by WILLIAMS,JU'QUAN",1
01:44,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",1
01:44,,,,,"SUB OUT by SMITH,RJ",,,"SUB OUT by SMITH,RJ",1
01:44,,,,,"SUB OUT by BAUGHMAN,CARTER",,,"SUB OUT by BAUGHMAN,CARTER",1
01:44,,,,,"SUB IN by MOORE,CHEZ",,,"SUB IN by MOORE,CHEZ",1
01:44,,,,,"SUB IN by TAYLOR,MARSHALL",,,"SUB IN by TAYLOR,MARSHALL",1
01:44,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",1
01:44,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",1
01:44,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",1
01:44,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
01:39,,40,,43 (+3),"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",Centre 40-43 (+3),,"GOOD LAYUP by TAYLOR,MARSHALL(in the paint)",1
01:15,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",1
--,,,,,"REBOUND DEF by WILSON,DREW",,,"REBOUND DEF by WILSON,DREW",1
01:05,,,,,"TURNOVER  by TAYLOR,MARSHALL",,,"TURNOVER  by TAYLOR,MARSHALL",1
01:05,"STEAL  by TOULIATOS,LUKE",,,,,,,"STEAL  by TOULIATOS,LUKE",1
01:01,"GOOD JUMPER by TOULIATOS,LUKE(fastbreak)(in the paint)",42,,43 (+1),,BSC 42-43 (+1),,"GOOD JUMPER by TOULIATOS,LUKE(fastbreak)(in the paint)",1
01:01,,,,,"FOUL  by RING,NOAH",,,"FOUL  by RING,NOAH",1
01:01,,,,,"SUB OUT by RING,NOAH",,,"SUB OUT by RING,NOAH",1
01:01,,,,,"SUB IN by SMITH,RJ",,,"SUB IN by SMITH,RJ",1
01:01,"GOOD FT by TOULIATOS,LUKE(fastbreak)",43,,43,,BSC 43-43 (0),,"GOOD FT by TOULIATOS,LUKE(fastbreak)",1
01:01,,,,,"SUB OUT by WILSON,DREW",,,"SUB OUT by WILSON,DREW",1
01:01,,,,,"SUB IN by BAUGHMAN,CARTER",,,"SUB IN by BAUGHMAN,CARTER",1
01:01,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",1
01:01,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",1
00:48,,43,,45 (+2),"GOOD JUMPER by SMITH,RJ(in the paint)",Centre 43-45 (+2),,"GOOD JUMPER by SMITH,RJ(in the paint)",1
00:40,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",,,,,,,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",1
--,,,,,"REBOUND DEF by MOORE,CHEZ",,,"REBOUND DEF by MOORE,CHEZ",1
00:30,,43,,47 (+4),"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",Centre 43-47 (+4),,"GOOD JUMPER by TAYLOR,MARSHALL(in the paint)",1
00:02,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",45,,47 (+2),,BSC 45-47 (+2),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",1
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",1
20:00,,,,,"SUB OUT by TAYLOR,MARSHALL",,,"SUB OUT by TAYLOR,MARSHALL",2
