Time Remaining,CENTREM,Away Team Score,Play Team Indicator,Home Team Score,OUMBB,Game Score,Team Indicator,Play,Period
16:55,"GOOD 3PTR by BAUGHMAN,CARTER",48,,52 (+4),,CENTREM 48-52 (-4),,"GOOD 3PTR by BAUGHMAN,CARTER",2
--,"ASSIST  by SMITH,RJ",,,,,,,"ASSIST  by SMITH,RJ",2
16:34,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
16:34,,48,,53 (+5),"GOOD FT by EZIGBO,UBA",OUMBB 48-53 (-5),,"GOOD FT by EZIGBO,UBA",2
16:34,,48,,54 (+6),"GOOD FT by EZIGBO,UBA",OUMBB 48-54 (-6),,"GOOD FT by EZIGBO,UBA",2
16:34,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
16:34,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
16:11,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",2
16:05,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
16:04,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
15:55,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
15:53,,48,,56 (+8),"GOOD LAYUP by EZIGBO,UBA(in the paint)",OUMBB 48-56 (-8),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
15:35,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
15:35,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:35,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
15:35,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
15:35,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
15:35,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
15:35,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
15:35,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
15:23,"GOOD 3PTR by RING,NOAH",51,,56 (+5),,CENTREM 51-56 (-5),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",2
15:08,,51,,59 (+8),"GOOD 3PTR by CHAMBERS,DIMETRI",OUMBB 51-59 (-8),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
14:49,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
14:35,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
14:31,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
14:31,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
14:31,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
14:09,"GOOD LAYUP by SMITH,RJ(in the paint)",53,,59 (+6),,CENTREM 53-59 (-6),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
13:53,,53,,61 (+8),"GOOD LAYUP by KOCH,WILL(in the paint)",OUMBB 53-61 (-8),,"GOOD LAYUP by KOCH,WILL(in the paint)",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
13:28,"GOOD 3PTR by RING,NOAH",56,,61 (+5),,CENTREM 56-61 (-5),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by TAYLOR,MARSHALL",,,,,,,"ASSIST  by TAYLOR,MARSHALL",2
13:13,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
13:13,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
12:58,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
12:58,"GOOD FT by SMITH,RJ",57,,61 (+4),,CENTREM 57-61 (-4),,"GOOD FT by SMITH,RJ",2
12:58,"GOOD FT by SMITH,RJ",58,,61 (+3),,CENTREM 58-61 (-3),,"GOOD FT by SMITH,RJ",2
12:58,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",2
12:58,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
12:58,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
12:58,"SUB OUT by WOOLDRIDGE,CARSON",,,,,,,"SUB OUT by WOOLDRIDGE,CARSON",2
12:58,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
12:58,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
12:58,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
12:58,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
12:58,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
12:58,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
12:53,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
12:47,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
12:42,"MISS LAYUP by MOORE,CHEZ",,,,,,,"MISS LAYUP by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
12:23,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
12:22,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
12:16,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
12:16,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
12:12,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
11:50,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by TAYLOR,MARSHALL",,,,,,,"REBOUND DEF by TAYLOR,MARSHALL",2
11:38,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
11:18,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:18,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
11:18,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
11:18,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
11:18,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
11:07,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
10:51,"MISS JUMPER by SMITH,RJ",,,,,,,"MISS JUMPER by SMITH,RJ",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
10:41,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
10:35,"MISS 3PTR by WILLIAMS,JALEN",,,,,,,"MISS 3PTR by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
10:25,,58,,63 (+5),"GOOD JUMPER by EZIGBO,UBA",OUMBB 58-63 (-5),,"GOOD JUMPER by EZIGBO,UBA",2
--,,,,,"ASSIST  by KOCH,WILL",,,"ASSIST  by KOCH,WILL",2
10:05,"MISS LAYUP by SMITH,RJ",,,,,,,"MISS LAYUP by SMITH,RJ",2
10:05,,,,,"BLOCK  by KOCH,WILL",,,"BLOCK  by KOCH,WILL",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
10:00,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
09:49,"TURNOVER  by WILSON,DREW",,,,,,,"TURNOVER  by WILSON,DREW",2
09:49,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
09:49,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
09:49,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
09:28,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:24,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
09:24,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
08:58,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
08:42,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
08:38,,58,,65 (+7),"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OUMBB 58-65 (-7),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
08:24,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
08:17,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
08:17,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
08:17,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
08:17,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
08:13,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
07:56,"GOOD JUMPER by GERALD,DUSTIN",60,,65 (+5),,CENTREM 60-65 (-5),,"GOOD JUMPER by GERALD,DUSTIN",2
07:40,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
07:34,,60,,67 (+7),"GOOD LAYUP by EZIGBO,UBA(in the paint)",OUMBB 60-67 (-7),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
07:15,"MISS LAYUP by SMITH,RJ",,,,,,,"MISS LAYUP by SMITH,RJ",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:12,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:12,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
07:12,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
07:12,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
07:12,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
07:07,"MISS LAYUP by GERALD,DUSTIN",,,,,,,"MISS LAYUP by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
06:44,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
06:37,,60,,69 (+9),"GOOD LAYUP by JENEI,RYAN(in the paint)",OUMBB 60-69 (-9),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
06:18,"MISS LAYUP by MOORE,CHEZ",,,,,,,"MISS LAYUP by MOORE,CHEZ",2
06:18,,,,,"BLOCK  by ETIWE,TOJU",,,"BLOCK  by ETIWE,TOJU",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
06:15,"MISS LAYUP by MOORE,CHEZ",,,,,,,"MISS LAYUP by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
06:05,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
06:05,,,,,"MISS FT by FOSTER,LANE",,,"MISS FT by FOSTER,LANE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:05,,60,,70 (+10),"GOOD FT by FOSTER,LANE",OUMBB 60-70 (-10),,"GOOD FT by FOSTER,LANE",2
06:05,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
06:05,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
06:05,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
06:05,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
05:54,"MISS LAYUP by SMITH,RJ",,,,,,,"MISS LAYUP by SMITH,RJ",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
05:24,,60,,72 (+12),"GOOD JUMPER by FOSTER,LANE",OUMBB 60-72 (-12),,"GOOD JUMPER by FOSTER,LANE",2
05:02,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
05:02,"GOOD FT by SMITH,RJ",61,,72 (+11),,CENTREM 61-72 (-11),,"GOOD FT by SMITH,RJ",2
05:02,"GOOD FT by SMITH,RJ",62,,72 (+10),,CENTREM 62-72 (-10),,"GOOD FT by SMITH,RJ",2
04:54,,62,,74 (+12),"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OUMBB 62-74 (-12),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"ASSIST  by ETIWE,TOJU",,,"ASSIST  by ETIWE,TOJU",2
04:39,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
04:39,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
04:37,,62,,76 (+14),"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OUMBB 62-76 (-14),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
04:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:20,"GOOD LAYUP by SMITH,RJ(in the paint)",64,,76 (+12),,CENTREM 64-76 (-12),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
04:00,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:50,,64,,78 (+14),"GOOD LAYUP by FOSTER,LANE(in the paint)",OUMBB 64-78 (-14),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
03:21,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
03:04,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
02:55,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",66,,78 (+12),,CENTREM 66-78 (-12),,"GOOD LAYUP by BAUGHMAN,CARTER(in the paint)",2
02:41,"FOUL  by TAYLOR,MARSHALL",,,,,,,"FOUL  by TAYLOR,MARSHALL",2
02:41,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
02:41,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
02:41,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
02:41,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
02:41,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
02:41,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
02:38,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
02:38,"STEAL  by MOORE,CHEZ",,,,,,,"STEAL  by MOORE,CHEZ",2
02:37,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",2
02:37,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
02:17,,66,,80 (+14),"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OUMBB 66-80 (-14),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
02:03,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
01:49,,66,,82 (+16),"GOOD JUMPER by KOCH,WILL(in the paint)",OUMBB 66-82 (-16),,"GOOD JUMPER by KOCH,WILL(in the paint)",2
01:38,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
01:38,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
01:32,"GOOD JUMPER by GERALD,DUSTIN",68,,82 (+14),,CENTREM 68-82 (-14),,"GOOD JUMPER by GERALD,DUSTIN",2
01:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:16,,68,,85 (+17),"GOOD 3PTR by CHAMBERS,DIMETRI",OUMBB 68-85 (-17),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
01:04,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
00:57,"FOUL  by WILLIAMS,JALEN",,,,,,,"FOUL  by WILLIAMS,JALEN",2
00:57,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
00:57,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
00:57,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
00:57,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
00:41,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
00:34,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
00:30,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
00:30,"GOOD FT by MOORE,CHEZ",69,,85 (+16),,CENTREM 69-85 (-16),,"GOOD FT by MOORE,CHEZ",2
00:30,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
