Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,WPU,Game Score,Team Indicator,Play,Period
17:10,"GOOD LAYUP by MOORE,CHEZ(in the paint)",39,,43 (+4),,Centre 39-43 (-4),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
17:00,,39,,46 (+7),"GOOD 3PTR by BORDERS,MALACHI",WPU 39-46 (-7),,"GOOD 3PTR by BORDERS,MALACHI",2
--,,,,,"ASSIST  by PHILLIPS,GARRETT",,,"ASSIST  by PHILLIPS,GARRETT",2
16:32,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
16:32,,,,,"STEAL  by ROUSE,RASHOD",,,"STEAL  by ROUSE,RASHOD",2
16:22,,,,,"MISS LAYUP by BRYANT,BEAU(in the paint)",,,"MISS LAYUP by BRYANT,BEAU(in the paint)",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
16:04,,,,,"FOUL  by PHILLIPS,GARRETT",,,"FOUL  by PHILLIPS,GARRETT",2
16:04,"GOOD FT by WILLIAMS,JALEN",40,,46 (+6),,Centre 40-46 (-6),,"GOOD FT by WILLIAMS,JALEN",2
16:04,,,,,"SUB OUT by PARTON,TYLER",,,"SUB OUT by PARTON,TYLER",2
16:04,,,,,"SUB OUT by BRYANT,BEAU",,,"SUB OUT by BRYANT,BEAU",2
16:04,,,,,"SUB IN by DULIN,MICHAEL",,,"SUB IN by DULIN,MICHAEL",2
16:04,,,,,"SUB IN by BUTLER,DILLON",,,"SUB IN by BUTLER,DILLON",2
16:04,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
16:04,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
16:04,"MISS FT by WILLIAMS,JALEN",,,,,,,"MISS FT by WILLIAMS,JALEN",2
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",2
15:54,"GOOD LAYUP by SMITH,RJ(in the paint)",42,,46 (+4),,Centre 42-46 (-4),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
15:41,,,,,"MISS LAYUP by BORDERS,MALACHI(in the paint)",,,"MISS LAYUP by BORDERS,MALACHI(in the paint)",2
15:41,"BLOCK  by MOORE,CHEZ",,,,,,,"BLOCK  by MOORE,CHEZ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:39,,,,,"SUB OUT by BORDERS,MALACHI",,,"SUB OUT by BORDERS,MALACHI",2
15:39,,,,,"SUB IN by PARTON,TYLER",,,"SUB IN by PARTON,TYLER",2
15:23,"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",44,,46 (+2),,Centre 44-46 (-2),,"GOOD LAYUP by WILLIAMS,JALEN(in the paint)",2
15:01,,44,,49 (+5),"GOOD 3PTR by BUTLER,DILLON",WPU 44-49 (-5),,"GOOD 3PTR by BUTLER,DILLON",2
--,,,,,"ASSIST  by PARTON,TYLER",,,"ASSIST  by PARTON,TYLER",2
14:30,"GOOD LAYUP by WILSON,DREW(in the paint)",46,,49 (+3),,Centre 46-49 (-3),,"GOOD LAYUP by WILSON,DREW(in the paint)",2
14:09,,,,,"MISS LAYUP by PHILLIPS,GARRETT(in the paint)",,,"MISS LAYUP by PHILLIPS,GARRETT(in the paint)",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
13:52,"MISS 3PTR by WILSON,DREW",,,,,,,"MISS 3PTR by WILSON,DREW",2
--,,,,,"REBOUND DEF by DULIN,MICHAEL",,,"REBOUND DEF by DULIN,MICHAEL",2
13:28,,,,,"MISS 3PTR by PHILLIPS,GARRETT",,,"MISS 3PTR by PHILLIPS,GARRETT",2
--,,,,,"REBOUND OFF by BUTLER,DILLON",,,"REBOUND OFF by BUTLER,DILLON",2
13:22,,,,,"MISS LAYUP by BUTLER,DILLON(in the paint)",,,"MISS LAYUP by BUTLER,DILLON(in the paint)",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
13:13,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
13:06,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND DEF by ROUSE,RASHOD",,,"REBOUND DEF by ROUSE,RASHOD",2
12:53,,,,,"MISS 3PTR by PARTON,TYLER",,,"MISS 3PTR by PARTON,TYLER",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
12:44,"GOOD LAYUP by SMITH,RJ(in the paint)",48,,49 (+1),,Centre 48-49 (-1),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
12:25,,,,,"MISS JUMPER by PHILLIPS,GARRETT",,,"MISS JUMPER by PHILLIPS,GARRETT",2
--,,,,,"REBOUND OFF by ROUSE,RASHOD",,,"REBOUND OFF by ROUSE,RASHOD",2
12:18,,,,,"MISS 3PTR by PARTON,TYLER",,,"MISS 3PTR by PARTON,TYLER",2
--,,,,,"REBOUND OFF by DULIN,MICHAEL",,,"REBOUND OFF by DULIN,MICHAEL",2
12:16,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
12:16,,48,,50 (+2),"GOOD FT by DULIN,MICHAEL",WPU 48-50 (-2),,"GOOD FT by DULIN,MICHAEL",2
12:16,,,,,"SUB OUT by ROUSE,RASHOD",,,"SUB OUT by ROUSE,RASHOD",2
12:16,,,,,"SUB OUT by PHILLIPS,GARRETT",,,"SUB OUT by PHILLIPS,GARRETT",2
12:16,,,,,"SUB OUT by PARTON,TYLER",,,"SUB OUT by PARTON,TYLER",2
12:16,,,,,"SUB OUT by BUTLER,DILLON",,,"SUB OUT by BUTLER,DILLON",2
12:16,,,,,"SUB IN by OWENS,JALEN",,,"SUB IN by OWENS,JALEN",2
12:16,,,,,"SUB IN by BORDERS,MALACHI",,,"SUB IN by BORDERS,MALACHI",2
12:16,,,,,"SUB IN by BRYANT,BEAU",,,"SUB IN by BRYANT,BEAU",2
12:16,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",2
12:16,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
12:16,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
12:16,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
12:16,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
12:16,,,,,"MISS FT by DULIN,MICHAEL",,,"MISS FT by DULIN,MICHAEL",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
11:50,"GOOD LAYUP by SMITH,RJ(in the paint)",50,,50,,Centre 50-50 (0),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
11:50,"FOUL TECH by SMITH,RJ",,,,,,,"FOUL TECH by SMITH,RJ",2
11:50,,50,,51 (+1),"GOOD FT by OWENS,JALEN",WPU 50-51 (-1),,"GOOD FT by OWENS,JALEN",2
11:50,,50,,52 (+2),"GOOD FT by OWENS,JALEN",WPU 50-52 (-2),,"GOOD FT by OWENS,JALEN",2
11:50,,,,,"FOUL  by BORDERS,MALACHI",,,"FOUL  by BORDERS,MALACHI",2
11:50,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",2
--,,,,,"REBOUND DEF by BORDERS,MALACHI",,,"REBOUND DEF by BORDERS,MALACHI",2
11:38,,,,,"MISS 3PTR by DULIN,MICHAEL",,,"MISS 3PTR by DULIN,MICHAEL",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
11:30,"GOOD 3PTR by RING,NOAH",53 (+1),,52,,Centre 53-52 (+1),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
11:04,,,,,"MISS JUMPER by BRYANT,BEAU(in the paint)",,,"MISS JUMPER by BRYANT,BEAU(in the paint)",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
10:48,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
10:48,,,,,"STEAL  by BRYANT,BEAU",,,"STEAL  by BRYANT,BEAU",2
10:47,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
10:47,,53,,53,"GOOD FT by BRYANT,BEAU",WPU 53-53 (0),,"GOOD FT by BRYANT,BEAU",2
10:47,,,,,"SUB OUT by DULIN,MICHAEL",,,"SUB OUT by DULIN,MICHAEL",2
10:47,,,,,"SUB IN by ROUSE,RASHOD",,,"SUB IN by ROUSE,RASHOD",2
10:47,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
10:47,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
10:47,,53,,54 (+1),"GOOD FT by BRYANT,BEAU",WPU 53-54 (-1),,"GOOD FT by BRYANT,BEAU",2
10:25,"MISS JUMPER by GERALD,DUSTIN(in the paint)",,,,,,,"MISS JUMPER by GERALD,DUSTIN(in the paint)",2
--,,,,,"REBOUND DEF by BRYANT,BEAU",,,"REBOUND DEF by BRYANT,BEAU",2
10:07,,,,,"MISS 3PTR by OWENS,JALEN",,,"MISS 3PTR by OWENS,JALEN",2
--,,,,,"REBOUND OFF by ATWOOD,COLE",,,"REBOUND OFF by ATWOOD,COLE",2
10:01,,,,,"MISS LAYUP by ATWOOD,COLE(in the paint)",,,"MISS LAYUP by ATWOOD,COLE(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:00,,,,,"SUB OUT by OWENS,JALEN",,,"SUB OUT by OWENS,JALEN",2
10:00,,,,,"SUB OUT by BORDERS,MALACHI",,,"SUB OUT by BORDERS,MALACHI",2
10:00,,,,,"SUB IN by PHILLIPS,GARRETT",,,"SUB IN by PHILLIPS,GARRETT",2
10:00,,,,,"SUB IN by PARTON,TYLER",,,"SUB IN by PARTON,TYLER",2
10:00,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
10:00,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
09:56,"MISS LAYUP by RING,NOAH(in the paint)",,,,,,,"MISS LAYUP by RING,NOAH(in the paint)",2
--,,,,,"REBOUND DEF by PARTON,TYLER",,,"REBOUND DEF by PARTON,TYLER",2
09:39,,53,,56 (+3),"GOOD JUMPER by BRYANT,BEAU",WPU 53-56 (-3),,"GOOD JUMPER by BRYANT,BEAU",2
--,,,,,"ASSIST  by ATWOOD,COLE",,,"ASSIST  by ATWOOD,COLE",2
09:38,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
09:38,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
09:38,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
09:38,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",2
09:38,,,,,"SUB IN by BORDERS,MALACHI",,,"SUB IN by BORDERS,MALACHI",2
09:38,,53,,57 (+4),"GOOD FT by BRYANT,BEAU",WPU 53-57 (-4),,"GOOD FT by BRYANT,BEAU",2
09:14,,,,,"FOUL  by ROUSE,RASHOD",,,"FOUL  by ROUSE,RASHOD",2
09:14,"GOOD FT by GERALD,DUSTIN",54,,57 (+3),,Centre 54-57 (-3),,"GOOD FT by GERALD,DUSTIN",2
09:14,"GOOD FT by GERALD,DUSTIN",55,,57 (+2),,Centre 55-57 (-2),,"GOOD FT by GERALD,DUSTIN",2
08:51,,55,,59 (+4),"GOOD JUMPER by PARTON,TYLER",WPU 55-59 (-4),,"GOOD JUMPER by PARTON,TYLER",2
--,,,,,"ASSIST  by BORDERS,MALACHI",,,"ASSIST  by BORDERS,MALACHI",2
08:35,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
08:35,,,,,"STEAL  by ROUSE,RASHOD",,,"STEAL  by ROUSE,RASHOD",2
08:20,,,,,"TURNOVER  by BRYANT,BEAU",,,"TURNOVER  by BRYANT,BEAU",2
08:20,,,,,"SUB OUT by ROUSE,RASHOD",,,"SUB OUT by ROUSE,RASHOD",2
08:20,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",2
08:14,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
08:14,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
08:14,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
08:03,,,,,"MISS 3PTR by BORDERS,MALACHI",,,"MISS 3PTR by BORDERS,MALACHI",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
07:50,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
07:39,,,,,"FOUL  by PARTON,TYLER",,,"FOUL  by PARTON,TYLER",2
07:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:38,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
07:38,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
07:33,"MISS LAYUP by SMITH,RJ(in the paint)",,,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",2
--,,,,,"REBOUND DEF by BRYANT,BEAU",,,"REBOUND DEF by BRYANT,BEAU",2
07:09,,55,,61 (+6),"GOOD JUMPER by PHILLIPS,GARRETT(in the paint)",WPU 55-61 (-6),,"GOOD JUMPER by PHILLIPS,GARRETT(in the paint)",2
--,,,,,"ASSIST  by ATWOOD,COLE",,,"ASSIST  by ATWOOD,COLE",2
07:06,"GOOD LAYUP by MOORE,CHEZ(in the paint)",57,,61 (+4),,Centre 57-61 (-4),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
06:10,"MISS JUMPER by SMITH,RJ",,,,,,,"MISS JUMPER by SMITH,RJ",2
06:10,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,"REBOUND DEF by BORDERS,MALACHI",,,"REBOUND DEF by BORDERS,MALACHI",2
06:04,,57,,63 (+6),"GOOD LAYUP by BRYANT,BEAU(in the paint)",WPU 57-63 (-6),,"GOOD LAYUP by BRYANT,BEAU(in the paint)",2
--,,,,,"ASSIST  by PHILLIPS,GARRETT",,,"ASSIST  by PHILLIPS,GARRETT",2
06:03,,,,,"SUB OUT by BRYANT,BEAU",,,"SUB OUT by BRYANT,BEAU",2
06:03,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",2
06:03,,,,,"SUB IN by DULIN,MICHAEL",,,"SUB IN by DULIN,MICHAEL",2
06:03,,,,,"SUB IN by BUTLER,DILLON",,,"SUB IN by BUTLER,DILLON",2
05:51,,,,,"SUB OUT by BORDERS,MALACHI",,,"SUB OUT by BORDERS,MALACHI",2
05:51,,,,,"SUB IN by ROUSE,RASHOD",,,"SUB IN by ROUSE,RASHOD",2
05:51,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
05:51,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
05:36,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by ROUSE,RASHOD",,,"REBOUND DEF by ROUSE,RASHOD",2
05:20,,,,,"MISS 3PTR by PARTON,TYLER",,,"MISS 3PTR by PARTON,TYLER",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
05:16,"TURNOVER  by BAUGHMAN,CARTER",,,,,,,"TURNOVER  by BAUGHMAN,CARTER",2
05:01,,,,,"MISS JUMPER by ROUSE,RASHOD",,,"MISS JUMPER by ROUSE,RASHOD",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
04:55,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",59,,63 (+4),,Centre 59-63 (-4),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
04:55,,,,,"FOUL  by PHILLIPS,GARRETT",,,"FOUL  by PHILLIPS,GARRETT",2
04:55,,,,,"SUB OUT by BUTLER,DILLON",,,"SUB OUT by BUTLER,DILLON",2
04:55,,,,,"SUB IN by BRYANT,BEAU",,,"SUB IN by BRYANT,BEAU",2
04:55,"GOOD FT by GERALD,DUSTIN",60,,63 (+3),,Centre 60-63 (-3),,"GOOD FT by GERALD,DUSTIN",2
04:35,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
04:35,,60,,64 (+4),"GOOD FT by PARTON,TYLER",WPU 60-64 (-4),,"GOOD FT by PARTON,TYLER",2
04:35,,,,,"SUB OUT by ROUSE,RASHOD",,,"SUB OUT by ROUSE,RASHOD",2
04:35,,,,,"SUB OUT by DULIN,MICHAEL",,,"SUB OUT by DULIN,MICHAEL",2
04:35,,,,,"SUB IN by BORDERS,MALACHI",,,"SUB IN by BORDERS,MALACHI",2
04:35,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",2
04:35,,60,,65 (+5),"GOOD FT by PARTON,TYLER",WPU 60-65 (-5),,"GOOD FT by PARTON,TYLER",2
04:14,"MISS 3PTR by GERALD,DUSTIN",,,,,,,"MISS 3PTR by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by ATWOOD,COLE",,,"REBOUND DEF by ATWOOD,COLE",2
03:56,,,,,"MISS 3PTR by PARTON,TYLER",,,"MISS 3PTR by PARTON,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:39,,,,,"MISS 3PTR by ATWOOD,COLE",,,"MISS 3PTR by ATWOOD,COLE",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
03:27,"MISS LAYUP by GERALD,DUSTIN(in the paint)",,,,,,,"MISS LAYUP by GERALD,DUSTIN(in the paint)",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
03:22,,,,,"FOUL  by ATWOOD,COLE",,,"FOUL  by ATWOOD,COLE",2
03:22,"GOOD FT by SMITH,RJ",61,,65 (+4),,Centre 61-65 (-4),,"GOOD FT by SMITH,RJ",2
03:22,"GOOD FT by SMITH,RJ",62,,65 (+3),,Centre 62-65 (-3),,"GOOD FT by SMITH,RJ",2
03:03,,,,,"MISS 3PTR by ATWOOD,COLE",,,"MISS 3PTR by ATWOOD,COLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:01,,,,,"FOUL  by BORDERS,MALACHI",,,"FOUL  by BORDERS,MALACHI",2
03:01,"MISS FT by MOORE,CHEZ",,,,,,,"MISS FT by MOORE,CHEZ",2
03:01,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",64,,65 (+1),,Centre 64-65 (-1),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:59,,,,,"MISS JUMPER by PHILLIPS,GARRETT(in the paint)",,,"MISS JUMPER by PHILLIPS,GARRETT(in the paint)",2
--,,,,,"REBOUND OFF by PARTON,TYLER",,,"REBOUND OFF by PARTON,TYLER",2
02:14,,64,,67 (+3),"GOOD LAYUP by PHILLIPS,GARRETT(in the paint)",WPU 64-67 (-3),,"GOOD LAYUP by PHILLIPS,GARRETT(in the paint)",2
--,,,,,"ASSIST  by BRYANT,BEAU",,,"ASSIST  by BRYANT,BEAU",2
01:55,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
01:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:25,,,,,"TURNOVER  by BORDERS,MALACHI",,,"TURNOVER  by BORDERS,MALACHI",2
01:25,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",2
01:21,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
01:21,"TURNOVER  by GERALD,DUSTIN",,,,,,,"TURNOVER  by GERALD,DUSTIN",2
01:15,,,,,"TURNOVER  by PARTON,TYLER",,,"TURNOVER  by PARTON,TYLER",2
01:15,"STEAL  by WILLIAMS,JALEN",,,,,,,"STEAL  by WILLIAMS,JALEN",2
01:15,,,,,"FOUL  by PARTON,TYLER",,,"FOUL  by PARTON,TYLER",2
01:15,"MISS FT by BAUGHMAN,CARTER(fastbreak)",,,,,,,"MISS FT by BAUGHMAN,CARTER(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:15,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
01:15,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
01:15,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",65,,67 (+2),,Centre 65-67 (-2),,"GOOD FT by BAUGHMAN,CARTER(fastbreak)",2
00:50,,,,,"TURNOVER  by BRYANT,BEAU",,,"TURNOVER  by BRYANT,BEAU",2
00:42,"MISS JUMPER by MOORE,CHEZ",,,,,,,"MISS JUMPER by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by BRYANT,BEAU",,,"REBOUND DEF by BRYANT,BEAU",2
00:34,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
00:34,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
00:34,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
00:34,,65,,68 (+3),"GOOD FT by PARTON,TYLER",WPU 65-68 (-3),,"GOOD FT by PARTON,TYLER",2
00:34,,,,,"MISS FT by PARTON,TYLER",,,"MISS FT by PARTON,TYLER",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
00:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:16,"GOOD 3PTR by WILLIAMS,JALEN",68,,68,,Centre 68-68 (0),,"GOOD 3PTR by WILLIAMS,JALEN",2
00:07,,,,,"MISS LAYUP by BRYANT,BEAU(in the paint)",,,"MISS LAYUP by BRYANT,BEAU(in the paint)",2
00:07,"BLOCK  by MOORE,CHEZ",,,,,,,"BLOCK  by MOORE,CHEZ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:07,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
00:07,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
00:00,,,,,"MISS JUMPER by PARTON,TYLER",,,"MISS JUMPER by PARTON,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:00,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",3
05:00,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",3
04:41,"MISS LAYUP by GERALD,DUSTIN(in the paint)",,,,,,,"MISS LAYUP by GERALD,DUSTIN(in the paint)",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
04:35,"MISS LAYUP by GERALD,DUSTIN(in the paint)",,,,,,,"MISS LAYUP by GERALD,DUSTIN(in the paint)",3
04:35,,,,,"BLOCK  by BRYANT,BEAU",,,"BLOCK  by BRYANT,BEAU",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
04:32,"GOOD LAYUP by SMITH,RJ(in the paint)",70 (+2),,68,,Centre 70-68 (+2),,"GOOD LAYUP by SMITH,RJ(in the paint)",3
04:17,,,,,"MISS 3PTR by PHILLIPS,GARRETT",,,"MISS 3PTR by PHILLIPS,GARRETT",3
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",3
03:51,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",72 (+4),,68,,Centre 72-68 (+4),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",3
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",3
03:35,,,,,"MISS 3PTR by ATWOOD,COLE",,,"MISS 3PTR by ATWOOD,COLE",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
03:32,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",3
03:32,,,,,"SUB IN by BUTLER,DILLON",,,"SUB IN by BUTLER,DILLON",3
03:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
03:10,,,,,"FOUL  by BRYANT,BEAU",,,"FOUL  by BRYANT,BEAU",3
03:10,"GOOD FT by GERALD,DUSTIN",73 (+5),,68,,Centre 73-68 (+5),,"GOOD FT by GERALD,DUSTIN",3
03:10,"GOOD FT by GERALD,DUSTIN",74 (+6),,68,,Centre 74-68 (+6),,"GOOD FT by GERALD,DUSTIN",3
02:58,,,,,"MISS LAYUP by BRYANT,BEAU(in the paint)",,,"MISS LAYUP by BRYANT,BEAU(in the paint)",3
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",3
02:31,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",3
--,,,,,"REBOUND DEF by BRYANT,BEAU",,,"REBOUND DEF by BRYANT,BEAU",3
02:28,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",3
02:28,,,,,"SUB OUT by BORDERS,MALACHI",,,"SUB OUT by BORDERS,MALACHI",3
02:28,,,,,"SUB IN by DULIN,MICHAEL",,,"SUB IN by DULIN,MICHAEL",3
02:28,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",3
02:28,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",3
02:28,,74 (+5),,69,"GOOD FT by BRYANT,BEAU(fastbreak)",WPU 74-69 (+5),,"GOOD FT by BRYANT,BEAU(fastbreak)",3
02:28,,74 (+4),,70,"GOOD FT by BRYANT,BEAU(fastbreak)",WPU 74-70 (+4),,"GOOD FT by BRYANT,BEAU(fastbreak)",3
02:07,,,,,"FOUL  by DULIN,MICHAEL",,,"FOUL  by DULIN,MICHAEL",3
02:07,"GOOD FT by SMITH,RJ",75 (+5),,70,,Centre 75-70 (+5),,"GOOD FT by SMITH,RJ",3
02:07,,,,,"SUB OUT by DULIN,MICHAEL",,,"SUB OUT by DULIN,MICHAEL",3
02:07,,,,,"SUB OUT by BUTLER,DILLON",,,"SUB OUT by BUTLER,DILLON",3
