Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
00:01,,,,,"SUB OUT by GERNATT,JONATHAN",,,"SUB OUT by GERNATT,JONATHAN",1
19:43,,,,,"FOUL  by PALMER,BRADY",,,"FOUL  by PALMER,BRADY",2
19:30,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",2
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",2
19:25,"MISS LAYUP by GERALD,DUSTIN",,,,,,,"MISS LAYUP by GERALD,DUSTIN",2
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",2
19:24,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",29,,29,,CENTRE 29-29 (0),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
19:24,,,,,"FOUL  by GERNATT,JONATHAN",,,"FOUL  by GERNATT,JONATHAN",2
19:24,"GOOD FT by GERALD,DUSTIN",30 (+1),,29,,CENTRE 30-29 (+1),,"GOOD FT by GERALD,DUSTIN",2
19:15,,,,,"TURNOVER  by GERNATT,JONATHAN",,,"TURNOVER  by GERNATT,JONATHAN",2
19:14,"STEAL  by BAUGHMAN,CARTER",,,,,,,"STEAL  by BAUGHMAN,CARTER",2
19:13,"MISS LAYUP by BAUGHMAN,CARTER",,,,,,,"MISS LAYUP by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
19:07,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
19:07,,,,,"MISS FT by CRUMLY,WILL",,,"MISS FT by CRUMLY,WILL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:07,,,,,"MISS FT by CRUMLY,WILL",,,"MISS FT by CRUMLY,WILL",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
18:51,"MISS LAYUP by WILLIAMS,JALEN",,,,,,,"MISS LAYUP by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by JONES,MYLES",,,"REBOUND DEF by JONES,MYLES",2
18:42,,,,,"TURNOVER  by GERNATT,JONATHAN",,,"TURNOVER  by GERNATT,JONATHAN",2
18:41,"STEAL  by GERALD,DUSTIN",,,,,,,"STEAL  by GERALD,DUSTIN",2
18:20,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
17:54,,30,,31 (+1),"GOOD LAYUP by GERNATT,JONATHAN(in the paint)",CCM 30-31 (-1),,"GOOD LAYUP by GERNATT,JONATHAN(in the paint)",2
--,,,,,"ASSIST  by CRUMLY,WILL",,,"ASSIST  by CRUMLY,WILL",2
17:34,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,"REBOUND DEF by BARNETTE,CHRIS",,,"REBOUND DEF by BARNETTE,CHRIS",2
17:26,,,,,"MISS 3PTR by GERNATT,JONATHAN",,,"MISS 3PTR by GERNATT,JONATHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:58,"GOOD JUMPER by SMITH,RJ(in the paint)",32 (+1),,31,,CENTRE 32-31 (+1),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
16:41,,,,,"MISS JUMPER by CRUMLY,WILL",,,"MISS JUMPER by CRUMLY,WILL",2
--,,,,,"REBOUND OFF by BARNETTE,CHRIS",,,"REBOUND OFF by BARNETTE,CHRIS",2
16:36,,32,,33 (+1),"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",CCM 32-33 (-1),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
16:11,"GOOD JUMPER by WILLIAMS,JALEN",34 (+1),,33,,CENTRE 34-33 (+1),,"GOOD JUMPER by WILLIAMS,JALEN",2
15:51,,34,,36 (+2),"GOOD 3PTR by JONES,MYLES",CCM 34-36 (-2),,"GOOD 3PTR by JONES,MYLES",2
--,,,,,"ASSIST  by GERNATT,JONATHAN",,,"ASSIST  by GERNATT,JONATHAN",2
15:34,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:32,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
15:32,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
15:32,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
15:32,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
15:32,,,,,"SUB IN by PEARLMAN,LOGAN",,,"SUB IN by PEARLMAN,LOGAN",2
15:32,,,,,"SUB IN by PLATT,DAEVON",,,"SUB IN by PLATT,DAEVON",2
15:32,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
15:32,,,,,"SUB OUT by GERNATT,JONATHAN",,,"SUB OUT by GERNATT,JONATHAN",2
15:25,,,,,"MISS 3PTR by JONES,MYLES",,,"MISS 3PTR by JONES,MYLES",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
15:16,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
15:16,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
15:01,,,,,"MISS 3PTR by PEARLMAN,LOGAN",,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",2
14:40,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
14:40,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
14:40,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
14:23,,,,,"MISS LAYUP by PLATT,DAEVON",,,"MISS LAYUP by PLATT,DAEVON",2
14:23,"BLOCK  by SMITH,RJ",,,,,,,"BLOCK  by SMITH,RJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:15,,,,,"MISS 3PTR by PEARLMAN,LOGAN",,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
13:55,"GOOD LAYUP by MOORE,CHEZ(in the paint)",36,,36,,CENTRE 36-36 (0),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
13:48,,,,,"MISS LAYUP by JONES,MYLES",,,"MISS LAYUP by JONES,MYLES",2
13:48,"BLOCK  by SMITH,RJ",,,,,,,"BLOCK  by SMITH,RJ",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
13:42,,,,,"FOUL  by PLATT,DAEVON",,,"FOUL  by PLATT,DAEVON",2
13:26,"GOOD 3PTR by BANKS,JAXSON",39 (+3),,36,,CENTRE 39-36 (+3),,"GOOD 3PTR by BANKS,JAXSON",2
--,"ASSIST  by SMITH,RJ",,,,,,,"ASSIST  by SMITH,RJ",2
13:07,,,,,"MISS LAYUP by PLATT,DAEVON",,,"MISS LAYUP by PLATT,DAEVON",2
13:07,"BLOCK  by SMITH,RJ",,,,,,,"BLOCK  by SMITH,RJ",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
13:02,"TURNOVER  by BANKS,JAXSON",,,,,,,"TURNOVER  by BANKS,JAXSON",2
13:02,,,,,"STEAL  by PEARLMAN,LOGAN",,,"STEAL  by PEARLMAN,LOGAN",2
13:02,"FOUL  by BANKS,JAXSON",,,,,,,"FOUL  by BANKS,JAXSON",2
13:02,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
13:02,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
13:02,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
13:02,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
13:02,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",2
13:02,,,,,"SUB IN by FITZGERALD,JACKSON",,,"SUB IN by FITZGERALD,JACKSON",2
13:02,,,,,"SUB OUT by PEARLMAN,LOGAN",,,"SUB OUT by PEARLMAN,LOGAN",2
13:02,,,,,"SUB OUT by BARNETTE,CHRIS",,,"SUB OUT by BARNETTE,CHRIS",2
12:48,,39,,39,"GOOD 3PTR by JONES,MYLES",CCM 39-39 (0),,"GOOD 3PTR by JONES,MYLES",2
--,,,,,"ASSIST  by FITZGERALD,JACKSON",,,"ASSIST  by FITZGERALD,JACKSON",2
12:27,"GOOD LAYUP by MOORE,CHEZ(in the paint)",41 (+2),,39,,CENTRE 41-39 (+2),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
12:02,,,,,"MISS LAYUP by JONES,MYLES",,,"MISS LAYUP by JONES,MYLES",2
12:02,"BLOCK  by MOORE,CHEZ",,,,,,,"BLOCK  by MOORE,CHEZ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:02,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
12:02,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
11:55,,41,,42 (+1),"GOOD 3PTR by PLATT,DAEVON",CCM 41-42 (-1),,"GOOD 3PTR by PLATT,DAEVON",2
--,,,,,"ASSIST  by JONES,MYLES",,,"ASSIST  by JONES,MYLES",2
11:37,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",43 (+1),,42,,CENTRE 43-42 (+1),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
11:21,,,,,"MISS LAYUP by CRUMLY,WILL",,,"MISS LAYUP by CRUMLY,WILL",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
11:08,"MISS JUMPER by MOORE,CHEZ",,,,,,,"MISS JUMPER by MOORE,CHEZ",2
11:08,,,,,"BLOCK  by CRUMLY,WILL",,,"BLOCK  by CRUMLY,WILL",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
11:02,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",45 (+3),,42,,CENTRE 45-42 (+3),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",2
10:44,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,,,,,"REBOUND OFF by PLATT,DAEVON",,,"REBOUND OFF by PLATT,DAEVON",2
10:28,,,,,"MISS LAYUP by JONES,MYLES",,,"MISS LAYUP by JONES,MYLES",2
--,,,,,"REBOUND OFF by CRUMLY,WILL",,,"REBOUND OFF by CRUMLY,WILL",2
10:24,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
10:24,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
10:24,,45 (+2),,43,"GOOD FT by CRUMLY,WILL",CCM 45-43 (+2),,"GOOD FT by CRUMLY,WILL",2
10:24,,45 (+1),,44,"GOOD FT by CRUMLY,WILL",CCM 45-44 (+1),,"GOOD FT by CRUMLY,WILL",2
10:24,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",2
10:24,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
10:24,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
10:24,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
10:24,,,,,"SUB IN by KINARD,JESSE",,,"SUB IN by KINARD,JESSE",2
10:24,,,,,"SUB IN by BARNETTE,CHRIS",,,"SUB IN by BARNETTE,CHRIS",2
10:24,,,,,"SUB IN by GERNATT,JONATHAN",,,"SUB IN by GERNATT,JONATHAN",2
10:24,,,,,"SUB OUT by JONES,MYLES",,,"SUB OUT by JONES,MYLES",2
10:24,,,,,"SUB OUT by PLATT,DAEVON",,,"SUB OUT by PLATT,DAEVON",2
10:24,,,,,"SUB OUT by FITZGERALD,JACKSON",,,"SUB OUT by FITZGERALD,JACKSON",2
10:00,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
09:47,,45,,46 (+1),"GOOD LAYUP by CRUMLY,WILL(in the paint)",CCM 45-46 (-1),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
09:29,"MISS JUMPER by SMITH,RJ",,,,,,,"MISS JUMPER by SMITH,RJ",2
--,,,,,"REBOUND DEF by BARNETTE,CHRIS",,,"REBOUND DEF by BARNETTE,CHRIS",2
09:16,,45,,48 (+3),"GOOD JUMPER by CRUMLY,WILL(in the paint)",CCM 45-48 (-3),,"GOOD JUMPER by CRUMLY,WILL(in the paint)",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
08:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
08:59,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
08:59,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
08:59,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",2
08:59,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
08:48,"GOOD 3PTR by BANKS,JAXSON",48,,48,,CENTRE 48-48 (0),,"GOOD 3PTR by BANKS,JAXSON",2
--,"ASSIST  by SMITH,RJ",,,,,,,"ASSIST  by SMITH,RJ",2
08:27,,,,,"MISS 3PTR by KINARD,JESSE",,,"MISS 3PTR by KINARD,JESSE",2
--,"REBOUND DEF by BANKS,JAXSON",,,,,,,"REBOUND DEF by BANKS,JAXSON",2
08:10,,,,,"FOUL  by KINARD,JESSE",,,"FOUL  by KINARD,JESSE",2
08:10,"MISS FT by BANKS,JAXSON",,,,,,,"MISS FT by BANKS,JAXSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:10,"GOOD FT by BANKS,JAXSON",49 (+1),,48,,CENTRE 49-48 (+1),,"GOOD FT by BANKS,JAXSON",2
08:10,,,,,"SUB IN by JONES,MYLES",,,"SUB IN by JONES,MYLES",2
08:10,,,,,"SUB OUT by PALMER,BRADY",,,"SUB OUT by PALMER,BRADY",2
08:01,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
08:01,,49,,49,"GOOD FT by BARNETTE,CHRIS",CCM 49-49 (0),,"GOOD FT by BARNETTE,CHRIS",2
08:01,,,,,"MISS FT by BARNETTE,CHRIS",,,"MISS FT by BARNETTE,CHRIS",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
07:50,,,,,"FOUL  by GERNATT,JONATHAN",,,"FOUL  by GERNATT,JONATHAN",2
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:50,,,,,"SUB IN by PALMER,BRADY",,,"SUB IN by PALMER,BRADY",2
07:50,,,,,"SUB OUT by KINARD,JESSE",,,"SUB OUT by KINARD,JESSE",2
07:45,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",51 (+2),,49,,CENTRE 51-49 (+2),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
07:22,,51,,51,"GOOD LAYUP by JONES,MYLES(in the paint)",CCM 51-51 (0),,"GOOD LAYUP by JONES,MYLES(in the paint)",2
07:22,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
07:22,,51,,52 (+1),"GOOD FT by JONES,MYLES",CCM 51-52 (-1),,"GOOD FT by JONES,MYLES",2
07:22,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
07:22,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
07:08,"MISS JUMPER by BANKS,JAXSON",,,,,,,"MISS JUMPER by BANKS,JAXSON",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
06:42,,51,,55 (+4),"GOOD 3PTR by CRUMLY,WILL",CCM 51-55 (-4),,"GOOD 3PTR by CRUMLY,WILL",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
06:21,"GOOD JUMPER by SMITH,RJ(in the paint)",53,,55 (+2),,CENTRE 53-55 (-2),,"GOOD JUMPER by SMITH,RJ(in the paint)",2
06:04,,53,,57 (+4),"GOOD JUMPER by BARNETTE,CHRIS",CCM 53-57 (-4),,"GOOD JUMPER by BARNETTE,CHRIS",2
05:33,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by CRUMLY,WILL",,,"REBOUND DEF by CRUMLY,WILL",2
05:21,,53,,59 (+6),"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",CCM 53-59 (-6),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
05:20,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:20,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",2
05:20,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
04:55,,,,,"FOUL  by JONES,MYLES",,,"FOUL  by JONES,MYLES",2
04:51,"MISS JUMPER by MOORE,CHEZ",,,,,,,"MISS JUMPER by MOORE,CHEZ",2
--,,,,,"REBOUND DEF by BARNETTE,CHRIS",,,"REBOUND DEF by BARNETTE,CHRIS",2
04:42,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
04:42,,,,,"MISS FT by BARNETTE,CHRIS",,,"MISS FT by BARNETTE,CHRIS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:40,,53,,61 (+8),"GOOD JUMPER by PALMER,BRADY",CCM 53-61 (-8),,"GOOD JUMPER by PALMER,BRADY",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
04:40,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
04:40,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
04:18,,,,,"FOUL  by PALMER,BRADY",,,"FOUL  by PALMER,BRADY",2
04:18,"MISS FT by RING,NOAH",,,,,,,"MISS FT by RING,NOAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:18,"MISS FT by RING,NOAH",,,,,,,"MISS FT by RING,NOAH",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
04:04,,53,,63 (+10),"GOOD LAYUP by CRUMLY,WILL(in the paint)",CCM 53-63 (-10),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
--,,,,,"ASSIST  by PALMER,BRADY",,,"ASSIST  by PALMER,BRADY",2
03:45,"GOOD 3PTR by SMITH,RJ",56,,63 (+7),,CENTRE 56-63 (-7),,"GOOD 3PTR by SMITH,RJ",2
--,"ASSIST  by WILLIAMS,JALEN",,,,,,,"ASSIST  by WILLIAMS,JALEN",2
03:29,,56,,65 (+9),"GOOD LAYUP by CRUMLY,WILL(in the paint)",CCM 56-65 (-9),,"GOOD LAYUP by CRUMLY,WILL(in the paint)",2
--,,,,,"ASSIST  by PALMER,BRADY",,,"ASSIST  by PALMER,BRADY",2
03:13,,,,,"FOUL  by PALMER,BRADY",,,"FOUL  by PALMER,BRADY",2
03:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:13,"MISS FT by RING,NOAH",,,,,,,"MISS FT by RING,NOAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:13,,,,,"SUB IN by FITZGERALD,JACKSON",,,"SUB IN by FITZGERALD,JACKSON",2
03:13,,,,,"SUB OUT by PALMER,BRADY",,,"SUB OUT by PALMER,BRADY",2
03:11,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",2
03:11,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
03:04,,,,,"TURNOVER  by FITZGERALD,JACKSON",,,"TURNOVER  by FITZGERALD,JACKSON",2
03:03,"STEAL  by WILLIAMS,JALEN",,,,,,,"STEAL  by WILLIAMS,JALEN",2
03:00,"MISS LAYUP by WILLIAMS,JALEN",,,,,,,"MISS LAYUP by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by FITZGERALD,JACKSON",,,"REBOUND DEF by FITZGERALD,JACKSON",2
02:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:52,,,,,"SUB IN by PALMER,BRADY",,,"SUB IN by PALMER,BRADY",2
02:52,,,,,"SUB OUT by FITZGERALD,JACKSON",,,"SUB OUT by FITZGERALD,JACKSON",2
02:33,,,,,"MISS JUMPER by BARNETTE,CHRIS",,,"MISS JUMPER by BARNETTE,CHRIS",2
--,,,,,"REBOUND OFF by BARNETTE,CHRIS",,,"REBOUND OFF by BARNETTE,CHRIS",2
02:31,,56,,67 (+11),"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",CCM 56-67 (-11),,"GOOD LAYUP by BARNETTE,CHRIS(in the paint)",2
02:18,"MISS 3PTR by SMITH,RJ",,,,,,,"MISS 3PTR by SMITH,RJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:14,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
02:14,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",2
01:46,,,,,"MISS JUMPER by BARNETTE,CHRIS",,,"MISS JUMPER by BARNETTE,CHRIS",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
01:37,"MISS LAYUP by WILLIAMS,JALEN",,,,,,,"MISS LAYUP by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by PALMER,BRADY",,,"REBOUND DEF by PALMER,BRADY",2
01:27,,56,,69 (+13),"GOOD LAYUP by JONES,MYLES(in the paint)",CCM 56-69 (-13),,"GOOD LAYUP by JONES,MYLES(in the paint)",2
--,,,,,"ASSIST  by BARNETTE,CHRIS",,,"ASSIST  by BARNETTE,CHRIS",2
01:15,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",2
--,"REBOUND OFF by SMITH,RJ",,,,,,,"REBOUND OFF by SMITH,RJ",2
01:05,"GOOD 3PTR by WILLIAMS,JALEN",59,,69 (+10),,CENTRE 59-69 (-10),,"GOOD 3PTR by WILLIAMS,JALEN",2
--,"ASSIST  by SMITH,RJ",,,,,,,"ASSIST  by SMITH,RJ",2
01:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:59,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
00:59,,59,,70 (+11),"GOOD FT by PALMER,BRADY",CCM 59-70 (-11),,"GOOD FT by PALMER,BRADY",2
00:59,,59,,71 (+12),"GOOD FT by PALMER,BRADY",CCM 59-71 (-12),,"GOOD FT by PALMER,BRADY",2
00:59,,,,,"SUB IN by FITZGERALD,JACKSON",,,"SUB IN by FITZGERALD,JACKSON",2
00:59,,,,,"SUB OUT by PALMER,BRADY",,,"SUB OUT by PALMER,BRADY",2
00:53,"GOOD LAYUP by SMITH,RJ(in the paint)",61,,71 (+10),,CENTRE 61-71 (-10),,"GOOD LAYUP by SMITH,RJ(in the paint)",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
00:43,,61,,73 (+12),"GOOD DUNK by CRUMLY,WILL(in the paint)",CCM 61-73 (-12),,"GOOD DUNK by CRUMLY,WILL(in the paint)",2
--,,,,,"ASSIST  by FITZGERALD,JACKSON",,,"ASSIST  by FITZGERALD,JACKSON",2
00:38,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",2
--,,,,,"REBOUND DEF by GERNATT,JONATHAN",,,"REBOUND DEF by GERNATT,JONATHAN",2
00:26,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",2
00:26,,61,,74 (+13),"GOOD FT by BARNETTE,CHRIS",CCM 61-74 (-13),,"GOOD FT by BARNETTE,CHRIS",2
00:26,,,,,"MISS FT by BARNETTE,CHRIS",,,"MISS FT by BARNETTE,CHRIS",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
00:26,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
00:26,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",2
00:26,,,,,"SUB IN by PEARLMAN,LOGAN",,,"SUB IN by PEARLMAN,LOGAN",2
00:26,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
00:20,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
00:19,,,,,"STEAL  by GERNATT,JONATHAN",,,"STEAL  by GERNATT,JONATHAN",2
