,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,19:52,"TURNOVER  by ROBERTSON,JALEN",,,,,,,"TURNOVER  by ROBERTSON,JALEN",1,turnover,,cincinnati christian col.,"robertson,jalen",,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1192.0,centre,1,0,0.0,1
1,1,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,19:50,,,,,"STEAL  by AYERS,PERRY",,,"STEAL  by AYERS,PERRY",1,steal,,centre,,,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1190.0,centre,1,0,0.0,0
2,2,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,19:48,,,,,"MISS LAYUP by BATES,JACOB",,,"MISS LAYUP by BATES,JACOB",1,layup,missed,centre,"bates,jacob",,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1188.0,centre,1,0,0.0,0
3,3,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,--,"REBOUND DEF by BROWN,KOBE",,,,,,,"REBOUND DEF by BROWN,KOBE",1,defensive rebound,,cincinnati christian col.,"brown,kobe",,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",,centre,1,0,0.0,0
4,4,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,19:28,"GOOD 3PTR by ABEL,TIM",3.0,,0.0,,CINCINNA 3-0 (-3),,"GOOD 3PTR by ABEL,TIM",1,three pointer,good,cincinnati christian col.,"abel,tim",3.0,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1168.0,cincinnati christian col.,2,0,0.0,1
5,5,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,--,"ASSIST  by ROBERTSON,JALEN",3.0,,0.0,,,,"ASSIST  by ROBERTSON,JALEN",1,assist,,cincinnati christian col.,"robertson,jalen",,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",,cincinnati christian col.,2,0,0.0,0
6,6,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,18:58,,3.0,,2.0,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE 3-2 (-1),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1,layup,good,centre,"ayers,perry",2.0,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1138.0,cincinnati christian col.,2,0,0.0,0
7,7,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,18:37,"TURNOVER  by WALSMAN,BLAKE",3.0,,2.0,,,,"TURNOVER  by WALSMAN,BLAKE",1,turnover,,cincinnati christian col.,"walsman,blake",,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1117.0,cincinnati christian col.,2,0,0.0,0
8,8,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,18:35,,3.0,,2.0,"STEAL  by SINE,TUCKER",,,"STEAL  by SINE,TUCKER",1,steal,,centre,,,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1115.0,cincinnati christian col.,2,0,0.0,0
9,9,3450,Centre,Cincinnati Christian Col.,0,79-96,"47,49","43,36",3-0,3-4,,,11/23/18,7:00 PM,,"Anderson Ath Center, Kalamazoo, MI",Win,2,False,,False,18:30,,3.0,,2.0,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",1,three pointer,missed,centre,"rakes,bailey",,"['walsman,blake', 'mcqueen,brandon', 'abel,tim', 'brown,kobe', 'robertson,jalen']","['walker,art', 'sine,tucker', 'ayers,perry', 'bates,jacob', 'rakes,bailey']",1110.0,centre,3,0,0.0,1
