Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
18:49,"TURNOVER  by MUHAMMAD,AQUIL",,,,,,,"TURNOVER  by MUHAMMAD,AQUIL",2
18:28,,,,,"TURNOVER  by NOTLEY,CHANDLER",,,"TURNOVER  by NOTLEY,CHANDLER",2
18:27,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
18:16,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",30 (+1),,29,,RHO 30-29 (-1),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",2
18:04,,,,,"TURNOVER  by STEELE,AARON",,,"TURNOVER  by STEELE,AARON",2
18:03,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",2
18:01,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
18:01,"MISS FT by BUTTS,KEYSHAWN",,,,,,,"MISS FT by BUTTS,KEYSHAWN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:01,"MISS FT by BUTTS,KEYSHAWN",,,,,,,"MISS FT by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
18:01,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
18:01,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
18:01,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
18:01,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
18:01,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
18:01,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
18:01,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",2
18:01,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
18:01,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
18:01,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
17:49,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
17:49,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",2
17:35,"GOOD LAYUP by GEE,TYLER(in the paint)",32 (+3),,29,,RHO 32-29 (-3),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
17:16,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
17:16,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
17:16,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
17:01,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",2
17:00,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
16:50,"GOOD JUMPER by DARST,DANIEL",34 (+5),,29,,RHO 34-29 (-5),,"GOOD JUMPER by DARST,DANIEL",2
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",2
16:27,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
16:26,"STEAL  by MUHAMMAD,AQUIL",,,,,,,"STEAL  by MUHAMMAD,AQUIL",2
16:14,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",36 (+7),,29,,RHO 36-29 (-7),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
16:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:07,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
16:07,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:07,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
15:49,"FOUL  by MUHAMMAD,AQUIL",,,,,,,"FOUL  by MUHAMMAD,AQUIL",2
15:49,,36 (+6),,30,"GOOD FT by OGLE,JOHN",HC 36-30 (-6),,"GOOD FT by OGLE,JOHN",2
15:49,,36 (+5),,31,"GOOD FT by OGLE,JOHN",HC 36-31 (-5),,"GOOD FT by OGLE,JOHN",2
15:49,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
15:49,"SUB OUT by MUHAMMAD,AQUIL",,,,,,,"SUB OUT by MUHAMMAD,AQUIL",2
15:49,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
15:49,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
15:25,"MISS JUMPER by LOWRIE,ANDREW",,,,,,,"MISS JUMPER by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by BARRETT,JORDAN",,,"REBOUND DEF by BARRETT,JORDAN",2
15:07,,36 (+2),,34,"GOOD 3PTR by SMITH,PRESTON",HC 36-34 (-2),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
14:51,"MISS LAYUP by GALVIN,DANIEL",,,,,,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
14:47,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
14:41,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
14:40,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
14:37,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",38 (+4),,34,,RHO 38-34 (-4),,"GOOD LAYUP by GALVIN,DANIEL(fastbreak)(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
14:19,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
14:15,,38 (+2),,36,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 38-36 (-2),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
13:58,"GOOD 3PTR by LOWRIE,ANDREW",41 (+5),,36,,RHO 41-36 (-5),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
13:40,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",2
13:40,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
13:40,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
13:40,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
13:40,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
13:40,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
13:26,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
13:26,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
13:15,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",43 (+7),,36,,RHO 43-36 (-7),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",2
12:56,,43 (+4),,39,"GOOD 3PTR by BATCHELOR,BRYCE",HC 43-39 (-4),,"GOOD 3PTR by BATCHELOR,BRYCE",2
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
12:43,,,,,"FOUL  by BARRETT,JORDAN",,,"FOUL  by BARRETT,JORDAN",2
12:43,"GOOD FT by BUTTS,KEYSHAWN",44 (+5),,39,,RHO 44-39 (-5),,"GOOD FT by BUTTS,KEYSHAWN",2
12:43,"MISS FT by BUTTS,KEYSHAWN",,,,,,,"MISS FT by BUTTS,KEYSHAWN",2
--,"REBOUND OFF by MUHAMMAD,AQUIL",,,,,,,"REBOUND OFF by MUHAMMAD,AQUIL",2
12:43,"SUB IN by MUHAMMAD,AQUIL",,,,,,,"SUB IN by MUHAMMAD,AQUIL",2
12:43,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
12:43,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
12:43,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
12:36,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
12:33,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
12:22,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
12:09,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
11:53,,44 (+2),,42,"GOOD 3PTR by SMITH,PRESTON",HC 44-42 (-2),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
11:52,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
11:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:52,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by OGLE,JOHN",,,"REBOUND OFF by OGLE,JOHN",2
11:52,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:52,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
11:52,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
11:43,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
11:15,"MISS LAYUP by HARRISON,IAN",,,,,,,"MISS LAYUP by HARRISON,IAN",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
11:05,,,,,"MISS LAYUP by BATCHELOR,BRYCE",,,"MISS LAYUP by BATCHELOR,BRYCE",2
11:05,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",2
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",2
11:00,,,,,"MISS LAYUP by BATCHELOR,BRYCE",,,"MISS LAYUP by BATCHELOR,BRYCE",2
11:00,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
10:43,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
10:42,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
10:29,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
10:29,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",2
--,"REBOUND DEF by MUHAMMAD,AQUIL",,,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",2
10:21,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",2
10:21,"SUB IN by GALVIN,DANIEL",,,,,,,"SUB IN by GALVIN,DANIEL",2
10:21,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
10:11,,,,,"MISS LAYUP by BATCHELOR,BRYCE",,,"MISS LAYUP by BATCHELOR,BRYCE",2
--,"REBOUND DEF by GALVIN,DANIEL",,,,,,,"REBOUND DEF by GALVIN,DANIEL",2
09:41,"TURNOVER  by GALVIN,DANIEL",,,,,,,"TURNOVER  by GALVIN,DANIEL",2
09:28,,44,,44,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",HC 44-44 (0),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
09:15,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
08:55,,44,,46 (+2),"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",HC 44-46 (+2),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
08:28,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",46,,46,,RHO 46-46 (0),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
08:15,,46,,48 (+2),"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 46-48 (+2),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
07:51,"MISS 3PTR by WEIR,JJ",,,,,,,"MISS 3PTR by WEIR,JJ",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
07:36,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by MUHAMMAD,AQUIL",,,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",2
07:29,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
07:29,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:29,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
07:29,"SUB OUT by MUHAMMAD,AQUIL",,,,,,,"SUB OUT by MUHAMMAD,AQUIL",2
07:29,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
07:12,,,,,"MISS LAYUP by GARRETT,TRAVIS",,,"MISS LAYUP by GARRETT,TRAVIS",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
06:52,"MISS JUMPER by WEIR,JJ",,,,,,,"MISS JUMPER by WEIR,JJ",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
06:27,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
06:27,,46,,49 (+3),"GOOD FT by SMITH,PRESTON",HC 46-49 (+3),,"GOOD FT by SMITH,PRESTON",2
06:27,,46,,50 (+4),"GOOD FT by SMITH,PRESTON",HC 46-50 (+4),,"GOOD FT by SMITH,PRESTON",2
06:27,"SUB IN by MUHAMMAD,AQUIL",,,,,,,"SUB IN by MUHAMMAD,AQUIL",2
06:27,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
06:27,"SUB OUT by GALVIN,DANIEL",,,,,,,"SUB OUT by GALVIN,DANIEL",2
06:27,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
06:27,,,,,"SUB IN by MURPHEY,LUKE",,,"SUB IN by MURPHEY,LUKE",2
06:27,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
06:13,"GOOD 3PTR by LOWRIE,ANDREW",49,,50 (+1),,RHO 49-50 (+1),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
05:41,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND OFF by MURPHEY,LUKE",,,"REBOUND OFF by MURPHEY,LUKE",2
05:36,,,,,"TURNOVER  by MURPHEY,LUKE",,,"TURNOVER  by MURPHEY,LUKE",2
05:35,"STEAL  by LOWRIE,ANDREW",,,,,,,"STEAL  by LOWRIE,ANDREW",2
05:27,"GOOD 3PTR by BUTTS,KEYSHAWN",52 (+2),,50,,RHO 52-50 (-2),,"GOOD 3PTR by BUTTS,KEYSHAWN",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
05:05,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
04:51,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",54 (+4),,50,,RHO 54-50 (-4),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
04:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:32,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",2
04:24,"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",56 (+6),,50,,RHO 56-50 (-6),,"GOOD JUMPER by LOWRIE,ANDREW(in the paint)",2
04:07,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
04:07,,,,,"MISS FT by NIKOLOVSKI,DREW",,,"MISS FT by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by MUHAMMAD,AQUIL",,,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",2
04:07,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
04:07,,,,,"SUB OUT by MURPHEY,LUKE",,,"SUB OUT by MURPHEY,LUKE",2
03:55,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
03:38,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
03:38,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
03:38,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
03:38,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",2
03:38,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
03:18,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
03:03,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
03:02,"STEAL  by LOWRIE,ANDREW",,,,,,,"STEAL  by LOWRIE,ANDREW",2
02:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:37,"MISS LAYUP by MUHAMMAD,AQUIL",,,,,,,"MISS LAYUP by MUHAMMAD,AQUIL",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
02:18,,56 (+4),,52,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 56-52 (-4),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
02:18,"FOUL  by MUHAMMAD,AQUIL",,,,,,,"FOUL  by MUHAMMAD,AQUIL",2
02:18,,56 (+3),,53,"GOOD FT by LITTLEFIELD,GEAREN",HC 56-53 (-3),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:57,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",2
01:55,"MISS TIPIN by GEE,TYLER",,,,,,,"MISS TIPIN by GEE,TYLER",2
--,"REBOUND OFF by MUHAMMAD,AQUIL",,,,,,,"REBOUND OFF by MUHAMMAD,AQUIL",2
01:51,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",58 (+5),,53,,RHO 58-53 (-5),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",2
01:51,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
01:51,"MISS FT by MUHAMMAD,AQUIL",,,,,,,"MISS FT by MUHAMMAD,AQUIL",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
01:35,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
01:35,,58 (+4),,54,"GOOD FT by OGLE,JOHN",HC 58-54 (-4),,"GOOD FT by OGLE,JOHN",2
01:35,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",2
--,"REBOUND DEF by MUHAMMAD,AQUIL",,,,,,,"REBOUND DEF by MUHAMMAD,AQUIL",2
01:35,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
01:35,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
01:35,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
01:35,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
01:09,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
01:01,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
01:01,,58 (+3),,55,"GOOD FT by SMITH,PRESTON",HC 58-55 (-3),,"GOOD FT by SMITH,PRESTON",2
01:01,,58 (+2),,56,"GOOD FT by SMITH,PRESTON",HC 58-56 (-2),,"GOOD FT by SMITH,PRESTON",2
00:48,"MISS LAYUP by LOWRIE,ANDREW",,,,,,,"MISS LAYUP by LOWRIE,ANDREW",2
--,"REBOUND OFF by MUHAMMAD,AQUIL",,,,,,,"REBOUND OFF by MUHAMMAD,AQUIL",2
00:46,"GOOD 3PTR by WEIR,JJ",61 (+5),,56,,RHO 61-56 (-5),,"GOOD 3PTR by WEIR,JJ",2
--,"ASSIST  by MUHAMMAD,AQUIL",,,,,,,"ASSIST  by MUHAMMAD,AQUIL",2
00:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:40,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
00:40,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
00:27,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
00:27,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:27,,,,,"MISS FT by GARRETT,TRAVIS",,,"MISS FT by GARRETT,TRAVIS",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
00:27,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
00:27,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
00:25,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
00:25,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
00:25,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
00:25,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
00:25,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
00:25,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
00:21,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",2
00:15,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
00:15,,61 (+4),,57,"GOOD FT by BATCHELOR,BRYCE",HC 61-57 (-4),,"GOOD FT by BATCHELOR,BRYCE",2
00:15,,61 (+3),,58,"GOOD FT by BATCHELOR,BRYCE",HC 61-58 (-3),,"GOOD FT by BATCHELOR,BRYCE",2
00:13,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
00:11,"GOOD FT by SULLIVAN,BRENNAN",62 (+4),,58,,RHO 62-58 (-4),,"GOOD FT by SULLIVAN,BRENNAN",2
00:11,"MISS FT by SULLIVAN,BRENNAN",,,,,,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
00:06,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
00:06,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:06,,62 (+3),,59,"GOOD FT by SMITH,PRESTON",HC 62-59 (-3),,"GOOD FT by SMITH,PRESTON",2
00:06,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,"REBOUND DEF by BUTTS,KEYSHAWN",,,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",2
