Time Remaining,UTD,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by OGUNFEITMI,DAPO",,,,,,,"REBOUND DEF by OGUNFEITMI,DAPO",1
16:00,"TURNOVER  by KEOGH,REAGAN",,,,,,,"TURNOVER  by KEOGH,REAGAN",1
16:00,"FOUL  by KEOGH,REAGAN",,,,,,,"FOUL  by KEOGH,REAGAN",1
16:00,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",1
16:00,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
15:49,,7 (+2),,5,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",HC 7-5 (-2),,"GOOD LAYUP by BARRETT,JORDAN(in the paint)",1
15:36,"GOOD 3PTR by OGUNFEITMI,DAPO",10 (+5),,5,,UTD 10-5 (-5),,"GOOD 3PTR by OGUNFEITMI,DAPO",1
--,"ASSIST  by KEOGH,REAGAN",,,,,,,"ASSIST  by KEOGH,REAGAN",1
15:11,,10 (+3),,7,"GOOD JUMPER by NIKOLOVSKI,DREW",HC 10-7 (-3),,"GOOD JUMPER by NIKOLOVSKI,DREW",1
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",1
14:58,"GOOD 3PTR by COULTER,KYLE",13 (+6),,7,,UTD 13-7 (-6),,"GOOD 3PTR by COULTER,KYLE",1
--,"ASSIST  by HATCHER,JON",,,,,,,"ASSIST  by HATCHER,JON",1
14:39,,13 (+4),,9,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 13-9 (-4),,"GOOD LAYUP by OGLE,JOHN(in the paint)",1
14:14,"MISS 3PTR by HATCHER,JON",,,,,,,"MISS 3PTR by HATCHER,JON",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
13:41,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",1
--,"REBOUND DEF by COULTER,KYLE",,,,,,,"REBOUND DEF by COULTER,KYLE",1
13:35,"TURNOVER  by BANKS,CALEB",,,,,,,"TURNOVER  by BANKS,CALEB",1
13:35,"SUB IN by HILL,NOAH",,,,,,,"SUB IN by HILL,NOAH",1
13:35,"SUB OUT by BANKS,CALEB",,,,,,,"SUB OUT by BANKS,CALEB",1
13:35,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",1
13:35,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
13:35,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
13:35,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
13:35,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
13:35,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
13:35,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",1
13:28,,,,,"MISS JUMPER by NOTLEY,CHANDLER",,,"MISS JUMPER by NOTLEY,CHANDLER",1
--,"REBOUND DEF by COULTER,KYLE",,,,,,,"REBOUND DEF by COULTER,KYLE",1
13:10,"MISS LAYUP by CUMMINGS,REED",,,,,,,"MISS LAYUP by CUMMINGS,REED",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
13:05,"SUB IN by CUMMINGS,REED",,,,,,,"SUB IN by CUMMINGS,REED",1
12:49,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",1
12:49,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
12:35,"GOOD LAYUP by COULTER,KYLE(in the paint)",15 (+6),,9,,UTD 15-9 (-6),,"GOOD LAYUP by COULTER,KYLE(in the paint)",1
--,"ASSIST  by HILL,NOAH",,,,,,,"ASSIST  by HILL,NOAH",1
12:25,"FOUL  by HILL,NOAH",,,,,,,"FOUL  by HILL,NOAH",1
12:15,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND OFF by NOTLEY,CHANDLER",,,"REBOUND OFF by NOTLEY,CHANDLER",1
12:08,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",1
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",1
11:51,"MISS 3PTR by OGUNFEITMI,DAPO",,,,,,,"MISS 3PTR by OGUNFEITMI,DAPO",1
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",1
11:30,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",1
11:18,"GOOD LAYUP by CUMMINGS,REED(in the paint)",17 (+8),,9,,UTD 17-9 (-8),,"GOOD LAYUP by CUMMINGS,REED(in the paint)",1
--,"ASSIST  by OGUNFEITMI,DAPO",,,,,,,"ASSIST  by OGUNFEITMI,DAPO",1
10:58,,,,,"TURNOVER  by NOTLEY,CHANDLER",,,"TURNOVER  by NOTLEY,CHANDLER",1
10:58,"SUB IN by RIEMENSCHNEIDER,MAX",,,,,,,"SUB IN by RIEMENSCHNEIDER,MAX",1
10:58,"SUB IN by BANKS,CALEB",,,,,,,"SUB IN by BANKS,CALEB",1
10:58,"SUB IN by DAVIS,CHASE",,,,,,,"SUB IN by DAVIS,CHASE",1
10:58,"SUB OUT by OGUNFEITMI,DAPO",,,,,,,"SUB OUT by OGUNFEITMI,DAPO",1
10:58,"SUB OUT by CUMMINGS,REED",,,,,,,"SUB OUT by CUMMINGS,REED",1
10:58,"SUB OUT by COULTER,KYLE",,,,,,,"SUB OUT by COULTER,KYLE",1
10:58,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
10:58,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
10:58,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",1
10:58,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",1
10:43,"TURNOVER  by CUMMINGS,REED",,,,,,,"TURNOVER  by CUMMINGS,REED",1
10:43,"FOUL  by CUMMINGS,REED",,,,,,,"FOUL  by CUMMINGS,REED",1
10:30,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,"REBOUND DEF by HILL,NOAH",,,,,,,"REBOUND DEF by HILL,NOAH",1
10:16,"GOOD 3PTR by BANKS,CALEB",20 (+11),,9,,UTD 20-9 (-11),,"GOOD 3PTR by BANKS,CALEB",1
--,"ASSIST  by HILL,NOAH",,,,,,,"ASSIST  by HILL,NOAH",1
09:58,,20 (+9),,11,"GOOD JUMPER by STEELE,AARON",HC 20-11 (-9),,"GOOD JUMPER by STEELE,AARON",1
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",1
09:32,"GOOD LAYUP by CUMMINGS,REED(in the paint)",22 (+11),,11,,UTD 22-11 (-11),,"GOOD LAYUP by CUMMINGS,REED(in the paint)",1
--,"ASSIST  by RIEMENSCHNEIDER,MAX",,,,,,,"ASSIST  by RIEMENSCHNEIDER,MAX",1
09:12,,22 (+9),,13,"GOOD LAYUP by SMITH,PRESTON(in the paint)",HC 22-13 (-9),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",1
09:12,"FOUL  by BANKS,CALEB",,,,,,,"FOUL  by BANKS,CALEB",1
09:12,,22 (+8),,14,"GOOD FT by SMITH,PRESTON",HC 22-14 (-8),,"GOOD FT by SMITH,PRESTON",1
09:12,"SUB IN by KEOGH,REAGAN",,,,,,,"SUB IN by KEOGH,REAGAN",1
09:12,"SUB OUT by HATCHER,JON",,,,,,,"SUB OUT by HATCHER,JON",1
09:12,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",1
09:12,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",1
08:58,"MISS 3PTR by DAVIS,CHASE",,,,,,,"MISS 3PTR by DAVIS,CHASE",1
--,"REBOUND OFF by KEOGH,REAGAN",,,,,,,"REBOUND OFF by KEOGH,REAGAN",1
08:47,"TURNOVER  by RIEMENSCHNEIDER,MAX",,,,,,,"TURNOVER  by RIEMENSCHNEIDER,MAX",1
08:37,,22 (+6),,16,"GOOD LAYUP by SMITH,PRESTON(in the paint)",HC 22-16 (-6),,"GOOD LAYUP by SMITH,PRESTON(in the paint)",1
--,,,,,"ASSIST  by BATCHELOR,BRYCE",,,"ASSIST  by BATCHELOR,BRYCE",1
08:23,"MISS 3PTR by RIEMENSCHNEIDER,MAX",,,,,,,"MISS 3PTR by RIEMENSCHNEIDER,MAX",1
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
08:09,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
--,"REBOUND DEF by DAVIS,CHASE",,,,,,,"REBOUND DEF by DAVIS,CHASE",1
07:58,"MISS JUMPER by DAVIS,CHASE",,,,,,,"MISS JUMPER by DAVIS,CHASE",1
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",1
07:35,,,,,"MISS JUMPER by STEELE,AARON",,,"MISS JUMPER by STEELE,AARON",1
--,"REBOUND DEF by BANKS,CALEB",,,,,,,"REBOUND DEF by BANKS,CALEB",1
07:30,"GOOD LAYUP by BANKS,CALEB(fastbreak)(in the paint)",24 (+8),,16,,UTD 24-16 (-8),,"GOOD LAYUP by BANKS,CALEB(fastbreak)(in the paint)",1
07:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:20,"SUB IN by HATCHER,JON",,,,,,,"SUB IN by HATCHER,JON",1
07:20,"SUB IN by COULTER,KYLE",,,,,,,"SUB IN by COULTER,KYLE",1
07:20,"SUB IN by OGUNFEITMI,DAPO",,,,,,,"SUB IN by OGUNFEITMI,DAPO",1
07:20,"SUB OUT by HILL,NOAH",,,,,,,"SUB OUT by HILL,NOAH",1
07:20,"SUB OUT by RIEMENSCHNEIDER,MAX",,,,,,,"SUB OUT by RIEMENSCHNEIDER,MAX",1
07:20,"SUB OUT by DAVIS,CHASE",,,,,,,"SUB OUT by DAVIS,CHASE",1
07:20,,,,,"SUB IN by BARRETT,JORDAN",,,"SUB IN by BARRETT,JORDAN",1
07:20,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
07:11,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",1
07:07,,,,,"MISS JUMPER by BATCHELOR,BRYCE",,,"MISS JUMPER by BATCHELOR,BRYCE",1
07:07,"BLOCK  by COULTER,KYLE",,,,,,,"BLOCK  by COULTER,KYLE",1
--,"REBOUND DEF by BANKS,CALEB",,,,,,,"REBOUND DEF by BANKS,CALEB",1
06:59,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",1
06:59,"GOOD FT by HATCHER,JON",25 (+9),,16,,UTD 25-16 (-9),,"GOOD FT by HATCHER,JON",1
06:59,"GOOD FT by HATCHER,JON",26 (+10),,16,,UTD 26-16 (-10),,"GOOD FT by HATCHER,JON",1
06:59,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",1
06:59,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
06:39,,,,,"MISS JUMPER by SMITH,PRESTON",,,"MISS JUMPER by SMITH,PRESTON",1
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",1
06:22,"GOOD JUMPER by BANKS,CALEB",28 (+12),,16,,UTD 28-16 (-12),,"GOOD JUMPER by BANKS,CALEB",1
--,"ASSIST  by KEOGH,REAGAN",,,,,,,"ASSIST  by KEOGH,REAGAN",1
05:56,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by COULTER,KYLE",,,,,,,"REBOUND DEF by COULTER,KYLE",1
05:36,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",1
05:36,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
05:36,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
05:36,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
05:36,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
05:27,"GOOD LAYUP by COULTER,KYLE(in the paint)",30 (+14),,16,,UTD 30-16 (-14),,"GOOD LAYUP by COULTER,KYLE(in the paint)",1
--,"ASSIST  by KEOGH,REAGAN",,,,,,,"ASSIST  by KEOGH,REAGAN",1
05:04,,,,,"MISS LAYUP by STEELE,AARON",,,"MISS LAYUP by STEELE,AARON",1
--,"REBOUND DEF by COULTER,KYLE",,,,,,,"REBOUND DEF by COULTER,KYLE",1
04:46,"MISS 3PTR by HATCHER,JON",,,,,,,"MISS 3PTR by HATCHER,JON",1
--,,,,,"REBOUND DEF by BARRETT,JORDAN",,,"REBOUND DEF by BARRETT,JORDAN",1
04:35,,30 (+11),,19,"GOOD 3PTR by BATCHELOR,BRYCE",HC 30-19 (-11),,"GOOD 3PTR by BATCHELOR,BRYCE",1
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",1
04:16,"TURNOVER  by KEOGH,REAGAN",,,,,,,"TURNOVER  by KEOGH,REAGAN",1
04:16,"FOUL  by KEOGH,REAGAN",,,,,,,"FOUL  by KEOGH,REAGAN",1
04:16,"SUB IN by CUMMINGS,REED",,,,,,,"SUB IN by CUMMINGS,REED",1
04:16,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",1
04:08,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",1
04:08,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",1
04:08,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",1
04:08,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",1
03:48,"MISS 3PTR by OGUNFEITMI,DAPO",,,,,,,"MISS 3PTR by OGUNFEITMI,DAPO",1
--,"REBOUND OFF by CUMMINGS,REED",,,,,,,"REBOUND OFF by CUMMINGS,REED",1
03:43,"GOOD LAYUP by CUMMINGS,REED(in the paint)",32 (+13),,19,,UTD 32-19 (-13),,"GOOD LAYUP by CUMMINGS,REED(in the paint)",1
03:43,,,,,"FOUL  by NOTLEY,CHANDLER",,,"FOUL  by NOTLEY,CHANDLER",1
03:43,"GOOD FT by CUMMINGS,REED",33 (+14),,19,,UTD 33-19 (-14),,"GOOD FT by CUMMINGS,REED",1
03:18,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",1
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",1
03:02,"TURNOVER  by OGUNFEITMI,DAPO",,,,,,,"TURNOVER  by OGUNFEITMI,DAPO",1
02:48,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",1
02:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
02:34,"MISS 3PTR by BANKS,CALEB",,,,,,,"MISS 3PTR by BANKS,CALEB",1
--,"REBOUND OFF by CUMMINGS,REED",,,,,,,"REBOUND OFF by CUMMINGS,REED",1
02:28,"GOOD LAYUP by CUMMINGS,REED(in the paint)",35 (+16),,19,,UTD 35-19 (-16),,"GOOD LAYUP by CUMMINGS,REED(in the paint)",1
02:08,"FOUL  by COULTER,KYLE",,,,,,,"FOUL  by COULTER,KYLE",1
02:08,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",1
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",1
02:08,"SUB IN by DAVIS,CHASE",,,,,,,"SUB IN by DAVIS,CHASE",1
02:08,"SUB OUT by COULTER,KYLE",,,,,,,"SUB OUT by COULTER,KYLE",1
02:08,,,,,"SUB IN by MURPHEY,LUKE",,,"SUB IN by MURPHEY,LUKE",1
02:08,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",1
01:52,"GOOD 3PTR by HATCHER,JON",38 (+19),,19,,UTD 38-19 (-19),,"GOOD 3PTR by HATCHER,JON",1
--,"ASSIST  by CUMMINGS,REED",,,,,,,"ASSIST  by CUMMINGS,REED",1
01:33,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",1
01:32,"STEAL  by HATCHER,JON",,,,,,,"STEAL  by HATCHER,JON",1
01:30,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
01:30,"GOOD FT by HATCHER,JON",39 (+20),,19,,UTD 39-19 (-20),,"GOOD FT by HATCHER,JON",1
01:30,"GOOD FT by HATCHER,JON",40 (+21),,19,,UTD 40-19 (-21),,"GOOD FT by HATCHER,JON",1
01:30,"SUB IN by BRAY,KAILIN",,,,,,,"SUB IN by BRAY,KAILIN",1
01:30,"SUB IN by HILL,NOAH",,,,,,,"SUB IN by HILL,NOAH",1
01:30,"SUB OUT by CUMMINGS,REED",,,,,,,"SUB OUT by CUMMINGS,REED",1
01:30,"SUB OUT by BANKS,CALEB",,,,,,,"SUB OUT by BANKS,CALEB",1
01:30,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",1
01:30,,,,,"SUB IN by BAKER,BRUCE",,,"SUB IN by BAKER,BRUCE",1
01:30,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
01:30,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",1
01:30,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
01:30,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
01:10,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",1
--,"REBOUND DEF by BRAY,KAILIN",,,,,,,"REBOUND DEF by BRAY,KAILIN",1
00:53,"MISS 3PTR by HILL,NOAH",,,,,,,"MISS 3PTR by HILL,NOAH",1
--,"REBOUND OFF by OGUNFEITMI,DAPO",,,,,,,"REBOUND OFF by OGUNFEITMI,DAPO",1
00:49,"MISS TIPIN by OGUNFEITMI,DAPO",,,,,,,"MISS TIPIN by OGUNFEITMI,DAPO",1
--,,,,,"REBOUND DEF by MURPHEY,LUKE",,,"REBOUND DEF by MURPHEY,LUKE",1
00:49,"FOUL  by HATCHER,JON",,,,,,,"FOUL  by HATCHER,JON",1
00:49,,40 (+20),,20,"GOOD FT by MURPHEY,LUKE",HC 40-20 (-20),,"GOOD FT by MURPHEY,LUKE",1
00:49,,40 (+19),,21,"GOOD FT by MURPHEY,LUKE",HC 40-21 (-19),,"GOOD FT by MURPHEY,LUKE",1
00:49,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:41,"GOOD 3PTR by OGUNFEITMI,DAPO",43 (+22),,21,,UTD 43-21 (-22),,"GOOD 3PTR by OGUNFEITMI,DAPO",1
--,"ASSIST  by DAVIS,CHASE",,,,,,,"ASSIST  by DAVIS,CHASE",1
00:23,,43 (+19),,24,"GOOD 3PTR by OGLE,JOHN",HC 43-24 (-19),,"GOOD 3PTR by OGLE,JOHN",1
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",1
00:06,"MISS 3PTR by HATCHER,JON",,,,,,,"MISS 3PTR by HATCHER,JON",1
--,,,,,"REBOUND DEF by PARKER,BRYCE",,,"REBOUND DEF by PARKER,BRYCE",1
19:46,,,,,"TURNOVER  by BARRETT,JORDAN",,,"TURNOVER  by BARRETT,JORDAN",2
19:46,"STEAL  by BANKS,CALEB",,,,,,,"STEAL  by BANKS,CALEB",2
19:43,"GOOD LAYUP by HATCHER,JON(fastbreak)(in the paint)",45 (+21),,24,,UTD 45-24 (-21),,"GOOD LAYUP by HATCHER,JON(fastbreak)(in the paint)",2
--,"ASSIST  by BANKS,CALEB",,,,,,,"ASSIST  by BANKS,CALEB",2
19:24,,45 (+18),,27,"GOOD 3PTR by SMITH,PRESTON",HC 45-27 (-18),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
19:03,"MISS JUMPER by COULTER,KYLE",,,,,,,"MISS JUMPER by COULTER,KYLE",2
--,"REBOUND OFF by KEOGH,REAGAN",,,,,,,"REBOUND OFF by KEOGH,REAGAN",2
19:00,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",47 (+20),,27,,UTD 47-27 (-20),,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",2
18:44,,47 (+18),,29,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 47-29 (-18),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by BARRETT,JORDAN",,,"ASSIST  by BARRETT,JORDAN",2
18:25,"TURNOVER  by KEOGH,REAGAN",,,,,,,"TURNOVER  by KEOGH,REAGAN",2
18:14,,,,,"MISS 3PTR by BARRETT,JORDAN",,,"MISS 3PTR by BARRETT,JORDAN",2
--,"REBOUND DEF by OGUNFEITMI,DAPO",,,,,,,"REBOUND DEF by OGUNFEITMI,DAPO",2
18:03,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
18:03,"GOOD FT by BANKS,CALEB",48 (+19),,29,,UTD 48-29 (-19),,"GOOD FT by BANKS,CALEB",2
18:03,"GOOD FT by BANKS,CALEB",49 (+20),,29,,UTD 49-29 (-20),,"GOOD FT by BANKS,CALEB",2
17:44,"FOUL  by BANKS,CALEB",,,,,,,"FOUL  by BANKS,CALEB",2
17:44,,49 (+19),,30,"GOOD FT by SMITH,PRESTON",HC 49-30 (-19),,"GOOD FT by SMITH,PRESTON",2
17:44,,49 (+18),,31,"GOOD FT by SMITH,PRESTON",HC 49-31 (-18),,"GOOD FT by SMITH,PRESTON",2
17:30,"GOOD LAYUP by COULTER,KYLE(in the paint)",51 (+20),,31,,UTD 51-31 (-20),,"GOOD LAYUP by COULTER,KYLE(in the paint)",2
--,"ASSIST  by HATCHER,JON",,,,,,,"ASSIST  by HATCHER,JON",2
16:58,,,,,"MISS 3PTR by BARRETT,JORDAN",,,"MISS 3PTR by BARRETT,JORDAN",2
--,"REBOUND DEF by OGUNFEITMI,DAPO",,,,,,,"REBOUND DEF by OGUNFEITMI,DAPO",2
16:50,"MISS 3PTR by COULTER,KYLE",,,,,,,"MISS 3PTR by COULTER,KYLE",2
--,"REBOUND OFF by HATCHER,JON",,,,,,,"REBOUND OFF by HATCHER,JON",2
16:30,"MISS JUMPER by HATCHER,JON",,,,,,,"MISS JUMPER by HATCHER,JON",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
16:22,,,,,"MISS LAYUP by BARRETT,JORDAN",,,"MISS LAYUP by BARRETT,JORDAN",2
