Time Remaining,UTD,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by COULTER,KYLE",,,,,,,"REBOUND DEF by COULTER,KYLE",2
16:15,"GOOD 3PTR by HATCHER,JON(fastbreak)",54 (+23),,31,,UTD 54-31 (-23),,"GOOD 3PTR by HATCHER,JON(fastbreak)",2
--,"ASSIST  by KEOGH,REAGAN",,,,,,,"ASSIST  by KEOGH,REAGAN",2
16:13,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
16:13,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
16:13,,,,,"SUB OUT by BARRETT,JORDAN",,,"SUB OUT by BARRETT,JORDAN",2
16:13,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
16:04,,54 (+21),,33,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 54-33 (-21),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
--,"REBOUND OFF by KEOGH,REAGAN",,,,,,,"REBOUND OFF by KEOGH,REAGAN",2
15:52,"MISS LAYUP by KEOGH,REAGAN",,,,,,,"MISS LAYUP by KEOGH,REAGAN",2
15:47,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",56 (+23),,33,,UTD 56-33 (-23),,"GOOD LAYUP by KEOGH,REAGAN(in the paint)",2
15:34,,56 (+20),,36,"GOOD 3PTR by NIKOLOVSKI,DREW",HC 56-36 (-20),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"ASSIST  by LITTLEFIELD,GEAREN",,,"ASSIST  by LITTLEFIELD,GEAREN",2
15:16,"GOOD 3PTR by KEOGH,REAGAN",59 (+23),,36,,UTD 59-36 (-23),,"GOOD 3PTR by KEOGH,REAGAN",2
--,"ASSIST  by COULTER,KYLE",,,,,,,"ASSIST  by COULTER,KYLE",2
15:02,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",,,"REBOUND OFF by NIKOLOVSKI,DREW",2
14:59,,59 (+21),,38,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",HC 59-38 (-21),,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",2
14:31,"MISS LAYUP by BANKS,CALEB",,,,,,,"MISS LAYUP by BANKS,CALEB",2
14:31,,,,,"BLOCK  by SMITH,PRESTON",,,"BLOCK  by SMITH,PRESTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:29,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",2
14:29,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
14:28,"MISS 3PTR by BANKS,CALEB",,,,,,,"MISS 3PTR by BANKS,CALEB",2
--,"REBOUND OFF by COULTER,KYLE",,,,,,,"REBOUND OFF by COULTER,KYLE",2
14:23,"GOOD LAYUP by COULTER,KYLE(in the paint)",61 (+23),,38,,UTD 61-38 (-23),,"GOOD LAYUP by COULTER,KYLE(in the paint)",2
14:04,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",2
13:54,"TURNOVER  by BANKS,CALEB",,,,,,,"TURNOVER  by BANKS,CALEB",2
13:53,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
13:48,"FOUL  by HATCHER,JON",,,,,,,"FOUL  by HATCHER,JON",2
13:48,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:48,,61 (+22),,39,"GOOD FT by SMITH,PRESTON",HC 61-39 (-22),,"GOOD FT by SMITH,PRESTON",2
13:48,"SUB IN by HILL,NOAH",,,,,,,"SUB IN by HILL,NOAH",2
13:48,"SUB IN by CUMMINGS,REED",,,,,,,"SUB IN by CUMMINGS,REED",2
13:48,"SUB OUT by OGUNFEITMI,DAPO",,,,,,,"SUB OUT by OGUNFEITMI,DAPO",2
13:48,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",2
13:35,"MISS 3PTR by HATCHER,JON",,,,,,,"MISS 3PTR by HATCHER,JON",2
--,,,,,"REBOUND DEF by GARRETT,TRAVIS",,,"REBOUND DEF by GARRETT,TRAVIS",2
13:25,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by HILL,NOAH",,,,,,,"REBOUND DEF by HILL,NOAH",2
13:02,"GOOD LAYUP by HATCHER,JON(in the paint)",63 (+24),,39,,UTD 63-39 (-24),,"GOOD LAYUP by HATCHER,JON(in the paint)",2
--,"ASSIST  by BANKS,CALEB",,,,,,,"ASSIST  by BANKS,CALEB",2
12:46,,63 (+22),,41,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 63-41 (-22),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
12:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:25,"GOOD JUMPER by HILL,NOAH",65 (+24),,41,,UTD 65-41 (-24),,"GOOD JUMPER by HILL,NOAH",2
--,"ASSIST  by BANKS,CALEB",,,,,,,"ASSIST  by BANKS,CALEB",2
12:11,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND DEF by HILL,NOAH",,,,,,,"REBOUND DEF by HILL,NOAH",2
12:02,"SUB IN by DAVIS,CHASE",,,,,,,"SUB IN by DAVIS,CHASE",2
12:02,"SUB OUT by COULTER,KYLE",,,,,,,"SUB OUT by COULTER,KYLE",2
12:02,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
12:02,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
11:44,"GOOD LAYUP by CUMMINGS,REED(in the paint)",67 (+26),,41,,UTD 67-41 (-26),,"GOOD LAYUP by CUMMINGS,REED(in the paint)",2
--,"ASSIST  by HATCHER,JON",,,,,,,"ASSIST  by HATCHER,JON",2
11:23,,67 (+24),,43,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 67-43 (-24),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",2
11:23,"FOUL  by CUMMINGS,REED",,,,,,,"FOUL  by CUMMINGS,REED",2
11:23,,67 (+23),,44,"GOOD FT by OGLE,JOHN",HC 67-44 (-23),,"GOOD FT by OGLE,JOHN",2
11:23,"SUB IN by RIEMENSCHNEIDER,MAX",,,,,,,"SUB IN by RIEMENSCHNEIDER,MAX",2
11:23,"SUB OUT by BANKS,CALEB",,,,,,,"SUB OUT by BANKS,CALEB",2
11:23,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
11:23,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",2
11:06,"TURNOVER  by HILL,NOAH",,,,,,,"TURNOVER  by HILL,NOAH",2
10:48,"FOUL  by CUMMINGS,REED",,,,,,,"FOUL  by CUMMINGS,REED",2
10:47,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by CUMMINGS,REED",,,,,,,"REBOUND DEF by CUMMINGS,REED",2
10:26,"TURNOVER  by HILL,NOAH",,,,,,,"TURNOVER  by HILL,NOAH",2
10:25,,,,,"STEAL  by LITTLEFIELD,GEAREN",,,"STEAL  by LITTLEFIELD,GEAREN",2
10:16,,67 (+21),,46,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 67-46 (-21),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
09:55,,,,,"FOUL  by PARKER,BRYCE",,,"FOUL  by PARKER,BRYCE",2
09:55,"GOOD FT by HATCHER,JON",68 (+22),,46,,UTD 68-46 (-22),,"GOOD FT by HATCHER,JON",2
09:55,"GOOD FT by HATCHER,JON",69 (+23),,46,,UTD 69-46 (-23),,"GOOD FT by HATCHER,JON",2
09:55,"SUB IN by OGUNFEITMI,DAPO",,,,,,,"SUB IN by OGUNFEITMI,DAPO",2
09:55,"SUB OUT by HATCHER,JON",,,,,,,"SUB OUT by HATCHER,JON",2
09:43,,69 (+21),,48,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 69-48 (-21),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",2
09:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:22,"MISS 3PTR by RIEMENSCHNEIDER,MAX",,,,,,,"MISS 3PTR by RIEMENSCHNEIDER,MAX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:01,,69 (+18),,51,"GOOD 3PTR by GARRETT,TRAVIS",HC 69-51 (-18),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
08:36,"GOOD 3PTR by HILL,NOAH",72 (+21),,51,,UTD 72-51 (-21),,"GOOD 3PTR by HILL,NOAH",2
--,"ASSIST  by CUMMINGS,REED",,,,,,,"ASSIST  by CUMMINGS,REED",2
08:14,,72 (+19),,53,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 72-53 (-19),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
07:58,"GOOD JUMPER by HILL,NOAH",74 (+21),,53,,UTD 74-53 (-21),,"GOOD JUMPER by HILL,NOAH",2
07:30,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by OGUNFEITMI,DAPO",,,,,,,"REBOUND DEF by OGUNFEITMI,DAPO",2
07:21,"GOOD LAYUP by DAVIS,CHASE(fastbreak)(in the paint)",76 (+23),,53,,UTD 76-53 (-23),,"GOOD LAYUP by DAVIS,CHASE(fastbreak)(in the paint)",2
--,"ASSIST  by OGUNFEITMI,DAPO",,,,,,,"ASSIST  by OGUNFEITMI,DAPO",2
06:53,"FOUL  by CUMMINGS,REED",,,,,,,"FOUL  by CUMMINGS,REED",2
06:53,"SUB IN by COULTER,KYLE",,,,,,,"SUB IN by COULTER,KYLE",2
06:53,"SUB IN by KEOGH,REAGAN",,,,,,,"SUB IN by KEOGH,REAGAN",2
06:53,"SUB OUT by CUMMINGS,REED",,,,,,,"SUB OUT by CUMMINGS,REED",2
06:53,"SUB OUT by DAVIS,CHASE",,,,,,,"SUB OUT by DAVIS,CHASE",2
06:53,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
06:53,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
06:49,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
06:48,"STEAL  by RIEMENSCHNEIDER,MAX",,,,,,,"STEAL  by RIEMENSCHNEIDER,MAX",2
06:37,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
06:37,"MISS FT by KEOGH,REAGAN",,,,,,,"MISS FT by KEOGH,REAGAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:37,"GOOD FT by KEOGH,REAGAN",77 (+24),,53,,UTD 77-53 (-24),,"GOOD FT by KEOGH,REAGAN",2
06:37,"SUB IN by BANKS,CALEB",,,,,,,"SUB IN by BANKS,CALEB",2
06:37,"SUB IN by HATCHER,JON",,,,,,,"SUB IN by HATCHER,JON",2
06:37,"SUB OUT by RIEMENSCHNEIDER,MAX",,,,,,,"SUB OUT by RIEMENSCHNEIDER,MAX",2
06:37,"SUB OUT by OGUNFEITMI,DAPO",,,,,,,"SUB OUT by OGUNFEITMI,DAPO",2
06:37,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
06:37,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
06:28,"FOUL  by HILL,NOAH",,,,,,,"FOUL  by HILL,NOAH",2
06:27,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by COULTER,KYLE",,,,,,,"REBOUND DEF by COULTER,KYLE",2
06:21,"TURNOVER  by BANKS,CALEB",,,,,,,"TURNOVER  by BANKS,CALEB",2
06:20,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
06:12,,77 (+22),,55,"GOOD JUMPER by NIKOLOVSKI,DREW",HC 77-55 (-22),,"GOOD JUMPER by NIKOLOVSKI,DREW",2
05:52,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
05:52,"GOOD FT by HATCHER,JON",78 (+23),,55,,UTD 78-55 (-23),,"GOOD FT by HATCHER,JON",2
05:52,"GOOD FT by HATCHER,JON",79 (+24),,55,,UTD 79-55 (-24),,"GOOD FT by HATCHER,JON",2
05:34,,79 (+21),,58,"GOOD 3PTR by GARRETT,TRAVIS",HC 79-58 (-21),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
05:17,"GOOD 3PTR by COULTER,KYLE",82 (+24),,58,,UTD 82-58 (-24),,"GOOD 3PTR by COULTER,KYLE",2
--,"ASSIST  by HILL,NOAH",,,,,,,"ASSIST  by HILL,NOAH",2
05:06,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
--,"REBOUND DEF by KEOGH,REAGAN",,,,,,,"REBOUND DEF by KEOGH,REAGAN",2
04:58,"MISS 3PTR by HATCHER,JON",,,,,,,"MISS 3PTR by HATCHER,JON",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
04:49,,82 (+21),,61,"GOOD 3PTR by GARRETT,TRAVIS",HC 82-61 (-21),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,,,,,"ASSIST  by OGLE,JOHN",,,"ASSIST  by OGLE,JOHN",2
04:28,"MISS JUMPER by HILL,NOAH",,,,,,,"MISS JUMPER by HILL,NOAH",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
04:16,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",2
--,"REBOUND DEF by HATCHER,JON",,,,,,,"REBOUND DEF by HATCHER,JON",2
04:01,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
04:01,"GOOD FT by BANKS,CALEB",83 (+22),,61,,UTD 83-61 (-22),,"GOOD FT by BANKS,CALEB",2
04:01,"GOOD FT by BANKS,CALEB",84 (+23),,61,,UTD 84-61 (-23),,"GOOD FT by BANKS,CALEB",2
04:01,"SUB IN by RIEMENSCHNEIDER,MAX",,,,,,,"SUB IN by RIEMENSCHNEIDER,MAX",2
04:01,"SUB IN by BRAY,KAILIN",,,,,,,"SUB IN by BRAY,KAILIN",2
04:01,"SUB OUT by HATCHER,JON",,,,,,,"SUB OUT by HATCHER,JON",2
04:01,"SUB OUT by KEOGH,REAGAN",,,,,,,"SUB OUT by KEOGH,REAGAN",2
03:42,,84 (+21),,63,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 84-63 (-21),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
03:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:39,"SUB IN by CALDWELL,JOSH",,,,,,,"SUB IN by CALDWELL,JOSH",2
03:39,"SUB OUT by COULTER,KYLE",,,,,,,"SUB OUT by COULTER,KYLE",2
03:27,"MISS JUMPER by CALDWELL,JOSH",,,,,,,"MISS JUMPER by CALDWELL,JOSH",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
03:20,"FOUL  by HILL,NOAH",,,,,,,"FOUL  by HILL,NOAH",2
03:20,,,,,"MISS FT by SMITH,PRESTON",,,"MISS FT by SMITH,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:20,,84 (+20),,64,"GOOD FT by SMITH,PRESTON",HC 84-64 (-20),,"GOOD FT by SMITH,PRESTON",2
03:14,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",2
03:14,"GOOD FT by RIEMENSCHNEIDER,MAX",85 (+21),,64,,UTD 85-64 (-21),,"GOOD FT by RIEMENSCHNEIDER,MAX",2
03:14,"GOOD FT by RIEMENSCHNEIDER,MAX",86 (+22),,64,,UTD 86-64 (-22),,"GOOD FT by RIEMENSCHNEIDER,MAX",2
03:08,"FOUL  by RIEMENSCHNEIDER,MAX",,,,,,,"FOUL  by RIEMENSCHNEIDER,MAX",2
03:08,,86 (+21),,65,"GOOD FT by GARRETT,TRAVIS",HC 86-65 (-21),,"GOOD FT by GARRETT,TRAVIS",2
03:08,,86 (+20),,66,"GOOD FT by GARRETT,TRAVIS",HC 86-66 (-20),,"GOOD FT by GARRETT,TRAVIS",2
03:08,"SUB IN by CIPRIANI,JONATHAN",,,,,,,"SUB IN by CIPRIANI,JONATHAN",2
03:08,"SUB OUT by RIEMENSCHNEIDER,MAX",,,,,,,"SUB OUT by RIEMENSCHNEIDER,MAX",2
02:53,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
02:53,"MISS FT by CIPRIANI,JONATHAN",,,,,,,"MISS FT by CIPRIANI,JONATHAN",2
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",2
02:41,,,,,"MISS 3PTR by BATCHELOR,BRYCE",,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,"REBOUND DEF by CIPRIANI,JONATHAN",,,,,,,"REBOUND DEF by CIPRIANI,JONATHAN",2
02:29,"GOOD LAYUP by BRAY,KAILIN(fastbreak)(in the paint)",88 (+22),,66,,UTD 88-66 (-22),,"GOOD LAYUP by BRAY,KAILIN(fastbreak)(in the paint)",2
--,"ASSIST  by CALDWELL,JOSH",,,,,,,"ASSIST  by CALDWELL,JOSH",2
02:21,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by BRAY,KAILIN",,,,,,,"REBOUND DEF by BRAY,KAILIN",2
01:59,"TURNOVER  by CIPRIANI,JONATHAN",,,,,,,"TURNOVER  by CIPRIANI,JONATHAN",2
01:57,,,,,"STEAL  by OGLE,JOHN",,,"STEAL  by OGLE,JOHN",2
01:52,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",2
--,"REBOUND DEF by HILL,NOAH",,,,,,,"REBOUND DEF by HILL,NOAH",2
01:32,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
01:32,"MISS FT by CIPRIANI,JONATHAN",,,,,,,"MISS FT by CIPRIANI,JONATHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:32,"GOOD FT by CIPRIANI,JONATHAN",89 (+23),,66,,UTD 89-66 (-23),,"GOOD FT by CIPRIANI,JONATHAN",2
01:32,"SUB IN by BRAWNER,CLAY",,,,,,,"SUB IN by BRAWNER,CLAY",2
01:32,"SUB OUT by BANKS,CALEB",,,,,,,"SUB OUT by BANKS,CALEB",2
01:32,,,,,"SUB IN by KRAMER,KORBIN",,,"SUB IN by KRAMER,KORBIN",2
01:32,,,,,"SUB IN by MURPHEY,LUKE",,,"SUB IN by MURPHEY,LUKE",2
01:32,,,,,"SUB IN by SHEPPARD,MARK",,,"SUB IN by SHEPPARD,MARK",2
01:32,,,,,"SUB IN by BAKER,BRUCE",,,"SUB IN by BAKER,BRUCE",2
01:32,,,,,"SUB IN by BRANSCUM,HOLDEN",,,"SUB IN by BRANSCUM,HOLDEN",2
01:32,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
01:32,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
01:32,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
01:32,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
01:32,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
01:23,,,,,"TURNOVER  by BAKER,BRUCE",,,"TURNOVER  by BAKER,BRUCE",2
01:22,"STEAL  by CALDWELL,JOSH",,,,,,,"STEAL  by CALDWELL,JOSH",2
01:07,"MISS JUMPER by HILL,NOAH",,,,,,,"MISS JUMPER by HILL,NOAH",2
--,,,,,"REBOUND DEF by KRAMER,KORBIN",,,"REBOUND DEF by KRAMER,KORBIN",2
00:46,"FOUL  by CALDWELL,JOSH",,,,,,,"FOUL  by CALDWELL,JOSH",2
00:46,,89 (+22),,67,"GOOD FT by SHEPPARD,MARK",HC 89-67 (-22),,"GOOD FT by SHEPPARD,MARK",2
00:46,,89 (+21),,68,"GOOD FT by SHEPPARD,MARK",HC 89-68 (-21),,"GOOD FT by SHEPPARD,MARK",2
00:46,,,,,"SUB IN by BALLARD,JEREMIAH",,,"SUB IN by BALLARD,JEREMIAH",2
00:46,,,,,"SUB IN by FISCHER,LINCOLN",,,"SUB IN by FISCHER,LINCOLN",2
00:46,,,,,"SUB IN by CRISWELL,SEAN",,,"SUB IN by CRISWELL,SEAN",2
00:46,,,,,"SUB OUT by MURPHEY,LUKE",,,"SUB OUT by MURPHEY,LUKE",2
00:46,,,,,"SUB OUT by SHEPPARD,MARK",,,"SUB OUT by SHEPPARD,MARK",2
00:46,,,,,"SUB OUT by BRANSCUM,HOLDEN",,,"SUB OUT by BRANSCUM,HOLDEN",2
00:33,,,,,"FOUL  by CRISWELL,SEAN",,,"FOUL  by CRISWELL,SEAN",2
00:33,"GOOD FT by HILL,NOAH",90 (+22),,68,,UTD 90-68 (-22),,"GOOD FT by HILL,NOAH",2
00:33,"MISS FT by HILL,NOAH",,,,,,,"MISS FT by HILL,NOAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:33,"MISS FT by HILL,NOAH",,,,,,,"MISS FT by HILL,NOAH",2
--,,,,,"REBOUND DEF by KRAMER,KORBIN",,,"REBOUND DEF by KRAMER,KORBIN",2
00:33,,,,,"SUB IN by SHEPPARD,MARK",,,"SUB IN by SHEPPARD,MARK",2
00:33,,,,,"SUB OUT by FISCHER,LINCOLN",,,"SUB OUT by FISCHER,LINCOLN",2
00:24,"FOUL  by CALDWELL,JOSH",,,,,,,"FOUL  by CALDWELL,JOSH",2
00:24,,90 (+21),,69,"GOOD FT by CRISWELL,SEAN",HC 90-69 (-21),,"GOOD FT by CRISWELL,SEAN",2
00:24,,,,,"MISS FT by CRISWELL,SEAN",,,"MISS FT by CRISWELL,SEAN",2
--,"REBOUND DEF by CIPRIANI,JONATHAN",,,,,,,"REBOUND DEF by CIPRIANI,JONATHAN",2
00:24,"SUB IN by DAVIS,CHASE",,,,,,,"SUB IN by DAVIS,CHASE",2
00:24,"SUB OUT by HILL,NOAH",,,,,,,"SUB OUT by HILL,NOAH",2
00:15,,,,,"FOUL  by KRAMER,KORBIN",,,"FOUL  by KRAMER,KORBIN",2
00:15,"GOOD FT by BRAY,KAILIN",91 (+22),,69,,UTD 91-69 (-22),,"GOOD FT by BRAY,KAILIN",2
00:15,"GOOD FT by BRAY,KAILIN",92 (+23),,69,,UTD 92-69 (-23),,"GOOD FT by BRAY,KAILIN",2
00:03,,,,,"MISS 3PTR by SHEPPARD,MARK",,,"MISS 3PTR by SHEPPARD,MARK",2
--,"REBOUND DEF by CALDWELL,JOSH",,,,,,,"REBOUND DEF by CALDWELL,JOSH",2
