Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,TUM,Game Score,Team Indicator,Play,Period
00:00,"GOOD TIPIN by NOTLEY,CHANDLER(in the paint)",22,,40 (+18),,HC 22-40 (-18),,"GOOD TIPIN by NOTLEY,CHANDLER(in the paint)",1
20:00,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
20:00,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
19:53,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by OAKES,NIK",,,"REBOUND DEF by OAKES,NIK",2
19:35,,,,,"MISS JUMPER by PULLIAM,AJ",,,"MISS JUMPER by PULLIAM,AJ",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
19:19,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by JONES,MATT",,,"REBOUND DEF by JONES,MATT",2
19:12,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
19:12,,22,,41 (+19),"GOOD FT by BEATIE,BEN",TUM 22-41 (-19),,"GOOD FT by BEATIE,BEN",2
19:12,,22,,42 (+20),"GOOD FT by BEATIE,BEN",TUM 22-42 (-20),,"GOOD FT by BEATIE,BEN",2
18:57,"MISS JUMPER by NOTLEY,CHANDLER",,,,,,,"MISS JUMPER by NOTLEY,CHANDLER",2
18:57,,,,,"BLOCK  by BEATIE,BEN",,,"BLOCK  by BEATIE,BEN",2
--,"REBOUND OFF by OGLE,JOHN",,,,,,,"REBOUND OFF by OGLE,JOHN",2
18:51,,,,,"FOUL  by CLARK,JIMMY",,,"FOUL  by CLARK,JIMMY",2
18:51,"GOOD FT by NOTLEY,CHANDLER",23,,42 (+19),,HC 23-42 (-19),,"GOOD FT by NOTLEY,CHANDLER",2
18:51,"MISS FT by NOTLEY,CHANDLER",,,,,,,"MISS FT by NOTLEY,CHANDLER",2
--,"REBOUND OFF by OGLE,JOHN",,,,,,,"REBOUND OFF by OGLE,JOHN",2
18:44,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by BEATIE,BEN",,,"REBOUND DEF by BEATIE,BEN",2
18:31,,23,,44 (+21),"GOOD JUMPER by BEATIE,BEN",TUM 23-44 (-21),,"GOOD JUMPER by BEATIE,BEN",2
--,,,,,"ASSIST  by CLARK,JIMMY",,,"ASSIST  by CLARK,JIMMY",2
18:04,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by OGLE,JOHN",,,,,,,"REBOUND OFF by OGLE,JOHN",2
17:59,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by OAKES,NIK",,,"REBOUND DEF by OAKES,NIK",2
17:47,,,,,"TURNOVER  by BEATIE,BEN",,,"TURNOVER  by BEATIE,BEN",2
17:33,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND DEF by CLARK,JIMMY",,,"REBOUND DEF by CLARK,JIMMY",2
17:25,,,,,"FOUL  by CLARK,JIMMY",,,"FOUL  by CLARK,JIMMY",2
17:25,,,,,"TURNOVER  by CLARK,JIMMY",,,"TURNOVER  by CLARK,JIMMY",2
17:10,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
16:46,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
16:46,,,,,"MISS FT by BEATIE,BEN",,,"MISS FT by BEATIE,BEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:46,,23,,45 (+22),"GOOD FT by BEATIE,BEN",TUM 23-45 (-22),,"GOOD FT by BEATIE,BEN",2
16:46,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
16:46,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
16:36,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",25,,45 (+20),,HC 25-45 (-20),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
16:29,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
16:29,,,,,"SUB IN by SPECKS,ISAIAH",,,"SUB IN by SPECKS,ISAIAH",2
16:29,,,,,"SUB IN by COLLIFLOWER,MATTHEW",,,"SUB IN by COLLIFLOWER,MATTHEW",2
16:29,,,,,"SUB OUT by OAKES,NIK",,,"SUB OUT by OAKES,NIK",2
16:29,,,,,"SUB OUT by PULLIAM,AJ",,,"SUB OUT by PULLIAM,AJ",2
16:28,,,,,"MISS JUMPER by COLLIFLOWER,MATTHEW",,,"MISS JUMPER by COLLIFLOWER,MATTHEW",2
--,,,,,"REBOUND OFF by SPECKS,ISAIAH",,,"REBOUND OFF by SPECKS,ISAIAH",2
16:23,,,,,"MISS TIPIN by SPECKS,ISAIAH",,,"MISS TIPIN by SPECKS,ISAIAH",2
--,,,,,"REBOUND OFF by COLLIFLOWER,MATTHEW",,,"REBOUND OFF by COLLIFLOWER,MATTHEW",2
16:20,,25,,47 (+22),"GOOD LAYUP by BEATIE,BEN(in the paint)",TUM 25-47 (-22),,"GOOD LAYUP by BEATIE,BEN(in the paint)",2
--,,,,,"ASSIST  by COLLIFLOWER,MATTHEW",,,"ASSIST  by COLLIFLOWER,MATTHEW",2
16:02,"GOOD 3PTR by NIKOLOVSKI,DREW",28,,47 (+19),,HC 28-47 (-19),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
15:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:44,,28,,49 (+21),"GOOD LAYUP by JONES,MATT(in the paint)",TUM 28-49 (-21),,"GOOD LAYUP by JONES,MATT(in the paint)",2
15:31,,,,,"FOUL  by CLARK,JIMMY",,,"FOUL  by CLARK,JIMMY",2
15:31,"GOOD FT by LITTLEFIELD,GEAREN",29,,49 (+20),,HC 29-49 (-20),,"GOOD FT by LITTLEFIELD,GEAREN",2
15:31,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by SPECKS,ISAIAH",,,"REBOUND DEF by SPECKS,ISAIAH",2
15:31,,,,,"SUB IN by BLUM,BRIAN",,,"SUB IN by BLUM,BRIAN",2
15:31,,,,,"SUB OUT by CLARK,JIMMY",,,"SUB OUT by CLARK,JIMMY",2
15:29,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
15:29,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
15:29,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
15:15,,,,,"TURNOVER  by SPECKS,ISAIAH",,,"TURNOVER  by SPECKS,ISAIAH",2
15:02,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by JONES,MATT",,,"REBOUND DEF by JONES,MATT",2
14:44,,29,,51 (+22),"GOOD JUMPER by BLUM,BRIAN",TUM 29-51 (-22),,"GOOD JUMPER by BLUM,BRIAN",2
14:27,,,,,"FOUL  by COLLIFLOWER,MATTHEW",,,"FOUL  by COLLIFLOWER,MATTHEW",2
14:27,"GOOD FT by LITTLEFIELD,GEAREN",30,,51 (+21),,HC 30-51 (-21),,"GOOD FT by LITTLEFIELD,GEAREN",2
14:27,"GOOD FT by LITTLEFIELD,GEAREN",31,,51 (+20),,HC 31-51 (-20),,"GOOD FT by LITTLEFIELD,GEAREN",2
14:27,,,,,"SUB IN by INGRAM,JOSH",,,"SUB IN by INGRAM,JOSH",2
14:27,,,,,"SUB OUT by BEATIE,BEN",,,"SUB OUT by BEATIE,BEN",2
14:16,,,,,"MISS JUMPER by BLUM,BRIAN",,,"MISS JUMPER by BLUM,BRIAN",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
14:04,,,,,"FOUL  by INGRAM,JOSH",,,"FOUL  by INGRAM,JOSH",2
14:04,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:04,"GOOD FT by LITTLEFIELD,GEAREN",32,,51 (+19),,HC 32-51 (-19),,"GOOD FT by LITTLEFIELD,GEAREN",2
13:46,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
13:41,,,,,"MISS JUMPER by JONES,MATT",,,"MISS JUMPER by JONES,MATT",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
13:29,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
13:28,,,,,"STEAL  by COLLIFLOWER,MATTHEW",,,"STEAL  by COLLIFLOWER,MATTHEW",2
13:14,,32,,54 (+22),"GOOD 3PTR by JONES,MATT",TUM 32-54 (-22),,"GOOD 3PTR by JONES,MATT",2
--,,,,,"ASSIST  by INGRAM,JOSH",,,"ASSIST  by INGRAM,JOSH",2
13:00,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by BLUM,BRIAN",,,"REBOUND DEF by BLUM,BRIAN",2
12:40,,,,,"TURNOVER  by COLLIFLOWER,MATTHEW",,,"TURNOVER  by COLLIFLOWER,MATTHEW",2
12:38,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
12:32,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by COLLIFLOWER,MATTHEW",,,"REBOUND DEF by COLLIFLOWER,MATTHEW",2
12:14,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
12:14,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
12:14,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
12:14,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
12:14,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
12:14,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
12:14,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
12:14,,,,,"SUB IN by OAKES,NIK",,,"SUB IN by OAKES,NIK",2
12:14,,,,,"SUB IN by PULLIAM,AJ",,,"SUB IN by PULLIAM,AJ",2
12:14,,,,,"SUB OUT by JONES,MATT",,,"SUB OUT by JONES,MATT",2
12:14,,,,,"SUB OUT by COLLIFLOWER,MATTHEW",,,"SUB OUT by COLLIFLOWER,MATTHEW",2
11:47,,32,,56 (+24),"GOOD LAYUP by SPECKS,ISAIAH(in the paint)",TUM 32-56 (-24),,"GOOD LAYUP by SPECKS,ISAIAH(in the paint)",2
--,,,,,"ASSIST  by OAKES,NIK",,,"ASSIST  by OAKES,NIK",2
11:39,,,,,"FOUL  by INGRAM,JOSH",,,"FOUL  by INGRAM,JOSH",2
11:35,"GOOD 3PTR by STEELE,AARON",35,,56 (+21),,HC 35-56 (-21),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
11:20,,,,,"TURNOVER  by BLUM,BRIAN",,,"TURNOVER  by BLUM,BRIAN",2
11:19,"STEAL  by PARKER,BRYCE",,,,,,,"STEAL  by PARKER,BRYCE",2
11:12,"MISS LAYUP by STEELE,AARON",,,,,,,"MISS LAYUP by STEELE,AARON",2
--,,,,,"REBOUND DEF by PULLIAM,AJ",,,"REBOUND DEF by PULLIAM,AJ",2
10:51,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
10:51,,,,,"MISS FT by INGRAM,JOSH",,,"MISS FT by INGRAM,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:51,,35,,57 (+22),"GOOD FT by INGRAM,JOSH",TUM 35-57 (-22),,"GOOD FT by INGRAM,JOSH",2
10:51,,,,,"SUB IN by HOLDEN,JAYDEN",,,"SUB IN by HOLDEN,JAYDEN",2
10:51,,,,,"SUB OUT by SPECKS,ISAIAH",,,"SUB OUT by SPECKS,ISAIAH",2
10:41,"GOOD 3PTR by GARRETT,TRAVIS",38,,57 (+19),,HC 38-57 (-19),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
10:40,,,,,"FOUL  by PULLIAM,AJ",,,"FOUL  by PULLIAM,AJ",2
10:40,"GOOD FT by GARRETT,TRAVIS",39,,57 (+18),,HC 39-57 (-18),,"GOOD FT by GARRETT,TRAVIS",2
10:28,,,,,"SUB IN by BEATIE,BEN",,,"SUB IN by BEATIE,BEN",2
10:28,,,,,"SUB OUT by INGRAM,JOSH",,,"SUB OUT by INGRAM,JOSH",2
10:25,,,,,"MISS JUMPER by PULLIAM,AJ",,,"MISS JUMPER by PULLIAM,AJ",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
10:14,"MISS 3PTR by BATCHELOR,BRYCE",,,,,,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,,,,,"REBOUND DEF by BEATIE,BEN",,,"REBOUND DEF by BEATIE,BEN",2
10:00,,,,,"MISS LAYUP by HOLDEN,JAYDEN",,,"MISS LAYUP by HOLDEN,JAYDEN",2
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",2
09:39,"MISS JUMPER by NOTLEY,CHANDLER",,,,,,,"MISS JUMPER by NOTLEY,CHANDLER",2
--,,,,,"REBOUND DEF by HOLDEN,JAYDEN",,,"REBOUND DEF by HOLDEN,JAYDEN",2
09:23,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
09:23,,39,,58 (+19),"GOOD FT by PULLIAM,AJ",TUM 39-58 (-19),,"GOOD FT by PULLIAM,AJ",2
09:23,,39,,59 (+20),"GOOD FT by PULLIAM,AJ",TUM 39-59 (-20),,"GOOD FT by PULLIAM,AJ",2
09:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:23,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
09:23,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
09:10,"TURNOVER  by OGLE,JOHN",,,,,,,"TURNOVER  by OGLE,JOHN",2
09:06,,,,,"STEAL  by HOLDEN,JAYDEN",,,"STEAL  by HOLDEN,JAYDEN",2
09:04,,,,,"MISS 3PTR by BLUM,BRIAN",,,"MISS 3PTR by BLUM,BRIAN",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
08:56,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",41,,59 (+18),,HC 41-59 (-18),,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
08:41,,41,,62 (+21),"GOOD 3PTR by PULLIAM,AJ",TUM 41-62 (-21),,"GOOD 3PTR by PULLIAM,AJ",2
--,,,,,"ASSIST  by OAKES,NIK",,,"ASSIST  by OAKES,NIK",2
08:24,"TURNOVER  by STEELE,AARON",,,,,,,"TURNOVER  by STEELE,AARON",2
08:23,,,,,"STEAL  by PULLIAM,AJ",,,"STEAL  by PULLIAM,AJ",2
08:21,,41,,64 (+23),"GOOD DUNK by PULLIAM,AJ(fastbreak)(in the paint)",TUM 41-64 (-23),,"GOOD DUNK by PULLIAM,AJ(fastbreak)(in the paint)",2
08:12,,,,,"FOUL  by OAKES,NIK",,,"FOUL  by OAKES,NIK",2
08:12,"GOOD FT by STEELE,AARON",42,,64 (+22),,HC 42-64 (-22),,"GOOD FT by STEELE,AARON",2
08:12,"GOOD FT by STEELE,AARON",43,,64 (+21),,HC 43-64 (-21),,"GOOD FT by STEELE,AARON",2
08:12,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
08:12,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
08:12,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
08:12,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
08:12,,,,,"SUB IN by COLLIFLOWER,MATTHEW",,,"SUB IN by COLLIFLOWER,MATTHEW",2
08:12,,,,,"SUB IN by JONES,MATT",,,"SUB IN by JONES,MATT",2
08:12,,,,,"SUB OUT by OAKES,NIK",,,"SUB OUT by OAKES,NIK",2
08:12,,,,,"SUB OUT by BEATIE,BEN",,,"SUB OUT by BEATIE,BEN",2
07:53,,,,,"MISS 3PTR by HOLDEN,JAYDEN",,,"MISS 3PTR by HOLDEN,JAYDEN",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
07:41,,,,,"FOUL  by HOLDEN,JAYDEN",,,"FOUL  by HOLDEN,JAYDEN",2
07:41,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:41,"GOOD FT by LITTLEFIELD,GEAREN",44,,64 (+20),,HC 44-64 (-20),,"GOOD FT by LITTLEFIELD,GEAREN",2
07:41,,,,,"SUB IN by CLARK,JIMMY",,,"SUB IN by CLARK,JIMMY",2
07:41,,,,,"SUB OUT by BLUM,BRIAN",,,"SUB OUT by BLUM,BRIAN",2
07:40,,,,,"TURNOVER  by PULLIAM,AJ",,,"TURNOVER  by PULLIAM,AJ",2
07:38,"STEAL  by LITTLEFIELD,GEAREN",,,,,,,"STEAL  by LITTLEFIELD,GEAREN",2
07:36,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by PULLIAM,AJ",,,"REBOUND DEF by PULLIAM,AJ",2
07:31,,,,,"TURNOVER  by PULLIAM,AJ",,,"TURNOVER  by PULLIAM,AJ",2
07:29,"STEAL  by PARKER,BRYCE",,,,,,,"STEAL  by PARKER,BRYCE",2
07:26,"GOOD LAYUP by OGLE,JOHN(in the paint)",46,,64 (+18),,HC 46-64 (-18),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
07:17,,,,,"MISS LAYUP by COLLIFLOWER,MATTHEW",,,"MISS LAYUP by COLLIFLOWER,MATTHEW",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
07:05,"GOOD JUMPER by GARRETT,TRAVIS",48,,64 (+16),,HC 48-64 (-16),,"GOOD JUMPER by GARRETT,TRAVIS",2
06:39,,,,,"MISS 3PTR by JONES,MATT",,,"MISS 3PTR by JONES,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:35,,,,,"FOUL  by PULLIAM,AJ",,,"FOUL  by PULLIAM,AJ",2
06:35,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:35,"GOOD FT by GARRETT,TRAVIS",49,,64 (+15),,HC 49-64 (-15),,"GOOD FT by GARRETT,TRAVIS",2
06:35,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
06:35,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
06:35,,,,,"SUB IN by SPECKS,ISAIAH",,,"SUB IN by SPECKS,ISAIAH",2
06:35,,,,,"SUB IN by INGRAM,JOSH",,,"SUB IN by INGRAM,JOSH",2
06:35,,,,,"SUB OUT by HOLDEN,JAYDEN",,,"SUB OUT by HOLDEN,JAYDEN",2
06:35,,,,,"SUB OUT by PULLIAM,AJ",,,"SUB OUT by PULLIAM,AJ",2
06:19,,49,,67 (+18),"GOOD 3PTR by CLARK,JIMMY",TUM 49-67 (-18),,"GOOD 3PTR by CLARK,JIMMY",2
--,,,,,"ASSIST  by JONES,MATT",,,"ASSIST  by JONES,MATT",2
06:05,"GOOD LAYUP by OGLE,JOHN(in the paint)",51,,67 (+16),,HC 51-67 (-16),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
05:46,,,,,"MISS 3PTR by JONES,MATT",,,"MISS 3PTR by JONES,MATT",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
05:32,,,,,"FOUL  by CLARK,JIMMY",,,"FOUL  by CLARK,JIMMY",2
05:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:32,"GOOD FT by OGLE,JOHN",52,,67 (+15),,HC 52-67 (-15),,"GOOD FT by OGLE,JOHN",2
05:32,"GOOD FT by OGLE,JOHN",53,,67 (+14),,HC 53-67 (-14),,"GOOD FT by OGLE,JOHN",2
05:32,,,,,"SUB IN by OAKES,NIK",,,"SUB IN by OAKES,NIK",2
05:32,,,,,"SUB OUT by CLARK,JIMMY",,,"SUB OUT by CLARK,JIMMY",2
05:13,,53,,69 (+16),"GOOD LAYUP by COLLIFLOWER,MATTHEW(in the paint)",TUM 53-69 (-16),,"GOOD LAYUP by COLLIFLOWER,MATTHEW(in the paint)",2
05:13,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
05:13,,53,,70 (+17),"GOOD FT by COLLIFLOWER,MATTHEW",TUM 53-70 (-17),,"GOOD FT by COLLIFLOWER,MATTHEW",2
04:58,,,,,"FOUL  by JONES,MATT",,,"FOUL  by JONES,MATT",2
04:58,"GOOD FT by NOTLEY,CHANDLER",54,,70 (+16),,HC 54-70 (-16),,"GOOD FT by NOTLEY,CHANDLER",2
04:58,"GOOD FT by NOTLEY,CHANDLER",55,,70 (+15),,HC 55-70 (-15),,"GOOD FT by NOTLEY,CHANDLER",2
04:33,,55,,72 (+17),"GOOD LAYUP by INGRAM,JOSH(in the paint)",TUM 55-72 (-17),,"GOOD LAYUP by INGRAM,JOSH(in the paint)",2
--,,,,,"ASSIST  by COLLIFLOWER,MATTHEW",,,"ASSIST  by COLLIFLOWER,MATTHEW",2
04:33,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
04:33,,55,,73 (+18),"GOOD FT by INGRAM,JOSH",TUM 55-73 (-18),,"GOOD FT by INGRAM,JOSH",2
04:33,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
04:33,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
04:33,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
04:33,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
04:33,,,,,"SUB IN by ROACH,KHAMBREL",,,"SUB IN by ROACH,KHAMBREL",2
04:33,,,,,"SUB OUT by SPECKS,ISAIAH",,,"SUB OUT by SPECKS,ISAIAH",2
04:21,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
04:14,,,,,"FOUL  by INGRAM,JOSH",,,"FOUL  by INGRAM,JOSH",2
04:14,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:14,"GOOD FT by LITTLEFIELD,GEAREN",56,,73 (+17),,HC 56-73 (-17),,"GOOD FT by LITTLEFIELD,GEAREN",2
03:50,,,,,"MISS JUMPER by OAKES,NIK",,,"MISS JUMPER by OAKES,NIK",2
--,,,,,"REBOUND OFF by COLLIFLOWER,MATTHEW",,,"REBOUND OFF by COLLIFLOWER,MATTHEW",2
03:29,,,,,"MISS 3PTR by OAKES,NIK",,,"MISS 3PTR by OAKES,NIK",2
--,,,,,"REBOUND OFF by JONES,MATT",,,"REBOUND OFF by JONES,MATT",2
03:01,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
03:01,,,,,"MISS FT by OAKES,NIK",,,"MISS FT by OAKES,NIK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:01,,,,,"MISS FT by OAKES,NIK",,,"MISS FT by OAKES,NIK",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
03:01,,,,,"SUB IN by THOMAS,JOSEPH",,,"SUB IN by THOMAS,JOSEPH",2
03:01,,,,,"SUB OUT by JONES,MATT",,,"SUB OUT by JONES,MATT",2
02:44,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
02:37,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by PARKER,BRYCE",,,,,,,"REBOUND OFF by PARKER,BRYCE",2
02:34,,,,,"FOUL  by ROACH,KHAMBREL",,,"FOUL  by ROACH,KHAMBREL",2
02:34,"GOOD FT by PARKER,BRYCE",57,,73 (+16),,HC 57-73 (-16),,"GOOD FT by PARKER,BRYCE",2
02:34,"GOOD FT by PARKER,BRYCE",58,,73 (+15),,HC 58-73 (-15),,"GOOD FT by PARKER,BRYCE",2
02:34,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
02:34,"SUB IN by SHEPPARD,MARK",,,,,,,"SUB IN by SHEPPARD,MARK",2
02:34,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
02:34,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
02:25,,58,,75 (+17),"GOOD LAYUP by THOMAS,JOSEPH(in the paint)",TUM 58-75 (-17),,"GOOD LAYUP by THOMAS,JOSEPH(in the paint)",2
