Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,CENTMBO,Game Score,Team Indicator,Play,Period
16:28,"GOOD 3PTR by BARRETT,JORDAN",44 (+4),,40,,HC 44-40 (+4),,"GOOD 3PTR by BARRETT,JORDAN",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
16:20,,,,,"MISS JUMPER by KIRKENDOLL,TRAVION",,,"MISS JUMPER by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
16:15,,44 (+2),,42,"GOOD LAYUP by SAPP,JAMES(in the paint)",CENTMBO 44-42 (+2),,"GOOD LAYUP by SAPP,JAMES(in the paint)",2
16:13,,,,,"FOUL  by DEMOUCHET,KENDALL",,,"FOUL  by DEMOUCHET,KENDALL",2
16:09,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
16:08,,,,,"STEAL  by MATTHEWS,TREYLAN",,,"STEAL  by MATTHEWS,TREYLAN",2
16:04,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
16:04,,44 (+1),,43,"GOOD FT by SAPP,JAMES",CENTMBO 44-43 (+1),,"GOOD FT by SAPP,JAMES",2
16:04,,44,,44,"GOOD FT by SAPP,JAMES",CENTMBO 44-44 (0),,"GOOD FT by SAPP,JAMES",2
16:04,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
16:04,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
15:51,"GOOD 3PTR by SMITH,PRESTON",47 (+3),,44,,HC 47-44 (+3),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
15:37,,,,,"TURNOVER  by MATTHEWS,TREYLAN",,,"TURNOVER  by MATTHEWS,TREYLAN",2
15:34,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
15:31,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
15:31,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",2
15:31,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
15:19,,47 (+1),,46,"GOOD JUMPER by SAPP,JAMES",CENTMBO 47-46 (+1),,"GOOD JUMPER by SAPP,JAMES",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
14:49,,,,,"FOUL  by CUETO,JUSTIN",,,"FOUL  by CUETO,JUSTIN",2
14:49,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
14:49,,,,,"SUB IN by CAMPBELL,BRANDON",,,"SUB IN by CAMPBELL,BRANDON",2
14:49,,,,,"SUB IN by WILLIAMS,DONOVAN",,,"SUB IN by WILLIAMS,DONOVAN",2
14:49,,,,,"SUB OUT by CUETO,JUSTIN",,,"SUB OUT by CUETO,JUSTIN",2
14:49,,,,,"SUB OUT by DEMOUCHET,KENDALL",,,"SUB OUT by DEMOUCHET,KENDALL",2
14:48,"GOOD 3PTR by BATCHELOR,BRYCE",50 (+4),,46,,HC 50-46 (+4),,"GOOD 3PTR by BATCHELOR,BRYCE",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
14:32,,,,,"TURNOVER  by SAPP,JAMES",,,"TURNOVER  by SAPP,JAMES",2
14:32,,,,,"FOUL  by SAPP,JAMES",,,"FOUL  by SAPP,JAMES",2
14:11,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by CAMPBELL,BRANDON",,,"REBOUND DEF by CAMPBELL,BRANDON",2
14:02,,,,,"MISS JUMPER by KIRKENDOLL,TRAVION",,,"MISS JUMPER by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
13:56,,50 (+2),,48,"GOOD JUMPER by SAPP,JAMES(in the paint)",CENTMBO 50-48 (+2),,"GOOD JUMPER by SAPP,JAMES(in the paint)",2
13:31,"MISS JUMPER by NOTLEY,CHANDLER",,,,,,,"MISS JUMPER by NOTLEY,CHANDLER",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
13:11,,,,,"TURNOVER  by SAPP,JAMES",,,"TURNOVER  by SAPP,JAMES",2
13:11,,,,,"FOUL  by SAPP,JAMES",,,"FOUL  by SAPP,JAMES",2
12:53,,,,,"SUB IN by DEMOUCHET,KENDALL",,,"SUB IN by DEMOUCHET,KENDALL",2
12:53,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
12:51,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",2
12:51,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
12:51,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
12:38,,,,,"MISS JUMPER by KIRKENDOLL,TRAVION",,,"MISS JUMPER by KIRKENDOLL,TRAVION",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
12:19,,,,,"FOUL  by WILLIAMS,DONOVAN",,,"FOUL  by WILLIAMS,DONOVAN",2
12:19,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:19,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by CAMPBELL,BRANDON",,,"REBOUND DEF by CAMPBELL,BRANDON",2
12:12,,50,,50,"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",CENTMBO 50-50 (0),,"GOOD LAYUP by MATTHEWS,TREYLAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CAMPBELL,BRANDON",,,"ASSIST  by CAMPBELL,BRANDON",2
12:01,,,,,"FOUL  by DEMOUCHET,KENDALL",,,"FOUL  by DEMOUCHET,KENDALL",2
12:01,"MISS FT by OGLE,JOHN",,,,,,,"MISS FT by OGLE,JOHN",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
11:52,"FOUL  by NOTLEY,CHANDLER",,,,,,,"FOUL  by NOTLEY,CHANDLER",2
11:52,,50,,51 (+1),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 50-51 (-1),,"GOOD FT by KIRKENDOLL,TRAVION",2
11:52,,50,,52 (+2),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 50-52 (-2),,"GOOD FT by KIRKENDOLL,TRAVION",2
11:52,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
11:52,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
11:52,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
11:52,,,,,"SUB OUT by WILLIAMS,DONOVAN",,,"SUB OUT by WILLIAMS,DONOVAN",2
11:26,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
11:20,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
11:16,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,,,,,"REBOUND OFF by DEMOUCHET,KENDALL",,,"REBOUND OFF by DEMOUCHET,KENDALL",2
11:11,,50,,54 (+4),"GOOD JUMPER by CAMPBELL,BRANDON",CENTMBO 50-54 (-4),,"GOOD JUMPER by CAMPBELL,BRANDON",2
--,,,,,"ASSIST  by DEMOUCHET,KENDALL",,,"ASSIST  by DEMOUCHET,KENDALL",2
11:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:08,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:08,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
11:08,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",2
11:04,"GOOD LAYUP by LITTLEFIELD,GEAREN(fastbreak)(in the paint)",52,,54 (+2),,HC 52-54 (-2),,"GOOD LAYUP by LITTLEFIELD,GEAREN(fastbreak)(in the paint)",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
10:59,,52,,57 (+5),"GOOD 3PTR by DEMOUCHET,KENDALL",CENTMBO 52-57 (-5),,"GOOD 3PTR by DEMOUCHET,KENDALL",2
--,,,,,"ASSIST  by SAPP,JAMES",,,"ASSIST  by SAPP,JAMES",2
10:40,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:26,,,,,"FOUL  by KIRKENDOLL,TRAVION",,,"FOUL  by KIRKENDOLL,TRAVION",2
10:26,"MISS FT by BARRETT,JORDAN",,,,,,,"MISS FT by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
10:13,,,,,"MISS LAYUP by CAMPBELL,BRANDON",,,"MISS LAYUP by CAMPBELL,BRANDON",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
10:13,,52,,59 (+7),"GOOD TIPIN by SAPP,JAMES(in the paint)",CENTMBO 52-59 (-7),,"GOOD TIPIN by SAPP,JAMES(in the paint)",2
10:13,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
10:13,,,,,"MISS FT by SAPP,JAMES",,,"MISS FT by SAPP,JAMES",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
10:13,,,,,"SUB IN by CUETO,JUSTIN",,,"SUB IN by CUETO,JUSTIN",2
10:13,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
09:53,"GOOD JUMPER by LITTLEFIELD,GEAREN",54,,59 (+5),,HC 54-59 (-5),,"GOOD JUMPER by LITTLEFIELD,GEAREN",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
09:39,,54,,61 (+7),"GOOD JUMPER by DEMOUCHET,KENDALL",CENTMBO 54-61 (-7),,"GOOD JUMPER by DEMOUCHET,KENDALL",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
09:21,"TURNOVER  by BARRETT,JORDAN",,,,,,,"TURNOVER  by BARRETT,JORDAN",2
09:20,,,,,"STEAL  by MATTHEWS,TREYLAN",,,"STEAL  by MATTHEWS,TREYLAN",2
09:15,,54,,64 (+10),"GOOD 3PTR by CUETO,JUSTIN(fastbreak)",CENTMBO 54-64 (-10),,"GOOD 3PTR by CUETO,JUSTIN(fastbreak)",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
08:45,"MISS 3PTR by BARRETT,JORDAN",,,,,,,"MISS 3PTR by BARRETT,JORDAN",2
--,,,,,"REBOUND DEF by DEMOUCHET,KENDALL",,,"REBOUND DEF by DEMOUCHET,KENDALL",2
08:37,,,,,"MISS LAYUP by MATTHEWS,TREYLAN",,,"MISS LAYUP by MATTHEWS,TREYLAN",2
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",2
08:07,"MISS JUMPER by BARRETT,JORDAN",,,,,,,"MISS JUMPER by BARRETT,JORDAN",2
08:07,,,,,"BLOCK  by DEMOUCHET,KENDALL",,,"BLOCK  by DEMOUCHET,KENDALL",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
07:45,,,,,"MISS 3PTR by DEMOUCHET,KENDALL",,,"MISS 3PTR by DEMOUCHET,KENDALL",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
07:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:34,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
07:34,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
07:34,,,,,"SUB IN by WILLIAMS,DONOVAN",,,"SUB IN by WILLIAMS,DONOVAN",2
07:34,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
07:18,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",,,"REBOUND DEF by MATTHEWS,TREYLAN",2
07:01,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
06:52,,,,,"MISS JUMPER by CAMPBELL,BRANDON",,,"MISS JUMPER by CAMPBELL,BRANDON",2
--,,,,,"REBOUND OFF by MATTHEWS,TREYLAN",,,"REBOUND OFF by MATTHEWS,TREYLAN",2
06:26,,,,,"MISS JUMPER by CUETO,JUSTIN",,,"MISS JUMPER by CUETO,JUSTIN",2
--,,,,,"REBOUND OFF by DEMOUCHET,KENDALL",,,"REBOUND OFF by DEMOUCHET,KENDALL",2
06:23,,54,,66 (+12),"GOOD TIPIN by DEMOUCHET,KENDALL(in the paint)",CENTMBO 54-66 (-12),,"GOOD TIPIN by DEMOUCHET,KENDALL(in the paint)",2
06:15,,,,,"FOUL  by CAMPBELL,BRANDON",,,"FOUL  by CAMPBELL,BRANDON",2
06:15,"MISS FT by NIKOLOVSKI,DREW",,,,,,,"MISS FT by NIKOLOVSKI,DREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:15,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
06:15,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
06:14,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
06:14,,54,,67 (+13),"GOOD FT by DEMOUCHET,KENDALL",CENTMBO 54-67 (-13),,"GOOD FT by DEMOUCHET,KENDALL",2
06:14,,54,,68 (+14),"GOOD FT by DEMOUCHET,KENDALL",CENTMBO 54-68 (-14),,"GOOD FT by DEMOUCHET,KENDALL",2
05:59,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
05:55,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",2
--,,,,,"REBOUND DEF by CAMPBELL,BRANDON",,,"REBOUND DEF by CAMPBELL,BRANDON",2
05:36,,,,,"TURNOVER  by CUETO,JUSTIN",,,"TURNOVER  by CUETO,JUSTIN",2
05:16,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
05:11,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by DEMOUCHET,KENDALL",,,"REBOUND DEF by DEMOUCHET,KENDALL",2
04:54,,54,,70 (+16),"GOOD JUMPER by MATTHEWS,TREYLAN",CENTMBO 54-70 (-16),,"GOOD JUMPER by MATTHEWS,TREYLAN",2
04:34,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
04:29,"GOOD TIPIN by LITTLEFIELD,GEAREN(in the paint)",56,,70 (+14),,HC 56-70 (-14),,"GOOD TIPIN by LITTLEFIELD,GEAREN(in the paint)",2
04:11,,56,,73 (+17),"GOOD 3PTR by MATTHEWS,TREYLAN",CENTMBO 56-73 (-17),,"GOOD 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"ASSIST  by CAMPBELL,BRANDON",,,"ASSIST  by CAMPBELL,BRANDON",2
03:53,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:53,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
03:53,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
03:53,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
03:53,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
03:53,,,,,"SUB OUT by CUETO,JUSTIN",,,"SUB OUT by CUETO,JUSTIN",2
03:53,,,,,"SUB OUT by WILLIAMS,DONOVAN",,,"SUB OUT by WILLIAMS,DONOVAN",2
03:39,"GOOD LAYUP by OGLE,JOHN(in the paint)",58,,73 (+15),,HC 58-73 (-15),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
03:39,,,,,"FOUL  by DEMOUCHET,KENDALL",,,"FOUL  by DEMOUCHET,KENDALL",2
03:39,"GOOD FT by OGLE,JOHN",59,,73 (+14),,HC 59-73 (-14),,"GOOD FT by OGLE,JOHN",2
03:39,"SUB IN by CRISWELL,SEAN",,,,,,,"SUB IN by CRISWELL,SEAN",2
03:39,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",2
03:39,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
03:39,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
03:13,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
03:08,,,,,"MISS LAYUP by SAPP,JAMES",,,"MISS LAYUP by SAPP,JAMES",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
02:59,"MISS LAYUP by NIKOLOVSKI,DREW",,,,,,,"MISS LAYUP by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by MATTHEWS,TREYLAN",,,"REBOUND DEF by MATTHEWS,TREYLAN",2
02:43,,,,,"MISS JUMPER by DEMOUCHET,KENDALL",,,"MISS JUMPER by DEMOUCHET,KENDALL",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
02:31,"MISS LAYUP by BARRETT,JORDAN",,,,,,,"MISS LAYUP by BARRETT,JORDAN",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
02:28,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
02:28,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
02:28,"FOUL TECH by BARRETT,JORDAN",,,,,,,"FOUL TECH by BARRETT,JORDAN",2
02:28,,59,,74 (+15),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 59-74 (-15),,"GOOD FT by KIRKENDOLL,TRAVION",2
02:28,,59,,75 (+16),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 59-75 (-16),,"GOOD FT by KIRKENDOLL,TRAVION",2
02:28,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",2
02:28,,59,,76 (+17),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 59-76 (-17),,"GOOD FT by KIRKENDOLL,TRAVION",2
02:28,,59,,77 (+18),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 59-77 (-18),,"GOOD FT by KIRKENDOLL,TRAVION",2
02:28,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
02:28,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
02:28,"SUB OUT by CRISWELL,SEAN",,,,,,,"SUB OUT by CRISWELL,SEAN",2
02:28,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",2
02:28,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
02:28,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
02:21,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
02:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:14,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
02:00,,,,,"MISS LAYUP by CAMPBELL,BRANDON",,,"MISS LAYUP by CAMPBELL,BRANDON",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
01:50,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by STEELE,AARON",,,,,,,"REBOUND OFF by STEELE,AARON",2
01:45,"GOOD LAYUP by STEELE,AARON(in the paint)",61,,77 (+16),,HC 61-77 (-16),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
01:36,,,,,"TURNOVER  by DEMOUCHET,KENDALL",,,"TURNOVER  by DEMOUCHET,KENDALL",2
01:34,"STEAL  by STEELE,AARON",,,,,,,"STEAL  by STEELE,AARON",2
01:31,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",64,,77 (+13),,HC 64-77 (-13),,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
01:22,,,,,"TURNOVER  by MATTHEWS,TREYLAN",,,"TURNOVER  by MATTHEWS,TREYLAN",2
01:22,"STEAL  by SMITH,PRESTON",,,,,,,"STEAL  by SMITH,PRESTON",2
01:19,,,,,"FOUL  by CAMPBELL,BRANDON",,,"FOUL  by CAMPBELL,BRANDON",2
01:19,"GOOD FT by SMITH,PRESTON",65,,77 (+12),,HC 65-77 (-12),,"GOOD FT by SMITH,PRESTON",2
01:19,"GOOD FT by SMITH,PRESTON",66,,77 (+11),,HC 66-77 (-11),,"GOOD FT by SMITH,PRESTON",2
01:19,"GOOD FT by SMITH,PRESTON",67,,77 (+10),,HC 67-77 (-10),,"GOOD FT by SMITH,PRESTON",2
01:19,,,,,"SUB IN by WILLIAMS,DONOVAN",,,"SUB IN by WILLIAMS,DONOVAN",2
01:19,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
01:12,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
01:12,,67,,78 (+11),"GOOD FT by MATTHEWS,TREYLAN",CENTMBO 67-78 (-11),,"GOOD FT by MATTHEWS,TREYLAN",2
01:12,,,,,"MISS FT by MATTHEWS,TREYLAN",,,"MISS FT by MATTHEWS,TREYLAN",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
01:03,"MISS LAYUP by OGLE,JOHN",,,,,,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:53,,67,,80 (+13),"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",CENTMBO 67-80 (-13),,"GOOD LAYUP by KIRKENDOLL,TRAVION(in the paint)",2
--,,,,,"ASSIST  by CAMPBELL,BRANDON",,,"ASSIST  by CAMPBELL,BRANDON",2
00:44,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",70,,80 (+10),,HC 70-80 (-10),,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
00:39,,70,,82 (+12),"GOOD LAYUP by KIRKENDOLL,TRAVION(fastbreak)(in the paint)",CENTMBO 70-82 (-12),,"GOOD LAYUP by KIRKENDOLL,TRAVION(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CAMPBELL,BRANDON",,,"ASSIST  by CAMPBELL,BRANDON",2
00:36,"GOOD 3PTR by NIKOLOVSKI,DREW",73,,82 (+9),,HC 73-82 (-9),,"GOOD 3PTR by NIKOLOVSKI,DREW",2
--,"ASSIST  by OGLE,JOHN",,,,,,,"ASSIST  by OGLE,JOHN",2
00:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:34,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
00:34,,73,,83 (+10),"GOOD FT by MATTHEWS,TREYLAN",CENTMBO 73-83 (-10),,"GOOD FT by MATTHEWS,TREYLAN",2
00:34,,73,,84 (+11),"GOOD FT by MATTHEWS,TREYLAN",CENTMBO 73-84 (-11),,"GOOD FT by MATTHEWS,TREYLAN",2
00:34,,,,,"SUB OUT by WILLIAMS,DONOVAN",,,"SUB OUT by WILLIAMS,DONOVAN",2
00:30,,,,,"SUB IN by SAPP,JAMES",,,"SUB IN by SAPP,JAMES",2
00:30,,,,,"SUB OUT by DEMOUCHET,KENDALL",,,"SUB OUT by DEMOUCHET,KENDALL",2
00:27,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",75,,84 (+9),,HC 75-84 (-9),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
00:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:22,,,,,"SUB IN by WILLIAMS,DONOVAN",,,"SUB IN by WILLIAMS,DONOVAN",2
00:22,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
00:19,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
00:19,,75,,85 (+10),"GOOD FT by DEMOUCHET,KENDALL",CENTMBO 75-85 (-10),,"GOOD FT by DEMOUCHET,KENDALL",2
00:19,,75,,86 (+11),"GOOD FT by DEMOUCHET,KENDALL",CENTMBO 75-86 (-11),,"GOOD FT by DEMOUCHET,KENDALL",2
00:12,"GOOD 3PTR by STEELE,AARON",78,,86 (+8),,HC 78-86 (-8),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST  by SMITH,PRESTON",,,,,,,"ASSIST  by SMITH,PRESTON",2
00:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
