Time Remaining,,Away Team Score,Play Team Indicator,Home Team Score,,Game Score,Team Indicator,Play,Period
19:35,"GOOD 3PTR by SAMSON,VAUGHN",0,,3 (+3),,0-3 (+3),,"GOOD 3PTR by SAMSON,VAUGHN",1
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",1
19:18,"MISS LAYUP by ALFORD,DARIUS",,,,,,,"MISS LAYUP by ALFORD,DARIUS",1
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",1
19:14,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",0,,5 (+5),,0-5 (+5),,"GOOD LAYUP by SHEN,KEVIN(fastbreak)(in the paint)",1
--,"ASSIST  by SAMSON,VAUGHN",,,,,,,"ASSIST  by SAMSON,VAUGHN",1
18:54,"TURNOVER  by CRAIG,CHRIS",,,,,,,"TURNOVER  by CRAIG,CHRIS",1
18:54,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",1
18:38,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND DEF by ALFORD,DARIUS",,,,,,,"REBOUND DEF by ALFORD,DARIUS",1
18:31,"TURNOVER  by ALFORD,DARIUS",,,,,,,"TURNOVER  by ALFORD,DARIUS",1
18:22,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",1
18:22,"STEAL  by ALFORD,DARIUS",,,,,,,"STEAL  by ALFORD,DARIUS",1
18:18,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
17:57,"MISS 3PTR by FOGLE,XAVIER",,,,,,,"MISS 3PTR by FOGLE,XAVIER",1
--,"REBOUND OFF by CRAIG,CHRIS",,,,,,,"REBOUND OFF by CRAIG,CHRIS",1
17:54,"GOOD LAYUP by CRAIG,CHRIS(in the paint)",2,,5 (+3),,2-5 (+3),,"GOOD LAYUP by CRAIG,CHRIS(in the paint)",1
17:54,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
17:54,"GOOD FT by CRAIG,CHRIS",3,,5 (+2),,3-5 (+2),,"GOOD FT by CRAIG,CHRIS",1
17:37,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",1
--,"REBOUND DEF by JENKINS,JARED",,,,,,,"REBOUND DEF by JENKINS,JARED",1
17:25,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",1
17:25,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
17:25,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
17:25,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
17:25,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
17:18,"MISS LAYUP by JENKINS,JARED",,,,,,,"MISS LAYUP by JENKINS,JARED",1
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",1
17:04,"FOUL  by MOHAMED,OMAR",,,,,,,"FOUL  by MOHAMED,OMAR",1
17:04,"GOOD FT by BERRY,BRYCE",3,,6 (+3),,3-6 (+3),,"GOOD FT by BERRY,BRYCE",1
17:04,"GOOD FT by BERRY,BRYCE",3,,7 (+4),,3-7 (+4),,"GOOD FT by BERRY,BRYCE",1
16:45,"MISS JUMPER by CRAIG,CHRIS",,,,,,,"MISS JUMPER by CRAIG,CHRIS",1
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",1
16:33,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",1
16:26,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",3,,9 (+6),,3-9 (+6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
16:12,"MISS 3PTR by ALFORD,DARIUS",,,,,,,"MISS 3PTR by ALFORD,DARIUS",1
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",1
