Time Remaining,M-973,Away Team Score,Play Team Indicator,Home Team Score,M-573,Game Score,Team Indicator,Play,Period
19:30,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
19:15,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
19:08,"GOOD 3PTR by JOHNSON,CORY(fastbreak)",3 (+3),,0,,M-973 3-0 (-3),,"GOOD 3PTR by JOHNSON,CORY(fastbreak)",1
--,"ASSIST  by MOORE,MYLES",,,,,,,"ASSIST  by MOORE,MYLES",1
18:47,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
18:37,"TURNOVER  by HIRSH,ELIJAH",,,,,,,"TURNOVER  by HIRSH,ELIJAH",1
18:37,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",1
18:21,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",1
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",1
18:06,"GOOD LAYUP by HAYNES,CALEB(in the paint)",5 (+5),,0,,M-973 5-0 (-5),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",1
--,"ASSIST  by HIRSH,ELIJAH",,,,,,,"ASSIST  by HIRSH,ELIJAH",1
17:43,,,,,"MISS JUMPER by GIROUX,PRESTON",,,"MISS JUMPER by GIROUX,PRESTON",1
--,"REBOUND DEF by HIRSH,ELIJAH",,,,,,,"REBOUND DEF by HIRSH,ELIJAH",1
17:28,"MISS 3PTR by JOHNSON,CORY",,,,,,,"MISS 3PTR by JOHNSON,CORY",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
17:17,,5 (+3),,2,"GOOD JUMPER by WEATHERFORD,MITCH(fastbreak)(in the paint)",M-573 5-2 (-3),,"GOOD JUMPER by WEATHERFORD,MITCH(fastbreak)(in the paint)",1
17:17,"FOUL  by MOORE,MYLES",,,,,,,"FOUL  by MOORE,MYLES",1
17:17,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",1
17:17,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
17:17,,5 (+2),,3,"GOOD FT by WEATHERFORD,MITCH(fastbreak)",M-573 5-3 (-2),,"GOOD FT by WEATHERFORD,MITCH(fastbreak)",1
16:54,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
16:54,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:54,"GOOD FT by ATKINSON,QUINN",6 (+3),,3,,M-973 6-3 (-3),,"GOOD FT by ATKINSON,QUINN",1
16:37,,6 (+1),,5,"GOOD JUMPER by WEATHERFORD,MITCH",M-573 6-5 (-1),,"GOOD JUMPER by WEATHERFORD,MITCH",1
16:14,"TURNOVER  by MOORE,MYLES",,,,,,,"TURNOVER  by MOORE,MYLES",1
15:46,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",1
--,"REBOUND DEF by CLARK,ETHAN",,,,,,,"REBOUND DEF by CLARK,ETHAN",1
15:30,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,"REBOUND OFF by HIRSH,ELIJAH",,,,,,,"REBOUND OFF by HIRSH,ELIJAH",1
15:20,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
15:20,,,,,TIMEOUT  by TEAM,,,TIMEOUT  by TEAM,1
15:20,"GOOD FT by ATKINSON,QUINN",7 (+2),,5,,M-973 7-5 (-2),,"GOOD FT by ATKINSON,QUINN",1
15:20,"GOOD FT by ATKINSON,QUINN",8 (+3),,5,,M-973 8-5 (-3),,"GOOD FT by ATKINSON,QUINN",1
15:17,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",1
15:17,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",1
15:00,,8 (+1),,7,"GOOD JUMPER by DARST,DANIEL(in the paint)",M-573 8-7 (-1),,"GOOD JUMPER by DARST,DANIEL(in the paint)",1
14:46,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
14:37,"FOUL  by HASLAM,ETHAN",,,,,,,"FOUL  by HASLAM,ETHAN",1
14:37,,,,,"MISS FT by BERRY,BRYCE(fastbreak)",,,"MISS FT by BERRY,BRYCE(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:37,"SUB OUT by HIRSH,ELIJAH",,,,,,,"SUB OUT by HIRSH,ELIJAH",1
14:37,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",1
14:37,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
14:37,"SUB IN by DYER,JACOB",,,,,,,"SUB IN by DYER,JACOB",1
14:37,,8,,8,"GOOD FT by BERRY,BRYCE(fastbreak)",M-573 8-8 (0),,"GOOD FT by BERRY,BRYCE(fastbreak)",1
14:37,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
14:37,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
14:28,"GOOD JUMPER by JOHNSON,CORY(in the paint)",10 (+2),,8,,M-973 10-8 (-2),,"GOOD JUMPER by JOHNSON,CORY(in the paint)",1
14:16,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",1
--,"REBOUND DEF by MOORE,MYLES",,,,,,,"REBOUND DEF by MOORE,MYLES",1
13:54,"GOOD 3PTR by MOORE,MYLES",13 (+5),,8,,M-973 13-8 (-5),,"GOOD 3PTR by MOORE,MYLES",1
--,"ASSIST  by JOHNSON,CORY",,,,,,,"ASSIST  by JOHNSON,CORY",1
13:25,,13 (+3),,10,"GOOD JUMPER by WEATHERFORD,MITCH",M-573 13-10 (-3),,"GOOD JUMPER by WEATHERFORD,MITCH",1
13:11,"MISS JUMPER by HASLAM,ETHAN",,,,,,,"MISS JUMPER by HASLAM,ETHAN",1
--,"REBOUND OFF by HAYNES,CALEB",,,,,,,"REBOUND OFF by HAYNES,CALEB",1
13:07,"MISS LAYUP by HAYNES,CALEB",,,,,,,"MISS LAYUP by HAYNES,CALEB",1
