Time Remaining,RC,Away Team Score,Play Team Indicator,Home Team Score,OU,Game Score,Team Indicator,Play,Period
14:04,"GOOD FT by MCNAMARA,BRENDEN",17,,32 (+15),,RC 17-32 (-15),,"GOOD FT by MCNAMARA,BRENDEN",2
14:04,"GOOD FT by MCNAMARA,BRENDEN",18,,32 (+14),,RC 18-32 (-14),,"GOOD FT by MCNAMARA,BRENDEN",2
14:04,,,,,"SUB IN by RICE,TRE'",,,"SUB IN by RICE,TRE'",2
14:04,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
14:04,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
14:04,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
13:54,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",2
13:54,"BLOCK  by MCNAMARA,BRENDEN",,,,,,,"BLOCK  by MCNAMARA,BRENDEN",2
--,"REBOUND DEF by NESTLEHUTT,JAKE",,,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",2
13:45,"MISS 3PTR by GUEST,TYLER",,,,,,,"MISS 3PTR by GUEST,TYLER",2
--,,,,,"REBOUND DEF by BREATHWAITE,ZACH",,,"REBOUND DEF by BREATHWAITE,ZACH",2
13:26,,18,,35 (+17),"GOOD 3PTR by JENEI,RYAN",OU 18-35 (-17),,"GOOD 3PTR by JENEI,RYAN",2
--,,,,,"ASSIST  by KOCH,WILL",,,"ASSIST  by KOCH,WILL",2
13:06,"TURNOVER  by MCNAMARA,BRENDEN",,,,,,,"TURNOVER  by MCNAMARA,BRENDEN",2
13:04,,,,,"STEAL  by BREATHWAITE,ZACH",,,"STEAL  by BREATHWAITE,ZACH",2
12:38,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
12:38,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
12:38,"SUB OUT by MCNAMARA,BRENDEN",,,,,,,"SUB OUT by MCNAMARA,BRENDEN",2
12:38,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
12:34,,,,,"TURNOVER  by RICE,TRE'",,,"TURNOVER  by RICE,TRE'",2
12:31,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
12:30,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
12:08,,,,,"MISS 3PTR by KOCH,WILL",,,"MISS 3PTR by KOCH,WILL",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
11:55,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
11:54,,,,,"STEAL  by RICE,TRE'",,,"STEAL  by RICE,TRE'",2
11:52,,,,,"MISS LAYUP by BREATHWAITE,ZACH",,,"MISS LAYUP by BREATHWAITE,ZACH",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
11:34,"GOOD 3PTR by NESTLEHUTT,JAKE",21,,35 (+14),,RC 21-35 (-14),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by GUEST,TYLER",,,,,,,"ASSIST  by GUEST,TYLER",2
11:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:22,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:22,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
11:16,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
11:16,"SUB OUT by GUEST,TYLER",,,,,,,"SUB OUT by GUEST,TYLER",2
11:09,,,,,"TURNOVER  by KOCH,WILL",,,"TURNOVER  by KOCH,WILL",2
11:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:02,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
11:02,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
11:02,,,,,"SUB OUT by RICE,TRE'",,,"SUB OUT by RICE,TRE'",2
11:02,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",2
10:55,"MISS JUMPER by BERRY,BRYCE",,,,,,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
10:48,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
10:37,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
10:15,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
10:06,,21,,37 (+16),"GOOD JUMPER by FOSTER,LANE(in the paint)",OU 21-37 (-16),,"GOOD JUMPER by FOSTER,LANE(in the paint)",2
10:05,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
10:05,,21,,38 (+17),"GOOD FT by FOSTER,LANE",OU 21-38 (-17),,"GOOD FT by FOSTER,LANE",2
09:54,"GOOD 3PTR by NESTLEHUTT,JAKE",24,,38 (+14),,RC 24-38 (-14),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",2
09:30,,,,,"MISS LAYUP by KOCH,WILL",,,"MISS LAYUP by KOCH,WILL",2
09:30,"BLOCK  by DARST,DANIEL",,,,,,,"BLOCK  by DARST,DANIEL",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
09:16,"SUB IN by MCNAMARA,BRENDEN",,,,,,,"SUB IN by MCNAMARA,BRENDEN",2
09:16,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:16,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
09:16,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
09:16,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
09:16,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
09:15,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
09:14,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
09:11,,24,,40 (+16),"GOOD DUNK by KOCH,WILL(fastbreak)(in the paint)",OU 24-40 (-16),,"GOOD DUNK by KOCH,WILL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
08:52,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
08:51,,,,,"STEAL  by FOSTER,LANE",,,"STEAL  by FOSTER,LANE",2
08:42,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
08:37,,24,,43 (+19),"GOOD 3PTR by KOCH,WILL",OU 24-43 (-19),,"GOOD 3PTR by KOCH,WILL",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
08:23,"GOOD 3PTR by NESTLEHUTT,JAKE",27,,43 (+16),,RC 27-43 (-16),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
07:54,,27,,46 (+19),"GOOD 3PTR by JENEI,RYAN",OU 27-46 (-19),,"GOOD 3PTR by JENEI,RYAN",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
07:32,"MISS 3PTR by MCNAMARA,BRENDEN",,,,,,,"MISS 3PTR by MCNAMARA,BRENDEN",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
07:02,,27,,49 (+22),"GOOD 3PTR by FOSTER,LANE",OU 27-49 (-22),,"GOOD 3PTR by FOSTER,LANE",2
--,,,,,"ASSIST  by KOCH,WILL",,,"ASSIST  by KOCH,WILL",2
06:44,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND OFF by WEATHERFORD,MITCH",,,,,,,"REBOUND OFF by WEATHERFORD,MITCH",2
06:37,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
06:19,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
06:18,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",2
06:14,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
06:14,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",2
06:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:14,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
06:14,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
06:14,"SUB OUT by MCNAMARA,BRENDEN",,,,,,,"SUB OUT by MCNAMARA,BRENDEN",2
06:14,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
06:14,,,,,"SUB IN by BREATHWAITE,ZACH",,,"SUB IN by BREATHWAITE,ZACH",2
06:14,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
05:55,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
05:32,,,,,"FOUL  by BREATHWAITE,ZACH",,,"FOUL  by BREATHWAITE,ZACH",2
05:32,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:32,"GOOD FT by DARST,DANIEL",28,,49 (+21),,RC 28-49 (-21),,"GOOD FT by DARST,DANIEL",2
05:32,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
05:32,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
05:14,,28,,52 (+24),"GOOD 3PTR by KOCH,WILL",OU 28-52 (-24),,"GOOD 3PTR by KOCH,WILL",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
04:56,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
04:49,"GOOD TIPIN by DARST,DANIEL(in the paint)",30,,52 (+22),,RC 30-52 (-22),,"GOOD TIPIN by DARST,DANIEL(in the paint)",2
04:16,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
04:16,"SUB IN by MCNAMARA,BRENDEN",,,,,,,"SUB IN by MCNAMARA,BRENDEN",2
04:16,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
04:11,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by MCNAMARA,BRENDEN",,,,,,,"REBOUND DEF by MCNAMARA,BRENDEN",2
04:01,"MISS LAYUP by JAMES,MAC",,,,,,,"MISS LAYUP by JAMES,MAC",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
03:29,,30,,54 (+24),"GOOD LAYUP by JENEI,RYAN(in the paint)",OU 30-54 (-24),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
03:20,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
03:09,,,,,"TURNOVER  by SONE,CARLOS",,,"TURNOVER  by SONE,CARLOS",2
03:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:09,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
03:09,"SUB IN by DIXON,TADDEUS",,,,,,,"SUB IN by DIXON,TADDEUS",2
03:09,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
03:09,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
03:09,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
03:09,,,,,"SUB IN by RICE,TRE'",,,"SUB IN by RICE,TRE'",2
03:09,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
03:09,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
02:50,"MISS JUMPER by MCNAMARA,BRENDEN",,,,,,,"MISS JUMPER by MCNAMARA,BRENDEN",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
02:39,,30,,56 (+26),"GOOD LAYUP by FOSTER,LANE(in the paint)",OU 30-56 (-26),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
02:24,,,,,"FOUL  by RICE,TRE'",,,"FOUL  by RICE,TRE'",2
02:24,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
02:24,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
02:24,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
02:24,"SUB OUT by MCNAMARA,BRENDEN",,,,,,,"SUB OUT by MCNAMARA,BRENDEN",2
02:24,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
02:24,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
02:24,,,,,"SUB IN by SPRINGER,WILL",,,"SUB IN by SPRINGER,WILL",2
02:24,,,,,"SUB IN by CROWE,CAMERON",,,"SUB IN by CROWE,CAMERON",2
02:24,,,,,"SUB IN by SCHNEIDMILLER,SAM",,,"SUB IN by SCHNEIDMILLER,SAM",2
02:24,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
02:24,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
02:24,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
02:24,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
02:24,,,,,"SUB OUT by BREATHWAITE,ZACH",,,"SUB OUT by BREATHWAITE,ZACH",2
02:19,"MISS LAYUP by DIXON,TADDEUS",,,,,,,"MISS LAYUP by DIXON,TADDEUS",2
--,,,,,"REBOUND DEF by SPRINGER,WILL",,,"REBOUND DEF by SPRINGER,WILL",2
01:56,,,,,"MISS 3PTR by GULLEY,TREVOR",,,"MISS 3PTR by GULLEY,TREVOR",2
--,,,,,"REBOUND OFF by GULLEY,TREVOR",,,"REBOUND OFF by GULLEY,TREVOR",2
01:47,,,,,"MISS LAYUP by RICE,TRE'",,,"MISS LAYUP by RICE,TRE'",2
--,"REBOUND DEF by DIXON,TADDEUS",,,,,,,"REBOUND DEF by DIXON,TADDEUS",2
01:41,,,,,"FOUL  by GULLEY,TREVOR",,,"FOUL  by GULLEY,TREVOR",2
01:41,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
01:41,,,,,"SUB OUT by RICE,TRE'",,,"SUB OUT by RICE,TRE'",2
01:34,"TURNOVER  by LOVE,KERRY",,,,,,,"TURNOVER  by LOVE,KERRY",2
01:33,,,,,"STEAL  by SCHNEIDMILLER,SAM",,,"STEAL  by SCHNEIDMILLER,SAM",2
01:15,,30,,59 (+29),"GOOD 3PTR by SPRINGER,WILL",OU 30-59 (-29),,"GOOD 3PTR by SPRINGER,WILL",2
--,,,,,"ASSIST  by ETIWE,TOJU",,,"ASSIST  by ETIWE,TOJU",2
01:01,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,,,,,"REBOUND DEF by SPRINGER,WILL",,,"REBOUND DEF by SPRINGER,WILL",2
00:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:53,,,,,"SUB IN by PEAKS,WARNER",,,"SUB IN by PEAKS,WARNER",2
00:53,,,,,"SUB IN by WALKER,ALEX",,,"SUB IN by WALKER,ALEX",2
00:53,,,,,"SUB IN by STROMBERG,KEAGAN",,,"SUB IN by STROMBERG,KEAGAN",2
00:53,,,,,"SUB IN by SWILLUM,DAVID",,,"SUB IN by SWILLUM,DAVID",2
00:53,,,,,"SUB OUT by SCHNEIDMILLER,SAM",,,"SUB OUT by SCHNEIDMILLER,SAM",2
00:53,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
00:53,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",2
00:53,,,,,"SUB OUT by SPRINGER,WILL",,,"SUB OUT by SPRINGER,WILL",2
00:48,,,,,"TURNOVER  by STROMBERG,KEAGAN",,,"TURNOVER  by STROMBERG,KEAGAN",2
00:42,"MISS 3PTR by GRUBBS,COBY",,,,,,,"MISS 3PTR by GRUBBS,COBY",2
--,,,,,"REBOUND DEF by PEAKS,WARNER",,,"REBOUND DEF by PEAKS,WARNER",2
00:27,,,,,"TURNOVER  by STROMBERG,KEAGAN",,,"TURNOVER  by STROMBERG,KEAGAN",2
00:26,"STEAL  by DIXON,TADDEUS",,,,,,,"STEAL  by DIXON,TADDEUS",2
00:23,"MISS LAYUP by DIXON,TADDEUS",,,,,,,"MISS LAYUP by DIXON,TADDEUS",2
00:23,,,,,"BLOCK  by PEAKS,WARNER",,,"BLOCK  by PEAKS,WARNER",2
--,,,,,"REBOUND DEF by WALKER,ALEX",,,"REBOUND DEF by WALKER,ALEX",2
00:14,,,,,"MISS LAYUP by SWILLUM,DAVID",,,"MISS LAYUP by SWILLUM,DAVID",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
00:09,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND OFF by SAMSON,VAUGHN",,,,,,,"REBOUND OFF by SAMSON,VAUGHN",2
00:03,,,,,"FOUL  by SWILLUM,DAVID",,,"FOUL  by SWILLUM,DAVID",2
