Time Remaining,,Away Team Score,Play Team Indicator,Home Team Score,,Game Score,Team Indicator,Play,Period
13:31,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
13:31,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
13:31,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
13:31,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
13:31,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
13:30,"FOUL  by JELEN,JACK",,,,,,,"FOUL  by JELEN,JACK",1
13:30,"SUB IN by FERGUSON,DONOVAN",,,,,,,"SUB IN by FERGUSON,DONOVAN",1
13:30,"SUB IN by EBEL,NOLAN",,,,,,,"SUB IN by EBEL,NOLAN",1
13:30,"SUB OUT by MARTIN,MICAH",,,,,,,"SUB OUT by MARTIN,MICAH",1
13:30,"SUB OUT by JELEN,JACK",,,,,,,"SUB OUT by JELEN,JACK",1
13:10,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,"REBOUND DEF by ELLEDGE,AUSTIN",,,,,,,"REBOUND DEF by ELLEDGE,AUSTIN",1
12:54,"GOOD JUMPER by BENNING,BRETT",14 (+12),,2,,14-2 (-12),,"GOOD JUMPER by BENNING,BRETT",1
--,"ASSIST  by EBEL,NOLAN",,,,,,,"ASSIST  by EBEL,NOLAN",1
12:39,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",1
--,"REBOUND DEF by ELLEDGE,AUSTIN",,,,,,,"REBOUND DEF by ELLEDGE,AUSTIN",1
12:18,"GOOD DUNK by FERGUSON,DONOVAN(in the paint)",16 (+14),,2,,16-2 (-14),,"GOOD DUNK by FERGUSON,DONOVAN(in the paint)",1
--,"ASSIST  by SIMON,LUCAS",,,,,,,"ASSIST  by SIMON,LUCAS",1
12:01,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",1
--,"REBOUND DEF by FERGUSON,DONOVAN",,,,,,,"REBOUND DEF by FERGUSON,DONOVAN",1
11:49,"MISS JUMPER by BENNING,BRETT",,,,,,,"MISS JUMPER by BENNING,BRETT",1
--,"REBOUND OFF by FERGUSON,DONOVAN",,,,,,,"REBOUND OFF by FERGUSON,DONOVAN",1
11:39,"FOUL  by EBEL,NOLAN",,,,,,,"FOUL  by EBEL,NOLAN",1
11:39,"TURNOVER  by EBEL,NOLAN",,,,,,,"TURNOVER  by EBEL,NOLAN",1
11:39,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
11:39,"SUB IN by KELLEN,JOE",,,,,,,"SUB IN by KELLEN,JOE",1
11:39,"SUB OUT by SIMON,LUCAS",,,,,,,"SUB OUT by SIMON,LUCAS",1
11:39,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
11:39,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
11:13,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",1
--,"REBOUND DEF by ELLEDGE,AUSTIN",,,,,,,"REBOUND DEF by ELLEDGE,AUSTIN",1
10:46,"GOOD JUMPER by KELLEN,JOE(in the paint)",18 (+16),,2,,18-2 (-16),,"GOOD JUMPER by KELLEN,JOE(in the paint)",1
10:31,"GOOD LAYUP by BERRY,BRYCE(in the paint)",18 (+14),,4,,18-4 (-14),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
10:21,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",1
10:21,"GOOD FT by EBEL,NOLAN",19 (+15),,4,,19-4 (-15),,"GOOD FT by EBEL,NOLAN",1
10:21,"GOOD FT by EBEL,NOLAN",20 (+16),,4,,20-4 (-16),,"GOOD FT by EBEL,NOLAN",1
10:21,"SUB IN by JELEN,JACK",,,,,,,"SUB IN by JELEN,JACK",1
10:21,"SUB IN by ORANGE,CHRISHAWN",,,,,,,"SUB IN by ORANGE,CHRISHAWN",1
10:21,"SUB IN by MARTIN,MICAH",,,,,,,"SUB IN by MARTIN,MICAH",1
10:21,"SUB OUT by EBEL,NOLAN",,,,,,,"SUB OUT by EBEL,NOLAN",1
10:21,"SUB OUT by FERGUSON,DONOVAN",,,,,,,"SUB OUT by FERGUSON,DONOVAN",1
10:21,"SUB OUT by ELLEDGE,AUSTIN",,,,,,,"SUB OUT by ELLEDGE,AUSTIN",1
10:21,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
10:21,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
10:09,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by ORANGE,CHRISHAWN",,,,,,,"REBOUND DEF by ORANGE,CHRISHAWN",1
10:03,"TURNOVER  by JELEN,JACK",,,,,,,"TURNOVER  by JELEN,JACK",1
09:49,"GOOD LAYUP by JAMES,MAC(in the paint)",20 (+14),,6,,20-6 (-14),,"GOOD LAYUP by JAMES,MAC(in the paint)",1
09:42,"TURNOVER  by ORANGE,CHRISHAWN",,,,,,,"TURNOVER  by ORANGE,CHRISHAWN",1
09:42,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",1
09:37,"FOUL  by BENNING,BRETT",,,,,,,"FOUL  by BENNING,BRETT",1
09:37,"GOOD FT by SHEN,KEVIN",20 (+13),,7,,20-7 (-13),,"GOOD FT by SHEN,KEVIN",1
09:37,"GOOD FT by SHEN,KEVIN",20 (+12),,8,,20-8 (-12),,"GOOD FT by SHEN,KEVIN",1
09:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:22,"GOOD LAYUP by MARTIN,MICAH(in the paint)",22 (+14),,8,,22-8 (-14),,"GOOD LAYUP by MARTIN,MICAH(in the paint)",1
--,"ASSIST  by ORANGE,CHRISHAWN",,,,,,,"ASSIST  by ORANGE,CHRISHAWN",1
09:04,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",1
--,"REBOUND DEF by MARTIN,MICAH",,,,,,,"REBOUND DEF by MARTIN,MICAH",1
08:52,"MISS LAYUP by BENNING,BRETT",,,,,,,"MISS LAYUP by BENNING,BRETT",1
--,"REBOUND OFF by MARTIN,MICAH",,,,,,,"REBOUND OFF by MARTIN,MICAH",1
08:49,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
08:49,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
08:49,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
08:33,"MISS JUMPER by ORANGE,CHRISHAWN",,,,,,,"MISS JUMPER by ORANGE,CHRISHAWN",1
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",1
08:25,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",1
--,"REBOUND DEF by ORANGE,CHRISHAWN",,,,,,,"REBOUND DEF by ORANGE,CHRISHAWN",1
08:16,"MISS 3PTR by KELLEN,JOE",,,,,,,"MISS 3PTR by KELLEN,JOE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
08:12,"SUB IN by WOFFORD,PIERSON",,,,,,,"SUB IN by WOFFORD,PIERSON",1
08:12,"SUB OUT by BENNING,BRETT",,,,,,,"SUB OUT by BENNING,BRETT",1
08:09,"GOOD DUNK by MARTIN,MICAH(in the paint)",24 (+16),,8,,24-8 (-16),,"GOOD DUNK by MARTIN,MICAH(in the paint)",1
--,"ASSIST  by KELLEN,JOE",,,,,,,"ASSIST  by KELLEN,JOE",1
07:40,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",1
--,"REBOUND DEF by ORANGE,CHRISHAWN",,,,,,,"REBOUND DEF by ORANGE,CHRISHAWN",1
07:30,"TURNOVER  by JELEN,JACK",,,,,,,"TURNOVER  by JELEN,JACK",1
07:30,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",1
07:06,"MISS JUMPER by GIROUX,PRESTON",,,,,,,"MISS JUMPER by GIROUX,PRESTON",1
--,"REBOUND DEF by JELEN,JACK",,,,,,,"REBOUND DEF by JELEN,JACK",1
06:59,"MISS LAYUP by ORANGE,CHRISHAWN",,,,,,,"MISS LAYUP by ORANGE,CHRISHAWN",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
06:38,"GOOD 3PTR by SHEN,KEVIN",24 (+13),,11,,24-11 (-13),,"GOOD 3PTR by SHEN,KEVIN",1
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",1
06:22,"MISS 3PTR by WOFFORD,PIERSON",,,,,,,"MISS 3PTR by WOFFORD,PIERSON",1
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",1
05:55,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:52,"FOUL  by WOFFORD,PIERSON",,,,,,,"FOUL  by WOFFORD,PIERSON",1
05:52,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
05:52,"SUB IN by SIMON,LUCAS",,,,,,,"SUB IN by SIMON,LUCAS",1
05:52,"SUB IN by FERGUSON,DONOVAN",,,,,,,"SUB IN by FERGUSON,DONOVAN",1
05:52,"SUB IN by ELLEDGE,AUSTIN",,,,,,,"SUB IN by ELLEDGE,AUSTIN",1
05:52,"SUB IN by EBEL,NOLAN",,,,,,,"SUB IN by EBEL,NOLAN",1
05:52,"SUB OUT by MARTIN,MICAH",,,,,,,"SUB OUT by MARTIN,MICAH",1
05:52,"SUB OUT by KELLEN,JOE",,,,,,,"SUB OUT by KELLEN,JOE",1
05:52,"SUB OUT by ORANGE,CHRISHAWN",,,,,,,"SUB OUT by ORANGE,CHRISHAWN",1
05:52,"SUB OUT by JELEN,JACK",,,,,,,"SUB OUT by JELEN,JACK",1
05:52,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
05:52,"SUB IN by GUEST,TYLER",,,,,,,"SUB IN by GUEST,TYLER",1
05:52,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
05:52,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
05:52,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
05:52,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
05:51,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",1
--,"REBOUND DEF by FERGUSON,DONOVAN",,,,,,,"REBOUND DEF by FERGUSON,DONOVAN",1
05:33,"GOOD LAYUP by FERGUSON,DONOVAN(in the paint)",26 (+15),,11,,26-11 (-15),,"GOOD LAYUP by FERGUSON,DONOVAN(in the paint)",1
05:21,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",1
05:21,"STEAL  by SIMON,LUCAS",,,,,,,"STEAL  by SIMON,LUCAS",1
05:04,"MISS 3PTR by SIMON,LUCAS",,,,,,,"MISS 3PTR by SIMON,LUCAS",1
--,"REBOUND OFF by WOFFORD,PIERSON",,,,,,,"REBOUND OFF by WOFFORD,PIERSON",1
04:50,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",1
04:50,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
04:50,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
04:47,"MISS 3PTR by ELLEDGE,AUSTIN",,,,,,,"MISS 3PTR by ELLEDGE,AUSTIN",1
--,"REBOUND OFF by SIMON,LUCAS",,,,,,,"REBOUND OFF by SIMON,LUCAS",1
04:43,"GOOD LAYUP by SIMON,LUCAS(in the paint)",28 (+17),,11,,28-11 (-17),,"GOOD LAYUP by SIMON,LUCAS(in the paint)",1
04:27,"MISS 3PTR by GUEST,TYLER",,,,,,,"MISS 3PTR by GUEST,TYLER",1
--,"REBOUND DEF by WOFFORD,PIERSON",,,,,,,"REBOUND DEF by WOFFORD,PIERSON",1
04:18,"MISS JUMPER by ELLEDGE,AUSTIN",,,,,,,"MISS JUMPER by ELLEDGE,AUSTIN",1
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",1
04:09,"FOUL  by ELLEDGE,AUSTIN",,,,,,,"FOUL  by ELLEDGE,AUSTIN",1
04:09,"MISS FT by SAMSON,VAUGHN",,,,,,,"MISS FT by SAMSON,VAUGHN",1
--,"REBOUND DEF by EBEL,NOLAN",,,,,,,"REBOUND DEF by EBEL,NOLAN",1
04:09,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
04:09,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
04:09,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
04:09,"SUB OUT by GUEST,TYLER",,,,,,,"SUB OUT by GUEST,TYLER",1
04:01,"MISS 3PTR by WOFFORD,PIERSON",,,,,,,"MISS 3PTR by WOFFORD,PIERSON",1
--,"REBOUND OFF by EBEL,NOLAN",,,,,,,"REBOUND OFF by EBEL,NOLAN",1
03:48,"GOOD JUMPER by ELLEDGE,AUSTIN",30 (+19),,11,,30-11 (-19),,"GOOD JUMPER by ELLEDGE,AUSTIN",1
03:22,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",1
--,"REBOUND DEF by FERGUSON,DONOVAN",,,,,,,"REBOUND DEF by FERGUSON,DONOVAN",1
03:15,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",1
03:15,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
03:15,"SUB IN by BENNING,BRETT",,,,,,,"SUB IN by BENNING,BRETT",1
03:15,"SUB IN by JELEN,JACK",,,,,,,"SUB IN by JELEN,JACK",1
03:15,"SUB IN by ORANGE,CHRISHAWN",,,,,,,"SUB IN by ORANGE,CHRISHAWN",1
03:15,"SUB IN by KELLEN,JOE",,,,,,,"SUB IN by KELLEN,JOE",1
03:15,"SUB IN by MARTIN,MICAH",,,,,,,"SUB IN by MARTIN,MICAH",1
03:15,"SUB OUT by FERGUSON,DONOVAN",,,,,,,"SUB OUT by FERGUSON,DONOVAN",1
03:15,"SUB OUT by ELLEDGE,AUSTIN",,,,,,,"SUB OUT by ELLEDGE,AUSTIN",1
03:15,"SUB OUT by WOFFORD,PIERSON",,,,,,,"SUB OUT by WOFFORD,PIERSON",1
03:15,"SUB OUT by SIMON,LUCAS",,,,,,,"SUB OUT by SIMON,LUCAS",1
03:15,"SUB OUT by EBEL,NOLAN",,,,,,,"SUB OUT by EBEL,NOLAN",1
03:15,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
03:15,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
03:13,"MISS LAYUP by MARTIN,MICAH",,,,,,,"MISS LAYUP by MARTIN,MICAH",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:57,"GOOD LAYUP by MARTIN,MICAH(in the paint)",32 (+21),,11,,32-11 (-21),,"GOOD LAYUP by MARTIN,MICAH(in the paint)",1
02:44,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",1
02:28,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
02:28,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
02:28,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
02:27,"FOUL  by MARTIN,MICAH",,,,,,,"FOUL  by MARTIN,MICAH",1
02:27,"TURNOVER  by MARTIN,MICAH",,,,,,,"TURNOVER  by MARTIN,MICAH",1
02:06,"GOOD LAYUP by SHEN,KEVIN(in the paint)",32 (+19),,13,,32-13 (-19),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",1
01:42,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",1
01:42,"GOOD FT by MARTIN,MICAH",33 (+20),,13,,33-13 (-20),,"GOOD FT by MARTIN,MICAH",1
01:42,"GOOD FT by MARTIN,MICAH",34 (+21),,13,,34-13 (-21),,"GOOD FT by MARTIN,MICAH",1
01:42,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
01:42,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
01:33,"FOUL  by MARTIN,MICAH",,,,,,,"FOUL  by MARTIN,MICAH",1
01:33,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:33,"GOOD FT by DARST,DANIEL",34 (+20),,14,,34-14 (-20),,"GOOD FT by DARST,DANIEL",1
01:33,"SUB IN by FERGUSON,DONOVAN",,,,,,,"SUB IN by FERGUSON,DONOVAN",1
01:33,"SUB OUT by MARTIN,MICAH",,,,,,,"SUB OUT by MARTIN,MICAH",1
01:33,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
01:33,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
01:08,"MISS 3PTR by BENNING,BRETT",,,,,,,"MISS 3PTR by BENNING,BRETT",1
--,"REBOUND OFF by JELEN,JACK",,,,,,,"REBOUND OFF by JELEN,JACK",1
01:01,"MISS 3PTR by KELLEN,JOE",,,,,,,"MISS 3PTR by KELLEN,JOE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:53,"GOOD LAYUP by KELLEN,JOE(in the paint)",36 (+22),,14,,36-14 (-22),,"GOOD LAYUP by KELLEN,JOE(in the paint)",1
00:53,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
00:53,"GOOD FT by KELLEN,JOE",37 (+23),,14,,37-14 (-23),,"GOOD FT by KELLEN,JOE",1
00:36,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",1
--,"REBOUND DEF by BENNING,BRETT",,,,,,,"REBOUND DEF by BENNING,BRETT",1
00:05,"MISS LAYUP by ORANGE,CHRISHAWN",,,,,,,"MISS LAYUP by ORANGE,CHRISHAWN",1
--,"REBOUND OFF by ORANGE,CHRISHAWN",,,,,,,"REBOUND OFF by ORANGE,CHRISHAWN",1
00:01,"MISS LAYUP by ORANGE,CHRISHAWN",,,,,,,"MISS LAYUP by ORANGE,CHRISHAWN",1
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",1
20:00,"SUB IN by WOFFORD,PIERSON",,,,,,,"SUB IN by WOFFORD,PIERSON",2
20:00,"SUB IN by EBEL,NOLAN",,,,,,,"SUB IN by EBEL,NOLAN",2
20:00,"SUB OUT by KELLEN,JOE",,,,,,,"SUB OUT by KELLEN,JOE",2
20:00,"SUB OUT by JELEN,JACK",,,,,,,"SUB OUT by JELEN,JACK",2
20:00,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
20:00,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
19:53,"GOOD LAYUP by BENNING,BRETT(in the paint)",39 (+25),,14,,39-14 (-25),,"GOOD LAYUP by BENNING,BRETT(in the paint)",2
--,"ASSIST  by EBEL,NOLAN",,,,,,,"ASSIST  by EBEL,NOLAN",2
19:34,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by ORANGE,CHRISHAWN",,,,,,,"REBOUND DEF by ORANGE,CHRISHAWN",2
