Time Remaining,M-573,Away Team Score,Play Team Indicator,Home Team Score,M-973,Game Score,Team Indicator,Play,Period
19:29,,0,,3 (+3),"GOOD 3PTR by CLARK,ETHAN",M-973 0-3 (-3),,"GOOD 3PTR by CLARK,ETHAN",1
19:10,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2,,3 (+1),,M-573 2-3 (-1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",1
18:54,,,,,"MISS LAYUP by HAYNES,CALEB",,,"MISS LAYUP by HAYNES,CALEB",1
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",1
18:25,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",4 (+1),,3,,M-573 4-3 (+1),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",1
17:35,,,,,"MISS LAYUP by CLARK,ETHAN",,,"MISS LAYUP by CLARK,ETHAN",1
17:35,"BLOCK  by GALVIN,OWEN",,,,,,,"BLOCK  by GALVIN,OWEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
17:16,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",1
17:16,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",1
17:09,,,,,"TURNOVER  by JOHNSON,CORY",,,"TURNOVER  by JOHNSON,CORY",1
17:09,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",1
17:01,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",1
16:49,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:49,"GOOD FT by GIROUX,PRESTON",5 (+2),,3,,M-573 5-3 (+2),,"GOOD FT by GIROUX,PRESTON",1
16:49,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
16:49,"SUB IN by MCNAMARA,BRENDEN",,,,,,,"SUB IN by MCNAMARA,BRENDEN",1
16:49,,,,,"MISS 3PTR by JOHNSON,CORY",,,"MISS 3PTR by JOHNSON,CORY",1
--,"REBOUND DEF by MCNAMARA,BRENDEN",,,,,,,"REBOUND DEF by MCNAMARA,BRENDEN",1
16:48,"GOOD LAYUP by DARST,DANIEL(in the paint)",7 (+4),,3,,M-573 7-3 (+4),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",1
