Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,DEPAUW,Game Score,Team Indicator,Play,Period
11:03,,,,,"SUB IN by SIMPSON,ROSS",,,"SUB IN by SIMPSON,ROSS",2
11:03,,,,,"SUB IN by SEVER,RYAN",,,"SUB IN by SEVER,RYAN",2
11:03,,,,,"SUB IN by FLYNN,BARRY",,,"SUB IN by FLYNN,BARRY",2
11:03,,,,,"SUB OUT by BURNS,CAMRON",,,"SUB OUT by BURNS,CAMRON",2
11:03,,,,,"SUB OUT by HASELEY,SEAN",,,"SUB OUT by HASELEY,SEAN",2
11:03,,,,,"SUB OUT by WILKISON,MICHAEL",,,"SUB OUT by WILKISON,MICHAEL",2
10:51,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
10:22,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
10:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
10:22,"SUB IN by MARTIN,SAM",,,,,,,"SUB IN by MARTIN,SAM",2
10:22,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
10:09,,45,,64 (+19),"GOOD 3PTR by WEAKLEY,TOMMY",DEPAUW 45-64 (-19),,"GOOD 3PTR by WEAKLEY,TOMMY",2
09:56,"GOOD 3PTR by AFFRONTI,LEWIS",48,,64 (+16),,SEWANEE 48-64 (-16),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
09:41,,48,,67 (+19),"GOOD 3PTR by WEAKLEY,TOMMY",DEPAUW 48-67 (-19),,"GOOD 3PTR by WEAKLEY,TOMMY",2
--,,,,,"ASSIST  by SIMPSON,ROSS",,,"ASSIST  by SIMPSON,ROSS",2
09:28,,,,,"FOUL  by WILLS,DREW",,,"FOUL  by WILLS,DREW",2
09:28,"SUB IN by WILLIAMS,TRENT",,,,,,,"SUB IN by WILLIAMS,TRENT",2
09:28,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
09:14,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by SEVER,RYAN",,,"REBOUND DEF by SEVER,RYAN",2
08:50,,,,,"MISS LAYUP by FLYNN,BARRY",,,"MISS LAYUP by FLYNN,BARRY",2
--,,,,,"REBOUND OFF by FLYNN,BARRY",,,"REBOUND OFF by FLYNN,BARRY",2
08:48,"FOUL  by MARTIN,SAM",,,,,,,"FOUL  by MARTIN,SAM",2
08:48,"SUB IN by NELSON,ANVIL",,,,,,,"SUB IN by NELSON,ANVIL",2
08:48,"SUB OUT by MARTIN,SAM",,,,,,,"SUB OUT by MARTIN,SAM",2
08:43,,48,,69 (+21),"GOOD LAYUP by SEVER,RYAN(in the paint)",DEPAUW 48-69 (-21),,"GOOD LAYUP by SEVER,RYAN(in the paint)",2
08:23,"MISS 3PTR by AFFRONTI,LEWIS",,,,,,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND DEF by SIMPSON,ROSS",,,"REBOUND DEF by SIMPSON,ROSS",2
08:05,,48,,71 (+23),"GOOD LAYUP by WILLS,DREW(in the paint)",DEPAUW 48-71 (-23),,"GOOD LAYUP by WILLS,DREW(in the paint)",2
07:45,"GOOD JUMPER by BEVIACQUA,BRYAN",50,,71 (+21),,SEWANEE 50-71 (-21),,"GOOD JUMPER by BEVIACQUA,BRYAN",2
07:24,,,,,"MISS LAYUP by SIMPSON,ROSS",,,"MISS LAYUP by SIMPSON,ROSS",2
07:24,"BLOCK  by NELSON,ANVIL",,,,,,,"BLOCK  by NELSON,ANVIL",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
07:08,"GOOD 3PTR by BEVIACQUA,BRYAN",53,,71 (+18),,SEWANEE 53-71 (-18),,"GOOD 3PTR by BEVIACQUA,BRYAN",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
06:44,,,,,"TURNOVER  by SEVER,RYAN",,,"TURNOVER  by SEVER,RYAN",2
06:43,"STEAL  by WILLIAMS,TRENT",,,,,,,"STEAL  by WILLIAMS,TRENT",2
06:28,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by FLYNN,BARRY",,,"REBOUND DEF by FLYNN,BARRY",2
06:21,,53,,74 (+21),"GOOD 3PTR by WEAKLEY,TOMMY",DEPAUW 53-74 (-21),,"GOOD 3PTR by WEAKLEY,TOMMY",2
--,,,,,"ASSIST  by SIMPSON,ROSS",,,"ASSIST  by SIMPSON,ROSS",2
06:03,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",55,,74 (+19),,SEWANEE 55-74 (-19),,"GOOD LAYUP by AFFRONTI,LEWIS(in the paint)",2
05:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:56,"SUB IN by MERRELL,WILL",,,,,,,"SUB IN by MERRELL,WILL",2
05:56,"SUB OUT by BEVIACQUA,BRYAN",,,,,,,"SUB OUT by BEVIACQUA,BRYAN",2
05:56,,,,,"SUB IN by HASELEY,SEAN",,,"SUB IN by HASELEY,SEAN",2
05:56,,,,,"SUB OUT by FLYNN,BARRY",,,"SUB OUT by FLYNN,BARRY",2
05:43,,,,,"MISS LAYUP by SEVER,RYAN",,,"MISS LAYUP by SEVER,RYAN",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
05:21,"MISS LAYUP by NELSON,ANVIL",,,,,,,"MISS LAYUP by NELSON,ANVIL",2
--,,,,,"REBOUND DEF by HASELEY,SEAN",,,"REBOUND DEF by HASELEY,SEAN",2
05:14,,55,,77 (+22),"GOOD 3PTR by WEAKLEY,TOMMY",DEPAUW 55-77 (-22),,"GOOD 3PTR by WEAKLEY,TOMMY",2
--,,,,,"ASSIST  by SIMPSON,ROSS",,,"ASSIST  by SIMPSON,ROSS",2
04:56,"MISS 3PTR by WILLIAMS,TRENT",,,,,,,"MISS 3PTR by WILLIAMS,TRENT",2
--,,,,,"REBOUND DEF by SIMPSON,ROSS",,,"REBOUND DEF by SIMPSON,ROSS",2
04:50,"FOUL  by AFFRONTI,LEWIS",,,,,,,"FOUL  by AFFRONTI,LEWIS",2
04:50,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
04:50,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
04:50,,,,,"SUB IN by LEMASTERS,STEVE",,,"SUB IN by LEMASTERS,STEVE",2
04:50,,,,,"SUB OUT by WEAKLEY,TOMMY",,,"SUB OUT by WEAKLEY,TOMMY",2
04:28,"FOUL  by WILLIAMS,TRENT",,,,,,,"FOUL  by WILLIAMS,TRENT",2
04:28,,55,,78 (+23),"GOOD FT by SEVER,RYAN",DEPAUW 55-78 (-23),,"GOOD FT by SEVER,RYAN",2
04:28,,55,,79 (+24),"GOOD FT by SEVER,RYAN",DEPAUW 55-79 (-24),,"GOOD FT by SEVER,RYAN",2
04:28,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
04:28,"SUB OUT by WILLIAMS,TRENT",,,,,,,"SUB OUT by WILLIAMS,TRENT",2
04:10,,,,,"FOUL  by SIMPSON,ROSS",,,"FOUL  by SIMPSON,ROSS",2
04:10,"GOOD FT by BOULDIN,BRETT",56,,79 (+23),,SEWANEE 56-79 (-23),,"GOOD FT by BOULDIN,BRETT",2
04:10,"GOOD FT by BOULDIN,BRETT",57,,79 (+22),,SEWANEE 57-79 (-22),,"GOOD FT by BOULDIN,BRETT",2
04:10,"GOOD FT by BOULDIN,BRETT",58,,79 (+21),,SEWANEE 58-79 (-21),,"GOOD FT by BOULDIN,BRETT",2
04:10,,,,,"SUB IN by BERGFELD,JOE",,,"SUB IN by BERGFELD,JOE",2
04:10,,,,,"SUB OUT by HASELEY,SEAN",,,"SUB OUT by HASELEY,SEAN",2
03:53,"FOUL  by NELSON,ANVIL",,,,,,,"FOUL  by NELSON,ANVIL",2
03:53,,58,,80 (+22),"GOOD FT by BERGFELD,JOE",DEPAUW 58-80 (-22),,"GOOD FT by BERGFELD,JOE",2
03:53,,,,,"MISS FT by BERGFELD,JOE",,,"MISS FT by BERGFELD,JOE",2
--,"REBOUND DEF by MERRELL,WILL",,,,,,,"REBOUND DEF by MERRELL,WILL",2
03:53,"SUB IN by BEVIACQUA,BRYAN",,,,,,,"SUB IN by BEVIACQUA,BRYAN",2
03:53,"SUB OUT by NELSON,ANVIL",,,,,,,"SUB OUT by NELSON,ANVIL",2
03:40,,,,,"FOUL  by SEVER,RYAN",,,"FOUL  by SEVER,RYAN",2
03:40,"GOOD FT by BRYANT,VALENTINO",59,,80 (+21),,SEWANEE 59-80 (-21),,"GOOD FT by BRYANT,VALENTINO",2
03:40,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by SEVER,RYAN",,,"REBOUND DEF by SEVER,RYAN",2
03:22,"FOUL  by BEVIACQUA,BRYAN",,,,,,,"FOUL  by BEVIACQUA,BRYAN",2
03:22,,59,,81 (+22),"GOOD FT by BERGFELD,JOE",DEPAUW 59-81 (-22),,"GOOD FT by BERGFELD,JOE",2
03:22,,59,,82 (+23),"GOOD FT by BERGFELD,JOE",DEPAUW 59-82 (-23),,"GOOD FT by BERGFELD,JOE",2
03:11,,,,,"SUB IN by BURNS,CAMRON",,,"SUB IN by BURNS,CAMRON",2
03:11,,,,,"SUB IN by PAYNE,ALEX",,,"SUB IN by PAYNE,ALEX",2
03:11,,,,,"SUB OUT by BERGFELD,JOE",,,"SUB OUT by BERGFELD,JOE",2
03:11,,,,,"SUB OUT by SIMPSON,ROSS",,,"SUB OUT by SIMPSON,ROSS",2
03:10,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",2
--,"REBOUND OFF by BRYANT,VALENTINO",,,,,,,"REBOUND OFF by BRYANT,VALENTINO",2
03:05,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",61,,82 (+21),,SEWANEE 61-82 (-21),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
03:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:56,,,,,"TURNOVER  by PAYNE,ALEX",,,"TURNOVER  by PAYNE,ALEX",2
02:43,"GOOD 3PTR by BRYANT,VALENTINO",64,,82 (+18),,SEWANEE 64-82 (-18),,"GOOD 3PTR by BRYANT,VALENTINO",2
--,"ASSIST  by BEVIACQUA,BRYAN",,,,,,,"ASSIST  by BEVIACQUA,BRYAN",2
02:24,,64,,84 (+20),"GOOD LAYUP by SEVER,RYAN(in the paint)",DEPAUW 64-84 (-20),,"GOOD LAYUP by SEVER,RYAN(in the paint)",2
--,,,,,"ASSIST  by BURNS,CAMRON",,,"ASSIST  by BURNS,CAMRON",2
02:12,"MISS 3PTR by BEVIACQUA,BRYAN",,,,,,,"MISS 3PTR by BEVIACQUA,BRYAN",2
--,,,,,"REBOUND DEF by BURNS,CAMRON",,,"REBOUND DEF by BURNS,CAMRON",2
02:01,,,,,"MISS 3PTR by LEMASTERS,STEVE",,,"MISS 3PTR by LEMASTERS,STEVE",2
--,,,,,"REBOUND OFF by SEVER,RYAN",,,"REBOUND OFF by SEVER,RYAN",2
01:57,,,,,"MISS LAYUP by SEVER,RYAN",,,"MISS LAYUP by SEVER,RYAN",2
--,,,,,"REBOUND OFF by SEVER,RYAN",,,"REBOUND OFF by SEVER,RYAN",2
01:54,"FOUL  by MERRELL,WILL",,,,,,,"FOUL  by MERRELL,WILL",2
01:54,,,,,"MISS FT by SEVER,RYAN",,,"MISS FT by SEVER,RYAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:54,,,,,"MISS FT by SEVER,RYAN",,,"MISS FT by SEVER,RYAN",2
--,"REBOUND DEF by BEVIACQUA,BRYAN",,,,,,,"REBOUND DEF by BEVIACQUA,BRYAN",2
01:54,,,,,"SUB IN by HAGGIN,PAT",,,"SUB IN by HAGGIN,PAT",2
01:54,,,,,"SUB IN by SUSTARSIC,JEFF",,,"SUB IN by SUSTARSIC,JEFF",2
01:54,,,,,"SUB OUT by WILLS,DREW",,,"SUB OUT by WILLS,DREW",2
01:54,,,,,"SUB OUT by LEMASTERS,STEVE",,,"SUB OUT by LEMASTERS,STEVE",2
01:40,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",66,,84 (+18),,SEWANEE 66-84 (-18),,"GOOD LAYUP by BRYANT,VALENTINO(in the paint)",2
01:10,,,,,"TURNOVER  by BURNS,CAMRON",,,"TURNOVER  by BURNS,CAMRON",2
01:09,"STEAL  by BEVIACQUA,BRYAN",,,,,,,"STEAL  by BEVIACQUA,BRYAN",2
01:08,,,,,"SUB IN by RUMPP,IAN",,,"SUB IN by RUMPP,IAN",2
01:08,,,,,"SUB OUT by SEVER,RYAN",,,"SUB OUT by SEVER,RYAN",2
00:58,"MISS JUMPER by BOULDIN,BRETT",,,,,,,"MISS JUMPER by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by RUMPP,IAN",,,"REBOUND DEF by RUMPP,IAN",2
00:43,,,,,"TURNOVER  by SUSTARSIC,JEFF",,,"TURNOVER  by SUSTARSIC,JEFF",2
00:41,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",2
00:38,"GOOD DUNK by BRYANT,VALENTINO(fastbreak)(in the paint)",68,,84 (+16),,SEWANEE 68-84 (-16),,"GOOD DUNK by BRYANT,VALENTINO(fastbreak)(in the paint)",2
00:33,,,,,"TURNOVER  by SUSTARSIC,JEFF",,,"TURNOVER  by SUSTARSIC,JEFF",2
00:32,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",2
00:30,"MISS LAYUP by BRYANT,VALENTINO",,,,,,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:14,,,,,"TURNOVER  by PAYNE,ALEX",,,"TURNOVER  by PAYNE,ALEX",2
00:14,"STEAL  by BOULDIN,BRETT",,,,,,,"STEAL  by BOULDIN,BRETT",2
00:14,,,,,"FOUL  by BURNS,CAMRON",,,"FOUL  by BURNS,CAMRON",2
00:14,"GOOD FT by BOULDIN,BRETT",69,,84 (+15),,SEWANEE 69-84 (-15),,"GOOD FT by BOULDIN,BRETT",2
00:14,"GOOD FT by BOULDIN,BRETT",70,,84 (+14),,SEWANEE 70-84 (-14),,"GOOD FT by BOULDIN,BRETT",2
