Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,MILLMBB,Game Score,Team Indicator,Play,Period
13:30,,10 (+1),,9,"GOOD 3PTR by ATKINSON,QUINN",MILLMBB 10-9 (-1),,"GOOD 3PTR by ATKINSON,QUINN",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
13:13,"MISS 3PTR by MAYERS,DE'LA",,,,,,,"MISS 3PTR by MAYERS,DE'LA",1
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",1
13:03,,10,,11 (+1),"GOOD LAYUP by SPENCE,JACOB(in the paint)",MILLMBB 10-11 (+1),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",1
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",1
12:52,"GOOD LAYUP by MITCHELL,CORNELIUS(in the paint)",12 (+1),,11,,BU 12-11 (-1),,"GOOD LAYUP by MITCHELL,CORNELIUS(in the paint)",1
--,"ASSIST  by REDDY,JEREMY",,,,,,,"ASSIST  by REDDY,JEREMY",1
12:44,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",1
12:42,"STEAL  by MAYERS,DE'LA",,,,,,,"STEAL  by MAYERS,DE'LA",1
12:31,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",1
12:31,"MISS FT by MAYERS,DE'LA",,,,,,,"MISS FT by MAYERS,DE'LA",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:31,"MISS FT by MAYERS,DE'LA",,,,,,,"MISS FT by MAYERS,DE'LA",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
12:31,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",1
12:31,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",1
12:31,"SUB IN by REDDY,JEREMY",,,,,,,"SUB IN by REDDY,JEREMY",1
12:31,"SUB IN by MITCHELL,CORNELIUS",,,,,,,"SUB IN by MITCHELL,CORNELIUS",1
12:31,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",1
12:31,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",1
12:31,"SUB OUT by CARPENTER,JOSH",,,,,,,"SUB OUT by CARPENTER,JOSH",1
12:31,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",1
12:31,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",1
12:31,"SUB OUT by DRAIN,LADARRIUS",,,,,,,"SUB OUT by DRAIN,LADARRIUS",1
12:26,"MISS 3PTR by YOUNG,DAJUAN",,,,,,,"MISS 3PTR by YOUNG,DAJUAN",1
--,,,,,"REBOUND DEF by SPENCE,JACOB",,,"REBOUND DEF by SPENCE,JACOB",1
12:20,"FOUL  by YOUNG,DAJUAN",,,,,,,"FOUL  by YOUNG,DAJUAN",1
12:08,,,,,"MISS LAYUP by SPENCE,JACOB",,,"MISS LAYUP by SPENCE,JACOB",1
12:08,"BLOCK  by MAYERS,DE'LA",,,,,,,"BLOCK  by MAYERS,DE'LA",1
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",1
12:01,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",1
11:58,"STEAL  by MAYERS,DE'LA",,,,,,,"STEAL  by MAYERS,DE'LA",1
11:45,"MISS 3PTR by DOUGLAS,FRED",,,,,,,"MISS 3PTR by DOUGLAS,FRED",1
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",1
11:30,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",1
11:28,"STEAL  by DOUGLAS,FRED",,,,,,,"STEAL  by DOUGLAS,FRED",1
11:25,"TURNOVER  by DOUGLAS,FRED",,,,,,,"TURNOVER  by DOUGLAS,FRED",1
11:23,,,,,"STEAL  by MANCUSO,LOGAN",,,"STEAL  by MANCUSO,LOGAN",1
11:20,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",1
11:20,"BLOCK  by YOUNG,DAJUAN",,,,,,,"BLOCK  by YOUNG,DAJUAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
11:20,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
11:20,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",1
11:20,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",1
11:20,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",1
11:20,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",1
11:20,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",1
11:20,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",1
11:20,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",1
11:16,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",1
11:13,"STEAL  by MITCHELL,CORNELIUS",,,,,,,"STEAL  by MITCHELL,CORNELIUS",1
11:01,"MISS JUMPER by MITCHELL,CORNELIUS",,,,,,,"MISS JUMPER by MITCHELL,CORNELIUS",1
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",1
10:48,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",1
10:48,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",1
10:32,"GOOD LAYUP by DOUGLAS,FRED(in the paint)",14 (+3),,11,,BU 14-11 (-3),,"GOOD LAYUP by DOUGLAS,FRED(in the paint)",1
10:16,,14 (+1),,13,"GOOD JUMPER by ATKINSON,QUINN",MILLMBB 14-13 (-1),,"GOOD JUMPER by ATKINSON,QUINN",1
09:51,"GOOD 3PTR by YOUNG,DAJUAN",17 (+4),,13,,BU 17-13 (-4),,"GOOD 3PTR by YOUNG,DAJUAN",1
09:38,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",1
09:36,"STEAL  by REDDY,JEREMY",,,,,,,"STEAL  by REDDY,JEREMY",1
09:33,"TURNOVER  by YOUNG,DAJUAN",,,,,,,"TURNOVER  by YOUNG,DAJUAN",1
09:33,"SUB IN by LORIS,JOHN",,,,,,,"SUB IN by LORIS,JOHN",1
09:33,"SUB IN by GIACOMINI,HUGO",,,,,,,"SUB IN by GIACOMINI,HUGO",1
09:33,"SUB IN by MAST,SAMUEL",,,,,,,"SUB IN by MAST,SAMUEL",1
09:33,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",1
09:33,"SUB IN by WORKS,JOHN",,,,,,,"SUB IN by WORKS,JOHN",1
09:33,"SUB OUT by DOUGLAS,FRED",,,,,,,"SUB OUT by DOUGLAS,FRED",1
09:33,"SUB OUT by YOUNG,DAJUAN",,,,,,,"SUB OUT by YOUNG,DAJUAN",1
09:33,"SUB OUT by REDDY,JEREMY",,,,,,,"SUB OUT by REDDY,JEREMY",1
09:33,"SUB OUT by MITCHELL,CORNELIUS",,,,,,,"SUB OUT by MITCHELL,CORNELIUS",1
09:33,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",1
09:33,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",1
09:33,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",1
09:22,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",1
09:13,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",1
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",1
09:07,,17 (+2),,15,"GOOD JUMPER by GERCHOW,ALEX",MILLMBB 17-15 (-2),,"GOOD JUMPER by GERCHOW,ALEX",1
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",1
08:55,"TURNOVER  by MAST,SAMUEL",,,,,,,"TURNOVER  by MAST,SAMUEL",1
08:55,"FOUL  by MAST,SAMUEL",,,,,,,"FOUL  by MAST,SAMUEL",1
08:38,"FOUL  by WORKS,JOHN",,,,,,,"FOUL  by WORKS,JOHN",1
08:38,,,,,"MISS FT by MCSWAIN,JOSHUA",,,"MISS FT by MCSWAIN,JOSHUA",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:38,,17 (+1),,16,"GOOD FT by MCSWAIN,JOSHUA",MILLMBB 17-16 (-1),,"GOOD FT by MCSWAIN,JOSHUA",1
08:27,"GOOD LAYUP by MAST,SAMUEL(in the paint)",19 (+3),,16,,BU 19-16 (-3),,"GOOD LAYUP by MAST,SAMUEL(in the paint)",1
--,"ASSIST  by GIACOMINI,HUGO",,,,,,,"ASSIST  by GIACOMINI,HUGO",1
08:10,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",1
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",1
08:06,,19 (+1),,18,"GOOD TIPIN by ROBERTSON,MARC(in the paint)",MILLMBB 19-18 (-1),,"GOOD TIPIN by ROBERTSON,MARC(in the paint)",1
08:02,"TURNOVER  by PATTERSON,KYLE",,,,,,,"TURNOVER  by PATTERSON,KYLE",1
07:59,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",1
07:58,,19,,20 (+1),"GOOD LAYUP by MOORE,MYLES(fastbreak)(in the paint)",MILLMBB 19-20 (+1),,"GOOD LAYUP by MOORE,MYLES(fastbreak)(in the paint)",1
07:47,"TURNOVER  by LORIS,JOHN",,,,,,,"TURNOVER  by LORIS,JOHN",1
07:47,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",1
07:47,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",1
07:27,,19,,22 (+3),"GOOD JUMPER by SPENCE,JACOB",MILLMBB 19-22 (+3),,"GOOD JUMPER by SPENCE,JACOB",1
--,,,,,"ASSIST  by GERCHOW,ALEX",,,"ASSIST  by GERCHOW,ALEX",1
07:11,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",1
07:11,"SUB IN by DRAIN,LADARRIUS",,,,,,,"SUB IN by DRAIN,LADARRIUS",1
07:11,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",1
07:11,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",1
07:11,"SUB IN by CARPENTER,JOSH",,,,,,,"SUB IN by CARPENTER,JOSH",1
07:11,"SUB IN by GASKIN,JOSH",,,,,,,"SUB IN by GASKIN,JOSH",1
07:11,"SUB OUT by LORIS,JOHN",,,,,,,"SUB OUT by LORIS,JOHN",1
07:11,"SUB OUT by GIACOMINI,HUGO",,,,,,,"SUB OUT by GIACOMINI,HUGO",1
07:11,"SUB OUT by MAST,SAMUEL",,,,,,,"SUB OUT by MAST,SAMUEL",1
07:11,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",1
07:11,"SUB OUT by WORKS,JOHN",,,,,,,"SUB OUT by WORKS,JOHN",1
07:11,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",1
07:11,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",1
06:48,"MISS LAYUP by GASKIN,JOSH",,,,,,,"MISS LAYUP by GASKIN,JOSH",1
--,"REBOUND OFF by GASKIN,JOSH",,,,,,,"REBOUND OFF by GASKIN,JOSH",1
06:44,"GOOD LAYUP by GASKIN,JOSH(in the paint)",21,,22 (+1),,BU 21-22 (+1),,"GOOD LAYUP by GASKIN,JOSH(in the paint)",1
06:27,,21,,24 (+3),"GOOD JUMPER by GERCHOW,ALEX(in the paint)",MILLMBB 21-24 (+3),,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",1
06:05,"MISS 3PTR by DRAIN,LADARRIUS",,,,,,,"MISS 3PTR by DRAIN,LADARRIUS",1
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",1
05:58,,21,,26 (+5),"GOOD LAYUP by SPENCE,JACOB(fastbreak)(in the paint)",MILLMBB 21-26 (+5),,"GOOD LAYUP by SPENCE,JACOB(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
05:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
05:55,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",1
05:55,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",1
05:42,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",1
05:41,"MISS FT by CARPENTER,JOSH",,,,,,,"MISS FT by CARPENTER,JOSH",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:41,"MISS FT by CARPENTER,JOSH",,,,,,,"MISS FT by CARPENTER,JOSH",1
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",1
05:23,"FOUL  by GRIFFITHS,JACK",,,,,,,"FOUL  by GRIFFITHS,JACK",1
05:23,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
05:23,,21,,27 (+6),"GOOD FT by MOORE,MYLES",MILLMBB 21-27 (+6),,"GOOD FT by MOORE,MYLES",1
05:23,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",1
05:23,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",1
05:05,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",1
04:58,"MISS LAYUP by CARPENTER,JOSH",,,,,,,"MISS LAYUP by CARPENTER,JOSH",1
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",1
04:49,,21,,29 (+8),"GOOD LAYUP by JONES,BLAKE(in the paint)",MILLMBB 21-29 (+8),,"GOOD LAYUP by JONES,BLAKE(in the paint)",1
04:33,"TURNOVER  by CARPENTER,JOSH",,,,,,,"TURNOVER  by CARPENTER,JOSH",1
04:33,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",1
04:33,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",1
04:33,"SUB IN by MITCHELL,CORNELIUS",,,,,,,"SUB IN by MITCHELL,CORNELIUS",1
04:33,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",1
04:33,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",1
04:33,"SUB OUT by DRAIN,LADARRIUS",,,,,,,"SUB OUT by DRAIN,LADARRIUS",1
04:33,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",1
04:33,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",1
04:33,"SUB OUT by CARPENTER,JOSH",,,,,,,"SUB OUT by CARPENTER,JOSH",1
04:33,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",1
04:33,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
04:33,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",1
04:05,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",1
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",1
04:01,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
03:43,"GOOD 3PTR by ANDERSON,DYRON",24,,29 (+5),,BU 24-29 (+5),,"GOOD 3PTR by ANDERSON,DYRON",1
--,"ASSIST  by DOUGLAS,FRED",,,,,,,"ASSIST  by DOUGLAS,FRED",1
03:16,"FOUL  by MITCHELL,CORNELIUS",,,,,,,"FOUL  by MITCHELL,CORNELIUS",1
03:16,,24,,30 (+6),"GOOD FT by SPENCE,JACOB",MILLMBB 24-30 (+6),,"GOOD FT by SPENCE,JACOB",1
03:16,,,,,"MISS FT by SPENCE,JACOB",,,"MISS FT by SPENCE,JACOB",1
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",1
03:01,"GOOD JUMPER by MAYERS,DE'LA",26,,30 (+4),,BU 26-30 (+4),,"GOOD JUMPER by MAYERS,DE'LA",1
--,"ASSIST  by YOUNG,DAJUAN",,,,,,,"ASSIST  by YOUNG,DAJUAN",1
02:45,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",1
--,"REBOUND DEF by DOUGLAS,FRED",,,,,,,"REBOUND DEF by DOUGLAS,FRED",1
02:26,"MISS JUMPER by MAYERS,DE'LA",,,,,,,"MISS JUMPER by MAYERS,DE'LA",1
--,"REBOUND OFF by ANDERSON,DYRON",,,,,,,"REBOUND OFF by ANDERSON,DYRON",1
02:10,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",1
02:10,"MISS FT by ANDERSON,DYRON",,,,,,,"MISS FT by ANDERSON,DYRON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:10,"GOOD FT by ANDERSON,DYRON",27,,30 (+3),,BU 27-30 (+3),,"GOOD FT by ANDERSON,DYRON",1
02:10,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",1
02:10,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",1
02:10,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",1
02:10,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
02:10,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",1
02:10,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",1
02:10,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",1
02:10,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",1
01:53,,27,,32 (+5),"GOOD LAYUP by GERCHOW,ALEX(in the paint)",MILLMBB 27-32 (+5),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",1
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",1
01:33,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",1
01:33,"MISS FT by MITCHELL,CORNELIUS",,,,,,,"MISS FT by MITCHELL,CORNELIUS",1
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",1
01:13,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",1
01:11,"STEAL  by MITCHELL,CORNELIUS",,,,,,,"STEAL  by MITCHELL,CORNELIUS",1
01:06,"MISS LAYUP by ANDERSON,DYRON",,,,,,,"MISS LAYUP by ANDERSON,DYRON",1
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",1
00:54,,,,,"MISS 3PTR by JONES,BLAKE",,,"MISS 3PTR by JONES,BLAKE",1
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",1
00:50,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",1
