Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,MILLMBB,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by YOUNG,DAJUAN",,,,,,,"REBOUND DEF by YOUNG,DAJUAN",1
00:50,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",1
00:50,"MISS FT by YOUNG,DAJUAN",,,,,,,"MISS FT by YOUNG,DAJUAN",1
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",1
00:50,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",1
00:50,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",1
00:34,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",,,"MISS JUMPER by MCSWAIN,JOSHUA",1
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",1
00:32,"FOUL  by MAYERS,DE'LA",,,,,,,"FOUL  by MAYERS,DE'LA",1
00:32,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",1
--,"REBOUND DEF by YOUNG,DAJUAN",,,,,,,"REBOUND DEF by YOUNG,DAJUAN",1
00:11,"GOOD 3PTR by YOUNG,DAJUAN",30,,32 (+2),,BU 30-32 (+2),,"GOOD 3PTR by YOUNG,DAJUAN",1
--,"ASSIST  by MAYERS,DE'LA",,,,,,,"ASSIST  by MAYERS,DE'LA",1
00:00,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:42,"MISS JUMPER by GASKIN,JOSH",,,,,,,"MISS JUMPER by GASKIN,JOSH",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
19:32,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,"REBOUND DEF by CARPENTER,JOSH",,,,,,,"REBOUND DEF by CARPENTER,JOSH",2
19:21,"MISS LAYUP by CARPENTER,JOSH",,,,,,,"MISS LAYUP by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
19:03,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",2
18:46,"TURNOVER  by DRAIN,LADARRIUS",,,,,,,"TURNOVER  by DRAIN,LADARRIUS",2
18:43,,,,,"STEAL  by GERCHOW,ALEX",,,"STEAL  by GERCHOW,ALEX",2
18:31,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
--,"REBOUND DEF by DRAIN,LADARRIUS",,,,,,,"REBOUND DEF by DRAIN,LADARRIUS",2
18:24,"MISS LAYUP by DRAIN,LADARRIUS",,,,,,,"MISS LAYUP by DRAIN,LADARRIUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:23,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
18:23,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
18:11,"FOUL  by SIMPSON,DAVID",,,,,,,"FOUL  by SIMPSON,DAVID",2
18:11,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:11,,30,,33 (+3),"GOOD FT by GERCHOW,ALEX",MILLMBB 30-33 (+3),,"GOOD FT by GERCHOW,ALEX",2
17:55,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
17:55,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
17:55,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
17:49,"TURNOVER  by GASKIN,JOSH",,,,,,,"TURNOVER  by GASKIN,JOSH",2
17:49,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
17:30,,,,,"TURNOVER  by MCSWAIN,JOSHUA",,,"TURNOVER  by MCSWAIN,JOSHUA",2
17:27,"STEAL  by GASKIN,JOSH",,,,,,,"STEAL  by GASKIN,JOSH",2
17:21,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",2
17:21,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
17:21,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
17:13,"MISS 3PTR by GRIFFITHS,JACK",,,,,,,"MISS 3PTR by GRIFFITHS,JACK",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
17:03,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:57,,30,,35 (+5),"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",MILLMBB 30-35 (+5),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
16:44,"MISS 3PTR by CARPENTER,JOSH",,,,,,,"MISS 3PTR by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by SPENCE,JACOB",,,"REBOUND DEF by SPENCE,JACOB",2
16:32,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
16:26,,,,,"MISS LAYUP by MOORE,MYLES",,,"MISS LAYUP by MOORE,MYLES",2
16:26,"BLOCK  by GASKIN,JOSH",,,,,,,"BLOCK  by GASKIN,JOSH",2
--,,,,,"REBOUND OFF by SPENCE,JACOB",,,"REBOUND OFF by SPENCE,JACOB",2
16:26,"FOUL  by GASKIN,JOSH",,,,,,,"FOUL  by GASKIN,JOSH",2
16:26,,,,,"MISS FT by SPENCE,JACOB",,,"MISS FT by SPENCE,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:26,,30,,36 (+6),"GOOD FT by SPENCE,JACOB",MILLMBB 30-36 (+6),,"GOOD FT by SPENCE,JACOB",2
16:26,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",2
16:26,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",2
16:26,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",2
16:26,"SUB IN by MITCHELL,CORNELIUS",,,,,,,"SUB IN by MITCHELL,CORNELIUS",2
16:26,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",2
16:26,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
16:26,"SUB OUT by CARPENTER,JOSH",,,,,,,"SUB OUT by CARPENTER,JOSH",2
16:26,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",2
16:26,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
16:26,"SUB OUT by DRAIN,LADARRIUS",,,,,,,"SUB OUT by DRAIN,LADARRIUS",2
15:59,"MISS 3PTR by ANDERSON,DYRON",,,,,,,"MISS 3PTR by ANDERSON,DYRON",2
--,,,,,"REBOUND DEF by SPENCE,JACOB",,,"REBOUND DEF by SPENCE,JACOB",2
15:50,"FOUL  by MITCHELL,CORNELIUS",,,,,,,"FOUL  by MITCHELL,CORNELIUS",2
15:50,,30,,37 (+7),"GOOD FT by MOORE,MYLES",MILLMBB 30-37 (+7),,"GOOD FT by MOORE,MYLES",2
15:50,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",2
15:35,"GOOD JUMPER by ANDERSON,DYRON",32,,37 (+5),,BU 32-37 (+5),,"GOOD JUMPER by ANDERSON,DYRON",2
--,"ASSIST  by DOUGLAS,FRED",,,,,,,"ASSIST  by DOUGLAS,FRED",2
15:15,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
15:12,"STEAL  by DOUGLAS,FRED",,,,,,,"STEAL  by DOUGLAS,FRED",2
15:00,"TURNOVER  by MAYERS,DE'LA",,,,,,,"TURNOVER  by MAYERS,DE'LA",2
14:58,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
14:55,"FOUL  by DOUGLAS,FRED",,,,,,,"FOUL  by DOUGLAS,FRED",2
14:55,"FOUL TECH by DOUGLAS,FRED",,,,,,,"FOUL TECH by DOUGLAS,FRED",2
14:55,,,,,"MISS FT by ROBERTSON,MARC",,,"MISS FT by ROBERTSON,MARC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:55,,32,,38 (+6),"GOOD FT by ROBERTSON,MARC",MILLMBB 32-38 (+6),,"GOOD FT by ROBERTSON,MARC",2
14:55,,32,,39 (+7),"GOOD FT by MOORE,MYLES",MILLMBB 32-39 (+7),,"GOOD FT by MOORE,MYLES",2
14:55,,32,,40 (+8),"GOOD FT by MOORE,MYLES",MILLMBB 32-40 (+8),,"GOOD FT by MOORE,MYLES",2
14:55,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
14:55,"SUB OUT by DOUGLAS,FRED",,,,,,,"SUB OUT by DOUGLAS,FRED",2
14:55,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
14:55,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
14:55,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
14:55,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
14:45,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
14:45,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
14:45,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
14:42,"MISS 3PTR by PATTERSON,KYLE",,,,,,,"MISS 3PTR by PATTERSON,KYLE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:32,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
14:28,"MISS 3PTR by YOUNG,DAJUAN",,,,,,,"MISS 3PTR by YOUNG,DAJUAN",2
--,"REBOUND OFF by ANDERSON,DYRON",,,,,,,"REBOUND OFF by ANDERSON,DYRON",2
14:23,"GOOD LAYUP by ANDERSON,DYRON(in the paint)",34,,40 (+6),,BU 34-40 (+6),,"GOOD LAYUP by ANDERSON,DYRON(in the paint)",2
14:23,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
14:23,"GOOD FT by ANDERSON,DYRON",35,,40 (+5),,BU 35-40 (+5),,"GOOD FT by ANDERSON,DYRON",2
14:23,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
14:23,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",2
14:23,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
14:23,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
14:18,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
14:17,"STEAL  by YOUNG,DAJUAN",,,,,,,"STEAL  by YOUNG,DAJUAN",2
14:14,"TURNOVER  by MAYERS,DE'LA",,,,,,,"TURNOVER  by MAYERS,DE'LA",2
14:14,"FOUL  by MAYERS,DE'LA",,,,,,,"FOUL  by MAYERS,DE'LA",2
14:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:04,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",2
13:44,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
13:40,"GOOD 3PTR by YOUNG,DAJUAN",38,,40 (+2),,BU 38-40 (+2),,"GOOD 3PTR by YOUNG,DAJUAN",2
--,"ASSIST  by PATTERSON,KYLE",,,,,,,"ASSIST  by PATTERSON,KYLE",2
13:19,,38,,42 (+4),"GOOD LAYUP by MCSWAIN,JOSHUA(in the paint)",MILLMBB 38-42 (+4),,"GOOD LAYUP by MCSWAIN,JOSHUA(in the paint)",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
13:04,"GOOD LAYUP by ANDERSON,DYRON(in the paint)",40,,42 (+2),,BU 40-42 (+2),,"GOOD LAYUP by ANDERSON,DYRON(in the paint)",2
12:44,,40,,44 (+4),"GOOD JUMPER by ATKINSON,QUINN",MILLMBB 40-44 (+4),,"GOOD JUMPER by ATKINSON,QUINN",2
12:40,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:24,"MISS JUMPER by MITCHELL,CORNELIUS",,,,,,,"MISS JUMPER by MITCHELL,CORNELIUS",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
12:07,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by MCSWAIN,JOSHUA",,,"REBOUND OFF by MCSWAIN,JOSHUA",2
12:02,,,,,"TURNOVER  by MCSWAIN,JOSHUA",,,"TURNOVER  by MCSWAIN,JOSHUA",2
11:59,"STEAL  by YOUNG,DAJUAN",,,,,,,"STEAL  by YOUNG,DAJUAN",2
11:57,"MISS LAYUP by PATTERSON,KYLE",,,,,,,"MISS LAYUP by PATTERSON,KYLE",2
--,"REBOUND OFF by PATTERSON,KYLE",,,,,,,"REBOUND OFF by PATTERSON,KYLE",2
11:57,"SUB IN by GASKIN,JOSH",,,,,,,"SUB IN by GASKIN,JOSH",2
11:57,"SUB OUT by MITCHELL,CORNELIUS",,,,,,,"SUB OUT by MITCHELL,CORNELIUS",2
11:57,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
11:57,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
11:57,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
11:57,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
11:50,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
11:50,"MISS FT by ANDERSON,DYRON",,,,,,,"MISS FT by ANDERSON,DYRON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:50,"MISS FT by ANDERSON,DYRON",,,,,,,"MISS FT by ANDERSON,DYRON",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
11:42,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
11:36,"FOUL  by ANDERSON,DYRON",,,,,,,"FOUL  by ANDERSON,DYRON",2
11:36,,40,,45 (+5),"GOOD FT by GERCHOW,ALEX",MILLMBB 40-45 (+5),,"GOOD FT by GERCHOW,ALEX",2
11:36,,40,,46 (+6),"GOOD FT by GERCHOW,ALEX",MILLMBB 40-46 (+6),,"GOOD FT by GERCHOW,ALEX",2
11:36,"SUB IN by DRAIN,LADARRIUS",,,,,,,"SUB IN by DRAIN,LADARRIUS",2
11:36,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
11:36,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",2
11:36,"SUB IN by CARPENTER,JOSH",,,,,,,"SUB IN by CARPENTER,JOSH",2
11:36,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",2
11:36,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",2
11:36,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
11:36,"SUB OUT by YOUNG,DAJUAN",,,,,,,"SUB OUT by YOUNG,DAJUAN",2
11:36,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
11:36,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
11:14,"MISS LAYUP by GRIFFITHS,JACK",,,,,,,"MISS LAYUP by GRIFFITHS,JACK",2
11:14,,,,,"BLOCK  by MOORE,MYLES",,,"BLOCK  by MOORE,MYLES",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
10:51,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND DEF by DRAIN,LADARRIUS",,,,,,,"REBOUND DEF by DRAIN,LADARRIUS",2
10:42,"GOOD LAYUP by CARPENTER,JOSH(fastbreak)(in the paint)",42,,46 (+4),,BU 42-46 (+4),,"GOOD LAYUP by CARPENTER,JOSH(fastbreak)(in the paint)",2
10:18,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
--,"REBOUND DEF by SIMPSON,DAVID",,,,,,,"REBOUND DEF by SIMPSON,DAVID",2
10:05,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
10:05,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
10:05,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
10:05,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
10:05,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
10:04,"MISS FT by CARPENTER,JOSH",,,,,,,"MISS FT by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
09:50,"FOUL  by DRAIN,LADARRIUS",,,,,,,"FOUL  by DRAIN,LADARRIUS",2
09:50,,,,,"MISS FT by MANCUSO,LOGAN",,,"MISS FT by MANCUSO,LOGAN",2
--,"REBOUND DEF by GASKIN,JOSH",,,,,,,"REBOUND DEF by GASKIN,JOSH",2
09:25,"MISS JUMPER by GASKIN,JOSH",,,,,,,"MISS JUMPER by GASKIN,JOSH",2
--,"REBOUND OFF by GRIFFITHS,JACK",,,,,,,"REBOUND OFF by GRIFFITHS,JACK",2
09:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:13,"SUB IN by MAYERS,DE'LA",,,,,,,"SUB IN by MAYERS,DE'LA",2
09:13,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
09:13,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
09:13,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
09:03,"MISS 3PTR by CARPENTER,JOSH",,,,,,,"MISS 3PTR by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by SPENCE,JACOB",,,"REBOUND DEF by SPENCE,JACOB",2
08:45,,42,,49 (+7),"GOOD 3PTR by JONES,BLAKE",MILLMBB 42-49 (+7),,"GOOD 3PTR by JONES,BLAKE",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
08:25,"MISS 3PTR by SIMPSON,DAVID",,,,,,,"MISS 3PTR by SIMPSON,DAVID",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
08:14,,,,,"MISS LAYUP by SPENCE,JACOB",,,"MISS LAYUP by SPENCE,JACOB",2
--,"REBOUND DEF by MAYERS,DE'LA",,,,,,,"REBOUND DEF by MAYERS,DE'LA",2
08:12,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
08:12,"MISS FT by MAYERS,DE'LA",,,,,,,"MISS FT by MAYERS,DE'LA",2
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",2
08:12,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
08:12,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
07:59,"FOUL  by GRIFFITHS,JACK",,,,,,,"FOUL  by GRIFFITHS,JACK",2
07:59,,42,,50 (+8),"GOOD FT by JONES,BLAKE",MILLMBB 42-50 (+8),,"GOOD FT by JONES,BLAKE",2
07:59,,42,,51 (+9),"GOOD FT by JONES,BLAKE",MILLMBB 42-51 (+9),,"GOOD FT by JONES,BLAKE",2
07:42,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
07:42,"GOOD FT by MAYERS,DE'LA",43,,51 (+8),,BU 43-51 (+8),,"GOOD FT by MAYERS,DE'LA",2
07:42,"MISS FT by MAYERS,DE'LA",,,,,,,"MISS FT by MAYERS,DE'LA",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
07:42,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",2
07:42,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
07:41,"FOUL  by CARPENTER,JOSH",,,,,,,"FOUL  by CARPENTER,JOSH",2
07:41,,43,,52 (+9),"GOOD FT by GERCHOW,ALEX",MILLMBB 43-52 (+9),,"GOOD FT by GERCHOW,ALEX",2
07:41,,43,,53 (+10),"GOOD FT by GERCHOW,ALEX",MILLMBB 43-53 (+10),,"GOOD FT by GERCHOW,ALEX",2
07:41,"SUB IN by GASKIN,JOSH",,,,,,,"SUB IN by GASKIN,JOSH",2
07:41,"SUB OUT by DRAIN,LADARRIUS",,,,,,,"SUB OUT by DRAIN,LADARRIUS",2
07:41,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",2
07:41,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
07:30,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
07:30,"MISS FT by CARPENTER,JOSH",,,,,,,"MISS FT by CARPENTER,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:30,"GOOD FT by CARPENTER,JOSH",44,,53 (+9),,BU 44-53 (+9),,"GOOD FT by CARPENTER,JOSH",2
07:30,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",2
07:30,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",2
07:17,"FOUL  by MAYERS,DE'LA",,,,,,,"FOUL  by MAYERS,DE'LA",2
07:17,,44,,54 (+10),"GOOD FT by ATKINSON,QUINN",MILLMBB 44-54 (+10),,"GOOD FT by ATKINSON,QUINN",2
07:17,,44,,55 (+11),"GOOD FT by ATKINSON,QUINN",MILLMBB 44-55 (+11),,"GOOD FT by ATKINSON,QUINN",2
07:17,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",2
07:17,"SUB OUT by DOUGLAS,FRED",,,,,,,"SUB OUT by DOUGLAS,FRED",2
07:09,"MISS JUMPER by MAYERS,DE'LA",,,,,,,"MISS JUMPER by MAYERS,DE'LA",2
--,"REBOUND OFF by MAYERS,DE'LA",,,,,,,"REBOUND OFF by MAYERS,DE'LA",2
07:04,"GOOD TIPIN by MAYERS,DE'LA(in the paint)",46,,55 (+9),,BU 46-55 (+9),,"GOOD TIPIN by MAYERS,DE'LA(in the paint)",2
06:48,,,,,"TURNOVER  by SPENCE,JACOB",,,"TURNOVER  by SPENCE,JACOB",2
06:38,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
06:38,"GOOD FT by CARPENTER,JOSH",47,,55 (+8),,BU 47-55 (+8),,"GOOD FT by CARPENTER,JOSH",2
06:38,"GOOD FT by CARPENTER,JOSH",48,,55 (+7),,BU 48-55 (+7),,"GOOD FT by CARPENTER,JOSH",2
06:38,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
06:38,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
06:26,,48,,57 (+9),"GOOD LAYUP by SPENCE,JACOB(in the paint)",MILLMBB 48-57 (+9),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
06:10,"GOOD 3PTR by SIMPSON,DAVID",51,,57 (+6),,BU 51-57 (+6),,"GOOD 3PTR by SIMPSON,DAVID",2
--,"ASSIST  by ANDERSON,DYRON",,,,,,,"ASSIST  by ANDERSON,DYRON",2
06:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:52,,,,,"TURNOVER  by MCSWAIN,JOSHUA",,,"TURNOVER  by MCSWAIN,JOSHUA",2
05:38,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
05:38,"GOOD FT by CARPENTER,JOSH",52,,57 (+5),,BU 52-57 (+5),,"GOOD FT by CARPENTER,JOSH",2
05:38,"GOOD FT by CARPENTER,JOSH",53,,57 (+4),,BU 53-57 (+4),,"GOOD FT by CARPENTER,JOSH",2
05:38,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
05:38,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
05:26,,53,,59 (+6),"GOOD JUMPER by ROBERTSON,MARC(in the paint)",MILLMBB 53-59 (+6),,"GOOD JUMPER by ROBERTSON,MARC(in the paint)",2
05:14,"MISS JUMPER by ANDERSON,DYRON",,,,,,,"MISS JUMPER by ANDERSON,DYRON",2
05:14,,,,,"BLOCK  by SPENCE,JACOB",,,"BLOCK  by SPENCE,JACOB",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
04:51,,53,,61 (+8),"GOOD JUMPER by MOORE,MYLES",MILLMBB 53-61 (+8),,"GOOD JUMPER by MOORE,MYLES",2
04:33,"GOOD 3PTR by ANDERSON,DYRON",56,,61 (+5),,BU 56-61 (+5),,"GOOD 3PTR by ANDERSON,DYRON",2
--,"ASSIST  by CARPENTER,JOSH",,,,,,,"ASSIST  by CARPENTER,JOSH",2
04:04,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
04:04,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
