Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,TASMBB,Game Score,Team Indicator,Play,Period
17:52,,,,,"MISS 3PTR by JONES,BLAKE",,,"MISS 3PTR by JONES,BLAKE",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
17:35,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
17:35,,,,,"BLOCK  by GERCHOW,ALEX",,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
17:29,,29,,45 (+16),"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",TASMBB 29-45 (+16),,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
17:20,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND OFF by SCHERRMAN,BLAKE",,,,,,,"REBOUND OFF by SCHERRMAN,BLAKE",2
17:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:12,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
17:12,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
17:12,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
17:12,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
17:05,"GOOD LAYUP by JACOBS,OWEN(in the paint)",31,,45 (+14),,BCM 31-45 (+14),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
16:41,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
16:41,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
16:32,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
16:21,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
16:21,,31,,46 (+15),"GOOD FT by ATKINSON,QUINN",TASMBB 31-46 (+15),,"GOOD FT by ATKINSON,QUINN",2
16:21,,31,,47 (+16),"GOOD FT by ATKINSON,QUINN",TASMBB 31-47 (+16),,"GOOD FT by ATKINSON,QUINN",2
16:02,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
16:02,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:02,"MISS FT by JACOBS,OWEN",,,,,,,"MISS FT by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
16:02,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
16:02,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
15:47,"FOUL  by JACOBS,OWEN",,,,,,,"FOUL  by JACOBS,OWEN",2
15:47,,31,,48 (+17),"GOOD FT by GERCHOW,ALEX",TASMBB 31-48 (+17),,"GOOD FT by GERCHOW,ALEX",2
15:47,,31,,49 (+18),"GOOD FT by GERCHOW,ALEX",TASMBB 31-49 (+18),,"GOOD FT by GERCHOW,ALEX",2
15:47,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
15:47,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
15:47,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
15:47,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
15:35,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,"REBOUND OFF by JOHNSON,CALEB",,,,,,,"REBOUND OFF by JOHNSON,CALEB",2
15:32,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
15:32,,,,,"BLOCK  by MANCUSO,LOGAN",,,"BLOCK  by MANCUSO,LOGAN",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
15:14,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
15:14,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:14,"MISS FT by MCCLOUD,LEE",,,,,,,"MISS FT by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
14:47,,31,,51 (+20),"GOOD JUMPER by MANCUSO,LOGAN",TASMBB 31-51 (+20),,"GOOD JUMPER by MANCUSO,LOGAN",2
14:21,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
14:20,,,,,"STEAL  by JONES,BLAKE",,,"STEAL  by JONES,BLAKE",2
14:13,,31,,53 (+22),"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",TASMBB 31-53 (+22),,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
13:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:46,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",2
13:42,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
13:42,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:42,"GOOD FT by MARDER,NICK",32,,53 (+21),,BCM 32-53 (+21),,"GOOD FT by MARDER,NICK",2
13:42,,,,,"SUB IN by MASON,ROBERT WADE",,,"SUB IN by MASON,ROBERT WADE",2
13:42,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
13:41,,,,,"TURNOVER  by MASON,ROBERT WADE",,,"TURNOVER  by MASON,ROBERT WADE",2
13:40,"STEAL  by SCHERRMAN,BLAKE",,,,,,,"STEAL  by SCHERRMAN,BLAKE",2
13:34,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",34,,53 (+19),,BCM 34-53 (+19),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
13:31,,,,,"FOUL  by MASON,ROBERT WADE",,,"FOUL  by MASON,ROBERT WADE",2
13:31,"GOOD FT by MCCLOUD,ALTON",35,,53 (+18),,BCM 35-53 (+18),,"GOOD FT by MCCLOUD,ALTON",2
13:10,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
13:10,,35,,54 (+19),"GOOD FT by ATKINSON,QUINN",TASMBB 35-54 (+19),,"GOOD FT by ATKINSON,QUINN",2
13:10,,35,,55 (+20),"GOOD FT by ATKINSON,QUINN",TASMBB 35-55 (+20),,"GOOD FT by ATKINSON,QUINN",2
13:10,,35,,56 (+21),"GOOD FT by ATKINSON,QUINN",TASMBB 35-56 (+21),,"GOOD FT by ATKINSON,QUINN",2
12:59,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
12:54,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:27,,,,,"MISS JUMPER by MASON,ROBERT WADE",,,"MISS JUMPER by MASON,ROBERT WADE",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
12:22,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
12:22,,,,,"MISS FT by MANCUSO,LOGAN",,,"MISS FT by MANCUSO,LOGAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:22,,,,,"MISS FT by MANCUSO,LOGAN",,,"MISS FT by MANCUSO,LOGAN",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
12:09,,,,,"FOUL  by MASON,ROBERT WADE",,,"FOUL  by MASON,ROBERT WADE",2
12:09,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
12:09,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
12:00,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
11:58,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",2
11:58,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
11:55,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
11:53,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
11:51,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",37,,56 (+19),,BCM 37-56 (+19),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
11:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:46,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
11:46,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
11:46,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
11:46,,,,,"SUB OUT by MASON,ROBERT WADE",,,"SUB OUT by MASON,ROBERT WADE",2
11:38,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
11:37,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
11:35,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
11:35,"STEAL  by MARDER,NICK",,,,,,,"STEAL  by MARDER,NICK",2
11:35,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
11:35,"GOOD FT by MARDER,NICK",38,,56 (+18),,BCM 38-56 (+18),,"GOOD FT by MARDER,NICK",2
11:35,"GOOD FT by MARDER,NICK",39,,56 (+17),,BCM 39-56 (+17),,"GOOD FT by MARDER,NICK",2
11:35,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
11:35,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
11:31,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
11:18,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
11:15,,,,,"STEAL  by MARKWITH,TRENT",,,"STEAL  by MARKWITH,TRENT",2
11:08,"FOUL  by SCHERRMAN,BLAKE",,,,,,,"FOUL  by SCHERRMAN,BLAKE",2
11:08,,39,,57 (+18),"GOOD FT by GERCHOW,ALEX",TASMBB 39-57 (+18),,"GOOD FT by GERCHOW,ALEX",2
11:08,,39,,58 (+19),"GOOD FT by GERCHOW,ALEX",TASMBB 39-58 (+19),,"GOOD FT by GERCHOW,ALEX",2
11:08,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
11:08,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
11:00,"GOOD 3PTR by SCHERRMAN,BLAKE",42,,58 (+16),,BCM 42-58 (+16),,"GOOD 3PTR by SCHERRMAN,BLAKE",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
10:31,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
10:29,"STEAL  by JOHNSON,CALEB",,,,,,,"STEAL  by JOHNSON,CALEB",2
10:26,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",44,,58 (+14),,BCM 44-58 (+14),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
10:16,"FOUL  by KORN,LUKAS",,,,,,,"FOUL  by KORN,LUKAS",2
10:16,,44,,59 (+15),"GOOD FT by GERCHOW,ALEX",TASMBB 44-59 (+15),,"GOOD FT by GERCHOW,ALEX",2
10:16,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
10:16,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
10:16,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",2
10:08,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
10:08,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
10:08,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
10:08,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
09:42,,44,,62 (+18),"GOOD 3PTR by ATKINSON,QUINN",TASMBB 44-62 (+18),,"GOOD 3PTR by ATKINSON,QUINN",2
09:16,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
08:44,,44,,64 (+20),"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",TASMBB 44-64 (+20),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
08:25,"GOOD LAYUP by MARDER,NICK(in the paint)",46,,64 (+18),,BCM 46-64 (+18),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
08:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:21,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
08:21,"SUB OUT by SCHICK,BRANDON",,,,,,,"SUB OUT by SCHICK,BRANDON",2
07:55,,46,,67 (+21),"GOOD 3PTR by JONES,BLAKE",TASMBB 46-67 (+21),,"GOOD 3PTR by JONES,BLAKE",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
07:36,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
07:28,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by SCHERRMAN,BLAKE",,,,,,,"REBOUND OFF by SCHERRMAN,BLAKE",2
07:24,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
07:24,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
07:23,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
07:16,"MISS LAYUP by MCCLOUD,LEE",,,,,,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
07:02,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
07:02,,46,,68 (+22),"GOOD FT by JONES,BLAKE",TASMBB 46-68 (+22),,"GOOD FT by JONES,BLAKE",2
07:02,,46,,69 (+23),"GOOD FT by JONES,BLAKE",TASMBB 46-69 (+23),,"GOOD FT by JONES,BLAKE",2
07:02,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
07:02,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
06:44,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:43,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
06:43,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
06:35,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",2
06:28,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",48,,69 (+21),,BCM 48-69 (+21),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
06:12,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
06:04,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
06:04,"MISS FT by SCHERRMAN,BLAKE",,,,,,,"MISS FT by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by SCHERRMAN,BLAKE",,,,,,,"REBOUND OFF by SCHERRMAN,BLAKE",2
05:49,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
05:45,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
05:45,"MISS FT by MCCLOUD,ALTON",,,,,,,"MISS FT by MCCLOUD,ALTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:45,"GOOD FT by MCCLOUD,ALTON",49,,69 (+20),,BCM 49-69 (+20),,"GOOD FT by MCCLOUD,ALTON",2
05:45,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
05:45,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
05:45,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
05:45,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
05:41,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
05:30,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
05:17,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
05:16,"STEAL  by MCCLOUD,ALTON",,,,,,,"STEAL  by MCCLOUD,ALTON",2
05:12,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
05:10,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
05:07,,49,,71 (+22),"GOOD DUNK by GERCHOW,ALEX(fastbreak)(in the paint)",TASMBB 49-71 (+22),,"GOOD DUNK by GERCHOW,ALEX(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
04:48,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
04:46,,,,,"STEAL  by GERCHOW,ALEX",,,"STEAL  by GERCHOW,ALEX",2
04:35,"FOUL  by SCHICK,BRANDON",,,,,,,"FOUL  by SCHICK,BRANDON",2
04:35,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:35,,49,,72 (+23),"GOOD FT by GERCHOW,ALEX",TASMBB 49-72 (+23),,"GOOD FT by GERCHOW,ALEX",2
04:35,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
04:35,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
04:35,"SUB OUT by SCHICK,BRANDON",,,,,,,"SUB OUT by SCHICK,BRANDON",2
04:35,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
04:25,,49,,74 (+25),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",TASMBB 49-74 (+25),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
04:10,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
03:59,,49,,76 (+27),"GOOD LAYUP by ROBERTSON,MARC(in the paint)",TASMBB 49-76 (+27),,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",2
03:43,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
03:37,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
03:15,,49,,78 (+29),"GOOD LAYUP by JONES,BLAKE(in the paint)",TASMBB 49-78 (+29),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
03:11,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",2
03:08,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
03:06,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
03:06,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:06,,49,,79 (+30),"GOOD FT by ROBERTSON,MARC",TASMBB 49-79 (+30),,"GOOD FT by ROBERTSON,MARC",2
03:06,,49,,80 (+31),"GOOD FT by ROBERTSON,MARC",TASMBB 49-80 (+31),,"GOOD FT by ROBERTSON,MARC",2
03:06,"SUB IN by FENTON,CLINT",,,,,,,"SUB IN by FENTON,CLINT",2
03:06,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
03:06,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
03:06,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
02:53,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",51,,80 (+29),,BCM 51-80 (+29),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
02:38,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
02:38,,51,,81 (+30),"GOOD FT by JONES,BLAKE",TASMBB 51-81 (+30),,"GOOD FT by JONES,BLAKE",2
02:38,,51,,82 (+31),"GOOD FT by JONES,BLAKE",TASMBB 51-82 (+31),,"GOOD FT by JONES,BLAKE",2
02:25,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,"REBOUND OFF by SCHERRMAN,BLAKE",,,,,,,"REBOUND OFF by SCHERRMAN,BLAKE",2
02:20,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",53,,82 (+29),,BCM 53-82 (+29),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
02:15,"SUB IN by SCHICK,BRANDON",,,,,,,"SUB IN by SCHICK,BRANDON",2
02:15,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
02:15,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
02:15,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
02:03,,53,,84 (+31),"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",TASMBB 53-84 (+31),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
01:48,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
01:48,"GOOD FT by MCCLOUD,LEE",54,,84 (+30),,BCM 54-84 (+30),,"GOOD FT by MCCLOUD,LEE",2
01:48,"GOOD FT by MCCLOUD,LEE",55,,84 (+29),,BCM 55-84 (+29),,"GOOD FT by MCCLOUD,LEE",2
01:48,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
01:48,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
01:31,,55,,86 (+31),"GOOD LAYUP by SPENCE,JACOB(in the paint)",TASMBB 55-86 (+31),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
01:22,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,,,,,"REBOUND DEF by HANSTAD,RAJAN",,,"REBOUND DEF by HANSTAD,RAJAN",2
01:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:10,,,,,"SUB IN by MASON,ROBERT WADE",,,"SUB IN by MASON,ROBERT WADE",2
01:10,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
01:10,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
01:10,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
01:10,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
01:10,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
00:52,,,,,"MISS 3PTR by MANNING,JOHNATHAN",,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:40,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
00:40,"MISS FT by SCHERRMAN,BLAKE",,,,,,,"MISS FT by SCHERRMAN,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:40,"GOOD FT by SCHERRMAN,BLAKE",56,,86 (+30),,BCM 56-86 (+30),,"GOOD FT by SCHERRMAN,BLAKE",2
