Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,CENTREM,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",1
17:33,"GOOD 3PTR by ROBERTSON,MARC",5 (+3),,2,,MILLMBB 5-2 (+3),,"GOOD 3PTR by ROBERTSON,MARC",1
17:15,,5 (+1),,4,"GOOD JUMPER by SINE,TUCKER(in the paint)",CENTREM 5-4 (+1),,"GOOD JUMPER by SINE,TUCKER(in the paint)",1
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",1
16:43,"GOOD 3PTR by ATKINSON,QUINN",8 (+4),,4,,MILLMBB 8-4 (+4),,"GOOD 3PTR by ATKINSON,QUINN",1
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",1
16:22,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
15:56,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
15:44,,8 (+2),,6,"GOOD JUMPER by SINE,TUCKER(in the paint)",CENTREM 8-6 (+2),,"GOOD JUMPER by SINE,TUCKER(in the paint)",1
15:19,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",10 (+4),,6,,MILLMBB 10-6 (+4),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",1
15:09,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
14:49,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
14:49,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
14:42,,10 (+2),,8,"GOOD JUMPER by SINE,TUCKER(in the paint)",CENTREM 10-8 (+2),,"GOOD JUMPER by SINE,TUCKER(in the paint)",1
14:41,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",12 (+4),,8,,MILLMBB 12-8 (+4),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",1
14:01,,12 (+1),,11,"GOOD 3PTR by GUMP,MATT",CENTREM 12-11 (+1),,"GOOD 3PTR by GUMP,MATT",1
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",1
13:40,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",1
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",1
13:28,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",1
13:28,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
13:28,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",1
13:28,,,,,"SUB IN by EBERT,CARSON",,,"SUB IN by EBERT,CARSON",1
13:28,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
13:28,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
13:28,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
13:24,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
13:24,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",1
13:24,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
13:24,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
13:04,,,,,"TURNOVER  by EBERT,CARSON",,,"TURNOVER  by EBERT,CARSON",1
13:02,"STEAL  by JONES,BLAKE",,,,,,,"STEAL  by JONES,BLAKE",1
12:59,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",1
12:28,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",1
12:25,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",14 (+3),,11,,MILLMBB 14-11 (+3),,"GOOD LAYUP by ROBERTSON,MARC(in the paint)",1
12:04,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",1
--,,,,,"REBOUND OFF by ARNETT,MICHAEL",,,"REBOUND OFF by ARNETT,MICHAEL",1
11:55,,14 (+1),,13,"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTREM 14-13 (+1),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",1
11:25,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by ARNETT,MICHAEL",,,"REBOUND DEF by ARNETT,MICHAEL",1
11:12,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
11:12,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",1
11:03,,14,,15 (+1),"GOOD JUMPER by ARNETT,MICHAEL",CENTREM 14-15 (-1),,"GOOD JUMPER by ARNETT,MICHAEL",1
11:03,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",1
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",1
11:03,,,,,"MISS FT by ARNETT,MICHAEL",,,"MISS FT by ARNETT,MICHAEL",1
--,,,,,"REBOUND OFF by ARNETT,MICHAEL",,,"REBOUND OFF by ARNETT,MICHAEL",1
10:56,,14,,18 (+4),"GOOD 3PTR by SCINTA,BLAKE",CENTREM 14-18 (-4),,"GOOD 3PTR by SCINTA,BLAKE",1
--,,,,,"ASSIST  by GRUBER,SAM",,,"ASSIST  by GRUBER,SAM",1
10:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
10:46,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",1
10:45,,,,,"STEAL  by GRIFFIN,JAROD",,,"STEAL  by GRIFFIN,JAROD",1
10:43,,,,,"TURNOVER  by GRIFFIN,JAROD",,,"TURNOVER  by GRIFFIN,JAROD",1
10:26,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",1
10:26,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:26,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
10:26,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
10:26,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",1
10:26,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
10:26,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
10:26,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",1
10:26,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
10:07,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
09:42,"GOOD 3PTR by ATKINSON,QUINN",17,,18 (+1),,MILLMBB 17-18 (-1),,"GOOD 3PTR by ATKINSON,QUINN",1
09:18,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",1
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",1
08:56,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
08:45,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1
08:44,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",1
08:42,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",19 (+1),,18,,MILLMBB 19-18 (+1),,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",1
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",1
08:26,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",1
08:26,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",1
08:26,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",1
08:26,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
08:26,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
08:26,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",1
08:26,,,,,"SUB OUT by ARNETT,MICHAEL",,,"SUB OUT by ARNETT,MICHAEL",1
08:18,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",1
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",1
07:54,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",1
07:53,,,,,"STEAL  by WESLEY,TYLER",,,"STEAL  by WESLEY,TYLER",1
07:47,,,,,"MISS 3PTR by EBERT,CARSON",,,"MISS 3PTR by EBERT,CARSON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
07:45,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
07:45,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
07:30,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
07:08,,,,,"MISS JUMPER by EBERT,CARSON",,,"MISS JUMPER by EBERT,CARSON",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
06:44,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
06:31,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
06:16,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
06:07,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",1
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",1
06:04,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
06:04,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
06:04,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
06:04,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",1
06:04,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",1
06:04,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",1
06:04,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
06:04,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",1
06:04,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",1
06:04,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
06:04,,,,,"SUB OUT by EBERT,CARSON",,,"SUB OUT by EBERT,CARSON",1
06:02,,,,,"MISS 3PTR by GRIFFIN,JAROD",,,"MISS 3PTR by GRIFFIN,JAROD",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
05:27,,,,,"FOUL  by ARNETT,MICHAEL",,,"FOUL  by ARNETT,MICHAEL",1
05:17,"GOOD 3PTR by GAGEN,BRENNAN",22 (+4),,18,,MILLMBB 22-18 (+4),,"GOOD 3PTR by GAGEN,BRENNAN",1
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",1
04:55,,22 (+2),,20,"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTREM 22-20 (+2),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",1
04:23,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",1
04:23,"GOOD FT by ATKINSON,QUINN",23 (+3),,20,,MILLMBB 23-20 (+3),,"GOOD FT by ATKINSON,QUINN",1
04:23,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",1
04:23,,,,,"SUB IN by EBERT,CARSON",,,"SUB IN by EBERT,CARSON",1
04:23,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",1
04:23,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
04:23,,,,,"SUB OUT by ARNETT,MICHAEL",,,"SUB OUT by ARNETT,MICHAEL",1
04:23,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",1
04:05,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
03:35,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",1
03:22,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
03:05,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",1
02:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:53,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",1
02:53,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",1
02:37,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
02:17,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",1
02:15,,,,,"STEAL  by SCINTA,BLAKE",,,"STEAL  by SCINTA,BLAKE",1
01:49,,,,,"MISS JUMPER by GUMP,MATT",,,"MISS JUMPER by GUMP,MATT",1
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",1
01:43,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",1
01:43,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",1
01:43,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",1
01:43,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
01:43,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
01:43,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",1
01:43,,,,,"SUB OUT by EBERT,CARSON",,,"SUB OUT by EBERT,CARSON",1
01:23,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
00:54,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",25 (+5),,20,,MILLMBB 25-20 (+5),,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",1
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",1
00:23,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",1
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",1
00:01,,25 (+2),,23,"GOOD 3PTR by SCINTA,BLAKE",CENTREM 25-23 (+2),,"GOOD 3PTR by SCINTA,BLAKE",1
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",1
19:42,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
19:28,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
19:14,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
19:08,"GOOD JUMPER by GAGEN,BRENNAN",27 (+4),,23,,MILLMBB 27-23 (+4),,"GOOD JUMPER by GAGEN,BRENNAN",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
18:48,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
18:23,,27 (+2),,25,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",CENTREM 27-25 (+2),,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",2
18:07,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
18:00,,27,,27,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",CENTREM 27-27 (0),,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",2
17:59,"FOUL  by JONES,BLAKE",,,,,,,"FOUL  by JONES,BLAKE",2
17:59,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
17:59,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
17:59,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
17:35,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
17:35,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
17:27,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
17:20,,27,,29 (+2),"GOOD JUMPER by SINE,TUCKER(in the paint)",CENTREM 27-29 (-2),,"GOOD JUMPER by SINE,TUCKER(in the paint)",2
16:46,"GOOD JUMPER by ROBERTSON,MARC",29,,29,,MILLMBB 29-29 (0),,"GOOD JUMPER by ROBERTSON,MARC",2
16:29,,29,,31 (+2),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTREM 29-31 (-2),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
16:28,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
16:28,,29,,32 (+3),"GOOD FT by SCINTA,BLAKE",CENTREM 29-32 (-3),,"GOOD FT by SCINTA,BLAKE",2
16:28,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
16:28,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
16:28,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
16:28,,,,,"SUB IN by EBERT,CARSON",,,"SUB IN by EBERT,CARSON",2
16:28,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
16:28,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
16:28,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
16:28,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
16:15,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
16:05,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
15:51,,,,,"MISS JUMPER by WESLEY,TYLER",,,"MISS JUMPER by WESLEY,TYLER",2
15:51,"BLOCK  by MANCUSO,LOGAN",,,,,,,"BLOCK  by MANCUSO,LOGAN",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
15:48,,,,,"FOUL  by EBERT,CARSON",,,"FOUL  by EBERT,CARSON",2
15:48,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
15:48,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
15:48,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
15:45,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
15:45,,29,,33 (+4),"GOOD FT by SCINTA,BLAKE",CENTREM 29-33 (-4),,"GOOD FT by SCINTA,BLAKE",2
15:45,,29,,34 (+5),"GOOD FT by SCINTA,BLAKE",CENTREM 29-34 (-5),,"GOOD FT by SCINTA,BLAKE",2
15:32,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",31,,34 (+3),,MILLMBB 31-34 (-3),,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
15:13,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
15:13,,31,,35 (+4),"GOOD FT by SCINTA,BLAKE",CENTREM 31-35 (-4),,"GOOD FT by SCINTA,BLAKE",2
15:13,,31,,36 (+5),"GOOD FT by SCINTA,BLAKE",CENTREM 31-36 (-5),,"GOOD FT by SCINTA,BLAKE",2
15:13,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
15:13,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
14:52,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
14:22,,31,,38 (+7),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTREM 31-38 (-7),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
14:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:14,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
14:14,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
14:14,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
14:14,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
13:51,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
13:34,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
