Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,CENTMBO,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by SAPP,JAMES",,,"ASSIST  by SAPP,JAMES",2
19:28,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
19:28,,,,,"MISS FT by DEMOUCHET,KENDALL",,,"MISS FT by DEMOUCHET,KENDALL",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
19:26,,,,,"FOUL  by CUETO,JUSTIN",,,"FOUL  by CUETO,JUSTIN",2
19:15,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by DEMOUCHET,KENDALL",,,"REBOUND DEF by DEMOUCHET,KENDALL",2
19:02,,,,,"TURNOVER  by SAPP,JAMES",,,"TURNOVER  by SAPP,JAMES",2
19:00,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
18:57,"MISS LAYUP by ROBERTSON,MARC",,,,,,,"MISS LAYUP by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by SAPP,JAMES",,,"REBOUND DEF by SAPP,JAMES",2
18:50,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",2
18:50,,27,,52 (+25),"GOOD FT by DEMOUCHET,KENDALL",CENTMBO 27-52 (-25),,"GOOD FT by DEMOUCHET,KENDALL",2
18:50,,27,,53 (+26),"GOOD FT by DEMOUCHET,KENDALL",CENTMBO 27-53 (-26),,"GOOD FT by DEMOUCHET,KENDALL",2
18:30,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
18:21,,,,,"MISS JUMPER by DEMOUCHET,KENDALL",,,"MISS JUMPER by DEMOUCHET,KENDALL",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
18:16,"FOUL  by MCSWAIN,JOSHUA",,,,,,,"FOUL  by MCSWAIN,JOSHUA",2
18:16,,,,,"MISS FT by SAPP,JAMES",,,"MISS FT by SAPP,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:16,,,,,"MISS FT by SAPP,JAMES",,,"MISS FT by SAPP,JAMES",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
18:16,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
18:16,"SUB IN by SPENCE,JACOB",,,,,,,"SUB IN by SPENCE,JACOB",2
18:16,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
18:16,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
18:16,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
18:16,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
17:49,"GOOD LAYUP by SPENCE,JACOB(in the paint)",29,,53 (+24),,MILLSAPS 29-53 (-24),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
17:30,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
17:29,,29,,55 (+26),"GOOD JUMPER by KIRKENDOLL,TRAVION",CENTMBO 29-55 (-26),,"GOOD JUMPER by KIRKENDOLL,TRAVION",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
17:13,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
17:09,,,,,"STEAL  by CUETO,JUSTIN",,,"STEAL  by CUETO,JUSTIN",2
17:08,,,,,"MISS 3PTR by MATTHEWS,TREYLAN",,,"MISS 3PTR by MATTHEWS,TREYLAN",2
--,,,,,"REBOUND OFF by SAPP,JAMES",,,"REBOUND OFF by SAPP,JAMES",2
17:06,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
17:06,,29,,56 (+27),"GOOD FT by SAPP,JAMES",CENTMBO 29-56 (-27),,"GOOD FT by SAPP,JAMES",2
17:06,,29,,57 (+28),"GOOD FT by SAPP,JAMES",CENTMBO 29-57 (-28),,"GOOD FT by SAPP,JAMES",2
16:46,"MISS 3PTR by JONES,BLAKE",,,,,,,"MISS 3PTR by JONES,BLAKE",2
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",2
16:40,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
16:23,,,,,"MISS LAYUP by CUETO,JUSTIN",,,"MISS LAYUP by CUETO,JUSTIN",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
16:19,,,,,"FOUL  by KIRKENDOLL,TRAVION",,,"FOUL  by KIRKENDOLL,TRAVION",2
16:19,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
16:19,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
16:19,,,,,"SUB IN by CAMPBELL,BRANDON",,,"SUB IN by CAMPBELL,BRANDON",2
16:19,,,,,"SUB OUT by CUETO,JUSTIN",,,"SUB OUT by CUETO,JUSTIN",2
16:17,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND OFF by SPENCE,JACOB",,,,,,,"REBOUND OFF by SPENCE,JACOB",2
16:11,"GOOD LAYUP by SPENCE,JACOB(in the paint)",31,,57 (+26),,MILLSAPS 31-57 (-26),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
15:58,,,,,"MISS JUMPER by SAPP,JAMES",,,"MISS JUMPER by SAPP,JAMES",2
--,"REBOUND DEF by SPENCE,JACOB",,,,,,,"REBOUND DEF by SPENCE,JACOB",2
15:44,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:42,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
15:42,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
15:42,"SUB OUT by SPENCE,JACOB",,,,,,,"SUB OUT by SPENCE,JACOB",2
15:42,,,,,"SUB IN by HICKS,DJ",,,"SUB IN by HICKS,DJ",2
15:42,,,,,"SUB OUT by SAPP,JAMES",,,"SUB OUT by SAPP,JAMES",2
15:17,,,,,"TURNOVER  by CAMPBELL,BRANDON",,,"TURNOVER  by CAMPBELL,BRANDON",2
15:17,"STEAL  by ATKINSON,QUINN",,,,,,,"STEAL  by ATKINSON,QUINN",2
14:52,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
14:30,,31,,59 (+28),"GOOD JUMPER by KIRKENDOLL,TRAVION(in the paint)",CENTMBO 31-59 (-28),,"GOOD JUMPER by KIRKENDOLL,TRAVION(in the paint)",2
14:05,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
13:51,,,,,"MISS LAYUP by HICKS,DJ",,,"MISS LAYUP by HICKS,DJ",2
--,,,,,"REBOUND OFF by DEMOUCHET,KENDALL",,,"REBOUND OFF by DEMOUCHET,KENDALL",2
13:45,,,,,"MISS LAYUP by DEMOUCHET,KENDALL",,,"MISS LAYUP by DEMOUCHET,KENDALL",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
13:33,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:33,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
13:33,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
13:33,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
13:33,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
13:33,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
13:33,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
13:22,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
13:14,,,,,"TURNOVER  by KIRKENDOLL,TRAVION",,,"TURNOVER  by KIRKENDOLL,TRAVION",2
13:14,,,,,"FOUL  by KIRKENDOLL,TRAVION",,,"FOUL  by KIRKENDOLL,TRAVION",2
13:05,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by DEMOUCHET,KENDALL",,,"REBOUND DEF by DEMOUCHET,KENDALL",2
12:44,,31,,62 (+31),"GOOD 3PTR by CAMPBELL,BRANDON",CENTMBO 31-62 (-31),,"GOOD 3PTR by CAMPBELL,BRANDON",2
--,,,,,"ASSIST  by DEMOUCHET,KENDALL",,,"ASSIST  by DEMOUCHET,KENDALL",2
12:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:25,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
12:25,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
12:09,,,,,"FOUL  by KIRKENDOLL,TRAVION",,,"FOUL  by KIRKENDOLL,TRAVION",2
12:09,"GOOD FT by ATKINSON,QUINN",32,,62 (+30),,MILLSAPS 32-62 (-30),,"GOOD FT by ATKINSON,QUINN",2
12:09,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by KIRKENDOLL,TRAVION",,,"REBOUND DEF by KIRKENDOLL,TRAVION",2
11:46,,,,,"MISS 3PTR by KIRKENDOLL,TRAVION",,,"MISS 3PTR by KIRKENDOLL,TRAVION",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:43,,,,,"FOUL  by HICKS,DJ",,,"FOUL  by HICKS,DJ",2
11:43,,,,,"SUB IN by WILLIAMS,DONOVAN",,,"SUB IN by WILLIAMS,DONOVAN",2
11:43,,,,,"SUB IN by TARANTOLO,MITCHELL",,,"SUB IN by TARANTOLO,MITCHELL",2
11:43,,,,,"SUB OUT by HICKS,DJ",,,"SUB OUT by HICKS,DJ",2
11:43,,,,,"SUB OUT by DEMOUCHET,KENDALL",,,"SUB OUT by DEMOUCHET,KENDALL",2
11:25,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
11:20,,32,,64 (+32),"GOOD DUNK by KIRKENDOLL,TRAVION(fastbreak)(in the paint)",CENTMBO 32-64 (-32),,"GOOD DUNK by KIRKENDOLL,TRAVION(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
11:04,"GOOD 3PTR by ATKINSON,QUINN",35,,64 (+29),,MILLSAPS 35-64 (-29),,"GOOD 3PTR by ATKINSON,QUINN",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
10:43,,,,,"MISS JUMPER by TARANTOLO,MITCHELL",,,"MISS JUMPER by TARANTOLO,MITCHELL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:41,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",2
10:41,,35,,65 (+30),"GOOD FT by WILLIAMS,DONOVAN",CENTMBO 35-65 (-30),,"GOOD FT by WILLIAMS,DONOVAN",2
10:41,,,,,"MISS FT by WILLIAMS,DONOVAN",,,"MISS FT by WILLIAMS,DONOVAN",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
10:41,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
10:41,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
10:41,"SUB OUT by MASON,ROBERT WADE",,,,,,,"SUB OUT by MASON,ROBERT WADE",2
10:41,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
10:30,,,,,"FOUL  by WILLIAMS,DONOVAN",,,"FOUL  by WILLIAMS,DONOVAN",2
10:30,"GOOD FT by ATKINSON,QUINN",36,,65 (+29),,MILLSAPS 36-65 (-29),,"GOOD FT by ATKINSON,QUINN",2
10:30,"GOOD FT by ATKINSON,QUINN",37,,65 (+28),,MILLSAPS 37-65 (-28),,"GOOD FT by ATKINSON,QUINN",2
10:15,,37,,68 (+31),"GOOD 3PTR by WILLIAMS,DONOVAN",CENTMBO 37-68 (-31),,"GOOD 3PTR by WILLIAMS,DONOVAN",2
--,,,,,"ASSIST  by TARANTOLO,MITCHELL",,,"ASSIST  by TARANTOLO,MITCHELL",2
09:53,"MISS JUMPER by MCSWAIN,JOSHUA",,,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"REBOUND DEF by CAMPBELL,BRANDON",,,"REBOUND DEF by CAMPBELL,BRANDON",2
09:39,"FOUL  by MCSWAIN,JOSHUA",,,,,,,"FOUL  by MCSWAIN,JOSHUA",2
09:39,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
09:37,,37,,69 (+32),"GOOD FT by KIRKENDOLL,TRAVION",CENTMBO 37-69 (-32),,"GOOD FT by KIRKENDOLL,TRAVION",2
09:37,,,,,"MISS FT by KIRKENDOLL,TRAVION",,,"MISS FT by KIRKENDOLL,TRAVION",2
--,,,,,"REBOUND OFF by WILLIAMS,DONOVAN",,,"REBOUND OFF by WILLIAMS,DONOVAN",2
09:34,,,,,"MISS TIPIN by WILLIAMS,DONOVAN",,,"MISS TIPIN by WILLIAMS,DONOVAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:32,,,,,"MISS JUMPER by CAMPBELL,BRANDON",,,"MISS JUMPER by CAMPBELL,BRANDON",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
09:10,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",39,,69 (+30),,MILLSAPS 39-69 (-30),,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
09:10,,,,,"FOUL  by TARANTOLO,MITCHELL",,,"FOUL  by TARANTOLO,MITCHELL",2
09:10,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by WILLIAMS,DONOVAN",,,"REBOUND DEF by WILLIAMS,DONOVAN",2
09:10,,,,,"SUB IN by CUETO,JUSTIN",,,"SUB IN by CUETO,JUSTIN",2
09:10,,,,,"SUB OUT by MATTHEWS,TREYLAN",,,"SUB OUT by MATTHEWS,TREYLAN",2
09:01,,39,,71 (+32),"GOOD LAYUP by KIRKENDOLL,TRAVION(fastbreak)(in the paint)",CENTMBO 39-71 (-32),,"GOOD LAYUP by KIRKENDOLL,TRAVION(fastbreak)(in the paint)",2
08:45,"GOOD 3PTR by ROBERTSON,MARC",42,,71 (+29),,MILLSAPS 42-71 (-29),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
08:31,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
08:31,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
08:31,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
08:31,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
08:31,,,,,"SUB IN by KERSHAW,KANE",,,"SUB IN by KERSHAW,KANE",2
08:31,,,,,"SUB OUT by KIRKENDOLL,TRAVION",,,"SUB OUT by KIRKENDOLL,TRAVION",2
08:16,,,,,"MISS JUMPER by TARANTOLO,MITCHELL",,,"MISS JUMPER by TARANTOLO,MITCHELL",2
--,,,,,"REBOUND OFF by WILLIAMS,DONOVAN",,,"REBOUND OFF by WILLIAMS,DONOVAN",2
07:57,,,,,"TURNOVER  by CUETO,JUSTIN",,,"TURNOVER  by CUETO,JUSTIN",2
07:57,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
07:57,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
07:57,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
07:57,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
07:44,"MISS JUMPER by MOORE,MYLES",,,,,,,"MISS JUMPER by MOORE,MYLES",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:24,,42,,74 (+32),"GOOD 3PTR by CAMPBELL,BRANDON",CENTMBO 42-74 (-32),,"GOOD 3PTR by CAMPBELL,BRANDON",2
--,,,,,"ASSIST  by WILLIAMS,DONOVAN",,,"ASSIST  by WILLIAMS,DONOVAN",2
07:01,,,,,"FOUL  by TARANTOLO,MITCHELL",,,"FOUL  by TARANTOLO,MITCHELL",2
07:01,"MISS FT by GERCHOW,ALEX",,,,,,,"MISS FT by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by CUETO,JUSTIN",,,"REBOUND DEF by CUETO,JUSTIN",2
06:40,,,,,"MISS JUMPER by CAMPBELL,BRANDON",,,"MISS JUMPER by CAMPBELL,BRANDON",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
06:34,,,,,"FOUL  by TARANTOLO,MITCHELL",,,"FOUL  by TARANTOLO,MITCHELL",2
06:34,"GOOD FT by GAGEN,BRENNAN",43,,74 (+31),,MILLSAPS 43-74 (-31),,"GOOD FT by GAGEN,BRENNAN",2
06:34,"GOOD FT by GAGEN,BRENNAN",44,,74 (+30),,MILLSAPS 44-74 (-30),,"GOOD FT by GAGEN,BRENNAN",2
06:34,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
06:34,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
06:22,,,,,"TURNOVER  by KERSHAW,KANE",,,"TURNOVER  by KERSHAW,KANE",2
06:13,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
06:13,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
06:13,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
06:13,,,,,"SUB IN by MILLER,GRANT",,,"SUB IN by MILLER,GRANT",2
06:13,,,,,"SUB OUT by WILLIAMS,DONOVAN",,,"SUB OUT by WILLIAMS,DONOVAN",2
05:57,,,,,"TURNOVER  by CUETO,JUSTIN",,,"TURNOVER  by CUETO,JUSTIN",2
05:46,"GOOD JUMPER by MOORE,MYLES",46,,74 (+28),,MILLSAPS 46-74 (-28),,"GOOD JUMPER by MOORE,MYLES",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
05:27,,,,,"TURNOVER  by MILLER,GRANT",,,"TURNOVER  by MILLER,GRANT",2
05:27,,,,,"FOUL  by MILLER,GRANT",,,"FOUL  by MILLER,GRANT",2
05:11,,,,,"FOUL  by KERSHAW,KANE",,,"FOUL  by KERSHAW,KANE",2
05:11,"GOOD FT by ATKINSON,QUINN",47,,74 (+27),,MILLSAPS 47-74 (-27),,"GOOD FT by ATKINSON,QUINN",2
05:11,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
05:07,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by CAMPBELL,BRANDON",,,"REBOUND DEF by CAMPBELL,BRANDON",2
04:47,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",2
04:47,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
04:47,,47,,75 (+28),"GOOD FT by CAMPBELL,BRANDON",CENTMBO 47-75 (-28),,"GOOD FT by CAMPBELL,BRANDON",2
04:47,,47,,76 (+29),"GOOD FT by CAMPBELL,BRANDON",CENTMBO 47-76 (-29),,"GOOD FT by CAMPBELL,BRANDON",2
04:47,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
04:47,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
04:47,,,,,"SUB IN by MATTHEWS,TREYLAN",,,"SUB IN by MATTHEWS,TREYLAN",2
04:47,,,,,"SUB IN by KIRKENDOLL,TRAVION",,,"SUB IN by KIRKENDOLL,TRAVION",2
04:47,,,,,"SUB OUT by CUETO,JUSTIN",,,"SUB OUT by CUETO,JUSTIN",2
04:47,,,,,"SUB OUT by TARANTOLO,MITCHELL",,,"SUB OUT by TARANTOLO,MITCHELL",2
04:47,,,,,"SUB OUT by CAMPBELL,BRANDON",,,"SUB OUT by CAMPBELL,BRANDON",2
04:36,,,,,"FOUL  by KERSHAW,KANE",,,"FOUL  by KERSHAW,KANE",2
04:36,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:36,"GOOD FT by ATKINSON,QUINN",48,,76 (+28),,MILLSAPS 48-76 (-28),,"GOOD FT by ATKINSON,QUINN",2
04:16,,,,,"MISS 3PTR by MILLER,GRANT",,,"MISS 3PTR by MILLER,GRANT",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
04:07,"GOOD JUMPER by MOORE,MYLES(fastbreak)",50,,76 (+26),,MILLSAPS 50-76 (-26),,"GOOD JUMPER by MOORE,MYLES(fastbreak)",2
--,"ASSIST  by MANCUSO,LOGAN",,,,,,,"ASSIST  by MANCUSO,LOGAN",2
03:42,,50,,79 (+29),"GOOD 3PTR by KIRKENDOLL,TRAVION",CENTMBO 50-79 (-29),,"GOOD 3PTR by KIRKENDOLL,TRAVION",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
03:21,"GOOD 3PTR by ATKINSON,QUINN",53,,79 (+26),,MILLSAPS 53-79 (-26),,"GOOD 3PTR by ATKINSON,QUINN",2
--,"ASSIST  by MOORE,MYLES",,,,,,,"ASSIST  by MOORE,MYLES",2
03:06,,,,,"MISS 3PTR by KERSHAW,KANE",,,"MISS 3PTR by KERSHAW,KANE",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
02:59,,,,,"FOUL  by KERSHAW,KANE",,,"FOUL  by KERSHAW,KANE",2
02:59,"MISS FT by MOORE,MYLES",,,,,,,"MISS FT by MOORE,MYLES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:59,"GOOD FT by MOORE,MYLES",54,,79 (+25),,MILLSAPS 54-79 (-25),,"GOOD FT by MOORE,MYLES",2
02:59,"SUB IN by MANNING,JOHNATHAN",,,,,,,"SUB IN by MANNING,JOHNATHAN",2
02:59,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
02:45,,,,,"MISS JUMPER by MATTHEWS,TREYLAN",,,"MISS JUMPER by MATTHEWS,TREYLAN",2
--,"REBOUND DEF by MASON,ROBERT WADE",,,,,,,"REBOUND DEF by MASON,ROBERT WADE",2
02:28,,,,,"FOUL  by MILLER,GRANT",,,"FOUL  by MILLER,GRANT",2
02:28,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:28,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by MILLER,GRANT",,,"REBOUND DEF by MILLER,GRANT",2
02:22,,,,,"MISS 3PTR by TARANTOLO,MITCHELL",,,"MISS 3PTR by TARANTOLO,MITCHELL",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
01:59,"MISS JUMPER by MASON,ROBERT WADE",,,,,,,"MISS JUMPER by MASON,ROBERT WADE",2
--,"REBOUND OFF by MANCUSO,LOGAN",,,,,,,"REBOUND OFF by MANCUSO,LOGAN",2
01:54,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,,,,,"REBOUND DEF by MILLER,GRANT",,,"REBOUND DEF by MILLER,GRANT",2
01:40,,54,,82 (+28),"GOOD 3PTR by KIRKENDOLL,TRAVION",CENTMBO 54-82 (-28),,"GOOD 3PTR by KIRKENDOLL,TRAVION",2
01:32,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
01:30,,,,,"STEAL  by MATTHEWS,TREYLAN",,,"STEAL  by MATTHEWS,TREYLAN",2
01:27,,54,,85 (+31),"GOOD 3PTR by KIRKENDOLL,TRAVION",CENTMBO 54-85 (-31),,"GOOD 3PTR by KIRKENDOLL,TRAVION",2
--,,,,,"ASSIST  by MATTHEWS,TREYLAN",,,"ASSIST  by MATTHEWS,TREYLAN",2
01:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:07,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
01:07,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
01:07,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
01:07,"SUB OUT by MANNING,JOHNATHAN",,,,,,,"SUB OUT by MANNING,JOHNATHAN",2
01:07,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
01:07,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
