Time Remaining,MCM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
17:10,"GOOD FT by MARKWITH,TRENT",28,,61 (+33),,MCM 28-61 (-33),,"GOOD FT by MARKWITH,TRENT",2
17:10,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
17:10,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
17:10,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
17:10,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
17:10,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
17:10,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
16:50,,28,,64 (+36),"GOOD 3PTR by PERRY,WILL",OUM 28-64 (-36),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST  by LAWRENCE,CHRIS",,,"ASSIST  by LAWRENCE,CHRIS",2
16:28,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
16:15,,28,,67 (+39),"GOOD 3PTR by SMITH,CONNOR",OUM 28-67 (-39),,"GOOD 3PTR by SMITH,CONNOR",2
16:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:49,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by BRITVAR,STEFAN",,,"REBOUND DEF by BRITVAR,STEFAN",2
15:38,,28,,70 (+42),"GOOD 3PTR by LAWRENCE,CHRIS",OUM 28-70 (-42),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by EDWARDS,JUSTIN",,,"ASSIST  by EDWARDS,JUSTIN",2
15:15,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
15:02,,28,,72 (+44),"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",OUM 28-72 (-44),,"GOOD LAYUP by EDWARDS,JUSTIN(in the paint)",2
14:39,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",2
14:25,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
14:15,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by BRITVAR,STEFAN",,,"REBOUND DEF by BRITVAR,STEFAN",2
14:01,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:58,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
13:58,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
13:58,"SUB IN by SMITH,BAILEY",,,,,,,"SUB IN by SMITH,BAILEY",2
13:58,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
13:58,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
13:58,"SUB OUT by MASON,ROBERT WADE",,,,,,,"SUB OUT by MASON,ROBERT WADE",2
13:58,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
13:58,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
13:58,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
13:58,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
13:58,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
13:58,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
13:58,,,,,"SUB OUT by EDWARDS,JUSTIN",,,"SUB OUT by EDWARDS,JUSTIN",2
13:58,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
13:58,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
13:58,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
13:44,"MISS JUMPER by HANSTAD,RAJAN",,,,,,,"MISS JUMPER by HANSTAD,RAJAN",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
13:09,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
12:55,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
12:43,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",2
12:42,"STEAL  by MANCUSO,LOGAN",,,,,,,"STEAL  by MANCUSO,LOGAN",2
12:38,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",2
12:38,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:38,"GOOD FT by MARKWITH,TRENT",29,,72 (+43),,MCM 29-72 (-43),,"GOOD FT by MARKWITH,TRENT",2
12:38,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
12:38,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
12:38,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
12:38,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
12:38,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
12:38,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
12:22,,,,,"MISS JUMPER by MCGRATH,JOSH",,,"MISS JUMPER by MCGRATH,JOSH",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
12:16,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",31,,72 (+41),,MCM 31-72 (-41),,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",2
11:56,,,,,"MISS 3PTR by HUFFMAN,DEVIN",,,"MISS 3PTR by HUFFMAN,DEVIN",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
11:47,"MISS LAYUP by MARKWITH,TRENT",,,,,,,"MISS LAYUP by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
11:39,,,,,"TURNOVER  by HUFFMAN,DEVIN",,,"TURNOVER  by HUFFMAN,DEVIN",2
11:38,"STEAL  by HANSTAD,RAJAN",,,,,,,"STEAL  by HANSTAD,RAJAN",2
11:32,"MISS 3PTR by SMITH,BAILEY",,,,,,,"MISS 3PTR by SMITH,BAILEY",2
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",2
11:28,"GOOD TIPIN by MARKWITH,TRENT(in the paint)",33,,72 (+39),,MCM 33-72 (-39),,"GOOD TIPIN by MARKWITH,TRENT(in the paint)",2
11:13,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",2
11:12,"STEAL  by HANSTAD,RAJAN",,,,,,,"STEAL  by HANSTAD,RAJAN",2
11:11,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
11:11,,,,,"STEAL  by ROMAGUERA,COLE",,,"STEAL  by ROMAGUERA,COLE",2
10:55,,33,,75 (+42),"GOOD 3PTR by ROMAGUERA,COLE",OUM 33-75 (-42),,"GOOD 3PTR by ROMAGUERA,COLE",2
--,,,,,"ASSIST  by MCGRATH,JOSH",,,"ASSIST  by MCGRATH,JOSH",2
10:30,"GOOD 3PTR by HANSTAD,RAJAN",36,,75 (+39),,MCM 36-75 (-39),,"GOOD 3PTR by HANSTAD,RAJAN",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
10:13,"FOUL  by HANSTAD,RAJAN",,,,,,,"FOUL  by HANSTAD,RAJAN",2
10:13,"SUB IN by MANNING,JOHNATHAN",,,,,,,"SUB IN by MANNING,JOHNATHAN",2
10:13,"SUB OUT by SMITH,BAILEY",,,,,,,"SUB OUT by SMITH,BAILEY",2
10:12,,,,,"MISS LAYUP by WARDLAW,CHASE",,,"MISS LAYUP by WARDLAW,CHASE",2
10:12,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
10:07,"MISS JUMPER by HANSTAD,RAJAN",,,,,,,"MISS JUMPER by HANSTAD,RAJAN",2
--,,,,,"REBOUND DEF by ROMAGUERA,COLE",,,"REBOUND DEF by ROMAGUERA,COLE",2
09:57,"FOUL  by HANSTAD,RAJAN",,,,,,,"FOUL  by HANSTAD,RAJAN",2
09:57,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
09:57,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
09:57,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
09:57,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
09:57,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
09:57,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",2
09:43,,,,,"TURNOVER  by BRITVAR,STEFAN",,,"TURNOVER  by BRITVAR,STEFAN",2
09:26,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by BOURDAGE,TAYLOR",,,"REBOUND DEF by BOURDAGE,TAYLOR",2
09:15,,,,,"TURNOVER  by ROMAGUERA,COLE",,,"TURNOVER  by ROMAGUERA,COLE",2
09:14,"STEAL  by MARKWITH,TRENT",,,,,,,"STEAL  by MARKWITH,TRENT",2
09:10,,,,,"FOUL  by ROMAGUERA,COLE",,,"FOUL  by ROMAGUERA,COLE",2
09:10,"GOOD FT by MARKWITH,TRENT",37,,75 (+38),,MCM 37-75 (-38),,"GOOD FT by MARKWITH,TRENT",2
09:10,"GOOD FT by MARKWITH,TRENT",38,,75 (+37),,MCM 38-75 (-37),,"GOOD FT by MARKWITH,TRENT",2
08:53,,38,,78 (+40),"GOOD 3PTR by BOURDAGE,TAYLOR",OUM 38-78 (-40),,"GOOD 3PTR by BOURDAGE,TAYLOR",2
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",2
08:44,"MISS LAYUP by MARKWITH,TRENT",,,,,,,"MISS LAYUP by MARKWITH,TRENT",2
08:44,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
08:38,,38,,80 (+42),"GOOD LAYUP by ROMAGUERA,COLE(fastbreak)(in the paint)",OUM 38-80 (-42),,"GOOD LAYUP by ROMAGUERA,COLE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",2
08:30,,,,,"FOUL  by BOURDAGE,TAYLOR",,,"FOUL  by BOURDAGE,TAYLOR",2
08:30,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
08:30,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
08:30,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
08:30,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
08:30,"SUB OUT by MANNING,JOHNATHAN",,,,,,,"SUB OUT by MANNING,JOHNATHAN",2
08:30,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
08:30,,,,,"SUB IN by EDWARDS,JUSTIN",,,"SUB IN by EDWARDS,JUSTIN",2
08:30,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
08:27,"MISS 3PTR by COLEMAN,DANIEL",,,,,,,"MISS 3PTR by COLEMAN,DANIEL",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
08:11,,,,,"FOUL  by BRITVAR,STEFAN",,,"FOUL  by BRITVAR,STEFAN",2
08:11,,,,,"TURNOVER  by BRITVAR,STEFAN",,,"TURNOVER  by BRITVAR,STEFAN",2
08:11,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
08:11,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
08:04,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by ROMAGUERA,COLE",,,"REBOUND DEF by ROMAGUERA,COLE",2
07:46,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",,,"MISS 3PTR by BOURDAGE,TAYLOR",2
--,,,,,"REBOUND OFF by BRITVAR,STEFAN",,,"REBOUND OFF by BRITVAR,STEFAN",2
07:42,,38,,82 (+44),"GOOD TIPIN by BRITVAR,STEFAN(in the paint)",OUM 38-82 (-44),,"GOOD TIPIN by BRITVAR,STEFAN(in the paint)",2
07:32,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
07:27,,,,,"MISS LAYUP by HUFFMAN,DEVIN",,,"MISS LAYUP by HUFFMAN,DEVIN",2
07:27,"BLOCK  by GAGEN,BRENNAN",,,,,,,"BLOCK  by GAGEN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:27,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
07:27,"SUB OUT by COLEMAN,DANIEL",,,,,,,"SUB OUT by COLEMAN,DANIEL",2
07:27,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
07:27,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
06:53,"GOOD 3PTR by ROBERTSON,MARC",41,,82 (+41),,MCM 41-82 (-41),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
06:38,,41,,84 (+43),"GOOD LAYUP by BOURDAGE,TAYLOR(in the paint)",OUM 41-84 (-43),,"GOOD LAYUP by BOURDAGE,TAYLOR(in the paint)",2
--,,,,,"ASSIST  by EDWARDS,JUSTIN",,,"ASSIST  by EDWARDS,JUSTIN",2
06:21,"GOOD 3PTR by ROBERTSON,MARC",44,,84 (+40),,MCM 44-84 (-40),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",2
05:49,,,,,"TURNOVER  by EDWARDS,JUSTIN",,,"TURNOVER  by EDWARDS,JUSTIN",2
05:49,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
05:49,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
05:49,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",2
05:49,,,,,"SUB OUT by EDWARDS,JUSTIN",,,"SUB OUT by EDWARDS,JUSTIN",2
05:41,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",46,,84 (+38),,MCM 46-84 (-38),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
05:16,,46,,87 (+41),"GOOD 3PTR by ANDINO,GEORGE",OUM 46-87 (-41),,"GOOD 3PTR by ANDINO,GEORGE",2
--,,,,,"ASSIST  by ROMAGUERA,COLE",,,"ASSIST  by ROMAGUERA,COLE",2
04:52,,,,,"FOUL  by MCGRATH,JOSH",,,"FOUL  by MCGRATH,JOSH",2
04:52,"GOOD FT by ROBERTSON,MARC",47,,87 (+40),,MCM 47-87 (-40),,"GOOD FT by ROBERTSON,MARC",2
04:52,"GOOD FT by ROBERTSON,MARC",48,,87 (+39),,MCM 48-87 (-39),,"GOOD FT by ROBERTSON,MARC",2
04:52,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
04:52,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
04:52,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
04:52,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
04:52,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
04:52,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
04:52,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
04:52,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
04:52,,,,,"SUB OUT by BOURDAGE,TAYLOR",,,"SUB OUT by BOURDAGE,TAYLOR",2
04:52,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",2
04:30,,,,,"MISS 3PTR by WARDLAW,CHASE",,,"MISS 3PTR by WARDLAW,CHASE",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
04:04,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",50,,87 (+37),,MCM 50-87 (-37),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
03:40,,50,,89 (+39),"GOOD LAYUP by BRITVAR,STEFAN(in the paint)",OUM 50-89 (-39),,"GOOD LAYUP by BRITVAR,STEFAN(in the paint)",2
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",2
03:40,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
03:40,,,,,"MISS FT by BRITVAR,STEFAN",,,"MISS FT by BRITVAR,STEFAN",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
03:40,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
03:40,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
03:18,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
02:54,,,,,"MISS JUMPER by BRITVAR,STEFAN",,,"MISS JUMPER by BRITVAR,STEFAN",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
02:35,,,,,"FOUL  by BRITVAR,STEFAN",,,"FOUL  by BRITVAR,STEFAN",2
02:35,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by BRITVAR,STEFAN",,,"REBOUND DEF by BRITVAR,STEFAN",2
02:35,"SUB IN by SMITH,BAILEY",,,,,,,"SUB IN by SMITH,BAILEY",2
02:35,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
02:35,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
02:35,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
02:35,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
02:35,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
02:15,,,,,"TURNOVER  by MCGRATH,JOSH",,,"TURNOVER  by MCGRATH,JOSH",2
01:59,,,,,"FOUL  by BRITVAR,STEFAN",,,"FOUL  by BRITVAR,STEFAN",2
01:59,"MISS FT by MASON,ROBERT WADE",,,,,,,"MISS FT by MASON,ROBERT WADE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:59,"GOOD FT by MASON,ROBERT WADE",51,,89 (+38),,MCM 51-89 (-38),,"GOOD FT by MASON,ROBERT WADE",2
01:36,,,,,"MISS 3PTR by ROMAGUERA,COLE",,,"MISS 3PTR by ROMAGUERA,COLE",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
01:15,"GOOD JUMPER by MASON,ROBERT WADE",53,,89 (+36),,MCM 53-89 (-36),,"GOOD JUMPER by MASON,ROBERT WADE",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
01:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:12,"SUB IN by MANNING,JOHNATHAN",,,,,,,"SUB IN by MANNING,JOHNATHAN",2
01:12,"SUB IN by COLEMAN,DANIEL",,,,,,,"SUB IN by COLEMAN,DANIEL",2
00:55,,53,,91 (+38),"GOOD LAYUP by MCGRATH,JOSH(in the paint)",OUM 53-91 (-38),,"GOOD LAYUP by MCGRATH,JOSH(in the paint)",2
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",2
00:42,"GOOD 3PTR by MANNING,JOHNATHAN",56,,91 (+35),,MCM 56-91 (-35),,"GOOD 3PTR by MANNING,JOHNATHAN",2
--,"ASSIST  by HANSTAD,RAJAN",,,,,,,"ASSIST  by HANSTAD,RAJAN",2
00:17,,,,,"MISS 3PTR by BOURDAGE,TAYLOR",,,"MISS 3PTR by BOURDAGE,TAYLOR",2
--,"REBOUND DEF by MASON,ROBERT WADE",,,,,,,"REBOUND DEF by MASON,ROBERT WADE",2
00:01,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
