Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,MILLMBB,Game Score,Team Indicator,Play,Period
16:41,"GOOD JUMPER by LOWE,O'DARIUS",44 (+4),,40,,RUST 44-40 (-4),,"GOOD JUMPER by LOWE,O'DARIUS",2
16:25,,,,,"MISS JUMPER by SPENCE,JACOB",,,"MISS JUMPER by SPENCE,JACOB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:22,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
16:22,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
16:12,"FOUL  by WAITS,LADARIUS",,,,,,,"FOUL  by WAITS,LADARIUS",2
16:08,"BLOCK  by WAITS,LADARIUS",,,,,,,"BLOCK  by WAITS,LADARIUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:06,,,,,"MISS JUMPER by SPENCE,JACOB",,,"MISS JUMPER by SPENCE,JACOB",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
15:59,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
15:54,"GOOD 3PTR by STUCKEY,CURTIS",47 (+7),,40,,RUST 47-40 (-7),,"GOOD 3PTR by STUCKEY,CURTIS",2
15:37,"FOUL  by LOWE,O'DARIUS",,,,,,,"FOUL  by LOWE,O'DARIUS",2
15:34,,47 (+5),,42,"GOOD JUMPER by JONES,BLAKE",MILLMBB 47-42 (-5),,"GOOD JUMPER by JONES,BLAKE",2
15:20,"TURNOVER  by LOWE,O'DARIUS",,,,,,,"TURNOVER  by LOWE,O'DARIUS",2
15:20,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
15:20,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
15:05,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
14:47,"GOOD JUMPER by LOWE,O'DARIUS",49 (+7),,42,,RUST 49-42 (-7),,"GOOD JUMPER by LOWE,O'DARIUS",2
14:37,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
14:26,"MISS JUMPER by POTTS,ALLEN",,,,,,,"MISS JUMPER by POTTS,ALLEN",2
--,,,,,"REBOUND OFF by SPENCE,JACOB",,,"REBOUND OFF by SPENCE,JACOB",2
14:15,,49 (+5),,44,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",MILLMBB 49-44 (-5),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
--,,,,,"ASSIST  by SPENCE,JACOB",,,"ASSIST  by SPENCE,JACOB",2
14:00,"MISS JUMPER by WASHINGTON,PAT",,,,,,,"MISS JUMPER by WASHINGTON,PAT",2
13:51,"MISS JUMPER by WASHINGTON,PAT",,,,,,,"MISS JUMPER by WASHINGTON,PAT",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
13:51,"FOUL  by POTTS,ALLEN",,,,,,,"FOUL  by POTTS,ALLEN",2
13:46,,,,,"TURNOVER  by SPENCE,JACOB",,,"TURNOVER  by SPENCE,JACOB",2
13:22,"MISS JUMPER by STUCKEY,CURTIS",,,,,,,"MISS JUMPER by STUCKEY,CURTIS",2
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",2
13:13,"GOOD JUMPER by STUCKEY,CURTIS",51 (+7),,44,,RUST 51-44 (-7),,"GOOD JUMPER by STUCKEY,CURTIS",2
12:50,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
12:50,,51 (+6),,45,"GOOD FT by MARKWITH,TRENT",MILLMBB 51-45 (-6),,"GOOD FT by MARKWITH,TRENT",2
12:50,,,,,"MISS FT by MARKWITH,TRENT",,,"MISS FT by MARKWITH,TRENT",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
12:50,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",2
12:50,"SUB IN by BOWENS,JOHNATHAN",,,,,,,"SUB IN by BOWENS,JOHNATHAN",2
12:50,"SUB OUT by WASHINGTON,PAT",,,,,,,"SUB OUT by WASHINGTON,PAT",2
12:50,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
12:50,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
12:48,"GOOD JUMPER by LOWE,O'DARIUS",53 (+8),,45,,RUST 53-45 (-8),,"GOOD JUMPER by LOWE,O'DARIUS",2
12:25,"SUB IN by BROWN,PAT",,,,,,,"SUB IN by BROWN,PAT",2
12:25,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",2
12:25,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
12:25,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
12:13,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",2
11:49,"MISS JUMPER by BROWN,PAT",,,,,,,"MISS JUMPER by BROWN,PAT",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
11:38,,53 (+5),,48,"GOOD 3PTR by ROBERTSON,MARC",MILLMBB 53-48 (-5),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
11:23,"FOUL  by BOWENS,JOHNATHAN",,,,,,,"FOUL  by BOWENS,JOHNATHAN",2
11:01,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",2
10:48,"GOOD JUMPER by POTTS,ALLEN",55 (+7),,48,,RUST 55-48 (-7),,"GOOD JUMPER by POTTS,ALLEN",2
--,"ASSIST  by LOWE,O'DARIUS",,,,,,,"ASSIST  by LOWE,O'DARIUS",2
10:25,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND OFF by BROWN,PAT",,,,,,,"REBOUND OFF by BROWN,PAT",2
09:59,"TURNOVER  by STUCKEY,CURTIS",,,,,,,"TURNOVER  by STUCKEY,CURTIS",2
09:59,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
09:59,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
09:59,,55 (+6),,49,"GOOD FT by MOORE,MYLES",MILLMBB 55-49 (-6),,"GOOD FT by MOORE,MYLES",2
09:59,,55 (+5),,50,"GOOD FT by MOORE,MYLES",MILLMBB 55-50 (-5),,"GOOD FT by MOORE,MYLES",2
09:59,"SUB IN by WILKINS,RYAN",,,,,,,"SUB IN by WILKINS,RYAN",2
09:59,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",2
09:59,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
09:59,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
09:59,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",2
09:59,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
09:59,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
09:59,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
09:46,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
09:31,"GOOD JUMPER by BOWENS,JOHNATHAN",57 (+7),,50,,RUST 57-50 (-7),,"GOOD JUMPER by BOWENS,JOHNATHAN",2
09:10,"BLOCK  by POTTS,ALLEN",,,,,,,"BLOCK  by POTTS,ALLEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:09,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
08:58,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
08:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:55,"GOOD JUMPER by BOWENS,JOHNATHAN",59 (+9),,50,,RUST 59-50 (-9),,"GOOD JUMPER by BOWENS,JOHNATHAN",2
08:40,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
08:32,,,,,"MISS JUMPER by SPENCE,JACOB",,,"MISS JUMPER by SPENCE,JACOB",2
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",2
08:23,"MISS JUMPER by LOWE,O'DARIUS",,,,,,,"MISS JUMPER by LOWE,O'DARIUS",2
--,,,,,"REBOUND OFF by ATKINSON,QUINN",,,"REBOUND OFF by ATKINSON,QUINN",2
08:18,"FOUL  by BROWN,PAT",,,,,,,"FOUL  by BROWN,PAT",2
08:17,,59 (+8),,51,"GOOD FT by ATKINSON,QUINN",MILLMBB 59-51 (-8),,"GOOD FT by ATKINSON,QUINN",2
08:17,,59 (+7),,52,"GOOD FT by ATKINSON,QUINN",MILLMBB 59-52 (-7),,"GOOD FT by ATKINSON,QUINN",2
08:17,"SUB IN by SHANNON,BEN",,,,,,,"SUB IN by SHANNON,BEN",2
08:17,"SUB OUT by POTTS,ALLEN",,,,,,,"SUB OUT by POTTS,ALLEN",2
08:04,,,,,"STEAL  by MCSWAIN,JOSHUA",,,"STEAL  by MCSWAIN,JOSHUA",2
07:59,,59 (+5),,54,"GOOD LAYUP by MOORE,MYLES(in the paint)",MILLMBB 59-54 (-5),,"GOOD LAYUP by MOORE,MYLES(in the paint)",2
07:43,"MISS JUMPER by BROWN,PAT",,,,,,,"MISS JUMPER by BROWN,PAT",2
--,,,,,"REBOUND OFF by SPENCE,JACOB",,,"REBOUND OFF by SPENCE,JACOB",2
07:35,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",2
07:35,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:35,,59 (+4),,55,"GOOD FT by MOORE,MYLES",MILLMBB 59-55 (-4),,"GOOD FT by MOORE,MYLES",2
07:35,,,,,"SUB IN by MASON,ROBERT WADE",,,"SUB IN by MASON,ROBERT WADE",2
07:35,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
07:35,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
07:35,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
06:36,"GOOD 3PTR by WILKINS,RYAN",62 (+7),,55,,RUST 62-55 (-7),,"GOOD 3PTR by WILKINS,RYAN",2
--,"ASSIST  by BROWN,PAT",,,,,,,"ASSIST  by BROWN,PAT",2
06:25,"GOOD JUMPER by LOWE,O'DARIUS",64 (+9),,55,,RUST 64-55 (-9),,"GOOD JUMPER by LOWE,O'DARIUS",2
06:22,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
06:21,,,,,"FOUL TECH by SPENCE,JACOB",,,"FOUL TECH by SPENCE,JACOB",2
06:21,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
06:21,"GOOD FT by BOWENS,JOHNATHAN",65 (+10),,55,,RUST 65-55 (-10),,"GOOD FT by BOWENS,JOHNATHAN",2
06:21,"GOOD FT by BOWENS,JOHNATHAN",66 (+11),,55,,RUST 66-55 (-11),,"GOOD FT by BOWENS,JOHNATHAN",2
06:21,"GOOD FT by LOWE,O'DARIUS",67 (+12),,55,,RUST 67-55 (-12),,"GOOD FT by LOWE,O'DARIUS",2
06:13,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND OFF by BROWN,PAT",,,,,,,"REBOUND OFF by BROWN,PAT",2
06:09,"TURNOVER  by BROWN,PAT",,,,,,,"TURNOVER  by BROWN,PAT",2
06:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:04,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,"REBOUND OFF by BOWENS,JOHNATHAN",,,,,,,"REBOUND OFF by BOWENS,JOHNATHAN",2
05:43,"TURNOVER  by LOWE,O'DARIUS",,,,,,,"TURNOVER  by LOWE,O'DARIUS",2
05:41,,,,,"STEAL  by JONES,BLAKE",,,"STEAL  by JONES,BLAKE",2
05:38,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:36,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
05:36,"GOOD FT by BROWN,PAT",68 (+13),,55,,RUST 68-55 (-13),,"GOOD FT by BROWN,PAT",2
05:36,"GOOD FT by BROWN,PAT",69 (+14),,55,,RUST 69-55 (-14),,"GOOD FT by BROWN,PAT",2
05:07,,,,,"MISS JUMPER by MANCUSO,LOGAN",,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:55,"MISS JUMPER by BOWENS,JOHNATHAN",,,,,,,"MISS JUMPER by BOWENS,JOHNATHAN",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
04:38,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
04:33,"GOOD FT by SHANNON,BEN",70 (+15),,55,,RUST 70-55 (-15),,"GOOD FT by SHANNON,BEN",2
04:33,"GOOD FT by SHANNON,BEN",71 (+16),,55,,RUST 71-55 (-16),,"GOOD FT by SHANNON,BEN",2
04:33,,71 (+13),,58,"GOOD 3PTR by ROBERTSON,MARC",MILLMBB 71-58 (-13),,"GOOD 3PTR by ROBERTSON,MARC",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
04:33,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
04:33,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
04:33,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
04:33,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",2
04:33,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
04:33,,,,,"SUB OUT by MASON,ROBERT WADE",,,"SUB OUT by MASON,ROBERT WADE",2
04:33,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
04:33,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
04:16,"MISS JUMPER by BROWN,PAT",,,,,,,"MISS JUMPER by BROWN,PAT",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
04:06,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
04:06,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",2
04:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:45,,71 (+12),,59,"GOOD FT by MOORE,MYLES",MILLMBB 71-59 (-12),,"GOOD FT by MOORE,MYLES",2
03:45,,71 (+11),,60,"GOOD FT by MOORE,MYLES",MILLMBB 71-60 (-11),,"GOOD FT by MOORE,MYLES",2
03:45,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
03:45,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
03:45,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
03:45,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
03:26,"GOOD 3PTR by SHANNON,BEN",74 (+14),,60,,RUST 74-60 (-14),,"GOOD 3PTR by SHANNON,BEN",2
--,"ASSIST  by BOWENS,JOHNATHAN",,,,,,,"ASSIST  by BOWENS,JOHNATHAN",2
03:16,,,,,"MISS JUMPER by ROBERTSON,MARC",,,"MISS JUMPER by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
03:08,,74 (+12),,62,"GOOD JUMPER by MOORE,MYLES",MILLMBB 74-62 (-12),,"GOOD JUMPER by MOORE,MYLES",2
03:02,"FOUL  by BOWENS,JOHNATHAN",,,,,,,"FOUL  by BOWENS,JOHNATHAN",2
03:02,"SUB IN by POTTS,ALLEN",,,,,,,"SUB IN by POTTS,ALLEN",2
03:02,"SUB IN by WAITS,LADARIUS",,,,,,,"SUB IN by WAITS,LADARIUS",2
03:02,"SUB IN by STUCKEY,CURTIS",,,,,,,"SUB IN by STUCKEY,CURTIS",2
03:02,"SUB IN by WASHINGTON,PAT",,,,,,,"SUB IN by WASHINGTON,PAT",2
03:02,"SUB OUT by WILKINS,RYAN",,,,,,,"SUB OUT by WILKINS,RYAN",2
03:02,"SUB OUT by BOWENS,JOHNATHAN",,,,,,,"SUB OUT by BOWENS,JOHNATHAN",2
03:02,"SUB OUT by SHANNON,BEN",,,,,,,"SUB OUT by SHANNON,BEN",2
03:02,"SUB OUT by BROWN,PAT",,,,,,,"SUB OUT by BROWN,PAT",2
02:58,,74 (+10),,64,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",MILLMBB 74-64 (-10),,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",2
02:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:46,"GOOD JUMPER by LOWE,O'DARIUS",76 (+12),,64,,RUST 76-64 (-12),,"GOOD JUMPER by LOWE,O'DARIUS",2
--,"ASSIST  by WAITS,LADARIUS",,,,,,,"ASSIST  by WAITS,LADARIUS",2
02:35,,76 (+10),,66,"GOOD LAYUP by JONES,BLAKE(in the paint)",MILLMBB 76-66 (-10),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
02:23,"GOOD JUMPER by WASHINGTON,PAT",78 (+12),,66,,RUST 78-66 (-12),,"GOOD JUMPER by WASHINGTON,PAT",2
--,"ASSIST  by LOWE,O'DARIUS",,,,,,,"ASSIST  by LOWE,O'DARIUS",2
02:10,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,,,,,"REBOUND OFF by MOORE,MYLES",,,"REBOUND OFF by MOORE,MYLES",2
02:01,"FOUL  by WAITS,LADARIUS",,,,,,,"FOUL  by WAITS,LADARIUS",2
02:01,,78 (+11),,67,"GOOD FT by MOORE,MYLES",MILLMBB 78-67 (-11),,"GOOD FT by MOORE,MYLES",2
02:01,,78 (+9),,69,"GOOD JUMPER by MOORE,MYLES",MILLMBB 78-69 (-9),,"GOOD JUMPER by MOORE,MYLES",2
01:46,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",2
01:41,"GOOD FT by WAITS,LADARIUS",79 (+10),,69,,RUST 79-69 (-10),,"GOOD FT by WAITS,LADARIUS",2
01:41,"GOOD FT by WAITS,LADARIUS",80 (+11),,69,,RUST 80-69 (-11),,"GOOD FT by WAITS,LADARIUS",2
01:41,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:34,"FOUL  by WAITS,LADARIUS",,,,,,,"FOUL  by WAITS,LADARIUS",2
01:34,,80 (+10),,70,"GOOD FT by ROBERTSON,MARC",MILLMBB 80-70 (-10),,"GOOD FT by ROBERTSON,MARC",2
01:34,,80 (+9),,71,"GOOD FT by ROBERTSON,MARC",MILLMBB 80-71 (-9),,"GOOD FT by ROBERTSON,MARC",2
01:34,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
01:34,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
01:11,"GOOD JUMPER by LOWE,O'DARIUS",82 (+11),,71,,RUST 82-71 (-11),,"GOOD JUMPER by LOWE,O'DARIUS",2
--,"ASSIST  by STUCKEY,CURTIS",,,,,,,"ASSIST  by STUCKEY,CURTIS",2
01:11,,82 (+9),,73,"GOOD JUMPER by MARKWITH,TRENT",MILLMBB 82-73 (-9),,"GOOD JUMPER by MARKWITH,TRENT",2
01:05,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
01:04,"GOOD FT by POTTS,ALLEN",83 (+10),,73,,RUST 83-73 (-10),,"GOOD FT by POTTS,ALLEN",2
01:04,"GOOD FT by POTTS,ALLEN",84 (+11),,73,,RUST 84-73 (-11),,"GOOD FT by POTTS,ALLEN",2
00:59,"FOUL  by WASHINGTON,PAT",,,,,,,"FOUL  by WASHINGTON,PAT",2
00:59,,84 (+10),,74,"GOOD FT by MOORE,MYLES",MILLMBB 84-74 (-10),,"GOOD FT by MOORE,MYLES",2
00:59,,84 (+9),,75,"GOOD FT by MOORE,MYLES",MILLMBB 84-75 (-9),,"GOOD FT by MOORE,MYLES",2
00:57,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
00:57,"GOOD FT by WAITS,LADARIUS",85 (+10),,75,,RUST 85-75 (-10),,"GOOD FT by WAITS,LADARIUS",2
00:57,"MISS FT by WAITS,LADARIUS",,,,,,,"MISS FT by WAITS,LADARIUS",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
00:52,,85 (+8),,77,"GOOD JUMPER by MARKWITH,TRENT(fastbreak)(in the paint)",MILLMBB 85-77 (-8),,"GOOD JUMPER by MARKWITH,TRENT(fastbreak)(in the paint)",2
00:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:43,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
00:43,"GOOD FT by WAITS,LADARIUS",86 (+9),,77,,RUST 86-77 (-9),,"GOOD FT by WAITS,LADARIUS",2
00:43,"GOOD FT by WAITS,LADARIUS",87 (+10),,77,,RUST 87-77 (-10),,"GOOD FT by WAITS,LADARIUS",2
00:33,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
00:33,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
00:35,"GOOD FT by LOWE,O'DARIUS",88 (+11),,77,,RUST 88-77 (-11),,"GOOD FT by LOWE,O'DARIUS",2
00:35,"GOOD FT by LOWE,O'DARIUS",89 (+12),,77,,RUST 89-77 (-12),,"GOOD FT by LOWE,O'DARIUS",2
00:21,"SUB IN by BROWN,PAT",,,,,,,"SUB IN by BROWN,PAT",2
00:21,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",2
00:19,,89 (+10),,79,"GOOD JUMPER by MARKWITH,TRENT",MILLMBB 89-79 (-10),,"GOOD JUMPER by MARKWITH,TRENT",2
00:26,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
00:26,"GOOD FT by STUCKEY,CURTIS",90 (+11),,79,,RUST 90-79 (-11),,"GOOD FT by STUCKEY,CURTIS",2
00:26,"MISS FT by STUCKEY,CURTIS",,,,,,,"MISS FT by STUCKEY,CURTIS",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
00:21,"FOUL  by WAITS,LADARIUS",,,,,,,"FOUL  by WAITS,LADARIUS",2
00:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:21,,90 (+10),,80,"GOOD FT by MARKWITH,TRENT",MILLMBB 90-80 (-10),,"GOOD FT by MARKWITH,TRENT",2
00:21,,,,,"MISS FT by MARKWITH,TRENT",,,"MISS FT by MARKWITH,TRENT",2
--,,,,,"REBOUND OFF by ATKINSON,QUINN",,,"REBOUND OFF by ATKINSON,QUINN",2
00:21,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
00:09,,90 (+7),,83,"GOOD 3PTR by JONES,BLAKE",MILLMBB 90-83 (-7),,"GOOD 3PTR by JONES,BLAKE",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
00:09,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
00:09,"GOOD FT by BROWN,PAT",91 (+8),,83,,RUST 91-83 (-8),,"GOOD FT by BROWN,PAT",2
00:09,"MISS FT by BROWN,PAT",,,,,,,"MISS FT by BROWN,PAT",2
00:09,"MISS FT by BROWN,PAT",,,,,,,"MISS FT by BROWN,PAT",2
--,,,,,"REBOUND OFF by ATKINSON,QUINN",,,"REBOUND OFF by ATKINSON,QUINN",2
00:09,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
00:09,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
00:09,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
00:09,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
00:09,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
00:09,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
00:03,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
00:03,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
00:02,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
00:02,"BLOCK  by WASHINGTON,PAT",,,,,,,"BLOCK  by WASHINGTON,PAT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
