Time Remaining,RUST,Away Team Score,Play Team Indicator,Home Team Score,MILLMBB,Game Score,Team Indicator,Play,Period
16:37,"MISS JUMPER by POTTS,ALLEN",,,,,,,"MISS JUMPER by POTTS,ALLEN",1
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",1
16:37,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",1
16:37,"SUB IN by WILKINS,RYAN",,,,,,,"SUB IN by WILKINS,RYAN",1
16:37,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",1
16:37,"SUB OUT by POTTS,ALLEN",,,,,,,"SUB OUT by POTTS,ALLEN",1
16:37,"SUB OUT by LOWE,O'DARIUS",,,,,,,"SUB OUT by LOWE,O'DARIUS",1
16:37,"SUB OUT by STUCKEY,CURTIS",,,,,,,"SUB OUT by STUCKEY,CURTIS",1
16:37,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
16:37,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",1
16:37,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",1
16:37,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",1
15:10,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",1
15:07,"STEAL  by WASHINGTON,PAT",,,,,,,"STEAL  by WASHINGTON,PAT",1
15:05,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",1
15:04,"MISS JUMPER by STUCKEY,CURTIS",,,,,,,"MISS JUMPER by STUCKEY,CURTIS",1
--,,,,,"REBOUND OFF by SPENCE,JACOB",,,"REBOUND OFF by SPENCE,JACOB",1
15:03,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",1
14:49,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",1
14:49,"SUB IN by BOWENS,JOHNATHAN",,,,,,,"SUB IN by BOWENS,JOHNATHAN",1
14:49,"SUB OUT by WASHINGTON,PAT",,,,,,,"SUB OUT by WASHINGTON,PAT",1
14:28,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",1
14:28,"GOOD FT by WAITS,LADARIUS",6,,8 (+2),,RUST 6-8 (+2),,"GOOD FT by WAITS,LADARIUS",1
14:28,"MISS FT by WAITS,LADARIUS",,,,,,,"MISS FT by WAITS,LADARIUS",1
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",1
14:28,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",1
14:28,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",1
14:28,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",1
14:28,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",1
14:19,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",1
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",1
14:10,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",1
13:53,"GOOD FT by LOWE,O'DARIUS",7,,8 (+1),,RUST 7-8 (+1),,"GOOD FT by LOWE,O'DARIUS",1
13:53,"MISS FT by LOWE,O'DARIUS",,,,,,,"MISS FT by LOWE,O'DARIUS",1
--,,,,,"REBOUND OFF by ATKINSON,QUINN",,,"REBOUND OFF by ATKINSON,QUINN",1
13:45,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",1
13:45,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",1
13:45,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",1
13:24,"FOUL  by BOWENS,JOHNATHAN",,,,,,,"FOUL  by BOWENS,JOHNATHAN",1
13:16,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",1
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",1
13:08,"MISS JUMPER by STUCKEY,CURTIS",,,,,,,"MISS JUMPER by STUCKEY,CURTIS",1
--,"REBOUND OFF by BOWENS,JOHNATHAN",,,,,,,"REBOUND OFF by BOWENS,JOHNATHAN",1
13:02,"GOOD JUMPER by BOWENS,JOHNATHAN",9 (+1),,8,,RUST 9-8 (-1),,"GOOD JUMPER by BOWENS,JOHNATHAN",1
12:56,,9,,11 (+2),"GOOD 3PTR by ROBERTSON,MARC",MILLMBB 9-11 (+2),,"GOOD 3PTR by ROBERTSON,MARC",1
--,,,,,"ASSIST  by MOORE,MYLES",,,"ASSIST  by MOORE,MYLES",1
12:29,"MISS JUMPER by LOWE,O'DARIUS",,,,,,,"MISS JUMPER by LOWE,O'DARIUS",1
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",1
12:14,"TURNOVER  by STUCKEY,CURTIS",,,,,,,"TURNOVER  by STUCKEY,CURTIS",1
12:14,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",1
12:14,"FOUL  by BOWENS,JOHNATHAN",,,,,,,"FOUL  by BOWENS,JOHNATHAN",1
12:14,,9,,13 (+4),"GOOD LAYUP by MOORE,MYLES(in the paint)",MILLMBB 9-13 (+4),,"GOOD LAYUP by MOORE,MYLES(in the paint)",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
12:14,,9,,15 (+6),"GOOD JUMPER by MCSWAIN,JOSHUA",MILLMBB 9-15 (+6),,"GOOD JUMPER by MCSWAIN,JOSHUA",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
12:14,"SUB IN by SHANNON,BEN",,,,,,,"SUB IN by SHANNON,BEN",1
12:14,"SUB IN by WAITS,LADARIUS",,,,,,,"SUB IN by WAITS,LADARIUS",1
12:14,"SUB OUT by WILKINS,RYAN",,,,,,,"SUB OUT by WILKINS,RYAN",1
12:14,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
12:14,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",1
12:14,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",1
12:14,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",1
10:48,"MISS JUMPER by POTTS,ALLEN",,,,,,,"MISS JUMPER by POTTS,ALLEN",1
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",1
10:40,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:40,"SUB IN by BROWN,PAT",,,,,,,"SUB IN by BROWN,PAT",1
10:40,"SUB OUT by WAITS,LADARIUS",,,,,,,"SUB OUT by WAITS,LADARIUS",1
10:36,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",,,"MISS JUMPER by MCSWAIN,JOSHUA",1
--,"REBOUND OFF by STUCKEY,CURTIS",,,,,,,"REBOUND OFF by STUCKEY,CURTIS",1
10:25,"GOOD JUMPER by BOWENS,JOHNATHAN",11,,15 (+4),,RUST 11-15 (+4),,"GOOD JUMPER by BOWENS,JOHNATHAN",1
--,"ASSIST  by STUCKEY,CURTIS",,,,,,,"ASSIST  by STUCKEY,CURTIS",1
10:25,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
10:25,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
10:16,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",1
--,"REBOUND OFF by POTTS,ALLEN",,,,,,,"REBOUND OFF by POTTS,ALLEN",1
10:06,"TURNOVER  by SHANNON,BEN",,,,,,,"TURNOVER  by SHANNON,BEN",1
09:52,"SUB IN by WILKINS,RYAN",,,,,,,"SUB IN by WILKINS,RYAN",1
09:52,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",1
09:52,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",1
09:47,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",1
--,"REBOUND OFF by BOWENS,JOHNATHAN",,,,,,,"REBOUND OFF by BOWENS,JOHNATHAN",1
09:26,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",1
09:26,"GOOD FT by BOWENS,JOHNATHAN",12,,15 (+3),,RUST 12-15 (+3),,"GOOD FT by BOWENS,JOHNATHAN",1
09:26,"MISS FT by BOWENS,JOHNATHAN",,,,,,,"MISS FT by BOWENS,JOHNATHAN",1
--,,,,,"REBOUND OFF by MCSWAIN,JOSHUA",,,"REBOUND OFF by MCSWAIN,JOSHUA",1
09:26,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",1
09:26,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",1
09:18,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",1
08:52,"MISS JUMPER by SHANNON,BEN",,,,,,,"MISS JUMPER by SHANNON,BEN",1
--,"REBOUND OFF by BOWENS,JOHNATHAN",,,,,,,"REBOUND OFF by BOWENS,JOHNATHAN",1
08:43,"GOOD JUMPER by BOWENS,JOHNATHAN",14,,15 (+1),,RUST 14-15 (+1),,"GOOD JUMPER by BOWENS,JOHNATHAN",1
08:24,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",1
08:18,"STEAL  by SHANNON,BEN",,,,,,,"STEAL  by SHANNON,BEN",1
08:18,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
08:07,"MISS JUMPER by BROWN,PAT",,,,,,,"MISS JUMPER by BROWN,PAT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:06,"GOOD FT by BROWN,PAT",15,,15,,RUST 15-15 (0),,"GOOD FT by BROWN,PAT",1
08:06,"GOOD FT by BROWN,PAT",16 (+1),,15,,RUST 16-15 (-1),,"GOOD FT by BROWN,PAT",1
08:01,,,,,"FOUL  by JONES,BLAKE",,,"FOUL  by JONES,BLAKE",1
07:42,,16,,18 (+2),"GOOD 3PTR by ATKINSON,QUINN",MILLMBB 16-18 (+2),,"GOOD 3PTR by ATKINSON,QUINN",1
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",1
07:24,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",1
07:24,"GOOD FT by BOWENS,JOHNATHAN",17,,18 (+1),,RUST 17-18 (+1),,"GOOD FT by BOWENS,JOHNATHAN",1
07:24,"MISS FT by BOWENS,JOHNATHAN",,,,,,,"MISS FT by BOWENS,JOHNATHAN",1
--,,,,,"REBOUND OFF by ATKINSON,QUINN",,,"REBOUND OFF by ATKINSON,QUINN",1
07:24,"SUB IN by LOWE,O'DARIUS",,,,,,,"SUB IN by LOWE,O'DARIUS",1
07:24,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",1
07:24,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",1
07:18,,,,,"MISS JUMPER by ROBERTSON,MARC",,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:14,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
07:14,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",1
07:08,"MISS JUMPER by SHANNON,BEN",,,,,,,"MISS JUMPER by SHANNON,BEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:45,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
06:36,"GOOD 3PTR by BROWN,PAT",20 (+2),,18,,RUST 20-18 (-2),,"GOOD 3PTR by BROWN,PAT",1
--,"ASSIST  by SHANNON,BEN",,,,,,,"ASSIST  by SHANNON,BEN",1
06:25,"FOUL  by BROWN,PAT",,,,,,,"FOUL  by BROWN,PAT",1
06:07,,20,,21 (+1),"GOOD 3PTR by JONES,BLAKE",MILLMBB 20-21 (+1),,"GOOD 3PTR by JONES,BLAKE",1
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",1
05:56,"TURNOVER  by BROWN,PAT",,,,,,,"TURNOVER  by BROWN,PAT",1
05:56,,,,,"STEAL  by GAGEN,BRENNAN",,,"STEAL  by GAGEN,BRENNAN",1
05:56,"FOUL  by BROWN,PAT",,,,,,,"FOUL  by BROWN,PAT",1
05:56,,20,,23 (+3),"GOOD JUMPER by GAGEN,BRENNAN",MILLMBB 20-23 (+3),,"GOOD JUMPER by GAGEN,BRENNAN",1
05:56,,20,,26 (+6),"GOOD 3PTR by GAGEN,BRENNAN",MILLMBB 20-26 (+6),,"GOOD 3PTR by GAGEN,BRENNAN",1
--,,,,,"ASSIST  by GERCHOW,ALEX",,,"ASSIST  by GERCHOW,ALEX",1
05:56,"MISS JUMPER by SHANNON,BEN",,,,,,,"MISS JUMPER by SHANNON,BEN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
05:56,"FOUL  by WILKINS,RYAN",,,,,,,"FOUL  by WILKINS,RYAN",1
05:56,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",1
05:56,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",1
04:49,"GOOD JUMPER by LOWE,O'DARIUS",22,,26 (+4),,RUST 22-26 (+4),,"GOOD JUMPER by LOWE,O'DARIUS",1
04:42,,,,,"MISS LAYUP by MOORE,MYLES",,,"MISS LAYUP by MOORE,MYLES",1
--,"REBOUND OFF by BOWENS,JOHNATHAN",,,,,,,"REBOUND OFF by BOWENS,JOHNATHAN",1
04:32,"GOOD JUMPER by BROWN,PAT",24,,26 (+2),,RUST 24-26 (+2),,"GOOD JUMPER by BROWN,PAT",1
04:24,,24,,28 (+4),"GOOD JUMPER by GAGEN,BRENNAN",MILLMBB 24-28 (+4),,"GOOD JUMPER by GAGEN,BRENNAN",1
04:10,"GOOD 3PTR by WILKINS,RYAN",27,,28 (+1),,RUST 27-28 (+1),,"GOOD 3PTR by WILKINS,RYAN",1
--,"ASSIST  by SHANNON,BEN",,,,,,,"ASSIST  by SHANNON,BEN",1
03:51,,27,,30 (+3),"GOOD JUMPER by SPENCE,JACOB",MILLMBB 27-30 (+3),,"GOOD JUMPER by SPENCE,JACOB",1
--,,,,,"ASSIST  by MOORE,MYLES",,,"ASSIST  by MOORE,MYLES",1
03:34,"GOOD 3PTR by BROWN,PAT",30,,30,,RUST 30-30 (0),,"GOOD 3PTR by BROWN,PAT",1
--,"ASSIST  by WILKINS,RYAN",,,,,,,"ASSIST  by WILKINS,RYAN",1
03:16,,,,,"MISS JUMPER by SPENCE,JACOB",,,"MISS JUMPER by SPENCE,JACOB",1
--,"REBOUND OFF by BROWN,PAT",,,,,,,"REBOUND OFF by BROWN,PAT",1
03:06,"MISS JUMPER by SHANNON,BEN",,,,,,,"MISS JUMPER by SHANNON,BEN",1
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",1
03:00,"MISS JUMPER by LOWE,O'DARIUS",,,,,,,"MISS JUMPER by LOWE,O'DARIUS",1
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",1
02:51,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",1
--,,,,,"REBOUND OFF by SPENCE,JACOB",,,"REBOUND OFF by SPENCE,JACOB",1
02:43,,30,,32 (+2),"GOOD JUMPER by SPENCE,JACOB",MILLMBB 30-32 (+2),,"GOOD JUMPER by SPENCE,JACOB",1
02:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:37,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",1
02:37,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",1
02:37,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
02:37,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",1
02:37,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",1
02:37,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",1
02:28,"MISS JUMPER by LOWE,O'DARIUS",,,,,,,"MISS JUMPER by LOWE,O'DARIUS",1
--,"REBOUND OFF by BROWN,PAT",,,,,,,"REBOUND OFF by BROWN,PAT",1
01:59,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",1
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",1
01:43,"FOUL  by SHANNON,BEN",,,,,,,"FOUL  by SHANNON,BEN",1
01:43,,30,,33 (+3),"GOOD FT by ROBERTSON,MARC",MILLMBB 30-33 (+3),,"GOOD FT by ROBERTSON,MARC",1
01:43,,,,,"MISS FT by ROBERTSON,MARC",,,"MISS FT by ROBERTSON,MARC",1
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",1
01:24,"GOOD JUMPER by LOWE,O'DARIUS",32,,33 (+1),,RUST 32-33 (+1),,"GOOD JUMPER by LOWE,O'DARIUS",1
00:59,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",1
--,"REBOUND OFF by SHANNON,BEN",,,,,,,"REBOUND OFF by SHANNON,BEN",1
00:50,"MISS JUMPER by BOWENS,JOHNATHAN",,,,,,,"MISS JUMPER by BOWENS,JOHNATHAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:42,"TURNOVER  by BROWN,PAT",,,,,,,"TURNOVER  by BROWN,PAT",1
00:42,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",1
00:42,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
00:42,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",1
00:42,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",1
00:42,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",1
00:42,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",1
00:32,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",1
--,"REBOUND OFF by BOWENS,JOHNATHAN",,,,,,,"REBOUND OFF by BOWENS,JOHNATHAN",1
00:21,"TURNOVER  by BROWN,PAT",,,,,,,"TURNOVER  by BROWN,PAT",1
00:19,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",1
00:16,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",1
00:14,"STEAL  by BOWENS,JOHNATHAN",,,,,,,"STEAL  by BOWENS,JOHNATHAN",1
00:12,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",1
00:12,"GOOD FT by BROWN,PAT",33,,33,,RUST 33-33 (0),,"GOOD FT by BROWN,PAT",1
00:12,"GOOD FT by BROWN,PAT",34 (+1),,33,,RUST 34-33 (-1),,"GOOD FT by BROWN,PAT",1
00:02,"MISS JUMPER by LOWE,O'DARIUS",,,,,,,"MISS JUMPER by LOWE,O'DARIUS",1
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",1
19:50,,34,,35 (+1),"GOOD JUMPER by ATKINSON,QUINN",MILLMBB 34-35 (+1),,"GOOD JUMPER by ATKINSON,QUINN",2
19:49,,34,,36 (+2),"GOOD FT by ATKINSON,QUINN",MILLMBB 34-36 (+2),,"GOOD FT by ATKINSON,QUINN",2
19:42,"FOUL  by STUCKEY,CURTIS",,,,,,,"FOUL  by STUCKEY,CURTIS",2
19:22,"GOOD JUMPER by POTTS,ALLEN",36,,36,,RUST 36-36 (0),,"GOOD JUMPER by POTTS,ALLEN",2
--,"ASSIST  by WASHINGTON,PAT",,,,,,,"ASSIST  by WASHINGTON,PAT",2
19:11,,36,,38 (+2),"GOOD JUMPER by MCSWAIN,JOSHUA",MILLMBB 36-38 (+2),,"GOOD JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
18:54,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",2
18:46,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",2
18:41,"GOOD JUMPER by WASHINGTON,PAT",38,,38,,RUST 38-38 (0),,"GOOD JUMPER by WASHINGTON,PAT",2
18:23,"FOUL  by WAITS,LADARIUS",,,,,,,"FOUL  by WAITS,LADARIUS",2
18:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:23,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
18:23,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
18:17,"FOUL  by WASHINGTON,PAT",,,,,,,"FOUL  by WASHINGTON,PAT",2
18:09,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",2
17:59,"MISS JUMPER by STUCKEY,CURTIS",,,,,,,"MISS JUMPER by STUCKEY,CURTIS",2
--,"REBOUND OFF by LOWE,O'DARIUS",,,,,,,"REBOUND OFF by LOWE,O'DARIUS",2
17:54,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",2
17:54,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
17:54,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
17:43,"GOOD LAYUP by STUCKEY,CURTIS(in the paint)",40 (+2),,38,,RUST 40-38 (-2),,"GOOD LAYUP by STUCKEY,CURTIS(in the paint)",2
17:14,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND OFF by STUCKEY,CURTIS",,,,,,,"REBOUND OFF by STUCKEY,CURTIS",2
17:02,"GOOD JUMPER by WAITS,LADARIUS",42 (+4),,38,,RUST 42-38 (-4),,"GOOD JUMPER by WAITS,LADARIUS",2
16:44,,42 (+2),,40,"GOOD JUMPER by SPENCE,JACOB",MILLMBB 42-40 (-2),,"GOOD JUMPER by SPENCE,JACOB",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
16:44,"FOUL  by POTTS,ALLEN",,,,,,,"FOUL  by POTTS,ALLEN",2
16:44,,,,,"MISS FT by SPENCE,JACOB",,,"MISS FT by SPENCE,JACOB",2
--,"REBOUND OFF by STUCKEY,CURTIS",,,,,,,"REBOUND OFF by STUCKEY,CURTIS",2
