Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
--,"ASSIST  by HOWELL,TAYLOR",,,,,,,"ASSIST  by HOWELL,TAYLOR",1
08:33,,28,,32 (+4),"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",RHODES 28-32 (+4),,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",1
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",1
08:17,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",30,,32 (+2),,SEWANEE 30-32 (+2),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",1
--,"ASSIST  by HOWELL,TAYLOR",,,,,,,"ASSIST  by HOWELL,TAYLOR",1
08:00,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",1
07:59,"STEAL  by HOWELL,TAYLOR",,,,,,,"STEAL  by HOWELL,TAYLOR",1
07:56,"GOOD LAYUP by HOWELL,TAYLOR(fastbreak)(in the paint)",32,,32,,SEWANEE 32-32 (0),,"GOOD LAYUP by HOWELL,TAYLOR(fastbreak)(in the paint)",1
07:44,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",1
--,,,,,"REBOUND OFF by NYAWATA,ANESU",,,"REBOUND OFF by NYAWATA,ANESU",1
07:37,,32,,35 (+3),"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 32-35 (+3),,"GOOD 3PTR by MCINTYRE,WILLIAM",1
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",1
07:17,"GOOD 3PTR by MCDONOUGH,SEAN(fastbreak)",35,,35,,SEWANEE 35-35 (0),,"GOOD 3PTR by MCDONOUGH,SEAN(fastbreak)",1
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",1
07:02,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",1
07:02,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:02,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
07:02,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",1
07:02,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",1
07:02,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",1
07:02,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",1
07:02,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",1
07:02,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
07:02,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
07:02,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
07:02,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
07:02,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
07:02,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
07:02,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
07:02,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
07:02,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
07:02,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
06:55,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:52,"FOUL  by KNOX,JOEY",,,,,,,"FOUL  by KNOX,JOEY",1
06:52,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",1
--,"REBOUND DEF by HOWELL,TAYLOR",,,,,,,"REBOUND DEF by HOWELL,TAYLOR",1
06:50,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
06:50,"GOOD FT by HOWELL,TAYLOR",36 (+1),,35,,SEWANEE 36-35 (-1),,"GOOD FT by HOWELL,TAYLOR",1
06:50,"TURNOVER  by HOWELL,TAYLOR",,,,,,,"TURNOVER  by HOWELL,TAYLOR",1
06:50,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",1
06:50,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",1
06:44,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",1
06:29,"MISS LAYUP by HOLLOWAY,JACK",,,,,,,"MISS LAYUP by HOLLOWAY,JACK",1
--,"REBOUND OFF by HOWELL,TAYLOR",,,,,,,"REBOUND OFF by HOWELL,TAYLOR",1
06:28,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",1
06:28,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",1
06:25,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",1
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",1
06:09,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",1
--,"REBOUND DEF by MCDONOUGH,SEAN",,,,,,,"REBOUND DEF by MCDONOUGH,SEAN",1
05:59,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",38 (+3),,35,,SEWANEE 38-35 (-3),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",1
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",1
05:51,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",1
05:41,"MISS LAYUP by SMITH,LUKE",,,,,,,"MISS LAYUP by SMITH,LUKE",1
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",1
05:35,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",1
05:33,"STEAL  by BUESCHER,HUNTER",,,,,,,"STEAL  by BUESCHER,HUNTER",1
05:28,"GOOD LAYUP by MCDONOUGH,SEAN(fastbreak)(in the paint)",40 (+5),,35,,SEWANEE 40-35 (-5),,"GOOD LAYUP by MCDONOUGH,SEAN(fastbreak)(in the paint)",1
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",1
05:28,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",1
05:28,"MISS FT by MCDONOUGH,SEAN",,,,,,,"MISS FT by MCDONOUGH,SEAN",1
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",1
05:28,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
05:28,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
05:28,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
05:28,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
05:28,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
05:28,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
05:28,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
05:28,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
05:28,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
05:28,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
05:19,,40 (+3),,37,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",RHODES 40-37 (-3),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",1
05:04,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,,,,,"REBOUND DEF by EVANS,ANDREW",,,"REBOUND DEF by EVANS,ANDREW",1
04:55,,40,,40,"GOOD 3PTR by SAMSON,VAUGHN",RHODES 40-40 (0),,"GOOD 3PTR by SAMSON,VAUGHN",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
04:44,"TURNOVER  by HOWELL,TAYLOR",,,,,,,"TURNOVER  by HOWELL,TAYLOR",1
04:44,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
04:44,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
04:44,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
04:44,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
04:44,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
04:44,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
04:44,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
04:44,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
04:44,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
04:44,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
04:36,,,,,"MISS LAYUP by GALVIN,OWEN",,,"MISS LAYUP by GALVIN,OWEN",1
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",1
04:24,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",1
04:24,,,,,"STEAL  by SWIFT,DJ",,,"STEAL  by SWIFT,DJ",1
04:16,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",1
--,"REBOUND DEF by HOWELL,TAYLOR",,,,,,,"REBOUND DEF by HOWELL,TAYLOR",1
04:00,"GOOD 3PTR by MCDONOUGH,SEAN",43 (+3),,40,,SEWANEE 43-40 (-3),,"GOOD 3PTR by MCDONOUGH,SEAN",1
--,"ASSIST  by HOWELL,TAYLOR",,,,,,,"ASSIST  by HOWELL,TAYLOR",1
03:33,,43,,43,"GOOD 3PTR by NYAWATA,ANESU",RHODES 43-43 (0),,"GOOD 3PTR by NYAWATA,ANESU",1
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",1
03:18,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
03:07,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",1
03:07,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
03:07,,43,,44 (+1),"GOOD FT by NYAWATA,ANESU",RHODES 43-44 (+1),,"GOOD FT by NYAWATA,ANESU",1
03:07,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",1
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",1
03:07,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
03:07,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
03:07,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
03:07,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
03:07,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
03:07,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
03:07,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
03:07,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
03:02,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
03:02,"MISS FT by HOWELL,TAYLOR",,,,,,,"MISS FT by HOWELL,TAYLOR",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:02,"GOOD FT by HOWELL,TAYLOR",44,,44,,SEWANEE 44-44 (0),,"GOOD FT by HOWELL,TAYLOR",1
03:02,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",1
03:02,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
02:49,,44,,46 (+2),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 44-46 (+2),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
02:37,"MISS LAYUP by BUESCHER,HUNTER",,,,,,,"MISS LAYUP by BUESCHER,HUNTER",1
02:37,,,,,"BLOCK  by ASHBY,KENDRICK",,,"BLOCK  by ASHBY,KENDRICK",1
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",1
02:28,,44,,48 (+4),"GOOD LAYUP by LOVE,KERRY(in the paint)",RHODES 44-48 (+4),,"GOOD LAYUP by LOVE,KERRY(in the paint)",1
02:12,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",1
02:12,"FOUL  by THOMAS,ADRIAN",,,,,,,"FOUL  by THOMAS,ADRIAN",1
02:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:12,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",1
02:12,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",1
02:12,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:12,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
02:12,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:12,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
02:12,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
02:12,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
02:12,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:12,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
02:12,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
02:12,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
02:09,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",1
--,"REBOUND DEF by HOWELL,TAYLOR",,,,,,,"REBOUND DEF by HOWELL,TAYLOR",1
02:00,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",1
01:58,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",1
01:40,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",1
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",1
01:34,"FOUL  by HOWELL,TAYLOR",,,,,,,"FOUL  by HOWELL,TAYLOR",1
01:34,,44,,49 (+5),"GOOD FT by GIROUX,PRESTON",RHODES 44-49 (+5),,"GOOD FT by GIROUX,PRESTON",1
01:34,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",1
--,,,,,"REBOUND OFF by SWIFT,DJ",,,"REBOUND OFF by SWIFT,DJ",1
01:34,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",1
01:34,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",1
01:34,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",1
01:34,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",1
01:34,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
01:34,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
01:34,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
01:34,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
01:34,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
01:34,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
01:34,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
01:34,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
01:30,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
01:28,"STEAL  by CRUMLY,JONNY",,,,,,,"STEAL  by CRUMLY,JONNY",1
01:25,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",46,,49 (+3),,SEWANEE 46-49 (+3),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",1
01:12,,46,,51 (+5),"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 46-51 (+5),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
01:12,"FOUL  by MCDONOUGH,SEAN",,,,,,,"FOUL  by MCDONOUGH,SEAN",1
01:12,,46,,52 (+6),"GOOD FT by NYAWATA,ANESU",RHODES 46-52 (+6),,"GOOD FT by NYAWATA,ANESU",1
01:12,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
01:12,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
01:12,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:12,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
01:12,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
01:12,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
01:12,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
01:12,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
01:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:05,"GOOD LAYUP by CRUMLY,JONNY(fastbreak)(in the paint)",48,,52 (+4),,SEWANEE 48-52 (+4),,"GOOD LAYUP by CRUMLY,JONNY(fastbreak)(in the paint)",1
--,"ASSIST  by MCDONOUGH,SEAN",,,,,,,"ASSIST  by MCDONOUGH,SEAN",1
00:53,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",1
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",1
00:42,"MISS LAYUP by JOHNSON,DAVID",,,,,,,"MISS LAYUP by JOHNSON,DAVID",1
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",1
00:34,,48,,54 (+6),"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",RHODES 48-54 (+6),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",1
00:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:32,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
00:32,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
00:32,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
00:32,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:32,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
00:32,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
00:32,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
00:32,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
00:32,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
00:32,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
00:28,"TURNOVER  by JOHNSON,DAVID",,,,,,,"TURNOVER  by JOHNSON,DAVID",1
00:27,,,,,"STEAL  by EVANS,ANDREW",,,"STEAL  by EVANS,ANDREW",1
00:24,,48,,56 (+8),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 48-56 (+8),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",1
00:19,"TURNOVER  by JOHNSON,DAVID",,,,,,,"TURNOVER  by JOHNSON,DAVID",1
00:19,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:19,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
00:05,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",1
00:02,"TURNOVER  by JOHNSON,DAVID",,,,,,,"TURNOVER  by JOHNSON,DAVID",1
00:01,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",1
19:50,,48,,58 (+10),"GOOD LAYUP by LOVE,KERRY(in the paint)",RHODES 48-58 (+10),,"GOOD LAYUP by LOVE,KERRY(in the paint)",2
19:35,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
19:35,"GOOD FT by THOMAS,ADRIAN",49,,58 (+9),,SEWANEE 49-58 (+9),,"GOOD FT by THOMAS,ADRIAN",2
19:35,"GOOD FT by THOMAS,ADRIAN",50,,58 (+8),,SEWANEE 50-58 (+8),,"GOOD FT by THOMAS,ADRIAN",2
19:25,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
19:25,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
19:22,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
19:17,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
19:12,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
19:05,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",2
19:02,"FOUL  by CALDWELL,CAM",,,,,,,"FOUL  by CALDWELL,CAM",2
19:02,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
19:02,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
19:02,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
19:02,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
19:02,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
19:02,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
19:02,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
19:02,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
19:02,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
19:02,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:02,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
19:02,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
18:50,,,,,"MISS JUMPER by SAMSON,VAUGHN",,,"MISS JUMPER by SAMSON,VAUGHN",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
18:44,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",52,,58 (+6),,SEWANEE 52-58 (+6),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",2
18:25,,,,,"MISS 3PTR by GIROUX,PRESTON",,,"MISS 3PTR by GIROUX,PRESTON",2
--,"REBOUND DEF by LEE,MATT",,,,,,,"REBOUND DEF by LEE,MATT",2
18:15,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
18:15,"GOOD FT by MCDONOUGH,SEAN",53,,58 (+5),,SEWANEE 53-58 (+5),,"GOOD FT by MCDONOUGH,SEAN",2
18:15,"GOOD FT by MCDONOUGH,SEAN",54,,58 (+4),,SEWANEE 54-58 (+4),,"GOOD FT by MCDONOUGH,SEAN",2
18:15,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
18:15,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
18:15,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
18:15,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
18:15,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
18:15,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
18:15,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
18:15,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
18:15,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
18:15,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
18:05,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
17:53,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",2
