Time Remaining,JHUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
10:50,"MISS 3PTR by FLANNERY,JESSE",,,,,,,"MISS 3PTR by FLANNERY,JESSE",2
--,,,,,"REBOUND DEF by DALTON,PRICE",,,"REBOUND DEF by DALTON,PRICE",2
10:33,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",2
--,"REBOUND DEF by RALBY,NOAH",,,,,,,"REBOUND DEF by RALBY,NOAH",2
10:17,,,,,"FOUL  by ROTEMAN,EVAN",,,"FOUL  by ROTEMAN,EVAN",2
10:17,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
10:17,"SUB IN by GROETSCH,CHRIS",,,,,,,"SUB IN by GROETSCH,CHRIS",2
10:17,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",2
10:17,"SUB IN by KERN,JOEY",,,,,,,"SUB IN by KERN,JOEY",2
10:17,"SUB IN by GARDNER,MICHAEL",,,,,,,"SUB IN by GARDNER,MICHAEL",2
10:17,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
10:17,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",2
10:17,"SUB OUT by VILA,DANIEL",,,,,,,"SUB OUT by VILA,DANIEL",2
10:17,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",2
10:17,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",2
10:17,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:17,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
10:17,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:17,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:17,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:17,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
10:17,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
10:17,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
10:17,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
10:17,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
10:01,"MISS JUMPER by DELANEY,CONNOR",,,,,,,"MISS JUMPER by DELANEY,CONNOR",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
09:41,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",,,"MISS JUMPER by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by O'NEIL,HARRY",,,,,,,"REBOUND DEF by O'NEIL,HARRY",2
09:34,"MISS JUMPER by KERN,JOEY",,,,,,,"MISS JUMPER by KERN,JOEY",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
09:21,,,,,"MISS JUMPER by GALVIN,OWEN",,,"MISS JUMPER by GALVIN,OWEN",2
--,"REBOUND DEF by DORAN,KYLE",,,,,,,"REBOUND DEF by DORAN,KYLE",2
09:11,"GOOD 3PTR by GARDNER,MICHAEL",89 (+21),,68,,JHUM 89-68 (-21),,"GOOD 3PTR by GARDNER,MICHAEL",2
--,"ASSIST  by DORAN,KYLE",,,,,,,"ASSIST  by DORAN,KYLE",2
09:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:06,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:06,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
09:06,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
09:06,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
09:06,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
09:06,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
09:06,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
09:06,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
09:06,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
09:06,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
09:01,"FOUL  by DELANEY,CONNOR",,,,,,,"FOUL  by DELANEY,CONNOR",2
08:58,,89 (+19),,70,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHODES 89-70 (-19),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
08:42,"SUB IN by SURI,KABIR",,,,,,,"SUB IN by SURI,KABIR",2
08:42,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",2
08:41,"MISS 3PTR by GARDNER,MICHAEL",,,,,,,"MISS 3PTR by GARDNER,MICHAEL",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
08:32,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
08:32,"BLOCK  by SURI,KABIR",,,,,,,"BLOCK  by SURI,KABIR",2
--,"REBOUND DEF by DORAN,KYLE",,,,,,,"REBOUND DEF by DORAN,KYLE",2
08:25,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",2
08:25,"FOUL  by GARDNER,MICHAEL",,,,,,,"FOUL  by GARDNER,MICHAEL",2
08:25,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",2
08:25,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
08:25,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",2
08:25,"SUB OUT by SURI,KABIR",,,,,,,"SUB OUT by SURI,KABIR",2
08:25,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
08:25,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",2
08:16,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
08:16,"BLOCK  by GARDNER,MICHAEL",,,,,,,"BLOCK  by GARDNER,MICHAEL",2
--,"REBOUND DEF by FITZPATRICK,JOEY",,,,,,,"REBOUND DEF by FITZPATRICK,JOEY",2
08:01,"GOOD 3PTR by KERN,JOEY",92 (+22),,70,,JHUM 92-70 (-22),,"GOOD 3PTR by KERN,JOEY",2
--,"ASSIST  by GARDNER,MICHAEL",,,,,,,"ASSIST  by GARDNER,MICHAEL",2
07:52,,92 (+20),,72,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",RHODES 92-72 (-20),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",2
07:49,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
07:49,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
07:49,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
07:49,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
07:49,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
07:49,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
07:49,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
07:49,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
07:49,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
07:49,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
07:15,"GOOD LAYUP by FITZPATRICK,JOEY(in the paint)",94 (+22),,72,,JHUM 94-72 (-22),,"GOOD LAYUP by FITZPATRICK,JOEY(in the paint)",2
--,"ASSIST  by KERN,JOEY",,,,,,,"ASSIST  by KERN,JOEY",2
07:10,,94 (+20),,74,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",RHODES 94-74 (-20),,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",2
06:54,"MISS JUMPER by GARDNER,MICHAEL",,,,,,,"MISS JUMPER by GARDNER,MICHAEL",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
06:47,"FOUL  by RALBY,NOAH",,,,,,,"FOUL  by RALBY,NOAH",2
06:47,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
06:47,,94 (+19),,75,"GOOD FT by NYAWATA,ANESU",RHODES 94-75 (-19),,"GOOD FT by NYAWATA,ANESU",2
06:47,,94 (+18),,76,"GOOD FT by NYAWATA,ANESU",RHODES 94-76 (-18),,"GOOD FT by NYAWATA,ANESU",2
06:47,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",2
06:47,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
06:47,"SUB IN by VILA,DANIEL",,,,,,,"SUB IN by VILA,DANIEL",2
06:47,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
06:47,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",2
06:47,"SUB OUT by KERN,JOEY",,,,,,,"SUB OUT by KERN,JOEY",2
06:47,"SUB OUT by GARDNER,MICHAEL",,,,,,,"SUB OUT by GARDNER,MICHAEL",2
06:47,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",2
06:47,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:47,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
06:47,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
06:47,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
06:47,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
06:47,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
06:47,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
06:47,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
06:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
06:25,"TURNOVER  by FLANNERY,JESSE",,,,,,,"TURNOVER  by FLANNERY,JESSE",2
06:24,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
06:16,"FOUL  by FLANNERY,JESSE",,,,,,,"FOUL  by FLANNERY,JESSE",2
06:16,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",2
--,"REBOUND DEF by DORAN,KYLE",,,,,,,"REBOUND DEF by DORAN,KYLE",2
06:16,"SUB IN by KERN,JOEY",,,,,,,"SUB IN by KERN,JOEY",2
06:16,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",2
06:09,"GOOD LAYUP by VILA,DANIEL(fastbreak)(in the paint)",96 (+20),,76,,JHUM 96-76 (-20),,"GOOD LAYUP by VILA,DANIEL(fastbreak)(in the paint)",2
--,"ASSIST  by RALBY,NOAH",,,,,,,"ASSIST  by RALBY,NOAH",2
05:53,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:51,"FOUL  by DELANEY,CONNOR",,,,,,,"FOUL  by DELANEY,CONNOR",2
05:51,,96 (+19),,77,"GOOD FT by BERRY,BRYCE",RHODES 96-77 (-19),,"GOOD FT by BERRY,BRYCE",2
05:51,,96 (+18),,78,"GOOD FT by BERRY,BRYCE",RHODES 96-78 (-18),,"GOOD FT by BERRY,BRYCE",2
05:51,"FOUL  by DORAN,KYLE",,,,,,,"FOUL  by DORAN,KYLE",2
05:51,,96 (+17),,79,"GOOD FT by SAMSON,VAUGHN",RHODES 96-79 (-17),,"GOOD FT by SAMSON,VAUGHN",2
05:51,,96 (+16),,80,"GOOD FT by ASHBY,KENDRICK",RHODES 96-80 (-16),,"GOOD FT by ASHBY,KENDRICK",2
05:51,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",2
05:51,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",2
05:51,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
05:51,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
05:51,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
05:51,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
05:51,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
05:51,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:51,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
05:51,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
05:51,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
05:42,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
05:42,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
05:42,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
05:42,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
05:42,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
05:42,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
05:42,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
05:42,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
05:42,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
05:36,"TURNOVER  by GARDNER,MICHAEL",,,,,,,"TURNOVER  by GARDNER,MICHAEL",2
05:35,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
05:33,"FOUL  by GARDNER,MICHAEL",,,,,,,"FOUL  by GARDNER,MICHAEL",2
05:33,,96 (+15),,81,"GOOD FT by DALTON,PRICE",RHODES 96-81 (-15),,"GOOD FT by DALTON,PRICE",2
05:33,,,,,"MISS FT by DALTON,PRICE",,,"MISS FT by DALTON,PRICE",2
--,"REBOUND DEF by DELANEY,CONNOR",,,,,,,"REBOUND DEF by DELANEY,CONNOR",2
05:33,"SUB IN by GARDNER,MICHAEL",,,,,,,"SUB IN by GARDNER,MICHAEL",2
05:33,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
05:33,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
05:09,"GOOD LAYUP by VILA,DANIEL(in the paint)",98 (+17),,81,,JHUM 98-81 (-17),,"GOOD LAYUP by VILA,DANIEL(in the paint)",2
--,"ASSIST  by FITZPATRICK,JOEY",,,,,,,"ASSIST  by FITZPATRICK,JOEY",2
05:03,"FOUL  by RALBY,NOAH",,,,,,,"FOUL  by RALBY,NOAH",2
05:03,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:03,,98 (+16),,82,"GOOD FT by NYAWATA,ANESU",RHODES 98-82 (-16),,"GOOD FT by NYAWATA,ANESU",2
05:03,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
05:03,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",2
05:03,"SUB OUT by GARDNER,MICHAEL",,,,,,,"SUB OUT by GARDNER,MICHAEL",2
04:55,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
04:55,"MISS FT by VILA,DANIEL",,,,,,,"MISS FT by VILA,DANIEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:55,"GOOD FT by VILA,DANIEL",99 (+17),,82,,JHUM 99-82 (-17),,"GOOD FT by VILA,DANIEL",2
04:44,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
04:40,"FOUL  by VILA,DANIEL",,,,,,,"FOUL  by VILA,DANIEL",2
04:40,,99 (+16),,83,"GOOD FT by ASHBY,KENDRICK",RHODES 99-83 (-16),,"GOOD FT by ASHBY,KENDRICK",2
04:40,,99 (+15),,84,"GOOD FT by ASHBY,KENDRICK",RHODES 99-84 (-15),,"GOOD FT by ASHBY,KENDRICK",2
04:40,"SUB IN by FITZPATRICK,JOEY",,,,,,,"SUB IN by FITZPATRICK,JOEY",2
04:40,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",2
04:40,"SUB OUT by GROETSCH,CHRIS",,,,,,,"SUB OUT by GROETSCH,CHRIS",2
04:40,"SUB OUT by VILA,DANIEL",,,,,,,"SUB OUT by VILA,DANIEL",2
04:40,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
04:40,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
04:40,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
04:40,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
04:40,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
04:40,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
04:40,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
04:40,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
04:40,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:40,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
04:33,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
04:33,"MISS FT by DORAN,KYLE",,,,,,,"MISS FT by DORAN,KYLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:33,"GOOD FT by DORAN,KYLE",100 (+16),,84,,JHUM 100-84 (-16),,"GOOD FT by DORAN,KYLE",2
04:33,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
04:33,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
04:24,,100 (+14),,86,"GOOD JUMPER by HARRISON,IAN(in the paint)",RHODES 100-86 (-14),,"GOOD JUMPER by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
04:10,"GOOD LAYUP by O'NEIL,HARRY(in the paint)",102 (+16),,86,,JHUM 102-86 (-16),,"GOOD LAYUP by O'NEIL,HARRY(in the paint)",2
--,"ASSIST  by KERN,JOEY",,,,,,,"ASSIST  by KERN,JOEY",2
03:47,"FOUL  by O'NEIL,HARRY",,,,,,,"FOUL  by O'NEIL,HARRY",2
03:47,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:47,,102 (+15),,87,"GOOD FT by HARRISON,IAN",RHODES 102-87 (-15),,"GOOD FT by HARRISON,IAN",2
03:47,,102 (+14),,88,"GOOD FT by HARRISON,IAN",RHODES 102-88 (-14),,"GOOD FT by HARRISON,IAN",2
03:47,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
03:47,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",2
03:47,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
03:47,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
03:47,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:47,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
03:47,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
03:47,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
03:47,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
03:47,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
03:47,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
03:47,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
03:35,"MISS LAYUP by DELANEY,CONNOR",,,,,,,"MISS LAYUP by DELANEY,CONNOR",2
03:35,,,,,"BLOCK  by DARST,DANIEL",,,"BLOCK  by DARST,DANIEL",2
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",2
03:28,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",2
--,"REBOUND DEF by FITZPATRICK,JOEY",,,,,,,"REBOUND DEF by FITZPATRICK,JOEY",2
03:22,"FOUL  by DORAN,KYLE",,,,,,,"FOUL  by DORAN,KYLE",2
03:22,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
03:22,,102 (+13),,89,"GOOD FT by NYAWATA,ANESU",RHODES 102-89 (-13),,"GOOD FT by NYAWATA,ANESU",2
03:22,,102 (+12),,90,"GOOD FT by NYAWATA,ANESU",RHODES 102-90 (-12),,"GOOD FT by NYAWATA,ANESU",2
03:22,"SUB IN by O'NEIL,HARRY",,,,,,,"SUB IN by O'NEIL,HARRY",2
03:22,"SUB OUT by DORAN,KYLE",,,,,,,"SUB OUT by DORAN,KYLE",2
03:15,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
03:12,,102 (+10),,92,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHODES 102-92 (-10),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
03:10,"FOUL  by O'NEIL,HARRY",,,,,,,"FOUL  by O'NEIL,HARRY",2
03:10,,102 (+9),,93,"GOOD FT by ASHBY,KENDRICK",RHODES 102-93 (-9),,"GOOD FT by ASHBY,KENDRICK",2
03:10,"SUB IN by GARDNER,MICHAEL",,,,,,,"SUB IN by GARDNER,MICHAEL",2
03:10,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",2
02:59,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
02:59,"GOOD FT by KERN,JOEY",103 (+10),,93,,JHUM 103-93 (-10),,"GOOD FT by KERN,JOEY",2
02:59,"GOOD FT by KERN,JOEY",104 (+11),,93,,JHUM 104-93 (-11),,"GOOD FT by KERN,JOEY",2
02:59,"SUB IN by FLANNERY,JESSE",,,,,,,"SUB IN by FLANNERY,JESSE",2
02:59,"SUB OUT by DELANEY,CONNOR",,,,,,,"SUB OUT by DELANEY,CONNOR",2
02:51,,104 (+8),,96,"GOOD 3PTR by NYAWATA,ANESU",RHODES 104-96 (-8),,"GOOD 3PTR by NYAWATA,ANESU",2
02:41,"GOOD LAYUP by KERN,JOEY(fastbreak)(in the paint)",106 (+10),,96,,JHUM 106-96 (-10),,"GOOD LAYUP by KERN,JOEY(fastbreak)(in the paint)",2
--,"ASSIST  by GARDNER,MICHAEL",,,,,,,"ASSIST  by GARDNER,MICHAEL",2
02:35,,106 (+8),,98,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 106-98 (-8),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
02:35,"FOUL  by FLANNERY,JESSE",,,,,,,"FOUL  by FLANNERY,JESSE",2
02:35,,106 (+7),,99,"GOOD FT by NYAWATA,ANESU",RHODES 106-99 (-7),,"GOOD FT by NYAWATA,ANESU",2
02:35,"SUB IN by DORAN,KYLE",,,,,,,"SUB IN by DORAN,KYLE",2
02:35,"SUB IN by VILA,DANIEL",,,,,,,"SUB IN by VILA,DANIEL",2
02:35,"SUB IN by RALBY,NOAH",,,,,,,"SUB IN by RALBY,NOAH",2
02:35,"SUB OUT by FITZPATRICK,JOEY",,,,,,,"SUB OUT by FITZPATRICK,JOEY",2
02:35,"SUB OUT by O'NEIL,HARRY",,,,,,,"SUB OUT by O'NEIL,HARRY",2
02:35,"SUB OUT by FLANNERY,JESSE",,,,,,,"SUB OUT by FLANNERY,JESSE",2
02:17,"GOOD LAYUP by VILA,DANIEL(in the paint)",108 (+9),,99,,JHUM 108-99 (-9),,"GOOD LAYUP by VILA,DANIEL(in the paint)",2
02:08,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
02:00,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,"REBOUND DEF by RALBY,NOAH",,,,,,,"REBOUND DEF by RALBY,NOAH",2
01:47,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
01:47,"GOOD FT by VILA,DANIEL",109 (+10),,99,,JHUM 109-99 (-10),,"GOOD FT by VILA,DANIEL",2
01:47,"GOOD FT by VILA,DANIEL",110 (+11),,99,,JHUM 110-99 (-11),,"GOOD FT by VILA,DANIEL",2
01:47,"SUB IN by DELANEY,CONNOR",,,,,,,"SUB IN by DELANEY,CONNOR",2
01:47,"SUB OUT by RALBY,NOAH",,,,,,,"SUB OUT by RALBY,NOAH",2
01:47,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
01:47,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
