Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
19:07,,,,,"BLOCK  by FERIA,NICK DE",,,"BLOCK  by FERIA,NICK DE",2
--,"REBOUND OFF by HOLLIS,MITCHELL",,,,,,,"REBOUND OFF by HOLLIS,MITCHELL",2
19:02,,,,,"FOUL  by ROTEMAN,EVAN",,,"FOUL  by ROTEMAN,EVAN",2
19:01,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:01,"GOOD FT by HAYNES,CALEB",56 (+13),,43,,CCM 56-43 (-13),,"GOOD FT by HAYNES,CALEB",2
19:01,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
19:01,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
19:01,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:01,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
19:01,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
19:01,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
19:01,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
19:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:01,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
19:01,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
18:49,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
18:30,"GOOD 3PTR by MITCHELL,JAMES",59 (+16),,43,,CCM 59-43 (-16),,"GOOD 3PTR by MITCHELL,JAMES",2
18:06,,,,,"MISS 3PTR by ASHBY,KENDRICK",,,"MISS 3PTR by ASHBY,KENDRICK",2
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
17:48,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,"REBOUND OFF by HAYNES,CALEB",,,,,,,"REBOUND OFF by HAYNES,CALEB",2
17:46,"MISS JUMPER by HAYNES,CALEB",,,,,,,"MISS JUMPER by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",2
17:43,,59 (+13),,46,"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 59-46 (-13),,"GOOD 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",2
17:33,"MISS LAYUP by HAYNES,CALEB",,,,,,,"MISS LAYUP by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",2
17:27,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",2
17:18,"GOOD LAYUP by DRYDEN,BERTO(fastbreak)(in the paint)",61 (+15),,46,,CCM 61-46 (-15),,"GOOD LAYUP by DRYDEN,BERTO(fastbreak)(in the paint)",2
17:00,,61 (+12),,49,"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 61-49 (-12),,"GOOD 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
16:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:57,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",2
16:57,"SUB IN by CRUMLY,WILL",,,,,,,"SUB IN by CRUMLY,WILL",2
16:57,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",2
16:57,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
16:57,"SUB OUT by PALMER,NICK",,,,,,,"SUB OUT by PALMER,NICK",2
16:57,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",2
16:57,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
16:57,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
16:57,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
16:57,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
16:57,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
16:57,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
16:57,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
16:57,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
16:57,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
16:57,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
16:48,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
16:39,"GOOD 3PTR by MITCHELL,JAMES",64 (+15),,49,,CCM 64-49 (-15),,"GOOD 3PTR by MITCHELL,JAMES",2
--,"ASSIST  by JAUCH,JARED",,,,,,,"ASSIST  by JAUCH,JARED",2
16:32,"FOUL  by JAUCH,JARED",,,,,,,"FOUL  by JAUCH,JARED",2
16:23,,,,,"TURNOVER  by FERIA,NICK DE",,,"TURNOVER  by FERIA,NICK DE",2
16:23,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
16:20,"TURNOVER  by SPRAGG,BAILEY",,,,,,,"TURNOVER  by SPRAGG,BAILEY",2
16:19,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
16:15,,64 (+12),,52,"GOOD 3PTR by WEATHERFORD,MITCH",RHODES 64-52 (-12),,"GOOD 3PTR by WEATHERFORD,MITCH",2
16:05,"MISS LAYUP by CRUMLY,WILL",,,,,,,"MISS LAYUP by CRUMLY,WILL",2
--,"REBOUND OFF by SPRAGG,BAILEY",,,,,,,"REBOUND OFF by SPRAGG,BAILEY",2
16:02,"GOOD LAYUP by SPRAGG,BAILEY(in the paint)",66 (+14),,52,,CCM 66-52 (-14),,"GOOD LAYUP by SPRAGG,BAILEY(in the paint)",2
16:01,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",2
16:01,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",2
16:01,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
16:01,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
16:01,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
16:01,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
16:01,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:01,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
16:01,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
16:01,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
16:01,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
16:01,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:57,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:52,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by DRYDEN,BERTO",,,,,,,"REBOUND DEF by DRYDEN,BERTO",2
15:46,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",2
15:33,"FOUL  by DRYDEN,BERTO",,,,,,,"FOUL  by DRYDEN,BERTO",2
15:33,,66 (+13),,53,"GOOD FT by DARST,DANIEL",RHODES 66-53 (-13),,"GOOD FT by DARST,DANIEL",2
15:33,,66 (+12),,54,"GOOD FT by DARST,DANIEL",RHODES 66-54 (-12),,"GOOD FT by DARST,DANIEL",2
15:33,"SUB IN by PALMER,NICK",,,,,,,"SUB IN by PALMER,NICK",2
15:33,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",2
15:33,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",2
15:33,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",2
15:23,"TURNOVER  by PALMER,NICK",,,,,,,"TURNOVER  by PALMER,NICK",2
15:22,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
15:15,,66 (+10),,56,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 66-56 (-10),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by LOVE,KERRY",,,"ASSIST  by LOVE,KERRY",2
15:15,"FOUL  by CRUMLY,WILL",,,,,,,"FOUL  by CRUMLY,WILL",2
15:15,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,"REBOUND DEF by PALMER,NICK",,,,,,,"REBOUND DEF by PALMER,NICK",2
15:15,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
15:15,"SUB OUT by CRUMLY,WILL",,,,,,,"SUB OUT by CRUMLY,WILL",2
15:04,"GOOD LAYUP by HAYNES,CALEB(in the paint)",68 (+12),,56,,CCM 68-56 (-12),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,"ASSIST  by DRYDEN,BERTO",,,,,,,"ASSIST  by DRYDEN,BERTO",2
14:51,,68 (+10),,58,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 68-58 (-10),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
14:47,"GOOD LAYUP by SPRAGG,BAILEY(fastbreak)(in the paint)",70 (+12),,58,,CCM 70-58 (-12),,"GOOD LAYUP by SPRAGG,BAILEY(fastbreak)(in the paint)",2
--,"ASSIST  by DRYDEN,BERTO",,,,,,,"ASSIST  by DRYDEN,BERTO",2
14:40,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",2
14:39,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
14:39,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
14:39,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:39,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
14:39,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
14:39,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
14:39,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
14:39,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
14:39,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:39,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
14:28,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",72 (+14),,58,,CCM 72-58 (-14),,"GOOD LAYUP by DRYDEN,BERTO(in the paint)",2
14:19,,72 (+12),,60,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 72-60 (-12),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
13:57,"GOOD LAYUP by HAYNES,CALEB(in the paint)",74 (+14),,60,,CCM 74-60 (-14),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,"ASSIST  by JAUCH,JARED",,,,,,,"ASSIST  by JAUCH,JARED",2
13:42,,74 (+12),,62,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHODES 74-62 (-12),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
13:26,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",2
13:26,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
13:26,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
13:26,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
13:26,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
13:26,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:26,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
13:26,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
13:26,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
13:26,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
13:26,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
13:22,"TURNOVER  by TWAGIRAYEZU,PATJO",,,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",2
13:21,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",2
13:18,"FOUL  by DRYDEN,BERTO",,,,,,,"FOUL  by DRYDEN,BERTO",2
13:18,,74 (+11),,63,"GOOD FT by SAMSON,VAUGHN",RHODES 74-63 (-11),,"GOOD FT by SAMSON,VAUGHN",2
13:18,,74 (+10),,64,"GOOD FT by SAMSON,VAUGHN",RHODES 74-64 (-10),,"GOOD FT by SAMSON,VAUGHN",2
13:18,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",2
13:18,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
13:10,"MISS JUMPER by SPRAGG,BAILEY",,,,,,,"MISS JUMPER by SPRAGG,BAILEY",2
13:10,,,,,"BLOCK  by GIROUX,PRESTON",,,"BLOCK  by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by EVANS,ANDREW",,,"REBOUND DEF by EVANS,ANDREW",2
13:02,,74 (+7),,67,"GOOD 3PTR by FERIA,NICK DE",RHODES 74-67 (-7),,"GOOD 3PTR by FERIA,NICK DE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
12:54,"GOOD DUNK by TWAGIRAYEZU,PATJO(in the paint)",76 (+9),,67,,CCM 76-67 (-9),,"GOOD DUNK by TWAGIRAYEZU,PATJO(in the paint)",2
--,"ASSIST  by SPRAGG,BAILEY",,,,,,,"ASSIST  by SPRAGG,BAILEY",2
12:41,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
12:39,"STEAL  by MITCHELL,JAMES",,,,,,,"STEAL  by MITCHELL,JAMES",2
12:35,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",78 (+11),,67,,CCM 78-67 (-11),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
--,"ASSIST  by MITCHELL,JAMES",,,,,,,"ASSIST  by MITCHELL,JAMES",2
12:33,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:33,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
12:33,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
12:33,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
12:33,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:33,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
12:33,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
12:33,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
12:33,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
12:33,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
12:33,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
12:10,,,,,"MISS 3PTR by SWIFT,DJ",,,"MISS 3PTR by SWIFT,DJ",2
--,,,,,"REBOUND OFF by ROTEMAN,EVAN",,,"REBOUND OFF by ROTEMAN,EVAN",2
12:04,,,,,"MISS LAYUP by ROTEMAN,EVAN",,,"MISS LAYUP by ROTEMAN,EVAN",2
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",2
12:00,,78 (+9),,69,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 78-69 (-9),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
11:45,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
11:45,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:45,"MISS FT by SPRAGG,BAILEY",,,,,,,"MISS FT by SPRAGG,BAILEY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:45,"GOOD FT by SPRAGG,BAILEY",79 (+10),,69,,CCM 79-69 (-10),,"GOOD FT by SPRAGG,BAILEY",2
11:45,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
11:45,"SUB IN by MITCHELL,JAMES",,,,,,,"SUB IN by MITCHELL,JAMES",2
11:45,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",2
11:45,"SUB IN by PALMER,NICK",,,,,,,"SUB IN by PALMER,NICK",2
11:45,"SUB IN by JAUCH,JARED",,,,,,,"SUB IN by JAUCH,JARED",2
11:45,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",2
11:45,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",2
11:45,"SUB OUT by PALMER,NICK",,,,,,,"SUB OUT by PALMER,NICK",2
11:45,"SUB OUT by JAUCH,JARED",,,,,,,"SUB OUT by JAUCH,JARED",2
11:45,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",2
11:45,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
11:45,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",2
11:40,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
11:36,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",2
11:32,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",2
11:32,,79 (+9),,70,"GOOD FT by DARST,DANIEL",RHODES 79-70 (-9),,"GOOD FT by DARST,DANIEL",2
11:32,,,,,"MISS FT by DARST,DANIEL",,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
11:28,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",2
11:28,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",2
11:28,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",2
11:28,"SUB OUT by PALMER,NICK",,,,,,,"SUB OUT by PALMER,NICK",2
11:15,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
11:12,"STEAL  by DRYDEN,BERTO",,,,,,,"STEAL  by DRYDEN,BERTO",2
11:10,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",2
11:08,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
10:57,,79 (+6),,73,"GOOD 3PTR by GALVIN,OWEN",RHODES 79-73 (-6),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",2
10:46,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
10:46,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
10:46,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:46,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:46,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
10:46,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
10:46,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
10:46,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:46,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
10:46,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:39,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
10:37,"GOOD 3PTR by DRYDEN,BERTO",82 (+9),,73,,CCM 82-73 (-9),,"GOOD 3PTR by DRYDEN,BERTO",2
--,"ASSIST  by TWAGIRAYEZU,PATJO",,,,,,,"ASSIST  by TWAGIRAYEZU,PATJO",2
10:01,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
10:01,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
10:01,"GOOD FT by DRYDEN,BERTO",83 (+10),,73,,CCM 83-73 (-10),,"GOOD FT by DRYDEN,BERTO",2
10:01,"GOOD FT by DRYDEN,BERTO",84 (+11),,73,,CCM 84-73 (-11),,"GOOD FT by DRYDEN,BERTO",2
10:01,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",2
10:01,"SUB OUT by MITCHELL,JAMES",,,,,,,"SUB OUT by MITCHELL,JAMES",2
10:01,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
10:01,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
10:01,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
10:01,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
10:01,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:01,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
10:01,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
10:01,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
10:01,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
10:01,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
09:52,"FOUL  by JAUCH,JARED",,,,,,,"FOUL  by JAUCH,JARED",2
09:52,,,,,"MISS FT by WEATHERFORD,MITCH",,,"MISS FT by WEATHERFORD,MITCH",2
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
09:48,"MISS 3PTR by SPRAGG,BAILEY",,,,,,,"MISS 3PTR by SPRAGG,BAILEY",2
--,,,,,"REBOUND DEF by FERIA,NICK DE",,,"REBOUND DEF by FERIA,NICK DE",2
09:44,"FOUL  by JAUCH,JARED",,,,,,,"FOUL  by JAUCH,JARED",2
09:44,,84 (+10),,74,"GOOD FT by FERIA,NICK DE",RHODES 84-74 (-10),,"GOOD FT by FERIA,NICK DE",2
09:44,,84 (+9),,75,"GOOD FT by FERIA,NICK DE",RHODES 84-75 (-9),,"GOOD FT by FERIA,NICK DE",2
09:44,"SUB IN by MITCHELL,JAMES",,,,,,,"SUB IN by MITCHELL,JAMES",2
09:44,"SUB OUT by JAUCH,JARED",,,,,,,"SUB OUT by JAUCH,JARED",2
09:34,"GOOD LAYUP by HAYNES,CALEB(fastbreak)(in the paint)",86 (+11),,75,,CCM 86-75 (-11),,"GOOD LAYUP by HAYNES,CALEB(fastbreak)(in the paint)",2
--,"ASSIST  by DRYDEN,BERTO",,,,,,,"ASSIST  by DRYDEN,BERTO",2
09:16,,86 (+9),,77,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",RHODES 86-77 (-9),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
09:07,"GOOD LAYUP by HAYNES,CALEB(in the paint)",88 (+11),,77,,CCM 88-77 (-11),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
09:07,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
09:07,"MISS FT by HAYNES,CALEB",,,,,,,"MISS FT by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
09:07,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
09:07,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
09:07,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
09:07,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
09:07,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
09:07,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
09:07,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
09:07,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
