Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
01:11,,99,,106 (+7),"GOOD FT by SAMSON,VAUGHN",RHODES 99-106 (+7),,"GOOD FT by SAMSON,VAUGHN",2
01:11,,99,,107 (+8),"GOOD FT by SAMSON,VAUGHN",RHODES 99-107 (+8),,"GOOD FT by SAMSON,VAUGHN",2
01:11,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:11,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
01:11,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
01:11,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
01:11,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
01:03,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
01:03,"GOOD FT by DENEKA,HARRISON",100,,107 (+7),,17BSC-M 100-107 (+7),,"GOOD FT by DENEKA,HARRISON",2
01:03,"GOOD FT by DENEKA,HARRISON",101,,107 (+6),,17BSC-M 101-107 (+6),,"GOOD FT by DENEKA,HARRISON",2
01:03,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
01:03,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
00:58,,101,,109 (+8),"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",RHODES 101-109 (+8),,"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",2
00:49,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
00:48,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
00:48,"GOOD FT by DENEKA,HARRISON",102,,109 (+7),,17BSC-M 102-109 (+7),,"GOOD FT by DENEKA,HARRISON",2
00:48,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND OFF by YANCEY,RICH",,,,,,,"REBOUND OFF by YANCEY,RICH",2
00:48,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
00:48,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
00:46,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:41,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
00:41,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:41,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
00:33,"TURNOVER  by YANCEY,RICH",,,,,,,"TURNOVER  by YANCEY,RICH",2
00:32,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
00:32,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
00:32,,102,,110 (+8),"GOOD FT by GALVIN,OWEN",RHODES 102-110 (+8),,"GOOD FT by GALVIN,OWEN",2
00:32,,102,,111 (+9),"GOOD FT by GALVIN,OWEN",RHODES 102-111 (+9),,"GOOD FT by GALVIN,OWEN",2
00:32,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:32,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
00:28,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
00:26,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
00:26,"GOOD FT by DENEKA,HARRISON",103,,111 (+8),,17BSC-M 103-111 (+8),,"GOOD FT by DENEKA,HARRISON",2
00:26,"GOOD FT by DENEKA,HARRISON",104,,111 (+7),,17BSC-M 104-111 (+7),,"GOOD FT by DENEKA,HARRISON",2
00:26,"SUB IN by YANCEY,RICH",,,,,,,"SUB IN by YANCEY,RICH",2
00:26,"SUB OUT by DENBESTEN,COLE",,,,,,,"SUB OUT by DENBESTEN,COLE",2
00:20,,104,,113 (+9),"GOOD LAYUP by MCINTYRE,WILLIAM(fastbreak)(in the paint)",RHODES 104-113 (+9),,"GOOD LAYUP by MCINTYRE,WILLIAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
00:12,"GOOD 3PTR by BAK,CALVIN",107,,113 (+6),,17BSC-M 107-113 (+6),,"GOOD 3PTR by BAK,CALVIN",2
00:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:11,"FOUL  by YANCEY,RICH",,,,,,,"FOUL  by YANCEY,RICH",2
00:11,,107,,114 (+7),"GOOD FT by WEATHERFORD,MITCH",RHODES 107-114 (+7),,"GOOD FT by WEATHERFORD,MITCH",2
00:11,,107,,115 (+8),"GOOD FT by WEATHERFORD,MITCH",RHODES 107-115 (+8),,"GOOD FT by WEATHERFORD,MITCH",2
00:11,"SUB IN by DENBESTEN,COLE",,,,,,,"SUB IN by DENBESTEN,COLE",2
00:11,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
00:07,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
