Time Remaining,UD,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
10:18,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
10:04,,22 (+5),,17,"GOOD 3PTR by SAMSON,VAUGHN",RHODES 22-17 (-5),,"GOOD 3PTR by SAMSON,VAUGHN",1
--,,,,,"ASSIST  by FERIA,NICK DE",,,"ASSIST  by FERIA,NICK DE",1
09:45,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
09:45,"MISS FT by NORTON,BEN",,,,,,,"MISS FT by NORTON,BEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
09:45,"GOOD FT by NORTON,BEN",23 (+6),,17,,UD 23-17 (-6),,"GOOD FT by NORTON,BEN",1
09:30,"FOUL  by RUSSELL,JOHN",,,,,,,"FOUL  by RUSSELL,JOHN",1
09:30,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
09:30,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
09:30,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
09:30,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
09:30,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
09:30,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
09:30,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
09:30,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
09:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
09:30,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
09:27,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",1
--,"REBOUND DEF by NORTON,BEN",,,,,,,"REBOUND DEF by NORTON,BEN",1
09:17,"TURNOVER  by CALTON,EMMANUEL",,,,,,,"TURNOVER  by CALTON,EMMANUEL",1
09:08,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
08:56,,23 (+3),,20,"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 23-20 (-3),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"ASSIST  by DALTON,PRICE",,,"ASSIST  by DALTON,PRICE",1
08:44,"GOOD LAYUP by NORTON,BEN(fastbreak)(in the paint)",25 (+5),,20,,UD 25-20 (-5),,"GOOD LAYUP by NORTON,BEN(fastbreak)(in the paint)",1
--,"ASSIST  by COLVIN,DARRIUS",,,,,,,"ASSIST  by COLVIN,DARRIUS",1
08:29,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND DEF by GIADOLOR,PRINCE",,,,,,,"REBOUND DEF by GIADOLOR,PRINCE",1
08:08,"TURNOVER  by NORTON,BEN",,,,,,,"TURNOVER  by NORTON,BEN",1
08:08,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
08:08,"SUB IN by LEVI,SPENCER",,,,,,,"SUB IN by LEVI,SPENCER",1
08:08,"SUB IN by MATHIS,DUSTIN",,,,,,,"SUB IN by MATHIS,DUSTIN",1
08:08,"SUB OUT by CALTON,EMMANUEL",,,,,,,"SUB OUT by CALTON,EMMANUEL",1
08:08,"SUB OUT by NORTON,BEN",,,,,,,"SUB OUT by NORTON,BEN",1
08:08,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
08:08,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
08:08,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
08:08,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
08:08,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
08:08,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
08:08,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
08:08,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
08:08,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
08:08,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
07:41,,,,,"MISS LAYUP by FERIA,NICK DE",,,"MISS LAYUP by FERIA,NICK DE",1
--,"REBOUND DEF by RUSSELL,JOHN",,,,,,,"REBOUND DEF by RUSSELL,JOHN",1
07:30,"TURNOVER  by COLVIN,DARRIUS",,,,,,,"TURNOVER  by COLVIN,DARRIUS",1
07:29,,,,,"STEAL  by FERIA,NICK DE",,,"STEAL  by FERIA,NICK DE",1
07:28,"FOUL  by COLVIN,DARRIUS",,,,,,,"FOUL  by COLVIN,DARRIUS",1
07:28,,,,,"MISS FT by FERIA,NICK DE",,,"MISS FT by FERIA,NICK DE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:28,,25 (+4),,21,"GOOD FT by FERIA,NICK DE",RHODES 25-21 (-4),,"GOOD FT by FERIA,NICK DE",1
07:26,"TURNOVER  by MATHIS,DUSTIN",,,,,,,"TURNOVER  by MATHIS,DUSTIN",1
07:15,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",1
07:15,"BLOCK  by COLVIN,DARRIUS",,,,,,,"BLOCK  by COLVIN,DARRIUS",1
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",1
07:07,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by MATHIS,DUSTIN",,,,,,,"REBOUND DEF by MATHIS,DUSTIN",1
06:59,"TURNOVER  by MATHIS,DUSTIN",,,,,,,"TURNOVER  by MATHIS,DUSTIN",1
06:58,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",1
06:56,,25 (+2),,23,"GOOD LAYUP by SAMSON,VAUGHN(fastbreak)(in the paint)",RHODES 25-23 (-2),,"GOOD LAYUP by SAMSON,VAUGHN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",1
06:50,"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",27 (+4),,23,,UD 27-23 (-4),,"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",1
--,"ASSIST  by MATHIS,DUSTIN",,,,,,,"ASSIST  by MATHIS,DUSTIN",1
06:42,,27 (+2),,25,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHODES 27-25 (-2),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
06:34,"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",29 (+4),,25,,UD 29-25 (-4),,"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",1
--,"ASSIST  by GIADOLOR,PRINCE",,,,,,,"ASSIST  by GIADOLOR,PRINCE",1
06:15,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND DEF by RUSSELL,JOHN",,,,,,,"REBOUND DEF by RUSSELL,JOHN",1
06:09,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",31 (+6),,25,,UD 31-25 (-6),,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",1
--,"ASSIST  by COLVIN,DARRIUS",,,,,,,"ASSIST  by COLVIN,DARRIUS",1
05:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:59,"SUB IN by NUNN,JOSHUA",,,,,,,"SUB IN by NUNN,JOSHUA",1
05:59,"SUB OUT by MATHIS,DUSTIN",,,,,,,"SUB OUT by MATHIS,DUSTIN",1
05:59,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
05:59,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
05:59,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
05:59,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
05:59,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
05:59,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
05:59,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
05:59,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
05:59,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
05:59,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
05:54,,31 (+4),,27,"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 31-27 (-4),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
05:47,"GOOD LAYUP by LEVI,SPENCER(fastbreak)(in the paint)",33 (+6),,27,,UD 33-27 (-6),,"GOOD LAYUP by LEVI,SPENCER(fastbreak)(in the paint)",1
--,"ASSIST  by COLVIN,DARRIUS",,,,,,,"ASSIST  by COLVIN,DARRIUS",1
05:47,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
05:47,"GOOD FT by LEVI,SPENCER",34 (+7),,27,,UD 34-27 (-7),,"GOOD FT by LEVI,SPENCER",1
05:32,,34 (+5),,29,"GOOD JUMPER by GIROUX,PRESTON",RHODES 34-29 (-5),,"GOOD JUMPER by GIROUX,PRESTON",1
05:21,"GOOD DUNK by LEVI,SPENCER(in the paint)",36 (+7),,29,,UD 36-29 (-7),,"GOOD DUNK by LEVI,SPENCER(in the paint)",1
--,"ASSIST  by COLVIN,DARRIUS",,,,,,,"ASSIST  by COLVIN,DARRIUS",1
05:06,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",1
04:56,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
04:56,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
04:56,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",1
04:56,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
04:56,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
04:56,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
04:56,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
04:56,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
04:56,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
04:56,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
04:32,,,,,"MISS JUMPER by ROTEMAN,EVAN",,,"MISS JUMPER by ROTEMAN,EVAN",1
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",1
04:23,"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",38 (+9),,29,,UD 38-29 (-9),,"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",1
--,"ASSIST  by COLVIN,DARRIUS",,,,,,,"ASSIST  by COLVIN,DARRIUS",1
04:23,,,,,"FOUL  by ROTEMAN,EVAN",,,"FOUL  by ROTEMAN,EVAN",1
04:23,"MISS FT by GIADOLOR,PRINCE",,,,,,,"MISS FT by GIADOLOR,PRINCE",1
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",1
04:08,,38 (+6),,32,"GOOD 3PTR by EVANS,ANDREW",RHODES 38-32 (-6),,"GOOD 3PTR by EVANS,ANDREW",1
03:38,"MISS JUMPER by NUNN,JOSHUA",,,,,,,"MISS JUMPER by NUNN,JOSHUA",1
--,,,,,"REBOUND DEF by SWIFT,DJ",,,"REBOUND DEF by SWIFT,DJ",1
03:31,,,,,"MISS JUMPER by SWIFT,DJ",,,"MISS JUMPER by SWIFT,DJ",1
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",1
03:23,"MISS JUMPER by GIADOLOR,PRINCE",,,,,,,"MISS JUMPER by GIADOLOR,PRINCE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:21,"FOUL  by LEVI,SPENCER",,,,,,,"FOUL  by LEVI,SPENCER",1
03:21,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
03:21,"SUB IN by CALTON,EMMANUEL",,,,,,,"SUB IN by CALTON,EMMANUEL",1
03:21,"SUB OUT by GIADOLOR,PRINCE",,,,,,,"SUB OUT by GIADOLOR,PRINCE",1
03:21,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
03:21,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
03:21,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
03:21,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
03:21,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
03:21,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
03:21,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
03:21,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",1
03:21,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
03:21,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
03:07,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",1
03:00,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",40 (+8),,32,,UD 40-32 (-8),,"GOOD DUNK by LEVI,SPENCER(fastbreak)(in the paint)",1
--,"ASSIST  by NUNN,JOSHUA",,,,,,,"ASSIST  by NUNN,JOSHUA",1
02:49,,40 (+5),,35,"GOOD 3PTR by NYAWATA,ANESU",RHODES 40-35 (-5),,"GOOD 3PTR by NYAWATA,ANESU",1
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",1
02:39,"TURNOVER  by COLVIN,DARRIUS",,,,,,,"TURNOVER  by COLVIN,DARRIUS",1
02:33,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",1
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",1
02:30,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",1
02:30,"GOOD FT by COLVIN,DARRIUS",41 (+6),,35,,UD 41-35 (-6),,"GOOD FT by COLVIN,DARRIUS",1
02:30,"MISS FT by COLVIN,DARRIUS",,,,,,,"MISS FT by COLVIN,DARRIUS",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
02:30,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
02:30,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:30,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
02:30,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:30,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
02:30,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
02:30,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
02:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:30,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
02:30,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
02:21,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
02:21,"TURNOVER  by RUSSELL,JOHN",,,,,,,"TURNOVER  by RUSSELL,JOHN",1
02:17,,41 (+4),,37,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 41-37 (-4),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
02:03,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",1
02:03,"MISS FT by RUSSELL,JOHN",,,,,,,"MISS FT by RUSSELL,JOHN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:03,"GOOD FT by RUSSELL,JOHN",42 (+5),,37,,UD 42-37 (-5),,"GOOD FT by RUSSELL,JOHN",1
02:03,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
02:03,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
02:03,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
02:03,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
02:03,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
02:03,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
02:03,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
02:03,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
02:03,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
02:03,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
01:49,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",1
--,"REBOUND DEF by LEVI,SPENCER",,,,,,,"REBOUND DEF by LEVI,SPENCER",1
01:41,"MISS JUMPER by GIADOLOR,PRINCE",,,,,,,"MISS JUMPER by GIADOLOR,PRINCE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
01:19,,42 (+3),,39,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 42-39 (-3),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,,,,,"ASSIST  by SAMSON,VAUGHN",,,"ASSIST  by SAMSON,VAUGHN",1
01:07,"TURNOVER  by COLVIN,DARRIUS",,,,,,,"TURNOVER  by COLVIN,DARRIUS",1
01:07,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",1
00:54,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",1
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",1
00:47,"TURNOVER  by LEVI,SPENCER",,,,,,,"TURNOVER  by LEVI,SPENCER",1
00:47,"FOUL  by LEVI,SPENCER",,,,,,,"FOUL  by LEVI,SPENCER",1
00:47,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
00:47,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
00:47,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:47,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
00:47,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
00:47,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
00:47,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
00:47,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
00:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:47,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
00:39,,,,,"TURNOVER  by MCINTYRE,WILLIAM",,,"TURNOVER  by MCINTYRE,WILLIAM",1
00:37,"STEAL  by CALTON,EMMANUEL",,,,,,,"STEAL  by CALTON,EMMANUEL",1
00:34,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
00:34,"GOOD FT by NUNN,JOSHUA",43 (+4),,39,,UD 43-39 (-4),,"GOOD FT by NUNN,JOSHUA",1
00:34,"GOOD FT by NUNN,JOSHUA",44 (+5),,39,,UD 44-39 (-5),,"GOOD FT by NUNN,JOSHUA",1
00:16,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",,,"MISS JUMPER by NESTLEHUTT,JAKE",1
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",1
00:09,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND DEF by CALTON,EMMANUEL",,,,,,,"REBOUND DEF by CALTON,EMMANUEL",1
00:03,"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",46 (+7),,39,,UD 46-39 (-7),,"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",1
--,"ASSIST  by RUSSELL,JOHN",,,,,,,"ASSIST  by RUSSELL,JOHN",1
19:46,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND DEF by COLVIN,DARRIUS",,,,,,,"REBOUND DEF by COLVIN,DARRIUS",2
19:30,"MISS JUMPER by RUSSELL,JOHN",,,,,,,"MISS JUMPER by RUSSELL,JOHN",2
--,"REBOUND OFF by LEVI,SPENCER",,,,,,,"REBOUND OFF by LEVI,SPENCER",2
19:28,"GOOD TIPIN by LEVI,SPENCER(in the paint)",48 (+9),,39,,UD 48-39 (-9),,"GOOD TIPIN by LEVI,SPENCER(in the paint)",2
19:16,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
19:12,,48 (+7),,41,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 48-41 (-7),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
18:56,"GOOD LAYUP by LEVI,SPENCER(fastbreak)(in the paint)",50 (+9),,41,,UD 50-41 (-9),,"GOOD LAYUP by LEVI,SPENCER(fastbreak)(in the paint)",2
--,"ASSIST  by GIADOLOR,PRINCE",,,,,,,"ASSIST  by GIADOLOR,PRINCE",2
18:36,"FOUL  by CALTON,EMMANUEL",,,,,,,"FOUL  by CALTON,EMMANUEL",2
18:36,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
18:36,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
18:36,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
18:36,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
18:36,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
18:36,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
18:36,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
18:36,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
18:36,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
18:36,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
18:26,"FOUL  by RUSSELL,JOHN",,,,,,,"FOUL  by RUSSELL,JOHN",2
18:26,,50 (+8),,42,"GOOD FT by GALVIN,OWEN",RHODES 50-42 (-8),,"GOOD FT by GALVIN,OWEN",2
18:26,,50 (+7),,43,"GOOD FT by GALVIN,OWEN",RHODES 50-43 (-7),,"GOOD FT by GALVIN,OWEN",2
18:23,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
18:15,"MISS JUMPER by COLVIN,DARRIUS",,,,,,,"MISS JUMPER by COLVIN,DARRIUS",2
--,"REBOUND OFF by RUSSELL,JOHN",,,,,,,"REBOUND OFF by RUSSELL,JOHN",2
18:12,"GOOD LAYUP by RUSSELL,JOHN(in the paint)",52 (+9),,43,,UD 52-43 (-9),,"GOOD LAYUP by RUSSELL,JOHN(in the paint)",2
17:58,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:53,"FOUL  by RUSSELL,JOHN",,,,,,,"FOUL  by RUSSELL,JOHN",2
17:53,"SUB IN by BEREZIN,SOLOMON",,,,,,,"SUB IN by BEREZIN,SOLOMON",2
17:53,"SUB OUT by RUSSELL,JOHN",,,,,,,"SUB OUT by RUSSELL,JOHN",2
17:53,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
17:53,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
17:53,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
17:53,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
17:53,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
17:53,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
17:53,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
17:53,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
17:53,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
17:53,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
