Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
19:32,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
19:32,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
19:32,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
19:32,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:32,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
19:32,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
19:32,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
19:23,"GOOD LAYUP by INUNGU,TOM(in the paint)",60 (+5),,55,,OUM 60-55 (-5),,"GOOD LAYUP by INUNGU,TOM(in the paint)",2
--,"ASSIST  by FOSTER,LANE",,,,,,,"ASSIST  by FOSTER,LANE",2
19:23,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
19:23,"GOOD FT by INUNGU,TOM",61 (+6),,55,,OUM 61-55 (-6),,"GOOD FT by INUNGU,TOM",2
19:01,,,,,"TURNOVER  by DALTON,PRICE",,,"TURNOVER  by DALTON,PRICE",2
19:00,"STEAL  by PERRY,WILL",,,,,,,"STEAL  by PERRY,WILL",2
18:58,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
18:58,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",2
18:58,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
18:58,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
18:58,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
18:58,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
18:58,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
18:58,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
18:58,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
18:58,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
18:58,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
18:58,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
18:52,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
18:44,,61 (+3),,58,"GOOD 3PTR by EVANS,ANDREW",RHODES 61-58 (-3),,"GOOD 3PTR by EVANS,ANDREW",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
18:29,"MISS LAYUP by SMITH,CONNOR",,,,,,,"MISS LAYUP by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
18:12,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
18:12,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
18:12,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
18:12,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
18:12,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
18:12,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
18:12,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
18:12,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
18:12,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
18:12,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
18:12,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
18:04,"GOOD JUMPER by LAWRENCE,CHRIS(in the paint)",63 (+5),,58,,OUM 63-58 (-5),,"GOOD JUMPER by LAWRENCE,CHRIS(in the paint)",2
17:48,,,,,"MISS LAYUP by LOVE,KERRY",,,"MISS LAYUP by LOVE,KERRY",2
17:48,"BLOCK  by INUNGU,TOM",,,,,,,"BLOCK  by INUNGU,TOM",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
17:42,"FOUL  by FOSTER,LANE",,,,,,,"FOUL  by FOSTER,LANE",2
17:42,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
17:42,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
17:42,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
17:42,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
17:42,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
17:42,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
17:42,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
17:42,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
17:42,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
17:42,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:42,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
17:42,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
17:37,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by NESTLEHUTT,JAKE",,,"REBOUND OFF by NESTLEHUTT,JAKE",2
17:30,,,,,"TURNOVER  by DALTON,PRICE",,,"TURNOVER  by DALTON,PRICE",2
17:26,"TURNOVER  by PERRY,WILL",,,,,,,"TURNOVER  by PERRY,WILL",2
17:26,,,,,"STEAL  by DALTON,PRICE",,,"STEAL  by DALTON,PRICE",2
17:15,"FOUL  by LAWRENCE,CHRIS",,,,,,,"FOUL  by LAWRENCE,CHRIS",2
17:15,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
17:15,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
17:15,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
17:15,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
17:15,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
17:15,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
17:15,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
17:15,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
17:15,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
17:15,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
17:13,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",2
17:11,"FOUL  by HUGHES,JUSTIN",,,,,,,"FOUL  by HUGHES,JUSTIN",2
17:11,,63 (+4),,59,"GOOD FT by GIROUX,PRESTON",RHODES 63-59 (-4),,"GOOD FT by GIROUX,PRESTON",2
17:11,,63 (+3),,60,"GOOD FT by GIROUX,PRESTON",RHODES 63-60 (-3),,"GOOD FT by GIROUX,PRESTON",2
17:11,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
17:11,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
17:06,"TURNOVER  by INUNGU,TOM",,,,,,,"TURNOVER  by INUNGU,TOM",2
17:04,,,,,"STEAL  by SWIFT,DJ",,,"STEAL  by SWIFT,DJ",2
16:57,,63 (+1),,62,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHODES 63-62 (-1),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
16:49,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
16:47,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
16:44,,63,,64 (+1),"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",RHODES 63-64 (+1),,"GOOD LAYUP by WEATHERFORD,MITCH(fastbreak)(in the paint)",2
16:37,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
16:37,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
16:37,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
16:37,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
16:37,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
16:37,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
16:37,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
16:37,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:37,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
16:37,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
16:37,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
16:37,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
16:37,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
16:26,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
16:19,"GOOD LAYUP by PERRY,WILL(in the paint)",65 (+1),,64,,OUM 65-64 (-1),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
16:17,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
16:17,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
16:10,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
16:08,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
16:08,"GOOD FT by FOSTER,LANE",66 (+2),,64,,OUM 66-64 (-2),,"GOOD FT by FOSTER,LANE",2
16:08,"MISS FT by FOSTER,LANE",,,,,,,"MISS FT by FOSTER,LANE",2
--,,,,,"REBOUND DEF by MCINTYRE,WILLIAM",,,"REBOUND DEF by MCINTYRE,WILLIAM",2
16:08,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
16:08,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
16:08,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
16:08,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
16:08,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
16:08,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
16:08,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
16:08,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:08,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
16:08,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
15:50,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
15:41,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
15:40,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",2
15:37,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
15:24,"GOOD LAYUP by PERRY,WILL(in the paint)",68 (+4),,64,,OUM 68-64 (-4),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
15:12,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
15:00,,,,,"FOUL  by DALTON,PRICE",,,"FOUL  by DALTON,PRICE",2
15:00,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:00,"GOOD FT by FOSTER,LANE",69 (+5),,64,,OUM 69-64 (-5),,"GOOD FT by FOSTER,LANE",2
15:00,"GOOD FT by FOSTER,LANE",70 (+6),,64,,OUM 70-64 (-6),,"GOOD FT by FOSTER,LANE",2
15:00,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
15:00,"SUB IN by RICE,TRE'",,,,,,,"SUB IN by RICE,TRE'",2
15:00,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",2
15:00,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
15:00,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
15:00,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
15:00,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
15:00,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
15:00,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
15:00,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
15:00,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
15:00,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
15:00,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
15:00,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
14:47,,,,,"MISS LAYUP by GIROUX,PRESTON",,,"MISS LAYUP by GIROUX,PRESTON",2
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",2
14:35,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
14:35,"GOOD FT by RICE,TRE'",71 (+7),,64,,OUM 71-64 (-7),,"GOOD FT by RICE,TRE'",2
14:35,"GOOD FT by RICE,TRE'",72 (+8),,64,,OUM 72-64 (-8),,"GOOD FT by RICE,TRE'",2
14:27,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,,,,,"REBOUND OFF by SWIFT,DJ",,,"REBOUND OFF by SWIFT,DJ",2
14:23,,72 (+6),,66,"GOOD LAYUP by SWIFT,DJ(in the paint)",RHODES 72-66 (-6),,"GOOD LAYUP by SWIFT,DJ(in the paint)",2
14:11,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",2
14:11,"MISS FT by PERRY,WILL",,,,,,,"MISS FT by PERRY,WILL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:11,"GOOD FT by PERRY,WILL",73 (+7),,66,,OUM 73-66 (-7),,"GOOD FT by PERRY,WILL",2
14:11,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
14:11,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
14:11,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:11,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
14:11,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
14:11,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
14:11,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
14:11,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
14:11,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
14:11,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
14:11,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
14:11,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
13:51,,73 (+5),,68,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 73-68 (-5),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
13:51,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
13:51,,73 (+4),,69,"GOOD FT by BERRY,BRYCE",RHODES 73-69 (-4),,"GOOD FT by BERRY,BRYCE",2
13:51,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",2
13:51,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
13:51,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
13:51,"SUB OUT by RICE,TRE'",,,,,,,"SUB OUT by RICE,TRE'",2
13:43,"MISS 3PTR by HUGHES,JUSTIN",,,,,,,"MISS 3PTR by HUGHES,JUSTIN",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
13:35,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
13:28,"TURNOVER  by PERRY,WILL",,,,,,,"TURNOVER  by PERRY,WILL",2
13:28,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:28,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
13:28,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
13:28,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
13:28,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
13:28,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:28,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
13:28,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
13:28,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
13:28,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
13:09,,73 (+2),,71,"GOOD JUMPER by GALVIN,OWEN(in the paint)",RHODES 73-71 (-2),,"GOOD JUMPER by GALVIN,OWEN(in the paint)",2
12:54,"MISS JUMPER by PERRY,WILL",,,,,,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND OFF by PERRY,WILL",,,,,,,"REBOUND OFF by PERRY,WILL",2
12:50,"MISS JUMPER by PERRY,WILL",,,,,,,"MISS JUMPER by PERRY,WILL",2
--,"REBOUND OFF by INUNGU,TOM",,,,,,,"REBOUND OFF by INUNGU,TOM",2
12:42,"GOOD 3PTR by PERRY,WILL",76 (+5),,71,,OUM 76-71 (-5),,"GOOD 3PTR by PERRY,WILL",2
--,"ASSIST  by HUGHES,JUSTIN",,,,,,,"ASSIST  by HUGHES,JUSTIN",2
12:27,,76 (+2),,74,"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 76-74 (-2),,"GOOD 3PTR by MCINTYRE,WILLIAM",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
12:15,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
12:14,,,,,"STEAL  by DALTON,PRICE",,,"STEAL  by DALTON,PRICE",2
12:09,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
12:08,"STEAL  by INUNGU,TOM",,,,,,,"STEAL  by INUNGU,TOM",2
12:05,"MISS LAYUP by INUNGU,TOM",,,,,,,"MISS LAYUP by INUNGU,TOM",2
--,"REBOUND OFF by PERRY,WILL",,,,,,,"REBOUND OFF by PERRY,WILL",2
12:02,"GOOD TIPIN by PERRY,WILL(in the paint)",78 (+4),,74,,OUM 78-74 (-4),,"GOOD TIPIN by PERRY,WILL(in the paint)",2
11:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:57,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",2
11:57,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
11:57,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",2
11:57,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
11:57,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
11:57,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
11:57,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",2
11:57,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
11:57,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
11:57,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
11:33,,,,,"MISS 3PTR by EVANS,ANDREW",,,"MISS 3PTR by EVANS,ANDREW",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
11:25,"MISS 3PTR by LAWRENCE,CHRIS",,,,,,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by EVANS,ANDREW",,,"REBOUND DEF by EVANS,ANDREW",2
11:16,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
11:16,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
11:10,,,,,"TURNOVER  by SWIFT,DJ",,,"TURNOVER  by SWIFT,DJ",2
11:08,"STEAL  by PERRY,WILL",,,,,,,"STEAL  by PERRY,WILL",2
11:06,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",80 (+6),,74,,OUM 80-74 (-6),,"GOOD LAYUP by SMITH,CONNOR(fastbreak)(in the paint)",2
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",2
11:06,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",2
11:06,"MISS FT by SMITH,CONNOR",,,,,,,"MISS FT by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
11:06,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
11:06,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
11:06,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:06,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",2
11:06,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
11:06,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
11:06,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
11:06,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
11:06,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
11:06,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
10:46,,,,,"MISS 3PTR by FERIA,NICK DE",,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND DEF by SMITH,CONNOR",,,,,,,"REBOUND DEF by SMITH,CONNOR",2
10:27,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",2
10:15,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
10:05,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",2
10:05,"GOOD FT by LAWRENCE,CHRIS",81 (+7),,74,,OUM 81-74 (-7),,"GOOD FT by LAWRENCE,CHRIS",2
10:05,"MISS FT by LAWRENCE,CHRIS",,,,,,,"MISS FT by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
10:05,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
10:05,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:05,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:05,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
10:05,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:05,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
10:05,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
10:05,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:05,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
10:05,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
09:42,,,,,"TURNOVER  by MCINTYRE,WILLIAM",,,"TURNOVER  by MCINTYRE,WILLIAM",2
09:40,"STEAL  by LAWRENCE,CHRIS",,,,,,,"STEAL  by LAWRENCE,CHRIS",2
