Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
12:38,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
12:38,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
12:38,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
12:38,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
12:38,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
12:38,"SUB OUT by GRUBBS,COBY",,,,,,,"SUB OUT by GRUBBS,COBY",2
12:37,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",100 (+23),,77,,RHODES 100-77 (+23),,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",2
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",2
12:35,,,,,"TURNOVER  by SR,KYLE PATTERSON",,,"TURNOVER  by SR,KYLE PATTERSON",2
12:28,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",102 (+25),,77,,RHODES 102-77 (+25),,"GOOD LAYUP by MCINTYRE,WILLIAM(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
12:21,,,,,"TURNOVER  by JONES,JUSTIN",,,"TURNOVER  by JONES,JUSTIN",2
11:58,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:52,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",2
11:41,,,,,"MISS LAYUP by SR,KYLE PATTERSON",,,"MISS LAYUP by SR,KYLE PATTERSON",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
11:29,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",2
11:28,"GOOD FT by GALVIN,OWEN",103 (+26),,77,,RHODES 103-77 (+26),,"GOOD FT by GALVIN,OWEN",2
11:27,"GOOD FT by GALVIN,OWEN",104 (+27),,77,,RHODES 104-77 (+27),,"GOOD FT by GALVIN,OWEN",2
11:24,,,,,"TURNOVER  by HODUM,RICK",,,"TURNOVER  by HODUM,RICK",2
11:23,"STEAL  by MCINTYRE,WILLIAM",,,,,,,"STEAL  by MCINTYRE,WILLIAM",2
11:19,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:12,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",2
11:12,"GOOD FT by GALVIN,OWEN",105 (+28),,77,,RHODES 105-77 (+28),,"GOOD FT by GALVIN,OWEN",2
11:12,"GOOD FT by GALVIN,OWEN",106 (+29),,77,,RHODES 106-77 (+29),,"GOOD FT by GALVIN,OWEN",2
11:12,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",2
11:12,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
11:12,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
11:12,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
11:12,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
11:12,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
11:12,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
11:12,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
11:12,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
11:12,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",2
11:00,,,,,"MISS DUNK by MCCOY,TOMMY",,,"MISS DUNK by MCCOY,TOMMY",2
--,,,,,"REBOUND OFF by BROWN,ISIAH",,,"REBOUND OFF by BROWN,ISIAH",2
10:58,,,,,"MISS 3PTR by RICHARDSON,TERIK",,,"MISS 3PTR by RICHARDSON,TERIK",2
--,,,,,"REBOUND OFF by BROWN,ISIAH",,,"REBOUND OFF by BROWN,ISIAH",2
10:55,,106 (+27),,79,"GOOD LAYUP by MCCOY,TOMMY(in the paint)",BU 106-79 (+27),,"GOOD LAYUP by MCCOY,TOMMY(in the paint)",2
--,,,,,"ASSIST  by BROWN,ISIAH",,,"ASSIST  by BROWN,ISIAH",2
10:45,"TURNOVER  by MCINTYRE,WILLIAM",,,,,,,"TURNOVER  by MCINTYRE,WILLIAM",2
10:44,,,,,"STEAL  by HEERINGEN,GIAN VAN",,,"STEAL  by HEERINGEN,GIAN VAN",2
10:35,,106 (+25),,81,"GOOD LAYUP by MCCOY,TOMMY",BU 106-81 (+25),,"GOOD LAYUP by MCCOY,TOMMY",2
--,,,,,"ASSIST  by HEERINGEN,GIAN VAN",,,"ASSIST  by HEERINGEN,GIAN VAN",2
10:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:16,"MISS LAYUP by SAMSON,VAUGHN",,,,,,,"MISS LAYUP by SAMSON,VAUGHN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:56,,106 (+22),,84,"GOOD 3PTR by BROWN,ISIAH",BU 106-84 (+22),,"GOOD 3PTR by BROWN,ISIAH",2
--,,,,,"ASSIST  by DURHAM,JONATHAN",,,"ASSIST  by DURHAM,JONATHAN",2
09:39,"GOOD 3PTR by EVANS,ANDREW",109 (+25),,84,,RHODES 109-84 (+25),,"GOOD 3PTR by EVANS,ANDREW",2
--,"ASSIST  by LOVE,KERRY",,,,,,,"ASSIST  by LOVE,KERRY",2
09:31,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
09:31,,,,,"MISS FT by ROBERTS,JOSHUA",,,"MISS FT by ROBERTS,JOSHUA",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
09:31,"GOOD 3PTR by BERRY,BRYCE",112 (+28),,84,,RHODES 112-84 (+28),,"GOOD 3PTR by BERRY,BRYCE",2
--,"ASSIST  by ROTEMAN,EVAN",,,,,,,"ASSIST  by ROTEMAN,EVAN",2
09:31,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
09:31,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
09:31,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
09:31,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
09:31,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
09:31,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
09:31,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
09:31,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
09:31,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
09:31,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
09:17,"FOUL  by GRUBBS,COBY",,,,,,,"FOUL  by GRUBBS,COBY",2
09:15,,112 (+27),,85,"GOOD FT by BROWN,ISIAH",BU 112-85 (+27),,"GOOD FT by BROWN,ISIAH",2
09:07,,112 (+26),,86,"GOOD FT by BROWN,ISIAH",BU 112-86 (+26),,"GOOD FT by BROWN,ISIAH",2
09:00,"MISS JUMPER by NYAWATA,ANESU",,,,,,,"MISS JUMPER by NYAWATA,ANESU",2
09:00,,,,,"BLOCK  by HEERINGEN,GIAN VAN",,,"BLOCK  by HEERINGEN,GIAN VAN",2
--,,,,,"REBOUND DEF by HEERINGEN,GIAN VAN",,,"REBOUND DEF by HEERINGEN,GIAN VAN",2
08:44,,,,,"MISS LAYUP by BROWN,ISIAH",,,"MISS LAYUP by BROWN,ISIAH",2
--,,,,,"REBOUND OFF by ROBERTS,JOSHUA",,,"REBOUND OFF by ROBERTS,JOSHUA",2
08:31,,,,,"MISS 3PTR by DURHAM,JONATHAN",,,"MISS 3PTR by DURHAM,JONATHAN",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
08:31,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
08:31,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
08:31,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
08:31,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
08:31,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
08:31,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
08:31,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:31,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
08:31,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
08:31,"SUB OUT by GRUBBS,COBY",,,,,,,"SUB OUT by GRUBBS,COBY",2
08:31,,,,,"SUB IN by COLE,DAVID",,,"SUB IN by COLE,DAVID",2
08:31,,,,,"SUB IN by PRICE,VICTOR",,,"SUB IN by PRICE,VICTOR",2
08:31,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
08:31,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",2
08:31,,,,,"SUB IN by GARRETT,PEYTON",,,"SUB IN by GARRETT,PEYTON",2
08:31,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",2
08:31,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
08:31,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
08:31,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
08:31,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
08:29,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",2
08:20,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by PRICE,VICTOR",,,"REBOUND DEF by PRICE,VICTOR",2
08:17,,,,,"TURNOVER  by PRICE,VICTOR",,,"TURNOVER  by PRICE,VICTOR",2
08:10,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by COLE,DAVID",,,"REBOUND DEF by COLE,DAVID",2
07:56,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
07:56,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
07:56,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
07:56,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
07:56,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
07:56,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
07:56,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
07:56,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
07:56,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
07:45,,,,,"MISS FT by WORKS,JOHN",,,"MISS FT by WORKS,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:44,,112 (+25),,87,"GOOD FT by WORKS,JOHN",BU 112-87 (+25),,"GOOD FT by WORKS,JOHN",2
07:42,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:39,,,,,"FOUL  by PRICE,VICTOR",,,"FOUL  by PRICE,VICTOR",2
07:39,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by JONES,JUSTIN",,,"REBOUND DEF by JONES,JUSTIN",2
07:39,,,,,"MISS JUMPER by PRICE,VICTOR",,,"MISS JUMPER by PRICE,VICTOR",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
07:39,"GOOD LAYUP by BERRY,BRYCE(in the paint)",114 (+27),,87,,RHODES 114-87 (+27),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
--,"ASSIST  by ROTEMAN,EVAN",,,,,,,"ASSIST  by ROTEMAN,EVAN",2
07:28,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
07:28,,114 (+26),,88,"GOOD FT by JONES,JUSTIN",BU 114-88 (+26),,"GOOD FT by JONES,JUSTIN",2
07:28,,,,,"MISS FT by JONES,JUSTIN",,,"MISS FT by JONES,JUSTIN",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
07:28,"MISS 3PTR by ROTEMAN,EVAN",,,,,,,"MISS 3PTR by ROTEMAN,EVAN",2
--,,,,,"REBOUND DEF by PRICE,VICTOR",,,"REBOUND DEF by PRICE,VICTOR",2
07:25,,,,,"MISS 3PTR by GARRETT,PEYTON",,,"MISS 3PTR by GARRETT,PEYTON",2
--,,,,,"REBOUND OFF by WORKS,JOHN",,,"REBOUND OFF by WORKS,JOHN",2
06:59,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
06:59,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
06:59,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
06:59,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
06:59,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
06:59,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
06:59,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
06:59,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
06:59,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
06:59,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
06:56,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
06:56,,114 (+25),,89,"GOOD FT by JONES,JUSTIN",BU 114-89 (+25),,"GOOD FT by JONES,JUSTIN",2
06:56,,114 (+24),,90,"GOOD FT by JONES,JUSTIN",BU 114-90 (+24),,"GOOD FT by JONES,JUSTIN",2
06:56,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
06:56,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
06:56,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
06:56,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
06:56,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
06:56,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
06:56,,,,,"SUB IN by SR,KYLE PATTERSON",,,"SUB IN by SR,KYLE PATTERSON",2
06:56,,,,,"SUB OUT by COLE,DAVID",,,"SUB OUT by COLE,DAVID",2
06:56,,,,,"SUB OUT by PRICE,VICTOR",,,"SUB OUT by PRICE,VICTOR",2
06:56,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
06:56,,,,,"SUB OUT by WORKS,JOHN",,,"SUB OUT by WORKS,JOHN",2
06:56,,,,,"SUB OUT by GARRETT,PEYTON",,,"SUB OUT by GARRETT,PEYTON",2
06:51,"GOOD LAYUP by DALTON,PRICE(in the paint)",116 (+26),,90,,RHODES 116-90 (+26),,"GOOD LAYUP by DALTON,PRICE(in the paint)",2
06:39,,116 (+24),,92,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",BU 116-92 (+24),,"GOOD LAYUP by RICHARDSON,TERIK(in the paint)",2
06:34,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:18,"SUB IN by MINX,COLIN",,,,,,,"SUB IN by MINX,COLIN",2
06:18,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
06:18,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
06:18,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
06:18,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
06:18,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
06:18,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
06:18,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
06:18,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
06:18,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
06:14,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:14,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",2
06:14,,,,,"MISS FT by HODUM,RICK",,,"MISS FT by HODUM,RICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:14,,116 (+23),,93,"GOOD FT by HODUM,RICK",BU 116-93 (+23),,"GOOD FT by HODUM,RICK",2
06:14,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
06:14,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
06:03,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:53,"FOUL  by MINX,COLIN",,,,,,,"FOUL  by MINX,COLIN",2
05:53,,,,,"MISS FT by ROBERTS,JOSHUA",,,"MISS FT by ROBERTS,JOSHUA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:53,,116 (+22),,94,"GOOD FT by ROBERTS,JOSHUA",BU 116-94 (+22),,"GOOD FT by ROBERTS,JOSHUA",2
05:53,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
05:53,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
05:32,"GOOD JUMPER by HARRISON,IAN",118 (+24),,94,,RHODES 118-94 (+24),,"GOOD JUMPER by HARRISON,IAN",2
--,"ASSIST  by FERIA,NICK DE",,,,,,,"ASSIST  by FERIA,NICK DE",2
05:23,,,,,"MISS 3PTR by WEBBER,BRENT",,,"MISS 3PTR by WEBBER,BRENT",2
--,,,,,"REBOUND OFF by ROBERTS,JOSHUA",,,"REBOUND OFF by ROBERTS,JOSHUA",2
05:16,,118 (+21),,97,"GOOD 3PTR by ROBERTS,JOSHUA",BU 118-97 (+21),,"GOOD 3PTR by ROBERTS,JOSHUA",2
05:07,,,,,"FOUL  by WEBBER,BRENT",,,"FOUL  by WEBBER,BRENT",2
05:07,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:07,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,,,,,"REBOUND DEF by ROBERTS,JOSHUA",,,"REBOUND DEF by ROBERTS,JOSHUA",2
05:02,,,,,"TURNOVER  by ROBERTS,JOSHUA",,,"TURNOVER  by ROBERTS,JOSHUA",2
05:01,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",2
05:00,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",120 (+23),,97,,RHODES 120-97 (+23),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
05:00,,,,,"FOUL  by ROBERTS,JOSHUA",,,"FOUL  by ROBERTS,JOSHUA",2
05:00,"GOOD FT by NYAWATA,ANESU",121 (+24),,97,,RHODES 121-97 (+24),,"GOOD FT by NYAWATA,ANESU",2
04:52,,121 (+21),,100,"GOOD 3PTR by HODUM,RICK",BU 121-100 (+21),,"GOOD 3PTR by HODUM,RICK",2
--,,,,,"ASSIST  by ROBERTS,JOSHUA",,,"ASSIST  by ROBERTS,JOSHUA",2
04:42,,,,,"FOUL  by SR,KYLE PATTERSON",,,"FOUL  by SR,KYLE PATTERSON",2
04:41,"GOOD FT by ROTEMAN,EVAN",122 (+22),,100,,RHODES 122-100 (+22),,"GOOD FT by ROTEMAN,EVAN",2
04:39,,122 (+20),,102,"GOOD JUMPER by WEBBER,BRENT",BU 122-102 (+20),,"GOOD JUMPER by WEBBER,BRENT",2
04:39,"MISS FT by ROTEMAN,EVAN",,,,,,,"MISS FT by ROTEMAN,EVAN",2
--,,,,,"REBOUND DEF by SR,KYLE PATTERSON",,,"REBOUND DEF by SR,KYLE PATTERSON",2
04:39,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
04:39,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
04:39,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
04:39,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
04:39,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
04:39,"SUB OUT by MINX,COLIN",,,,,,,"SUB OUT by MINX,COLIN",2
04:39,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
04:39,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
04:39,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
04:39,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
04:37,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
04:23,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
04:21,,,,,"MISS FT by ROBERTS,JOSHUA",,,"MISS FT by ROBERTS,JOSHUA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:21,,122 (+19),,103,"GOOD FT by ROBERTS,JOSHUA",BU 122-103 (+19),,"GOOD FT by ROBERTS,JOSHUA",2
04:21,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
04:21,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
04:21,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
04:21,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
04:21,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
04:21,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
04:21,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
04:21,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
04:21,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
04:21,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
04:10,"GOOD 3PTR by WEATHERFORD,MITCH",125 (+22),,103,,RHODES 125-103 (+22),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by DALTON,PRICE",,,,,,,"ASSIST  by DALTON,PRICE",2
04:10,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",2
04:10,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
04:10,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
04:10,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
04:10,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
04:10,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
04:10,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
04:10,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
04:10,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
04:10,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
04:10,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",2
04:10,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
03:57,"FOUL  by MCINTYRE,WILLIAM",,,,,,,"FOUL  by MCINTYRE,WILLIAM",2
03:57,,125 (+21),,104,"GOOD FT by MCCOY,TOMMY",BU 125-104 (+21),,"GOOD FT by MCCOY,TOMMY",2
03:57,,125 (+20),,105,"GOOD FT by MCCOY,TOMMY",BU 125-105 (+20),,"GOOD FT by MCCOY,TOMMY",2
03:33,,,,,"FOUL  by SR,KYLE PATTERSON",,,"FOUL  by SR,KYLE PATTERSON",2
03:32,"GOOD FT by ASHBY,KENDRICK",126 (+21),,105,,RHODES 126-105 (+21),,"GOOD FT by ASHBY,KENDRICK",2
03:31,"GOOD FT by ASHBY,KENDRICK",127 (+22),,105,,RHODES 127-105 (+22),,"GOOD FT by ASHBY,KENDRICK",2
