Time Remaining,IWU,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
08:06,"MISS FT by CURRY,MILES",,,,,,,"MISS FT by CURRY,MILES",1
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",1
08:06,"SUB IN by COLEMAN,NICK",,,,,,,"SUB IN by COLEMAN,NICK",1
08:06,"SUB OUT by KNOBLOCH,ZACH",,,,,,,"SUB OUT by KNOBLOCH,ZACH",1
08:06,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
08:06,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
08:06,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
08:06,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
08:06,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
08:06,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
08:06,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
08:06,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
08:06,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
08:06,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
07:57,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",1
07:56,"STEAL  by WOLFE,GRANT",,,,,,,"STEAL  by WOLFE,GRANT",1
07:52,"GOOD 3PTR by COLEMAN,NICK",37 (+9),,28,,IWU 37-28 (-9),,"GOOD 3PTR by COLEMAN,NICK",1
--,"ASSIST  by WOLFE,GRANT",,,,,,,"ASSIST  by WOLFE,GRANT",1
07:40,"FOUL  by COLEMAN,NICK",,,,,,,"FOUL  by COLEMAN,NICK",1
07:40,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
07:40,,37 (+8),,29,"GOOD FT by BERRY,BRYCE",RHODES 37-29 (-8),,"GOOD FT by BERRY,BRYCE",1
07:40,,37 (+7),,30,"GOOD FT by BERRY,BRYCE",RHODES 37-30 (-7),,"GOOD FT by BERRY,BRYCE",1
07:40,"SUB IN by ROSE,BRADY",,,,,,,"SUB IN by ROSE,BRADY",1
07:40,"SUB IN by BEASLEY,JAYLEN",,,,,,,"SUB IN by BEASLEY,JAYLEN",1
07:40,"SUB OUT by CURRY,MILES",,,,,,,"SUB OUT by CURRY,MILES",1
07:40,"SUB OUT by WOLFE,GRANT",,,,,,,"SUB OUT by WOLFE,GRANT",1
07:32,"MISS JUMPER by BAKER,DANNY",,,,,,,"MISS JUMPER by BAKER,DANNY",1
--,"REBOUND OFF by BEASLEY,JAYLEN",,,,,,,"REBOUND OFF by BEASLEY,JAYLEN",1
07:29,"GOOD TIPIN by BEASLEY,JAYLEN(in the paint)",39 (+9),,30,,IWU 39-30 (-9),,"GOOD TIPIN by BEASLEY,JAYLEN(in the paint)",1
07:13,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",1
07:04,"MISS 3PTR by GREGOIRE,JASON",,,,,,,"MISS 3PTR by GREGOIRE,JASON",1
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",1
06:50,"FOUL  by BAKER,DANNY",,,,,,,"FOUL  by BAKER,DANNY",1
06:50,,39 (+8),,31,"GOOD FT by DARST,DANIEL",RHODES 39-31 (-8),,"GOOD FT by DARST,DANIEL",1
06:50,,39 (+7),,32,"GOOD FT by DARST,DANIEL",RHODES 39-32 (-7),,"GOOD FT by DARST,DANIEL",1
06:50,"SUB IN by BURDINE,TYLER",,,,,,,"SUB IN by BURDINE,TYLER",1
06:50,"SUB OUT by BAKER,DANNY",,,,,,,"SUB OUT by BAKER,DANNY",1
06:50,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
06:50,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
06:50,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
06:50,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
06:50,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
06:50,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
06:50,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",1
06:50,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
06:50,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
06:50,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
06:38,"GOOD LAYUP by ROSE,BRADY(in the paint)",41 (+9),,32,,IWU 41-32 (-9),,"GOOD LAYUP by ROSE,BRADY(in the paint)",1
06:25,,,,,"MISS JUMPER by DALTON,PRICE",,,"MISS JUMPER by DALTON,PRICE",1
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",1
06:11,,41 (+6),,35,"GOOD 3PTR by GALVIN,OWEN",RHODES 41-35 (-6),,"GOOD 3PTR by GALVIN,OWEN",1
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",1
06:07,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
06:07,"FOUL  by ROSE,BRADY",,,,,,,"FOUL  by ROSE,BRADY",1
06:04,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",1
06:04,"GOOD FT by ROSE,BRADY",42 (+7),,35,,IWU 42-35 (-7),,"GOOD FT by ROSE,BRADY",1
06:04,"GOOD FT by ROSE,BRADY",43 (+8),,35,,IWU 43-35 (-8),,"GOOD FT by ROSE,BRADY",1
06:04,"SUB IN by WOLFE,GRANT",,,,,,,"SUB IN by WOLFE,GRANT",1
06:04,"SUB IN by BONNETT,COLIN",,,,,,,"SUB IN by BONNETT,COLIN",1
06:04,"SUB OUT by COLEMAN,NICK",,,,,,,"SUB OUT by COLEMAN,NICK",1
06:04,"SUB OUT by GREGOIRE,JASON",,,,,,,"SUB OUT by GREGOIRE,JASON",1
06:04,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
06:04,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",1
05:53,,,,,"MISS JUMPER by GALVIN,OWEN",,,"MISS JUMPER by GALVIN,OWEN",1
--,,,,,"REBOUND OFF by DALTON,PRICE",,,"REBOUND OFF by DALTON,PRICE",1
05:51,"SUB IN by CURRY,MILES",,,,,,,"SUB IN by CURRY,MILES",1
05:51,"SUB OUT by BEASLEY,JAYLEN",,,,,,,"SUB OUT by BEASLEY,JAYLEN",1
05:41,,,,,"TURNOVER  by ROTEMAN,EVAN",,,"TURNOVER  by ROTEMAN,EVAN",1
05:40,,,,,"SUB IN by EVANS,ANDREW",,,"SUB IN by EVANS,ANDREW",1
05:40,,,,,"SUB IN by FERIA,NICK DE",,,"SUB IN by FERIA,NICK DE",1
05:40,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
05:40,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
05:40,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
05:40,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
05:40,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
05:40,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
05:40,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
05:38,,,,,"FOUL  by FERIA,NICK DE",,,"FOUL  by FERIA,NICK DE",1
05:38,"GOOD FT by WOLFE,GRANT",44 (+9),,35,,IWU 44-35 (-9),,"GOOD FT by WOLFE,GRANT",1
05:38,"MISS FT by WOLFE,GRANT",,,,,,,"MISS FT by WOLFE,GRANT",1
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",1
05:31,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",1
05:29,"STEAL  by WOLFE,GRANT",,,,,,,"STEAL  by WOLFE,GRANT",1
05:26,"GOOD LAYUP by ROSE,BRADY(fastbreak)(in the paint)",46 (+11),,35,,IWU 46-35 (-11),,"GOOD LAYUP by ROSE,BRADY(fastbreak)(in the paint)",1
05:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:23,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
05:23,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",1
05:23,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
05:23,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
05:23,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
05:23,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",1
05:23,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",1
05:23,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",1
05:23,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
05:23,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
05:13,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",1
--,"REBOUND DEF by BURDINE,TYLER",,,,,,,"REBOUND DEF by BURDINE,TYLER",1
05:01,"GOOD LAYUP by ROSE,BRADY(in the paint)",48 (+13),,35,,IWU 48-35 (-13),,"GOOD LAYUP by ROSE,BRADY(in the paint)",1
04:40,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",1
--,"REBOUND DEF by BURDINE,TYLER",,,,,,,"REBOUND DEF by BURDINE,TYLER",1
04:30,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",1
04:30,"GOOD FT by BONNETT,COLIN",49 (+14),,35,,IWU 49-35 (-14),,"GOOD FT by BONNETT,COLIN",1
04:30,"GOOD FT by BONNETT,COLIN",50 (+15),,35,,IWU 50-35 (-15),,"GOOD FT by BONNETT,COLIN",1
04:30,"SUB IN by WALLEN,DOUG",,,,,,,"SUB IN by WALLEN,DOUG",1
04:30,"SUB IN by KNOBLOCH,ZACH",,,,,,,"SUB IN by KNOBLOCH,ZACH",1
04:30,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",1
04:30,"SUB OUT by BONNETT,COLIN",,,,,,,"SUB OUT by BONNETT,COLIN",1
04:30,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
04:30,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
04:30,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
04:30,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
04:30,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
04:30,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
04:30,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",1
04:30,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
04:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
04:30,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
04:19,,,,,"MISS JUMPER by GALVIN,OWEN",,,"MISS JUMPER by GALVIN,OWEN",1
04:19,"BLOCK  by BURDINE,TYLER",,,,,,,"BLOCK  by BURDINE,TYLER",1
--,"REBOUND DEF by WALLEN,DOUG",,,,,,,"REBOUND DEF by WALLEN,DOUG",1
04:11,"GOOD DUNK by CURRY,MILES(fastbreak)(in the paint)",52 (+17),,35,,IWU 52-35 (-17),,"GOOD DUNK by CURRY,MILES(fastbreak)(in the paint)",1
--,"ASSIST  by KNOBLOCH,ZACH",,,,,,,"ASSIST  by KNOBLOCH,ZACH",1
04:02,"FOUL  by WOLFE,GRANT",,,,,,,"FOUL  by WOLFE,GRANT",1
04:02,,52 (+16),,36,"GOOD FT by ROTEMAN,EVAN",RHODES 52-36 (-16),,"GOOD FT by ROTEMAN,EVAN",1
04:02,,52 (+15),,37,"GOOD FT by ROTEMAN,EVAN",RHODES 52-37 (-15),,"GOOD FT by ROTEMAN,EVAN",1
04:02,"SUB IN by COLEMAN,NICK",,,,,,,"SUB IN by COLEMAN,NICK",1
04:02,"SUB IN by BAKER,DANNY",,,,,,,"SUB IN by BAKER,DANNY",1
04:02,"SUB OUT by CURRY,MILES",,,,,,,"SUB OUT by CURRY,MILES",1
04:02,"SUB OUT by WOLFE,GRANT",,,,,,,"SUB OUT by WOLFE,GRANT",1
04:02,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
04:02,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
04:02,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
04:02,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
04:02,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
04:02,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
04:02,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
04:02,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
04:02,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
04:02,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
04:00,"TURNOVER  by COLEMAN,NICK",,,,,,,"TURNOVER  by COLEMAN,NICK",1
03:57,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",,,"MISS 3PTR by MCINTYRE,WILLIAM",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
03:55,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,1
03:49,,52 (+12),,40,"GOOD 3PTR by MCINTYRE,WILLIAM",RHODES 52-40 (-12),,"GOOD 3PTR by MCINTYRE,WILLIAM",1
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",1
03:39,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",1
03:39,"MISS FT by COLEMAN,NICK",,,,,,,"MISS FT by COLEMAN,NICK",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:39,"GOOD FT by COLEMAN,NICK",53 (+13),,40,,IWU 53-40 (-13),,"GOOD FT by COLEMAN,NICK",1
03:39,"SUB IN by ROSE,BRADY",,,,,,,"SUB IN by ROSE,BRADY",1
03:39,"SUB IN by CURRY,MILES",,,,,,,"SUB IN by CURRY,MILES",1
03:39,"SUB OUT by WALLEN,DOUG",,,,,,,"SUB OUT by WALLEN,DOUG",1
03:39,"SUB OUT by BURDINE,TYLER",,,,,,,"SUB OUT by BURDINE,TYLER",1
03:27,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",1
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",1
03:19,,53 (+11),,42,"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 53-42 (-11),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
03:11,"MISS 3PTR by KNOBLOCH,ZACH",,,,,,,"MISS 3PTR by KNOBLOCH,ZACH",1
--,"REBOUND OFF by BAKER,DANNY",,,,,,,"REBOUND OFF by BAKER,DANNY",1
03:07,"MISS JUMPER by BAKER,DANNY",,,,,,,"MISS JUMPER by BAKER,DANNY",1
--,,,,,"REBOUND DEF by SAMSON,VAUGHN",,,"REBOUND DEF by SAMSON,VAUGHN",1
03:01,,53 (+9),,44,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",RHODES 53-44 (-9),,"GOOD LAYUP by NYAWATA,ANESU(fastbreak)(in the paint)",1
02:50,,,,,"FOUL  by SAMSON,VAUGHN",,,"FOUL  by SAMSON,VAUGHN",1
02:50,"GOOD FT by COLEMAN,NICK",54 (+10),,44,,IWU 54-44 (-10),,"GOOD FT by COLEMAN,NICK",1
02:50,"GOOD FT by COLEMAN,NICK",55 (+11),,44,,IWU 55-44 (-11),,"GOOD FT by COLEMAN,NICK",1
02:50,"SUB IN by BONNETT,COLIN",,,,,,,"SUB IN by BONNETT,COLIN",1
02:50,"SUB OUT by KNOBLOCH,ZACH",,,,,,,"SUB OUT by KNOBLOCH,ZACH",1
02:50,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
02:50,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:50,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",1
02:50,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",1
02:50,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
02:50,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
02:50,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",1
02:50,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
02:50,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:50,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
02:41,,,,,"MISS JUMPER by DALTON,PRICE",,,"MISS JUMPER by DALTON,PRICE",1
--,"REBOUND DEF by BAKER,DANNY",,,,,,,"REBOUND DEF by BAKER,DANNY",1
02:34,"GOOD LAYUP by ROSE,BRADY(fastbreak)(in the paint)",57 (+13),,44,,IWU 57-44 (-13),,"GOOD LAYUP by ROSE,BRADY(fastbreak)(in the paint)",1
--,"ASSIST  by BONNETT,COLIN",,,,,,,"ASSIST  by BONNETT,COLIN",1
02:13,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",1
--,"REBOUND DEF by BAKER,DANNY",,,,,,,"REBOUND DEF by BAKER,DANNY",1
01:59,"MISS 3PTR by ROSE,BRADY",,,,,,,"MISS 3PTR by ROSE,BRADY",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
01:38,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",1
--,"REBOUND DEF by COLEMAN,NICK",,,,,,,"REBOUND DEF by COLEMAN,NICK",1
01:32,"GOOD 3PTR by ROSE,BRADY",60 (+16),,44,,IWU 60-44 (-16),,"GOOD 3PTR by ROSE,BRADY",1
--,"ASSIST  by CURRY,MILES",,,,,,,"ASSIST  by CURRY,MILES",1
01:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
01:20,,,,,"SUB IN by SAMSON,VAUGHN",,,"SUB IN by SAMSON,VAUGHN",1
01:20,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
01:20,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
01:20,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
01:20,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:20,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",1
01:20,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
01:20,,,,,"SUB OUT by ROTEMAN,EVAN",,,"SUB OUT by ROTEMAN,EVAN",1
01:20,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",1
01:20,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",1
01:18,,,,,"MISS 3PTR by DARST,DANIEL",,,"MISS 3PTR by DARST,DANIEL",1
--,"REBOUND DEF by BAKER,DANNY",,,,,,,"REBOUND DEF by BAKER,DANNY",1
01:09,"GOOD LAYUP by BONNETT,COLIN(in the paint)",62 (+18),,44,,IWU 62-44 (-18),,"GOOD LAYUP by BONNETT,COLIN(in the paint)",1
01:09,,,,,"FOUL  by MCINTYRE,WILLIAM",,,"FOUL  by MCINTYRE,WILLIAM",1
01:09,"GOOD FT by BONNETT,COLIN",63 (+19),,44,,IWU 63-44 (-19),,"GOOD FT by BONNETT,COLIN",1
01:09,"SUB IN by GREGOIRE,JASON",,,,,,,"SUB IN by GREGOIRE,JASON",1
01:09,"SUB OUT by COLEMAN,NICK",,,,,,,"SUB OUT by COLEMAN,NICK",1
00:59,"FOUL  by CURRY,MILES",,,,,,,"FOUL  by CURRY,MILES",1
00:59,,63 (+18),,45,"GOOD FT by NYAWATA,ANESU",RHODES 63-45 (-18),,"GOOD FT by NYAWATA,ANESU",1
00:59,,63 (+17),,46,"GOOD FT by NYAWATA,ANESU",RHODES 63-46 (-17),,"GOOD FT by NYAWATA,ANESU",1
00:59,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
00:59,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
00:55,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",1
00:55,"GOOD FT by CURRY,MILES",64 (+18),,46,,IWU 64-46 (-18),,"GOOD FT by CURRY,MILES",1
00:55,"GOOD FT by CURRY,MILES",65 (+19),,46,,IWU 65-46 (-19),,"GOOD FT by CURRY,MILES",1
00:55,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",1
00:55,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",1
00:43,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",1
00:42,"STEAL  by BAKER,DANNY",,,,,,,"STEAL  by BAKER,DANNY",1
00:31,"MISS JUMPER by GREGOIRE,JASON",,,,,,,"MISS JUMPER by GREGOIRE,JASON",1
--,"REBOUND OFF by GREGOIRE,JASON",,,,,,,"REBOUND OFF by GREGOIRE,JASON",1
00:28,"TURNOVER  by GREGOIRE,JASON",,,,,,,"TURNOVER  by GREGOIRE,JASON",1
00:26,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",1
00:24,"FOUL  by ROSE,BRADY",,,,,,,"FOUL  by ROSE,BRADY",1
00:24,,,,,"MISS FT by BERRY,BRYCE",,,"MISS FT by BERRY,BRYCE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:24,,65 (+18),,47,"GOOD FT by BERRY,BRYCE",RHODES 65-47 (-18),,"GOOD FT by BERRY,BRYCE",1
00:24,"SUB IN by COLEMAN,NICK",,,,,,,"SUB IN by COLEMAN,NICK",1
00:24,"SUB OUT by ROSE,BRADY",,,,,,,"SUB OUT by ROSE,BRADY",1
00:24,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
00:24,,,,,"SUB OUT by MCINTYRE,WILLIAM",,,"SUB OUT by MCINTYRE,WILLIAM",1
00:20,"GOOD LAYUP by BONNETT,COLIN(fastbreak)(in the paint)",67 (+20),,47,,IWU 67-47 (-20),,"GOOD LAYUP by BONNETT,COLIN(fastbreak)(in the paint)",1
00:04,,67 (+18),,49,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 67-49 (-18),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",1
00:04,"FOUL  by BONNETT,COLIN",,,,,,,"FOUL  by BONNETT,COLIN",1
00:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:04,,67 (+17),,50,"GOOD FT by BERRY,BRYCE",RHODES 67-50 (-17),,"GOOD FT by BERRY,BRYCE",1
00:04,"SUB IN by KNOBLOCH,ZACH",,,,,,,"SUB IN by KNOBLOCH,ZACH",1
00:04,"SUB OUT by CURRY,MILES",,,,,,,"SUB OUT by CURRY,MILES",1
19:53,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by O'NEILL,ALEX",,,,,,,"REBOUND DEF by O'NEILL,ALEX",2
19:47,"TURNOVER  by O'NEILL,ALEX",,,,,,,"TURNOVER  by O'NEILL,ALEX",2
19:46,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
19:45,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
19:45,,,,,"FOUL  by BERRY,BRYCE",,,"FOUL  by BERRY,BRYCE",2
19:45,,,,,"MISS JUMPER by ASHBY,KENDRICK",,,"MISS JUMPER by ASHBY,KENDRICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:40,"MISS JUMPER by O'NEILL,ALEX",,,,,,,"MISS JUMPER by O'NEILL,ALEX",2
--,"REBOUND OFF by O'NEILL,ALEX",,,,,,,"REBOUND OFF by O'NEILL,ALEX",2
19:34,"GOOD LAYUP by O'NEILL,ALEX(in the paint)",69 (+19),,50,,IWU 69-50 (-19),,"GOOD LAYUP by O'NEILL,ALEX(in the paint)",2
19:28,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
19:28,"BLOCK  by BEASLEY,JAYLEN",,,,,,,"BLOCK  by BEASLEY,JAYLEN",2
--,,,,,"REBOUND OFF by ASHBY,KENDRICK",,,"REBOUND OFF by ASHBY,KENDRICK",2
19:22,,69 (+17),,52,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHODES 69-52 (-17),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
19:12,"GOOD LAYUP by O'NEILL,ALEX(fastbreak)(in the paint)",71 (+19),,52,,IWU 71-52 (-19),,"GOOD LAYUP by O'NEILL,ALEX(fastbreak)(in the paint)",2
--,"ASSIST  by BONNETT,COLIN",,,,,,,"ASSIST  by BONNETT,COLIN",2
