Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
10:18,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",30 (+11),,19,,RHODES 30-19 (+11),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
10:09,,,,,"SUB IN by FEIDER,JP",,,"SUB IN by FEIDER,JP",1
10:09,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",1
10:02,,,,,"MISS LAYUP by HOGAN,KAM",,,"MISS LAYUP by HOGAN,KAM",1
--,,,,,"REBOUND OFF by FEIDER,JP",,,"REBOUND OFF by FEIDER,JP",1
10:00,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",1
10:00,,,,,"MISS FT by FEIDER,JP",,,"MISS FT by FEIDER,JP",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:00,,30 (+10),,20,"GOOD FT by FEIDER,JP",ACM 30-20 (+10),,"GOOD FT by FEIDER,JP",1
10:00,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
10:00,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
10:00,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",1
10:00,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",1
09:51,"MISS 3PTR by EVANS,ANDREW",,,,,,,"MISS 3PTR by EVANS,ANDREW",1
--,"REBOUND OFF by DALTON,PRICE",,,,,,,"REBOUND OFF by DALTON,PRICE",1
09:46,"TURNOVER  by DALTON,PRICE",,,,,,,"TURNOVER  by DALTON,PRICE",1
09:46,,,,,"TURNOVER  by QUINN,JOSH",,,"TURNOVER  by QUINN,JOSH",1
09:45,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
09:45,,,,,"STEAL  by MERCADEL,JUSTICE",,,"STEAL  by MERCADEL,JUSTICE",1
09:39,,,,,"TURNOVER  by FEIDER,JP",,,"TURNOVER  by FEIDER,JP",1
09:38,"STEAL  by EVANS,ANDREW",,,,,,,"STEAL  by EVANS,ANDREW",1
09:37,"TURNOVER  by EVANS,ANDREW",,,,,,,"TURNOVER  by EVANS,ANDREW",1
09:36,,,,,"STEAL  by HOLLAND,MICHAEL",,,"STEAL  by HOLLAND,MICHAEL",1
09:29,,,,,"MISS 3PTR by MERCADEL,JUSTICE",,,"MISS 3PTR by MERCADEL,JUSTICE",1
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",1
09:27,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
09:27,,30 (+9),,21,"GOOD FT by HOLLAND,MICHAEL",ACM 30-21 (+9),,"GOOD FT by HOLLAND,MICHAEL",1
09:27,,30 (+8),,22,"GOOD FT by HOLLAND,MICHAEL",ACM 30-22 (+8),,"GOOD FT by HOLLAND,MICHAEL",1
09:27,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",1
09:27,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",1
09:12,"GOOD 3PTR by EVANS,ANDREW",33 (+11),,22,,RHODES 33-22 (+11),,"GOOD 3PTR by EVANS,ANDREW",1
--,"ASSIST  by MCINTYRE,WILLIAM",,,,,,,"ASSIST  by MCINTYRE,WILLIAM",1
08:56,,,,,"TURNOVER  by FEIDER,JP",,,"TURNOVER  by FEIDER,JP",1
08:56,"STEAL  by MCINTYRE,WILLIAM",,,,,,,"STEAL  by MCINTYRE,WILLIAM",1
08:56,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
08:56,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
08:56,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
08:56,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",1
08:56,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
08:56,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
08:56,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
08:56,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
08:56,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
08:56,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
08:56,,,,,"SUB IN by HARDWICK,JOSH",,,"SUB IN by HARDWICK,JOSH",1
08:56,,,,,"SUB OUT by HILL,KAMERON",,,"SUB OUT by HILL,KAMERON",1
08:47,"MISS 3PTR by SWIFT,DJ",,,,,,,"MISS 3PTR by SWIFT,DJ",1
08:47,,,,,"BLOCK  by MERCADEL,JUSTICE",,,"BLOCK  by MERCADEL,JUSTICE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
08:32,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",35 (+13),,22,,RHODES 35-22 (+13),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
--,"ASSIST  by SWIFT,DJ",,,,,,,"ASSIST  by SWIFT,DJ",1
08:19,,35 (+11),,24,"GOOD LAYUP by NICKENS,ZACHARY(fastbreak)(in the paint)",ACM 35-24 (+11),,"GOOD LAYUP by NICKENS,ZACHARY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by FEIDER,JP",,,"ASSIST  by FEIDER,JP",1
08:09,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",1
08:09,,,,,"BLOCK  by MERCADEL,JUSTICE",,,"BLOCK  by MERCADEL,JUSTICE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
08:07,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",1
08:07,,,,,"SUB IN by GARRETT,JOSH",,,"SUB IN by GARRETT,JOSH",1
08:07,,,,,"SUB OUT by FEIDER,JP",,,"SUB OUT by FEIDER,JP",1
08:07,,,,,"SUB OUT by QUINN,JOSH",,,"SUB OUT by QUINN,JOSH",1
08:00,"MISS 3PTR by SWIFT,DJ",,,,,,,"MISS 3PTR by SWIFT,DJ",1
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",1
07:57,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",1
07:57,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
07:57,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
07:57,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
07:57,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
07:57,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
07:57,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
07:57,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",1
07:57,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
07:57,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
07:52,,35 (+9),,26,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",ACM 35-26 (+9),,"GOOD LAYUP by HOLLAND,MICHAEL(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by HARDWICK,JOSH",,,"ASSIST  by HARDWICK,JOSH",1
07:38,"GOOD 3PTR by ROTEMAN,EVAN",38 (+12),,26,,RHODES 38-26 (+12),,"GOOD 3PTR by ROTEMAN,EVAN",1
--,"ASSIST  by GALVIN,OWEN",,,,,,,"ASSIST  by GALVIN,OWEN",1
07:24,,,,,"MISS JUMPER by NICKENS,ZACHARY",,,"MISS JUMPER by NICKENS,ZACHARY",1
--,"REBOUND DEF by ROTEMAN,EVAN",,,,,,,"REBOUND DEF by ROTEMAN,EVAN",1
07:08,,,,,"FOUL  by NICKENS,ZACHARY",,,"FOUL  by NICKENS,ZACHARY",1
07:08,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:08,"GOOD FT by BERRY,BRYCE",39 (+13),,26,,RHODES 39-26 (+13),,"GOOD FT by BERRY,BRYCE",1
07:08,"GOOD FT by BERRY,BRYCE",40 (+14),,26,,RHODES 40-26 (+14),,"GOOD FT by BERRY,BRYCE",1
07:08,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
07:08,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
07:08,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
07:08,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
07:08,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
07:08,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
07:08,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
07:08,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
07:08,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
07:08,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",1
07:03,,,,,"TURNOVER  by HOLLAND,MICHAEL",,,"TURNOVER  by HOLLAND,MICHAEL",1
06:44,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",1
06:44,,,,,"SUB IN by HOGAN,KAM",,,"SUB IN by HOGAN,KAM",1
06:44,,,,,"SUB OUT by MERCADEL,JUSTICE",,,"SUB OUT by MERCADEL,JUSTICE",1
06:26,"MISS JUMPER by EVANS,ANDREW",,,,,,,"MISS JUMPER by EVANS,ANDREW",1
06:26,,,,,"BLOCK  by MERCADEL,JUSTICE",,,"BLOCK  by MERCADEL,JUSTICE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
06:23,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND OFF by MCINTYRE,WILLIAM",,,,,,,"REBOUND OFF by MCINTYRE,WILLIAM",1
06:19,"GOOD 3PTR by EVANS,ANDREW",43 (+17),,26,,RHODES 43-26 (+17),,"GOOD 3PTR by EVANS,ANDREW",1
--,"ASSIST  by MCINTYRE,WILLIAM",,,,,,,"ASSIST  by MCINTYRE,WILLIAM",1
06:03,,43 (+15),,28,"GOOD LAYUP by NICKENS,ZACHARY(in the paint)",ACM 43-28 (+15),,"GOOD LAYUP by NICKENS,ZACHARY(in the paint)",1
--,,,,,"ASSIST  by HOLLAND,MICHAEL",,,"ASSIST  by HOLLAND,MICHAEL",1
05:53,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
05:53,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
05:53,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
05:53,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",1
05:53,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
05:53,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
05:53,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
05:53,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
05:53,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
05:53,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
05:53,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",1
05:53,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",1
05:53,,,,,"SUB OUT by GARRETT,JOSH",,,"SUB OUT by GARRETT,JOSH",1
05:53,,,,,"SUB OUT by HARDWICK,JOSH",,,"SUB OUT by HARDWICK,JOSH",1
05:45,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",45 (+17),,28,,RHODES 45-28 (+17),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
05:30,,45 (+14),,31,"GOOD 3PTR by HILL,KAMERON",ACM 45-31 (+14),,"GOOD 3PTR by HILL,KAMERON",1
--,,,,,"ASSIST  by NICKENS,ZACHARY",,,"ASSIST  by NICKENS,ZACHARY",1
05:21,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",1
05:21,"MISS FT by WEATHERFORD,MITCH",,,,,,,"MISS FT by WEATHERFORD,MITCH",1
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",1
--,,,,,"ASSIST  by HILL,KAMERON",,,"ASSIST  by HILL,KAMERON",1
05:06,,45 (+12),,33,"GOOD DUNK by NICKENS,ZACHARY(in the paint)",ACM 45-33 (+12),,"GOOD DUNK by NICKENS,ZACHARY(in the paint)",1
04:48,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",1
04:48,"GOOD FT by WEATHERFORD,MITCH",46 (+13),,33,,RHODES 46-33 (+13),,"GOOD FT by WEATHERFORD,MITCH",1
04:48,"GOOD FT by WEATHERFORD,MITCH",47 (+14),,33,,RHODES 47-33 (+14),,"GOOD FT by WEATHERFORD,MITCH",1
04:48,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
04:48,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
04:48,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
04:48,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
04:48,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",1
04:48,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
04:48,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
04:48,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
04:48,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",1
04:48,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
04:42,,,,,"MISS LAYUP by FEIDER,JP",,,"MISS LAYUP by FEIDER,JP",1
--,"REBOUND DEF by LOVE,KERRY",,,,,,,"REBOUND DEF by LOVE,KERRY",1
04:29,,,,,"SUB IN by QUINN,JOSH",,,"SUB IN by QUINN,JOSH",1
04:29,,,,,"SUB IN by FEIDER,JP",,,"SUB IN by FEIDER,JP",1
04:29,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",1
04:29,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",1
04:27,"GOOD 3PTR by BERRY,BRYCE",50 (+17),,33,,RHODES 50-33 (+17),,"GOOD 3PTR by BERRY,BRYCE",1
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",1
04:11,,,,,"TURNOVER  by HILL,KAMERON",,,"TURNOVER  by HILL,KAMERON",1
04:11,"STEAL  by LOVE,KERRY",,,,,,,"STEAL  by LOVE,KERRY",1
04:07,"MISS LAYUP by LOVE,KERRY",,,,,,,"MISS LAYUP by LOVE,KERRY",1
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",1
04:02,"GOOD LAYUP by GALVIN,OWEN(in the paint)",52 (+19),,33,,RHODES 52-33 (+19),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
03:53,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,1
03:53,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
03:53,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
03:53,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
03:53,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
03:53,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
03:53,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
03:53,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
03:53,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
03:53,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",1
03:53,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
03:42,"FOUL  by MCINTYRE,WILLIAM",,,,,,,"FOUL  by MCINTYRE,WILLIAM",1
03:42,,52 (+18),,34,"GOOD FT by NICKENS,ZACHARY",ACM 52-34 (+18),,"GOOD FT by NICKENS,ZACHARY",1
03:42,,52 (+17),,35,"GOOD FT by NICKENS,ZACHARY",ACM 52-35 (+17),,"GOOD FT by NICKENS,ZACHARY",1
03:42,,,,,"SUB IN by GARRETT,JOSH",,,"SUB IN by GARRETT,JOSH",1
03:42,,,,,"SUB IN by HOGAN,KAM",,,"SUB IN by HOGAN,KAM",1
03:42,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",1
03:42,,,,,"SUB OUT by FEIDER,JP",,,"SUB OUT by FEIDER,JP",1
03:42,,,,,"SUB OUT by MERCADEL,JUSTICE",,,"SUB OUT by MERCADEL,JUSTICE",1
03:42,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",1
03:34,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",54 (+19),,35,,RHODES 54-35 (+19),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
03:24,,,,,"TURNOVER  by HILL,KAMERON",,,"TURNOVER  by HILL,KAMERON",1
03:24,"STEAL  by NESTLEHUTT,JAKE",,,,,,,"STEAL  by NESTLEHUTT,JAKE",1
03:22,,,,,"FOUL  by HILL,KAMERON",,,"FOUL  by HILL,KAMERON",1
03:22,"MISS FT by EVANS,ANDREW",,,,,,,"MISS FT by EVANS,ANDREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:22,"GOOD FT by EVANS,ANDREW",55 (+20),,35,,RHODES 55-35 (+20),,"GOOD FT by EVANS,ANDREW",1
03:22,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",1
03:22,,,,,"SUB OUT by HILL,KAMERON",,,"SUB OUT by HILL,KAMERON",1
03:15,,,,,"MISS 3PTR by HOLLAND,MICHAEL",,,"MISS 3PTR by HOLLAND,MICHAEL",1
--,,,,,"REBOUND OFF by NICKENS,ZACHARY",,,"REBOUND OFF by NICKENS,ZACHARY",1
03:12,,,,,"MISS LAYUP by NICKENS,ZACHARY",,,"MISS LAYUP by NICKENS,ZACHARY",1
--,"REBOUND DEF by EVANS,ANDREW",,,,,,,"REBOUND DEF by EVANS,ANDREW",1
03:03,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",57 (+22),,35,,RHODES 57-35 (+22),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
02:43,,,,,"TURNOVER  by HOGAN,KAM",,,"TURNOVER  by HOGAN,KAM",1
02:41,,,,,"SUB IN by MERCADEL,JUSTICE",,,"SUB IN by MERCADEL,JUSTICE",1
02:41,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",1
02:15,"MISS 3PTR by MCINTYRE,WILLIAM",,,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",1
--,,,,,"REBOUND DEF by NICKENS,ZACHARY",,,"REBOUND DEF by NICKENS,ZACHARY",1
02:08,,,,,"MISS 3PTR by QUINN,JOSH",,,"MISS 3PTR by QUINN,JOSH",1
--,,,,,"REBOUND OFF by GARRETT,JOSH",,,"REBOUND OFF by GARRETT,JOSH",1
02:03,,,,,"MISS LAYUP by GARRETT,JOSH",,,"MISS LAYUP by GARRETT,JOSH",1
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",1
02:00,,57 (+20),,37,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",ACM 57-37 (+20),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",1
01:49,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by NICKENS,ZACHARY",,,"REBOUND DEF by NICKENS,ZACHARY",1
01:36,,,,,"MISS JUMPER by HOLLAND,MICHAEL",,,"MISS JUMPER by HOLLAND,MICHAEL",1
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",1
01:32,,,,,"MISS 3PTR by QUINN,JOSH",,,"MISS 3PTR by QUINN,JOSH",1
--,"REBOUND DEF by NYAWATA,ANESU",,,,,,,"REBOUND DEF by NYAWATA,ANESU",1
01:22,"GOOD 3PTR by NESTLEHUTT,JAKE",60 (+23),,37,,RHODES 60-37 (+23),,"GOOD 3PTR by NESTLEHUTT,JAKE",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
01:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:19,,,,,"SUB IN by HARDWICK,JOSH",,,"SUB IN by HARDWICK,JOSH",1
01:19,,,,,"SUB IN by FEIDER,JP",,,"SUB IN by FEIDER,JP",1
01:19,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",1
01:19,,,,,"SUB OUT by GARRETT,JOSH",,,"SUB OUT by GARRETT,JOSH",1
01:19,,,,,"SUB OUT by NICKENS,ZACHARY",,,"SUB OUT by NICKENS,ZACHARY",1
01:19,,,,,"SUB OUT by QUINN,JOSH",,,"SUB OUT by QUINN,JOSH",1
01:14,,,,,"TURNOVER  by HARDWICK,JOSH",,,"TURNOVER  by HARDWICK,JOSH",1
01:12,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",1
01:06,,,,,"MISS LAYUP by FEIDER,JP",,,"MISS LAYUP by FEIDER,JP",1
--,"REBOUND DEF by ASHBY,KENDRICK",,,,,,,"REBOUND DEF by ASHBY,KENDRICK",1
00:59,"MISS 3PTR by SAMSON,VAUGHN",,,,,,,"MISS 3PTR by SAMSON,VAUGHN",1
--,,,,,"REBOUND DEF by HILL,KAMERON",,,"REBOUND DEF by HILL,KAMERON",1
00:53,,60 (+21),,39,"GOOD LAYUP by MERCADEL,JUSTICE(fastbreak)(in the paint)",ACM 60-39 (+21),,"GOOD LAYUP by MERCADEL,JUSTICE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by HILL,KAMERON",,,"ASSIST  by HILL,KAMERON",1
00:44,"MISS LAYUP by FERIA,NICK DE",,,,,,,"MISS LAYUP by FERIA,NICK DE",1
--,"REBOUND OFF by SAMSON,VAUGHN",,,,,,,"REBOUND OFF by SAMSON,VAUGHN",1
00:41,"GOOD TIPIN by SAMSON,VAUGHN(in the paint)",62 (+23),,39,,RHODES 62-39 (+23),,"GOOD TIPIN by SAMSON,VAUGHN(in the paint)",1
00:28,"FOUL  by FERIA,NICK DE",,,,,,,"FOUL  by FERIA,NICK DE",1
00:28,,62 (+22),,40,"GOOD FT by HOLLAND,MICHAEL",ACM 62-40 (+22),,"GOOD FT by HOLLAND,MICHAEL",1
00:28,,62 (+21),,41,"GOOD FT by HOLLAND,MICHAEL",ACM 62-41 (+21),,"GOOD FT by HOLLAND,MICHAEL",1
00:28,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
00:28,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
00:28,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
00:28,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
00:28,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",1
00:28,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
00:28,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
00:28,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
00:28,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
00:28,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
00:28,,,,,"SUB IN by NICKENS,ZACHARY",,,"SUB IN by NICKENS,ZACHARY",1
00:28,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",1
00:03,"MISS 3PTR by ROTEMAN,EVAN",,,,,,,"MISS 3PTR by ROTEMAN,EVAN",1
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",1
00:00,"MISS JUMPER by DARST,DANIEL",,,,,,,"MISS JUMPER by DARST,DANIEL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:58,,,,,"MISS 3PTR by QUINN,JOSH",,,"MISS 3PTR by QUINN,JOSH",2
--,"REBOUND DEF by NYAWATA,ANESU",,,,,,,"REBOUND DEF by NYAWATA,ANESU",2
19:42,"MISS LAYUP by MCINTYRE,WILLIAM",,,,,,,"MISS LAYUP by MCINTYRE,WILLIAM",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
19:36,,62 (+19),,43,"GOOD LAYUP by HOGAN,KAM(fastbreak)(in the paint)",ACM 62-43 (+19),,"GOOD LAYUP by HOGAN,KAM(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MERCADEL,JUSTICE",,,"ASSIST  by MERCADEL,JUSTICE",2
19:17,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND OFF by MCINTYRE,WILLIAM",,,,,,,"REBOUND OFF by MCINTYRE,WILLIAM",2
19:15,"GOOD TIPIN by MCINTYRE,WILLIAM(in the paint)",64 (+21),,43,,RHODES 64-43 (+21),,"GOOD TIPIN by MCINTYRE,WILLIAM(in the paint)",2
