Time Remaining,VCMB1718,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
07:04,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
06:43,,87,,104 (+17),"GOOD JUMPER by HARRISON,IAN",RHODES 87-104 (+17),,"GOOD JUMPER by HARRISON,IAN",2
06:25,"MISS JUMPER by SEFF,ALEX",,,,,,,"MISS JUMPER by SEFF,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:23,"SUB IN by BROWNE,JESSE",,,,,,,"SUB IN by BROWNE,JESSE",2
06:23,"SUB OUT by DYSLIN,MASON",,,,,,,"SUB OUT by DYSLIN,MASON",2
06:23,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
06:23,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
06:23,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:23,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
06:23,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
06:23,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
06:23,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
06:23,,,,,"SUB OUT by LOVE,KERRY",,,"SUB OUT by LOVE,KERRY",2
06:23,,,,,"SUB OUT by EVANS,ANDREW",,,"SUB OUT by EVANS,ANDREW",2
06:23,,,,,"SUB OUT by FERIA,NICK DE",,,"SUB OUT by FERIA,NICK DE",2
06:13,"FOUL  by MURRAY,OWEN",,,,,,,"FOUL  by MURRAY,OWEN",2
06:13,,87,,105 (+18),"GOOD FT by BERRY,BRYCE",RHODES 87-105 (+18),,"GOOD FT by BERRY,BRYCE",2
06:13,,87,,106 (+19),"GOOD FT by BERRY,BRYCE",RHODES 87-106 (+19),,"GOOD FT by BERRY,BRYCE",2
06:13,,87,,107 (+20),"GOOD FT by BERRY,BRYCE",RHODES 87-107 (+20),,"GOOD FT by BERRY,BRYCE",2
06:08,"TURNOVER  by GETTINGS,HUNTER",,,,,,,"TURNOVER  by GETTINGS,HUNTER",2
06:06,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
06:04,,87,,109 (+22),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 87-109 (+22),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
05:59,"SUB IN by KAPPES,KYLE",,,,,,,"SUB IN by KAPPES,KYLE",2
05:59,"SUB OUT by SEFF,ALEX",,,,,,,"SUB OUT by SEFF,ALEX",2
05:47,"GOOD LAYUP by BROWNRIDGE,JOSH(in the paint)",89,,109 (+20),,VCMB1718 89-109 (+20),,"GOOD LAYUP by BROWNRIDGE,JOSH(in the paint)",2
--,"ASSIST  by MURRAY,OWEN",,,,,,,"ASSIST  by MURRAY,OWEN",2
05:32,,89,,111 (+22),"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHODES 89-111 (+22),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
05:21,"TURNOVER  by BROWNE,JESSE",,,,,,,"TURNOVER  by BROWNE,JESSE",2
05:19,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
05:16,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",2
05:10,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",2
05:10,,,,,"SUB IN by MINX,COLIN",,,"SUB IN by MINX,COLIN",2
05:10,,,,,"SUB IN by SWIFT,DJ",,,"SUB IN by SWIFT,DJ",2
05:10,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
05:10,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
05:10,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
05:10,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
05:10,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
05:10,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:10,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
05:10,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
05:05,"MISS 3PTR by KAPPES,KYLE",,,,,,,"MISS 3PTR by KAPPES,KYLE",2
--,"REBOUND OFF by BROWNRIDGE,JOSH",,,,,,,"REBOUND OFF by BROWNRIDGE,JOSH",2
04:57,"MISS 3PTR by KAPPES,KYLE",,,,,,,"MISS 3PTR by KAPPES,KYLE",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
04:49,,,,,"MISS JUMPER by NYAWATA,ANESU",,,"MISS JUMPER by NYAWATA,ANESU",2
--,"REBOUND DEF by BROWNE,JESSE",,,,,,,"REBOUND DEF by BROWNE,JESSE",2
04:43,"GOOD LAYUP by MURRAY,OWEN(fastbreak)(in the paint)",91,,111 (+20),,VCMB1718 91-111 (+20),,"GOOD LAYUP by MURRAY,OWEN(fastbreak)(in the paint)",2
04:43,,,,,"FOUL  by SWIFT,DJ",,,"FOUL  by SWIFT,DJ",2
04:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
04:43,"GOOD FT by MURRAY,OWEN",92,,111 (+19),,VCMB1718 92-111 (+19),,"GOOD FT by MURRAY,OWEN",2
04:36,,,,,"MISS JUMPER by LOVE,KERRY",,,"MISS JUMPER by LOVE,KERRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:31,"GOOD LAYUP by BROWNRIDGE,JOSH(fastbreak)(in the paint)",94,,111 (+17),,VCMB1718 94-111 (+17),,"GOOD LAYUP by BROWNRIDGE,JOSH(fastbreak)(in the paint)",2
--,"ASSIST  by GETTINGS,HUNTER",,,,,,,"ASSIST  by GETTINGS,HUNTER",2
04:23,,,,,"TURNOVER  by FERIA,NICK DE",,,"TURNOVER  by FERIA,NICK DE",2
04:23,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
04:23,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
04:23,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
04:23,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
04:23,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
04:23,,,,,"SUB OUT by MINX,COLIN",,,"SUB OUT by MINX,COLIN",2
04:23,,,,,"SUB OUT by SWIFT,DJ",,,"SUB OUT by SWIFT,DJ",2
04:23,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
04:23,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
04:23,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:14,"GOOD LAYUP by KAPPES,KYLE(in the paint)",96,,111 (+15),,VCMB1718 96-111 (+15),,"GOOD LAYUP by KAPPES,KYLE(in the paint)",2
--,"ASSIST  by BROWNRIDGE,JOSH",,,,,,,"ASSIST  by BROWNRIDGE,JOSH",2
03:58,,,,,"TURNOVER  by NESTLEHUTT,JAKE",,,"TURNOVER  by NESTLEHUTT,JAKE",2
03:57,"STEAL  by MURRAY,OWEN",,,,,,,"STEAL  by MURRAY,OWEN",2
03:54,"GOOD LAYUP by GETTINGS,HUNTER(fastbreak)(in the paint)",98,,111 (+13),,VCMB1718 98-111 (+13),,"GOOD LAYUP by GETTINGS,HUNTER(fastbreak)(in the paint)",2
--,"ASSIST  by MURRAY,OWEN",,,,,,,"ASSIST  by MURRAY,OWEN",2
03:41,,98,,113 (+15),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHODES 98-113 (+15),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
03:27,"GOOD LAYUP by GETTINGS,HUNTER(fastbreak)(in the paint)",100,,113 (+13),,VCMB1718 100-113 (+13),,"GOOD LAYUP by GETTINGS,HUNTER(fastbreak)(in the paint)",2
--,"ASSIST  by BROWNE,JESSE",,,,,,,"ASSIST  by BROWNE,JESSE",2
03:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:03,,100,,115 (+15),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 100-115 (+15),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
02:49,"MISS JUMPER by SEFF,ALEX",,,,,,,"MISS JUMPER by SEFF,ALEX",2
--,,,,,"REBOUND DEF by NYAWATA,ANESU",,,"REBOUND DEF by NYAWATA,ANESU",2
02:37,,100,,117 (+17),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHODES 100-117 (+17),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
02:29,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
02:29,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
02:21,"MISS 3PTR by GETTINGS,HUNTER",,,,,,,"MISS 3PTR by GETTINGS,HUNTER",2
--,"REBOUND OFF by SEFF,ALEX",,,,,,,"REBOUND OFF by SEFF,ALEX",2
02:16,"GOOD LAYUP by BROWNRIDGE,JOSH(in the paint)",102,,117 (+15),,VCMB1718 102-117 (+15),,"GOOD LAYUP by BROWNRIDGE,JOSH(in the paint)",2
--,"ASSIST  by SEFF,ALEX",,,,,,,"ASSIST  by SEFF,ALEX",2
02:02,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by GIROUX,PRESTON",,,"REBOUND OFF by GIROUX,PRESTON",2
01:57,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by SEFF,ALEX",,,,,,,"REBOUND DEF by SEFF,ALEX",2
01:50,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:50,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",2
01:50,"FOUL  by KAPPES,KYLE",,,,,,,"FOUL  by KAPPES,KYLE",2
01:50,,102,,118 (+16),"GOOD FT by NESTLEHUTT,JAKE",RHODES 102-118 (+16),,"GOOD FT by NESTLEHUTT,JAKE",2
01:50,,102,,119 (+17),"GOOD FT by NESTLEHUTT,JAKE",RHODES 102-119 (+17),,"GOOD FT by NESTLEHUTT,JAKE",2
01:50,"SUB IN by CALETTI,TONY",,,,,,,"SUB IN by CALETTI,TONY",2
01:50,"SUB OUT by BROWNE,JESSE",,,,,,,"SUB OUT by BROWNE,JESSE",2
01:48,"TURNOVER  by GETTINGS,HUNTER",,,,,,,"TURNOVER  by GETTINGS,HUNTER",2
01:48,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
01:46,"FOUL  by CALETTI,TONY",,,,,,,"FOUL  by CALETTI,TONY",2
01:46,,,,,"MISS FT by GALVIN,OWEN",,,"MISS FT by GALVIN,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:46,,102,,120 (+18),"GOOD FT by GALVIN,OWEN",RHODES 102-120 (+18),,"GOOD FT by GALVIN,OWEN",2
01:45,"TURNOVER  by GETTINGS,HUNTER",,,,,,,"TURNOVER  by GETTINGS,HUNTER",2
01:42,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
01:39,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
01:38,"STEAL  by CALETTI,TONY",,,,,,,"STEAL  by CALETTI,TONY",2
01:35,"MISS JUMPER by GETTINGS,HUNTER",,,,,,,"MISS JUMPER by GETTINGS,HUNTER",2
--,"REBOUND OFF by BROWNRIDGE,JOSH",,,,,,,"REBOUND OFF by BROWNRIDGE,JOSH",2
01:32,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
01:32,"GOOD FT by GETTINGS,HUNTER",103,,120 (+17),,VCMB1718 103-120 (+17),,"GOOD FT by GETTINGS,HUNTER",2
01:32,"GOOD FT by GETTINGS,HUNTER",104,,120 (+16),,VCMB1718 104-120 (+16),,"GOOD FT by GETTINGS,HUNTER",2
01:32,"SUB IN by DURHAM,HUGH",,,,,,,"SUB IN by DURHAM,HUGH",2
01:32,"SUB IN by DYSLIN,MASON",,,,,,,"SUB IN by DYSLIN,MASON",2
01:32,"SUB IN by PALECKI,STEVE",,,,,,,"SUB IN by PALECKI,STEVE",2
01:32,"SUB OUT by MURRAY,OWEN",,,,,,,"SUB OUT by MURRAY,OWEN",2
01:32,"SUB OUT by GETTINGS,HUNTER",,,,,,,"SUB OUT by GETTINGS,HUNTER",2
01:32,"SUB OUT by BROWNRIDGE,JOSH",,,,,,,"SUB OUT by BROWNRIDGE,JOSH",2
01:32,,,,,"SUB IN by MCINTYRE,WILLIAM",,,"SUB IN by MCINTYRE,WILLIAM",2
01:32,,,,,"SUB IN by DIXON,TADDEUS",,,"SUB IN by DIXON,TADDEUS",2
01:32,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
01:32,,,,,"SUB IN by ROTEMAN,EVAN",,,"SUB IN by ROTEMAN,EVAN",2
01:32,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
01:32,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
01:32,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
01:32,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
01:19,,,,,"TURNOVER  by DIXON,TADDEUS",,,"TURNOVER  by DIXON,TADDEUS",2
01:14,"GOOD 3PTR by PALECKI,STEVE",107,,120 (+13),,VCMB1718 107-120 (+13),,"GOOD 3PTR by PALECKI,STEVE",2
--,"ASSIST  by KAPPES,KYLE",,,,,,,"ASSIST  by KAPPES,KYLE",2
00:55,,107,,122 (+15),"GOOD LAYUP by DIXON,TADDEUS(in the paint)",RHODES 107-122 (+15),,"GOOD LAYUP by DIXON,TADDEUS(in the paint)",2
--,,,,,"ASSIST  by ROTEMAN,EVAN",,,"ASSIST  by ROTEMAN,EVAN",2
00:41,"MISS 3PTR by CALETTI,TONY",,,,,,,"MISS 3PTR by CALETTI,TONY",2
--,,,,,"REBOUND DEF by ROTEMAN,EVAN",,,"REBOUND DEF by ROTEMAN,EVAN",2
00:30,,107,,125 (+18),"GOOD 3PTR by MINX,COLIN",RHODES 107-125 (+18),,"GOOD 3PTR by MINX,COLIN",2
--,,,,,"ASSIST  by MCINTYRE,WILLIAM",,,"ASSIST  by MCINTYRE,WILLIAM",2
00:29,"FOUL  by DYSLIN,MASON",,,,,,,"FOUL  by DYSLIN,MASON",2
00:29,,107,,126 (+19),"GOOD FT by MINX,COLIN",RHODES 107-126 (+19),,"GOOD FT by MINX,COLIN",2
00:21,"GOOD 3PTR by KAPPES,KYLE",110,,126 (+16),,VCMB1718 110-126 (+16),,"GOOD 3PTR by KAPPES,KYLE",2
--,"ASSIST  by PALECKI,STEVE",,,,,,,"ASSIST  by PALECKI,STEVE",2
