Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,UTT,Game Score,Team Indicator,Play,Period
09:05,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",29 (+2),,27,,RHODES 29-27 (+2),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
08:57,,,,,"MISS LAYUP by ANTHONY,MELVIN",,,"MISS LAYUP by ANTHONY,MELVIN",1
--,"REBOUND DEF by NYAWATA,ANESU",,,,,,,"REBOUND DEF by NYAWATA,ANESU",1
08:45,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",1
--,,,,,"REBOUND DEF by OBUKWELU,EMEKA",,,"REBOUND DEF by OBUKWELU,EMEKA",1
08:36,,,,,"TURNOVER  by TATUM,JOSH",,,"TURNOVER  by TATUM,JOSH",1
08:34,"STEAL  by NESTLEHUTT,JAKE",,,,,,,"STEAL  by NESTLEHUTT,JAKE",1
08:28,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
08:26,,,,,"STEAL  by TATUM,JOSH",,,"STEAL  by TATUM,JOSH",1
08:24,,29,,29,"GOOD LAYUP by FRANK,CAMERON(fastbreak)(in the paint)",UTT 29-29 (0),,"GOOD LAYUP by FRANK,CAMERON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",1
07:56,"MISS LAYUP by DALTON,PRICE",,,,,,,"MISS LAYUP by DALTON,PRICE",1
--,,,,,"REBOUND DEF by TATUM,JOSH",,,"REBOUND DEF by TATUM,JOSH",1
07:51,,29,,31 (+2),"GOOD LAYUP by ANTHONY,MELVIN(fastbreak)(in the paint)",UTT 29-31 (-2),,"GOOD LAYUP by ANTHONY,MELVIN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",1
07:40,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:40,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
07:40,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
07:40,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
07:40,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
07:40,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
07:40,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
07:40,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
07:40,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
07:40,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
07:40,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
07:28,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",1
07:26,,,,,"STEAL  by LANE,JOHNELL",,,"STEAL  by LANE,JOHNELL",1
07:15,,,,,"MISS 3PTR by MASON,CHASE",,,"MISS 3PTR by MASON,CHASE",1
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",1
07:00,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",31,,31,,RHODES 31-31 (0),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,"ASSIST  by SAMSON,VAUGHN",,,,,,,"ASSIST  by SAMSON,VAUGHN",1
06:49,,,,,"TURNOVER  by LANE,JOHNELL",,,"TURNOVER  by LANE,JOHNELL",1
06:40,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",33 (+2),,31,,RHODES 33-31 (+2),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
06:30,"FOUL  by FERIA,NICK DE",,,,,,,"FOUL  by FERIA,NICK DE",1
06:30,,,,,"MISS FT by ANTHONY,MELVIN",,,"MISS FT by ANTHONY,MELVIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
06:30,,33 (+1),,32,"GOOD FT by ANTHONY,MELVIN",UTT 33-32 (+1),,"GOOD FT by ANTHONY,MELVIN",1
06:30,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
06:30,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
06:30,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
06:30,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",1
06:30,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
06:30,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
06:30,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
06:30,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
06:30,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
06:30,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
06:08,"GOOD JUMPER by DARST,DANIEL(in the paint)",35 (+3),,32,,RHODES 35-32 (+3),,"GOOD JUMPER by DARST,DANIEL(in the paint)",1
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",1
05:57,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",1
05:57,,35 (+2),,33,"GOOD FT by ANTHONY,MELVIN",UTT 35-33 (+2),,"GOOD FT by ANTHONY,MELVIN",1
05:57,,,,,"MISS FT by ANTHONY,MELVIN",,,"MISS FT by ANTHONY,MELVIN",1
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",1
05:55,,35,,36 (+1),"GOOD 3PTR by ANTHONY,MELVIN",UTT 35-36 (-1),,"GOOD 3PTR by ANTHONY,MELVIN",1
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",1
05:26,,,,,"FOUL  by TATUM,JOSH",,,"FOUL  by TATUM,JOSH",1
05:26,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",1
--,,,,,"REBOUND DEF by OBUKWELU,EMEKA",,,"REBOUND DEF by OBUKWELU,EMEKA",1
05:26,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
05:26,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
05:26,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
05:26,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
05:26,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
05:26,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
05:26,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",1
05:26,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
05:26,,,,,"SUB IN by MASON,CHASE",,,"SUB IN by MASON,CHASE",1
05:26,,,,,"SUB OUT by TATUM,JOSH",,,"SUB OUT by TATUM,JOSH",1
05:24,,,,,"MISS 3PTR by LANE,JOHNELL",,,"MISS 3PTR by LANE,JOHNELL",1
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",1
05:17,,,,,"MISS JUMPER by LANE,JOHNELL",,,"MISS JUMPER by LANE,JOHNELL",1
--,,,,,"REBOUND OFF by OBUKWELU,EMEKA",,,"REBOUND OFF by OBUKWELU,EMEKA",1
05:15,,35,,38 (+3),"GOOD JUMPER by OBUKWELU,EMEKA(in the paint)",UTT 35-38 (-3),,"GOOD JUMPER by OBUKWELU,EMEKA(in the paint)",1
05:02,"TURNOVER  by MCINTYRE,WILLIAM",,,,,,,"TURNOVER  by MCINTYRE,WILLIAM",1
05:01,,,,,"STEAL  by ANTHONY,MELVIN",,,"STEAL  by ANTHONY,MELVIN",1
04:53,,35,,41 (+6),"GOOD 3PTR by FRANK,CAMERON",UTT 35-41 (-6),,"GOOD 3PTR by FRANK,CAMERON",1
--,,,,,"ASSIST  by MASON,CHASE",,,"ASSIST  by MASON,CHASE",1
04:34,"MISS JUMPER by MCINTYRE,WILLIAM",,,,,,,"MISS JUMPER by MCINTYRE,WILLIAM",1
--,,,,,"REBOUND DEF by LANE,JOHNELL",,,"REBOUND DEF by LANE,JOHNELL",1
04:25,,35,,43 (+8),"GOOD LAYUP by FRANK,CAMERON(fastbreak)(in the paint)",UTT 35-43 (-8),,"GOOD LAYUP by FRANK,CAMERON(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by LANE,JOHNELL",,,"ASSIST  by LANE,JOHNELL",1
03:53,"MISS LAYUP by ASHBY,KENDRICK",,,,,,,"MISS LAYUP by ASHBY,KENDRICK",1
--,,,,,"REBOUND DEF by LANE,JOHNELL",,,"REBOUND DEF by LANE,JOHNELL",1
03:35,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:35,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",1
03:35,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
03:35,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
03:35,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",1
03:35,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
03:35,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
03:35,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",1
03:35,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",1
03:35,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
03:35,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
03:25,"TURNOVER  by FERIA,NICK DE",,,,,,,"TURNOVER  by FERIA,NICK DE",1
03:23,,,,,"STEAL  by MASON,CHASE",,,"STEAL  by MASON,CHASE",1
03:20,,,,,"MISS LAYUP by MASON,CHASE",,,"MISS LAYUP by MASON,CHASE",1
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",1
03:11,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",37,,43 (+6),,RHODES 37-43 (-6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
03:01,,,,,"TURNOVER  by MASON,CHASE",,,"TURNOVER  by MASON,CHASE",1
03:00,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",1
02:57,"GOOD 3PTR by EVANS,ANDREW",40,,43 (+3),,RHODES 40-43 (-3),,"GOOD 3PTR by EVANS,ANDREW",1
--,"ASSIST  by SAMSON,VAUGHN",,,,,,,"ASSIST  by SAMSON,VAUGHN",1
02:49,,40,,45 (+5),"GOOD LAYUP by MASON,CHASE(fastbreak)(in the paint)",UTT 40-45 (-5),,"GOOD LAYUP by MASON,CHASE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by OBUKWELU,EMEKA",,,"ASSIST  by OBUKWELU,EMEKA",1
02:36,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",1
02:36,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
02:36,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
02:36,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",1
02:36,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
02:36,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
02:36,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",1
02:36,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
02:36,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
02:36,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",1
02:36,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
02:36,,,,,"SUB IN by HADDEN,SKYLER",,,"SUB IN by HADDEN,SKYLER",1
02:36,,,,,"SUB OUT by MASON,CHASE",,,"SUB OUT by MASON,CHASE",1
02:26,,40,,47 (+7),"GOOD LAYUP by ANTHONY,MELVIN(in the paint)",UTT 40-47 (-7),,"GOOD LAYUP by ANTHONY,MELVIN(in the paint)",1
--,,,,,"ASSIST  by FRANK,CAMERON",,,"ASSIST  by FRANK,CAMERON",1
02:17,"GOOD 3PTR by DARST,DANIEL",43,,47 (+4),,RHODES 43-47 (-4),,"GOOD 3PTR by DARST,DANIEL",1
--,"ASSIST  by LOVE,KERRY",,,,,,,"ASSIST  by LOVE,KERRY",1
02:06,"FOUL  by SWIFT,DJ",,,,,,,"FOUL  by SWIFT,DJ",1
02:06,,43,,48 (+5),"GOOD FT by ANTHONY,MELVIN",UTT 43-48 (-5),,"GOOD FT by ANTHONY,MELVIN",1
02:06,,43,,49 (+6),"GOOD FT by ANTHONY,MELVIN",UTT 43-49 (-6),,"GOOD FT by ANTHONY,MELVIN",1
02:06,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",1
02:06,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",1
02:06,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
02:06,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
02:06,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
02:06,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
02:06,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
02:06,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",1
02:06,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
02:06,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
01:39,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",1
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",1
01:35,,,,,"FOUL  by LANE,JOHNELL",,,"FOUL  by LANE,JOHNELL",1
01:35,"GOOD FT by ASHBY,KENDRICK",44,,49 (+5),,RHODES 44-49 (-5),,"GOOD FT by ASHBY,KENDRICK",1
01:35,"GOOD FT by ASHBY,KENDRICK",45,,49 (+4),,RHODES 45-49 (-4),,"GOOD FT by ASHBY,KENDRICK",1
01:30,,,,,"TURNOVER  by ANTHONY,MELVIN",,,"TURNOVER  by ANTHONY,MELVIN",1
01:08,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",47,,49 (+2),,RHODES 47-49 (-2),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
00:52,,47,,51 (+4),"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",UTT 47-51 (-4),,"GOOD LAYUP by OBUKWELU,EMEKA(in the paint)",1
--,,,,,"ASSIST  by HADDEN,SKYLER",,,"ASSIST  by HADDEN,SKYLER",1
00:35,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",1
00:33,,,,,"STEAL  by HADDEN,SKYLER",,,"STEAL  by HADDEN,SKYLER",1
00:29,,,,,"MISS LAYUP by LANE,JOHNELL",,,"MISS LAYUP by LANE,JOHNELL",1
--,,,,,"REBOUND OFF by ANTHONY,MELVIN",,,"REBOUND OFF by ANTHONY,MELVIN",1
00:22,,47,,53 (+6),"GOOD LAYUP by ANTHONY,MELVIN(in the paint)",UTT 47-53 (-6),,"GOOD LAYUP by ANTHONY,MELVIN(in the paint)",1
00:07,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by LANE,JOHNELL",,,"REBOUND DEF by LANE,JOHNELL",1
00:00,,,,,"MISS LAYUP by FRANK,CAMERON",,,"MISS LAYUP by FRANK,CAMERON",1
--,"REBOUND DEF by NYAWATA,ANESU",,,,,,,"REBOUND DEF by NYAWATA,ANESU",1
20:00,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
20:00,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
20:00,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
20:00,"SUB IN by ROTEMAN,EVAN",,,,,,,"SUB IN by ROTEMAN,EVAN",2
20:00,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
20:00,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
20:00,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
20:00,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
20:00,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
20:00,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
19:45,,47,,56 (+9),"GOOD 3PTR by FRANK,CAMERON",UTT 47-56 (-9),,"GOOD 3PTR by FRANK,CAMERON",2
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",2
19:28,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
19:28,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
19:28,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
19:28,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
19:28,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
19:28,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
19:28,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
19:28,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
19:28,"SUB OUT by ROTEMAN,EVAN",,,,,,,"SUB OUT by ROTEMAN,EVAN",2
19:28,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
19:09,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
19:02,,47,,58 (+11),"GOOD DUNK by OBUKWELU,EMEKA(fastbreak)(in the paint)",UTT 47-58 (-11),,"GOOD DUNK by OBUKWELU,EMEKA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by TATUM,JOSH",,,"ASSIST  by TATUM,JOSH",2
18:41,"GOOD 3PTR by EVANS,ANDREW",50,,58 (+8),,RHODES 50-58 (-8),,"GOOD 3PTR by EVANS,ANDREW",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
18:31,,50,,60 (+10),"GOOD DUNK by OBUKWELU,EMEKA(fastbreak)(in the paint)",UTT 50-60 (-10),,"GOOD DUNK by OBUKWELU,EMEKA(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HADDEN,SKYLER",,,"ASSIST  by HADDEN,SKYLER",2
18:16,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",52,,60 (+8),,RHODES 52-60 (-8),,"GOOD LAYUP by SAMSON,VAUGHN(in the paint)",2
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",2
18:05,,,,,"TURNOVER  by HADDEN,SKYLER",,,"TURNOVER  by HADDEN,SKYLER",2
18:05,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
18:05,"SUB IN by MCINTYRE,WILLIAM",,,,,,,"SUB IN by MCINTYRE,WILLIAM",2
18:05,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
18:05,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
18:05,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
18:05,"SUB OUT by EVANS,ANDREW",,,,,,,"SUB OUT by EVANS,ANDREW",2
18:05,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:05,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
18:05,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
18:05,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
17:49,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
17:48,,,,,"STEAL  by OBUKWELU,EMEKA",,,"STEAL  by OBUKWELU,EMEKA",2
17:46,,52,,62 (+10),"GOOD LAYUP by HADDEN,SKYLER(fastbreak)(in the paint)",UTT 52-62 (-10),,"GOOD LAYUP by HADDEN,SKYLER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by OBUKWELU,EMEKA",,,"ASSIST  by OBUKWELU,EMEKA",2
17:29,"MISS 3PTR by MCINTYRE,WILLIAM",,,,,,,"MISS 3PTR by MCINTYRE,WILLIAM",2
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",2
17:24,"MISS LAYUP by NESTLEHUTT,JAKE",,,,,,,"MISS LAYUP by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by TATUM,JOSH",,,"REBOUND DEF by TATUM,JOSH",2
17:20,,,,,"MISS 3PTR by HADDEN,SKYLER",,,"MISS 3PTR by HADDEN,SKYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:15,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
17:15,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
17:15,"SUB IN by SWIFT,DJ",,,,,,,"SUB IN by SWIFT,DJ",2
17:15,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
17:15,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
17:15,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
17:15,"SUB OUT by MCINTYRE,WILLIAM",,,,,,,"SUB OUT by MCINTYRE,WILLIAM",2
17:15,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
17:15,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
17:15,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
17:12,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
17:12,,52,,63 (+11),"GOOD FT by OBUKWELU,EMEKA",UTT 52-63 (-11),,"GOOD FT by OBUKWELU,EMEKA",2
17:12,,52,,64 (+12),"GOOD FT by OBUKWELU,EMEKA",UTT 52-64 (-12),,"GOOD FT by OBUKWELU,EMEKA",2
16:54,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
16:51,,,,,"STEAL  by TATUM,JOSH",,,"STEAL  by TATUM,JOSH",2
16:49,,,,,"MISS LAYUP by FRANK,CAMERON",,,"MISS LAYUP by FRANK,CAMERON",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
16:28,,,,,"FOUL  by OBUKWELU,EMEKA",,,"FOUL  by OBUKWELU,EMEKA",2
16:28,"GOOD FT by GALVIN,OWEN",53,,64 (+11),,RHODES 53-64 (-11),,"GOOD FT by GALVIN,OWEN",2
16:28,"GOOD FT by GALVIN,OWEN",54,,64 (+10),,RHODES 54-64 (-10),,"GOOD FT by GALVIN,OWEN",2
16:28,,,,,"FOUL  by ANTHONY,MELVIN",,,"FOUL  by ANTHONY,MELVIN",2
16:28,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
16:28,"SUB IN by EVANS,ANDREW",,,,,,,"SUB IN by EVANS,ANDREW",2
16:28,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:28,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
16:28,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
16:28,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
16:28,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
16:28,"SUB OUT by SWIFT,DJ",,,,,,,"SUB OUT by SWIFT,DJ",2
16:28,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
16:28,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:25,,,,,"FOUL  by HADDEN,SKYLER",,,"FOUL  by HADDEN,SKYLER",2
16:25,"GOOD FT by GIROUX,PRESTON",55,,64 (+9),,RHODES 55-64 (-9),,"GOOD FT by GIROUX,PRESTON",2
16:25,"GOOD FT by GIROUX,PRESTON",56,,64 (+8),,RHODES 56-64 (-8),,"GOOD FT by GIROUX,PRESTON",2
16:21,,56,,67 (+11),"GOOD 3PTR by FRANK,CAMERON",UTT 56-67 (-11),,"GOOD 3PTR by FRANK,CAMERON",2
--,,,,,"ASSIST  by ANTHONY,MELVIN",,,"ASSIST  by ANTHONY,MELVIN",2
16:01,,,,,"SUB IN by LANE,JOHNELL",,,"SUB IN by LANE,JOHNELL",2
16:01,,,,,"SUB OUT by TATUM,JOSH",,,"SUB OUT by TATUM,JOSH",2
15:51,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",58,,67 (+9),,RHODES 58-67 (-9),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",2
15:42,,58,,69 (+11),"GOOD DUNK by ANTHONY,MELVIN(fastbreak)(in the paint)",UTT 58-69 (-11),,"GOOD DUNK by ANTHONY,MELVIN(fastbreak)(in the paint)",2
