Time Remaining,FUM,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
17:04,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
16:45,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
16:39,"GOOD LAYUP by WELCH,BLAKE(in the paint)",22,,41 (+19),,FUM 22-41 (+19),,"GOOD LAYUP by WELCH,BLAKE(in the paint)",2
16:39,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
16:39,"GOOD FT by WELCH,BLAKE",23,,41 (+18),,FUM 23-41 (+18),,"GOOD FT by WELCH,BLAKE",2
16:39,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
16:39,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
16:27,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",2
--,"REBOUND DEF by DORHAUER,RICHARD",,,,,,,"REBOUND DEF by DORHAUER,RICHARD",2
16:15,"MISS LAYUP by MCDOWELL,GARRETT",,,,,,,"MISS LAYUP by MCDOWELL,GARRETT",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
16:05,,23,,43 (+20),"GOOD LAYUP by COLLINS,LUKE(in the paint)",RHODES 23-43 (+20),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",2
15:48,"MISS 3PTR by WELCH,BLAKE",,,,,,,"MISS 3PTR by WELCH,BLAKE",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
15:29,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",2
--,"REBOUND DEF by LAKE,JACK",,,,,,,"REBOUND DEF by LAKE,JACK",2
15:00,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
14:54,"TURNOVER  by WELCH,BLAKE",,,,,,,"TURNOVER  by WELCH,BLAKE",2
14:54,"SUB IN by JUSTICECHANDLER,RIO",,,,,,,"SUB IN by JUSTICECHANDLER,RIO",2
14:54,"SUB OUT by WELCH,BLAKE",,,,,,,"SUB OUT by WELCH,BLAKE",2
14:35,,23,,45 (+22),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 23-45 (+22),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
--,,,,,"ASSIST  by BLISS,DYLAN",,,"ASSIST  by BLISS,DYLAN",2
14:35,"FOUL  by MCDOWELL,GARRETT",,,,,,,"FOUL  by MCDOWELL,GARRETT",2
14:35,,23,,46 (+23),"GOOD FT by MILLER,DREW",RHODES 23-46 (+23),,"GOOD FT by MILLER,DREW",2
14:35,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
14:35,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
14:13,"MISS JUMPER by DORHAUER,RICHARD",,,,,,,"MISS JUMPER by DORHAUER,RICHARD",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
13:55,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
13:47,"FOUL  by DJONA,LELIS",,,,,,,"FOUL  by DJONA,LELIS",2
13:47,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
13:47,"SUB IN by JOHNSON,EVAN",,,,,,,"SUB IN by JOHNSON,EVAN",2
13:47,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
13:47,"SUB OUT by MCDOWELL,GARRETT",,,,,,,"SUB OUT by MCDOWELL,GARRETT",2
13:36,"FOUL  by DORHAUER,RICHARD",,,,,,,"FOUL  by DORHAUER,RICHARD",2
13:36,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:36,,23,,47 (+24),"GOOD FT by COLLINS,LUKE",RHODES 23-47 (+24),,"GOOD FT by COLLINS,LUKE",2
13:36,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",2
13:36,"SUB OUT by DORHAUER,RICHARD",,,,,,,"SUB OUT by DORHAUER,RICHARD",2
13:27,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
13:27,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
13:10,"TURNOVER  by JOHNSON,EVAN",,,,,,,"TURNOVER  by JOHNSON,EVAN",2
12:57,"FOUL  by JOHNSON,EVAN",,,,,,,"FOUL  by JOHNSON,EVAN",2
12:57,,,,,"MISS FT by SLEDGE,TATE",,,"MISS FT by SLEDGE,TATE",2
--,"REBOUND DEF by JUSTICECHANDLER,RIO",,,,,,,"REBOUND DEF by JUSTICECHANDLER,RIO",2
12:48,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
12:48,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
12:35,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
12:32,"TURNOVER  by RUCKER,DARIUS",,,,,,,"TURNOVER  by RUCKER,DARIUS",2
12:32,"FOUL  by RUCKER,DARIUS",,,,,,,"FOUL  by RUCKER,DARIUS",2
12:18,,,,,"MISS JUMPER by WAGNER,MATT",,,"MISS JUMPER by WAGNER,MATT",2
--,"REBOUND DEF by LAKE,JACK",,,,,,,"REBOUND DEF by LAKE,JACK",2
12:05,"MISS JUMPER by JUSTICECHANDLER,RIO",,,,,,,"MISS JUMPER by JUSTICECHANDLER,RIO",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
11:31,,23,,50 (+27),"GOOD 3PTR by BUTTS,KEYSHAWN",RHODES 23-50 (+27),,"GOOD 3PTR by BUTTS,KEYSHAWN",2
11:16,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
11:16,"GOOD FT by RUCKER,DARIUS",24,,50 (+26),,FUM 24-50 (+26),,"GOOD FT by RUCKER,DARIUS",2
11:16,"GOOD FT by RUCKER,DARIUS",25,,50 (+25),,FUM 25-50 (+25),,"GOOD FT by RUCKER,DARIUS",2
11:16,"SUB IN by BAKIS,ORKAN",,,,,,,"SUB IN by BAKIS,ORKAN",2
11:16,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",2
11:16,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",2
11:16,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
11:16,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
11:16,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
11:16,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:16,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
11:16,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
11:16,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
11:16,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
11:16,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
11:16,,,,,"SUB OUT by BLISS,DYLAN",,,"SUB OUT by BLISS,DYLAN",2
11:16,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
11:04,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
11:02,"STEAL  by JUSTICECHANDLER,RIO",,,,,,,"STEAL  by JUSTICECHANDLER,RIO",2
11:01,"GOOD LAYUP by JUSTICECHANDLER,RIO(fastbreak)(in the paint)",27,,50 (+23),,FUM 27-50 (+23),,"GOOD LAYUP by JUSTICECHANDLER,RIO(fastbreak)(in the paint)",2
10:50,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND OFF by MILLER,DREW",,,"REBOUND OFF by MILLER,DREW",2
10:34,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:32,"FOUL  by JOHNSON,EVAN",,,,,,,"FOUL  by JOHNSON,EVAN",2
10:32,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
10:32,"SUB IN by DORHAUER,RICHARD",,,,,,,"SUB IN by DORHAUER,RICHARD",2
10:32,"SUB OUT by WILLIAMS,K TYLER",,,,,,,"SUB OUT by WILLIAMS,K TYLER",2
10:30,,,,,"MISS 3PTR by HOECK,RYAN VAN",,,"MISS 3PTR by HOECK,RYAN VAN",2
--,"REBOUND DEF by BAKIS,ORKAN",,,,,,,"REBOUND DEF by BAKIS,ORKAN",2
10:15,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
10:15,"GOOD FT by JUSTICECHANDLER,RIO",28,,50 (+22),,FUM 28-50 (+22),,"GOOD FT by JUSTICECHANDLER,RIO",2
10:15,"GOOD FT by JUSTICECHANDLER,RIO",29,,50 (+21),,FUM 29-50 (+21),,"GOOD FT by JUSTICECHANDLER,RIO",2
10:03,,29,,52 (+23),"GOOD DUNK by HOECK,RYAN VAN(in the paint)",RHODES 29-52 (+23),,"GOOD DUNK by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
09:50,"MISS 3PTR by JUSTICECHANDLER,RIO",,,,,,,"MISS 3PTR by JUSTICECHANDLER,RIO",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
09:39,"FOUL  by BAKIS,ORKAN",,,,,,,"FOUL  by BAKIS,ORKAN",2
09:39,,29,,53 (+24),"GOOD FT by COLLINS,LUKE",RHODES 29-53 (+24),,"GOOD FT by COLLINS,LUKE",2
09:39,,29,,54 (+25),"GOOD FT by COLLINS,LUKE",RHODES 29-54 (+25),,"GOOD FT by COLLINS,LUKE",2
09:22,"TURNOVER  by DORHAUER,RICHARD",,,,,,,"TURNOVER  by DORHAUER,RICHARD",2
09:22,"FOUL  by DORHAUER,RICHARD",,,,,,,"FOUL  by DORHAUER,RICHARD",2
09:22,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",2
09:22,"SUB OUT by JOHNSON,EVAN",,,,,,,"SUB OUT by JOHNSON,EVAN",2
09:12,,29,,56 (+27),"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",RHODES 29-56 (+27),,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by HOECK,RYAN VAN",,,"ASSIST  by HOECK,RYAN VAN",2
08:56,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
08:56,"MISS FT by SCHIRMER,COLIN",,,,,,,"MISS FT by SCHIRMER,COLIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:56,"GOOD FT by SCHIRMER,COLIN",30,,56 (+26),,FUM 30-56 (+26),,"GOOD FT by SCHIRMER,COLIN",2
08:29,,30,,58 (+28),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 30-58 (+28),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
08:09,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
08:09,"SUB OUT by JUSTICECHANDLER,RIO",,,,,,,"SUB OUT by JUSTICECHANDLER,RIO",2
08:07,"MISS JUMPER by JUSTICECHANDLER,RIO",,,,,,,"MISS JUMPER by JUSTICECHANDLER,RIO",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
07:52,,,,,"MISS JUMPER by GEE,TYLER",,,"MISS JUMPER by GEE,TYLER",2
--,"REBOUND DEF by DORHAUER,RICHARD",,,,,,,"REBOUND DEF by DORHAUER,RICHARD",2
07:52,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
07:52,"GOOD FT by DORHAUER,RICHARD",31,,58 (+27),,FUM 31-58 (+27),,"GOOD FT by DORHAUER,RICHARD",2
07:52,"GOOD FT by DORHAUER,RICHARD",32,,58 (+26),,FUM 32-58 (+26),,"GOOD FT by DORHAUER,RICHARD",2
07:52,"SUB IN by JUSTICECHANDLER,RIO",,,,,,,"SUB IN by JUSTICECHANDLER,RIO",2
07:52,"SUB IN by MCDOWELL,GARRETT",,,,,,,"SUB IN by MCDOWELL,GARRETT",2
07:52,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
07:52,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
07:52,"SUB OUT by BAKIS,ORKAN",,,,,,,"SUB OUT by BAKIS,ORKAN",2
07:52,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",2
07:52,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
07:52,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
07:52,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
07:52,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
07:52,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
07:52,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
07:52,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
07:52,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:52,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
07:52,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
07:38,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
07:38,"SUB OUT by JUSTICECHANDLER,RIO",,,,,,,"SUB OUT by JUSTICECHANDLER,RIO",2
07:36,,,,,"MISS 3PTR by SLEDGE,TATE",,,"MISS 3PTR by SLEDGE,TATE",2
--,"REBOUND DEF by DJONA,LELIS",,,,,,,"REBOUND DEF by DJONA,LELIS",2
07:25,"GOOD 3PTR by DORHAUER,RICHARD",35,,58 (+23),,FUM 35-58 (+23),,"GOOD 3PTR by DORHAUER,RICHARD",2
--,"ASSIST  by WILLIAMS,K TYLER",,,,,,,"ASSIST  by WILLIAMS,K TYLER",2
06:55,"FOUL  by MCDOWELL,GARRETT",,,,,,,"FOUL  by MCDOWELL,GARRETT",2
06:51,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:51,,35,,59 (+24),"GOOD FT by LIVSEY,GEOFF",RHODES 35-59 (+24),,"GOOD FT by LIVSEY,GEOFF",2
06:31,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
06:31,"GOOD FT by WILLIAMS,K TYLER",36,,59 (+23),,FUM 36-59 (+23),,"GOOD FT by WILLIAMS,K TYLER",2
06:31,"GOOD FT by WILLIAMS,K TYLER",37,,59 (+22),,FUM 37-59 (+22),,"GOOD FT by WILLIAMS,K TYLER",2
06:22,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",2
--,"REBOUND DEF by DORHAUER,RICHARD",,,,,,,"REBOUND DEF by DORHAUER,RICHARD",2
06:09,"MISS LAYUP by RUCKER,DARIUS",,,,,,,"MISS LAYUP by RUCKER,DARIUS",2
--,"REBOUND OFF by RUCKER,DARIUS",,,,,,,"REBOUND OFF by RUCKER,DARIUS",2
06:08,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
06:08,"MISS FT by RUCKER,DARIUS",,,,,,,"MISS FT by RUCKER,DARIUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:08,"MISS FT by RUCKER,DARIUS",,,,,,,"MISS FT by RUCKER,DARIUS",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
05:53,"FOUL  by DORHAUER,RICHARD",,,,,,,"FOUL  by DORHAUER,RICHARD",2
05:53,,,,,"MISS FT by BLISS,DYLAN",,,"MISS FT by BLISS,DYLAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:53,,37,,60 (+23),"GOOD FT by BLISS,DYLAN",RHODES 37-60 (+23),,"GOOD FT by BLISS,DYLAN",2
05:53,"SUB IN by JOHNSON,EVAN",,,,,,,"SUB IN by JOHNSON,EVAN",2
05:53,"SUB IN by WELCH,BLAKE",,,,,,,"SUB IN by WELCH,BLAKE",2
05:53,"SUB OUT by MCDOWELL,GARRETT",,,,,,,"SUB OUT by MCDOWELL,GARRETT",2
05:53,"SUB OUT by DORHAUER,RICHARD",,,,,,,"SUB OUT by DORHAUER,RICHARD",2
05:53,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:53,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
05:53,,,,,"SUB OUT by BLISS,DYLAN",,,"SUB OUT by BLISS,DYLAN",2
05:53,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
05:37,"GOOD JUMPER by JOHNSON,EVAN(in the paint)",39,,60 (+21),,FUM 39-60 (+21),,"GOOD JUMPER by JOHNSON,EVAN(in the paint)",2
05:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:07,"FOUL  by WILLIAMS,K TYLER",,,,,,,"FOUL  by WILLIAMS,K TYLER",2
05:07,,39,,61 (+22),"GOOD FT by COLLINS,LUKE",RHODES 39-61 (+22),,"GOOD FT by COLLINS,LUKE",2
05:07,,,,,"MISS FT by COLLINS,LUKE",,,"MISS FT by COLLINS,LUKE",2
--,"REBOUND DEF by JOHNSON,EVAN",,,,,,,"REBOUND DEF by JOHNSON,EVAN",2
04:50,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
04:50,"GOOD FT by DJONA,LELIS",40,,61 (+21),,FUM 40-61 (+21),,"GOOD FT by DJONA,LELIS",2
04:50,"GOOD FT by DJONA,LELIS",41,,61 (+20),,FUM 41-61 (+20),,"GOOD FT by DJONA,LELIS",2
04:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:17,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by WILLIAMS,K TYLER",,,,,,,"REBOUND DEF by WILLIAMS,K TYLER",2
04:11,"MISS LAYUP by WILLIAMS,K TYLER",,,,,,,"MISS LAYUP by WILLIAMS,K TYLER",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
04:00,,41,,63 (+22),"GOOD LAYUP by COLLINS,LUKE(in the paint)",RHODES 41-63 (+22),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",2
03:21,"MISS JUMPER by JOHNSON,EVAN",,,,,,,"MISS JUMPER by JOHNSON,EVAN",2
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",2
03:05,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
03:05,"SUB IN by DORHAUER,RICHARD",,,,,,,"SUB IN by DORHAUER,RICHARD",2
03:05,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",2
03:05,"SUB IN by SCHIRMER,COLIN",,,,,,,"SUB IN by SCHIRMER,COLIN",2
03:05,"SUB OUT by WILLIAMS,K TYLER",,,,,,,"SUB OUT by WILLIAMS,K TYLER",2
03:05,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
03:05,"SUB OUT by DJONA,LELIS",,,,,,,"SUB OUT by DJONA,LELIS",2
03:05,,,,,"SUB IN by HECHINGER,GRANT",,,"SUB IN by HECHINGER,GRANT",2
03:05,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
03:05,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
03:05,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
03:05,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:05,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
03:05,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:05,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
03:05,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
03:05,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
02:54,"GOOD LAYUP by SCHIRMER,COLIN(in the paint)",43,,63 (+20),,FUM 43-63 (+20),,"GOOD LAYUP by SCHIRMER,COLIN(in the paint)",2
02:26,,,,,"MISS JUMPER by LOWRIE,ANDREW",,,"MISS JUMPER by LOWRIE,ANDREW",2
--,"REBOUND DEF by JOHNSON,EVAN",,,,,,,"REBOUND DEF by JOHNSON,EVAN",2
02:20,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
02:20,"GOOD FT by DORHAUER,RICHARD",44,,63 (+19),,FUM 44-63 (+19),,"GOOD FT by DORHAUER,RICHARD",2
02:20,"GOOD FT by DORHAUER,RICHARD",45,,63 (+18),,FUM 45-63 (+18),,"GOOD FT by DORHAUER,RICHARD",2
02:03,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
02:01,"STEAL  by WELCH,BLAKE",,,,,,,"STEAL  by WELCH,BLAKE",2
02:01,"TURNOVER  by WELCH,BLAKE",,,,,,,"TURNOVER  by WELCH,BLAKE",2
01:46,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
01:45,"STEAL  by DORHAUER,RICHARD",,,,,,,"STEAL  by DORHAUER,RICHARD",2
01:41,"GOOD LAYUP by WELCH,BLAKE(fastbreak)(in the paint)",47,,63 (+16),,FUM 47-63 (+16),,"GOOD LAYUP by WELCH,BLAKE(fastbreak)(in the paint)",2
--,"ASSIST  by DORHAUER,RICHARD",,,,,,,"ASSIST  by DORHAUER,RICHARD",2
01:27,,,,,"TURNOVER  by HECHINGER,GRANT",,,"TURNOVER  by HECHINGER,GRANT",2
01:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:27,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
01:27,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
01:27,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
01:27,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
01:27,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:27,,,,,"SUB OUT by HECHINGER,GRANT",,,"SUB OUT by HECHINGER,GRANT",2
01:27,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
01:27,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
01:27,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
01:27,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
01:21,"GOOD LAYUP by SCHIRMER,COLIN(in the paint)",49,,63 (+14),,FUM 49-63 (+14),,"GOOD LAYUP by SCHIRMER,COLIN(in the paint)",2
--,"ASSIST  by JOHNSON,EVAN",,,,,,,"ASSIST  by JOHNSON,EVAN",2
01:21,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
01:21,"MISS FT by SCHIRMER,COLIN",,,,,,,"MISS FT by SCHIRMER,COLIN",2
--,"REBOUND OFF by JOHNSON,EVAN",,,,,,,"REBOUND OFF by JOHNSON,EVAN",2
01:21,"SUB IN by RUCKER,DARIUS",,,,,,,"SUB IN by RUCKER,DARIUS",2
01:21,"SUB OUT by LAKE,JACK",,,,,,,"SUB OUT by LAKE,JACK",2
01:19,"GOOD LAYUP by JOHNSON,EVAN(in the paint)",51,,63 (+12),,FUM 51-63 (+12),,"GOOD LAYUP by JOHNSON,EVAN(in the paint)",2
01:19,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
01:19,"GOOD FT by JOHNSON,EVAN",52,,63 (+11),,FUM 52-63 (+11),,"GOOD FT by JOHNSON,EVAN",2
01:19,"SUB IN by LAKE,JACK",,,,,,,"SUB IN by LAKE,JACK",2
01:19,"SUB IN by DJONA,LELIS",,,,,,,"SUB IN by DJONA,LELIS",2
01:19,"SUB OUT by RUCKER,DARIUS",,,,,,,"SUB OUT by RUCKER,DARIUS",2
01:19,"SUB OUT by SCHIRMER,COLIN",,,,,,,"SUB OUT by SCHIRMER,COLIN",2
01:03,,52,,65 (+13),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 52-65 (+13),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
00:46,"SUB IN by WILLIAMS,K TYLER",,,,,,,"SUB IN by WILLIAMS,K TYLER",2
00:46,"SUB OUT by DORHAUER,RICHARD",,,,,,,"SUB OUT by DORHAUER,RICHARD",2
00:46,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
00:46,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
00:45,"GOOD LAYUP by DJONA,LELIS(in the paint)",54,,65 (+11),,FUM 54-65 (+11),,"GOOD LAYUP by DJONA,LELIS(in the paint)",2
--,"ASSIST  by DORHAUER,RICHARD",,,,,,,"ASSIST  by DORHAUER,RICHARD",2
00:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:43,"FOUL  by DJONA,LELIS",,,,,,,"FOUL  by DJONA,LELIS",2
