Time Remaining,GFU-M,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
16:08,"SUB IN by DOUTT,JOHNATHAN",,,,,,,"SUB IN by DOUTT,JOHNATHAN",1
16:08,"SUB OUT by LACEY,JJ",,,,,,,"SUB OUT by LACEY,JJ",1
16:08,"SUB OUT by STONE,STEVEN",,,,,,,"SUB OUT by STONE,STEVEN",1
16:08,"SUB OUT by RICO,THOMAS",,,,,,,"SUB OUT by RICO,THOMAS",1
16:08,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",1
16:08,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",1
16:08,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
16:08,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
16:02,"FOUL  by QUINN,BRENDIN",,,,,,,"FOUL  by QUINN,BRENDIN",1
15:41,"FOUL  by QUINN,BRENDIN",,,,,,,"FOUL  by QUINN,BRENDIN",1
15:41,"SUB IN by LACEY,JJ",,,,,,,"SUB IN by LACEY,JJ",1
15:41,"SUB OUT by QUINN,BRENDIN",,,,,,,"SUB OUT by QUINN,BRENDIN",1
15:36,"FOUL  by SCHOEN,NICHOLAS",,,,,,,"FOUL  by SCHOEN,NICHOLAS",1
15:17,,8,,10 (+2),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 8-10 (+2),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",1
14:57,"TURNOVER  by DOUTT,JOHNATHAN",,,,,,,"TURNOVER  by DOUTT,JOHNATHAN",1
14:56,,,,,"STEAL  by HOECK,RYAN VAN",,,"STEAL  by HOECK,RYAN VAN",1
14:53,"FOUL  by SCHOEN,NICHOLAS",,,,,,,"FOUL  by SCHOEN,NICHOLAS",1
14:53,"SUB IN by SMITH,ANDREW",,,,,,,"SUB IN by SMITH,ANDREW",1
14:53,"SUB OUT by SCHOEN,NICHOLAS",,,,,,,"SUB OUT by SCHOEN,NICHOLAS",1
14:32,,8,,12 (+4),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 8-12 (+4),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",1
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",1
14:29,"SUB IN by CADDEL,JOSHUA",,,,,,,"SUB IN by CADDEL,JOSHUA",1
14:29,"SUB OUT by DOUTT,JOHNATHAN",,,,,,,"SUB OUT by DOUTT,JOHNATHAN",1
14:16,"GOOD 3PTR by CADDEL,JOSHUA",11,,12 (+1),,GFU-M 11-12 (+1),,"GOOD 3PTR by CADDEL,JOSHUA",1
--,"ASSIST  by HOWARD,JONNY",,,,,,,"ASSIST  by HOWARD,JONNY",1
13:59,,11,,14 (+3),"GOOD LAYUP by COLLINS,LUKE(in the paint)",RHODES 11-14 (+3),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",1
13:58,"FOUL  by CADDEL,JOSHUA",,,,,,,"FOUL  by CADDEL,JOSHUA",1
13:58,,11,,15 (+4),"GOOD FT by COLLINS,LUKE",RHODES 11-15 (+4),,"GOOD FT by COLLINS,LUKE",1
13:58,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
13:58,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
13:58,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
13:58,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
13:58,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
13:58,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",1
13:58,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
13:58,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",1
13:58,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",1
13:58,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
13:44,"GOOD 3PTR by HOWARD,JONNY",14,,15 (+1),,GFU-M 14-15 (+1),,"GOOD 3PTR by HOWARD,JONNY",1
--,"ASSIST  by LACEY,JJ",,,,,,,"ASSIST  by LACEY,JJ",1
13:20,,14,,17 (+3),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 14-17 (+3),,"GOOD LAYUP by MILLER,DREW(in the paint)",1
13:06,"MISS 3PTR by LACEY,JJ",,,,,,,"MISS 3PTR by LACEY,JJ",1
--,,,,,"REBOUND DEF by WAGNER,MATT",,,"REBOUND DEF by WAGNER,MATT",1
13:06,"FOUL  by STANFIELD,CHRIS",,,,,,,"FOUL  by STANFIELD,CHRIS",1
13:06,,14,,18 (+4),"GOOD FT by WAGNER,MATT",RHODES 14-18 (+4),,"GOOD FT by WAGNER,MATT",1
13:06,,,,,"MISS FT by WAGNER,MATT",,,"MISS FT by WAGNER,MATT",1
--,"REBOUND DEF by LACEY,JJ",,,,,,,"REBOUND DEF by LACEY,JJ",1
13:06,"SUB IN by STONE,STEVEN",,,,,,,"SUB IN by STONE,STEVEN",1
13:06,"SUB IN by DOUTT,JOHNATHAN",,,,,,,"SUB IN by DOUTT,JOHNATHAN",1
13:06,"SUB OUT by STANFIELD,CHRIS",,,,,,,"SUB OUT by STANFIELD,CHRIS",1
13:06,"SUB OUT by HOWARD,JONNY",,,,,,,"SUB OUT by HOWARD,JONNY",1
12:58,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",1
12:58,"SUB IN by RICO,THOMAS",,,,,,,"SUB IN by RICO,THOMAS",1
12:58,"SUB OUT by SMITH,ANDREW",,,,,,,"SUB OUT by SMITH,ANDREW",1
12:47,"TURNOVER  by RICO,THOMAS",,,,,,,"TURNOVER  by RICO,THOMAS",1
12:46,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",1
12:43,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",1
--,"REBOUND DEF by RICO,THOMAS",,,,,,,"REBOUND DEF by RICO,THOMAS",1
12:32,"MISS 3PTR by RICO,THOMAS",,,,,,,"MISS 3PTR by RICO,THOMAS",1
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",1
12:27,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",1
12:07,"GOOD 3PTR by CADDEL,JOSHUA",17,,18 (+1),,GFU-M 17-18 (+1),,"GOOD 3PTR by CADDEL,JOSHUA",1
--,"ASSIST  by LACEY,JJ",,,,,,,"ASSIST  by LACEY,JJ",1
11:56,,17,,20 (+3),"GOOD LAYUP by MILLER,DREW(in the paint)",RHODES 17-20 (+3),,"GOOD LAYUP by MILLER,DREW(in the paint)",1
11:56,"FOUL  by STONE,STEVEN",,,,,,,"FOUL  by STONE,STEVEN",1
11:56,,17,,21 (+4),"GOOD FT by MILLER,DREW",RHODES 17-21 (+4),,"GOOD FT by MILLER,DREW",1
11:56,"SUB IN by HOWARD,JONNY",,,,,,,"SUB IN by HOWARD,JONNY",1
11:56,"SUB OUT by LACEY,JJ",,,,,,,"SUB OUT by LACEY,JJ",1
11:42,"MISS 3PTR by CADDEL,JOSHUA",,,,,,,"MISS 3PTR by CADDEL,JOSHUA",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
11:29,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",1
--,"REBOUND DEF by STONE,STEVEN",,,,,,,"REBOUND DEF by STONE,STEVEN",1
11:20,"GOOD LAYUP by RICO,THOMAS(fastbreak)(in the paint)",19,,21 (+2),,GFU-M 19-21 (+2),,"GOOD LAYUP by RICO,THOMAS(fastbreak)(in the paint)",1
11:12,"FOUL  by CADDEL,JOSHUA",,,,,,,"FOUL  by CADDEL,JOSHUA",1
11:12,,19,,22 (+3),"GOOD FT by MILLER,DREW",RHODES 19-22 (+3),,"GOOD FT by MILLER,DREW",1
11:12,,19,,23 (+4),"GOOD FT by MILLER,DREW",RHODES 19-23 (+4),,"GOOD FT by MILLER,DREW",1
11:12,"SUB IN by LACEY,JJ",,,,,,,"SUB IN by LACEY,JJ",1
11:12,"SUB IN by BERTRAM,MACK",,,,,,,"SUB IN by BERTRAM,MACK",1
11:12,"SUB IN by STANFIELD,CHRIS",,,,,,,"SUB IN by STANFIELD,CHRIS",1
11:12,"SUB OUT by STONE,STEVEN",,,,,,,"SUB OUT by STONE,STEVEN",1
11:12,"SUB OUT by DOUTT,JOHNATHAN",,,,,,,"SUB OUT by DOUTT,JOHNATHAN",1
11:12,"SUB OUT by CADDEL,JOSHUA",,,,,,,"SUB OUT by CADDEL,JOSHUA",1
11:12,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",1
11:12,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",1
11:12,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
11:12,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",1
10:58,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",1
10:58,"MISS FT by HOWARD,JONNY",,,,,,,"MISS FT by HOWARD,JONNY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:58,"GOOD FT by HOWARD,JONNY",20,,23 (+3),,GFU-M 20-23 (+3),,"GOOD FT by HOWARD,JONNY",1
10:48,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",1
10:47,"STEAL  by RICO,THOMAS",,,,,,,"STEAL  by RICO,THOMAS",1
10:33,"GOOD 3PTR by BERTRAM,MACK",23,,23,,GFU-M 23-23 (0),,"GOOD 3PTR by BERTRAM,MACK",1
--,"ASSIST  by LACEY,JJ",,,,,,,"ASSIST  by LACEY,JJ",1
10:18,,23,,25 (+2),"GOOD LAYUP by GEE,TYLER(in the paint)",RHODES 23-25 (+2),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",1
10:03,"MISS 3PTR by HOWARD,JONNY",,,,,,,"MISS 3PTR by HOWARD,JONNY",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
09:51,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",1
--,"REBOUND DEF by BERTRAM,MACK",,,,,,,"REBOUND DEF by BERTRAM,MACK",1
09:45,"TURNOVER  by BERTRAM,MACK",,,,,,,"TURNOVER  by BERTRAM,MACK",1
09:44,,,,,"STEAL  by SLEDGE,TATE",,,"STEAL  by SLEDGE,TATE",1
09:29,,23,,28 (+5),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 23-28 (+5),,"GOOD 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",1
09:22,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:22,"SUB IN by DOUTT,JOHNATHAN",,,,,,,"SUB IN by DOUTT,JOHNATHAN",1
09:22,"SUB IN by QUINN,BRENDIN",,,,,,,"SUB IN by QUINN,BRENDIN",1
09:22,"SUB OUT by LACEY,JJ",,,,,,,"SUB OUT by LACEY,JJ",1
09:22,"SUB OUT by RICO,THOMAS",,,,,,,"SUB OUT by RICO,THOMAS",1
09:22,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",1
09:22,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",1
09:22,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",1
09:22,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",1
09:22,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
09:22,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
09:12,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",1
09:12,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",1
09:12,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",1
08:58,"GOOD 3PTR by DOUTT,JOHNATHAN",26,,28 (+2),,GFU-M 26-28 (+2),,"GOOD 3PTR by DOUTT,JOHNATHAN",1
--,"ASSIST  by QUINN,BRENDIN",,,,,,,"ASSIST  by QUINN,BRENDIN",1
08:31,"SUB IN by CADDEL,JOSHUA",,,,,,,"SUB IN by CADDEL,JOSHUA",1
08:31,"SUB OUT by BERTRAM,MACK",,,,,,,"SUB OUT by BERTRAM,MACK",1
08:15,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,"REBOUND DEF by HOWARD,JONNY",,,,,,,"REBOUND DEF by HOWARD,JONNY",1
08:09,"MISS 3PTR by DOUTT,JOHNATHAN",,,,,,,"MISS 3PTR by DOUTT,JOHNATHAN",1
--,"REBOUND OFF by HOWARD,JONNY",,,,,,,"REBOUND OFF by HOWARD,JONNY",1
07:59,"GOOD 3PTR by CADDEL,JOSHUA",29 (+1),,28,,GFU-M 29-28 (-1),,"GOOD 3PTR by CADDEL,JOSHUA",1
--,"ASSIST  by DOUTT,JOHNATHAN",,,,,,,"ASSIST  by DOUTT,JOHNATHAN",1
07:32,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",1
--,"REBOUND DEF by QUINN,BRENDIN",,,,,,,"REBOUND DEF by QUINN,BRENDIN",1
07:29,"TURNOVER  by QUINN,BRENDIN",,,,,,,"TURNOVER  by QUINN,BRENDIN",1
07:28,,,,,"STEAL  by SLEDGE,TATE",,,"STEAL  by SLEDGE,TATE",1
07:26,,29,,30 (+1),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 29-30 (+1),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",1
--,,,,,"ASSIST  by SLEDGE,TATE",,,"ASSIST  by SLEDGE,TATE",1
07:03,"GOOD LAYUP by STANFIELD,CHRIS(in the paint)",31 (+1),,30,,GFU-M 31-30 (-1),,"GOOD LAYUP by STANFIELD,CHRIS(in the paint)",1
--,"ASSIST  by HOWARD,JONNY",,,,,,,"ASSIST  by HOWARD,JONNY",1
06:40,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",1
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",1
06:38,,,,,"MISS LAYUP by SLEDGE,TATE",,,"MISS LAYUP by SLEDGE,TATE",1
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",1
06:34,,,,,"MISS 3PTR by BLISS,DYLAN",,,"MISS 3PTR by BLISS,DYLAN",1
--,"REBOUND DEF by HOWARD,JONNY",,,,,,,"REBOUND DEF by HOWARD,JONNY",1
06:21,"MISS LAYUP by QUINN,BRENDIN",,,,,,,"MISS LAYUP by QUINN,BRENDIN",1
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",1
06:09,,,,,"MISS 3PTR by SLEDGE,TATE",,,"MISS 3PTR by SLEDGE,TATE",1
--,"REBOUND DEF by QUINN,BRENDIN",,,,,,,"REBOUND DEF by QUINN,BRENDIN",1
05:58,"MISS 3PTR by QUINN,BRENDIN",,,,,,,"MISS 3PTR by QUINN,BRENDIN",1
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",1
05:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
05:54,"SUB IN by LACEY,JJ",,,,,,,"SUB IN by LACEY,JJ",1
05:54,"SUB IN by RICO,THOMAS",,,,,,,"SUB IN by RICO,THOMAS",1
05:54,"SUB IN by STONE,STEVEN",,,,,,,"SUB IN by STONE,STEVEN",1
05:54,"SUB OUT by HOWARD,JONNY",,,,,,,"SUB OUT by HOWARD,JONNY",1
05:54,"SUB OUT by STANFIELD,CHRIS",,,,,,,"SUB OUT by STANFIELD,CHRIS",1
05:54,"SUB OUT by QUINN,BRENDIN",,,,,,,"SUB OUT by QUINN,BRENDIN",1
05:54,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
05:54,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
05:54,,,,,"SUB OUT by BLISS,DYLAN",,,"SUB OUT by BLISS,DYLAN",1
05:54,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",1
05:30,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",1
--,"REBOUND DEF by CADDEL,JOSHUA",,,,,,,"REBOUND DEF by CADDEL,JOSHUA",1
05:27,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",1
05:07,"GOOD LAYUP by LACEY,JJ(in the paint)",33 (+3),,30,,GFU-M 33-30 (-3),,"GOOD LAYUP by LACEY,JJ(in the paint)",1
04:45,,33 (+1),,32,"GOOD LAYUP by SLEDGE,TATE(in the paint)",RHODES 33-32 (-1),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",1
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",1
04:27,"TURNOVER  by DOUTT,JOHNATHAN",,,,,,,"TURNOVER  by DOUTT,JOHNATHAN",1
04:27,,,,,"STEAL  by SULLIVAN,BRENNAN",,,"STEAL  by SULLIVAN,BRENNAN",1
04:25,"FOUL  by DOUTT,JOHNATHAN",,,,,,,"FOUL  by DOUTT,JOHNATHAN",1
04:25,,33,,33,"GOOD FT by SULLIVAN,BRENNAN",RHODES 33-33 (0),,"GOOD FT by SULLIVAN,BRENNAN",1
04:25,"SUB IN by HOWARD,JONNY",,,,,,,"SUB IN by HOWARD,JONNY",1
04:25,"SUB IN by SCHOEN,NICHOLAS",,,,,,,"SUB IN by SCHOEN,NICHOLAS",1
04:25,"SUB OUT by CADDEL,JOSHUA",,,,,,,"SUB OUT by CADDEL,JOSHUA",1
04:25,"SUB OUT by DOUTT,JOHNATHAN",,,,,,,"SUB OUT by DOUTT,JOHNATHAN",1
04:25,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",1
04:25,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
04:25,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",1
04:25,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",1
04:20,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",1
--,"REBOUND DEF by LACEY,JJ",,,,,,,"REBOUND DEF by LACEY,JJ",1
04:09,"GOOD 3PTR by LACEY,JJ",36 (+3),,33,,GFU-M 36-33 (-3),,"GOOD 3PTR by LACEY,JJ",1
--,"ASSIST  by SCHOEN,NICHOLAS",,,,,,,"ASSIST  by SCHOEN,NICHOLAS",1
03:34,,,,,"MISS LAYUP by WAGNER,MATT",,,"MISS LAYUP by WAGNER,MATT",1
--,"REBOUND DEF by RICO,THOMAS",,,,,,,"REBOUND DEF by RICO,THOMAS",1
03:28,"MISS LAYUP by SCHOEN,NICHOLAS",,,,,,,"MISS LAYUP by SCHOEN,NICHOLAS",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
03:21,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,"REBOUND DEF by LACEY,JJ",,,,,,,"REBOUND DEF by LACEY,JJ",1
03:11,"MISS 3PTR by RICO,THOMAS",,,,,,,"MISS 3PTR by RICO,THOMAS",1
--,"REBOUND DEF by HOWARD,JONNY",,,,,,,"REBOUND DEF by HOWARD,JONNY",1
03:02,"MISS LAYUP by HOWARD,JONNY",,,,,,,"MISS LAYUP by HOWARD,JONNY",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
02:34,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",1
02:34,"BLOCK  by STONE,STEVEN",,,,,,,"BLOCK  by STONE,STEVEN",1
--,"REBOUND DEF by STONE,STEVEN",,,,,,,"REBOUND DEF by STONE,STEVEN",1
02:27,"MISS JUMPER by HOWARD,JONNY",,,,,,,"MISS JUMPER by HOWARD,JONNY",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
02:26,"FOUL  by HOWARD,JONNY",,,,,,,"FOUL  by HOWARD,JONNY",1
02:26,,36 (+2),,34,"GOOD FT by SULLIVAN,BRENNAN",RHODES 36-34 (-2),,"GOOD FT by SULLIVAN,BRENNAN",1
02:26,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",1
--,"REBOUND DEF by LACEY,JJ",,,,,,,"REBOUND DEF by LACEY,JJ",1
02:26,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",1
02:26,"SUB IN by SMITH,ANDREW",,,,,,,"SUB IN by SMITH,ANDREW",1
02:26,"SUB IN by DOUTT,JOHNATHAN",,,,,,,"SUB IN by DOUTT,JOHNATHAN",1
02:26,"SUB IN by QUINN,BRENDIN",,,,,,,"SUB IN by QUINN,BRENDIN",1
02:26,"SUB OUT by RICO,THOMAS",,,,,,,"SUB OUT by RICO,THOMAS",1
02:26,"SUB OUT by STONE,STEVEN",,,,,,,"SUB OUT by STONE,STEVEN",1
02:26,"SUB OUT by SCHOEN,NICHOLAS",,,,,,,"SUB OUT by SCHOEN,NICHOLAS",1
02:26,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",1
02:26,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",1
02:09,"GOOD LAYUP by QUINN,BRENDIN(in the paint)",38 (+4),,34,,GFU-M 38-34 (-4),,"GOOD LAYUP by QUINN,BRENDIN(in the paint)",1
--,"ASSIST  by SMITH,ANDREW",,,,,,,"ASSIST  by SMITH,ANDREW",1
01:50,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",1
01:21,"TURNOVER  by DOUTT,JOHNATHAN",,,,,,,"TURNOVER  by DOUTT,JOHNATHAN",1
