Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:00,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
15:49,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",1
15:44,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",1
15:44,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
15:44,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
15:38,,4,,4,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 4-4 (0),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",1
15:33,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",1
15:33,,,,,"MISS FT by CALDWELL,MARCELLUS",,,"MISS FT by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",1
15:33,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
15:33,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
15:19,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
15:11,"GOOD JUMPER by SULLIVAN,BRENNAN",6 (+2),,4,,RHODES 6-4 (+2),,"GOOD JUMPER by SULLIVAN,BRENNAN",1
14:50,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
14:48,"STEAL  by BUTTS,KEYSHAWN",,,,,,,"STEAL  by BUTTS,KEYSHAWN",1
14:45,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
14:45,"GOOD FT by BUTTS,KEYSHAWN",7 (+3),,4,,RHODES 7-4 (+3),,"GOOD FT by BUTTS,KEYSHAWN",1
14:45,"MISS FT by BUTTS,KEYSHAWN",,,,,,,"MISS FT by BUTTS,KEYSHAWN",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
14:45,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
14:45,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",1
14:45,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
14:45,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
14:25,,7,,7,"GOOD 3PTR by BORN,CLAY",SEWANEE 7-7 (0),,"GOOD 3PTR by BORN,CLAY",1
--,,,,,"ASSIST ASSIST by BORN,LEO",,,"ASSIST ASSIST by BORN,LEO",1
14:01,"MISS JUMPER by WAGNER,MATT",,,,,,,"MISS JUMPER by WAGNER,MATT",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
13:39,,,,,"TURNOVER  by BORN,LEO",,,"TURNOVER  by BORN,LEO",1
13:37,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",1
13:34,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
13:19,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",1
13:17,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",1
13:15,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",9 (+2),,7,,RHODES 9-7 (+2),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",1
12:47,,9,,9,"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 9-9 (0),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,,,,,"ASSIST ASSIST by WILLIAMS,JORDEN",,,"ASSIST ASSIST by WILLIAMS,JORDEN",1
12:36,"GOOD 3PTR by MILLER,DREW",12 (+3),,9,,RHODES 12-9 (+3),,"GOOD 3PTR by MILLER,DREW",1
--,"ASSIST ASSIST by SULLIVAN,BRENNAN",,,,,,,"ASSIST ASSIST by SULLIVAN,BRENNAN",1
12:14,,12 (+1),,11,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 12-11 (+1),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
--,,,,,"ASSIST ASSIST by WILLIAMS,JORDEN",,,"ASSIST ASSIST by WILLIAMS,JORDEN",1
12:02,"MISS LAYUP by BUTTS,KEYSHAWN",,,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
11:54,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
11:45,"GOOD LAYUP by MILLER,DREW(in the paint)",14 (+3),,11,,RHODES 14-11 (+3),,"GOOD LAYUP by MILLER,DREW(in the paint)",1
--,"ASSIST ASSIST by WEIR,JJ",,,,,,,"ASSIST ASSIST by WEIR,JJ",1
11:39,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",1
11:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:39,"GOOD FT by MILLER,DREW",15 (+4),,11,,RHODES 15-11 (+4),,"GOOD FT by MILLER,DREW",1
11:39,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
11:39,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",1
11:39,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",1
11:39,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
11:39,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",1
11:39,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",1
11:39,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
11:39,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",1
11:39,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
11:39,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
11:39,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
11:39,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
11:39,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
11:39,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
11:18,,15 (+2),,13,"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 15-13 (+2),,"GOOD JUMPER by STONE,BRODY(in the paint)",1
11:00,"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",17 (+4),,13,,RHODES 17-13 (+4),,"GOOD JUMPER by LIVSEY,GEOFF(in the paint)",1
10:33,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",1
10:33,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",1
10:33,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
10:31,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",1
10:31,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",1
10:31,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
10:07,"GOOD JUMPER by MILLER,DREW",19 (+6),,13,,RHODES 19-13 (+6),,"GOOD JUMPER by MILLER,DREW",1
09:49,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,"REBOUND DEF by BUTTS,KEYSHAWN",,,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",1
09:38,"GOOD JUMPER by COLLINS,LUKE(in the paint)",21 (+8),,13,,RHODES 21-13 (+8),,"GOOD JUMPER by COLLINS,LUKE(in the paint)",1
09:38,,,,,TIMEOUT 30s by TEAM,,,TIMEOUT 30s by TEAM,1
09:38,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
09:38,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
09:38,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
09:38,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
09:38,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
09:38,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",1
09:21,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
09:06,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
09:06,"GOOD FT by WAGNER,MATT",22 (+9),,13,,RHODES 22-13 (+9),,"GOOD FT by WAGNER,MATT",1
09:06,"GOOD FT by WAGNER,MATT",23 (+10),,13,,RHODES 23-13 (+10),,"GOOD FT by WAGNER,MATT",1
08:47,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",1
08:38,"GOOD 3PTR by MILLER,DREW",26 (+13),,13,,RHODES 26-13 (+13),,"GOOD 3PTR by MILLER,DREW",1
08:16,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",1
08:16,,26 (+12),,14,"GOOD FT by STONE,BRODY",SEWANEE 26-14 (+12),,"GOOD FT by STONE,BRODY",1
08:16,,26 (+11),,15,"GOOD FT by STONE,BRODY",SEWANEE 26-15 (+11),,"GOOD FT by STONE,BRODY",1
08:16,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
08:16,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",1
08:16,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",1
08:16,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
08:16,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",1
08:16,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
07:47,"GOOD JUMPER by LIVSEY,GEOFF",28 (+13),,15,,RHODES 28-15 (+13),,"GOOD JUMPER by LIVSEY,GEOFF",1
07:21,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
07:21,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
07:12,,28 (+10),,18,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 28-18 (+10),,"GOOD 3PTR by WILLIAMS,JORDEN",1
--,,,,,"ASSIST ASSIST by BROWN,SETH",,,"ASSIST ASSIST by BROWN,SETH",1
07:07,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",1
07:07,,28 (+9),,19,"GOOD FT by WILLIAMS,JORDEN",SEWANEE 28-19 (+9),,"GOOD FT by WILLIAMS,JORDEN",1
07:07,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
07:07,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",1
06:46,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",1
06:29,,28 (+7),,21,"GOOD JUMPER by CALDWELL,MARCELLUS",SEWANEE 28-21 (+7),,"GOOD JUMPER by CALDWELL,MARCELLUS",1
05:51,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
05:37,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
05:27,"MISS 3PTR by GEE,TYLER",,,,,,,"MISS 3PTR by GEE,TYLER",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
04:57,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",1
04:37,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
04:34,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
04:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
04:34,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",1
04:34,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
04:34,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",1
04:34,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
04:34,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
04:34,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
04:34,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
04:30,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
04:22,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",1
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",1
04:12,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",1
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",1
03:44,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",1
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",1
03:21,"GOOD LAYUP by WEIR,JJ(in the paint)",30 (+9),,21,,RHODES 30-21 (+9),,"GOOD LAYUP by WEIR,JJ(in the paint)",1
02:56,,30 (+7),,23,"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 30-23 (+7),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
02:42,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",1
02:40,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
02:40,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
02:22,,30 (+5),,25,"GOOD JUMPER by BORN,LEO(in the paint)",SEWANEE 30-25 (+5),,"GOOD JUMPER by BORN,LEO(in the paint)",1
01:50,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",1
01:50,"MISS FT by WAGNER,MATT",,,,,,,"MISS FT by WAGNER,MATT",1
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",1
01:50,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
01:50,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
01:16,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
01:16,,30 (+4),,26,"GOOD FT by BORN,CLAY",SEWANEE 30-26 (+4),,"GOOD FT by BORN,CLAY",1
01:16,,30 (+3),,27,"GOOD FT by BORN,CLAY",SEWANEE 30-27 (+3),,"GOOD FT by BORN,CLAY",1
01:16,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
01:16,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
01:16,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
01:16,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",1
00:59,"GOOD LAYUP by GEE,TYLER(in the paint)",32 (+5),,27,,RHODES 32-27 (+5),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,"ASSIST ASSIST by DALTON,PRICE",,,,,,,"ASSIST ASSIST by DALTON,PRICE",1
00:37,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
00:02,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
00:02,"GOOD FT by GEE,TYLER",33 (+6),,27,,RHODES 33-27 (+6),,"GOOD FT by GEE,TYLER",1
00:02,"GOOD FT by GEE,TYLER",34 (+7),,27,,RHODES 34-27 (+7),,"GOOD FT by GEE,TYLER",1
00:02,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",1
00:02,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",1
00:02,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
00:02,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
00:01,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
19:13,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",,,"REBOUND OFF by CALDWELL,MARCELLUS",2
19:07,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
18:55,,34 (+4),,30,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 34-30 (+4),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST ASSIST by CALDWELL,MARCELLUS",,,"ASSIST ASSIST by CALDWELL,MARCELLUS",2
18:28,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
18:11,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
18:11,"GOOD 3PTR by SULLIVAN,BRENNAN",37 (+7),,30,,RHODES 37-30 (+7),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST ASSIST by LIVSEY,GEOFF",,,,,,,"ASSIST ASSIST by LIVSEY,GEOFF",2
18:11,,,,,"MISS JUMPER by VEAL,ROBERT",,,"MISS JUMPER by VEAL,ROBERT",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
18:11,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
18:11,,37 (+4),,33,"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 37-33 (+4),,"GOOD 3PTR by WILLIAMS,JORDEN",2
18:11,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
18:11,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",39 (+6),,33,,RHODES 39-33 (+6),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
18:11,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
18:11,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
18:11,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
18:07,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
18:06,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
18:02,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND OFF by WAGNER,MATT",,,,,,,"REBOUND OFF by WAGNER,MATT",2
17:50,"GOOD 3PTR by SULLIVAN,BRENNAN",42 (+9),,33,,RHODES 42-33 (+9),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST ASSIST by COLLINS,LUKE",,,,,,,"ASSIST ASSIST by COLLINS,LUKE",2
17:29,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
17:26,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
17:26,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
17:26,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
17:26,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
17:26,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
17:23,,42 (+7),,35,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 42-35 (+7),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
16:54,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
16:53,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",2
16:43,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
16:22,"TURNOVER  by BUTTS,KEYSHAWN",,,,,,,"TURNOVER  by BUTTS,KEYSHAWN",2
16:20,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
16:20,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
16:20,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
16:20,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
16:20,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
16:20,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:20,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
