Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
16:54,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
16:37,,23,,34 (+11),"GOOD 3PTR by LIVSEY,GEOFF",RHODES 23-34 (+11),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
16:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
16:33,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
16:33,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
16:33,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
16:33,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
16:33,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
16:33,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
16:33,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
16:33,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
16:33,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
16:33,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
16:19,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",25,,34 (+9),,MILLSAPS 25-34 (+9),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
--,"ASSIST  by AUBERT,DUSTIN",,,,,,,"ASSIST  by AUBERT,DUSTIN",2
15:54,,,,,"MISS LAYUP by MILLER,DREW",,,"MISS LAYUP by MILLER,DREW",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
15:28,"GOOD LAYUP by HANSTAD,RAJAN(in the paint)",27,,34 (+7),,MILLSAPS 27-34 (+7),,"GOOD LAYUP by HANSTAD,RAJAN(in the paint)",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
15:28,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
15:28,"GOOD FT by HANSTAD,RAJAN",28,,34 (+6),,MILLSAPS 28-34 (+6),,"GOOD FT by HANSTAD,RAJAN",2
15:09,,28,,37 (+9),"GOOD 3PTR by SULLIVAN,BRENNAN",RHODES 28-37 (+9),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
15:09,"FOUL  by HANSTAD,RAJAN",,,,,,,"FOUL  by HANSTAD,RAJAN",2
15:09,,28,,38 (+10),"GOOD FT by SULLIVAN,BRENNAN",RHODES 28-38 (+10),,"GOOD FT by SULLIVAN,BRENNAN",2
14:51,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",30,,38 (+8),,MILLSAPS 30-38 (+8),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
14:51,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
14:51,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:39,"MISS 3PTR by HANSTAD,RAJAN",,,,,,,"MISS 3PTR by HANSTAD,RAJAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
14:30,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
14:30,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",2
14:23,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
14:23,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
14:23,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
14:23,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
14:19,"MISS 3PTR by HANSTAD,RAJAN",,,,,,,"MISS 3PTR by HANSTAD,RAJAN",2
--,"REBOUND OFF by ATKINSON,QUINN",,,,,,,"REBOUND OFF by ATKINSON,QUINN",2
13:54,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
13:48,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",32,,38 (+6),,MILLSAPS 32-38 (+6),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
13:26,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
13:26,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
13:26,,32,,39 (+7),"GOOD FT by LIVSEY,GEOFF",RHODES 32-39 (+7),,"GOOD FT by LIVSEY,GEOFF",2
13:26,,32,,40 (+8),"GOOD FT by LIVSEY,GEOFF",RHODES 32-40 (+8),,"GOOD FT by LIVSEY,GEOFF",2
13:26,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
13:26,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
13:11,"MISS 3PTR by AUBERT,DUSTIN",,,,,,,"MISS 3PTR by AUBERT,DUSTIN",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
12:56,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
12:51,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
12:51,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
12:32,,32,,43 (+11),"GOOD 3PTR by MILLER,DREW",RHODES 32-43 (+11),,"GOOD 3PTR by MILLER,DREW",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
12:13,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",,,"REBOUND DEF by BUTTS,KEYSHAWN",2
11:53,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
11:37,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
11:37,"STEAL  by DETILLIEU,RYAN",,,,,,,"STEAL  by DETILLIEU,RYAN",2
11:33,"MISS 3PTR by DETILLIEU,RYAN",,,,,,,"MISS 3PTR by DETILLIEU,RYAN",2
--,"REBOUND OFF by MOORE,MYLES",,,,,,,"REBOUND OFF by MOORE,MYLES",2
11:33,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
11:33,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
11:33,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
11:33,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
11:33,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
11:33,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:33,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
11:33,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
11:33,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
11:15,"MISS JUMPER by MOORE,MYLES",,,,,,,"MISS JUMPER by MOORE,MYLES",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
11:04,,32,,45 (+13),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODES 32-45 (+13),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
10:57,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
10:57,,32,,46 (+14),"GOOD FT by COLLINS,LUKE",RHODES 32-46 (+14),,"GOOD FT by COLLINS,LUKE",2
10:57,,32,,47 (+15),"GOOD FT by COLLINS,LUKE",RHODES 32-47 (+15),,"GOOD FT by COLLINS,LUKE",2
10:43,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",34,,47 (+13),,MILLSAPS 34-47 (+13),,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",2
10:18,,34,,50 (+16),"GOOD 3PTR by COLLINS,LUKE",RHODES 34-50 (+16),,"GOOD 3PTR by COLLINS,LUKE",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
09:50,"GOOD JUMPER by GAGEN,BRENNAN",36,,50 (+14),,MILLSAPS 36-50 (+14),,"GOOD JUMPER by GAGEN,BRENNAN",2
09:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:48,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
09:48,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
09:48,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
09:48,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
09:48,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
09:37,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
09:24,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
09:14,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:08,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
08:58,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
08:41,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
08:31,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
08:31,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
08:31,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
08:31,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
08:31,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
08:31,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
08:31,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
08:31,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:31,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
08:31,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
08:23,"TURNOVER  by MCSWAIN,JOSH",,,,,,,"TURNOVER  by MCSWAIN,JOSH",2
08:16,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
08:16,"STEAL  by GERCHOW,ALEX",,,,,,,"STEAL  by GERCHOW,ALEX",2
08:16,"GOOD LAYUP by MOORE,MYLES(fastbreak)(in the paint)",38,,50 (+12),,MILLSAPS 38-50 (+12),,"GOOD LAYUP by MOORE,MYLES(fastbreak)(in the paint)",2
08:09,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:43,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:37,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
07:37,,38,,51 (+13),"GOOD FT by LIVSEY,GEOFF",RHODES 38-51 (+13),,"GOOD FT by LIVSEY,GEOFF",2
07:37,,38,,52 (+14),"GOOD FT by LIVSEY,GEOFF",RHODES 38-52 (+14),,"GOOD FT by LIVSEY,GEOFF",2
07:37,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
07:37,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
07:37,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
07:37,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
07:37,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
07:37,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
07:26,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
07:05,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
07:05,"BLOCK  by AUBERT,DUSTIN",,,,,,,"BLOCK  by AUBERT,DUSTIN",2
--,,,,,"REBOUND OFF by LIVSEY,GEOFF",,,"REBOUND OFF by LIVSEY,GEOFF",2
07:05,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
07:05,,38,,53 (+15),"GOOD FT by LIVSEY,GEOFF",RHODES 38-53 (+15),,"GOOD FT by LIVSEY,GEOFF",2
07:05,,38,,54 (+16),"GOOD FT by LIVSEY,GEOFF",RHODES 38-54 (+16),,"GOOD FT by LIVSEY,GEOFF",2
07:05,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
07:05,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
07:05,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
07:05,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
06:49,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
06:49,"GOOD FT by MANCUSO,LOGAN",39,,54 (+15),,MILLSAPS 39-54 (+15),,"GOOD FT by MANCUSO,LOGAN",2
06:49,"GOOD FT by MANCUSO,LOGAN",40,,54 (+14),,MILLSAPS 40-54 (+14),,"GOOD FT by MANCUSO,LOGAN",2
06:49,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
06:49,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
06:37,,40,,56 (+16),"GOOD LAYUP by WAGNER,MATT(in the paint)",RHODES 40-56 (+16),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
06:07,,,,,"FOUL  by WAGNER,MATT",,,"FOUL  by WAGNER,MATT",2
06:07,"GOOD FT by ROBERTSON,MARC",41,,56 (+15),,MILLSAPS 41-56 (+15),,"GOOD FT by ROBERTSON,MARC",2
06:07,"MISS FT by ROBERTSON,MARC",,,,,,,"MISS FT by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
06:07,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
06:07,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
05:57,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
05:57,,41,,57 (+16),"GOOD FT by SULLIVAN,BRENNAN",RHODES 41-57 (+16),,"GOOD FT by SULLIVAN,BRENNAN",2
05:57,,41,,58 (+17),"GOOD FT by SULLIVAN,BRENNAN",RHODES 41-58 (+17),,"GOOD FT by SULLIVAN,BRENNAN",2
05:57,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
05:57,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
05:57,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
05:57,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
05:29,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
05:03,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
05:03,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
05:03,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
05:03,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
04:54,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
04:50,"STEAL  by GERCHOW,ALEX",,,,,,,"STEAL  by GERCHOW,ALEX",2
04:49,"MISS LAYUP by DETILLIEU,RYAN",,,,,,,"MISS LAYUP by DETILLIEU,RYAN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
04:38,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
04:38,,,,,"MISS FT by MILLER,DREW",,,"MISS FT by MILLER,DREW",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
04:38,"SUB IN by MCSWAIN,JOSH",,,,,,,"SUB IN by MCSWAIN,JOSH",2
04:38,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
04:38,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
04:38,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
04:38,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
04:38,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
04:38,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
04:38,"SUB OUT by MOORE,MYLES",,,,,,,"SUB OUT by MOORE,MYLES",2
04:15,"GOOD JUMPER by MCSWAIN,JOSH",43,,58 (+15),,MILLSAPS 43-58 (+15),,"GOOD JUMPER by MCSWAIN,JOSH",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
04:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:13,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
04:13,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
03:58,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",,,"MISS LAYUP by BUTTS,KEYSHAWN",2
03:58,"BLOCK  by AUBERT,DUSTIN",,,,,,,"BLOCK  by AUBERT,DUSTIN",2
--,"REBOUND DEF by MCSWAIN,JOSH",,,,,,,"REBOUND DEF by MCSWAIN,JOSH",2
03:49,"MISS LAYUP by AUBERT,DUSTIN",,,,,,,"MISS LAYUP by AUBERT,DUSTIN",2
03:49,,,,,"BLOCK  by LIVSEY,GEOFF",,,"BLOCK  by LIVSEY,GEOFF",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:49,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
03:49,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
03:49,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
03:49,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
03:40,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
03:40,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:40,,43,,59 (+16),"GOOD FT by LIVSEY,GEOFF",RHODES 43-59 (+16),,"GOOD FT by LIVSEY,GEOFF",2
03:40,"SUB IN by DETILLIEU,RYAN",,,,,,,"SUB IN by DETILLIEU,RYAN",2
03:40,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
03:40,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
03:40,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
03:40,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
03:40,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
03:40,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
03:40,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
03:26,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
03:26,"MISS FT by MOORE,MYLES",,,,,,,"MISS FT by MOORE,MYLES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:26,"GOOD FT by MOORE,MYLES",44,,59 (+15),,MILLSAPS 44-59 (+15),,"GOOD FT by MOORE,MYLES",2
03:26,"SUB IN by PRATER,DALLAS",,,,,,,"SUB IN by PRATER,DALLAS",2
03:26,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
03:26,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
03:26,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
03:26,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
03:26,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
03:26,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
03:26,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:01,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
03:01,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
02:54,"FOUL  by PRATER,DALLAS",,,,,,,"FOUL  by PRATER,DALLAS",2
02:54,"TURNOVER  by PRATER,DALLAS",,,,,,,"TURNOVER  by PRATER,DALLAS",2
02:37,,,,,"MISS JUMPER by MILLER,DREW",,,"MISS JUMPER by MILLER,DREW",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
02:24,"MISS LAYUP by DETILLIEU,RYAN",,,,,,,"MISS LAYUP by DETILLIEU,RYAN",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
02:04,,44,,61 (+17),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 44-61 (+17),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
01:46,"MISS 3PTR by PRATER,DALLAS",,,,,,,"MISS 3PTR by PRATER,DALLAS",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
01:23,"FOUL  by DETILLIEU,RYAN",,,,,,,"FOUL  by DETILLIEU,RYAN",2
01:23,,44,,62 (+18),"GOOD FT by SULLIVAN,BRENNAN",RHODES 44-62 (+18),,"GOOD FT by SULLIVAN,BRENNAN",2
01:23,,44,,63 (+19),"GOOD FT by SULLIVAN,BRENNAN",RHODES 44-63 (+19),,"GOOD FT by SULLIVAN,BRENNAN",2
01:23,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
01:23,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
01:23,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
01:23,"SUB OUT by AUBERT,DUSTIN",,,,,,,"SUB OUT by AUBERT,DUSTIN",2
01:23,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
01:23,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
01:23,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
01:23,,,,,"SUB IN by MUHAMMAD,AQUIL",,,"SUB IN by MUHAMMAD,AQUIL",2
01:23,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
01:23,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:23,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
01:23,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
01:16,"MISS JUMPER by MOORE,MYLES",,,,,,,"MISS JUMPER by MOORE,MYLES",2
--,,,,,"REBOUND DEF by BLISS,DYLAN",,,"REBOUND DEF by BLISS,DYLAN",2
00:55,,44,,65 (+21),"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",RHODES 44-65 (+21),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",2
--,,,,,"ASSIST  by BUTTS,KEYSHAWN",,,"ASSIST  by BUTTS,KEYSHAWN",2
