Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
17:48,,4 (+2),,2,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 4-2 (+2),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,,,,,"ASSIST  by POWELL,SAMUEL",,,"ASSIST  by POWELL,SAMUEL",1
17:31,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",1
17:20,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",1
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",1
17:17,,4,,4,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 4-4 (0),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
16:53,"GOOD LAYUP by GEE,TYLER(in the paint)",6 (+2),,4,,RHODES 6-4 (+2),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",1
16:48,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
16:40,,,,,"TURNOVER  by JACOBS,OWEN",,,"TURNOVER  by JACOBS,OWEN",1
16:40,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",1
16:38,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",1
16:17,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",1
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",1
16:15,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
15:49,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",1
15:49,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",1
15:49,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",1
15:46,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",1
15:46,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",1
15:46,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
15:28,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
15:28,,6 (+1),,5,"GOOD FT by MARDER,NICK",BCM 6-5 (+1),,"GOOD FT by MARDER,NICK",1
15:28,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
15:28,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",1
15:28,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
15:08,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
15:05,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",1
15:05,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",1
15:05,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",1
14:52,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
14:48,"GOOD LAYUP by GEE,TYLER(in the paint)",8 (+3),,5,,RHODES 8-5 (+3),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
14:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
14:35,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",1
14:35,"BLOCK  by SLEDGE,TATE",,,,,,,"BLOCK  by SLEDGE,TATE",1
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",1
14:28,,8 (+1),,7,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",BCM 8-7 (+1),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",1
14:24,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",,,"FOUL  by ELLINGSWORTH,COLEMAN",1
14:24,"GOOD FT by BUTTS,KEYSHAWN",9 (+2),,7,,RHODES 9-7 (+2),,"GOOD FT by BUTTS,KEYSHAWN",1
14:20,"GOOD FT by BUTTS,KEYSHAWN",10 (+3),,7,,RHODES 10-7 (+3),,"GOOD FT by BUTTS,KEYSHAWN",1
14:20,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
14:20,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
14:20,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",1
14:20,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
14:01,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
13:48,"MISS LAYUP by SLEDGE,TATE",,,,,,,"MISS LAYUP by SLEDGE,TATE",1
--,,,,,"REBOUND DEF by POWELL,SAMUEL",,,"REBOUND DEF by POWELL,SAMUEL",1
13:41,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",1
13:40,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",1
13:37,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",12 (+5),,7,,RHODES 12-7 (+5),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",1
13:29,,,,,"TURNOVER  by MCCLOUD,LEE",,,"TURNOVER  by MCCLOUD,LEE",1
13:27,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",1
13:25,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",1
--,,,,,"REBOUND DEF by POWELL,SAMUEL",,,"REBOUND DEF by POWELL,SAMUEL",1
13:25,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",1
13:25,,12 (+4),,8,"GOOD FT by POWELL,SAMUEL",BCM 12-8 (+4),,"GOOD FT by POWELL,SAMUEL",1
13:25,,12 (+3),,9,"GOOD FT by POWELL,SAMUEL",BCM 12-9 (+3),,"GOOD FT by POWELL,SAMUEL",1
13:25,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",1
13:25,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",1
13:25,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",1
13:25,,,,,"SUB OUT by POWELL,SAMUEL",,,"SUB OUT by POWELL,SAMUEL",1
13:13,"GOOD 3PTR by MILLER,DREW",15 (+6),,9,,RHODES 15-9 (+6),,"GOOD 3PTR by MILLER,DREW",1
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",1
13:00,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",1
12:58,"STEAL  by HOECK,RYAN VAN",,,,,,,"STEAL  by HOECK,RYAN VAN",1
12:48,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",1
12:46,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",1
12:46,,15 (+5),,10,"GOOD FT by ELLINGSWORTH,COLEMAN",BCM 15-10 (+5),,"GOOD FT by ELLINGSWORTH,COLEMAN",1
12:46,,15 (+4),,11,"GOOD FT by ELLINGSWORTH,COLEMAN",BCM 15-11 (+4),,"GOOD FT by ELLINGSWORTH,COLEMAN",1
12:46,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",1
12:46,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",1
12:46,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",1
12:46,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",1
12:37,"MISS LAYUP by WAGNER,MATT",,,,,,,"MISS LAYUP by WAGNER,MATT",1
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",1
12:33,"MISS 3PTR by SLEDGE,TATE",,,,,,,"MISS 3PTR by SLEDGE,TATE",1
--,,,,,"REBOUND DEF by MARDER,NICK",,,"REBOUND DEF by MARDER,NICK",1
12:21,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",1
12:21,,,,,"MISS FT by CHAYKOWSKY,ZACK",,,"MISS FT by CHAYKOWSKY,ZACK",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
12:21,,,,,"MISS FT by CHAYKOWSKY,ZACK",,,"MISS FT by CHAYKOWSKY,ZACK",1
--,,,,,"REBOUND OFF by CHAYKOWSKY,ZACK",,,"REBOUND OFF by CHAYKOWSKY,ZACK",1
12:21,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",1
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",1
12:21,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",1
--,"REBOUND OFF by SLEDGE,TATE",,,,,,,"REBOUND OFF by SLEDGE,TATE",1
11:50,"TURNOVER  by SLEDGE,TATE",,,,,,,"TURNOVER  by SLEDGE,TATE",1
11:42,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",1
11:42,,15 (+3),,12,"GOOD FT by MARDER,NICK",BCM 15-12 (+3),,"GOOD FT by MARDER,NICK",1
11:42,,15 (+2),,13,"GOOD FT by MARDER,NICK",BCM 15-13 (+2),,"GOOD FT by MARDER,NICK",1
11:42,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",1
11:42,"SUB IN by BLISS,DYLAN",,,,,,,"SUB IN by BLISS,DYLAN",1
11:42,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
11:42,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
11:42,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",1
11:42,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",1
11:42,,,,,"SUB IN by POWELL,SAMUEL",,,"SUB IN by POWELL,SAMUEL",1
11:42,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
11:35,"GOOD LAYUP by WAGNER,MATT(fastbreak)(in the paint)",17 (+4),,13,,RHODES 17-13 (+4),,"GOOD LAYUP by WAGNER,MATT(fastbreak)(in the paint)",1
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",1
11:23,,,,,"TURNOVER  by KORN,LUKAS",,,"TURNOVER  by KORN,LUKAS",1
11:23,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",1
11:23,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",1
11:02,"MISS 3PTR by BLISS,DYLAN",,,,,,,"MISS 3PTR by BLISS,DYLAN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
10:48,,,,,"MISS LAYUP by HARVILLE,TYLER",,,"MISS LAYUP by HARVILLE,TYLER",1
10:48,"BLOCK  by GEE,TYLER",,,,,,,"BLOCK  by GEE,TYLER",1
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",1
10:41,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
10:41,,,,,"FOUL  by HARVILLE,TYLER",,,"FOUL  by HARVILLE,TYLER",1
10:41,"GOOD FT by GEE,TYLER",18 (+5),,13,,RHODES 18-13 (+5),,"GOOD FT by GEE,TYLER",1
10:41,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",1
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",1
10:41,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",1
10:41,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",1
10:41,,,,,"SUB OUT by HARVILLE,TYLER",,,"SUB OUT by HARVILLE,TYLER",1
10:18,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",1
10:17,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",1
10:07,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",1
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",1
10:01,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",20 (+7),,13,,RHODES 20-13 (+7),,"GOOD LAYUP by MILLER,DREW(fastbreak)(in the paint)",1
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",1
09:58,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:49,,20 (+5),,15,"GOOD LAYUP by KORN,LUKAS(in the paint)",BCM 20-15 (+5),,"GOOD LAYUP by KORN,LUKAS(in the paint)",1
--,,,,,"ASSIST  by CHAYKOWSKY,ZACK",,,"ASSIST  by CHAYKOWSKY,ZACK",1
09:49,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",1
09:49,,,,,"MISS FT by KORN,LUKAS",,,"MISS FT by KORN,LUKAS",1
--,,,,,"REBOUND OFF by POWELL,SAMUEL",,,"REBOUND OFF by POWELL,SAMUEL",1
09:49,,20 (+3),,17,"GOOD LAYUP by POWELL,SAMUEL(in the paint)",BCM 20-17 (+3),,"GOOD LAYUP by POWELL,SAMUEL(in the paint)",1
09:49,"TURNOVER  by WAGNER,MATT",,,,,,,"TURNOVER  by WAGNER,MATT",1
09:49,,,,,"STEAL  by CHAYKOWSKY,ZACK",,,"STEAL  by CHAYKOWSKY,ZACK",1
09:49,,,,,"MISS LAYUP by CHAYKOWSKY,ZACK",,,"MISS LAYUP by CHAYKOWSKY,ZACK",1
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",1
09:49,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",1
09:49,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
09:02,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",1
09:02,"GOOD FT by COLLINS,LUKE",21 (+4),,17,,RHODES 21-17 (+4),,"GOOD FT by COLLINS,LUKE",1
09:02,"GOOD FT by COLLINS,LUKE",22 (+5),,17,,RHODES 22-17 (+5),,"GOOD FT by COLLINS,LUKE",1
09:02,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
09:02,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
09:02,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",1
09:02,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",1
08:55,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",1
08:51,"TURNOVER  by BLISS,DYLAN",,,,,,,"TURNOVER  by BLISS,DYLAN",1
08:40,,,,,"MISS JUMPER by KORN,LUKAS",,,"MISS JUMPER by KORN,LUKAS",1
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",1
08:34,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",1
08:34,"GOOD FT by COLLINS,LUKE",23 (+6),,17,,RHODES 23-17 (+6),,"GOOD FT by COLLINS,LUKE",1
08:34,"GOOD FT by COLLINS,LUKE",24 (+7),,17,,RHODES 24-17 (+7),,"GOOD FT by COLLINS,LUKE",1
08:34,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",1
08:34,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",1
08:19,,24 (+4),,20,"GOOD 3PTR by CHAYKOWSKY,ZACK",BCM 24-20 (+4),,"GOOD 3PTR by CHAYKOWSKY,ZACK",1
--,,,,,"ASSIST  by PARK,BRANDON",,,"ASSIST  by PARK,BRANDON",1
08:00,"GOOD 3PTR by SLEDGE,TATE",27 (+7),,20,,RHODES 27-20 (+7),,"GOOD 3PTR by SLEDGE,TATE",1
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",1
07:35,,,,,"MISS JUMPER by MARDER,NICK",,,"MISS JUMPER by MARDER,NICK",1
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",1
07:27,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",1
07:27,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
07:27,"SUB OUT by BLISS,DYLAN",,,,,,,"SUB OUT by BLISS,DYLAN",1
07:27,,,,,"SUB IN by FORTE,MCCARTY",,,"SUB IN by FORTE,MCCARTY",1
07:27,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",1
07:14,,,,,"TURNOVER  by FORTE,MCCARTY",,,"TURNOVER  by FORTE,MCCARTY",1
07:13,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",1
06:54,,,,,"FOUL  by POWELL,SAMUEL",,,"FOUL  by POWELL,SAMUEL",1
06:54,"GOOD FT by SLEDGE,TATE",28 (+8),,20,,RHODES 28-20 (+8),,"GOOD FT by SLEDGE,TATE",1
06:54,"GOOD FT by SLEDGE,TATE",29 (+9),,20,,RHODES 29-20 (+9),,"GOOD FT by SLEDGE,TATE",1
06:32,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
06:10,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",1
06:10,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
06:10,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",1
06:10,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",1
06:10,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",1
06:10,,,,,"SUB OUT by POWELL,SAMUEL",,,"SUB OUT by POWELL,SAMUEL",1
06:10,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",1
06:10,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
05:57,"MISS LAYUP by WAGNER,MATT",,,,,,,"MISS LAYUP by WAGNER,MATT",1
--,,,,,"REBOUND OFF by KORN,LUKAS",,,"REBOUND OFF by KORN,LUKAS",1
05:40,,29 (+6),,23,"GOOD 3PTR by FORTE,MCCARTY",BCM 29-23 (+6),,"GOOD 3PTR by FORTE,MCCARTY",1
05:15,"MISS LAYUP by SLEDGE,TATE",,,,,,,"MISS LAYUP by SLEDGE,TATE",1
--,"REBOUND OFF by SLEDGE,TATE",,,,,,,"REBOUND OFF by SLEDGE,TATE",1
05:14,"GOOD LAYUP by SLEDGE,TATE(in the paint)",31 (+8),,23,,RHODES 31-23 (+8),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",1
05:00,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",1
04:42,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",1
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",1
04:31,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",1
04:24,"TURNOVER  by SLEDGE,TATE",,,,,,,"TURNOVER  by SLEDGE,TATE",1
04:24,,,,,"SUB IN by HARVILLE,TYLER",,,"SUB IN by HARVILLE,TYLER",1
04:24,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",1
04:13,,31 (+6),,25,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 31-25 (+6),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,,,,,"ASSIST  by KORN,LUKAS",,,"ASSIST  by KORN,LUKAS",1
03:51,"GOOD LAYUP by SLEDGE,TATE(in the paint)",33 (+8),,25,,RHODES 33-25 (+8),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",1
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",1
03:36,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",1
03:33,,33 (+7),,26,"GOOD FT by JACOBS,OWEN",BCM 33-26 (+7),,"GOOD FT by JACOBS,OWEN",1
03:33,,33 (+6),,27,"GOOD FT by JACOBS,OWEN",BCM 33-27 (+6),,"GOOD FT by JACOBS,OWEN",1
03:33,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",1
03:33,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",1
03:20,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",1
02:55,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",1
--,,,,,"REBOUND OFF by HARVILLE,TYLER",,,"REBOUND OFF by HARVILLE,TYLER",1
02:50,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",1
02:49,"STEAL  by BUTTS,KEYSHAWN",,,,,,,"STEAL  by BUTTS,KEYSHAWN",1
02:43,"TURNOVER  by SLEDGE,TATE",,,,,,,"TURNOVER  by SLEDGE,TATE",1
02:43,,,,,"STEAL  by KORN,LUKAS",,,"STEAL  by KORN,LUKAS",1
02:43,,,,,"TURNOVER  by KORN,LUKAS",,,"TURNOVER  by KORN,LUKAS",1
02:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
02:43,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
02:31,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",1
--,"REBOUND OFF by WAGNER,MATT",,,,,,,"REBOUND OFF by WAGNER,MATT",1
02:28,,,,,"FOUL  by KORN,LUKAS",,,"FOUL  by KORN,LUKAS",1
02:28,"MISS FT by WAGNER,MATT",,,,,,,"MISS FT by WAGNER,MATT",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:28,"GOOD FT by WAGNER,MATT",34 (+7),,27,,RHODES 34-27 (+7),,"GOOD FT by WAGNER,MATT",1
02:28,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",1
02:08,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",1
02:08,,34 (+6),,28,"GOOD FT by HARVILLE,TYLER",BCM 34-28 (+6),,"GOOD FT by HARVILLE,TYLER",1
02:08,,34 (+5),,29,"GOOD FT by HARVILLE,TYLER",BCM 34-29 (+5),,"GOOD FT by HARVILLE,TYLER",1
02:08,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",1
02:08,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
01:53,"GOOD JUMPER by SLEDGE,TATE",36 (+7),,29,,RHODES 36-29 (+7),,"GOOD JUMPER by SLEDGE,TATE",1
01:39,,,,,"SUB IN by HERTEL,CLAY",,,"SUB IN by HERTEL,CLAY",1
01:39,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",1
