Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
01:39,,,,,"SUB OUT by FORTE,MCCARTY",,,"SUB OUT by FORTE,MCCARTY",1
01:39,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",1
01:33,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",1
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",1
01:16,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",1
--,,,,,"REBOUND DEF by HARVILLE,TYLER",,,"REBOUND DEF by HARVILLE,TYLER",1
01:05,,36 (+5),,31,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 36-31 (+5),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",1
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",1
00:40,"GOOD LAYUP by SLEDGE,TATE(in the paint)",38 (+7),,31,,RHODES 38-31 (+7),,"GOOD LAYUP by SLEDGE,TATE(in the paint)",1
00:05,,38 (+5),,33,"GOOD JUMPER by HERTEL,CLAY",BCM 38-33 (+5),,"GOOD JUMPER by HERTEL,CLAY",1
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",1
19:31,,,,,"MISS 3PTR by POWELL,SAMUEL",,,"MISS 3PTR by POWELL,SAMUEL",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
19:15,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",40 (+7),,33,,RHODES 40-33 (+7),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
18:55,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
18:30,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
18:24,,,,,"TURNOVER  by JACOBS,OWEN",,,"TURNOVER  by JACOBS,OWEN",2
18:23,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
18:19,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
18:19,"GOOD FT by LIVSEY,GEOFF",41 (+8),,33,,RHODES 41-33 (+8),,"GOOD FT by LIVSEY,GEOFF",2
18:19,"GOOD FT by LIVSEY,GEOFF",42 (+9),,33,,RHODES 42-33 (+9),,"GOOD FT by LIVSEY,GEOFF",2
18:10,,42 (+7),,35,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 42-35 (+7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
18:00,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
17:50,,,,,"TURNOVER  by CHAYKOWSKY,ZACK",,,"TURNOVER  by CHAYKOWSKY,ZACK",2
17:48,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
17:39,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
17:37,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
17:26,,,,,"MISS 3PTR by JACOBS,OWEN",,,"MISS 3PTR by JACOBS,OWEN",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
17:13,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",44 (+9),,35,,RHODES 44-35 (+9),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
17:03,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
16:44,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",2
16:42,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
16:26,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
16:26,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:26,,,,,"MISS FT by MARDER,NICK",,,"MISS FT by MARDER,NICK",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
16:26,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
16:26,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
16:13,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND OFF by WAGNER,MATT",,,,,,,"REBOUND OFF by WAGNER,MATT",2
16:03,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
15:41,,44 (+7),,37,"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 44-37 (+7),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
15:24,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
15:24,,,,,"SUB IN by HARVILLE,TYLER",,,"SUB IN by HARVILLE,TYLER",2
15:24,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
15:20,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",46 (+9),,37,,RHODES 46-37 (+9),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
15:12,,46 (+7),,39,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",BCM 46-39 (+7),,"GOOD LAYUP by MARDER,NICK(fastbreak)(in the paint)",2
14:54,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",48 (+9),,39,,RHODES 48-39 (+9),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by WAGNER,MATT",,,,,,,"ASSIST  by WAGNER,MATT",2
14:34,,,,,"MISS LAYUP by MARDER,NICK",,,"MISS LAYUP by MARDER,NICK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:32,,,,,"TURNOVER  by HARVILLE,TYLER",,,"TURNOVER  by HARVILLE,TYLER",2
14:32,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
14:32,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
14:32,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
14:32,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
14:32,,,,,"SUB OUT by CHAYKOWSKY,ZACK",,,"SUB OUT by CHAYKOWSKY,ZACK",2
14:26,"GOOD 3PTR by BUTTS,KEYSHAWN",51 (+12),,39,,RHODES 51-39 (+12),,"GOOD 3PTR by BUTTS,KEYSHAWN",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
14:10,,51 (+10),,41,"GOOD LAYUP by POWELL,SAMUEL(in the paint)",BCM 51-41 (+10),,"GOOD LAYUP by POWELL,SAMUEL(in the paint)",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
13:50,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
13:43,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,,,,,"REBOUND OFF by HARVILLE,TYLER",,,"REBOUND OFF by HARVILLE,TYLER",2
13:36,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
13:25,"MISS LAYUP by COLLINS,LUKE",,,,,,,"MISS LAYUP by COLLINS,LUKE",2
13:25,,,,,"BLOCK  by MARDER,NICK",,,"BLOCK  by MARDER,NICK",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
13:13,,,,,"TURNOVER  by MARDER,NICK",,,"TURNOVER  by MARDER,NICK",2
13:12,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
12:59,"MISS JUMPER by BUTTS,KEYSHAWN",,,,,,,"MISS JUMPER by BUTTS,KEYSHAWN",2
--,,,,,"REBOUND DEF by MCCLOUD,LEE",,,"REBOUND DEF by MCCLOUD,LEE",2
12:53,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
12:53,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
12:53,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
12:53,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
12:53,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
12:53,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
12:53,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
12:53,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
12:53,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
12:53,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
12:53,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
12:53,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",,,"SUB IN by ELLINGSWORTH,COLEMAN",2
12:53,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
12:53,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
12:53,,,,,"SUB OUT by POWELL,SAMUEL",,,"SUB OUT by POWELL,SAMUEL",2
12:30,,,,,"TURNOVER  by JACOBS,OWEN",,,"TURNOVER  by JACOBS,OWEN",2
12:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:59,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",53 (+12),,41,,RHODES 53-41 (+12),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
11:32,,,,,"MISS JUMPER by HARVILLE,TYLER",,,"MISS JUMPER by HARVILLE,TYLER",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
11:06,"GOOD 3PTR by WEIR,JJ",56 (+15),,41,,RHODES 56-41 (+15),,"GOOD 3PTR by WEIR,JJ",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
10:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:56,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
10:56,,,,,"SUB IN by CHAYKOWSKY,ZACK",,,"SUB IN by CHAYKOWSKY,ZACK",2
10:56,,,,,"SUB OUT by PARK,BRANDON",,,"SUB OUT by PARK,BRANDON",2
10:56,,,,,"SUB OUT by HARVILLE,TYLER",,,"SUB OUT by HARVILLE,TYLER",2
10:42,,,,,"MISS LAYUP by MCCLOUD,LEE",,,"MISS LAYUP by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by MCCLOUD,LEE",,,"REBOUND OFF by MCCLOUD,LEE",2
10:28,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
10:28,,56 (+14),,42,"GOOD FT by MARDER,NICK",BCM 56-42 (+14),,"GOOD FT by MARDER,NICK",2
10:28,,56 (+13),,43,"GOOD FT by MARDER,NICK",BCM 56-43 (+13),,"GOOD FT by MARDER,NICK",2
10:28,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
10:28,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
10:28,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
10:28,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
10:28,,,,,"SUB IN by KORN,LUKAS",,,"SUB IN by KORN,LUKAS",2
10:28,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
10:18,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND DEF by KORN,LUKAS",,,"REBOUND DEF by KORN,LUKAS",2
10:02,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
10:02,"BLOCK  by HOECK,RYAN VAN",,,,,,,"BLOCK  by HOECK,RYAN VAN",2
--,"REBOUND DEF by HOECK,RYAN VAN",,,,,,,"REBOUND DEF by HOECK,RYAN VAN",2
09:49,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
09:37,,,,,"MISS JUMPER by MARDER,NICK",,,"MISS JUMPER by MARDER,NICK",2
--,"REBOUND DEF by HOECK,RYAN VAN",,,,,,,"REBOUND DEF by HOECK,RYAN VAN",2
09:32,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
09:09,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
08:58,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:51,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:50,,,,,"FOUL  by MARDER,NICK",,,"FOUL  by MARDER,NICK",2
08:46,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
08:45,,,,,"STEAL  by JACOBS,OWEN",,,"STEAL  by JACOBS,OWEN",2
08:43,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
08:42,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:42,,56 (+12),,44,"GOOD FT by JACOBS,OWEN",BCM 56-44 (+12),,"GOOD FT by JACOBS,OWEN",2
08:42,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
08:42,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
08:27,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",58 (+14),,44,,RHODES 58-44 (+14),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
08:15,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
08:15,,,,,"SUB IN by POWELL,SAMUEL",,,"SUB IN by POWELL,SAMUEL",2
08:15,,,,,"SUB OUT by KORN,LUKAS",,,"SUB OUT by KORN,LUKAS",2
08:04,,58 (+12),,46,"GOOD JUMPER by POWELL,SAMUEL",BCM 58-46 (+12),,"GOOD JUMPER by POWELL,SAMUEL",2
07:54,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
07:54,"GOOD FT by SLEDGE,TATE",59 (+13),,46,,RHODES 59-46 (+13),,"GOOD FT by SLEDGE,TATE",2
07:54,"MISS FT by SLEDGE,TATE",,,,,,,"MISS FT by SLEDGE,TATE",2
--,,,,,"REBOUND DEF by POWELL,SAMUEL",,,"REBOUND DEF by POWELL,SAMUEL",2
07:54,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
07:54,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:54,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
07:54,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
07:45,,,,,"MISS 3PTR by POWELL,SAMUEL",,,"MISS 3PTR by POWELL,SAMUEL",2
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",2
07:26,"MISS 3PTR by SLEDGE,TATE",,,,,,,"MISS 3PTR by SLEDGE,TATE",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
06:50,,,,,"MISS 3PTR by POWELL,SAMUEL",,,"MISS 3PTR by POWELL,SAMUEL",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
06:46,,59 (+11),,48,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 59-48 (+11),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
06:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:43,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
06:43,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
06:43,,,,,"SUB IN by HARVILLE,TYLER",,,"SUB IN by HARVILLE,TYLER",2
06:43,,,,,"SUB OUT by MARDER,NICK",,,"SUB OUT by MARDER,NICK",2
06:20,,,,,"FOUL  by CHAYKOWSKY,ZACK",,,"FOUL  by CHAYKOWSKY,ZACK",2
06:20,,,,,"FOUL TECH by CHAYKOWSKY,ZACK",,,"FOUL TECH by CHAYKOWSKY,ZACK",2
06:20,"GOOD FT by COLLINS,LUKE",60 (+12),,48,,RHODES 60-48 (+12),,"GOOD FT by COLLINS,LUKE",2
06:20,"GOOD FT by COLLINS,LUKE",61 (+13),,48,,RHODES 61-48 (+13),,"GOOD FT by COLLINS,LUKE",2
06:08,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
05:58,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND OFF by CHAYKOWSKY,ZACK",,,"REBOUND OFF by CHAYKOWSKY,ZACK",2
05:50,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
05:50,,,,,"MISS FT by HARVILLE,TYLER",,,"MISS FT by HARVILLE,TYLER",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
05:43,,,,,"FOUL  by HARVILLE,TYLER",,,"FOUL  by HARVILLE,TYLER",2
05:43,"GOOD FT by COLLINS,LUKE",62 (+14),,48,,RHODES 62-48 (+14),,"GOOD FT by COLLINS,LUKE",2
05:43,"GOOD FT by COLLINS,LUKE",63 (+15),,48,,RHODES 63-48 (+15),,"GOOD FT by COLLINS,LUKE",2
05:43,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
05:43,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
05:43,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
05:43,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
05:30,,63 (+12),,51,"GOOD 3PTR by CHAYKOWSKY,ZACK",BCM 63-51 (+12),,"GOOD 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,"ASSIST  by HARVILLE,TYLER",,,"ASSIST  by HARVILLE,TYLER",2
05:10,"GOOD LAYUP by COLLINS,LUKE(in the paint)",65 (+14),,51,,RHODES 65-51 (+14),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",2
--,"ASSIST  by SLEDGE,TATE",,,,,,,"ASSIST  by SLEDGE,TATE",2
05:01,,,,,"MISS 3PTR by HARVILLE,TYLER",,,"MISS 3PTR by HARVILLE,TYLER",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
04:58,,,,,"FOUL  by POWELL,SAMUEL",,,"FOUL  by POWELL,SAMUEL",2
04:58,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by POWELL,SAMUEL",,,"REBOUND DEF by POWELL,SAMUEL",2
04:58,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
04:58,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
04:50,,,,,"MISS 3PTR by MCCLOUD,LEE",,,"MISS 3PTR by MCCLOUD,LEE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:19,"GOOD 3PTR by COLLINS,LUKE",68 (+17),,51,,RHODES 68-51 (+17),,"GOOD 3PTR by COLLINS,LUKE",2
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",2
04:18,,,,,"FOUL  by HARVILLE,TYLER",,,"FOUL  by HARVILLE,TYLER",2
04:18,"GOOD FT by SLEDGE,TATE",69 (+18),,51,,RHODES 69-51 (+18),,"GOOD FT by SLEDGE,TATE",2
04:18,"MISS FT by SLEDGE,TATE",,,,,,,"MISS FT by SLEDGE,TATE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:18,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
04:18,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
04:18,,,,,"SUB IN by MARDER,NICK",,,"SUB IN by MARDER,NICK",2
04:18,,,,,"SUB OUT by HARVILLE,TYLER",,,"SUB OUT by HARVILLE,TYLER",2
04:12,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
04:10,,,,,"STEAL  by MARDER,NICK",,,"STEAL  by MARDER,NICK",2
04:01,,69 (+16),,53,"GOOD LAYUP by MARDER,NICK(in the paint)",BCM 69-53 (+16),,"GOOD LAYUP by MARDER,NICK(in the paint)",2
03:46,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
03:46,"GOOD FT by COLLINS,LUKE",70 (+17),,53,,RHODES 70-53 (+17),,"GOOD FT by COLLINS,LUKE",2
03:46,"MISS FT by COLLINS,LUKE",,,,,,,"MISS FT by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by POWELL,SAMUEL",,,"REBOUND DEF by POWELL,SAMUEL",2
03:46,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
03:46,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
03:46,,,,,"SUB IN by PARK,BRANDON",,,"SUB IN by PARK,BRANDON",2
03:46,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
03:39,,,,,"MISS 3PTR by POWELL,SAMUEL",,,"MISS 3PTR by POWELL,SAMUEL",2
--,"REBOUND DEF by BUTTS,KEYSHAWN",,,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",2
03:11,,,,,"FOUL  by PARK,BRANDON",,,"FOUL  by PARK,BRANDON",2
03:11,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
03:11,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
03:11,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:11,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:11,,,,,"FOUL TECH by PARK,BRANDON",,,"FOUL TECH by PARK,BRANDON",2
03:11,"GOOD FT by COLLINS,LUKE",71 (+18),,53,,RHODES 71-53 (+18),,"GOOD FT by COLLINS,LUKE",2
03:11,"GOOD FT by COLLINS,LUKE",72 (+19),,53,,RHODES 72-53 (+19),,"GOOD FT by COLLINS,LUKE",2
02:48,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
02:48,,,,,"BLOCK  by POWELL,SAMUEL",,,"BLOCK  by POWELL,SAMUEL",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
02:41,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",74 (+21),,53,,RHODES 74-53 (+21),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
02:25,,,,,"MISS 3PTR by CHAYKOWSKY,ZACK",,,"MISS 3PTR by CHAYKOWSKY,ZACK",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:20,,,,,"MISS 3PTR by POWELL,SAMUEL",,,"MISS 3PTR by POWELL,SAMUEL",2
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",2
02:20,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
02:20,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
02:20,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
02:20,"SUB IN by BLISS,DYLAN",,,,,,,"SUB IN by BLISS,DYLAN",2
02:20,"SUB IN by HECHINGER,GRANT",,,,,,,"SUB IN by HECHINGER,GRANT",2
02:20,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
02:20,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
02:20,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
02:20,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
02:20,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
