Time Remaining,RHODES~1,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
13:52,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
13:52,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
13:52,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
13:19,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
13:00,"GOOD 3PTR by WEIR,JJ",41 (+12),,29,,RHODES~1 41-29 (+12),,"GOOD 3PTR by WEIR,JJ",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
12:30,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
12:22,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
12:22,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
12:22,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
12:22,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
12:22,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
12:22,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
12:22,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
12:22,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
12:22,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
12:22,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
12:13,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
12:13,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
11:49,,,,,"TURNOVER  by MCSWAIN,JOSH",,,"TURNOVER  by MCSWAIN,JOSH",2
11:32,"GOOD 3PTR by SULLIVAN,BRENNAN",44 (+15),,29,,RHODES~1 44-29 (+15),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by WAGNER,MATT",,,,,,,"ASSIST  by WAGNER,MATT",2
11:04,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
10:55,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
10:55,"SUB OUT by BUTTS,KEYSHAWN",,,,,,,"SUB OUT by BUTTS,KEYSHAWN",2
10:55,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
10:55,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
10:47,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
10:46,,,,,"STEAL  by DETILLIEU,RYAN",,,"STEAL  by DETILLIEU,RYAN",2
10:43,,44 (+13),,31,"GOOD LAYUP by DETILLIEU,RYAN(fastbreak)(in the paint)",MILLSAPS 44-31 (+13),,"GOOD LAYUP by DETILLIEU,RYAN(fastbreak)(in the paint)",2
10:23,"GOOD LAYUP by GEE,TYLER(in the paint)",46 (+15),,31,,RHODES~1 46-31 (+15),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",2
10:05,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
10:05,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
10:05,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
09:59,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",2
09:55,,,,,"MISS JUMPER by ROBERTSON,MARC",,,"MISS JUMPER by ROBERTSON,MARC",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
09:40,"GOOD 3PTR by SULLIVAN,BRENNAN",49 (+18),,31,,RHODES~1 49-31 (+18),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
09:17,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND DEF by SULLIVAN,BRENNAN",,,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",2
08:55,"GOOD 3PTR by SULLIVAN,BRENNAN",52 (+21),,31,,RHODES~1 52-31 (+21),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
08:20,,,,,"MISS 3PTR by PRATER,DALLAS",,,"MISS 3PTR by PRATER,DALLAS",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
08:09,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
07:47,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
07:47,,52 (+20),,32,"GOOD FT by PRATER,DALLAS",MILLSAPS 52-32 (+20),,"GOOD FT by PRATER,DALLAS",2
07:47,,,,,"MISS FT by PRATER,DALLAS",,,"MISS FT by PRATER,DALLAS",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
07:47,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
07:47,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
07:47,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
07:47,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
07:47,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
07:47,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
07:47,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
07:47,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
07:47,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
07:47,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
07:47,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
07:47,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
07:38,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
07:38,"GOOD FT by COLLINS,LUKE",53 (+21),,32,,RHODES~1 53-32 (+21),,"GOOD FT by COLLINS,LUKE",2
07:38,"GOOD FT by COLLINS,LUKE",54 (+22),,32,,RHODES~1 54-32 (+22),,"GOOD FT by COLLINS,LUKE",2
07:11,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND OFF by AUBERT,DUSTIN",,,"REBOUND OFF by AUBERT,DUSTIN",2
07:06,,,,,"MISS JUMPER by AUBERT,DUSTIN",,,"MISS JUMPER by AUBERT,DUSTIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:52,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
06:42,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
06:40,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
06:40,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
06:40,"GOOD FT by HOECK,RYAN VAN",55 (+23),,32,,RHODES~1 55-32 (+23),,"GOOD FT by HOECK,RYAN VAN",2
06:40,"GOOD FT by HOECK,RYAN VAN",56 (+24),,32,,RHODES~1 56-32 (+24),,"GOOD FT by HOECK,RYAN VAN",2
06:40,"SUB IN by BUTTS,KEYSHAWN",,,,,,,"SUB IN by BUTTS,KEYSHAWN",2
06:40,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
06:40,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
06:40,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
06:16,,,,,"MISS LAYUP by AUBERT,DUSTIN",,,"MISS LAYUP by AUBERT,DUSTIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:12,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,"REBOUND DEF by BUTTS,KEYSHAWN",,,,,,,"REBOUND DEF by BUTTS,KEYSHAWN",2
05:56,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",2
05:55,,,,,"STEAL  by MOORE,MYLES",,,"STEAL  by MOORE,MYLES",2
05:47,,56 (+22),,34,"GOOD JUMPER by PRATER,DALLAS",MILLSAPS 56-34 (+22),,"GOOD JUMPER by PRATER,DALLAS",2
05:28,"GOOD LAYUP by MILLER,DREW(in the paint)",58 (+24),,34,,RHODES~1 58-34 (+24),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",2
05:11,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
05:11,,58 (+23),,35,"GOOD FT by PRATER,DALLAS",MILLSAPS 58-35 (+23),,"GOOD FT by PRATER,DALLAS",2
05:11,,58 (+22),,36,"GOOD FT by PRATER,DALLAS",MILLSAPS 58-36 (+22),,"GOOD FT by PRATER,DALLAS",2
05:11,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
05:11,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
05:11,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
05:11,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
04:48,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
04:47,,,,,"STEAL  by AUBERT,DUSTIN",,,"STEAL  by AUBERT,DUSTIN",2
04:35,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
04:34,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
04:22,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
04:22,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
04:22,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
04:15,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",60 (+24),,36,,RHODES~1 60-36 (+24),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
03:58,,,,,"MISS LAYUP by PRATER,DALLAS",,,"MISS LAYUP by PRATER,DALLAS",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
03:43,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
03:43,"GOOD FT by COLLINS,LUKE",61 (+25),,36,,RHODES~1 61-36 (+25),,"GOOD FT by COLLINS,LUKE",2
03:43,"GOOD FT by COLLINS,LUKE",62 (+26),,36,,RHODES~1 62-36 (+26),,"GOOD FT by COLLINS,LUKE",2
03:43,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
03:43,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
03:43,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
03:43,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
03:43,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
03:43,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
03:43,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
03:43,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
03:43,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
03:43,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
03:31,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
03:31,,62 (+25),,37,"GOOD FT by ATKINSON,QUINN",MILLSAPS 62-37 (+25),,"GOOD FT by ATKINSON,QUINN",2
03:31,,,,,"MISS FT by ATKINSON,QUINN",,,"MISS FT by ATKINSON,QUINN",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
03:30,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
03:30,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
03:20,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
03:20,"GOOD FT by BUTTS,KEYSHAWN",63 (+26),,37,,RHODES~1 63-37 (+26),,"GOOD FT by BUTTS,KEYSHAWN",2
03:20,"GOOD FT by BUTTS,KEYSHAWN",64 (+27),,37,,RHODES~1 64-37 (+27),,"GOOD FT by BUTTS,KEYSHAWN",2
03:20,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
03:20,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
03:20,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
03:20,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
03:20,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
03:20,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
03:01,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
02:55,,64 (+26),,38,"GOOD FT by ATKINSON,QUINN",MILLSAPS 64-38 (+26),,"GOOD FT by ATKINSON,QUINN",2
02:55,,64 (+25),,39,"GOOD FT by ATKINSON,QUINN",MILLSAPS 64-39 (+25),,"GOOD FT by ATKINSON,QUINN",2
02:27,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:10,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",2
02:09,"STEAL  by BUTTS,KEYSHAWN",,,,,,,"STEAL  by BUTTS,KEYSHAWN",2
01:53,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
01:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:43,"FOUL  by BUTTS,KEYSHAWN",,,,,,,"FOUL  by BUTTS,KEYSHAWN",2
01:43,,64 (+24),,40,"GOOD FT by MOORE,MYLES",MILLSAPS 64-40 (+24),,"GOOD FT by MOORE,MYLES",2
01:43,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
01:25,"MISS 3PTR by BUTTS,KEYSHAWN",,,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,"REBOUND OFF by BUTTS,KEYSHAWN",,,,,,,"REBOUND OFF by BUTTS,KEYSHAWN",2
01:20,"MISS LAYUP by BUTTS,KEYSHAWN",,,,,,,"MISS LAYUP by BUTTS,KEYSHAWN",2
01:20,,,,,"BLOCK  by MANCUSO,LOGAN",,,"BLOCK  by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by MOORE,MYLES",,,"REBOUND DEF by MOORE,MYLES",2
01:11,,64 (+21),,43,"GOOD 3PTR by DETILLIEU,RYAN(fastbreak)(in the paint)",MILLSAPS 64-43 (+21),,"GOOD 3PTR by DETILLIEU,RYAN(fastbreak)(in the paint)",2
00:52,"GOOD 3PTR by WEIR,JJ",67 (+24),,43,,RHODES~1 67-43 (+24),,"GOOD 3PTR by WEIR,JJ",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
00:39,,,,,"MISS JUMPER by DETILLIEU,RYAN",,,"MISS JUMPER by DETILLIEU,RYAN",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
00:11,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
00:04,,67 (+22),,45,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",MILLSAPS 67-45 (+22),,"GOOD LAYUP by DETILLIEU,RYAN(in the paint)",2
