Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",1
08:26,,,,,"MISS LAYUP by DRYDEN,BERTO",,,"MISS LAYUP by DRYDEN,BERTO",1
08:26,"BLOCK  by STONE,BRODY",,,,,,,"BLOCK  by STONE,BRODY",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
08:13,"GOOD LAYUP by STONE,BRODY(in the paint)",20,,21 (+1),,SEWANEE 20-21 (-1),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
08:13,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",1
08:13,"GOOD FT by STONE,BRODY",21,,21,,SEWANEE 21-21 (0),,"GOOD FT by STONE,BRODY",1
08:13,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",1
08:13,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",1
08:13,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",1
08:13,,,,,"SUB OUT by DULK,MATT DEN",,,"SUB OUT by DULK,MATT DEN",1
07:49,,21,,24 (+3),"GOOD 3PTR by DRYDEN,BERTO",CCM 21-24 (-3),,"GOOD 3PTR by DRYDEN,BERTO",1
07:32,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",1
--,,,,,"REBOUND DEF by SPRAGG,BAILEY",,,"REBOUND DEF by SPRAGG,BAILEY",1
07:14,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
07:01,"GOOD 3PTR by WILLIAMS,JORDEN",24,,24,,SEWANEE 24-24 (0),,"GOOD 3PTR by WILLIAMS,JORDEN",1
06:34,,24,,26 (+2),"GOOD LAYUP by SEARS,CONNOR(in the paint)",CCM 24-26 (-2),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",1
--,,,,,"ASSIST  by SPRAGG,BAILEY",,,"ASSIST  by SPRAGG,BAILEY",1
06:11,"GOOD LAYUP by TOME,MATT(in the paint)",26,,26,,SEWANEE 26-26 (0),,"GOOD LAYUP by TOME,MATT(in the paint)",1
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",1
05:44,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
05:43,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
05:43,,26,,27 (+1),"GOOD FT by SEARS,CONNOR",CCM 26-27 (-1),,"GOOD FT by SEARS,CONNOR",1
05:43,,26,,28 (+2),"GOOD FT by SEARS,CONNOR",CCM 26-28 (-2),,"GOOD FT by SEARS,CONNOR",1
05:43,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
05:43,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",1
05:43,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
05:43,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",1
05:43,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
05:43,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
05:43,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
05:43,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
05:43,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",1
05:43,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
05:43,,,,,"SUB OUT by SPRAGG,BAILEY",,,"SUB OUT by SPRAGG,BAILEY",1
05:43,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",1
05:25,"TURNOVER  by JONES,CODY",,,,,,,"TURNOVER  by JONES,CODY",1
05:23,,,,,"STEAL  by COX,TJ",,,"STEAL  by COX,TJ",1
05:10,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
04:43,,,,,"FOUL  by ARIMA,Z",,,"FOUL  by ARIMA,Z",1
04:43,"GOOD FT by BROWN,SETH",27,,28 (+1),,SEWANEE 27-28 (-1),,"GOOD FT by BROWN,SETH",1
04:43,"GOOD FT by BROWN,SETH",28,,28,,SEWANEE 28-28 (0),,"GOOD FT by BROWN,SETH",1
04:43,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
04:43,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",1
04:24,,,,,"MISS JUMPER by DRYDEN,BERTO",,,"MISS JUMPER by DRYDEN,BERTO",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
04:11,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",30 (+2),,28,,SEWANEE 30-28 (+2),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",1
03:52,"FOUL  by LEE,MATTHEW",,,,,,,"FOUL  by LEE,MATTHEW",1
03:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
03:52,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",1
03:52,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",1
03:42,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",1
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",1
03:24,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",1
03:24,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
03:24,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
03:24,,,,,"SUB IN by DULK,MATT DEN",,,"SUB IN by DULK,MATT DEN",1
03:24,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",1
03:24,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",1
03:24,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",1
03:11,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
02:47,"GOOD 3PTR by LEE,MATTHEW",33 (+5),,28,,SEWANEE 33-28 (+5),,"GOOD 3PTR by LEE,MATTHEW",1
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",1
02:37,"FOUL  by MCCULLOUGH,JACOB",,,,,,,"FOUL  by MCCULLOUGH,JACOB",1
02:21,,33 (+2),,31,"GOOD 3PTR by PHELPS,BEN",CCM 33-31 (+2),,"GOOD 3PTR by PHELPS,BEN",1
02:03,"MISS 3PTR by LEE,MATTHEW",,,,,,,"MISS 3PTR by LEE,MATTHEW",1
--,,,,,"REBOUND DEF by PORTLOCK,WILL",,,"REBOUND DEF by PORTLOCK,WILL",1
01:54,,,,,"MISS 3PTR by SEARS,CONNOR",,,"MISS 3PTR by SEARS,CONNOR",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
01:29,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",1
01:28,,,,,"STEAL  by PORTLOCK,WILL",,,"STEAL  by PORTLOCK,WILL",1
01:25,,33,,33,"GOOD LAYUP by PORTLOCK,WILL(fastbreak)(in the paint)",CCM 33-33 (0),,"GOOD LAYUP by PORTLOCK,WILL(fastbreak)(in the paint)",1
01:07,"GOOD LAYUP by LEE,MATTHEW(in the paint)",35 (+2),,33,,SEWANEE 35-33 (+2),,"GOOD LAYUP by LEE,MATTHEW(in the paint)",1
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",1
00:45,,,,,"MISS JUMPER by COX,TJ",,,"MISS JUMPER by COX,TJ",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
00:17,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by PORTLOCK,WILL",,,"REBOUND DEF by PORTLOCK,WILL",1
00:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:07,,,,,"TURNOVER  by COX,TJ",,,"TURNOVER  by COX,TJ",1
00:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:07,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
00:07,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
00:07,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",1
00:07,,,,,"SUB IN by SPRAGG,BAILEY",,,"SUB IN by SPRAGG,BAILEY",1
00:07,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",1
00:07,,,,,"SUB OUT by DULK,MATT DEN",,,"SUB OUT by DULK,MATT DEN",1
00:07,,,,,"SUB OUT by PHELPS,BEN",,,"SUB OUT by PHELPS,BEN",1
00:07,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
00:01,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:43,"GOOD JUMPER by MCCULLOUGH,JACOB",37 (+4),,33,,SEWANEE 37-33 (+4),,"GOOD JUMPER by MCCULLOUGH,JACOB",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
19:32,,37 (+2),,35,"GOOD JUMPER by BOYD,CHRIS",CCM 37-35 (+2),,"GOOD JUMPER by BOYD,CHRIS",2
--,,,,,"ASSIST  by PORTLOCK,WILL",,,"ASSIST  by PORTLOCK,WILL",2
19:04,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND DEF by PORTLOCK,WILL",,,"REBOUND DEF by PORTLOCK,WILL",2
18:52,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
18:24,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by COX,TJ",,,"REBOUND DEF by COX,TJ",2
17:57,,37,,37,"GOOD LAYUP by BOYD,CHRIS(in the paint)",CCM 37-37 (0),,"GOOD LAYUP by BOYD,CHRIS(in the paint)",2
17:51,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
17:50,,,,,"STEAL  by DRYDEN,BERTO",,,"STEAL  by DRYDEN,BERTO",2
17:49,,37,,39 (+2),"GOOD LAYUP by DRYDEN,BERTO(fastbreak)(in the paint)",CCM 37-39 (-2),,"GOOD LAYUP by DRYDEN,BERTO(fastbreak)(in the paint)",2
17:26,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",2
17:23,,,,,"TURNOVER  by DRYDEN,BERTO",,,"TURNOVER  by DRYDEN,BERTO",2
17:07,"GOOD LAYUP by CARTER,KESHONN(in the paint)",39,,39,,SEWANEE 39-39 (0),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
16:35,,39,,41 (+2),"GOOD JUMPER by BOYD,CHRIS",CCM 39-41 (-2),,"GOOD JUMPER by BOYD,CHRIS",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
16:14,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",2
16:06,,39,,44 (+5),"GOOD 3PTR by COX,TJ",CCM 39-44 (-5),,"GOOD 3PTR by COX,TJ",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
15:45,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
15:45,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:45,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
15:45,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
15:45,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
15:45,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
15:45,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",2
15:45,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
15:30,,39,,46 (+7),"GOOD JUMPER by BOYD,CHRIS",CCM 39-46 (-7),,"GOOD JUMPER by BOYD,CHRIS",2
--,,,,,"ASSIST  by PORTLOCK,WILL",,,"ASSIST  by PORTLOCK,WILL",2
15:10,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
15:10,"GOOD FT by CARTER,KESHONN",40,,46 (+6),,SEWANEE 40-46 (-6),,"GOOD FT by CARTER,KESHONN",2
15:10,"GOOD FT by CARTER,KESHONN",41,,46 (+5),,SEWANEE 41-46 (-5),,"GOOD FT by CARTER,KESHONN",2
15:10,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
15:10,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
14:57,,,,,"MISS LAYUP by PORTLOCK,WILL",,,"MISS LAYUP by PORTLOCK,WILL",2
--,,,,,"REBOUND OFF by SEARS,CONNOR",,,"REBOUND OFF by SEARS,CONNOR",2
14:54,,41,,48 (+7),"GOOD LAYUP by SEARS,CONNOR(in the paint)",CCM 41-48 (-7),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",2
14:32,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:30,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",2
14:30,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
