Time Remaining,SEW,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
00:57,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:38,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:30,,,,,"MISS 3PTR by MCINTYRE,WILL",,,"MISS 3PTR by MCINTYRE,WILL",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
00:06,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",1
00:00,,22 (+1),,21,"GOOD JUMPER by SULLIVAN,BRENNAN",RHO 22-21 (+1),,"GOOD JUMPER by SULLIVAN,BRENNAN",1
19:34,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
19:30,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
19:20,,,,,"TURNOVER  by BUTTS,KEYSHAWN",,,"TURNOVER  by BUTTS,KEYSHAWN",2
19:19,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
19:19,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
19:19,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
19:19,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
19:05,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
19:05,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
18:46,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
18:31,"GOOD LAYUP by STONE,BRODY(in the paint)",24 (+3),,21,,SEW 24-21 (+3),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",2
18:19,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
18:19,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
18:08,"GOOD LAYUP by CARTER,KESHONN(in the paint)",26 (+5),,21,,SEW 26-21 (+5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",2
18:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:56,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
17:53,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
17:31,"GOOD LAYUP by CARTER,KESHONN(in the paint)",28 (+7),,21,,SEW 28-21 (+7),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
17:11,,28 (+4),,24,"GOOD 3PTR by LOWRIE,ANDREW",RHO 28-24 (+4),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
16:55,"GOOD 3PTR by STONE,BRODY",31 (+7),,24,,SEW 31-24 (+7),,"GOOD 3PTR by STONE,BRODY",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
16:31,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
16:02,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
16:02,"GOOD FT by JONES,CODY",32 (+8),,24,,SEW 32-24 (+8),,"GOOD FT by JONES,CODY",2
16:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:02,"GOOD FT by JONES,CODY",33 (+9),,24,,SEW 33-24 (+9),,"GOOD FT by JONES,CODY",2
16:02,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
16:02,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
15:40,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND DEF by JONES,CODY",,,,,,,"REBOUND DEF by JONES,CODY",2
15:23,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
15:23,"GOOD FT by JONES,CODY",34 (+10),,24,,SEW 34-24 (+10),,"GOOD FT by JONES,CODY",2
15:23,"GOOD FT by JONES,CODY",35 (+11),,24,,SEW 35-24 (+11),,"GOOD FT by JONES,CODY",2
15:23,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
15:23,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",2
15:23,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
15:23,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:11,,35 (+9),,26,"GOOD JUMPER by WEIR,JJ(in the paint)",RHO 35-26 (+9),,"GOOD JUMPER by WEIR,JJ(in the paint)",2
14:42,"GOOD JUMPER by MCCULLOUGH,JACOB",37 (+11),,26,,SEW 37-26 (+11),,"GOOD JUMPER by MCCULLOUGH,JACOB",2
14:32,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
14:23,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
14:22,,37 (+9),,28,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 37-28 (+9),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
14:04,"GOOD LAYUP by BROWN,SETH(in the paint)",39 (+11),,28,,SEW 39-28 (+11),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
13:50,,39 (+8),,31,"GOOD 3PTR by LOWRIE,ANDREW",RHO 39-31 (+8),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
13:30,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",2
13:30,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
13:30,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
13:30,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
13:30,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
13:30,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
13:30,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
13:30,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
13:30,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
13:30,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
13:30,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
13:30,,,,,"SUB IN by BUTTS,KEYSHAWN",,,"SUB IN by BUTTS,KEYSHAWN",2
13:30,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
13:13,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",2
13:13,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
13:03,,,,,"MISS 3PTR by BUTTS,KEYSHAWN",,,"MISS 3PTR by BUTTS,KEYSHAWN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:00,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
13:00,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
12:45,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
12:45,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
12:14,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GALVIN,DANIEL",,,"REBOUND OFF by GALVIN,DANIEL",2
11:46,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
11:46,,39 (+7),,32,"GOOD FT by GALVIN,DANIEL",RHO 39-32 (+7),,"GOOD FT by GALVIN,DANIEL",2
11:46,,39 (+6),,33,"GOOD FT by GALVIN,DANIEL",RHO 39-33 (+6),,"GOOD FT by GALVIN,DANIEL",2
11:46,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
11:46,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
11:46,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
11:46,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
11:46,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
11:46,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
11:46,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
11:46,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
11:46,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
11:46,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
11:46,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
11:46,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
11:41,"TURNOVER  by CALDWELL,CAM",,,,,,,"TURNOVER  by CALDWELL,CAM",2
11:36,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
11:36,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
11:25,,39 (+4),,35,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",RHO 39-35 (+4),,"GOOD LAYUP by BUTTS,KEYSHAWN(in the paint)",2
11:04,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",2
11:01,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
10:44,,,,,"FOUL  by BUTTS,KEYSHAWN",,,"FOUL  by BUTTS,KEYSHAWN",2
10:44,"MISS FT by JONES,CODY",,,,,,,"MISS FT by JONES,CODY",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
10:44,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
10:44,,,,,"SUB OUT by BUTTS,KEYSHAWN",,,"SUB OUT by BUTTS,KEYSHAWN",2
10:34,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:32,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
10:32,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
10:32,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
10:18,,39 (+2),,37,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 39-37 (+2),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
09:48,"GOOD 3PTR by STONE,BRODY",42 (+5),,37,,SEW 42-37 (+5),,"GOOD 3PTR by STONE,BRODY",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
09:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:45,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
09:45,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
09:45,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:45,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
09:45,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
09:45,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
09:45,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
09:45,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
09:45,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
09:45,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
09:45,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
09:45,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
09:32,,,,,"MISS LAYUP by GEE,TYLER",,,"MISS LAYUP by GEE,TYLER",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
09:06,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",2
09:05,,,,,"STEAL  by HARRISON,IAN",,,"STEAL  by HARRISON,IAN",2
08:39,"FOUL  by TOME,MATT",,,,,,,"FOUL  by TOME,MATT",2
08:39,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:39,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
08:39,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
08:39,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
08:18,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
08:18,"MISS FT by CARTER,KESHONN",,,,,,,"MISS FT by CARTER,KESHONN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:18,"GOOD FT by CARTER,KESHONN",43 (+6),,37,,SEW 43-37 (+6),,"GOOD FT by CARTER,KESHONN",2
08:18,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
08:18,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
08:18,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
08:18,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
08:08,,43 (+4),,39,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 43-39 (+4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
07:55,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
07:51,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
07:51,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
07:48,"GOOD LAYUP by CARTER,KESHONN(in the paint)",45 (+6),,39,,SEW 45-39 (+6),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
07:29,,45 (+4),,41,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",RHO 45-41 (+4),,"GOOD LAYUP by GALVIN,DANIEL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
06:59,"GOOD JUMPER by MCCULLOUGH,JACOB",47 (+6),,41,,SEW 47-41 (+6),,"GOOD JUMPER by MCCULLOUGH,JACOB",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
06:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:56,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
06:56,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
06:37,,47 (+4),,43,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",RHO 47-43 (+4),,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",2
06:15,,,,,"FOUL  by GALVIN,DANIEL",,,"FOUL  by GALVIN,DANIEL",2
06:15,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
06:15,"GOOD FT by CARTER,KESHONN",48 (+5),,43,,SEW 48-43 (+5),,"GOOD FT by CARTER,KESHONN",2
06:15,"GOOD FT by CARTER,KESHONN",49 (+6),,43,,SEW 49-43 (+6),,"GOOD FT by CARTER,KESHONN",2
06:15,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
06:15,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:47,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
05:46,"STEAL  by CARTER,KESHONN",,,,,,,"STEAL  by CARTER,KESHONN",2
05:45,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
05:45,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:45,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
05:38,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
05:38,,49 (+5),,44,"GOOD FT by LOWRIE,ANDREW",RHO 49-44 (+5),,"GOOD FT by LOWRIE,ANDREW",2
05:38,,49 (+4),,45,"GOOD FT by LOWRIE,ANDREW",RHO 49-45 (+4),,"GOOD FT by LOWRIE,ANDREW",2
05:26,"MISS 3PTR by MCCULLOUGH,JACOB",,,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
05:22,"GOOD LAYUP by STONE,BRODY(in the paint)",51 (+6),,45,,SEW 51-45 (+6),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
05:04,,51 (+3),,48,"GOOD 3PTR by GEE,TYLER",RHO 51-48 (+3),,"GOOD 3PTR by GEE,TYLER",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
04:42,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
04:42,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
04:42,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
04:42,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
04:29,,,,,"MISS LAYUP by GALVIN,DANIEL",,,"MISS LAYUP by GALVIN,DANIEL",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
04:04,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
04:04,"MISS FT by MCCULLOUGH,JACOB",,,,,,,"MISS FT by MCCULLOUGH,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:04,"GOOD FT by MCCULLOUGH,JACOB",52 (+4),,48,,SEW 52-48 (+4),,"GOOD FT by MCCULLOUGH,JACOB",2
04:04,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
04:04,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
04:04,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
04:04,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
03:52,,,,,"MISS 3PTR by DALTON,PRICE",,,"MISS 3PTR by DALTON,PRICE",2
--,"REBOUND DEF by TOME,MATT",,,,,,,"REBOUND DEF by TOME,MATT",2
03:28,"GOOD LAYUP by BROWN,SETH(in the paint)",54 (+6),,48,,SEW 54-48 (+6),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
03:09,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
03:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:01,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
03:01,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
03:01,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
03:01,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
03:01,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
03:01,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
03:01,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
03:01,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
03:01,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
03:01,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
03:01,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:01,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
02:34,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
02:20,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",2
02:19,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",2
01:47,"GOOD 3PTR by MCCULLOUGH,JACOB",57 (+9),,48,,SEW 57-48 (+9),,"GOOD 3PTR by MCCULLOUGH,JACOB",2
01:28,,57 (+6),,51,"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 57-51 (+6),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
01:24,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:24,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
01:24,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
01:24,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
01:24,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
01:24,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
01:24,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
01:24,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
01:24,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
01:24,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
01:24,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
01:02,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND DEF by GALVIN,DANIEL",,,"REBOUND DEF by GALVIN,DANIEL",2
00:53,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
00:53,,57 (+5),,52,"GOOD FT by GALVIN,DANIEL",RHO 57-52 (+5),,"GOOD FT by GALVIN,DANIEL",2
00:53,,57 (+4),,53,"GOOD FT by GALVIN,DANIEL",RHO 57-53 (+4),,"GOOD FT by GALVIN,DANIEL",2
00:53,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
00:53,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
00:53,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
00:53,,,,,"SUB OUT by GALVIN,DANIEL",,,"SUB OUT by GALVIN,DANIEL",2
00:49,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
00:49,"GOOD FT by MCCULLOUGH,JACOB",58 (+5),,53,,SEW 58-53 (+5),,"GOOD FT by MCCULLOUGH,JACOB",2
00:49,"MISS FT by MCCULLOUGH,JACOB",,,,,,,"MISS FT by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
00:49,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
00:49,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
00:49,,,,,"SUB IN by GALVIN,DANIEL",,,"SUB IN by GALVIN,DANIEL",2
00:49,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
00:42,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
00:38,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
00:38,"GOOD FT by BORN,CLAY",59 (+6),,53,,SEW 59-53 (+6),,"GOOD FT by BORN,CLAY",2
00:38,"GOOD FT by BORN,CLAY",60 (+7),,53,,SEW 60-53 (+7),,"GOOD FT by BORN,CLAY",2
00:38,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
00:38,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
00:26,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
