Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
15:03,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",1
15:03,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
15:03,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",1
15:03,,,,,"SUB OUT by BAKER,BRUCE",,,"SUB OUT by BAKER,BRUCE",1
14:50,,,,,"FOUL  by BATCHELOR,BRYCE",,,"FOUL  by BATCHELOR,BRYCE",1
14:41,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
14:41,,,,,"BLOCK  by SMITH,PRESTON",,,"BLOCK  by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
14:18,,5,,8 (+3),"GOOD 3PTR by NIKOLOVSKI,DREW",HC 5-8 (-3),,"GOOD 3PTR by NIKOLOVSKI,DREW",1
--,,,,,"ASSIST  by GARRETT,TRAVIS",,,"ASSIST  by GARRETT,TRAVIS",1
13:47,"GOOD JUMPER by MCCULLOUGH,JACOB",7,,8 (+1),,SEWANEE 7-8 (-1),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",1
13:34,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",1
13:29,,,,,"MISS LAYUP by BATCHELOR,BRYCE",,,"MISS LAYUP by BATCHELOR,BRYCE",1
13:29,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by BATCHELOR,BRYCE",,,"REBOUND OFF by BATCHELOR,BRYCE",1
13:25,,,,,"MISS LAYUP by BATCHELOR,BRYCE",,,"MISS LAYUP by BATCHELOR,BRYCE",1
13:25,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
13:05,"TURNOVER  by BROWN,SETH",,,,,,,"TURNOVER  by BROWN,SETH",1
13:03,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",1
13:01,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",1
13:01,,7,,9 (+2),"GOOD FT by SMITH,PRESTON",HC 7-9 (-2),,"GOOD FT by SMITH,PRESTON",1
13:01,,7,,10 (+3),"GOOD FT by SMITH,PRESTON",HC 7-10 (-3),,"GOOD FT by SMITH,PRESTON",1
13:01,"SUB IN by TURNER,BYRON",,,,,,,"SUB IN by TURNER,BYRON",1
13:01,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
13:01,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",1
13:01,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
13:01,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
13:01,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
13:01,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
13:01,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
12:42,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
12:38,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
12:23,,,,,"MISS JUMPER by BATCHELOR,BRYCE",,,"MISS JUMPER by BATCHELOR,BRYCE",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
12:05,"MISS LAYUP by BROWN,SETH",,,,,,,"MISS LAYUP by BROWN,SETH",1
--,,,,,"REBOUND DEF by MURPHEY,LUKE",,,"REBOUND DEF by MURPHEY,LUKE",1
11:51,,,,,"MISS 3PTR by MURPHEY,LUKE",,,"MISS 3PTR by MURPHEY,LUKE",1
--,"REBOUND DEF by TURNER,BYRON",,,,,,,"REBOUND DEF by TURNER,BYRON",1
11:36,"TURNOVER  by TOME,MATT",,,,,,,"TURNOVER  by TOME,MATT",1
11:36,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
11:36,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
11:36,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
11:36,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
11:36,,,,,"SUB IN by BRADY,RYAN",,,"SUB IN by BRADY,RYAN",1
11:36,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
11:27,,7,,13 (+6),"GOOD 3PTR by BATCHELOR,BRYCE",HC 7-13 (-6),,"GOOD 3PTR by BATCHELOR,BRYCE",1
--,,,,,"ASSIST  by BRADY,RYAN",,,"ASSIST  by BRADY,RYAN",1
11:08,"GOOD JUMPER by JONES,CODY",9,,13 (+4),,SEWANEE 9-13 (-4),,"GOOD JUMPER by JONES,CODY",1
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",1
10:49,,9,,15 (+6),"GOOD LAYUP by MURPHEY,LUKE(in the paint)",HC 9-15 (-6),,"GOOD LAYUP by MURPHEY,LUKE(in the paint)",1
--,,,,,"ASSIST  by BRADY,RYAN",,,"ASSIST  by BRADY,RYAN",1
10:30,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",1
--,,,,,"REBOUND DEF by STEELE,AARON",,,"REBOUND DEF by STEELE,AARON",1
10:23,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",1
10:23,,,,,"MISS FT by STEELE,AARON",,,"MISS FT by STEELE,AARON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:23,,9,,16 (+7),"GOOD FT by STEELE,AARON",HC 9-16 (-7),,"GOOD FT by STEELE,AARON",1
10:23,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
10:23,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
10:23,"SUB OUT by TURNER,BYRON",,,,,,,"SUB OUT by TURNER,BYRON",1
10:23,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
10:23,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",1
10:23,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",1
10:23,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",1
10:23,,,,,"SUB OUT by MURPHEY,LUKE",,,"SUB OUT by MURPHEY,LUKE",1
10:15,"GOOD 3PTR by JONES,CODY",12,,16 (+4),,SEWANEE 12-16 (-4),,"GOOD 3PTR by JONES,CODY",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
09:50,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",1
09:50,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",1
09:40,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",1
09:25,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
08:56,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",14,,16 (+2),,SEWANEE 14-16 (-2),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",1
08:37,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",1
08:21,"GOOD JUMPER by JONES,CODY",16,,16,,SEWANEE 16-16 (0),,"GOOD JUMPER by JONES,CODY",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
08:08,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
08:08,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
08:08,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
08:07,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",1
08:07,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
07:46,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",1
--,,,,,"REBOUND DEF by BRADY,RYAN",,,"REBOUND DEF by BRADY,RYAN",1
07:35,,,,,"MISS JUMPER by BRADY,RYAN",,,"MISS JUMPER by BRADY,RYAN",1
07:35,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",1
07:32,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",1
07:25,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",1
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
07:17,,16,,19 (+3),"GOOD 3PTR by GARRETT,TRAVIS(fastbreak)",HC 16-19 (-3),,"GOOD 3PTR by GARRETT,TRAVIS(fastbreak)",1
--,,,,,"ASSIST  by BRADY,RYAN",,,"ASSIST  by BRADY,RYAN",1
06:42,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
06:17,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",1
06:17,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
06:17,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
06:17,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
06:17,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
06:17,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
06:17,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
06:17,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",1
06:17,,,,,"SUB IN by MURPHEY,LUKE",,,"SUB IN by MURPHEY,LUKE",1
06:17,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
06:17,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",1
06:17,,,,,"SUB OUT by BRADY,RYAN",,,"SUB OUT by BRADY,RYAN",1
06:04,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",1
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",1
05:48,,16,,22 (+6),"GOOD 3PTR by SMITH,PRESTON",HC 16-22 (-6),,"GOOD 3PTR by SMITH,PRESTON",1
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",1
05:33,"MISS JUMPER by BUESCHER,HUNTER",,,,,,,"MISS JUMPER by BUESCHER,HUNTER",1
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",1
05:19,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
05:07,"GOOD JUMPER by MCCULLOUGH,JACOB",18,,22 (+4),,SEWANEE 18-22 (-4),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
--,"ASSIST  by BROWN,SETH",,,,,,,"ASSIST  by BROWN,SETH",1
04:47,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:42,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",1
04:42,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
04:42,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
04:42,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
04:42,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",1
04:42,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",1
04:42,,,,,"SUB IN by BAKER,BRUCE",,,"SUB IN by BAKER,BRUCE",1
04:42,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",1
04:42,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",1
04:42,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",1
04:18,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",1
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",1
04:15,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",1
04:15,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
04:15,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
04:15,,,,,"SUB IN by FISCHER,LINCOLN",,,"SUB IN by FISCHER,LINCOLN",1
04:15,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",1
04:15,,,,,"SUB OUT by FISCHER,LINCOLN",,,"SUB OUT by FISCHER,LINCOLN",1
04:15,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",1
04:08,"GOOD LAYUP by CARTER,KESHONN(in the paint)",20,,22 (+2),,SEWANEE 20-22 (-2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
03:55,,20,,25 (+5),"GOOD 3PTR by BAKER,BRUCE",HC 20-25 (-5),,"GOOD 3PTR by BAKER,BRUCE",1
--,,,,,"ASSIST  by STEELE,AARON",,,"ASSIST  by STEELE,AARON",1
03:34,"GOOD LAYUP by CALDWELL,CAM(in the paint)",22,,25 (+3),,SEWANEE 22-25 (-3),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",1
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",1
03:13,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",1
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",1
03:02,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by BATCHELOR,BRYCE",,,"REBOUND DEF by BATCHELOR,BRYCE",1
02:55,,,,,"MISS 3PTR by BAKER,BRUCE",,,"MISS 3PTR by BAKER,BRUCE",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
02:35,"MISS LAYUP by CALDWELL,CAM",,,,,,,"MISS LAYUP by CALDWELL,CAM",1
02:35,,,,,"BLOCK  by BATCHELOR,BRYCE",,,"BLOCK  by BATCHELOR,BRYCE",1
--,,,,,"REBOUND DEF by BAKER,BRUCE",,,"REBOUND DEF by BAKER,BRUCE",1
02:27,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",1
02:27,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",1
02:27,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
02:27,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",1
02:27,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
02:27,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",1
02:27,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",1
02:27,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",1
02:08,"GOOD LAYUP by CARTER,KESHONN(in the paint)",24,,25 (+1),,SEWANEE 24-25 (-1),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
01:58,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",1
01:58,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",1
01:58,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",1
01:58,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",1
01:58,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",1
01:34,,,,,"MISS JUMPER by SMITH,PRESTON",,,"MISS JUMPER by SMITH,PRESTON",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
01:27,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",26 (+1),,25,,SEWANEE 26-25 (+1),,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",1
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",1
01:10,,,,,"TURNOVER  by BAKER,BRUCE",,,"TURNOVER  by BAKER,BRUCE",1
01:10,,,,,"FOUL  by BAKER,BRUCE",,,"FOUL  by BAKER,BRUCE",1
00:45,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",28 (+3),,25,,SEWANEE 28-25 (+3),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",1
00:24,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
00:01,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:50,,28 (+1),,27,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 28-27 (+1),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
19:31,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
19:18,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
19:18,"STEAL  by STONE,BRODY",,,,,,,"STEAL  by STONE,BRODY",2
19:05,"GOOD LAYUP by CARTER,KESHONN(in the paint)",30 (+3),,27,,SEWANEE 30-27 (+3),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
18:52,,30 (+1),,29,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 30-29 (+1),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
18:51,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
18:51,,,,,"MISS FT by LITTLEFIELD,GEAREN",,,"MISS FT by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
18:30,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
18:25,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",32 (+3),,29,,SEWANEE 32-29 (+3),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
18:06,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",2
18:05,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
17:52,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",34 (+5),,29,,SEWANEE 34-29 (+5),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
17:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
17:34,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:15,"MISS JUMPER by JONES,CODY",,,,,,,"MISS JUMPER by JONES,CODY",2
17:15,,,,,"BLOCK  by NIKOLOVSKI,DREW",,,"BLOCK  by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
