Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
15:39,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
15:13,"MISS JUMPER by DRYDEN,BERTO",,,,,,,"MISS JUMPER by DRYDEN,BERTO",1
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",1
15:00,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",1
14:51,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",1
14:51,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",1
14:51,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
14:51,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
14:51,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
14:51,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",1
14:51,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
14:51,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
14:29,,5,,11 (+6),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 5-11 (+6),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
14:15,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
14:08,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
14:08,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
14:01,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",1
13:54,"GOOD 3PTR by COX,TJ(fastbreak)",8,,11 (+3),,CCM 8-11 (+3),,"GOOD 3PTR by COX,TJ(fastbreak)",1
--,"ASSIST  by ARIMA,Z",,,,,,,"ASSIST  by ARIMA,Z",1
13:37,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",1
13:33,,8,,13 (+5),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 8-13 (+5),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
13:11,"TURNOVER  by TWAGIRAYEZU,PATJO",,,,,,,"TURNOVER  by TWAGIRAYEZU,PATJO",1
13:11,,,,,"STEAL  by MCCULLOUGH,JACOB",,,"STEAL  by MCCULLOUGH,JACOB",1
13:01,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
12:59,,8,,15 (+7),"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 8-15 (+7),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",1
12:54,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",1
12:54,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
12:39,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,1
12:16,"GOOD JUMPER by ARIMA,Z",10,,15 (+5),,CCM 10-15 (+5),,"GOOD JUMPER by ARIMA,Z",1
11:53,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",1
11:51,"STEAL  by TWAGIRAYEZU,PATJO",,,,,,,"STEAL  by TWAGIRAYEZU,PATJO",1
11:46,"GOOD 3PTR by PHELPS,BEN",13,,15 (+2),,CCM 13-15 (+2),,"GOOD 3PTR by PHELPS,BEN",1
--,"ASSIST  by TWAGIRAYEZU,PATJO",,,,,,,"ASSIST  by TWAGIRAYEZU,PATJO",1
11:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
11:37,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",1
11:37,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",1
11:37,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
11:37,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
11:37,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
11:37,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
11:37,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
11:37,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",1
11:37,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
11:37,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
11:37,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
11:37,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
11:19,,13,,17 (+4),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 13-17 (+4),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
11:09,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",1
11:02,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
10:57,,,,,"MISS LAYUP by TOME,MATT",,,"MISS LAYUP by TOME,MATT",1
--,"REBOUND DEF by SEARS,CONNOR",,,,,,,"REBOUND DEF by SEARS,CONNOR",1
10:33,"MISS 3PTR by DULK,MATT DEN",,,,,,,"MISS 3PTR by DULK,MATT DEN",1
--,"REBOUND OFF by SEARS,CONNOR",,,,,,,"REBOUND OFF by SEARS,CONNOR",1
10:30,"GOOD JUMPER by SEARS,CONNOR",15,,17 (+2),,CCM 15-17 (+2),,"GOOD JUMPER by SEARS,CONNOR",1
09:53,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
09:53,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",1
09:53,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
09:53,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
09:53,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
09:53,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
09:53,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
09:53,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",1
09:53,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
09:35,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
09:19,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,"REBOUND DEF by DRYDEN,BERTO",,,,,,,"REBOUND DEF by DRYDEN,BERTO",1
09:11,"MISS LAYUP by COX,TJ",,,,,,,"MISS LAYUP by COX,TJ",1
09:11,,,,,"BLOCK  by JONES,CODY",,,"BLOCK  by JONES,CODY",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
08:53,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
08:51,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
08:51,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",1
08:38,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",1
08:37,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",1
08:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:10,,15,,19 (+4),"GOOD LAYUP by JONES,CODY(in the paint)",SEWANEE 15-19 (+4),,"GOOD LAYUP by JONES,CODY(in the paint)",1
07:48,"MISS JUMPER by COX,TJ",,,,,,,"MISS JUMPER by COX,TJ",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
07:39,"FOUL  by DULK,MATT DEN",,,,,,,"FOUL  by DULK,MATT DEN",1
07:39,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",1
--,,,,,"REBOUND OFF by JONES,CODY",,,"REBOUND OFF by JONES,CODY",1
07:39,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",1
--,,,,,"REBOUND OFF by JONES,CODY",,,"REBOUND OFF by JONES,CODY",1
07:39,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
07:39,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",1
07:39,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
07:39,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
07:21,,15,,21 (+6),"GOOD JUMPER by BROWN,SETH",SEWANEE 15-21 (+6),,"GOOD JUMPER by BROWN,SETH",1
07:11,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",1
07:11,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",1
07:09,,,,,"MISS LAYUP by JONES,CODY",,,"MISS LAYUP by JONES,CODY",1
--,,,,,"REBOUND OFF by BORN,CLAY",,,"REBOUND OFF by BORN,CLAY",1
07:06,,15,,23 (+8),"GOOD JUMPER by BORN,CLAY(in the paint)",SEWANEE 15-23 (+8),,"GOOD JUMPER by BORN,CLAY(in the paint)",1
06:52,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",1
06:52,,,,,"BLOCK  by BROWN,SETH",,,"BLOCK  by BROWN,SETH",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
06:52,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",1
06:52,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
06:52,"SUB OUT by DULK,MATT DEN",,,,,,,"SUB OUT by DULK,MATT DEN",1
06:52,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",1
06:52,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",1
06:52,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
06:35,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
06:20,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by ARIMA,Z",,,,,,,"REBOUND DEF by ARIMA,Z",1
06:12,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",1
--,"REBOUND OFF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND OFF by TWAGIRAYEZU,PATJO",1
06:06,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",1
06:06,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
06:06,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",1
06:04,"GOOD JUMPER by PHELPS,BEN(in the paint)",17,,23 (+6),,CCM 17-23 (+6),,"GOOD JUMPER by PHELPS,BEN(in the paint)",1
--,"ASSIST  by ARIMA,Z",,,,,,,"ASSIST  by ARIMA,Z",1
05:36,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",1
05:36,,17,,24 (+7),"GOOD FT by BROWN,SETH",SEWANEE 17-24 (+7),,"GOOD FT by BROWN,SETH",1
05:36,,17,,25 (+8),"GOOD FT by BROWN,SETH",SEWANEE 17-25 (+8),,"GOOD FT by BROWN,SETH",1
05:36,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",1
05:36,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",1
05:24,"MISS LAYUP by SEARS,CONNOR",,,,,,,"MISS LAYUP by SEARS,CONNOR",1
05:24,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
05:07,"FOUL  by PHELPS,BEN",,,,,,,"FOUL  by PHELPS,BEN",1
05:06,,17,,26 (+9),"GOOD FT by JONES,CODY",SEWANEE 17-26 (+9),,"GOOD FT by JONES,CODY",1
05:06,,17,,27 (+10),"GOOD FT by JONES,CODY",SEWANEE 17-27 (+10),,"GOOD FT by JONES,CODY",1
05:06,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
05:06,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
05:06,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
05:06,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
04:56,"GOOD 3PTR by PHELPS,BEN",20,,27 (+7),,CCM 20-27 (+7),,"GOOD 3PTR by PHELPS,BEN",1
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",1
04:28,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
04:28,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
04:15,"MISS LAYUP by SEARS,CONNOR",,,,,,,"MISS LAYUP by SEARS,CONNOR",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
03:59,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
03:59,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
03:59,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",1
03:59,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",1
03:59,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
03:59,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
03:25,"MISS 3PTR by PHELPS,BEN",,,,,,,"MISS 3PTR by PHELPS,BEN",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
03:05,"FOUL  by DULK,MATT DEN",,,,,,,"FOUL  by DULK,MATT DEN",1
03:00,,20,,29 (+9),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 20-29 (+9),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
02:45,"MISS 3PTR by DULK,MATT DEN",,,,,,,"MISS 3PTR by DULK,MATT DEN",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
02:19,,20,,31 (+11),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 20-31 (+11),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",1
02:17,"FOUL  by DULK,MATT DEN",,,,,,,"FOUL  by DULK,MATT DEN",1
02:17,,,,,"MISS FT by BROWN,SETH",,,"MISS FT by BROWN,SETH",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
02:17,"SUB IN by TWAGIRAYEZU,PATJO",,,,,,,"SUB IN by TWAGIRAYEZU,PATJO",1
02:17,"SUB IN by DRYDEN,BERTO",,,,,,,"SUB IN by DRYDEN,BERTO",1
02:17,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
02:17,"SUB IN by SPRAGG,BAILEY",,,,,,,"SUB IN by SPRAGG,BAILEY",1
02:17,"SUB OUT by DULK,MATT DEN",,,,,,,"SUB OUT by DULK,MATT DEN",1
02:17,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",1
02:17,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",1
02:17,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",1
02:17,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
02:17,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
02:17,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
02:17,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
02:13,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by DRYDEN,BERTO",,,,,,,"REBOUND DEF by DRYDEN,BERTO",1
01:54,"STEAL  by PHELPS,BEN",,,,,,,"STEAL  by PHELPS,BEN",1
01:43,"TURNOVER  by DRYDEN,BERTO",,,,,,,"TURNOVER  by DRYDEN,BERTO",1
01:37,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",1
--,"REBOUND DEF by PHELPS,BEN",,,,,,,"REBOUND DEF by PHELPS,BEN",1
01:15,"TURNOVER  by PHELPS,BEN",,,,,,,"TURNOVER  by PHELPS,BEN",1
00:43,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
00:43,"STEAL  by COX,TJ",,,,,,,"STEAL  by COX,TJ",1
00:41,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
00:41,"MISS FT by TWAGIRAYEZU,PATJO",,,,,,,"MISS FT by TWAGIRAYEZU,PATJO",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:38,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
00:38,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
00:33,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
00:33,"MISS FT by COX,TJ",,,,,,,"MISS FT by COX,TJ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:33,"MISS FT by COX,TJ",,,,,,,"MISS FT by COX,TJ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:33,"GOOD FT by COX,TJ",21,,31 (+10),,CCM 21-31 (+10),,"GOOD FT by COX,TJ",1
00:33,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",1
00:33,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",1
00:16,,21,,33 (+12),"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 21-33 (+12),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",1
00:02,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",1
--,"REBOUND OFF by BOYD,CHRIS",,,,,,,"REBOUND OFF by BOYD,CHRIS",1
00:00,"GOOD TIPIN by BOYD,CHRIS(in the paint)",23,,33 (+10),,CCM 23-33 (+10),,"GOOD TIPIN by BOYD,CHRIS(in the paint)",1
19:47,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
19:13,,23,,35 (+12),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 23-35 (+12),,"GOOD JUMPER by CARTER,KESHONN",2
18:51,"MISS 3PTR by DRYDEN,BERTO",,,,,,,"MISS 3PTR by DRYDEN,BERTO",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
18:33,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
18:29,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
18:14,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
17:53,,,,,"MISS 3PTR by STONE,BRODY",,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
17:42,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
17:15,,23,,37 (+14),"GOOD JUMPER by STONE,BRODY(in the paint)",SEWANEE 23-37 (+14),,"GOOD JUMPER by STONE,BRODY(in the paint)",2
17:04,"MISS LAYUP by COX,TJ",,,,,,,"MISS LAYUP by COX,TJ",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
16:55,,23,,40 (+17),"GOOD 3PTR by BORN,CLAY",SEWANEE 23-40 (+17),,"GOOD 3PTR by BORN,CLAY",2
16:44,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
16:44,"SUB IN by DULK,MATT DEN",,,,,,,"SUB IN by DULK,MATT DEN",2
16:44,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
16:44,"SUB OUT by TWAGIRAYEZU,PATJO",,,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",2
16:44,"SUB OUT by DRYDEN,BERTO",,,,,,,"SUB OUT by DRYDEN,BERTO",2
16:28,"TURNOVER  by SPRAGG,BAILEY",,,,,,,"TURNOVER  by SPRAGG,BAILEY",2
16:14,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
15:55,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",2
15:54,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
15:25,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
15:25,"SUB OUT by SPRAGG,BAILEY",,,,,,,"SUB OUT by SPRAGG,BAILEY",2
15:24,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by PHELPS,BEN",,,,,,,"REBOUND DEF by PHELPS,BEN",2
15:12,"MISS LAYUP by BOYD,CHRIS",,,,,,,"MISS LAYUP by BOYD,CHRIS",2
15:12,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
14:44,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
