Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
10:47,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",1
10:47,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
10:47,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",1
10:47,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",1
10:29,"GOOD LAYUP by KORN,LUKAS(in the paint)",19 (+7),,12,,BERRY 19-12 (-7),,"GOOD LAYUP by KORN,LUKAS(in the paint)",1
--,"ASSIST  by SPALDING,TANNER",,,,,,,"ASSIST  by SPALDING,TANNER",1
10:06,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",1
10:06,"STEAL  by KORN,LUKAS",,,,,,,"STEAL  by KORN,LUKAS",1
10:04,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
09:48,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by KORN,LUKAS",,,,,,,"REBOUND DEF by KORN,LUKAS",1
09:44,"TURNOVER  by MCCLOUD,LEE",,,,,,,"TURNOVER  by MCCLOUD,LEE",1
09:44,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
09:44,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",1
09:44,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
09:44,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
09:20,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",1
09:09,"MISS LAYUP by SCHERRMAN,BLAKE",,,,,,,"MISS LAYUP by SCHERRMAN,BLAKE",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
09:00,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",1
08:48,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
08:48,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
08:28,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:12,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",1
08:12,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",1
08:12,,19 (+6),,13,"GOOD FT by JONES,CODY",SEWANEE 19-13 (-6),,"GOOD FT by JONES,CODY",1
08:12,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",1
08:12,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",1
08:12,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
08:12,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
07:59,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",1
--,"REBOUND OFF by MARDER,NICK",,,,,,,"REBOUND OFF by MARDER,NICK",1
07:52,"TURNOVER  by KORN,LUKAS",,,,,,,"TURNOVER  by KORN,LUKAS",1
07:36,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",1
07:36,,19 (+5),,14,"GOOD FT by TOME,MATT",SEWANEE 19-14 (-5),,"GOOD FT by TOME,MATT",1
07:36,,,,,"MISS FT by TOME,MATT",,,"MISS FT by TOME,MATT",1
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",1
07:36,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",1
07:36,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",1
07:05,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
07:05,"GOOD FT by MARDER,NICK",20 (+6),,14,,BERRY 20-14 (-6),,"GOOD FT by MARDER,NICK",1
07:05,"GOOD FT by MARDER,NICK",21 (+7),,14,,BERRY 21-14 (-7),,"GOOD FT by MARDER,NICK",1
07:05,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",1
07:05,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",1
07:05,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",1
07:05,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",1
06:41,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",1
06:40,"STEAL  by JOHNSON,CALEB",,,,,,,"STEAL  by JOHNSON,CALEB",1
06:20,"GOOD JUMPER by JACOBS,OWEN",23 (+9),,14,,BERRY 23-14 (-9),,"GOOD JUMPER by JACOBS,OWEN",1
05:58,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",1
05:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
05:58,,23 (+8),,15,"GOOD FT by CARTER,KESHONN",SEWANEE 23-15 (-8),,"GOOD FT by CARTER,KESHONN",1
05:58,,23 (+7),,16,"GOOD FT by CARTER,KESHONN",SEWANEE 23-16 (-7),,"GOOD FT by CARTER,KESHONN",1
05:58,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",1
05:58,"SUB IN by KORN,LUKAS",,,,,,,"SUB IN by KORN,LUKAS",1
05:58,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",1
05:58,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",1
05:58,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
05:58,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
05:58,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
05:58,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
05:58,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
05:58,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
05:44,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",1
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",1
05:35,,23 (+4),,19,"GOOD 3PTR by JONES,CODY",SEWANEE 23-19 (-4),,"GOOD 3PTR by JONES,CODY",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
05:21,"MISS LAYUP by KORN,LUKAS",,,,,,,"MISS LAYUP by KORN,LUKAS",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
05:14,,23 (+2),,21,"GOOD LAYUP by JONES,CODY(in the paint)",SEWANEE 23-21 (-2),,"GOOD LAYUP by JONES,CODY(in the paint)",1
05:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:58,"MISS 3PTR by KORN,LUKAS",,,,,,,"MISS 3PTR by KORN,LUKAS",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
04:51,,,,,"MISS LAYUP by BROWN,SETH",,,"MISS LAYUP by BROWN,SETH",1
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",1
04:46,"GOOD LAYUP by MARDER,NICK(in the paint)",25 (+4),,21,,BERRY 25-21 (-4),,"GOOD LAYUP by MARDER,NICK(in the paint)",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
04:28,,25 (+1),,24,"GOOD 3PTR by JONES,CODY",SEWANEE 25-24 (-1),,"GOOD 3PTR by JONES,CODY",1
04:26,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
04:26,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
04:06,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",1
04:06,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
04:06,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",1
04:06,"SUB OUT by KORN,LUKAS",,,,,,,"SUB OUT by KORN,LUKAS",1
03:43,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
03:40,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",1
03:33,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",1
03:33,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",1
03:17,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",1
02:59,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",1
--,"REBOUND OFF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND OFF by ELLINGSWORTH,COLEMAN",1
02:49,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",1
02:49,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",1
02:49,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
02:49,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
02:49,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
02:49,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
02:42,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
02:42,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",1
02:42,,,,,"SUB IN by KUELLING,CHRIS",,,"SUB IN by KUELLING,CHRIS",1
02:42,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
02:42,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
02:42,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
02:31,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",1
--,"REBOUND OFF by JOHNSON,CALEB",,,,,,,"REBOUND OFF by JOHNSON,CALEB",1
02:25,"GOOD LAYUP by MARDER,NICK(in the paint)",27 (+3),,24,,BERRY 27-24 (-3),,"GOOD LAYUP by MARDER,NICK(in the paint)",1
01:54,,27 (+1),,26,"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 27-26 (-1),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
01:38,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",1
01:37,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",1
01:27,,27,,28 (+1),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 27-28 (+1),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",1
01:08,"MISS LAYUP by SCHERRMAN,BLAKE",,,,,,,"MISS LAYUP by SCHERRMAN,BLAKE",1
01:08,,,,,"BLOCK  by TOME,MATT",,,"BLOCK  by TOME,MATT",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
01:00,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
00:53,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by TURNER,BYRON",,,"REBOUND OFF by TURNER,BYRON",1
00:45,,27,,30 (+3),"GOOD TIPIN by TURNER,BYRON(in the paint)",SEWANEE 27-30 (+3),,"GOOD TIPIN by TURNER,BYRON(in the paint)",1
00:28,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",1
00:28,"GOOD FT by JACOBS,OWEN",28,,30 (+2),,BERRY 28-30 (+2),,"GOOD FT by JACOBS,OWEN",1
00:28,"GOOD FT by JACOBS,OWEN",29,,30 (+1),,BERRY 29-30 (+1),,"GOOD FT by JACOBS,OWEN",1
00:28,"SUB IN by FENTON,CLINT",,,,,,,"SUB IN by FENTON,CLINT",1
00:28,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",1
00:28,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
00:28,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
00:28,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
00:28,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
00:28,,,,,"SUB OUT by KUELLING,CHRIS",,,"SUB OUT by KUELLING,CHRIS",1
00:28,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
00:00,,,,,"MISS LAYUP by JONES,CODY",,,"MISS LAYUP by JONES,CODY",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
20:00,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
20:00,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
20:00,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
20:00,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
20:00,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
20:00,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
19:37,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",31 (+1),,30,,BERRY 31-30 (-1),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
--,"ASSIST  by JACOBS,OWEN",,,,,,,"ASSIST  by JACOBS,OWEN",2
19:28,,,,,"MISS LAYUP by JONES,CODY",,,"MISS LAYUP by JONES,CODY",2
--,"REBOUND DEF by JACOBS,OWEN",,,,,,,"REBOUND DEF by JACOBS,OWEN",2
19:20,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",33 (+3),,30,,BERRY 33-30 (-3),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
18:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
18:35,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
18:29,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by SCHERRMAN,BLAKE",,,,,,,"REBOUND DEF by SCHERRMAN,BLAKE",2
18:03,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",35 (+5),,30,,BERRY 35-30 (-5),,"GOOD LAYUP by MCCLOUD,LEE(in the paint)",2
17:41,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
17:27,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
17:11,,35 (+3),,32,"GOOD JUMPER by JONES,CODY",SEWANEE 35-32 (-3),,"GOOD JUMPER by JONES,CODY",2
16:41,"MISS 3PTR by JOHNSON,CALEB",,,,,,,"MISS 3PTR by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
16:34,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
16:30,,35,,35,"GOOD 3PTR by BORN,CLAY",SEWANEE 35-35 (0),,"GOOD 3PTR by BORN,CLAY",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
16:24,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
16:06,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by MCCLOUD,LEE",,,,,,,"REBOUND OFF by MCCLOUD,LEE",2
