Time Remaining,BERRY,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:01,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
16:01,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
16:01,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
15:50,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
15:49,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
15:47,"GOOD LAYUP by SCHERRMAN,BLAKE(fastbreak)(in the paint)",37 (+2),,35,,BERRY 37-35 (-2),,"GOOD LAYUP by SCHERRMAN,BLAKE(fastbreak)(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
15:27,,37,,37,"GOOD JUMPER by STONE,BRODY",SEWANEE 37-37 (0),,"GOOD JUMPER by STONE,BRODY",2
14:53,"MISS 3PTR by MCCLOUD,LEE",,,,,,,"MISS 3PTR by MCCLOUD,LEE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
14:34,"FOUL  by SPALDING,TANNER",,,,,,,"FOUL  by SPALDING,TANNER",2
14:34,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:34,,37,,38 (+1),"GOOD FT by JONES,CODY",SEWANEE 37-38 (+1),,"GOOD FT by JONES,CODY",2
14:34,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
14:34,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
14:34,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
14:34,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
14:34,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
14:34,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
14:16,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
14:06,"TURNOVER  by SCHERRMAN,BLAKE",,,,,,,"TURNOVER  by SCHERRMAN,BLAKE",2
14:05,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",2
13:49,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
13:48,"STEAL  by JACOBS,OWEN",,,,,,,"STEAL  by JACOBS,OWEN",2
13:47,"GOOD LAYUP by JACOBS,OWEN(fastbreak)(in the paint)",39 (+1),,38,,BERRY 39-38 (-1),,"GOOD LAYUP by JACOBS,OWEN(fastbreak)(in the paint)",2
13:36,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
13:36,"STEAL  by JOHNSON,CALEB",,,,,,,"STEAL  by JOHNSON,CALEB",2
13:35,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",41 (+3),,38,,BERRY 41-38 (-3),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
13:22,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
13:21,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
13:20,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",43 (+5),,38,,BERRY 43-38 (-5),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
13:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:56,,43 (+3),,40,"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 43-40 (-3),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",2
12:36,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
12:36,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
12:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:36,"MISS JUMPER by SPALDING,TANNER",,,,,,,"MISS JUMPER by SPALDING,TANNER",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
12:36,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
12:36,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
12:36,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
12:36,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
12:36,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
12:36,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
12:36,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
12:36,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
12:23,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
12:15,"MISS 3PTR by SPALDING,TANNER",,,,,,,"MISS 3PTR by SPALDING,TANNER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:14,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
12:14,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
11:44,,,,,"MISS 3PTR by STONE,BRODY",,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
11:18,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",45 (+5),,40,,BERRY 45-40 (-5),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
11:02,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND DEF by ELLINGSWORTH,COLEMAN",,,,,,,"REBOUND DEF by ELLINGSWORTH,COLEMAN",2
10:46,"TURNOVER  by SPALDING,TANNER",,,,,,,"TURNOVER  by SPALDING,TANNER",2
10:45,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
10:40,"SUB IN by JACOBS,OWEN",,,,,,,"SUB IN by JACOBS,OWEN",2
10:40,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
10:40,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
10:40,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
10:40,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
10:40,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
10:32,"FOUL  by ELLINGSWORTH,COLEMAN",,,,,,,"FOUL  by ELLINGSWORTH,COLEMAN",2
10:22,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
10:14,"MISS 3PTR by ELLINGSWORTH,COLEMAN",,,,,,,"MISS 3PTR by ELLINGSWORTH,COLEMAN",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
10:07,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
10:07,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
10:07,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
10:07,"SUB IN by SCHERRMAN,BLAKE",,,,,,,"SUB IN by SCHERRMAN,BLAKE",2
10:07,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
10:07,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
09:55,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
09:54,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",47 (+7),,40,,BERRY 47-40 (-7),,"GOOD LAYUP by JOHNSON,CALEB(in the paint)",2
--,"ASSIST  by MCCLOUD,LEE",,,,,,,"ASSIST  by MCCLOUD,LEE",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
09:37,,47 (+5),,42,"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 47-42 (-5),,"GOOD JUMPER by MCCULLOUGH,JACOB",2
09:18,"GOOD LAYUP by JACOBS,OWEN(in the paint)",49 (+7),,42,,BERRY 49-42 (-7),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
08:53,,49 (+5),,44,"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 49-44 (-5),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
08:51,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
08:51,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
08:51,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
08:51,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
08:51,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
08:51,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
08:51,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
08:31,,,,,"FOUL  by MCCULLOUGH,JACOB",,,"FOUL  by MCCULLOUGH,JACOB",2
08:10,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
07:43,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
07:43,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:43,,49 (+4),,45,"GOOD FT by CARTER,KESHONN",SEWANEE 49-45 (-4),,"GOOD FT by CARTER,KESHONN",2
07:43,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
07:43,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
07:29,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
07:24,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
07:10,,49 (+2),,47,"GOOD LAYUP by JONES,CODY(in the paint)",SEWANEE 49-47 (-2),,"GOOD LAYUP by JONES,CODY(in the paint)",2
06:43,"MISS LAYUP by SCHERRMAN,BLAKE",,,,,,,"MISS LAYUP by SCHERRMAN,BLAKE",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
06:37,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
06:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:24,,49,,49,"GOOD JUMPER by CALDWELL,CAM(in the paint)",SEWANEE 49-49 (0),,"GOOD JUMPER by CALDWELL,CAM(in the paint)",2
06:08,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
06:08,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
06:08,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
06:08,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
05:54,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
05:30,"MISS LAYUP by JACOBS,OWEN",,,,,,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND OFF by JOHNSON,CALEB",,,,,,,"REBOUND OFF by JOHNSON,CALEB",2
05:26,"MISS 3PTR by SCHERRMAN,BLAKE",,,,,,,"MISS 3PTR by SCHERRMAN,BLAKE",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
05:21,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
05:21,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",2
--,"REBOUND DEF by MCCLOUD,ALTON",,,,,,,"REBOUND DEF by MCCLOUD,ALTON",2
05:21,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
05:21,"SUB OUT by SCHERRMAN,BLAKE",,,,,,,"SUB OUT by SCHERRMAN,BLAKE",2
04:52,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
04:52,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
04:52,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
04:52,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
04:52,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",2
04:52,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
04:52,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
04:52,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
04:44,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
04:44,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
04:17,,,,,"FOUL  by TURNER,BYRON",,,"FOUL  by TURNER,BYRON",2
03:57,"GOOD JUMPER by JOHNSON,CALEB",51 (+2),,49,,BERRY 51-49 (-2),,"GOOD JUMPER by JOHNSON,CALEB",2
03:45,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
03:45,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
03:45,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
03:45,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",2
03:38,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
03:11,"GOOD 3PTR by JOHNSON,CALEB",54 (+5),,49,,BERRY 54-49 (-5),,"GOOD 3PTR by JOHNSON,CALEB",2
--,"ASSIST  by MARDER,NICK",,,,,,,"ASSIST  by MARDER,NICK",2
02:55,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
02:37,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
02:36,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
02:34,,54 (+3),,51,"GOOD DUNK by CARTER,KESHONN(fastbreak)(in the paint)",SEWANEE 54-51 (-3),,"GOOD DUNK by CARTER,KESHONN(fastbreak)(in the paint)",2
02:33,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
02:01,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
01:43,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by MARDER,NICK",,,,,,,"REBOUND DEF by MARDER,NICK",2
01:41,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
01:41,"GOOD FT by MARDER,NICK",55 (+4),,51,,BERRY 55-51 (-4),,"GOOD FT by MARDER,NICK",2
01:41,"MISS FT by MARDER,NICK",,,,,,,"MISS FT by MARDER,NICK",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
01:41,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
01:41,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
01:35,,55 (+1),,54,"GOOD 3PTR by JONES,CODY",SEWANEE 55-54 (-1),,"GOOD 3PTR by JONES,CODY",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
01:35,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
01:35,,55,,55,"GOOD FT by JONES,CODY",SEWANEE 55-55 (0),,"GOOD FT by JONES,CODY",2
01:30,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:17,"MISS 3PTR by JACOBS,OWEN",,,,,,,"MISS 3PTR by JACOBS,OWEN",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
01:02,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
01:02,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
00:58,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
00:55,,55,,57 (+2),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 55-57 (+2),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
00:40,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:22,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",2
00:21,"FOUL  by MCCLOUD,LEE",,,,,,,"FOUL  by MCCLOUD,LEE",2
00:21,,55,,58 (+3),"GOOD FT by JONES,CODY",SEWANEE 55-58 (+3),,"GOOD FT by JONES,CODY",2
00:21,,55,,59 (+4),"GOOD FT by JONES,CODY",SEWANEE 55-59 (+4),,"GOOD FT by JONES,CODY",2
00:21,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
00:21,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
00:21,"SUB OUT by JACOBS,OWEN",,,,,,,"SUB OUT by JACOBS,OWEN",2
00:21,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
00:16,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",57,,59 (+2),,BERRY 57-59 (+2),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
00:13,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
00:13,,57,,60 (+3),"GOOD FT by JONES,CODY",SEWANEE 57-60 (+3),,"GOOD FT by JONES,CODY",2
00:13,,57,,61 (+4),"GOOD FT by JONES,CODY",SEWANEE 57-61 (+4),,"GOOD FT by JONES,CODY",2
00:03,"MISS 3PTR by FORTE,MCCARTY",,,,,,,"MISS 3PTR by FORTE,MCCARTY",2
--,"REBOUND OFF by SCHERRMAN,BLAKE",,,,,,,"REBOUND OFF by SCHERRMAN,BLAKE",2
00:00,"MISS 3PTR by MARDER,NICK",,,,,,,"MISS 3PTR by MARDER,NICK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
