Time Remaining,SEWM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",2
12:42,,44 (+2),,42,"GOOD 3PTR by PERRY,WILL",OUM 44-42 (+2),,"GOOD 3PTR by PERRY,WILL",2
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",2
12:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:34,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
12:34,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
12:34,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
12:34,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",2
12:25,"TURNOVER  by JONES,CODY",,,,,,,"TURNOVER  by JONES,CODY",2
11:59,"FOUL  by JONES,CODY",,,,,,,"FOUL  by JONES,CODY",2
11:59,,44 (+1),,43,"GOOD FT by PERRY,WILL",OUM 44-43 (+1),,"GOOD FT by PERRY,WILL",2
11:59,,44,,44,"GOOD FT by PERRY,WILL",OUM 44-44 (0),,"GOOD FT by PERRY,WILL",2
11:59,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",2
11:59,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
11:59,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
11:59,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
11:44,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
11:35,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",2
11:24,,44,,47 (+3),"GOOD 3PTR by ANDINO,GEORGE",OUM 44-47 (-3),,"GOOD 3PTR by ANDINO,GEORGE",2
10:59,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND OFF by BORN,CLAY",,,,,,,"REBOUND OFF by BORN,CLAY",2
10:55,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
10:55,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
10:55,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
10:44,,44,,49 (+5),"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OUM 44-49 (-5),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
10:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:34,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
10:34,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
10:16,"TURNOVER  by JONES,CODY",,,,,,,"TURNOVER  by JONES,CODY",2
10:07,"FOUL  by BROWN,SETH",,,,,,,"FOUL  by BROWN,SETH",2
10:07,,,,,"MISS FT by BRITVAR,STEFAN",,,"MISS FT by BRITVAR,STEFAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:07,,,,,"MISS FT by BRITVAR,STEFAN",,,"MISS FT by BRITVAR,STEFAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
10:07,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:07,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
09:53,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",2
09:53,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
09:53,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",2
09:40,,44,,51 (+7),"GOOD JUMPER by BRITVAR,STEFAN",OUM 44-51 (-7),,"GOOD JUMPER by BRITVAR,STEFAN",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
09:27,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
09:12,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND OFF by JONES,CODY",,,,,,,"REBOUND OFF by JONES,CODY",2
09:09,"MISS TIPIN by JONES,CODY",,,,,,,"MISS TIPIN by JONES,CODY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
09:06,"GOOD LAYUP by CARTER,KESHONN(in the paint)",46,,51 (+5),,SEWM 46-51 (-5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by STONE,BRODY",,,,,,,"ASSIST  by STONE,BRODY",2
09:04,,,,,"FOUL  by LAWRENCE,CHRIS",,,"FOUL  by LAWRENCE,CHRIS",2
09:04,"GOOD FT by CARTER,KESHONN",47,,51 (+4),,SEWM 47-51 (-4),,"GOOD FT by CARTER,KESHONN",2
09:04,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
09:04,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
09:04,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",2
09:04,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",2
08:49,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",2
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",2
08:20,"MISS LAYUP by BORN,CLAY",,,,,,,"MISS LAYUP by BORN,CLAY",2
08:20,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:17,"GOOD LAYUP by JONES,CODY(in the paint)",49,,51 (+2),,SEWM 49-51 (-2),,"GOOD LAYUP by JONES,CODY(in the paint)",2
07:58,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
07:58,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
07:43,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
07:22,"GOOD 3PTR by BORN,CLAY",52 (+1),,51,,SEWM 52-51 (+1),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",2
07:03,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:59,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",2
06:59,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
06:49,,52,,54 (+2),"GOOD 3PTR by ANDINO,GEORGE",OUM 52-54 (-2),,"GOOD 3PTR by ANDINO,GEORGE",2
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",2
06:34,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND OFF by TOME,MATT",,,,,,,"REBOUND OFF by TOME,MATT",2
06:25,"GOOD 3PTR by TOME,MATT",55 (+1),,54,,SEWM 55-54 (+1),,"GOOD 3PTR by TOME,MATT",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
06:06,,,,,"MISS 3PTR by PERRY,WILL",,,"MISS 3PTR by PERRY,WILL",2
--,,,,,"REBOUND OFF by SMITH,CONNOR",,,"REBOUND OFF by SMITH,CONNOR",2
06:01,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by PERRY,WILL",,,"REBOUND OFF by PERRY,WILL",2
05:44,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
05:44,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
05:44,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
05:44,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
05:36,,55,,56 (+1),"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OUM 55-56 (-1),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
05:19,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",2
05:19,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
05:19,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
05:04,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",2
04:46,,55,,59 (+4),"GOOD 3PTR by LAWRENCE,CHRIS",OUM 55-59 (-4),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
04:14,,,,,"FOUL  by LAWRENCE,CHRIS",,,"FOUL  by LAWRENCE,CHRIS",2
04:14,"GOOD FT by JONES,CODY",56,,59 (+3),,SEWM 56-59 (-3),,"GOOD FT by JONES,CODY",2
04:14,"GOOD FT by JONES,CODY",57,,59 (+2),,SEWM 57-59 (-2),,"GOOD FT by JONES,CODY",2
04:14,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
04:14,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",2
04:14,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
04:14,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
04:14,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
04:14,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
03:49,,,,,"MISS JUMPER by WARDLAW,CHASE",,,"MISS JUMPER by WARDLAW,CHASE",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
03:25,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
03:25,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
03:18,,57,,62 (+5),"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",OUM 57-62 (-5),,"GOOD 3PTR by LAWRENCE,CHRIS(fastbreak)",2
02:54,"GOOD LAYUP by CARTER,KESHONN(in the paint)",59,,62 (+3),,SEWM 59-62 (-3),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
02:25,,,,,"MISS JUMPER by SMITH,CONNOR",,,"MISS JUMPER by SMITH,CONNOR",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
02:22,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",2
02:22,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",2
02:21,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
02:01,"GOOD LAYUP by JONES,CODY(in the paint)",61,,62 (+1),,SEWM 61-62 (-1),,"GOOD LAYUP by JONES,CODY(in the paint)",2
02:01,,,,,"FOUL  by WARDLAW,CHASE",,,"FOUL  by WARDLAW,CHASE",2
02:01,"GOOD FT by JONES,CODY",62,,62,,SEWM 62-62 (0),,"GOOD FT by JONES,CODY",2
02:01,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
02:01,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
01:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:34,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",2
01:34,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
01:11,"GOOD LAYUP by CARTER,KESHONN(in the paint)",64 (+2),,62,,SEWM 64-62 (+2),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
--,"ASSIST  by MCCULLOUGH,JACOB",,,,,,,"ASSIST  by MCCULLOUGH,JACOB",2
00:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:45,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
00:45,,64 (+1),,63,"GOOD FT by SMITH,CONNOR",OUM 64-63 (+1),,"GOOD FT by SMITH,CONNOR",2
00:45,,64,,64,"GOOD FT by SMITH,CONNOR",OUM 64-64 (0),,"GOOD FT by SMITH,CONNOR",2
00:45,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
00:45,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
00:45,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
00:45,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
00:19,"GOOD 3PTR by STONE,BRODY",67 (+3),,64,,SEWM 67-64 (+3),,"GOOD 3PTR by STONE,BRODY",2
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",2
00:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:18,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
00:18,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
00:12,"FOUL  by MCCULLOUGH,JACOB",,,,,,,"FOUL  by MCCULLOUGH,JACOB",2
00:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:12,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
00:12,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
00:12,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
00:12,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
00:11,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
00:06,,,,,"MISS LAYUP by ANDINO,GEORGE",,,"MISS LAYUP by ANDINO,GEORGE",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
00:05,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",2
00:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:05,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
00:05,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
00:05,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",2
00:05,,,,,"SUB OUT by BOURDAGE,TAYLOR",,,"SUB OUT by BOURDAGE,TAYLOR",2
00:04,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",2
00:04,"GOOD FT by BORN,CLAY",68 (+4),,64,,SEWM 68-64 (+4),,"GOOD FT by BORN,CLAY",2
00:04,"MISS FT by BORN,CLAY",,,,,,,"MISS FT by BORN,CLAY",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
00:04,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
00:04,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
