Time Remaining,SEWM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
14:33,"GOOD FT by STONE,BRODY",9,,12 (+3),,SEWM 9-12 (-3),,"GOOD FT by STONE,BRODY",1
14:33,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
14:33,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
14:33,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
14:33,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
14:33,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
14:33,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",1
14:33,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
14:33,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",1
14:33,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",1
14:33,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
14:16,,9,,15 (+6),"GOOD 3PTR by SMITH,CONNOR",OUM 9-15 (-6),,"GOOD 3PTR by SMITH,CONNOR",1
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",1
13:55,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",1
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",1
13:31,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",1
--,,,,,"REBOUND OFF by LAWRENCE,CHRIS",,,"REBOUND OFF by LAWRENCE,CHRIS",1
13:07,,,,,"MISS JUMPER by SMITH,CONNOR",,,"MISS JUMPER by SMITH,CONNOR",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
12:58,"GOOD JUMPER by BROWN,SETH",11,,15 (+4),,SEWM 11-15 (-4),,"GOOD JUMPER by BROWN,SETH",1
12:34,,,,,"MISS LAYUP by LAWRENCE,CHRIS",,,"MISS LAYUP by LAWRENCE,CHRIS",1
12:34,"BLOCK  by CARTER,KESHONN",,,,,,,"BLOCK  by CARTER,KESHONN",1
--,"REBOUND DEF by MCCULLOUGH,JACOB",,,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",1
12:30,"MISS 3PTR by TOME,MATT",,,,,,,"MISS 3PTR by TOME,MATT",1
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",1
12:09,,11,,17 (+6),"GOOD LAYUP by PERRY,WILL(in the paint)",OUM 11-17 (-6),,"GOOD LAYUP by PERRY,WILL(in the paint)",1
11:41,"GOOD LAYUP by BROWN,SETH(in the paint)",13,,17 (+4),,SEWM 13-17 (-4),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",1
11:18,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
11:03,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by PERRY,WILL",,,"REBOUND DEF by PERRY,WILL",1
10:45,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",1
10:45,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",1
10:45,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
10:45,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
10:45,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
10:45,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
10:45,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
10:45,,,,,"SUB IN by WARDLAW,CHASE",,,"SUB IN by WARDLAW,CHASE",1
10:45,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",1
10:45,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
10:45,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",1
10:24,,,,,"TURNOVER  by ANDINO,GEORGE",,,"TURNOVER  by ANDINO,GEORGE",1
10:23,"STEAL  by JONES,CODY",,,,,,,"STEAL  by JONES,CODY",1
10:11,"MISS JUMPER by STONE,BRODY",,,,,,,"MISS JUMPER by STONE,BRODY",1
10:11,,,,,"BLOCK  by BRITVAR,STEFAN",,,"BLOCK  by BRITVAR,STEFAN",1
--,,,,,"REBOUND DEF by BRITVAR,STEFAN",,,"REBOUND DEF by BRITVAR,STEFAN",1
10:05,,,,,"MISS 3PTR by LAWRENCE,CHRIS",,,"MISS 3PTR by LAWRENCE,CHRIS",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
09:43,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",1
09:32,,13,,19 (+6),"GOOD LAYUP by BRITVAR,STEFAN(in the paint)",OUM 13-19 (-6),,"GOOD LAYUP by BRITVAR,STEFAN(in the paint)",1
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",1
09:15,"MISS LAYUP by CALDWELL,CAM",,,,,,,"MISS LAYUP by CALDWELL,CAM",1
--,,,,,"REBOUND DEF by BRITVAR,STEFAN",,,"REBOUND DEF by BRITVAR,STEFAN",1
09:08,,,,,"MISS JUMPER by PERRY,WILL",,,"MISS JUMPER by PERRY,WILL",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
09:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
09:00,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
09:00,"SUB IN by JONES,CODY",,,,,,,"SUB IN by JONES,CODY",1
09:00,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
09:00,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
09:00,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",1
09:00,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
09:00,,,,,"SUB OUT by PERRY,WILL",,,"SUB OUT by PERRY,WILL",1
09:00,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
08:36,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",1
08:36,"TURNOVER  by STONE,BRODY",,,,,,,"TURNOVER  by STONE,BRODY",1
08:28,,,,,"TURNOVER  by ANDINO,GEORGE",,,"TURNOVER  by ANDINO,GEORGE",1
08:27,"STEAL  by JONES,CODY",,,,,,,"STEAL  by JONES,CODY",1
08:25,,,,,"FOUL  by ANDINO,GEORGE",,,"FOUL  by ANDINO,GEORGE",1
08:21,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
08:03,,,,,"MISS JUMPER by BRITVAR,STEFAN",,,"MISS JUMPER by BRITVAR,STEFAN",1
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",1
07:52,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",1
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",1
07:46,,,,,"TURNOVER  by BRITVAR,STEFAN",,,"TURNOVER  by BRITVAR,STEFAN",1
07:45,"STEAL  by JONES,CODY",,,,,,,"STEAL  by JONES,CODY",1
07:40,"GOOD JUMPER by MCCULLOUGH,JACOB(fastbreak)",15,,19 (+4),,SEWM 15-19 (-4),,"GOOD JUMPER by MCCULLOUGH,JACOB(fastbreak)",1
--,"ASSIST  by JONES,CODY",,,,,,,"ASSIST  by JONES,CODY",1
07:23,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",1
07:23,,,,,"MISS FT by WARDLAW,CHASE",,,"MISS FT by WARDLAW,CHASE",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:23,,15,,20 (+5),"GOOD FT by WARDLAW,CHASE",OUM 15-20 (-5),,"GOOD FT by WARDLAW,CHASE",1
07:23,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
07:23,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",1
07:23,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",1
07:23,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",1
07:23,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",1
07:23,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",1
07:23,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",1
07:23,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
07:23,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",1
07:23,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",1
06:56,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",1
06:56,,,,,"BLOCK  by WARDLAW,CHASE",,,"BLOCK  by WARDLAW,CHASE",1
--,"REBOUND OFF by BROWN,SETH",,,,,,,"REBOUND OFF by BROWN,SETH",1
06:51,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
06:51,,,,,"SUB IN by PERRY,WILL",,,"SUB IN by PERRY,WILL",1
06:51,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",1
06:33,,,,,"MISS LAYUP by WARDLAW,CHASE",,,"MISS LAYUP by WARDLAW,CHASE",1
06:33,"BLOCK  by BROWN,SETH",,,,,,,"BLOCK  by BROWN,SETH",1
--,"REBOUND DEF by JONES,CODY",,,,,,,"REBOUND DEF by JONES,CODY",1
06:26,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",17,,20 (+3),,SEWM 17-20 (-3),,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",1
06:07,,,,,"TURNOVER  by WARDLAW,CHASE",,,"TURNOVER  by WARDLAW,CHASE",1
06:06,"STEAL  by BROWN,SETH",,,,,,,"STEAL  by BROWN,SETH",1
05:54,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",19,,20 (+1),,SEWM 19-20 (-1),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
05:54,,,,,"FOUL  by SMITH,CONNOR",,,"FOUL  by SMITH,CONNOR",1
05:54,"GOOD FT by MCCULLOUGH,JACOB",20,,20,,SEWM 20-20 (0),,"GOOD FT by MCCULLOUGH,JACOB",1
05:54,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",1
05:54,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",1
05:31,,20,,22 (+2),"GOOD JUMPER by INUNGU,TOM(in the paint)",OUM 20-22 (-2),,"GOOD JUMPER by INUNGU,TOM(in the paint)",1
05:02,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",1
05:02,,,,,"BLOCK  by WARDLAW,CHASE",,,"BLOCK  by WARDLAW,CHASE",1
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",1
04:44,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",1
04:43,"SUB IN by STONE,BRODY",,,,,,,"SUB IN by STONE,BRODY",1
04:43,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",1
04:29,"MISS LAYUP by MCCULLOUGH,JACOB",,,,,,,"MISS LAYUP by MCCULLOUGH,JACOB",1
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",1
04:11,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",1
04:11,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",1
04:11,"SUB OUT by MCCULLOUGH,JACOB",,,,,,,"SUB OUT by MCCULLOUGH,JACOB",1
03:43,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",1
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",1
03:16,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",1
03:16,,20,,23 (+3),"GOOD FT by PERRY,WILL",OUM 20-23 (-3),,"GOOD FT by PERRY,WILL",1
03:16,,,,,"MISS FT by PERRY,WILL",,,"MISS FT by PERRY,WILL",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
03:16,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",1
03:16,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",1
03:04,"GOOD 3PTR by JONES,CODY",23,,23,,SEWM 23-23 (0),,"GOOD 3PTR by JONES,CODY",1
02:36,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",1
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",1
02:17,"GOOD LAYUP by STONE,BRODY(in the paint)",25 (+2),,23,,SEWM 25-23 (+2),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
--,"ASSIST  by TOME,MATT",,,,,,,"ASSIST  by TOME,MATT",1
01:44,,25,,25,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",OUM 25-25 (0),,"GOOD LAYUP by WARDLAW,CHASE(in the paint)",1
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",1
01:28,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",1
01:28,"SUB IN by MCCULLOUGH,JACOB",,,,,,,"SUB IN by MCCULLOUGH,JACOB",1
01:28,"SUB OUT by TOME,MATT",,,,,,,"SUB OUT by TOME,MATT",1
01:28,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",1
01:28,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",1
01:28,,,,,"SUB OUT by SMITH,CONNOR",,,"SUB OUT by SMITH,CONNOR",1
01:27,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",1
01:11,,25,,28 (+3),"GOOD 3PTR by LAWRENCE,CHRIS",OUM 25-28 (-3),,"GOOD 3PTR by LAWRENCE,CHRIS",1
--,,,,,"ASSIST  by WARDLAW,CHASE",,,"ASSIST  by WARDLAW,CHASE",1
00:51,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",1
00:51,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",1
00:51,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",1
00:51,,,,,"SUB IN by SMITH,CONNOR",,,"SUB IN by SMITH,CONNOR",1
00:51,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",1
00:38,,25,,31 (+6),"GOOD 3PTR by ANDINO,GEORGE",OUM 25-31 (-6),,"GOOD 3PTR by ANDINO,GEORGE",1
00:13,"TURNOVER  by MCCULLOUGH,JACOB",,,,,,,"TURNOVER  by MCCULLOUGH,JACOB",1
00:12,,,,,"STEAL  by LAWRENCE,CHRIS",,,"STEAL  by LAWRENCE,CHRIS",1
00:02,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",1
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",1
19:43,"TURNOVER  by CARTER,KESHONN",,,,,,,"TURNOVER  by CARTER,KESHONN",2
19:43,,,,,"STEAL  by PERRY,WILL",,,"STEAL  by PERRY,WILL",2
19:28,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
19:27,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
19:10,"GOOD 3PTR by BORN,CLAY",28,,31 (+3),,SEWM 28-31 (-3),,"GOOD 3PTR by BORN,CLAY",2
18:52,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by JONES,CODY",,,,,,,"REBOUND DEF by JONES,CODY",2
18:38,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND OFF by CARTER,KESHONN",,,,,,,"REBOUND OFF by CARTER,KESHONN",2
18:22,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,"REBOUND OFF by MCCULLOUGH,JACOB",,,,,,,"REBOUND OFF by MCCULLOUGH,JACOB",2
18:07,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
17:50,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
17:50,,28,,32 (+4),"GOOD FT by INUNGU,TOM",OUM 28-32 (-4),,"GOOD FT by INUNGU,TOM",2
17:50,,28,,33 (+5),"GOOD FT by INUNGU,TOM",OUM 28-33 (-5),,"GOOD FT by INUNGU,TOM",2
17:34,"GOOD LAYUP by BORN,CLAY(in the paint)",30,,33 (+3),,SEWM 30-33 (-3),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
17:18,,,,,"MISS LAYUP by WARDLAW,CHASE",,,"MISS LAYUP by WARDLAW,CHASE",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
17:12,"GOOD JUMPER by MCCULLOUGH,JACOB(fastbreak)",32,,33 (+1),,SEWM 32-33 (-1),,"GOOD JUMPER by MCCULLOUGH,JACOB(fastbreak)",2
--,"ASSIST  by CARTER,KESHONN",,,,,,,"ASSIST  by CARTER,KESHONN",2
17:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
16:52,,32,,35 (+3),"GOOD JUMPER by PERRY,WILL",OUM 32-35 (-3),,"GOOD JUMPER by PERRY,WILL",2
16:34,"GOOD 3PTR by JONES,CODY",35,,35,,SEWM 35-35 (0),,"GOOD 3PTR by JONES,CODY",2
16:23,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",2
16:18,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
16:14,"GOOD 3PTR by JONES,CODY",38 (+3),,35,,SEWM 38-35 (+3),,"GOOD 3PTR by JONES,CODY",2
15:56,,,,,"TURNOVER  by PERRY,WILL",,,"TURNOVER  by PERRY,WILL",2
15:55,"STEAL  by MCCULLOUGH,JACOB",,,,,,,"STEAL  by MCCULLOUGH,JACOB",2
15:48,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:45,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
15:45,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:45,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
15:45,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
15:41,"MISS 3PTR by JONES,CODY",,,,,,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND DEF by WARDLAW,CHASE",,,"REBOUND DEF by WARDLAW,CHASE",2
15:19,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
15:18,"STEAL  by BORN,CLAY",,,,,,,"STEAL  by BORN,CLAY",2
15:12,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",40 (+5),,35,,SEWM 40-35 (+5),,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",2
14:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:59,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
14:59,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
14:44,,40 (+3),,37,"GOOD JUMPER by PERRY,WILL(in the paint)",OUM 40-37 (+3),,"GOOD JUMPER by PERRY,WILL(in the paint)",2
14:26,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND OFF by STONE,BRODY",,,,,,,"REBOUND OFF by STONE,BRODY",2
14:21,"GOOD LAYUP by BROWN,SETH(in the paint)",42 (+5),,37,,SEWM 42-37 (+5),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
13:59,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",2
--,"REBOUND DEF by JONES,CODY",,,,,,,"REBOUND DEF by JONES,CODY",2
13:42,,,,,"FOUL  by PERRY,WILL",,,"FOUL  by PERRY,WILL",2
13:42,"GOOD FT by BROWN,SETH",43 (+6),,37,,SEWM 43-37 (+6),,"GOOD FT by BROWN,SETH",2
13:42,"GOOD FT by BROWN,SETH",44 (+7),,37,,SEWM 44-37 (+7),,"GOOD FT by BROWN,SETH",2
13:42,"SUB IN by TOME,MATT",,,,,,,"SUB IN by TOME,MATT",2
13:42,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
13:42,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
13:42,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
13:42,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
13:42,"SUB OUT by JONES,CODY",,,,,,,"SUB OUT by JONES,CODY",2
13:42,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
13:42,,,,,"SUB OUT by WARDLAW,CHASE",,,"SUB OUT by WARDLAW,CHASE",2
13:24,,44 (+5),,39,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OUM 44-39 (+5),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
--,,,,,"ASSIST  by PERRY,WILL",,,"ASSIST  by PERRY,WILL",2
12:57,"MISS JUMPER by MCCULLOUGH,JACOB",,,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",2
