Time Remaining,Boyce,Away Team Score,Play Team Indicator,Home Team Score,Sewanee,Game Score,Team Indicator,Play,Period
11:23,,44,,54 (+10),"GOOD LAYUP by BROWN,SETH(in the paint)",Sewanee 44-54 (+10),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by BUESCHER,HUNTER",,,"ASSIST  by BUESCHER,HUNTER",2
11:07,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
11:07,"GOOD FT by KATZBECK,MAXX",45,,54 (+9),,Boyce 45-54 (+9),,"GOOD FT by KATZBECK,MAXX",2
11:07,"MISS FT by KATZBECK,MAXX",,,,,,,"MISS FT by KATZBECK,MAXX",2
--,"REBOUND OFF by KATZBECK,MAXX",,,,,,,"REBOUND OFF by KATZBECK,MAXX",2
11:07,"SUB IN by BECK,BRANTLEY",,,,,,,"SUB IN by BECK,BRANTLEY",2
11:07,"SUB OUT by WELLS,BRYCE",,,,,,,"SUB OUT by WELLS,BRYCE",2
11:07,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
11:07,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
11:07,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
11:07,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
10:43,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
10:43,"SUB IN by JONES,MIKE",,,,,,,"SUB IN by JONES,MIKE",2
10:43,"SUB IN by DAUSTER,DREW",,,,,,,"SUB IN by DAUSTER,DREW",2
10:43,"SUB OUT by KATZBECK,MAXX",,,,,,,"SUB OUT by KATZBECK,MAXX",2
10:43,"SUB OUT by MCKAY,DREW",,,,,,,"SUB OUT by MCKAY,DREW",2
10:43,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
10:43,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
10:39,"GOOD JUMPER by JONES,MIKE(in the paint)",47,,54 (+7),,Boyce 47-54 (+7),,"GOOD JUMPER by JONES,MIKE(in the paint)",2
--,"ASSIST  by AKERS,BEN",,,,,,,"ASSIST  by AKERS,BEN",2
10:39,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
10:39,"MISS FT by JONES,MIKE",,,,,,,"MISS FT by JONES,MIKE",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
10:39,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,"REBOUND DEF by AKERS,BEN",,,,,,,"REBOUND DEF by AKERS,BEN",2
10:39,"MISS LAYUP by JONES,MIKE",,,,,,,"MISS LAYUP by JONES,MIKE",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
09:39,,47,,57 (+10),"GOOD 3PTR by WILLIAMS,JORDEN",Sewanee 47-57 (+10),,"GOOD 3PTR by WILLIAMS,JORDEN",2
09:31,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
09:31,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
09:31,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
09:26,"MISS JUMPER by AKERS,BEN",,,,,,,"MISS JUMPER by AKERS,BEN",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
09:16,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
08:46,,47,,59 (+12),"GOOD JUMPER by CARTER,KESHONN",Sewanee 47-59 (+12),,"GOOD JUMPER by CARTER,KESHONN",2
08:46,"FOUL  by BECK,BRANTLEY",,,,,,,"FOUL  by BECK,BRANTLEY",2
08:46,,47,,60 (+13),"GOOD FT by CARTER,KESHONN",Sewanee 47-60 (+13),,"GOOD FT by CARTER,KESHONN",2
08:28,"FOUL  by DAUSTER,DREW",,,,,,,"FOUL  by DAUSTER,DREW",2
08:28,"TURNOVER  by DAUSTER,DREW",,,,,,,"TURNOVER  by DAUSTER,DREW",2
08:13,,47,,62 (+15),"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",Sewanee 47-62 (+15),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
07:53,"GOOD 3PTR by STEWART,TREY",50,,62 (+12),,Boyce 50-62 (+12),,"GOOD 3PTR by STEWART,TREY",2
--,"ASSIST  by JONES,MIKE",,,,,,,"ASSIST  by JONES,MIKE",2
07:37,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
07:36,"STEAL  by BECK,BRANTLEY",,,,,,,"STEAL  by BECK,BRANTLEY",2
07:29,"MISS LAYUP by JONES,MIKE",,,,,,,"MISS LAYUP by JONES,MIKE",2
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",2
07:25,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",2
07:25,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
07:25,,50,,63 (+13),"GOOD FT by WILLIAMS,JORDEN",Sewanee 50-63 (+13),,"GOOD FT by WILLIAMS,JORDEN",2
07:25,,50,,64 (+14),"GOOD FT by WILLIAMS,JORDEN",Sewanee 50-64 (+14),,"GOOD FT by WILLIAMS,JORDEN",2
07:25,"SUB IN by KATZBECK,MAXX",,,,,,,"SUB IN by KATZBECK,MAXX",2
07:25,"SUB OUT by AKERS,BEN",,,,,,,"SUB OUT by AKERS,BEN",2
07:07,,,,,"MISS 3PTR by KUELLING,CHRIS",,,"MISS 3PTR by KUELLING,CHRIS",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
07:02,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
07:02,"GOOD FT by DAUSTER,DREW",51,,64 (+13),,Boyce 51-64 (+13),,"GOOD FT by DAUSTER,DREW",2
07:02,"MISS FT by DAUSTER,DREW",,,,,,,"MISS FT by DAUSTER,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:47,"GOOD 3PTR by JONES,MIKE",54,,64 (+10),,Boyce 54-64 (+10),,"GOOD 3PTR by JONES,MIKE",2
--,"ASSIST  by KATZBECK,MAXX",,,,,,,"ASSIST  by KATZBECK,MAXX",2
06:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:19,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by WILLIAMS,JORDEN",,,"REBOUND OFF by WILLIAMS,JORDEN",2
05:59,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by STEWART,TREY",,,,,,,"REBOUND DEF by STEWART,TREY",2
05:42,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
05:42,"GOOD FT by STEWART,TREY",55,,64 (+9),,Boyce 55-64 (+9),,"GOOD FT by STEWART,TREY",2
05:42,"GOOD FT by STEWART,TREY",56,,64 (+8),,Boyce 56-64 (+8),,"GOOD FT by STEWART,TREY",2
05:42,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
05:42,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
05:42,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
05:42,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
05:14,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,"REBOUND DEF by AKERS,BEN",,,,,,,"REBOUND DEF by AKERS,BEN",2
04:51,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
04:51,"MISS FT by KATZBECK,MAXX",,,,,,,"MISS FT by KATZBECK,MAXX",2
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",2
04:49,"FOUL  by AKERS,BEN",,,,,,,"FOUL  by AKERS,BEN",2
04:49,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
04:49,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
04:24,,56,,67 (+11),"GOOD 3PTR by WILLIAMS,JORDEN",Sewanee 56-67 (+11),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",2
03:54,"MISS LAYUP by JONES,MIKE",,,,,,,"MISS LAYUP by JONES,MIKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:53,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
03:53,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
03:32,,56,,69 (+13),"GOOD LAYUP by STONE,BRODY(in the paint)",Sewanee 56-69 (+13),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",2
03:32,"FOUL  by AKERS,BEN",,,,,,,"FOUL  by AKERS,BEN",2
03:32,,56,,70 (+14),"GOOD FT by STONE,BRODY",Sewanee 56-70 (+14),,"GOOD FT by STONE,BRODY",2
03:32,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
03:32,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
03:17,"SUB IN by WELLS,BRYCE",,,,,,,"SUB IN by WELLS,BRYCE",2
03:17,"SUB IN by AKERS,BEN",,,,,,,"SUB IN by AKERS,BEN",2
03:17,"SUB OUT by BECK,BRANTLEY",,,,,,,"SUB OUT by BECK,BRANTLEY",2
03:17,"SUB OUT by DAUSTER,DREW",,,,,,,"SUB OUT by DAUSTER,DREW",2
03:10,"GOOD LAYUP by JONES,MIKE(in the paint)",58,,70 (+12),,Boyce 58-70 (+12),,"GOOD LAYUP by JONES,MIKE(in the paint)",2
02:48,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
02:47,"STEAL  by KATZBECK,MAXX",,,,,,,"STEAL  by KATZBECK,MAXX",2
02:45,"TURNOVER  by KATZBECK,MAXX",,,,,,,"TURNOVER  by KATZBECK,MAXX",2
02:45,,,,,"STEAL  by JONES,CODY",,,"STEAL  by JONES,CODY",2
02:40,,,,,"FOUL  by WILLIAMS,JORDEN",,,"FOUL  by WILLIAMS,JORDEN",2
02:40,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
02:21,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
02:02,"GOOD FT by KATZBECK,MAXX",59,,70 (+11),,Boyce 59-70 (+11),,"GOOD FT by KATZBECK,MAXX",2
02:02,"GOOD FT by KATZBECK,MAXX",60,,70 (+10),,Boyce 60-70 (+10),,"GOOD FT by KATZBECK,MAXX",2
02:02,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
02:02,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
02:00,,60,,72 (+12),"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",Sewanee 60-72 (+12),,"GOOD LAYUP by BROWN,SETH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JONES,CODY",,,"ASSIST  by JONES,CODY",2
01:50,"MISS LAYUP by BECK,BRANTLEY",,,,,,,"MISS LAYUP by BECK,BRANTLEY",2
--,,,,,"REBOUND DEF by WILLIAMS,JORDEN",,,"REBOUND DEF by WILLIAMS,JORDEN",2
01:39,,60,,74 (+14),"GOOD LAYUP by BROWN,SETH(in the paint)",Sewanee 60-74 (+14),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
01:17,"MISS LAYUP by JONES,MIKE",,,,,,,"MISS LAYUP by JONES,MIKE",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
01:08,,60,,76 (+16),"GOOD LAYUP by JONES,CODY(in the paint)",Sewanee 60-76 (+16),,"GOOD LAYUP by JONES,CODY(in the paint)",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
00:48,"TURNOVER  by JONES,MIKE",,,,,,,"TURNOVER  by JONES,MIKE",2
00:48,,,,,"STEAL  by STONE,BRODY",,,"STEAL  by STONE,BRODY",2
00:46,,60,,78 (+18),"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",Sewanee 60-78 (+18),,"GOOD LAYUP by MCCULLOUGH,JACOB(fastbreak)(in the paint)",2
00:19,"GOOD 3PTR by AKERS,BEN",63,,78 (+15),,Boyce 63-78 (+15),,"GOOD 3PTR by AKERS,BEN",2
--,"ASSIST  by JONES,MIKE",,,,,,,"ASSIST  by JONES,MIKE",2
