Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
14:14,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",1
13:51,"GOOD 3PTR by THOM,IAN",10 (+8),,2,,BIRMINGH 10-2 (-8),,"GOOD 3PTR by THOM,IAN",1
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",1
13:21,,10 (+6),,4,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 10-4 (-6),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",1
13:01,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
12:52,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
12:41,"MISS 3PTR by AVERY,ALEX",,,,,,,"MISS 3PTR by AVERY,ALEX",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
12:13,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,"REBOUND DEF by WELCH,ROSS",,,,,,,"REBOUND DEF by WELCH,ROSS",1
12:08,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
11:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:52,"GOOD FT by MCLEAN,JAMES",11 (+7),,4,,BIRMINGH 11-4 (-7),,"GOOD FT by MCLEAN,JAMES",1
11:52,"GOOD FT by MCLEAN,JAMES",12 (+8),,4,,BIRMINGH 12-4 (-8),,"GOOD FT by MCLEAN,JAMES",1
11:52,"SUB IN by BARRON,MAC",,,,,,,"SUB IN by BARRON,MAC",1
11:52,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
11:52,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",1
11:52,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
11:52,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
11:52,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
11:52,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
11:52,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
11:52,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
11:52,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
11:52,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
11:52,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
11:52,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
11:52,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
11:30,"FOUL  by RUDAK,MATEUSZ &QUOT;",,,,,,,"FOUL  by RUDAK,MATEUSZ &QUOT;",1
11:30,,12 (+7),,5,"GOOD FT by TURNER,BYRON",SEWANEE 12-5 (-7),,"GOOD FT by TURNER,BYRON",1
11:30,,12 (+6),,6,"GOOD FT by TURNER,BYRON",SEWANEE 12-6 (-6),,"GOOD FT by TURNER,BYRON",1
11:14,"TURNOVER  by MCLEAN,JAMES",,,,,,,"TURNOVER  by MCLEAN,JAMES",1
11:13,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",1
11:01,"FOUL  by MCLEAN,JAMES",,,,,,,"FOUL  by MCLEAN,JAMES",1
11:01,,12 (+5),,7,"GOOD FT by JONES,CODY",SEWANEE 12-7 (-5),,"GOOD FT by JONES,CODY",1
11:01,,12 (+4),,8,"GOOD FT by JONES,CODY",SEWANEE 12-8 (-4),,"GOOD FT by JONES,CODY",1
11:01,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
11:01,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
10:37,"GOOD 3PTR by CRAIN,JOHN",15 (+7),,8,,BIRMINGH 15-8 (-7),,"GOOD 3PTR by CRAIN,JOHN",1
--,"ASSIST  by MURPHY,JUWAN",,,,,,,"ASSIST  by MURPHY,JUWAN",1
10:09,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",1
09:56,"GOOD LAYUP by RUDAK,MATEUSZ &QUOT;(in the paint)",17 (+9),,8,,BIRMINGH 17-8 (-9),,"GOOD LAYUP by RUDAK,MATEUSZ &QUOT;(in the paint)",1
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",1
09:23,,17 (+7),,10,"GOOD JUMPER by TURNER,BYRON",SEWANEE 17-10 (-7),,"GOOD JUMPER by TURNER,BYRON",1
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",1
09:03,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
09:03,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
09:03,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
09:03,"SUB OUT by BARRON,MAC",,,,,,,"SUB OUT by BARRON,MAC",1
09:03,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
09:03,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
09:03,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
09:03,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
09:03,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
09:03,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
09:03,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
09:03,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
09:03,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
09:03,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
09:03,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
08:52,"GOOD JUMPER by RUDAK,MATEUSZ &QUOT;",19 (+9),,10,,BIRMINGH 19-10 (-9),,"GOOD JUMPER by RUDAK,MATEUSZ &QUOT;",1
08:20,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",1
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",1
08:14,"MISS JUMPER by LEWIS,EVAN",,,,,,,"MISS JUMPER by LEWIS,EVAN",1
--,,,,,"REBOUND DEF by MCCULLOUGH,JACOB",,,"REBOUND DEF by MCCULLOUGH,JACOB",1
08:04,,19 (+7),,12,"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 19-12 (-7),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
07:47,"GOOD LAYUP by RUDAK,MATEUSZ &QUOT;(in the paint)",21 (+9),,12,,BIRMINGH 21-12 (-9),,"GOOD LAYUP by RUDAK,MATEUSZ &QUOT;(in the paint)",1
07:47,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
07:47,"GOOD FT by RUDAK,MATEUSZ &QUOT;",22 (+10),,12,,BIRMINGH 22-12 (-10),,"GOOD FT by RUDAK,MATEUSZ &QUOT;",1
07:47,"SUB IN by PIETRI,JORDAN",,,,,,,"SUB IN by PIETRI,JORDAN",1
07:47,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
07:47,"SUB OUT by RUDAK,MATEUSZ &QUOT;",,,,,,,"SUB OUT by RUDAK,MATEUSZ &QUOT;",1
07:47,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",1
07:23,,22 (+8),,14,"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 22-14 (-8),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
06:59,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",1
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",1
06:52,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
06:44,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",1
06:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:44,"GOOD FT by DENEKA,HARRISON",23 (+9),,14,,BIRMINGH 23-14 (-9),,"GOOD FT by DENEKA,HARRISON",1
06:44,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
06:44,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
06:42,"GOOD FT by DENEKA,HARRISON",24 (+10),,14,,BIRMINGH 24-14 (-10),,"GOOD FT by DENEKA,HARRISON",1
06:26,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
06:26,"SUB OUT by PIETRI,JORDAN",,,,,,,"SUB OUT by PIETRI,JORDAN",1
06:13,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
06:00,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",1
05:52,"TURNOVER  by LEWIS,EVAN",,,,,,,"TURNOVER  by LEWIS,EVAN",1
05:27,,,,,"MISS LAYUP by BROWN,SETH",,,"MISS LAYUP by BROWN,SETH",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
05:05,"MISS JUMPER by LEWIS,EVAN",,,,,,,"MISS JUMPER by LEWIS,EVAN",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
04:56,"FOUL  by THOM,IAN",,,,,,,"FOUL  by THOM,IAN",1
04:56,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:56,,24 (+9),,15,"GOOD FT by JONES,CODY",SEWANEE 24-15 (-9),,"GOOD FT by JONES,CODY",1
04:56,"SUB IN by MCLEAN,JAMES",,,,,,,"SUB IN by MCLEAN,JAMES",1
04:56,"SUB IN by RUDAK,MATEUSZ &QUOT;",,,,,,,"SUB IN by RUDAK,MATEUSZ &QUOT;",1
04:56,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
04:56,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
04:56,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
04:56,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
04:56,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
04:56,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
04:53,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",26 (+11),,15,,BIRMINGH 26-15 (-11),,"GOOD LAYUP by MCLEAN,JAMES(in the paint)",1
04:29,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
04:21,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
04:14,"SUB IN by MURPHY,JUWAN",,,,,,,"SUB IN by MURPHY,JUWAN",1
04:14,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
04:14,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",1
04:14,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
04:07,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
04:07,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
03:54,"TURNOVER  by MURPHY,JUWAN",,,,,,,"TURNOVER  by MURPHY,JUWAN",1
03:54,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",1
03:54,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
03:54,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
03:54,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
03:32,,26 (+8),,18,"GOOD 3PTR by JONES,CODY",SEWANEE 26-18 (-8),,"GOOD 3PTR by JONES,CODY",1
03:15,"MISS JUMPER by RUDAK,MATEUSZ &QUOT;",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ &QUOT;",1
03:15,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
03:09,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",1
03:09,"SUB OUT by MURPHY,JUWAN",,,,,,,"SUB OUT by MURPHY,JUWAN",1
02:52,,26 (+5),,21,"GOOD 3PTR by TURNER,BYRON",SEWANEE 26-21 (-5),,"GOOD 3PTR by TURNER,BYRON",1
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",1
02:30,"MISS JUMPER by RUDAK,MATEUSZ &QUOT;",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ &QUOT;",1
--,,,,,"REBOUND DEF by TOME,MATT",,,"REBOUND DEF by TOME,MATT",1
02:30,"FOUL  by RUDAK,MATEUSZ &QUOT;",,,,,,,"FOUL  by RUDAK,MATEUSZ &QUOT;",1
02:30,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",1
02:30,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
02:30,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
02:30,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",1
02:30,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
02:30,"SUB OUT by MCLEAN,JAMES",,,,,,,"SUB OUT by MCLEAN,JAMES",1
02:30,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
02:30,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
02:06,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
01:41,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",1
01:41,,,,,"BLOCK  by STONE,BRODY",,,"BLOCK  by STONE,BRODY",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
01:41,,26 (+3),,23,"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 26-23 (-3),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
--,,,,,"ASSIST  by TOME,MATT",,,"ASSIST  by TOME,MATT",1
01:41,"GOOD LAYUP by THOM,IAN(in the paint)",28 (+5),,23,,BIRMINGH 28-23 (-5),,"GOOD LAYUP by THOM,IAN(in the paint)",1
01:41,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",1
01:41,"STEAL  by LEWIS,EVAN",,,,,,,"STEAL  by LEWIS,EVAN",1
01:38,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",1
01:38,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
01:38,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
01:38,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
01:38,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
01:13,"MISS JUMPER by RUDAK,MATEUSZ &QUOT;",,,,,,,"MISS JUMPER by RUDAK,MATEUSZ &QUOT;",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
19:48,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
19:32,,,,,"FOUL  by JONES,CODY",,,"FOUL  by JONES,CODY",2
19:32,"GOOD FT by THOM,IAN",29 (+6),,23,,BIRMINGH 29-23 (-6),,"GOOD FT by THOM,IAN",2
19:32,"GOOD FT by THOM,IAN",30 (+7),,23,,BIRMINGH 30-23 (-7),,"GOOD FT by THOM,IAN",2
19:07,,30 (+5),,25,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 30-25 (-5),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
18:45,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
18:22,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
18:22,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
18:11,"GOOD LAYUP by LEWIS,EVAN(in the paint)",32 (+7),,25,,BIRMINGH 32-25 (-7),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
17:43,,32 (+5),,27,"GOOD JUMPER by CARTER,KESHONN",SEWANEE 32-27 (-5),,"GOOD JUMPER by CARTER,KESHONN",2
--,,,,,"ASSIST  by MCCULLOUGH,JACOB",,,"ASSIST  by MCCULLOUGH,JACOB",2
17:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
17:08,"MISS 3PTR by THOM,IAN",,,,,,,"MISS 3PTR by THOM,IAN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
16:54,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
16:54,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:54,,32 (+4),,28,"GOOD FT by CARTER,KESHONN",SEWANEE 32-28 (-4),,"GOOD FT by CARTER,KESHONN",2
16:32,"MISS JUMPER by AVERY,ALEX",,,,,,,"MISS JUMPER by AVERY,ALEX",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
16:29,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
16:19,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
16:00,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
15:45,"TURNOVER  by AVERY,ALEX",,,,,,,"TURNOVER  by AVERY,ALEX",2
15:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:45,"SUB IN by RUDAK,MATEUSZ &QUOT;",,,,,,,"SUB IN by RUDAK,MATEUSZ &QUOT;",2
15:45,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
15:45,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
15:45,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
15:45,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
15:45,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
15:23,,32 (+2),,30,"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 32-30 (-2),,"GOOD LAYUP by BROWN,SETH(in the paint)",2
15:06,,,,,"FOUL  by BROWN,SETH",,,"FOUL  by BROWN,SETH",2
14:52,"GOOD LAYUP by RUDAK,MATEUSZ &QUOT;(in the paint)",34 (+4),,30,,BIRMINGH 34-30 (-4),,"GOOD LAYUP by RUDAK,MATEUSZ &QUOT;(in the paint)",2
14:35,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by LEWIS,EVAN",,,,,,,"REBOUND DEF by LEWIS,EVAN",2
14:25,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
14:25,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
14:25,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:25,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
14:25,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
14:25,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
14:25,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
14:11,"TURNOVER  by RUDAK,MATEUSZ &QUOT;",,,,,,,"TURNOVER  by RUDAK,MATEUSZ &QUOT;",2
14:09,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",2
14:08,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",2
14:08,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
14:08,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
