Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:01,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
16:01,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
16:01,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
16:01,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:01,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
15:56,"GOOD 3PTR by SMITH,PRESTON",21,,38 (+17),,HC 21-38 (+17),,"GOOD 3PTR by SMITH,PRESTON",2
15:43,,21,,40 (+19),"GOOD LAYUP by CALDWELL,CAM(in the paint)",SEWANEE 21-40 (+19),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,,,,,"ASSIST  by BROWN,SETH",,,"ASSIST  by BROWN,SETH",2
15:28,"GOOD JUMPER by SMITH,PRESTON(in the paint)",23,,40 (+17),,HC 23-40 (+17),,"GOOD JUMPER by SMITH,PRESTON(in the paint)",2
15:24,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
15:24,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
15:24,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
15:24,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
15:18,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
15:12,"MISS 3PTR by BATCHELOR,BRYCE",,,,,,,"MISS 3PTR by BATCHELOR,BRYCE",2
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",2
15:08,"GOOD JUMPER by NIKOLOVSKI,DREW(in the paint)",25,,40 (+15),,HC 25-40 (+15),,"GOOD JUMPER by NIKOLOVSKI,DREW(in the paint)",2
14:50,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:50,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
14:50,"SUB OUT by KRAMER,KORBIN",,,,,,,"SUB OUT by KRAMER,KORBIN",2
14:50,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
14:39,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
14:31,,25,,42 (+17),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 25-42 (+17),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
14:31,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
14:31,,25,,43 (+18),"GOOD FT by CARTER,KESHONN",SEWANEE 25-43 (+18),,"GOOD FT by CARTER,KESHONN",2
14:18,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
14:18,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
14:15,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
14:11,"GOOD 3PTR by SMITH,PRESTON",28,,43 (+15),,HC 28-43 (+15),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
13:50,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",2
13:39,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",2
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",2
13:38,,28,,45 (+17),"GOOD JUMPER by CARTER,KESHONN(in the paint)",SEWANEE 28-45 (+17),,"GOOD JUMPER by CARTER,KESHONN(in the paint)",2
13:38,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
13:38,,28,,46 (+18),"GOOD FT by CARTER,KESHONN",SEWANEE 28-46 (+18),,"GOOD FT by CARTER,KESHONN",2
13:38,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
13:38,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
13:25,"GOOD JUMPER by LITTLEFIELD,GEAREN",30,,46 (+16),,HC 30-46 (+16),,"GOOD JUMPER by LITTLEFIELD,GEAREN",2
--,"ASSIST  by OGLE,JOHN",,,,,,,"ASSIST  by OGLE,JOHN",2
13:25,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",2
13:25,"GOOD FT by LITTLEFIELD,GEAREN",31,,46 (+15),,HC 31-46 (+15),,"GOOD FT by LITTLEFIELD,GEAREN",2
13:07,,31,,48 (+17),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 31-48 (+17),,"GOOD JUMPER by CARTER,KESHONN",2
12:38,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",33,,48 (+15),,HC 33-48 (+15),,"GOOD JUMPER by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by OGLE,JOHN",,,,,,,"ASSIST  by OGLE,JOHN",2
12:13,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
11:57,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:57,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
11:57,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
11:57,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
11:57,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
11:57,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
11:57,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
11:57,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
11:57,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
11:50,"GOOD JUMPER by OGLE,JOHN",35,,48 (+13),,HC 35-48 (+13),,"GOOD JUMPER by OGLE,JOHN",2
11:30,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",2
11:30,"STEAL  by OGLE,JOHN",,,,,,,"STEAL  by OGLE,JOHN",2
11:13,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
10:59,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
10:59,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",2
10:48,,35,,51 (+16),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 35-51 (+16),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
10:17,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",37,,51 (+14),,HC 37-51 (+14),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
09:59,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
09:59,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
09:59,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
09:59,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
09:40,"GOOD 3PTR by STEELE,AARON",40,,51 (+11),,HC 40-51 (+11),,"GOOD 3PTR by STEELE,AARON",2
--,"ASSIST  by LITTLEFIELD,GEAREN",,,,,,,"ASSIST  by LITTLEFIELD,GEAREN",2
09:40,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
09:27,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
09:27,"STEAL  by NIKOLOVSKI,DREW",,,,,,,"STEAL  by NIKOLOVSKI,DREW",2
09:01,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
08:44,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
08:44,,40,,52 (+12),"GOOD FT by BORN,CLAY",SEWANEE 40-52 (+12),,"GOOD FT by BORN,CLAY",2
08:44,,40,,53 (+13),"GOOD FT by BORN,CLAY",SEWANEE 40-53 (+13),,"GOOD FT by BORN,CLAY",2
08:29,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
08:26,,,,,"STEAL  by BORN,CLAY",,,"STEAL  by BORN,CLAY",2
08:18,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND OFF by BROWN,SETH",,,"REBOUND OFF by BROWN,SETH",2
08:13,,40,,55 (+15),"GOOD TIPIN by BROWN,SETH(in the paint)",SEWANEE 40-55 (+15),,"GOOD TIPIN by BROWN,SETH(in the paint)",2
07:55,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,"REBOUND OFF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
07:49,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
07:33,,40,,57 (+17),"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 40-57 (+17),,"GOOD JUMPER by MCCULLOUGH,JACOB",2
07:06,"TURNOVER  by STEELE,AARON",,,,,,,"TURNOVER  by STEELE,AARON",2
07:05,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",2
06:47,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
06:37,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
06:37,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
06:37,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
06:37,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
06:37,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
06:37,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
06:37,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
06:37,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
06:37,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
06:37,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",2
06:37,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
06:26,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
06:26,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:26,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:26,"GOOD FT by SMITH,PRESTON",41,,57 (+16),,HC 41-57 (+16),,"GOOD FT by SMITH,PRESTON",2
06:26,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,"REBOUND OFF by OGLE,JOHN",,,,,,,"REBOUND OFF by OGLE,JOHN",2
06:24,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND OFF by SMITH,PRESTON",,,,,,,"REBOUND OFF by SMITH,PRESTON",2
06:11,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
06:10,,,,,"STEAL  by TOME,MATT",,,"STEAL  by TOME,MATT",2
06:01,,,,,"MISS 3PTR by TOME,MATT",,,"MISS 3PTR by TOME,MATT",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:40,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
05:40,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
05:40,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
05:40,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",2
05:40,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
05:40,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
05:40,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",2
05:40,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
05:40,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
05:15,,41,,60 (+19),"GOOD 3PTR by WILLIAMS,JORDEN",SEWANEE 41-60 (+19),,"GOOD 3PTR by WILLIAMS,JORDEN",2
04:49,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
04:49,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
04:44,"GOOD JUMPER by OGLE,JOHN",43,,60 (+17),,HC 43-60 (+17),,"GOOD JUMPER by OGLE,JOHN",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
04:15,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
04:13,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
03:55,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by LEE,MATTHEW",,,"REBOUND DEF by LEE,MATTHEW",2
03:40,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
03:39,"STEAL  by PARKER,BRYCE",,,,,,,"STEAL  by PARKER,BRYCE",2
03:31,"GOOD JUMPER by OGLE,JOHN",45,,60 (+15),,HC 45-60 (+15),,"GOOD JUMPER by OGLE,JOHN",2
03:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:29,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
03:29,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
03:29,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
03:29,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
03:29,,,,,"SUB OUT by LEE,MATTHEW",,,"SUB OUT by LEE,MATTHEW",2
03:29,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
03:26,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",2
03:26,"STEAL  by NIKOLOVSKI,DREW",,,,,,,"STEAL  by NIKOLOVSKI,DREW",2
03:17,"GOOD 3PTR by SMITH,PRESTON",48,,60 (+12),,HC 48-60 (+12),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
02:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:44,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
02:44,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
02:44,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
02:44,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
02:32,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
02:32,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
02:29,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
02:04,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:02,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",2
02:02,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
01:54,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
01:35,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
01:34,"STEAL  by OGLE,JOHN",,,,,,,"STEAL  by OGLE,JOHN",2
01:34,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
01:34,"GOOD FT by OGLE,JOHN",49,,60 (+11),,HC 49-60 (+11),,"GOOD FT by OGLE,JOHN",2
01:34,"MISS FT by OGLE,JOHN",,,,,,,"MISS FT by OGLE,JOHN",2
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",2
01:34,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
01:34,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
01:31,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
01:31,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
01:31,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
01:31,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
01:31,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
01:25,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
01:25,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
01:22,"GOOD 3PTR by SMITH,PRESTON",52,,60 (+8),,HC 52-60 (+8),,"GOOD 3PTR by SMITH,PRESTON",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
01:10,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
01:10,,52,,61 (+9),"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 52-61 (+9),,"GOOD FT by MCCULLOUGH,JACOB",2
01:10,,52,,62 (+10),"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 52-62 (+10),,"GOOD FT by MCCULLOUGH,JACOB",2
01:05,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:53,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
00:53,,,,,"MISS FT by JONES,CODY",,,"MISS FT by JONES,CODY",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
00:53,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",2
00:53,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
00:49,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
00:43,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
00:43,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:43,,52,,63 (+11),"GOOD FT by BORN,CLAY",SEWANEE 52-63 (+11),,"GOOD FT by BORN,CLAY",2
00:43,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
00:43,"SUB IN by BRANSCUM,HOLDEN",,,,,,,"SUB IN by BRANSCUM,HOLDEN",2
00:43,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
00:43,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
00:43,,,,,"SUB IN by LEE,MATTHEW",,,"SUB IN by LEE,MATTHEW",2
00:43,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:27,"GOOD JUMPER by OGLE,JOHN(in the paint)",54,,63 (+9),,HC 54-63 (+9),,"GOOD JUMPER by OGLE,JOHN(in the paint)",2
00:25,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
00:25,,54,,64 (+10),"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 54-64 (+10),,"GOOD FT by MCCULLOUGH,JACOB",2
00:25,,54,,65 (+11),"GOOD FT by MCCULLOUGH,JACOB",SEWANEE 54-65 (+11),,"GOOD FT by MCCULLOUGH,JACOB",2
00:16,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,"REBOUND OFF by BRANSCUM,HOLDEN",,,,,,,"REBOUND OFF by BRANSCUM,HOLDEN",2
00:11,"GOOD JUMPER by BRANSCUM,HOLDEN",56,,65 (+9),,HC 56-65 (+9),,"GOOD JUMPER by BRANSCUM,HOLDEN",2
00:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
