,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,19:43,"GOOD 3PTR by MITCHELL,JAMES",3,,0,,COV 3-0 (-3),,"GOOD 3PTR by MITCHELL,JAMES",1,three pointer,good,covenant,"mitchell,james",3.0,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",1183.0,covenant,1,0,0.0,1
1,1,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,--,"ASSIST  by BARNETTE,CHRIS",3,,0,,,,"ASSIST  by BARNETTE,CHRIS",1,assist,,covenant,"barnette,chris",,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",,covenant,1,0,0.0,0
2,2,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,19:12,,3,,3,"GOOD 3PTR by BATES,JACOB",Centre 3-3 (0),,"GOOD 3PTR by BATES,JACOB",1,three pointer,good,centre,"bates,jacob",3.0,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",1152.0,covenant,1,0,0.0,0
3,3,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,--,,3,,3,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",1,assist,,centre,"baughman,carter",,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",,covenant,1,0,0.0,0
4,4,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,18:47,"MISS 3PTR by MITCHELL,JAMES",3,,3,,,,"MISS 3PTR by MITCHELL,JAMES",1,three pointer,missed,covenant,"mitchell,james",,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",1127.0,covenant,1,0,0.0,0
5,5,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,--,,3,,3,"REBOUND DEF by BAUGHMAN,CARTER",,,"REBOUND DEF by BAUGHMAN,CARTER",1,defensive rebound,,centre,"baughman,carter",,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",,covenant,1,0,0.0,0
6,6,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,18:39,,3,,5,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",Centre 3-5 (+2),,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",1,layup,good,centre,"bates,jacob(fastbreak)",2.0,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",1119.0,centre,2,0,0.0,1
7,7,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,--,,3,,5,"ASSIST  by BAUGHMAN,CARTER",,,"ASSIST  by BAUGHMAN,CARTER",1,assist,,centre,"baughman,carter",,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",,centre,2,0,0.0,0
8,8,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,18:29,"GOOD 3PTR by BARNETTE,CHRIS",6,,5,,COV 6-5 (-1),,"GOOD 3PTR by BARNETTE,CHRIS",1,three pointer,good,covenant,"barnette,chris",3.0,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",1109.0,centre,2,0,0.0,0
9,9,3911,Centre,Covenant,0,58-78,"38,40","30,28",4-1,3-1,0-0,0-0,11/23/19,7:00 PM,,"Alumni Gymnasium, Danville, KY",Win,2,False,363,False,18:11,,6,,5,"MISS 3PTR by WALKER,ART",,,"MISS 3PTR by WALKER,ART",1,three pointer,missed,centre,"walker,art",,"['crumly,will', 'barnette,chris', 'allen,zack', 'mitchell,james', 'hollis,mitchell']","['bates,jacob', 'ayers,perry', 'rakes,bailey', 'walker,art', 'baughman,carter']",1091.0,centre,2,0,0.0,0
