,Unnamed: 0,gameID,homeTeam,awayTeam,saaGame,finalScore,homeScoreByPeriod,awayScoreByPeriod,homeRecord,awayRecord,homeConfRecord,awayConfRecord,gameDate,startTime,gameLength,gameLocation,homeWin,numPeriods,isOvertime,attendance,isNeutral,timeRemaining,awayPlay,awayTeamScore,playTeamIndicator,homeTeamScore,homePlay,gameScore,teamIndicator,Play,Period,playType,shotOutcome,Team,Player,pointsEarned,awayLineup,homeLineup,timeSeconds,Poss,possNum,pppHome,pppAway,1stPlayOfPoss
0,0,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,19:50,"MISS 3PTR by DANOWSKI,BRANDON",,,,,,,"MISS 3PTR by DANOWSKI,BRANDON",1,three pointer,missed,lawrence,"danowski,brandon",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1190.0,centre men,1,0,0.0,1
1,1,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",1,defensive rebound,,centre men,"bates,jacob",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,centre men,1,0,0.0,0
2,2,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,19:32,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",1,three pointer,missed,centre men,"rakes,bailey",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1172.0,centre men,1,0,0.0,0
3,3,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,"REBOUND DEF by FISHER,QUINN",,,,,,,"REBOUND DEF by FISHER,QUINN",1,defensive rebound,,lawrence,"fisher,quinn",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,centre men,1,0,0.0,0
4,4,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,19:21,"MISS JUMPER by DENHAM,BRYCE",,,,,,,"MISS JUMPER by DENHAM,BRYCE",1,jumper,missed,lawrence,"denham,bryce",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1161.0,lawrence,2,0,0.0,1
5,5,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,,,,,"REBOUND DEF by RAKES,BAILEY",,,"REBOUND DEF by RAKES,BAILEY",1,defensive rebound,,centre men,"rakes,bailey",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,lawrence,2,0,0.0,0
6,6,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,18:57,,0.0,,3.0,"GOOD 3PTR by AYERS,PERRY",CENTRE-M 0-3 (+3),,"GOOD 3PTR by AYERS,PERRY",1,three pointer,good,centre men,"ayers,perry",3.0,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1137.0,centre men,3,0,0.0,1
7,7,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,,0.0,,3.0,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",1,assist,,centre men,"bates,jacob",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,centre men,3,0,0.0,0
8,8,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,18:55,"SUB IN by MIKAELIAN,TROY",0.0,,3.0,,,,"SUB IN by MIKAELIAN,TROY",1,subbing in,,lawrence,"mikaelian,troy",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'fisher,quinn', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1135.0,centre men,3,0,0.0,0
9,9,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,18:55,"SUB OUT by FISHER,QUINN",0.0,,3.0,,,,"SUB OUT by FISHER,QUINN",1,subbing out,,lawrence,"fisher,quinn",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1135.0,centre men,3,0,0.0,0
10,10,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,18:29,"GOOD LAYUP by MATERNA,MASON(in the paint)",2.0,,3.0,,LAWRENCE 2-3 (+1),,"GOOD LAYUP by MATERNA,MASON(in the paint)",1,layup,good,lawrence,"materna,mason",2.0,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1109.0,centre men,3,0,0.0,0
11,11,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,"ASSIST  by DANOWSKI,BRANDON",2.0,,3.0,,,,"ASSIST  by DANOWSKI,BRANDON",1,assist,,lawrence,"danowski,brandon",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,centre men,3,0,0.0,0
12,12,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,18:04,,2.0,,5.0,"GOOD LAYUP by AYERS,PERRY(in the paint)",CENTRE-M 2-5 (+3),,"GOOD LAYUP by AYERS,PERRY(in the paint)",1,layup,good,centre men,"ayers,perry",2.0,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1084.0,centre men,3,0,0.0,0
13,13,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,,2.0,,5.0,"ASSIST  by RAKES,BAILEY",,,"ASSIST  by RAKES,BAILEY",1,assist,,centre men,"rakes,bailey",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,centre men,3,0,0.0,0
14,14,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,17:40,"GOOD LAYUP by DENHAM,BRYCE(in the paint)",4.0,,5.0,,LAWRENCE 4-5 (+1),,"GOOD LAYUP by DENHAM,BRYCE(in the paint)",1,layup,good,lawrence,"denham,bryce",2.0,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1060.0,centre men,3,0,0.0,0
15,15,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,17:20,,4.0,,5.0,"TURNOVER  by WALKER,ART",,,"TURNOVER  by WALKER,ART",1,turnover,,centre men,"walker,art",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1040.0,centre men,3,0,0.0,0
16,16,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,17:18,"STEAL  by DANOWSKI,BRANDON",4.0,,5.0,,,,"STEAL  by DANOWSKI,BRANDON",1,steal,,lawrence,,,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1038.0,centre men,3,0,0.0,0
17,17,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,17:13,"GOOD JUMPER by DANOWSKI,BRANDON(in the paint)",6.0,,5.0,,LAWRENCE 6-5 (-1),,"GOOD JUMPER by DANOWSKI,BRANDON(in the paint)",1,jumper,good,lawrence,"danowski,brandon",2.0,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1033.0,lawrence,4,0,0.0,1
18,18,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,16:53,,6.0,,7.0,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 6-7 (+1),,"GOOD LAYUP by BATES,JACOB(in the paint)",1,layup,good,centre men,"bates,jacob",2.0,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",1013.0,lawrence,4,0,0.0,0
19,19,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,--,,6.0,,7.0,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",1,assist,,centre men,"ayers,perry",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",,lawrence,4,0,0.0,0
20,20,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,16:35,"TURNOVER  by MIKAELIAN,TROY",6.0,,7.0,,,,"TURNOVER  by MIKAELIAN,TROY",1,turnover,,lawrence,"mikaelian,troy",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",995.0,lawrence,4,0,0.0,0
21,21,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,16:33,,6.0,,7.0,"STEAL  by BATES,JACOB",,,"STEAL  by BATES,JACOB",1,steal,,centre men,,,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",993.0,lawrence,4,0,0.0,0
22,22,3917,Centre Men,LAWRENCE,0,60-85,"41,44","28,32",6-2,8-3,,,12/20/19,6:00 PM,,"Daytona Beach, Fla. - Ocean Center",Win,2,False,109,False,16:30,"FOUL  by DENHAM,BRYCE",6.0,,7.0,,,,"FOUL  by DENHAM,BRYCE",1,foul,,lawrence,"denham,bryce",,"['sendell,brad', 'danowski,brandon', 'materna,mason', 'denham,bryce', 'mikaelian,troy']","['bates,jacob', 'rakes,bailey', 'baughman,carter', 'walker,art', 'ayers,perry']",990.0,centre men,5,0,0.0,1
